Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carole Freeman,Sonia Jurado,Pierre-Paul Routhier,Brian Sarwer-Foner,Linda Schwey,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 600","Châteauguay",200,78,253,25,196,7,759,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 601","Léry",63,4,43,3,34,2,149,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 602","Châteauguay",312,64,177,21,157,8,739,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 603","Châteauguay",205,72,303,21,202,6,809,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 604","Châteauguay",179,51,146,16,121,22,535,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 605","Mercier",354,102,189,14,127,13,799,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 606","Saint-Isidore",76,11,32,2,17,1,139,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 607","Kahnawake--Sainte-Catherine",153,34,50,11,48,5,301,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 608","Sainte-Catherine",282,67,120,12,102,12,595,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 609","Delson",243,63,133,11,85,10,545,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 610","Saint-Constant",345,53,189,21,109,10,727,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 611","Saint-Constant",289,63,102,11,99,4,568,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant"," 612","Saint-Mathieu",44,11,21,2,15,3,96,
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant",,Group 1/Groupe 1,23,4,25,4,19,4,79,170
24015,"Châteauguay--Saint-Constant/Châteauguay--Saint-Constant",,Group 2/Groupe 2,238,49,134,11,85,4,521,

