Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Bernier,Nicole Charbonneau Barron,Pierre Diamond,Carole Lavallée,Vesna Vesic,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-1","Saint-Bruno-de-Montarville",8,42,66,67,30,2,215,332
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-2","Saint-Bruno-de-Montarville",0,23,55,43,21,2,144,273
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-3","Saint-Bruno-de-Montarville",6,24,48,64,28,2,172,255
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 45","Saint-Hubert",5,35,18,62,26,2,148,292
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 46","Saint-Hubert",7,29,13,34,22,0,105,219
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 47","Saint-Hubert",5,36,21,92,30,2,186,347
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 48","Saint-Hubert",3,19,27,87,27,0,163,353
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 49","Saint-Hubert",4,28,48,88,32,3,203,383
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 50","Saint-Hubert",7,16,52,53,5,0,133,240
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 51","Saint-Hubert",6,23,35,77,21,6,168,320
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 52","Saint-Hubert",8,26,42,88,30,5,199,348
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 53","Saint-Hubert",10,20,30,87,36,2,185,357
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 54","Saint-Hubert",4,21,27,75,14,0,141,244
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 55","Saint-Hubert",9,31,42,123,41,0,246,420
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 55-1","Saint-Hubert",10,17,34,90,25,2,178,334
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 56","Saint-Hubert",11,20,42,95,32,4,204,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 56-1","Saint-Hubert",2,29,58,101,41,5,236,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 57","Saint-Hubert",4,19,55,119,22,4,223,356
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 57-1","Saint-Hubert",7,17,31,95,24,1,175,279
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 58","Saint-Hubert",6,17,11,98,25,3,160,271
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 58-1","Saint-Hubert",7,12,24,76,31,2,152,241
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 59","Saint-Hubert",4,14,29,94,49,3,193,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 60","Saint-Hubert",6,24,22,108,27,3,190,319
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 61","Saint-Hubert",12,16,47,102,31,3,211,390
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 62","Saint-Hubert",3,27,17,68,24,7,146,298
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 63","Saint-Hubert",6,31,41,112,14,0,204,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 63-1","Saint-Hubert",12,18,9,41,14,3,97,182
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 64","Saint-Hubert",8,18,30,128,31,3,218,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 65","Saint-Hubert",5,32,42,97,31,6,213,396
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 66","Saint-Hubert",2,29,36,110,20,1,198,348
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 67","Saint-Hubert",8,28,33,106,29,3,207,400
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68A","Saint-Hubert",1,17,18,69,24,3,132,228
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68B","Saint-Hubert",1,18,22,81,15,1,138,247
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68-1A","Saint-Hubert",6,19,28,62,13,4,132,228
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68-1B","Saint-Hubert",6,13,10,56,11,4,100,213
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 69","Saint-Hubert",9,30,23,110,27,0,199,361
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 70","Saint-Hubert",4,18,24,71,27,6,150,286
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 71","Saint-Hubert",9,16,21,117,25,4,192,418
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 72","Saint-Hubert",7,14,15,77,21,1,135,247
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 72-1","Saint-Hubert",6,31,29,76,22,2,166,323
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73","Saint-Hubert",5,18,38,95,27,1,184,288
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73-1","Saint-Hubert",4,19,46,122,42,1,234,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73-2","Saint-Hubert",4,18,23,88,19,2,154,336
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 74","Saint-Hubert",11,17,39,106,31,5,209,371
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 75","Saint-Hubert",5,15,19,84,23,4,150,214
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 75-1A","Saint-Hubert",9,12,27,55,18,2,123,212
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 75-1B","Saint-Hubert",4,10,30,91,31,1,167,234
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 76","Saint-Hubert",6,15,21,75,18,3,138,265
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 76-1","Saint-Hubert",5,33,47,100,19,2,206,411
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77A","Saint-Hubert",6,19,28,71,16,2,142,283
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77B","Saint-Hubert",0,9,17,44,11,2,83,169
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-1","Saint-Hubert",2,17,19,32,11,0,81,154
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-2A","Saint-Hubert",4,36,30,55,19,2,146,293
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-2B","Saint-Hubert",3,40,37,68,21,2,171,298
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 78","Saint-Hubert",4,31,45,100,37,0,217,444
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 79","Saint-Hubert",8,35,63,90,35,0,231,421
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 79-1","Saint-Hubert",7,30,44,90,25,2,198,304
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 80","Saint-Hubert",6,37,45,64,28,0,180,308
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 81","Saint-Hubert",9,23,32,68,20,2,154,246
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 81-1","Saint-Hubert",3,21,39,73,33,1,170,310
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 82","Saint-Hubert",9,22,39,104,26,3,203,317
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 82-1","Saint-Hubert",5,31,48,112,34,0,230,408
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 83","Saint-Hubert",6,25,34,91,24,6,186,311
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 83-1","Saint-Hubert",5,30,47,112,37,0,231,390
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 84","Saint-Hubert",5,30,31,55,27,0,148,250
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 84-1","Saint-Hubert",9,28,42,89,24,5,197,277
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 85","Saint-Hubert",11,24,12,86,19,5,157,291
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 86","Saint-Hubert",3,33,30,92,23,3,184,302
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 86-1","Saint-Hubert",7,17,19,75,27,2,147,263
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 87","Saint-Hubert",5,26,26,83,42,3,185,320
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 88","Saint-Hubert",5,18,35,90,12,2,162,290
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 88-1","Saint-Hubert",6,19,20,83,24,0,152,265
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 89","Saint-Hubert",6,16,46,75,24,4,171,354
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 90","Saint-Hubert",7,26,25,71,20,2,151,297
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 91","Saint-Hubert",3,17,32,60,16,1,129,247
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 91-1","Saint-Hubert",7,21,22,89,25,2,166,274
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 92","Saint-Hubert",4,18,27,98,30,3,180,322
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 93","Saint-Hubert",4,29,39,97,23,3,195,360
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 94","Saint-Hubert",7,36,30,81,23,6,183,323
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 95","Saint-Hubert",5,28,35,79,31,2,180,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 96","Saint-Hubert",6,43,48,89,30,1,217,387
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 97","Saint-Hubert",9,32,50,89,21,8,209,378
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 98","Saint-Hubert",5,24,47,103,40,4,223,393
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 99","Saint-Hubert",7,22,39,124,39,5,236,401
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 100","Saint-Hubert",13,30,57,79,37,1,217,389
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 101","Saint-Hubert",10,37,34,105,43,3,232,396
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 102","Saint-Hubert",9,29,33,89,29,2,191,333
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 103","Saint-Hubert",12,12,22,73,18,2,139,241
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 103-1","Saint-Hubert",8,12,28,76,27,5,156,274
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 104","Saint-Hubert",14,19,25,99,28,6,191,346
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105A","Saint-Hubert",4,17,14,40,19,1,95,204
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105B","Saint-Hubert",5,12,6,44,20,4,91,203
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105-1","Saint-Hubert",2,22,34,92,16,9,175,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 106","Saint-Hubert",4,23,59,88,28,4,206,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 107","Saint-Hubert",7,25,54,106,27,4,223,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 108","Saint-Hubert",7,43,53,94,29,1,227,394
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 109","Saint-Hubert",5,32,35,111,31,4,218,373
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 110","Saint-Hubert",15,25,43,62,23,2,170,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 111","Saint-Hubert",14,26,27,102,32,8,209,368
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 112","Saint-Hubert",3,31,32,79,29,2,176,317
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 113","Saint-Hubert",4,38,41,124,56,7,270,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 114","Saint-Hubert",12,17,26,105,23,2,185,314
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 115","Saint-Hubert",3,25,46,94,20,1,189,334
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 115-1","Saint-Hubert",2,17,20,51,24,0,114,179
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 116","Saint-Hubert",13,26,53,128,33,2,255,404
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 117","Saint-Hubert",8,22,56,119,38,4,247,408
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 118A","Saint-Hubert",5,13,15,60,29,3,125,203
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 118B","Saint-Hubert",4,13,19,77,20,3,136,218
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 119","Saint-Hubert",Void/Supprimé,,,,,,,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 120","Saint-Hubert",6,14,17,89,23,1,150,290
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 121","Saint-Hubert",6,15,17,54,11,2,105,230
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 121-1","Saint-Hubert",11,26,17,79,21,2,156,274
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 122","Saint-Hubert",8,22,45,67,24,6,172,379
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 123","Saint-Hubert",6,20,25,99,23,5,178,347
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 124A","Saint-Hubert",6,13,10,34,14,8,85,190
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 124B","Saint-Hubert",1,9,9,40,6,2,67,209
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 124-1","Saint-Hubert",6,27,22,83,33,3,174,378
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 125","Saint-Hubert",7,14,30,88,21,5,165,332
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 126","Saint-Hubert",8,17,29,93,32,3,182,380
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 127A","Saint-Hubert",2,9,14,41,17,4,87,214
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 127B","Saint-Hubert",5,9,20,33,13,2,82,194
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 128A","Saint-Hubert",2,2,8,56,8,1,77,159
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 128B","Saint-Hubert",6,9,23,63,23,0,124,243
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 129","Saint-Hubert",9,22,30,79,17,3,160,382
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 130A","Saint-Hubert",2,11,15,51,12,2,93,191
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 130B","Saint-Hubert",3,13,27,62,9,5,119,223
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 131","Saint-Hubert",9,23,30,117,24,5,208,378
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 132","Saint-Hubert",2,23,28,112,21,5,191,371
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 133","Saint-Hubert",11,23,29,101,22,4,190,378
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 134A","Saint-Hubert",4,11,9,67,11,3,105,234
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 134B","Saint-Hubert",2,11,7,38,9,0,67,169
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 135","Saint-Hubert",4,26,33,87,26,3,179,381
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 136","Saint-Hubert",9,34,29,105,27,7,211,366
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 137","Saint-Hubert",2,23,27,45,12,1,110,197
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 138","Saint-Hubert",3,13,29,70,24,5,144,304
