Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Bell,Barry Devolin,Dave Switzer,Marlene White,Stephen Yardy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 107","Fenelon Falls",23,110,2,57,32,0,224,425
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 108","Fenelon Falls",8,93,1,27,24,0,153,326
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 109","Verulam",18,80,1,18,19,1,137,292
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 109-1","Kawartha Lakes",24,164,2,51,24,0,265,465
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 110","Verulam",25,191,2,45,42,0,305,575
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 111","Bobcaygeon",19,80,0,26,33,1,159,398
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 111-1","Kawartha Lakes",3,79,0,32,10,0,124,208
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 112","Bobcaygeon",23,98,1,27,29,1,179,457
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 113","Bobcaygeon",17,116,0,39,36,1,209,485
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 114","Bobcaygeon",18,198,1,107,14,0,338,611
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 115A","Bobcaygeon",18,46,0,34,10,0,108,313
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 115B","Bobcaygeon",11,81,0,42,13,1,148,296
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 116","Verulam",17,125,0,53,28,1,224,434
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 117","Verulam",12,136,2,47,27,0,224,480
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 118","Fenelon",11,108,3,44,36,1,203,373
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 119","Fenelon",10,136,2,60,39,3,250,463
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 120","Fenelon",27,207,3,46,70,0,353,551
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 121","Fenelon",21,123,1,50,39,0,234,441
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 122","Fenelon",25,168,3,51,54,0,301,545
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 123","Fenelon",21,132,1,50,34,0,238,462
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 124","Fenelon",26,146,2,38,39,0,251,505
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 125","Verulam",24,141,1,47,65,1,279,559
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 126","Verulam",19,125,1,30,43,0,218,336
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 127","Verulam",11,84,0,40,36,0,171,354
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 128","Verulam",11,177,3,58,22,1,272,363
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 129","Emily",16,138,0,43,46,0,243,467
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 130","Emily",15,74,5,28,26,2,150,294
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 130-1","Kawartha Lakes",13,89,1,20,45,0,168,350
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 131","Emily",28,124,0,65,29,2,248,547
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 132","Emily",15,155,2,33,45,0,250,463
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 133","Emily",18,96,0,35,24,1,174,348
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 134","Emily",12,81,0,19,17,0,129,216
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 134-1","Kawartha Lakes",8,111,3,43,23,1,189,388
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 135","Emily",11,65,0,23,23,0,122,185
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 136","Emily",23,159,4,50,55,0,291,478
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 137","Emily",42,148,1,42,64,1,298,532
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 138","Omemee",16,119,2,29,34,1,201,348
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 139","Omemee",18,108,0,48,46,2,222,433
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 139-1","Kawartha Lakes",7,36,0,9,18,0,70,143
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 140","Emily",31,118,1,49,29,1,229,445
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 141","Emily",26,172,10,60,50,0,318,567
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142","Ops",16,102,2,22,24,1,167,367
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142-1","Kawartha Lakes",11,81,2,20,12,0,126,246
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 143","Ops",28,182,3,42,47,0,302,577
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 144","Ops",13,93,4,35,20,0,165,295
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 145","Ops",9,153,3,45,44,0,254,553
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 146","Ops",11,130,0,29,22,0,192,397
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 147","Ops",22,165,3,49,25,0,264,497
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148","Ops",16,128,1,41,38,3,227,540
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148-1","Kawartha Lakes",12,55,0,12,8,0,87,222
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 149","Manvers",18,112,1,35,34,1,201,396
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 150","Manvers",26,115,1,34,56,2,234,424
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 151","Manvers",21,108,0,34,36,0,199,348
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 152","Manvers",38,140,1,52,33,0,264,459
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153","Manvers",12,87,0,36,35,0,170,329
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153-1","Kawartha Lakes",9,91,0,34,35,1,170,292
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 154","Manvers",22,183,1,55,36,0,297,538
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 155","Manvers",12,94,2,21,25,0,154,264
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 156","Manvers",16,143,2,38,66,0,265,483
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 157","Manvers",25,157,2,52,45,2,283,490
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 158","Manvers",17,81,2,33,33,2,168,317
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 159","Lindsay",13,99,0,37,24,0,173,350
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 160","Lindsay",23,143,1,89,27,1,284,522
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 161","Lindsay",15,109,1,37,36,1,199,394
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 162","Lindsay",10,125,3,68,23,0,229,435
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 163","Lindsay",14,100,1,46,19,0,180,421
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 164","Lindsay",16,63,2,40,35,0,156,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 165","Lindsay",18,45,0,40,32,1,136,358
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 166","Lindsay",13,79,2,75,16,0,185,313
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 167","Lindsay",11,116,3,50,34,0,214,372
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 168","Lindsay",21,97,1,42,36,0,197,367
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 169","Lindsay",26,142,1,94,25,0,288,478
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 170","Lindsay",14,123,3,55,24,0,219,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 171","Lindsay",11,124,4,50,33,1,223,390
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 172","Lindsay",15,154,4,64,24,0,261,485
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 173","Lindsay",12,119,2,57,43,0,233,520
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174","Lindsay",20,90,1,45,25,1,182,340
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174-1","Kawartha Lakes",12,77,2,37,44,1,173,375
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 175","Lindsay",12,90,0,13,42,1,158,331
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 176","Lindsay",18,79,0,31,33,0,161,339
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 177","Lindsay",16,62,2,21,41,0,142,299
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 178","Lindsay",13,75,0,31,12,1,132,246
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 179","Lindsay",25,91,0,29,61,0,206,481
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 180","Lindsay",19,153,3,54,38,1,268,504
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 181","Lindsay",12,97,4,51,60,1,225,428
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 182","Lindsay",11,71,4,27,44,0,157,327
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 183","Lindsay",26,71,5,54,29,0,185,382
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 184","Lindsay",7,33,1,12,24,0,77,264
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 185","Lindsay",14,34,1,16,27,0,92,246
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 186","Lindsay",15,66,4,23,47,1,156,365
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 187","Lindsay",17,99,5,42,35,2,200,396
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 188","Lindsay",23,91,0,31,38,1,184,390
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 189","Lindsay",22,136,2,74,31,1,266,489
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190","Lindsay",10,148,3,87,48,0,296,605
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190-1","Kawartha Lakes",18,112,3,31,24,1,189,353
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 191","Lindsay",Void/Supprimé,,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 192","Lindsay",30,91,2,27,24,1,175,295
