Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mike Butler,David Allan Hrushka,Mike Lake,Naomi Rankin,Indira Saroya,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 155-2A","Beaumont",27,8,144,0,17,2,198,392
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 155-2B","Beaumont",24,13,141,0,19,0,197,384
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 155-2C","Beaumont",23,19,170,0,12,0,224,409
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 156","Beaumont",44,25,184,1,27,1,282,515
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 157A","Beaumont",20,13,133,0,19,0,185,326
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 157B","Beaumont",22,7,126,0,12,0,167,339
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 158","Beaumont",36,17,185,0,36,0,274,461
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 159","Beaumont",52,20,199,3,30,1,305,525
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 160A","Beaumont",11,7,112,0,5,1,136,284
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 160B","Beaumont",18,8,136,1,12,0,175,311
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 161","Beaumont",31,17,190,0,20,0,258,492
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 162","Beaumont",Void/Supprimé,,,,,,,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 163","Beaumont",31,9,150,1,27,0,218,430
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 164A","Beaumont",20,10,141,3,10,0,184,334
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 164B","Beaumont",30,12,130,1,12,1,186,323
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 164-1","Beaumont",35,14,192,3,12,1,257,479
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 165","Beaumont",18,11,217,0,24,1,271,560
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 500","Mobile poll/Bureau itinérant",8,3,90,2,12,1,116,198
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 600","Edmonton",55,28,219,3,78,1,384,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 601","Edmonton",33,12,180,1,55,1,282,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 602","Edmonton",41,19,209,0,62,2,333,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 603","Edmonton",29,22,219,1,114,1,386,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 604","Edmonton",50,29,319,2,125,6,531,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 605","Edmonton",43,18,164,0,87,2,314,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 606","Edmonton",36,12,215,1,63,0,327,
48011,"Edmonton--Mill Woods--Beaumont/Edmonton--Mill Woods--Beaumont"," 607","Edmonton",15,15,135,3,59,0,227,
