Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jeremy Arney,Dale P. Leier,Andrew Lewis,Gary Lunn,Dan Moreau,Patricia O'Brien,Briony Penn,Julian West,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 23","Port Washington",0,2,13,14,0,0,48,0,0,77,131
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 24","Fulford Harbour",6,0,50,64,1,0,269,17,2,409,642
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 25","Fulford Harbour",8,0,50,52,0,0,301,7,1,419,626
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 26","Pender Island",1,1,34,65,0,1,128,7,0,237,405
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 27","Pender Island",0,1,53,96,0,0,144,10,0,304,550
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 28","Pender Island",0,1,46,90,0,1,117,8,0,263,458
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 29","Deep Cove",1,0,26,104,0,0,112,3,1,247,361
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 30","Deep Cove",1,2,20,161,0,1,89,3,1,278,447
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 31","Swartz Bay",0,0,32,122,0,1,111,5,0,271,426
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 32","Swartz Bay",0,0,32,157,2,1,133,5,2,332,508
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 33","Swartz Bay",0,0,16,97,1,2,97,0,0,213,328
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 34","Deep Cove",1,0,26,137,0,2,144,9,0,319,504
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 35","Deep Cove",0,1,38,140,0,1,152,7,0,339,499
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 36","Deep Cove",0,0,30,89,0,0,84,3,0,206,301
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 37","Swartz Bay",0,0,29,70,1,0,43,5,0,148,233
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 38","Swartz Bay",0,0,15,113,0,1,65,6,0,200,362
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 39","Ardmore",2,1,7,84,3,0,76,6,0,179,315
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 40","Sidney",1,1,37,142,0,0,101,3,0,285,433
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 41","Ardmore",0,0,34,175,0,1,116,8,0,334,494
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 42","Sidney",0,3,31,155,1,1,80,11,1,283,485
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 43","Ardmore",0,1,33,127,0,0,109,18,2,290,496
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 44","Sidney",0,0,13,131,0,1,59,4,0,208,306
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 45","Sidney",0,0,14,152,1,0,73,5,0,245,347
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 46","Sidney",0,1,14,143,0,2,66,4,0,230,328
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 47","Sidney",0,0,25,124,0,0,65,6,1,221,426
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 48","Saanichton",0,1,11,134,0,0,51,3,0,200,291
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 49","Saanichton",0,0,14,147,0,0,95,3,0,259,379
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 50","Saanichton",0,1,31,120,0,0,89,7,1,249,414
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 51","Saanichton",0,0,22,153,0,1,77,10,0,263,411
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 52","Sidney",0,1,24,118,1,1,79,6,0,230,390
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 53","Sidney",0,0,10,60,1,0,27,1,0,99,188
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 54","Sidney",0,1,19,107,0,1,57,7,0,192,322
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 55","Sidney",2,2,31,130,0,1,111,22,1,300,514
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 56","Sidney",0,0,29,140,1,1,65,12,1,249,439
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 57","Sidney",0,0,26,144,0,1,75,15,1,262,411
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 58","Sidney",0,1,38,151,3,1,85,8,0,287,471
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 59","Sidney",0,0,22,101,0,0,78,17,0,218,433
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 60","Sidney",1,2,46,93,0,0,78,18,0,238,404
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 61","Sidney",1,1,34,95,1,0,100,13,1,246,401
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 62","Sidney",0,0,27,110,2,1,31,7,0,178,302
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 63","Sidney",0,5,40,118,1,0,68,12,1,245,404
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 64","Sidney",1,0,36,157,1,3,75,9,0,282,422
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 65","Sidney",0,0,24,97,3,0,50,8,1,183,290
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 66","Sidney",0,2,15,113,1,2,63,14,0,210,314
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 67","Sidney",0,1,33,131,0,2,76,8,0,251,392
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 68","Sidney",0,0,21,190,0,2,114,23,1,351,560
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 69","Sidney",0,1,27,188,0,1,117,15,2,351,522
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 70","Sidney",0,0,28,114,1,0,72,26,0,241,412
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 71","Sidney",1,0,39,110,0,1,77,11,1,240,424
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 72","Sidney",0,0,29,122,0,1,64,14,0,230,394
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 73","Sidney",0,1,36,130,0,2,88,15,1,273,424
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 74","Sidney",1,1,11,144,0,0,48,18,1,224,321
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 75","Saanichton",0,0,21,151,0,0,119,8,0,299,464
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 76","Saanichton",0,0,43,146,1,0,62,19,0,271,430
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 77","Saanichton",0,0,22,73,0,1,75,17,1,189,336
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 77-1","Central Saanich",2,0,24,121,0,0,57,17,0,221,393
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 78","Saanichton",0,0,23,133,1,0,65,9,0,231,378
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 79","Saanichton",0,1,34,136,0,0,77,5,0,253,370
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 80","Saanichton",0,1,32,142,0,2,89,15,3,284,469
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 81","Saanichton",1,2,30,107,0,1,95,15,0,251,451
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 82","East Saanich 2",0,0,24,193,1,0,58,19,0,295,479
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 83","Saanichton",0,1,26,141,1,1,73,11,0,254,395
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 84","East Saanich 2",0,3,53,166,1,0,85,34,2,344,689
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 84-1","East Saanich 2",2,1,3,14,1,0,9,7,0,37,118
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 85","South Saanich 1",2,0,39,71,1,0,60,33,1,207,478
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 85-1","Capital G",0,1,8,12,0,1,51,7,0,80,248
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 86","Saanichton",0,0,48,131,1,0,96,13,0,289,472
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 87","Central Saanich",0,0,37,117,0,1,79,9,0,243,377
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 88","Central Saanich",0,0,37,128,0,1,69,15,0,250,438
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 89","Keating",0,0,22,97,0,1,54,13,0,187,282
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 90","Keating",0,2,30,117,0,2,69,6,0,226,367
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 91","Keating",0,0,12,119,0,0,59,12,0,202,310
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 92","Keating",0,1,34,133,1,0,88,39,2,298,482
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 93","East Saanich 2",0,0,29,117,0,1,66,15,1,229,396
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 94","Central Saanich",0,0,34,92,0,1,69,4,0,200,309
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 95","Brentwood Bay",0,0,28,116,0,1,98,16,0,259,420
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 96","Central Saanich",0,0,41,146,0,1,123,17,2,330,510
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 97","Central Saanich",0,0,29,95,1,1,106,7,0,239,344
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 98","Brentwood Bay",0,1,31,146,0,1,90,13,2,284,443
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 99","Brentwood Bay",0,3,37,126,2,2,99,20,0,289,459
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 100","Central Saanich",0,1,27,127,0,1,95,20,0,271,411
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 101","Keating",1,0,40,209,2,0,119,5,0,376,568
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 102","Keating",1,1,31,128,0,0,84,18,0,263,424
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 103","Keating",2,0,25,110,0,0,78,22,0,237,347
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 104","Keating",1,0,34,174,0,1,80,20,1,311,464
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 105","Keating",2,0,10,48,0,0,38,8,0,106,188
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 105-1","Central Saanich",0,1,25,138,1,1,85,12,1,264,388
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 106","Cordova Bay",2,1,7,76,1,0,41,7,0,135,206
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 107","Cordova Bay",0,2,14,210,0,0,118,9,0,353,528
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 108","Cordova Bay",1,0,31,133,0,0,106,11,0,282,470
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 109","Cordova Bay",0,0,29,151,0,0,161,10,0,351,506
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 110","Saanich",0,0,31,137,1,1,108,12,0,290,444
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 111","Cordova Bay",1,0,25,163,0,2,101,10,0,302,451
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 112","Saanich",0,1,23,145,0,0,139,18,0,326,455
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 113","Cordova Bay",2,0,22,105,1,0,99,7,0,236,365
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 114","Cordova Bay",0,0,28,134,0,1,73,8,0,244,383
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 115","Saanich",0,1,16,131,1,0,95,5,0,249,407
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 116","Saanich",0,0,24,140,0,1,113,6,0,284,432
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 117","Cordova Bay",0,0,23,140,1,1,122,8,1,296,481
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 118","Saanich",0,0,11,96,0,0,64,7,1,179,351
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 119","Saanich",0,1,14,149,0,0,114,12,1,291,518
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 120","Cordova Bay",1,0,11,190,0,1,88,3,0,294,451
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 121","Cordova Bay",1,1,23,157,0,1,122,18,2,325,517
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 122","Saanich",0,1,1,111,0,1,86,8,0,208,373
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 123","Saanich",0,2,13,191,0,2,116,9,0,333,472
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 124","Saanich",0,0,19,48,0,0,50,24,0,141,224
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 125","Saanich",0,0,10,137,0,0,59,6,0,212,368
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 126","Saanich",0,1,11,104,0,0,93,4,0,213,317
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 127","Saanich",0,0,14,118,1,0,108,7,0,248,417
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 128","Saanich",0,0,5,91,0,1,47,6,0,150,237
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 129","Lake Hill",0,0,19,172,0,0,93,9,0,293,450
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 130","Saanich",1,2,17,137,2,3,96,16,0,274,459
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 131","Saanich",0,1,10,151,1,1,113,8,1,286,494
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 132","Saanich",1,1,34,169,0,1,109,26,2,343,553
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 133","Saanich",0,0,30,97,4,0,91,7,1,230,399
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 134","Gordon Head",1,0,19,96,0,0,127,21,0,264,425
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 135","Saanich",0,1,19,111,0,1,66,51,1,250,470
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 136","Saanich",1,1,38,144,0,0,117,15,0,316,522
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 136-1","Saanich",0,1,12,59,0,1,36,4,0,113,203
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 137","Saanich",1,0,22,113,2,1,80,26,0,245,365
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 138","Saanich",0,5,39,98,1,1,78,20,0,242,385
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 139","Saanich",0,3,30,100,0,1,107,16,0,257,361
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 140","Lake Hill",0,0,23,97,1,1,69,15,0,206,367
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 140-1","Saanich",0,2,13,76,0,2,71,16,1,181,361
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 141","Saanich",0,0,24,95,0,0,60,19,0,198,361
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 142","Saanich",0,0,23,58,0,1,45,11,0,138,286
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 143","Lake Hill",1,3,38,112,0,1,122,30,0,307,525
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 144","Saanich",0,2,24,94,0,1,110,8,0,239,367
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 145","Saanich",5,0,23,85,0,1,110,21,0,245,374
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 146","Saanich",0,5,28,122,0,0,136,18,4,313,519
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 147","Gordon Head",0,1,22,119,1,1,77,10,2,233,360
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 148","Gordon Head",1,3,26,104,0,1,79,35,0,249,407
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 149","Saanich",0,0,27,94,0,0,113,15,0,249,408
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 150","Saanich",0,0,24,81,2,0,111,18,1,237,399
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 151","Saanich",0,1,26,102,1,1,110,8,0,249,375
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 152","Gordon Head",0,0,20,120,0,0,96,6,2,244,381
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 153","Saanich",1,4,35,83,2,6,119,33,1,284,504
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 154","Saanich",1,1,25,85,3,3,99,29,0,246,406
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 155","Saanich",1,4,60,95,0,1,127,47,1,336,668
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 156","Saanich",1,2,32,82,0,1,67,18,0,203,345
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 157","Saanich",0,1,31,100,1,2,135,16,0,286,473
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 158","Saanich",0,2,41,112,1,0,135,22,0,313,490
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 159","Lake Hill",1,0,43,108,0,1,147,20,1,321,478
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 160","Saanich",0,1,28,153,0,1,139,10,2,334,504
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 161","Saanich",2,2,23,131,1,1,108,16,0,284,472
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 162A","Saanich",0,1,16,60,0,1,58,4,0,140,232
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 162B","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,,,104
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 163","Saanich",0,0,13,105,0,0,127,14,1,260,406
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 164","Saanich",0,4,27,103,2,3,117,20,0,276,442
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 165","Saanich",0,1,12,78,0,1,96,31,1,220,409
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 166","Saanich",0,1,39,133,0,2,143,30,0,348,538
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 167","Saanich",0,0,20,94,0,0,119,17,1,251,406
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 168","Saanich",0,2,38,105,0,2,149,42,2,340,536
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 169","Saanich",2,2,35,64,0,2,110,18,1,234,403
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 170","Saanich",0,0,29,68,0,0,102,34,0,233,403
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 171","Saanich",1,0,37,84,0,0,99,17,0,238,421
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 172","Saanich",2,0,22,53,0,1,102,46,1,227,477
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 173","Saanich",0,3,32,49,1,0,73,30,1,189,383
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 174","Lake Hill",0,2,24,73,0,0,115,25,0,239,440
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 175","Saanich",0,3,22,91,1,0,105,26,0,248,414
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 176","Saanich",1,1,31,102,1,0,135,9,0,280,393
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 177","Saanich",2,1,29,102,0,1,139,12,1,287,420
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 178","Saanich",0,0,34,95,0,2,130,22,0,283,422
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 179","Saanich",0,0,25,105,0,1,79,23,0,233,381
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 180","Saanich",0,1,16,64,0,0,60,21,2,164,273
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 181","Gordon Head",2,4,34,59,0,0,84,28,0,211,378
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 182","Saanich",1,3,19,86,0,6,61,14,2,192,265
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 183","Saanich",0,2,21,58,0,1,57,11,0,150,281
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 184","Saanich",0,0,23,96,1,0,116,15,1,252,405
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 185","Saanich",0,2,16,66,0,0,71,17,4,176,317
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 186","Saanich",1,2,19,30,0,1,76,12,0,141,302
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 187","Saanich",0,3,17,50,0,1,69,20,0,160,274
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 188","Gordon Head",0,1,21,82,0,0,97,21,1,223,423
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 189","Saanich",1,2,15,67,0,0,101,14,0,200,359
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 190","Saanich",1,3,22,71,0,0,98,7,0,202,330
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 191","Saanich",0,0,8,94,0,0,107,9,0,218,358
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 192","Saanich",1,5,17,144,3,1,111,20,3,305,480
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 193","Gordon Head",0,1,20,111,0,0,103,10,1,246,403
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 194","Gordon Head",0,1,21,84,0,1,101,3,1,212,324
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 195","Gordon Head",0,2,36,107,0,0,123,25,4,297,513
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 196","Saanich",1,0,24,127,0,1,107,23,0,283,449
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 197","Saanich",0,3,19,83,0,0,113,7,0,225,387
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 198","Gordon Head",0,1,16,69,0,3,88,2,1,180,314
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 199","Saanich",0,1,15,121,0,0,114,13,0,264,404
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 200","Gordon Head",0,1,14,105,0,1,141,16,0,278,462
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 201","Saanich",0,6,30,119,0,2,128,11,0,296,445
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 202","Saanich",0,2,36,61,0,0,72,43,0,214,414
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 203","Saanich",1,1,23,48,1,1,73,28,0,176,342
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 204","Saanich",1,0,19,21,0,0,28,18,1,88,178
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 205","Saanich",0,0,35,46,1,0,58,38,4,182,306
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 206","Lake Hill",0,2,18,58,0,0,78,25,2,183,314
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 207","Lake Hill",2,1,45,61,0,3,80,41,1,234,454
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 208","Saanich",0,1,25,64,0,0,117,15,1,223,374
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 209","Saanich",0,1,36,81,3,0,159,13,0,293,448
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 210","Saanich",0,0,39,47,0,1,80,24,0,191,310
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 211","Lake Hill",0,0,23,110,0,0,129,21,1,284,452
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 212","Saanich",0,1,30,79,2,1,104,34,1,252,390
59024,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 213","Saanich",2,5,14,116,0,2,132,18,0,289,423
