Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Blair,Russ Hiebert,Judy Higginbotham,Brian Marlatt,Peter Prontzos,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 167","White Rock",16,77,29,1,20,0,143,311
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 168A","White Rock",12,77,32,0,18,0,139,261
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 168B","White Rock",7,61,27,0,22,0,117,239
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 169","White Rock",19,144,59,2,20,1,245,421
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 170","White Rock",24,107,51,1,35,1,219,434
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 171","White Rock",19,70,50,1,27,0,167,325
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 172","White Rock",27,82,26,0,24,1,160,346
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 173","White Rock",25,93,57,0,21,0,196,447
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 174","White Rock",18,83,52,4,30,0,187,386
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 175","White Rock",21,105,77,1,27,0,231,460
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 176","White Rock",22,93,46,1,22,2,186,431
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 177","White Rock",17,100,43,0,34,0,194,346
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 178","White Rock",18,87,60,1,28,0,194,437
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 179","White Rock",21,98,57,1,33,0,210,387
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 180","White Rock",20,91,44,0,18,0,173,336
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 181","White Rock",24,102,49,0,17,1,193,342
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 182","White Rock",51,104,69,1,36,0,261,445
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 183","White Rock",33,90,72,1,41,0,237,417
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 184","White Rock",29,81,45,3,37,0,195,353
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 185","White Rock",25,109,58,3,33,1,229,375
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 186","White Rock",21,88,36,2,26,1,174,322
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 187A","White Rock",17,77,43,1,19,0,157,270
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 187B","White Rock",20,67,53,0,22,0,162,293
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 188","White Rock",31,80,50,3,22,0,186,338
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 189","White Rock",36,110,69,1,20,0,236,468
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 190","White Rock",17,106,61,1,37,1,223,338
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 191","White Rock",19,79,53,1,27,1,180,312
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 192","White Rock",30,86,67,2,33,1,219,412
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 193","White Rock",17,95,50,1,47,0,210,386
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 194","White Rock",36,98,58,1,46,0,239,437
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 500","Mobile poll/Bureau itinérant",8,71,27,2,14,2,124,175
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 501","Mobile poll/Bureau itinérant",4,83,26,1,13,0,127,169
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 502","Mobile poll/Bureau itinérant",5,60,24,1,17,0,107,168
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 503","Mobile poll/Bureau itinérant",9,49,32,2,22,0,114,172
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 504","Mobile poll/Bureau itinérant",10,27,20,3,19,1,80,100
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 505","Mobile poll/Bureau itinérant",5,129,22,4,32,4,196,245
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 506","Mobile poll/Bureau itinérant",4,62,23,1,10,0,100,137
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 507","Mobile poll/Bureau itinérant",6,50,27,5,11,1,100,105
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 600","Cloverdale",22,227,56,1,55,0,361,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 601","Cloverdale",21,265,44,3,67,2,402,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 602","Cloverdale",18,174,49,1,40,0,282,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 603","Surrey",33,354,127,0,43,0,557,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 604","Surrey",25,252,84,2,55,2,420,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 605","Surrey",42,337,109,2,41,1,532,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 606","White Rock",30,370,141,1,48,19,609,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 607","White Rock",32,205,60,2,18,0,317,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 608","White Rock",22,227,79,2,55,2,387,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 609","White Rock",49,363,156,1,94,0,663,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 610","White Rock",58,313,152,1,86,3,613,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",,Group 1/Groupe 1,5,23,17,1,21,6,73,109
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",,Group 2/Groupe 2,134,744,214,5,109,8,1214,

