Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Salma Ataullahjan,Navdeep Bains,Karan Pandher,Tim Sullivan,Grace Yogaretnam,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 37","Mississauga",85,114,22,2,13,2,238,568
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 38","Mississauga",79,87,34,1,22,2,225,531
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 39","Mississauga",61,99,18,4,15,0,197,416
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 40","Mississauga",62,59,12,1,19,0,153,299
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 41","Mississauga",69,107,25,1,13,1,216,478
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 42","Mississauga",45,84,19,2,8,0,158,343
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 43A","Mississauga",8,13,4,4,2,3,34,110
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 43B","Mississauga",52,52,10,2,6,2,124,243
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 44","Mississauga",91,106,16,3,21,3,240,295
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 45","Mississauga",41,55,8,3,15,2,124,305
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 46","Mississauga",98,84,26,4,14,1,227,572
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 47","Mississauga",64,93,33,5,12,3,210,439
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 48","Mississauga",53,81,23,0,19,2,178,348
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 49","Mississauga",96,138,29,2,19,6,290,526
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 50","Mississauga",74,71,29,6,10,3,193,397
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 51","Mississauga",87,87,18,3,21,1,217,472
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 52","Mississauga",40,54,10,2,6,1,113,270
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 53","Mississauga",60,60,27,1,14,1,163,409
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 54","Mississauga",77,118,26,1,12,2,236,460
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 55","Mississauga",64,87,20,1,15,2,189,379
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 55-1","Mississauga",15,18,8,2,4,2,49,143
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 56","Mississauga",69,80,30,6,13,2,200,440
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 57","Mississauga",90,102,39,2,14,0,247,527
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 58","Mississauga",80,145,30,4,23,3,285,456
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 59","Mississauga",46,66,21,2,8,1,144,376
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 60","Mississauga",45,98,30,5,5,2,185,402
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 61","Mississauga",91,117,30,4,13,3,258,506
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 62","Mississauga",76,100,19,3,11,9,218,399
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 63","Mississauga",55,66,30,0,13,2,166,344
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 64","Mississauga",68,68,35,2,13,2,188,438
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 65","Mississauga",55,56,51,6,17,1,186,385
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 66","Mississauga",13,54,15,0,8,0,90,222
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 67","Mississauga",46,31,21,2,2,2,104,239
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 68","Mississauga",60,49,13,1,21,3,147,323
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 69","Mississauga",86,88,39,4,16,3,236,466
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 70","Mississauga",65,61,37,2,7,2,174,414
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 71","Mississauga",93,121,34,3,17,0,268,523
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 72","Mississauga",93,79,31,1,17,1,222,572
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 73","Mississauga",30,48,8,0,4,0,90,378
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 74","Mississauga",43,78,24,1,6,5,157,377
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 75","Mississauga",50,77,31,2,4,2,166,404
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 76","Mississauga",73,122,36,3,19,1,254,502
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 77","Mississauga",65,69,17,0,12,0,163,386
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 78","Mississauga",87,79,30,2,19,0,217,453
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 79","Mississauga",75,102,13,1,24,3,218,469
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 80","Mississauga",57,67,8,2,5,6,145,285
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 81","Mississauga",55,75,8,1,11,1,151,321
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 82","Mississauga",45,79,10,2,11,1,148,316
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 83","Mississauga",29,89,20,0,20,0,158,366
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 84","Mississauga",57,87,39,2,11,2,198,505
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 84-1","Mississauga",35,64,20,3,8,3,133,309
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85A","Mississauga",23,58,22,0,6,0,109,269
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85B","Mississauga",40,76,21,2,6,0,145,342
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85C","Mississauga",55,75,18,3,6,0,157,381
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 86","Mississauga",7,17,3,0,0,1,28,69
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 87","Mississauga",59,69,19,1,10,0,158,530
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 88","Mississauga",12,12,2,1,4,0,31,84
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89","Mississauga",64,49,24,2,12,2,153,361
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 90","Mississauga",57,46,31,1,8,0,143,381
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 91","Mississauga",31,31,27,0,18,1,108,286
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 92A","Mississauga",40,72,19,4,17,0,152,269
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 92B","Mississauga",40,65,15,0,16,3,139,360
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 93","Mississauga",48,71,13,0,10,1,143,282
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94","Mississauga",80,91,35,0,17,0,223,523
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 95","Mississauga",76,95,35,1,13,2,222,525
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 96","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 97","Mississauga",44,51,12,0,12,3,122,286
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98A","Mississauga",35,65,20,1,5,0,126,292
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98B","Mississauga",45,81,17,0,4,1,148,356
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 99","Mississauga",0,0,0,0,0,0,0,2
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 100","Mississauga",37,97,17,1,5,0,157,407
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 101","Mississauga",57,112,29,2,9,0,209,492
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 102","Mississauga",33,63,11,2,11,0,120,233
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 103","Mississauga",62,82,19,1,7,0,171,384
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 104","Mississauga",41,65,16,1,9,1,133,333
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 105","Mississauga",60,130,20,0,9,0,219,411
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 106","Mississauga",49,75,18,5,3,0,150,352
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 107","Mississauga",62,160,34,1,12,1,270,518
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 108","Mississauga",67,140,25,1,7,0,240,522
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 109","Mississauga",79,110,32,2,12,2,237,587
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 110","Mississauga",33,75,16,1,8,2,135,388
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 111","Mississauga",44,117,19,2,7,2,191,477
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 112","Mississauga",41,80,23,2,9,1,156,381
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 113","Mississauga",28,22,6,0,1,0,57,195
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 114","Mississauga",13,20,15,0,8,0,56,141
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 115","Mississauga",66,71,27,0,12,3,179,452
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 116","Mississauga",49,65,16,2,9,1,142,392
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 117","Mississauga",150,107,22,0,23,0,302,589
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 118","Mississauga",86,58,9,0,13,0,166,349
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 119","Mississauga",66,70,22,1,6,2,167,359
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 120","Mississauga",69,77,11,0,10,2,169,373
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 121","Mississauga",84,79,8,2,7,2,182,327
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 122","Mississauga",52,73,19,0,12,1,157,403
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 123","Mississauga",69,82,14,1,11,0,177,376
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 124","Mississauga",57,137,40,0,14,0,248,585
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 125","Mississauga",101,125,21,4,33,2,286,560
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 126","Mississauga",86,91,11,0,31,0,219,399
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 127","Mississauga",86,99,22,0,20,3,230,466
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 128","Mississauga",65,58,20,2,9,0,154,346
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 129","Mississauga",82,87,16,0,8,1,194,389
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 130","Mississauga",69,54,35,1,16,1,176,342
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 131","Mississauga",20,42,7,1,2,0,72,447
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 132","Mississauga",95,94,26,0,18,1,234,473
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 133","Mississauga",62,90,12,0,12,0,176,350
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 134","Mississauga",114,82,34,2,38,1,271,567
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 135","Mississauga",70,55,13,0,10,0,148,286
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 136","Mississauga",111,103,37,7,36,0,294,558
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 137","Mississauga",62,79,30,0,10,0,181,415
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 138","Mississauga",61,79,24,2,10,0,176,378
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 139","Mississauga",84,109,27,3,6,0,229,591
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 140","Mississauga",56,94,19,1,9,7,186,473
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 141","Mississauga",55,109,23,1,11,3,202,545
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 142","Mississauga",61,88,21,2,4,1,177,477
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 143","Mississauga",37,69,21,0,6,2,135,288
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 144","Mississauga",27,86,13,2,6,0,134,341
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 145","Mississauga",38,66,19,2,9,1,135,327
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 146","Mississauga",53,43,8,0,8,1,113,363
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 147","Mississauga",59,98,17,4,6,1,185,438
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 148","Mississauga",44,48,15,0,4,1,112,372
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 149","Mississauga",40,57,18,2,10,2,129,400
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 150A","Mississauga",41,46,13,1,9,0,110,297
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 150B","Mississauga",21,48,12,1,6,2,90,332
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 151","Mississauga",46,76,18,4,10,0,154,380
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 152","Mississauga",20,67,17,2,12,0,118,279
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 153","Mississauga",65,82,23,2,4,1,177,488
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 154","Mississauga",28,50,11,1,12,2,104,322
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155","Mississauga",38,74,23,1,7,1,144,385
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 156","Mississauga",23,78,19,3,14,1,138,392
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 157","Mississauga",58,70,23,0,3,0,154,350
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 158","Mississauga",37,60,18,0,4,2,121,315
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 159","Mississauga",66,132,22,1,18,1,240,529
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 160","Mississauga",51,123,28,0,15,0,217,606
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 161","Mississauga",55,65,23,2,6,0,151,470
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 162","Mississauga",43,67,10,0,8,1,129,341
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 163","Mississauga",46,61,18,1,10,0,136,330
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 164","Mississauga",72,99,21,2,14,0,208,518
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 165","Mississauga",65,61,25,1,12,0,164,443
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 166","Mississauga",37,42,12,1,8,0,100,230
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 167","Mississauga",39,77,19,1,9,0,145,449
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 168","Mississauga",70,105,34,0,11,0,220,605
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 169","Mississauga",76,113,31,3,14,4,241,545
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 170","Mississauga",43,48,10,1,13,2,117,267
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 171","Mississauga",57,100,23,2,9,0,191,451
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 172","Mississauga",62,88,23,1,11,1,186,461
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 173","Mississauga",63,106,23,0,7,1,200,489
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 174","Mississauga",60,65,13,2,8,1,149,395
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 175","Mississauga",55,60,18,0,11,0,144,305
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 176","Mississauga",34,57,11,0,7,0,109,251
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 177","Mississauga",37,79,8,0,9,5,138,356
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 178","Mississauga",23,79,10,1,5,3,121,284
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 179","Mississauga",70,98,56,6,15,4,249,513
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 180","Mississauga",50,72,29,2,11,5,169,410
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 181","Mississauga",52,110,38,1,18,1,220,451
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 182","Mississauga",50,86,20,1,15,0,172,413
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 183","Mississauga",51,97,18,0,14,1,181,571
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 184","Mississauga",56,88,27,1,12,2,186,535
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 185","Mississauga",68,89,17,0,18,1,193,470
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 186","Mississauga",86,100,37,3,21,1,248,532
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 187","Mississauga",76,83,18,1,10,1,189,427
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 188","Mississauga",31,40,9,2,6,0,88,215
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 189","Mississauga",58,77,27,0,14,7,183,407
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 190","Mississauga",58,56,13,1,9,1,138,385
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 191","Mississauga",80,107,24,3,11,3,228,517
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 192","Mississauga",68,112,18,2,13,2,215,490
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 193","Mississauga",29,51,22,1,4,0,107,306
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 194","Mississauga",13,34,12,1,1,2,63,176
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 195A","Mississauga",35,28,10,0,8,2,83,236
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 195B","Mississauga",34,46,22,1,9,4,116,349
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 196","Mississauga",59,52,13,1,11,3,139,386
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 197","Mississauga",47,69,15,2,14,0,147,352
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 198","Mississauga",56,61,14,2,13,1,147,346
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 199","Mississauga",30,53,13,1,5,0,102,201
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 200","Mississauga",55,108,26,2,17,2,210,391
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 201","Mississauga",23,10,17,0,2,0,52,113
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 202","Mississauga",51,103,17,3,10,0,184,412
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 203","Mississauga",76,102,30,1,30,3,242,468
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 204","Mississauga",41,72,15,2,16,0,146,373
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 205","Mississauga",40,63,26,1,6,2,138,281
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 206","Mississauga",45,93,19,2,13,2,174,363
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 207","Mississauga",23,44,5,0,1,2,75,174
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 208","Mississauga",26,45,7,0,3,0,81,213
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 209","Mississauga",60,89,11,3,9,3,175,379
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 210A","Mississauga",19,60,10,1,2,0,92,202
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 210B","Mississauga",28,62,7,1,3,0,101,254
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 210C","Mississauga",25,80,12,3,7,1,128,269
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 211","Mississauga",51,80,23,1,9,3,167,486
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 400","Brampton",50,70,19,1,6,1,147,374
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 401","Brampton",54,72,19,1,10,1,157,257
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 402","Mississauga",114,111,31,2,17,0,275,498
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 403","Mississauga",76,109,24,1,8,0,218,477
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 404","Mississauga",87,136,14,1,7,1,246,562
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 405","Mississauga",123,137,40,2,23,5,330,572
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 406","Mississauga",57,71,27,4,16,0,175,340
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 407","Mississauga",24,39,23,3,3,0,92,173
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 408","Mississauga",61,80,24,1,14,0,180,407
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 409","Mississauga",42,73,23,1,6,1,146,278
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 410","Mississauga",65,81,22,2,8,0,178,420
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 411","Mississauga",9,13,7,5,1,3,38,83
