Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rick Barsky,Kelly Block,Roy Bluehorn,Marcel Leon Bourassa,Amber Jones,Kevin Stricker,Nettie Wiebe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 28","Vade",0,122,4,0,8,0,43,1,178,316
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 29","Delisle",1,84,9,0,6,0,59,0,159,289
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 30","Delisle",1,153,10,1,9,2,67,1,244,468
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 31","Vanscoy",1,164,9,1,20,1,97,0,293,504
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 31-1","Vanscoy No. 345",1,50,3,0,7,0,58,0,119,169
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 32","Pike Lake",2,86,1,1,5,0,41,0,136,204
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 33","Cedar Villa Estates",0,181,11,1,14,0,76,2,285,447
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 34","Harris",0,113,1,1,2,0,105,1,223,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 35","Donovan",1,81,4,0,4,1,20,1,112,240
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 36","Pike Lake",7,177,8,0,13,0,112,0,317,453
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 37","Saskatoon",1,149,18,0,14,0,111,1,294,687
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 38","Saskatoon",1,97,10,0,14,1,135,2,260,517
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 39","Saskatoon",2,72,10,0,9,0,112,0,205,450
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 40","Saskatoon",0,68,9,1,4,0,79,0,161,353
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 41","Saskatoon",2,45,2,0,6,0,62,2,119,269
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 42","Saskatoon",0,65,11,1,5,0,54,1,137,258
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 43","Saskatoon",1,73,7,0,10,0,115,0,206,448
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 44","Saskatoon",0,47,4,0,9,0,71,0,131,294
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 45","Saskatoon",0,55,13,1,9,0,73,0,151,488
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 46","Saskatoon",0,66,3,0,4,0,84,0,157,349
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 47","Saskatoon",0,60,8,0,5,0,82,0,155,326
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 48","Saskatoon",0,42,9,0,5,0,64,1,121,326
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 49","Saskatoon",1,58,1,1,3,0,73,0,137,263
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 50","Saskatoon",1,64,6,1,7,0,79,0,158,296
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 51","Saskatoon",0,61,9,1,6,0,73,0,150,260
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 52","Saskatoon",2,35,6,2,5,0,55,2,107,306
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 53","Saskatoon",1,66,3,2,7,1,73,0,153,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 54","Saskatoon",0,32,2,2,12,0,54,0,102,255
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 55","Saskatoon",0,59,7,0,10,0,104,0,180,364
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 56","Saskatoon",0,115,1,0,9,0,90,0,215,393
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 57","Saskatoon",1,94,15,2,8,2,94,1,217,392
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 58","Saskatoon",0,35,8,0,9,0,55,1,108,274
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 59","Saskatoon",1,49,2,0,10,1,48,1,112,228
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 60","Saskatoon",2,51,7,0,5,1,63,0,129,268
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 61","Saskatoon",1,47,5,0,7,0,60,0,120,225
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 62","Saskatoon",2,49,9,0,10,0,76,2,148,430
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 63","Saskatoon",0,33,2,0,5,0,61,0,101,257
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 64","Saskatoon",1,55,5,0,7,0,74,1,143,298
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 65","Saskatoon",2,58,6,2,8,3,83,1,163,412
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 66","Saskatoon",2,62,4,0,3,0,45,1,117,213
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 67","Saskatoon",0,79,12,1,5,0,57,1,155,254
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 68","Saskatoon",0,65,4,1,9,0,81,0,160,281
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 69","Saskatoon",0,36,8,0,7,0,80,0,131,304
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 70","Saskatoon",0,54,6,1,9,1,92,0,163,361
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 71","Saskatoon",0,54,5,1,9,0,79,0,148,330
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 72","Saskatoon",0,81,9,0,5,0,112,0,207,421
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 73","Saskatoon",2,59,10,0,2,0,73,3,149,286
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 74","Saskatoon",1,92,6,1,14,0,89,0,203,388
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 75","Saskatoon",1,60,4,0,8,1,95,0,169,376
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 76","Saskatoon",2,35,11,0,9,0,110,2,169,348
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 77","Saskatoon",1,62,8,1,12,3,98,0,185,362
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 78","Saskatoon",0,57,6,0,11,0,111,0,185,351
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 79","Saskatoon",0,62,12,0,19,0,124,0,217,411
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 80","Saskatoon",Void/Supprimé,,,,,,,,,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 81","Saskatoon",1,63,2,1,6,0,99,1,173,332
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 82","Saskatoon",3,115,4,3,7,1,130,0,263,443
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 83","Saskatoon",0,48,7,2,6,0,100,0,163,318
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 84","Saskatoon",1,46,9,0,17,0,97,1,171,260
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 85","Saskatoon",0,47,10,1,8,0,88,0,154,303
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 86","Saskatoon",1,39,6,2,14,0,104,2,168,331
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 87","Saskatoon",1,64,8,0,8,0,67,2,150,272
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 88","Saskatoon",4,88,17,1,14,0,115,0,239,461
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 89","Saskatoon",1,28,2,2,4,1,40,0,78,200
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 90","Saskatoon",1,37,12,0,7,0,77,0,134,360
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 91","Saskatoon",0,41,11,1,7,0,69,0,129,402
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 92","Saskatoon",0,44,11,0,9,0,81,1,146,366
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 93","Saskatoon",0,36,8,0,8,0,97,1,150,297
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 94","Saskatoon",1,47,11,2,17,2,117,0,197,451
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 95","Saskatoon",0,142,12,2,8,0,124,0,288,594
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 96","Saskatoon",1,115,11,1,8,1,95,0,232,476
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 97","Saskatoon",0,124,8,0,8,0,113,0,253,496
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 98","Saskatoon",1,101,5,0,5,1,79,0,192,403
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 99","Saskatoon",1,65,2,0,9,0,57,0,134,309
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 100","Saskatoon",0,65,7,1,6,0,63,1,143,279
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 101","Saskatoon",4,98,14,4,9,0,116,1,246,477
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 102","Saskatoon",0,90,17,0,6,2,101,2,218,501
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 103","Saskatoon",2,44,9,3,1,1,73,0,133,328
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 104","Saskatoon",1,86,7,0,4,0,81,0,179,353
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 105","Saskatoon",2,115,8,2,5,1,104,0,237,484
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 106","Saskatoon",1,90,14,2,14,2,90,0,213,598
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 107","Saskatoon",2,92,10,1,7,1,113,0,226,479
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 108","Saskatoon",1,53,7,1,3,1,57,0,123,347
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 109","Saskatoon",2,107,19,0,6,0,102,1,237,564
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 110","Saskatoon",2,127,12,0,11,0,91,1,244,417
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 111","Saskatoon",1,127,9,0,13,1,101,0,252,408
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 112","Saskatoon",1,123,12,0,8,2,72,0,218,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 113","Saskatoon",0,128,6,2,14,0,103,2,255,460
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 114","Saskatoon",1,106,14,0,13,3,91,0,228,369
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 115","Saskatoon",1,73,9,1,7,1,64,0,156,279
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 116","Saskatoon",0,41,4,0,4,0,68,0,117,343
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 117","Saskatoon",0,26,5,1,4,0,60,1,97,336
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 118","Saskatoon",1,26,6,1,7,0,70,0,111,394
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 119","Saskatoon",0,29,6,1,7,0,66,0,109,289
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 120","Saskatoon",0,69,4,0,7,0,84,0,164,340
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 121","Saskatoon",1,91,10,0,4,1,56,0,163,372
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 122","Saskatoon",0,50,6,1,4,0,75,1,137,333
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 123","Saskatoon",0,22,9,1,5,2,58,0,97,314
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 124","Saskatoon",3,30,11,0,3,0,80,1,128,396
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 125","Saskatoon",0,31,15,0,4,1,59,2,112,363
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 126","Saskatoon",1,50,8,0,20,0,108,1,188,480
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 127","Saskatoon",0,40,10,3,11,0,81,0,145,372
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 128","Saskatoon",0,24,10,2,13,2,81,1,133,299
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 129","Saskatoon",3,77,8,3,10,3,102,1,207,363
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 130","Saskatoon",1,37,2,0,2,0,67,0,109,235
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 131","Saskatoon",0,23,6,1,3,0,50,0,83,245
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 132","Saskatoon",1,45,13,0,5,2,80,0,146,437
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 133","Saskatoon",1,53,3,1,14,1,103,0,176,423
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 134","Saskatoon",3,41,7,0,11,2,124,1,189,415
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 135","Saskatoon",1,43,8,4,14,0,94,0,164,347
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 136","Saskatoon",1,57,9,2,13,1,100,2,185,397
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 137","Saskatoon",0,47,6,1,12,0,85,0,151,320
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 138","Saskatoon",0,61,16,2,8,1,104,0,192,443
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 500","Mobile poll/Bureau itinérant",1,45,10,2,2,1,30,0,91,174
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 501","Mobile poll/Bureau itinérant",1,120,14,1,2,3,106,2,249,361
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 502","Mobile poll/Bureau itinérant",1,22,7,0,2,0,43,2,77,180
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 600","Biggar",1,175,9,0,6,0,114,0,305,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 601","Rosetown",1,265,7,2,8,0,89,0,372,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 602","Delisle",4,152,6,0,6,2,68,0,238,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 603","Confederation Park",0,237,17,1,9,1,211,0,476,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 604","Saskatoon",2,219,13,4,25,2,269,1,535,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 605","Saskatoon",3,274,19,0,12,0,173,0,481,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 606","Saskatoon",1,122,17,3,15,1,164,0,323,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar",,Group 1/Groupe 1,2,35,62,3,17,1,107,14,241,291
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar",,Group 2/Groupe 2,4,117,7,1,10,1,141,5,286,

