Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Christopherson,Anthony Giles,John Livingstone,Lisa Nussey,Leon O'Connor,Ryan Sparrow,Helen M. Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35031,"Hamilton Centre/Hamilton-Centre"," 91","Hamilton ",64,2,32,1,41,0,24,3,167,336
35031,"Hamilton Centre/Hamilton-Centre"," 92","Hamilton ",109,1,23,0,41,0,23,0,197,424
35031,"Hamilton Centre/Hamilton-Centre"," 93","Hamilton ",96,4,48,0,13,0,42,1,204,373
35031,"Hamilton Centre/Hamilton-Centre"," 94","Hamilton ",92,1,19,1,46,1,46,1,207,366
35031,"Hamilton Centre/Hamilton-Centre"," 95","Hamilton ",44,2,1,0,9,1,19,0,76,299
35031,"Hamilton Centre/Hamilton-Centre"," 96","Hamilton ",62,2,16,0,22,0,23,9,134,439
35031,"Hamilton Centre/Hamilton-Centre"," 97","Hamilton ",76,1,17,1,24,1,35,1,156,417
35031,"Hamilton Centre/Hamilton-Centre"," 98","Hamilton ",55,1,7,0,34,0,40,1,138,370
35031,"Hamilton Centre/Hamilton-Centre"," 99","Hamilton ",78,3,27,0,28,0,32,1,169,491
35031,"Hamilton Centre/Hamilton-Centre"," 100","Hamilton ",47,4,10,2,25,0,24,1,113,323
35031,"Hamilton Centre/Hamilton-Centre"," 101","Hamilton ",112,4,22,1,59,0,63,0,261,545
35031,"Hamilton Centre/Hamilton-Centre"," 102","Hamilton ",67,2,16,2,37,0,36,0,160,310
35031,"Hamilton Centre/Hamilton-Centre"," 103","Hamilton ",99,4,15,0,36,0,22,2,178,362
35031,"Hamilton Centre/Hamilton-Centre"," 104","Hamilton ",143,4,18,2,24,1,38,4,234,490
35031,"Hamilton Centre/Hamilton-Centre"," 105","Hamilton ",51,1,10,0,28,0,26,0,116,256
35031,"Hamilton Centre/Hamilton-Centre"," 106","Hamilton ",77,0,11,1,16,1,23,0,129,373
35031,"Hamilton Centre/Hamilton-Centre"," 107","Hamilton ",83,3,14,0,44,0,36,1,181,394
35031,"Hamilton Centre/Hamilton-Centre"," 108","Hamilton ",72,1,21,2,22,1,30,0,149,337
35031,"Hamilton Centre/Hamilton-Centre"," 109","Hamilton ",92,1,14,0,53,0,49,0,209,533
35031,"Hamilton Centre/Hamilton-Centre"," 110","Hamilton ",78,6,18,0,47,1,26,0,176,398
35031,"Hamilton Centre/Hamilton-Centre"," 111","Hamilton ",84,1,12,1,29,0,15,1,143,379
35031,"Hamilton Centre/Hamilton-Centre"," 112","Hamilton ",61,1,12,0,13,0,13,0,100,298
35031,"Hamilton Centre/Hamilton-Centre"," 113","Hamilton ",64,2,10,0,24,0,21,0,121,372
35031,"Hamilton Centre/Hamilton-Centre"," 114","Hamilton ",67,0,5,0,24,0,22,0,118,338
35031,"Hamilton Centre/Hamilton-Centre"," 115","Hamilton ",87,1,13,0,14,0,14,1,130,340
35031,"Hamilton Centre/Hamilton-Centre"," 116","Hamilton ",86,2,5,0,15,0,26,1,135,352
35031,"Hamilton Centre/Hamilton-Centre"," 117","Hamilton ",76,2,16,0,30,0,19,5,148,381
35031,"Hamilton Centre/Hamilton-Centre"," 118","Hamilton ",75,1,30,1,15,0,19,0,141,332
35031,"Hamilton Centre/Hamilton-Centre"," 119","Hamilton ",133,1,13,0,17,1,18,0,183,401
35031,"Hamilton Centre/Hamilton-Centre"," 120","Hamilton ",32,0,5,0,14,1,16,0,68,241
35031,"Hamilton Centre/Hamilton-Centre"," 121","Hamilton ",86,3,14,2,23,1,15,1,145,355
35031,"Hamilton Centre/Hamilton-Centre"," 122","Hamilton ",95,2,15,0,31,3,22,0,168,518
35031,"Hamilton Centre/Hamilton-Centre"," 123","Hamilton ",76,0,18,0,39,0,23,1,157,397
35031,"Hamilton Centre/Hamilton-Centre"," 124","Hamilton ",72,1,3,0,40,2,16,0,134,329
35031,"Hamilton Centre/Hamilton-Centre"," 125","Hamilton ",77,4,19,1,27,1,38,1,168,398
35031,"Hamilton Centre/Hamilton-Centre"," 126","Hamilton ",71,0,10,0,29,0,24,0,134,340
35031,"Hamilton Centre/Hamilton-Centre"," 127","Hamilton ",99,1,11,0,39,0,41,2,193,368
35031,"Hamilton Centre/Hamilton-Centre"," 128","Hamilton ",96,0,35,0,48,0,36,1,216,441
35031,"Hamilton Centre/Hamilton-Centre"," 129","Hamilton ",62,1,13,0,24,0,32,1,133,313
35031,"Hamilton Centre/Hamilton-Centre"," 130","Hamilton ",73,3,18,0,16,0,20,1,131,314
35031,"Hamilton Centre/Hamilton-Centre"," 131","Hamilton ",73,0,7,0,29,0,47,1,157,337
35031,"Hamilton Centre/Hamilton-Centre"," 132","Hamilton ",72,1,12,0,32,1,27,1,146,390
35031,"Hamilton Centre/Hamilton-Centre"," 133","Hamilton ",67,3,12,0,53,0,35,1,171,373
35031,"Hamilton Centre/Hamilton-Centre"," 134","Hamilton ",62,1,22,0,27,0,34,2,148,295
35031,"Hamilton Centre/Hamilton-Centre"," 135","Hamilton ",72,0,31,0,24,1,21,1,150,285
35031,"Hamilton Centre/Hamilton-Centre"," 136","Hamilton ",80,1,14,1,34,0,37,1,168,390
35031,"Hamilton Centre/Hamilton-Centre"," 137","Hamilton ",88,1,28,0,52,0,56,1,226,394
35031,"Hamilton Centre/Hamilton-Centre"," 138","Hamilton ",58,0,24,0,95,1,47,0,225,437
35031,"Hamilton Centre/Hamilton-Centre"," 139","Hamilton ",123,0,44,2,61,0,72,0,302,416
35031,"Hamilton Centre/Hamilton-Centre"," 140","Hamilton ",86,0,38,1,48,1,43,0,217,345
35031,"Hamilton Centre/Hamilton-Centre"," 141","Hamilton ",82,2,33,0,64,1,43,0,225,364
35031,"Hamilton Centre/Hamilton-Centre"," 142","Hamilton ",87,2,37,1,37,1,39,0,204,334
35031,"Hamilton Centre/Hamilton-Centre"," 143","Hamilton ",85,1,38,0,33,0,44,0,201,366
35031,"Hamilton Centre/Hamilton-Centre"," 144","Hamilton ",128,3,30,2,31,3,24,2,223,368
35031,"Hamilton Centre/Hamilton-Centre"," 145","Hamilton ",114,2,32,0,33,0,32,0,213,397
35031,"Hamilton Centre/Hamilton-Centre"," 146","Hamilton ",73,1,17,1,12,0,16,0,120,218
35031,"Hamilton Centre/Hamilton-Centre"," 147","Hamilton ",92,1,39,1,43,1,44,0,221,393
35031,"Hamilton Centre/Hamilton-Centre"," 148","Hamilton ",112,0,30,0,50,1,35,1,229,411
35031,"Hamilton Centre/Hamilton-Centre"," 149","Hamilton ",Void/Supprimé,,,,,,,,,
35031,"Hamilton Centre/Hamilton-Centre"," 150","Hamilton ",52,1,19,0,20,0,14,2,108,275
35031,"Hamilton Centre/Hamilton-Centre"," 151","Hamilton ",93,1,12,0,25,0,18,2,151,299
35031,"Hamilton Centre/Hamilton-Centre"," 152","Hamilton ",59,1,8,0,17,0,23,0,108,267
35031,"Hamilton Centre/Hamilton-Centre"," 153","Hamilton ",110,2,34,2,28,0,29,0,205,352
35031,"Hamilton Centre/Hamilton-Centre"," 154","Hamilton ",104,1,25,0,46,0,40,0,216,457
35031,"Hamilton Centre/Hamilton-Centre"," 155","Hamilton ",130,2,25,0,33,1,31,1,223,425
35031,"Hamilton Centre/Hamilton-Centre"," 156","Hamilton ",106,2,32,0,25,0,39,1,205,363
35031,"Hamilton Centre/Hamilton-Centre"," 157","Hamilton ",100,1,16,0,27,0,32,2,178,356
35031,"Hamilton Centre/Hamilton-Centre"," 158","Hamilton ",108,0,25,1,57,0,56,0,247,387
35031,"Hamilton Centre/Hamilton-Centre"," 159","Hamilton ",111,1,39,0,52,0,71,1,275,397
35031,"Hamilton Centre/Hamilton-Centre"," 160","Hamilton ",62,1,14,0,60,0,70,0,207,382
35031,"Hamilton Centre/Hamilton-Centre"," 161","Hamilton ",76,4,17,0,73,0,55,0,225,386
35031,"Hamilton Centre/Hamilton-Centre"," 162","Hamilton ",83,2,10,1,49,0,28,0,173,305
35031,"Hamilton Centre/Hamilton-Centre"," 163","Hamilton ",79,2,18,0,81,1,25,1,207,296
35031,"Hamilton Centre/Hamilton-Centre"," 164","Hamilton ",81,1,16,0,56,1,27,1,183,307
35031,"Hamilton Centre/Hamilton-Centre"," 165","Hamilton ",104,0,20,1,48,0,38,0,211,369
35031,"Hamilton Centre/Hamilton-Centre"," 166","Hamilton ",38,2,14,0,89,2,68,0,213,367
35031,"Hamilton Centre/Hamilton-Centre"," 167","Hamilton ",93,1,11,1,79,0,32,2,219,362
35031,"Hamilton Centre/Hamilton-Centre"," 168","Hamilton ",89,2,15,0,74,0,31,2,213,367
35031,"Hamilton Centre/Hamilton-Centre"," 169","Hamilton ",105,1,13,1,76,0,37,2,235,395
35031,"Hamilton Centre/Hamilton-Centre"," 170","Hamilton ",73,0,27,0,73,0,50,2,225,383
35031,"Hamilton Centre/Hamilton-Centre"," 171","Hamilton ",69,1,20,0,57,0,32,1,180,300
35031,"Hamilton Centre/Hamilton-Centre"," 172","Hamilton ",65,5,16,1,70,0,39,1,197,330
35031,"Hamilton Centre/Hamilton-Centre"," 173","Hamilton ",129,1,19,0,89,0,54,0,292,524
35031,"Hamilton Centre/Hamilton-Centre"," 174","Hamilton ",80,1,17,1,56,1,48,2,206,341
35031,"Hamilton Centre/Hamilton-Centre"," 175","Hamilton ",70,1,26,1,91,0,78,2,269,392
35031,"Hamilton Centre/Hamilton-Centre"," 176","Hamilton ",74,1,12,0,83,2,46,0,218,319
35031,"Hamilton Centre/Hamilton-Centre"," 177","Hamilton ",46,2,13,1,91,0,44,0,197,324
35031,"Hamilton Centre/Hamilton-Centre"," 178","Hamilton ",72,2,20,0,47,1,38,1,181,325
35031,"Hamilton Centre/Hamilton-Centre"," 179","Hamilton ",78,6,13,0,64,0,40,1,202,360
35031,"Hamilton Centre/Hamilton-Centre"," 180","Hamilton ",75,3,15,0,83,2,24,0,202,359
35031,"Hamilton Centre/Hamilton-Centre"," 181","Hamilton ",86,4,16,2,82,0,76,1,267,516
35031,"Hamilton Centre/Hamilton-Centre"," 182","Hamilton ",113,3,14,0,90,1,71,2,294,566
35031,"Hamilton Centre/Hamilton-Centre"," 183","Hamilton ",23,0,3,1,10,0,3,0,40,131
35031,"Hamilton Centre/Hamilton-Centre"," 184","Hamilton ",109,7,11,1,69,1,32,0,230,448
35031,"Hamilton Centre/Hamilton-Centre"," 185","Hamilton ",115,3,15,0,80,0,43,1,257,450
35031,"Hamilton Centre/Hamilton-Centre"," 186","Hamilton ",55,1,8,0,50,0,28,2,144,332
35031,"Hamilton Centre/Hamilton-Centre"," 187","Hamilton ",107,1,14,0,43,0,30,0,195,444
35031,"Hamilton Centre/Hamilton-Centre"," 188","Hamilton ",114,2,28,0,64,3,43,0,254,477
35031,"Hamilton Centre/Hamilton-Centre"," 189","Hamilton ",106,4,19,0,57,0,34,2,222,425
35031,"Hamilton Centre/Hamilton-Centre"," 190","Hamilton ",90,4,16,0,53,1,36,1,201,361
35031,"Hamilton Centre/Hamilton-Centre"," 191","Hamilton ",69,1,16,2,48,0,56,1,193,345
35031,"Hamilton Centre/Hamilton-Centre"," 192","Hamilton ",64,3,14,0,39,1,44,2,167,287
35031,"Hamilton Centre/Hamilton-Centre"," 193","Hamilton ",71,3,4,0,25,1,52,1,157,322
35031,"Hamilton Centre/Hamilton-Centre"," 194","Hamilton ",73,8,5,0,47,0,84,3,220,388
35031,"Hamilton Centre/Hamilton-Centre"," 195","Hamilton ",75,0,15,0,61,0,31,3,185,416
35031,"Hamilton Centre/Hamilton-Centre"," 196","Hamilton ",56,2,6,0,30,0,36,0,130,294
35031,"Hamilton Centre/Hamilton-Centre"," 197","Hamilton ",88,3,11,0,57,1,54,0,214,379
35031,"Hamilton Centre/Hamilton-Centre"," 198","Hamilton ",63,3,10,0,55,0,24,2,157,289
35031,"Hamilton Centre/Hamilton-Centre"," 199","Hamilton ",62,3,8,0,43,0,37,1,154,261
35031,"Hamilton Centre/Hamilton-Centre"," 200","Hamilton ",85,4,11,1,65,0,41,3,210,367
35031,"Hamilton Centre/Hamilton-Centre"," 201","Hamilton ",116,3,13,2,73,0,45,2,254,483
35031,"Hamilton Centre/Hamilton-Centre"," 202","Hamilton ",106,3,9,2,50,1,26,0,197,378
35031,"Hamilton Centre/Hamilton-Centre"," 203","Hamilton ",66,4,11,0,52,0,35,5,173,299
35031,"Hamilton Centre/Hamilton-Centre"," 204","Hamilton ",68,4,8,0,34,1,20,0,135,406
35031,"Hamilton Centre/Hamilton-Centre"," 205","Hamilton ",68,6,9,1,33,1,29,0,147,450
35031,"Hamilton Centre/Hamilton-Centre"," 206","Hamilton ",73,2,5,0,34,0,11,1,126,353
35031,"Hamilton Centre/Hamilton-Centre"," 400","Hamilton ",70,1,9,0,35,0,27,1,143,224
35031,"Hamilton Centre/Hamilton-Centre"," 401","Hamilton ",91,4,5,0,34,0,26,1,161,264
35031,"Hamilton Centre/Hamilton-Centre"," 402","Hamilton ",142,4,10,1,23,1,24,2,207,365
35031,"Hamilton Centre/Hamilton-Centre"," 403","Hamilton ",81,0,23,0,37,0,35,0,176,333
35031,"Hamilton Centre/Hamilton-Centre"," 404","Hamilton ",159,5,10,2,27,0,27,1,231,376
35031,"Hamilton Centre/Hamilton-Centre"," 405","Hamilton ",19,2,1,2,22,1,15,1,63,169
35031,"Hamilton Centre/Hamilton-Centre"," 406","Hamilton ",79,1,9,0,42,0,33,0,164,280
35031,"Hamilton Centre/Hamilton-Centre"," 407","Hamilton ",32,0,5,0,9,0,2,1,49,101
35031,"Hamilton Centre/Hamilton-Centre"," 408","Hamilton ",44,3,17,0,23,0,10,1,98,300
35031,"Hamilton Centre/Hamilton-Centre"," 500","Mobile poll/Bureau itinérant",40,2,2,2,20,1,12,0,79,138
35031,"Hamilton Centre/Hamilton-Centre"," 501","Mobile poll/Bureau itinérant",30,5,6,1,21,0,19,5,87,247
35031,"Hamilton Centre/Hamilton-Centre"," 502","Mobile poll/Bureau itinérant",19,0,1,2,13,1,9,1,46,125
35031,"Hamilton Centre/Hamilton-Centre"," 503","Mobile poll/Bureau itinérant",66,1,7,1,33,0,21,4,133,272
35031,"Hamilton Centre/Hamilton-Centre"," 504","Mobile poll/Bureau itinérant",28,2,2,1,15,1,9,1,59,137
35031,"Hamilton Centre/Hamilton-Centre"," 505","Mobile poll/Bureau itinérant",25,4,4,2,8,1,9,3,56,197
35031,"Hamilton Centre/Hamilton-Centre"," 506","Mobile poll/Bureau itinérant",29,2,4,0,7,3,14,1,60,179
35031,"Hamilton Centre/Hamilton-Centre"," 507","Mobile poll/Bureau itinérant",43,7,4,1,30,0,38,4,127,350
35031,"Hamilton Centre/Hamilton-Centre"," 600","Hamilton ",93,1,11,1,28,0,20,1,155,
35031,"Hamilton Centre/Hamilton-Centre"," 601","Hamilton ",146,3,24,2,62,0,41,0,278,
35031,"Hamilton Centre/Hamilton-Centre"," 602","Hamilton ",131,2,17,0,43,2,25,2,222,
35031,"Hamilton Centre/Hamilton-Centre"," 603","Hamilton ",120,3,7,0,29,0,25,0,184,
35031,"Hamilton Centre/Hamilton-Centre"," 604","Hamilton ",170,1,18,0,57,3,41,3,293,
35031,"Hamilton Centre/Hamilton-Centre"," 605","Hamilton ",116,3,36,0,49,0,47,0,251,
35031,"Hamilton Centre/Hamilton-Centre"," 606","Hamilton ",202,3,53,0,82,0,89,1,430,
35031,"Hamilton Centre/Hamilton-Centre"," 607","Hamilton ",192,1,35,0,118,1,69,2,418,
35031,"Hamilton Centre/Hamilton-Centre"," 608","Hamilton ",175,0,32,0,183,0,83,0,473,
35031,"Hamilton Centre/Hamilton-Centre"," 609","Hamilton ",143,1,22,0,96,0,50,1,313,
35031,"Hamilton Centre/Hamilton-Centre"," 610","Hamilton ",145,1,22,0,121,1,49,0,339,
35031,"Hamilton Centre/Hamilton-Centre",,Group 1/Groupe 1,34,7,13,0,42,0,34,6,136,248
35031,"Hamilton Centre/Hamilton-Centre",,Group 2/Groupe 2,294,6,46,1,109,3,79,13,551,

