Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laura Colella,Garnet Colly,Lucie Le Tourneau,Frank Monteleone,Massimo Pacetti,Farid Salem,Joseph Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 1","Saint-Léonard",20,0,38,9,104,26,0,3,200,335
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 2","Saint-Léonard",21,1,45,4,167,16,0,2,256,499
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 3","Saint-Léonard",22,0,19,7,92,23,1,4,168,336
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 4","Saint-Léonard",9,0,22,3,97,19,0,5,155,317
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 5","Saint-Léonard",18,0,16,3,107,25,1,2,172,382
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 6","Saint-Léonard",18,0,20,4,92,25,0,2,161,330
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 7","Saint-Léonard",22,0,22,5,113,14,1,2,179,384
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 8","Saint-Léonard",14,0,19,4,59,17,1,3,117,249
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 9","Saint-Léonard",17,0,21,4,132,21,0,2,197,338
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 10","Saint-Léonard",13,0,22,7,102,28,0,0,172,344
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 11","Saint-Léonard",21,0,23,4,128,18,1,6,201,335
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 12","Saint-Léonard",19,0,19,8,93,21,0,5,165,356
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 13","Saint-Léonard",30,1,24,11,134,25,2,4,231,367
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 14","Saint-Léonard",17,1,16,4,96,30,0,5,169,330
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 15","Saint-Léonard",19,1,43,2,79,19,0,2,165,334
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 16","Saint-Léonard",23,2,15,6,85,14,2,2,149,248
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 17","Saint-Léonard",25,0,31,6,154,12,1,3,232,376
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 18","Saint-Léonard",17,2,35,4,131,16,0,3,208,341
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 19","Saint-Léonard",18,0,31,8,101,24,0,1,183,307
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 20","Saint-Léonard",19,2,28,8,106,21,0,0,184,338
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 21","Saint-Léonard",20,0,26,8,122,13,0,2,191,341
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 22","Saint-Léonard",20,1,27,4,117,20,0,4,193,368
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 23","Saint-Léonard",14,0,14,1,91,31,0,1,152,327
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 24","Saint-Léonard",14,1,26,5,117,17,0,1,181,321
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 25","Saint-Léonard",11,1,21,1,87,23,0,5,149,364
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 26","Saint-Léonard",16,1,17,4,96,21,2,3,160,328
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 27","Saint-Léonard",10,0,15,6,74,16,0,3,124,307
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 28","Saint-Léonard",12,0,21,2,88,26,0,2,151,336
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 29","Saint-Léonard",13,0,36,11,144,29,0,7,240,499
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 30","Saint-Léonard",12,0,26,6,107,24,2,1,178,367
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 31","Saint-Léonard",25,2,22,6,124,17,0,7,203,348
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 32","Saint-Léonard",13,0,31,7,90,27,1,4,173,333
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 33","Saint-Léonard",19,2,13,1,109,19,0,3,166,318
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 34","Saint-Léonard",13,1,21,1,75,23,1,0,135,315
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 35","Saint-Léonard",22,2,24,2,92,17,0,4,163,325
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 36","Saint-Léonard",21,1,30,6,123,13,0,4,198,313
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 37","Saint-Léonard",25,1,33,15,116,36,1,2,229,370
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 38","Saint-Léonard",15,1,15,3,68,19,1,2,124,288
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 39","Saint-Léonard",13,1,22,3,81,27,0,0,147,340
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 40","Saint-Léonard",9,2,18,2,105,17,1,4,158,351
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 41","Saint-Léonard",22,1,33,2,102,13,1,2,176,362
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 42","Saint-Léonard",25,2,20,7,92,13,0,1,160,309
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 43","Saint-Léonard",16,0,24,2,95,17,1,0,155,341
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 44","Saint-Léonard",17,2,11,3,128,24,0,1,186,331
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 45","Saint-Léonard",15,0,17,4,106,16,0,2,160,354
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 46","Saint-Léonard",9,0,18,1,90,11,0,2,131,287
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 47","Saint-Léonard",17,1,23,4,107,16,2,3,173,408
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 48","Saint-Léonard",11,0,22,5,78,16,0,2,134,335
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 49A","Saint-Léonard",15,0,22,2,39,25,0,1,104,211
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 49B","Saint-Léonard",Merged with No. 402/Fusionné avec le nº 402,,,,,,,,,45
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 50A","Saint-Léonard",16,0,35,6,124,10,0,2,193,363
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 50B","Saint-Léonard",15,0,37,6,101,15,0,1,175,364
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 51","Saint-Léonard",19,2,31,5,134,21,1,8,221,439
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 52","Saint-Léonard",28,1,21,8,69,24,0,6,157,440
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 53","Saint-Léonard",9,0,11,4,78,14,0,1,117,311
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 54","Saint-Léonard",23,0,19,11,126,22,0,3,204,359
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 55","Saint-Léonard",16,0,19,4,77,20,1,1,138,307
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 56","Saint-Léonard",19,1,29,4,87,25,1,1,167,372
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 57","Saint-Léonard",20,1,24,5,76,19,1,1,147,377
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 58","Saint-Léonard",24,0,31,4,91,26,1,2,179,382
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 59","Saint-Léonard",17,0,20,5,47,29,0,0,118,315
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 60","Saint-Léonard",21,0,25,3,71,38,0,2,160,330
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 61","Saint-Léonard",17,2,36,4,126,18,0,5,208,324
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 62","Saint-Léonard",31,1,16,3,100,20,0,4,175,345
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 63","Saint-Léonard",28,0,38,2,84,46,1,2,201,518
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 64","Saint-Léonard",21,0,21,2,86,17,0,4,151,304
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 65","Saint-Léonard",21,0,31,3,145,17,1,2,220,363
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 66","Saint-Léonard",23,2,22,7,121,36,2,5,218,315
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 67","Saint-Léonard",21,1,23,7,83,26,0,1,162,331
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 68","Saint-Léonard",20,2,30,9,108,24,2,2,197,344
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 69","Saint-Léonard",26,1,30,9,129,24,0,1,220,351
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 70","Saint-Léonard",17,0,32,4,99,29,0,1,182,358
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 71","Saint-Léonard",27,0,20,3,72,24,2,1,149,337
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 72","Saint-Léonard",17,0,26,3,112,20,1,5,184,368
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 73","Saint-Léonard",17,0,37,7,154,6,1,3,225,405
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 74","Saint-Léonard",21,1,43,13,142,14,3,1,238,401
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 75","Saint-Léonard",18,0,31,5,87,19,0,5,165,340
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 76","Saint-Léonard",29,1,26,10,88,17,1,5,177,364
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 77","Saint-Léonard",17,0,26,11,98,23,2,1,178,346
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 78","Saint-Léonard",16,0,23,4,98,16,0,5,162,329
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 79","Saint-Léonard",11,0,15,2,83,8,0,0,119,266
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 80","Saint-Léonard",26,0,22,11,112,13,0,2,186,370
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 81","Saint-Léonard",19,0,29,8,128,4,0,4,192,363
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 82","Saint-Léonard",18,1,16,4,100,11,1,1,152,333
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 83","Saint-Léonard",18,2,19,3,91,23,0,0,156,322
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 84","Saint-Léonard",28,1,30,2,103,24,0,1,189,371
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 85","Saint-Léonard",28,0,22,5,86,17,0,4,162,361
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 86","Saint-Léonard",20,1,41,1,122,21,0,2,208,421
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 87","Saint-Léonard",20,1,21,5,71,22,1,0,141,309
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 88","Saint-Léonard",13,0,25,1,88,12,1,2,142,300
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 89","Saint-Léonard",25,1,36,4,128,12,2,2,210,362
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 90","Saint-Léonard",26,1,24,8,105,21,0,3,188,334
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 91","Saint-Léonard",22,0,30,9,105,21,0,1,188,371
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 92","Saint-Léonard",17,0,21,4,95,28,3,1,169,346
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 93A","Saint-Léonard",30,1,55,8,141,31,0,4,270,522
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 93B","Saint-Léonard",35,0,48,4,141,18,1,4,251,524
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 94","Saint-Léonard",17,0,21,9,100,27,3,2,179,358
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 95","Saint-Léonard",19,0,37,6,111,23,2,1,199,342
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 96","Saint-Léonard",18,0,30,8,103,20,1,2,182,313
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 97","Saint-Léonard",15,1,29,6,111,36,1,2,201,313
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 98","Saint-Léonard",19,1,41,7,139,29,0,2,238,356
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 99","Saint-Léonard",13,1,35,6,108,23,0,5,191,331
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 100","Saint-Léonard",22,1,25,14,124,14,0,1,201,347
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 101","Saint-Léonard",11,1,25,6,101,21,0,2,167,325
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 102","Saint-Léonard",17,0,20,2,87,15,1,2,144,345
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 103","Saint-Léonard",16,1,25,6,101,23,1,1,174,340
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 104","Saint-Léonard",24,1,23,9,104,19,0,1,181,361
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 105","Saint-Léonard",22,0,16,7,94,20,0,0,159,333
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 106","Saint-Léonard",6,0,15,4,117,15,1,1,159,361
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 107","Saint-Léonard",15,0,21,5,75,25,1,1,143,310
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 108","Saint-Léonard",11,0,16,2,111,5,1,2,148,349
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 109","Saint-Léonard",9,0,17,0,69,16,0,1,112,235
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 110","Saint-Léonard",14,0,24,5,87,27,0,2,159,343
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 111","Saint-Léonard",21,0,30,1,101,32,1,4,190,344
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 112","Saint-Léonard",13,0,28,1,72,18,1,0,133,315
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 113","Saint-Léonard",9,0,19,0,123,11,0,3,165,320
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 114","Saint-Léonard",12,0,36,6,124,18,0,2,198,341
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 115","Saint-Léonard",4,0,21,1,102,13,0,0,141,259
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 116","Saint-Léonard",20,0,18,3,111,10,0,5,167,334
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 117","Saint-Léonard",20,1,22,8,112,17,0,1,181,338
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 118","Saint-Léonard",16,1,26,3,100,18,0,0,164,388
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 119","Saint-Léonard",11,0,17,2,80,30,1,4,145,355
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 120","Saint-Léonard",20,0,19,3,91,16,1,3,153,314
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 121","Saint-Léonard",17,1,25,5,113,34,0,3,198,354
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 122","Saint-Léonard",11,0,12,4,102,21,0,1,151,280
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 123","Saint-Léonard",31,1,49,5,118,39,0,7,250,460
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 124","Saint-Léonard",16,0,25,5,60,15,0,6,127,278
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 125","Saint-Léonard",37,1,37,6,92,23,1,5,202,376
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 126A","Saint-Léonard",29,0,29,5,105,38,0,0,206,348
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 126B","Saint-Léonard",26,0,34,7,103,30,0,4,204,347
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 127","Saint-Léonard",16,0,20,6,95,18,1,4,160,320
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 128","Saint-Léonard",13,1,36,4,111,13,0,0,178,310
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 129","Saint-Léonard",20,1,23,3,93,9,0,4,153,275
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 130","Saint-Léonard",21,0,17,2,109,17,0,5,171,315
