Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ben 97 Benoit,Claude Brunelle,Domita Cundari,Francine Lalonde,Isabelle Maguire,Hubert Pichet,Oumy Sarr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 37","Montréal",4,3,9,141,39,15,41,5,257,426
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 38","Montréal",2,2,4,127,31,26,47,6,245,422
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 39","Montréal",1,0,6,152,37,19,29,1,245,410
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 40","Montréal",1,1,4,72,10,10,20,3,121,305
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 41","Montréal",0,0,3,184,37,29,28,5,286,438
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 42","Montréal",1,1,5,108,25,9,23,3,175,275
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 43","Montréal",2,1,7,106,41,34,26,6,223,354
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 44","Montréal",3,3,4,129,41,24,40,4,248,415
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 45","Montréal",0,0,3,85,20,23,24,3,158,357
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 46","Montréal",3,0,5,179,45,27,27,1,287,522
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 47","Montréal",0,0,3,110,35,18,23,2,191,361
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 48","Montréal",1,1,5,93,18,21,21,6,166,382
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 49","Montréal",3,0,4,133,38,31,46,3,258,435
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 50","Montréal",0,1,5,144,40,23,35,5,253,418
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 51","Montréal",0,0,4,97,24,13,14,3,155,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 52","Montréal",0,0,4,103,29,26,27,3,192,367
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 53","Montréal",2,2,3,100,35,19,27,1,189,391
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 54","Montréal",0,1,9,90,18,28,34,2,182,305
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 55","Montréal",0,2,5,123,35,29,36,4,234,428
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 56","Montréal",1,0,6,171,43,26,36,4,287,463
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 57","Montréal",1,2,10,208,61,24,40,4,350,512
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 58","Montréal",0,1,3,138,26,34,39,2,243,423
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 59","Montréal",3,0,5,87,17,29,22,2,165,365
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 60","Montréal",0,0,4,64,17,7,16,1,109,316
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 61","Montréal",1,0,0,68,5,13,11,2,100,247
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 62","Montréal",0,0,5,81,13,15,20,2,136,341
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 63","Montréal",0,0,7,142,28,30,29,1,237,440
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 64","Montréal",0,1,7,122,31,24,37,6,228,465
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 65","Montréal",3,1,8,131,30,13,15,2,203,404
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 66","Montréal",0,0,5,126,30,18,26,3,208,485
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 67","Montréal",0,1,6,120,35,25,17,1,205,393
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 68","Montréal",1,0,5,203,40,31,35,0,315,551
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 69","Montréal",1,0,8,146,24,20,28,0,227,362
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 70","Montréal",0,1,7,117,31,31,44,7,238,424
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 71","Montréal",1,2,2,89,7,28,23,3,155,321
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 72","Montréal",3,1,4,98,12,10,23,2,153,318
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 73","Montréal",2,1,3,133,26,14,28,0,207,384
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 74","Montréal",3,0,3,104,14,20,26,3,173,357
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 75","Montréal",2,0,3,104,13,18,23,0,163,331
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 76","Montréal",1,0,4,104,19,17,35,2,182,395
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 77","Montréal",2,1,7,85,30,34,15,3,177,305
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 78","Montréal",0,0,3,90,32,34,31,2,192,327
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 79","Montréal",0,0,0,112,17,14,34,2,179,311
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 80","Montréal",1,0,5,115,28,11,26,4,190,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 81","Montréal",0,0,6,108,11,22,31,1,179,356
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 82","Montréal",4,1,5,98,15,7,22,2,154,303
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 83","Montréal",1,0,3,124,25,15,31,1,200,500
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 84","Montréal",2,0,4,114,19,11,25,1,176,329
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 85","Montréal",0,0,5,100,23,20,22,2,172,339
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 86","Montréal",2,1,7,85,15,23,30,5,168,460
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 87","Montréal",1,0,4,114,33,17,29,2,200,411
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 88","Montréal",1,1,11,103,19,15,22,0,172,396
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 89","Montréal",3,0,4,153,20,31,35,6,252,412
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 90","Montréal",0,0,5,128,27,25,38,4,227,444
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 91","Montréal",0,0,3,104,19,15,37,1,179,390
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 92","Montréal",0,1,1,93,25,17,17,2,156,339
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 93","Montréal",1,0,6,127,17,20,27,3,201,368
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 94","Montréal",2,1,8,139,19,19,25,1,214,443
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 95","Montréal-Est",0,1,3,68,22,17,29,1,141,358
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 96","Montréal-Est",1,0,7,108,23,20,31,3,193,368
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 97","Montréal-Est",0,0,1,83,17,18,17,2,138,375
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 98","Montréal-Est",1,1,6,90,10,13,22,6,149,429
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 99","Montréal-Est",3,0,5,122,20,12,20,4,186,409
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 100","Montréal-Est",0,1,5,75,24,22,37,2,166,430
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 101","Montréal-Est",0,0,8,110,19,10,17,8,172,366
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 102","Montréal",2,4,7,112,17,31,45,5,223,365
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 103","Montréal",3,1,10,134,32,29,34,5,248,418
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 104","Montréal",2,1,11,106,18,22,38,3,201,365
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 105","Montréal",1,0,2,118,24,20,40,4,209,381
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 106","Montréal",2,2,10,95,14,33,27,4,187,286
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 107","Montréal-Est",1,1,9,138,32,11,23,6,221,379
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 108","Montréal-Est",1,0,3,121,40,20,21,5,211,522
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 109","Montréal",0,1,3,129,30,26,31,7,227,391
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 110","Montréal",0,1,5,104,33,16,26,6,191,449
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 111","Montréal",3,0,8,152,27,23,30,8,251,479
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 112A","Montréal",1,1,3,86,16,8,29,3,147,332
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 112B","Montréal",0,0,4,79,15,11,36,4,149,347
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 113","Montréal",2,0,9,98,24,18,24,3,178,334
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 114","Montréal",3,2,4,165,51,26,42,5,298,542
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 115","Montréal",3,2,7,98,35,23,59,4,231,333
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 116","Montréal",1,3,9,103,35,28,45,5,229,404
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 117","Montréal",2,2,1,83,22,24,35,1,170,361
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 118","Montréal",2,2,7,94,23,15,55,4,202,361
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 119","Montréal",0,1,5,83,23,20,50,2,184,334
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 120","Montréal",1,1,9,81,17,28,43,3,183,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 121","Montréal",3,0,8,113,21,28,44,1,218,372
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 122","Montréal",0,1,4,95,25,21,23,4,173,322
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 123","Montréal",1,1,11,105,26,14,32,2,192,414
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 124","Montréal",0,0,4,123,30,16,35,1,209,420
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 125","Montréal",1,0,8,102,24,25,19,2,181,318
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 126","Montréal",1,0,4,142,35,14,31,0,227,411
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 127","Montréal",3,1,5,103,33,28,49,3,225,487
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 128","Montréal",2,0,9,102,31,10,23,6,183,328
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 129","Montréal",0,0,7,92,31,17,25,3,175,368
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 130","Montréal",2,0,9,116,27,17,35,1,207,433
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 131","Montréal",4,1,6,127,34,26,43,3,244,429
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 132","Montréal",1,0,8,89,33,25,42,3,201,441
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 133","Montréal",0,2,5,119,37,26,32,2,223,334
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 134","Montréal",1,1,4,118,31,31,42,0,228,411
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 135","Montréal",1,0,7,112,30,33,43,2,228,370
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 136","Montréal",2,0,8,107,30,20,31,0,198,298
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 137","Montréal",0,1,10,111,29,11,23,1,186,331
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 138","Montréal",3,0,6,152,34,20,60,2,277,407
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 139","Montréal",0,2,10,140,33,10,36,10,241,449
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 140","Montréal",3,2,11,118,27,22,44,6,233,379
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 141","Montréal",0,0,6,111,23,17,25,4,186,322
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 142","Montréal",2,0,7,148,33,29,35,1,255,469
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 143","Montréal",1,3,4,130,22,16,21,3,200,359
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 144","Montréal",2,1,7,73,26,22,17,2,150,448
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 145","Montréal",1,0,1,38,8,8,16,1,73,247
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 146","Montréal",2,2,4,137,29,21,28,0,223,365
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 147","Montréal",0,0,6,122,36,15,32,4,215,348
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 148","Montréal",1,1,6,132,17,9,23,4,193,393
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 149","Montréal",1,0,4,120,22,29,22,2,200,327
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 150","Montréal",3,0,5,107,34,16,26,5,196,337
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 151","Montréal",1,0,5,89,22,27,41,5,190,382
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 152","Montréal",1,1,13,102,18,13,27,4,179,429
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 153","Montréal",1,0,7,101,30,15,27,3,184,380
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 154","Montréal",1,1,4,92,31,17,34,5,185,287
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 155","Montréal",0,1,3,93,19,11,28,1,156,321
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 156","Montréal",0,0,5,135,29,16,35,2,222,383
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 157","Montréal",2,0,15,109,22,45,32,3,228,394
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 158","Montréal",4,0,8,119,32,25,43,4,235,369
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 159","Montréal",3,0,5,77,36,40,49,3,213,369
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 160","Montréal",1,1,2,120,32,25,34,1,216,354
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 161","Montréal",1,0,11,85,30,24,44,4,199,337
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 162","Montréal",2,1,5,157,43,32,38,4,282,385
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 163","Montréal",0,1,11,128,38,21,46,4,249,435
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 164","Montréal",0,2,12,146,26,14,29,2,231,409
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 165","Montréal",1,1,3,126,29,16,25,4,205,347
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 166","Montréal",1,1,6,120,29,19,24,2,202,364
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167A","Montréal",0,0,11,140,49,27,54,1,282,440
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167B","Montréal",0,1,10,139,47,24,59,2,282,473
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 168","Montréal",0,0,4,96,38,19,57,0,214,349
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 169","Montréal",2,1,15,134,30,24,55,3,264,395
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 170","Montréal",1,0,1,82,21,16,28,1,150,315
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 171","Montréal",1,2,7,87,16,10,22,2,147,378
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 172","Montréal",0,0,7,100,41,14,23,3,188,299
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 173","Montréal",1,1,8,77,24,21,16,1,149,311
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 174","Montréal",0,0,3,91,19,27,27,0,167,298
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 175","Montréal",2,2,3,71,32,15,19,5,149,293
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 176","Montréal",0,1,12,99,26,10,21,4,173,347
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 177","Montréal",0,2,5,88,25,29,35,0,184,307
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 178","Montréal",1,2,7,107,25,37,31,2,212,313
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 179","Montréal",1,1,5,102,22,21,56,3,211,452
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 180","Montréal",1,0,5,84,17,20,36,3,166,290
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 181","Montréal",0,0,6,88,14,18,25,1,152,297
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 182","Montréal",0,2,9,79,23,18,23,5,159,305
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 183","Montréal",0,1,9,54,32,27,42,1,166,351
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 184","Montréal",2,1,4,65,34,25,46,3,180,371
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 185","Montréal",1,2,4,61,17,18,21,1,125,288
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 186","Montréal",0,2,4,118,37,20,42,4,227,446
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 187","Montréal",0,0,9,72,27,24,48,2,182,402
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 188","Montréal",0,0,5,76,25,9,36,1,152,351
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 189","Montréal",2,0,7,57,24,22,44,1,157,314
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 190","Montréal",2,2,11,80,31,29,64,3,222,383
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 191","Montréal",2,2,8,42,32,18,64,0,168,314
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 192","Montréal",0,0,9,46,31,24,37,0,147,382
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 193","Montréal",0,1,5,89,30,19,30,4,178,404
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 194","Montréal",1,1,1,57,24,30,40,7,161,396
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 195","Montréal",3,1,9,87,28,24,41,8,201,346
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 196","Montréal",1,1,5,92,22,19,24,2,166,319
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 197","Montréal",1,0,7,80,14,14,24,2,142,317
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 400","Montréal",4,7,6,146,18,61,89,19,350,492
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 401","Montréal",2,3,0,86,8,27,49,5,180,286
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 402","Montréal",1,2,0,28,3,12,12,4,62,210
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 403","Montréal",2,1,0,18,1,4,8,2,36,169
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 500","Mobile poll/Bureau itinérant",2,1,4,38,6,8,20,5,84,187
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 501","Mobile poll/Bureau itinérant",3,5,1,30,5,16,14,7,81,161
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 502","Mobile poll/Bureau itinérant",0,1,0,28,2,2,14,2,49,119
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 503","Mobile poll/Bureau itinérant",0,1,0,24,2,10,20,0,57,105
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 600","Montréal",0,1,18,372,58,87,80,5,621,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 601","Montréal",1,1,19,285,47,56,88,8,505,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 602","Montréal",3,4,19,414,56,83,85,8,672,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 603","Montréal",2,3,10,336,54,80,97,4,586,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 604","Montréal-Est",2,2,7,262,40,74,76,7,470,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 605","Montréal",2,5,13,322,54,97,82,5,580,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 606","Montréal",2,0,15,277,30,63,71,2,460,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 607","Montréal",1,1,16,214,45,49,75,5,406,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 608","Montréal",2,0,9,168,34,65,71,5,354,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île",,Group 1/Groupe 1,1,0,2,53,4,34,33,4,131,208
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île",,Group 2/Groupe 2,3,0,13,226,27,41,60,12,382,

