Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alonzo Bartley,Sania Khan,Chuck Konkel,John McKay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 36","Scarborough",3,18,20,88,0,129,577
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 37","Scarborough",14,28,65,143,0,250,450
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 38","Scarborough",8,28,69,124,1,230,422
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 39","Scarborough",6,48,48,107,1,210,425
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 40","Scarborough",9,29,75,64,0,177,353
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 41","Scarborough",5,54,68,141,1,269,478
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 42","Scarborough",6,27,45,96,0,174,383
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 43","Scarborough",11,23,63,79,1,177,341
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 44","Scarborough",11,24,52,94,2,183,363
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 45","Scarborough",17,44,78,119,3,261,488
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 46","Scarborough",8,25,55,76,0,164,369
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 47","Scarborough",14,22,45,69,1,151,326
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 48","Scarborough",5,15,44,61,0,125,313
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 49","Scarborough",7,29,59,89,1,185,353
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 50","Scarborough",10,17,23,60,0,110,338
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 51","Scarborough",1,5,12,45,0,63,189
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 52","Scarborough",18,43,89,117,0,267,561
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 53","Scarborough",14,32,63,79,1,189,361
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 54","Scarborough",24,34,72,104,0,234,362
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 55","Scarborough",5,26,31,54,0,116,167
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 56","Scarborough",17,36,83,107,0,243,556
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 57","Scarborough",0,14,7,27,0,48,160
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 58A","Scarborough",2,21,19,67,2,111,330
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 58B","Scarborough",6,31,25,74,2,138,350
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 59","Scarborough",3,61,24,114,2,204,543
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 60","Scarborough",11,18,62,102,1,194,429
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 61","Scarborough",7,35,51,56,0,149,391
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 62","Scarborough",5,27,30,64,0,126,298
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 63A","Scarborough",26,23,63,71,2,185,329
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 63B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,133
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 64","Scarborough",14,32,65,87,0,198,354
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 65","Scarborough",11,31,98,90,0,230,451
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 66","Scarborough",7,23,29,90,1,150,371
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 67","Scarborough",7,36,45,205,3,296,427
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 68","Scarborough",6,38,38,114,0,196,488
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 69","Scarborough",12,28,53,166,0,259,479
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 70","Scarborough",8,28,31,117,0,184,389
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 71","Scarborough",1,20,25,94,1,141,327
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 72","Scarborough",10,23,88,176,0,297,613
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 73","Scarborough",3,7,3,10,0,23,82
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 74A","Scarborough",2,21,30,49,0,102,355
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 74B","Scarborough",1,20,28,81,2,132,379
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 75","Scarborough",15,9,60,108,0,192,298
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 76","Scarborough",15,27,79,92,0,213,337
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 77","Scarborough",20,34,65,105,1,225,357
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 78","Scarborough",20,41,66,91,1,219,431
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 79","Scarborough",10,34,81,94,0,219,400
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 80","Scarborough",13,35,37,142,0,227,567
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 81","Scarborough",9,31,59,126,1,226,423
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 82","Scarborough",3,19,19,72,2,115,313
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 83","Scarborough",5,31,31,114,0,181,521
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 84","Scarborough",4,32,13,53,0,102,277
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 85","Scarborough",4,51,49,135,1,240,606
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 85-1","Scarborough",5,15,48,85,0,153,336
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 86","Scarborough",6,51,19,138,1,215,437
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 87","Scarborough",Void/Supprimé,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 88","Scarborough",6,9,25,38,0,78,182
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 89","Scarborough",5,23,57,99,0,184,338
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 90","Scarborough",4,15,28,93,3,143,389
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 91","Scarborough",6,28,21,138,0,193,598
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 92","Scarborough",7,16,37,87,1,148,326
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 93","Scarborough",16,34,91,101,1,243,414
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 94","Scarborough",24,33,61,78,0,196,326
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 95","Scarborough",14,24,68,89,0,195,413
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 96","Scarborough",7,21,44,51,0,123,320
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 97","Scarborough",Void/Supprimé,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 98","Scarborough",12,26,65,94,1,198,484
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 99","Scarborough",6,28,56,96,2,188,540
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 100","Scarborough",14,24,31,53,2,124,286
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 101","Scarborough",11,46,56,102,0,215,434
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 102","Scarborough",Void/Supprimé,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 103","Scarborough",7,28,21,58,0,114,419
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 104","Scarborough",3,31,14,132,1,181,505
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 105","Scarborough",6,39,30,88,0,163,396
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 106","Scarborough",5,15,37,37,0,94,188
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 107","Scarborough",10,14,50,74,0,148,297
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 108","Scarborough",9,27,47,74,0,157,273
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 109","Scarborough",9,46,41,95,1,192,460
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 110","Scarborough",13,29,53,79,1,175,358
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 111","Scarborough",4,15,43,65,0,127,225
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 112","Scarborough",Void/Supprimé,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 113","Scarborough",20,11,45,93,0,169,294
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 114A","Scarborough",16,57,67,116,2,258,575
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 114B","Scarborough",12,53,79,110,2,256,574
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 115","Scarborough",23,28,95,120,1,267,418
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 116","Scarborough",10,38,45,59,1,153,375
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 117","Scarborough",13,13,45,72,1,144,325
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 118","Scarborough",16,12,64,112,1,205,323
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 119","Scarborough",18,12,100,127,1,258,357
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 120","Scarborough",3,20,11,44,0,78,207
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 121","Scarborough",24,23,85,95,1,228,368
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 122","Scarborough",11,25,62,73,0,171,329
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 123","Scarborough",12,16,53,82,0,163,277
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 124","Scarborough",16,14,62,98,0,190,307
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 125","Scarborough",12,24,47,71,1,155,314
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 126","Scarborough",17,21,133,131,0,302,466
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 127","Scarborough",19,17,77,121,0,234,372
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 128","Scarborough",13,17,77,122,0,229,369
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 129","Scarborough",9,24,85,92,2,212,349
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 130","Scarborough",19,26,109,115,2,271,415
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 131","Scarborough",24,15,65,128,1,233,356
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 132","Scarborough",23,22,73,117,1,236,372
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 133","Scarborough",13,19,52,102,0,186,322
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 134","Scarborough",12,20,79,87,0,198,317
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 135","Scarborough",22,44,94,88,0,248,451
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 136","Scarborough",11,35,86,88,1,221,403
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 136-1","Scarborough",12,22,58,109,1,202,474
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 137","Scarborough",8,48,37,74,0,167,421
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 138","Scarborough",10,28,56,93,2,189,430
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 139","Scarborough",6,25,32,85,2,150,336
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 140","Scarborough",8,20,42,103,0,173,401
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 141","Scarborough",7,13,55,55,0,130,237
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 142","Scarborough",13,23,54,72,0,162,286
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 143","Scarborough",12,22,81,83,3,201,365
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 144","Scarborough",13,30,62,86,0,191,361
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 145","Scarborough",5,32,21,52,1,111,313
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 146","Scarborough",14,48,76,141,0,279,642
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 147","Scarborough",2,29,23,17,0,71,240
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 148","Scarborough",10,23,51,111,2,197,480
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 149","Scarborough",13,19,63,85,0,180,368
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 150","Scarborough",23,25,60,52,0,160,338
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 151","Scarborough",14,43,64,113,0,234,501
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 152","Scarborough",18,45,36,72,0,171,398
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 153","Scarborough",16,28,86,90,1,221,416
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 154","Scarborough",14,33,72,64,3,186,355
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 155","Scarborough",19,39,79,116,2,255,521
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 156","Scarborough",16,30,80,79,0,205,340
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 157","Scarborough",18,19,107,57,1,202,326
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 400","Scarborough",Void/Supprimé,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 401","Scarborough",1,8,13,34,0,56,156
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 402","Scarborough",6,21,28,43,2,100,238
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 403","Scarborough",2,7,8,23,0,40,130
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 404","Scarborough",1,22,8,48,1,80,174
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 405","Scarborough",1,17,15,32,0,65,187
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 406","Scarborough",6,31,49,119,0,205,477
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 407","Scarborough",4,9,3,41,0,57,147
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 408","Scarborough",3,24,17,74,0,118,284
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 409","Scarborough",7,19,84,127,0,237,299
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 410","Scarborough",6,15,101,87,0,209,292
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 411","Scarborough",2,28,20,91,1,142,473
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 412","Scarborough",1,27,35,107,0,170,315
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 413","Scarborough",2,24,26,101,4,157,291
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 414","Scarborough",8,24,34,60,1,127,266
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 415","Scarborough",15,35,91,118,1,260,349
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 416","Toronto",9,35,39,134,3,220,351
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 500","Mobile poll/Bureau itinérant",6,29,27,54,6,122,360
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 501","Mobile poll/Bureau itinérant",1,9,58,40,10,118,366
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 502","Mobile poll/Bureau itinérant",9,27,125,104,1,266,276
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 600","Scarborough",12,54,116,209,0,391,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 601","Scarborough",20,60,187,238,2,507,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 602","Scarborough",29,59,211,281,5,585,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 603","Scarborough",17,41,126,173,1,358,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 604","Scarborough",14,26,56,99,0,195,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 605","Scarborough",25,50,161,206,2,444,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 606","Scarborough",24,40,177,191,4,436,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 607","Scarborough",45,66,201,287,3,602,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 608","Scarborough",2,15,26,56,0,99,
35082,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 1/Groupe 1,11,8,23,32,3,77,128
35082,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 2/Groupe 2,10,30,77,115,8,240,

