Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jo-Anne Boulding,Tony Clement,Glen Hodgson,Jamie McGarvey,David Rowland,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 164","Bracebridge",25,118,27,71,2,0,243,448
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 165","Bracebridge",34,101,22,50,0,1,208,418
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 166","Bracebridge",27,57,23,45,0,0,152,297
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 167","Muskoka Lakes",8,34,9,20,0,0,71,173
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 168","Bracebridge",23,103,29,83,1,0,239,412
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169A","Bracebridge",33,88,25,61,1,0,208,247
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169B","Bracebridge",24,118,18,62,1,0,223,312
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169-1A","Bracebridge",Merged with No. 169A/Fusionné avec le nº 169A,,,,,,,160
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169-1B","Bracebridge",Merged with No. 169B/Fusionné avec le nº 169B,,,,,,,139
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 170","Bracebridge",24,55,19,27,0,0,125,274
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 171","Bracebridge",4,49,12,39,0,0,104,211
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 172","Bracebridge",25,101,28,72,2,0,228,452
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 173A","Bracebridge",11,64,10,35,0,0,120,241
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 173B","Bracebridge",11,53,17,48,0,0,129,232
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174A","Bracebridge",25,65,28,43,5,0,166,362
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174B","Bracebridge",44,107,35,45,2,0,233,412
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 175","Bracebridge",39,69,28,32,1,0,169,375
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 176","Bracebridge",33,100,20,53,1,0,207,346
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 400","Bracebridge",4,41,5,7,1,0,58,159
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500A","Mobile poll/Bureau itinérant",7,42,9,23,1,4,86,162
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,14
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 501","Mobile poll/Bureau itinérant",7,36,3,27,1,1,75,99
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 502","Mobile poll/Bureau itinérant",9,66,5,29,2,1,112,154
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 503","Mobile poll/Bureau itinérant",11,38,2,25,1,2,79,234
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 504","Mobile poll/Bureau itinérant",4,12,0,10,1,0,27,73
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 600","Britt",6,47,5,29,1,0,88,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 601","South River",5,41,5,13,4,0,68,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 602","Sundridge",45,289,43,64,5,0,446,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 603","Burk's Falls",56,280,52,116,7,1,512,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 604","Parry Sound",26,210,24,74,3,0,337,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 605","Parry Sound",38,338,56,209,2,5,648,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 606","Parry Sound",17,157,25,73,3,2,277,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 607","Huntsville",86,464,82,191,3,3,829,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 608","Huntsville",33,280,51,120,5,0,489,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 609","Huntsville",41,368,49,119,3,0,580,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 610","MacTier",18,196,24,79,2,0,319,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 611","Gravenhurst",50,293,34,85,9,2,473,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 612","Gravenhurst",78,548,87,193,2,0,908,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 613","Bracebridge",46,257,35,122,1,1,462,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 614","Bracebridge",58,339,59,120,4,1,581,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 615","Bracebridge",43,412,56,167,5,2,685,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 1/Groupe 1,8,55,14,31,0,2,110,203
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 2/Groupe 2,85,566,117,347,5,5,1125,

