Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ralph Bunag,Otto Casanova,Bonnie Crombie,Wajid Khan,Keith Pinto,Viktor Spanovic,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 39","Mississauga",0,11,64,56,15,2,0,148,298
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 39-1","Mississauga",0,15,48,67,11,3,0,144,257
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 40","Mississauga",3,15,95,100,25,2,2,242,408
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 41","Mississauga",0,9,105,54,15,0,0,183,370
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 42","Mississauga",0,19,129,109,32,4,3,296,523
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 43","Mississauga",2,11,76,34,29,2,0,154,319
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 44","Mississauga",0,14,74,63,19,2,0,172,332
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 45","Mississauga",1,12,78,58,16,0,1,166,316
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 45-1","Mississauga",0,9,73,53,4,0,0,139,283
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 46","Mississauga",0,5,83,60,7,1,0,156,299
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 46-1","Mississauga",0,9,79,44,11,2,0,145,287
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 47A","Mississauga",6,10,81,80,16,2,2,197,375
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 47B","Mississauga",3,11,61,63,13,0,0,151,356
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 48","Mississauga",0,23,92,118,25,4,3,265,461
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 49A","Mississauga",0,11,51,62,27,2,0,153,337
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 49B","Mississauga",0,21,36,45,17,1,1,121,284
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 50","Mississauga",0,14,54,52,20,1,1,142,278
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 51","Mississauga",1,20,80,82,25,1,0,209,363
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 52","Mississauga",0,25,96,72,26,1,2,222,379
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 53","Mississauga",0,9,52,60,27,2,0,150,311
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 54","Mississauga",6,13,70,87,43,0,1,220,457
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 55","Mississauga",0,5,14,12,14,0,0,45,135
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 56","Mississauga",1,19,55,72,30,1,1,179,365
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 57","Mississauga",5,34,117,87,26,4,1,274,489
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 58","Mississauga",1,26,79,113,35,0,2,256,431
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 59","Mississauga",5,15,64,81,26,2,2,195,385
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 60","Mississauga",4,9,25,41,20,1,0,100,212
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 61","Mississauga",0,12,90,81,27,1,2,213,293
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 62","Mississauga",1,11,49,41,22,1,0,125,326
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 63","Mississauga",3,13,45,51,16,0,1,129,238
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 64","Mississauga",1,30,72,49,24,2,1,179,312
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 65","Mississauga",3,15,65,80,23,0,1,187,359
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 66","Mississauga",1,28,64,72,24,1,1,191,332
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 67","Mississauga",1,28,103,122,30,1,0,285,499
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 68","Mississauga",0,16,44,71,29,0,2,162,298
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 69","Mississauga",0,18,62,51,40,0,0,171,360
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 70","Mississauga",0,26,95,100,18,4,1,244,429
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 71","Mississauga",1,14,90,126,28,2,1,262,474
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 72","Mississauga",1,24,114,89,29,4,1,262,566
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 73","Mississauga",3,23,87,85,26,1,2,227,432
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 74","Mississauga",2,27,102,104,45,6,0,286,494
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 75","Mississauga",3,14,85,62,31,10,1,206,373
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 76","Mississauga",0,29,104,59,30,1,1,224,468
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 77","Mississauga",0,24,58,40,23,5,0,150,271
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 78","Mississauga",0,10,59,55,11,1,0,136,223
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 79","Mississauga",0,20,79,79,18,0,0,196,306
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 80","Mississauga",1,17,53,55,36,2,0,164,332
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 80-1","Mississauga",1,17,48,57,28,2,4,157,329
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 81","Mississauga",5,14,52,60,14,0,0,145,302
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 82","Mississauga",0,23,68,75,35,1,0,202,368
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 83","Mississauga",4,23,87,81,40,1,0,236,507
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 84","Mississauga",3,22,61,95,24,3,2,210,411
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 85","Mississauga",1,28,102,140,24,3,2,300,487
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 86","Mississauga",3,34,85,85,27,6,0,240,393
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 87","Mississauga",3,23,71,71,23,0,2,193,340
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 88","Mississauga",2,34,86,80,31,0,0,233,405
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 89","Mississauga",1,10,41,55,20,2,0,129,277
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 90","Mississauga",1,8,55,54,34,2,0,154,275
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 91","Mississauga",1,8,53,43,14,2,2,123,217
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 92","Mississauga",0,12,46,41,27,2,1,129,370
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 93","Mississauga",3,7,59,37,22,0,1,129,383
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 94","Mississauga",8,11,87,73,25,4,2,210,506
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 95","Mississauga",0,14,42,39,11,3,1,110,228
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 96","Mississauga",2,14,53,80,33,2,1,185,357
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 97","Mississauga",1,21,70,53,44,3,0,192,401
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 98","Mississauga",0,19,48,44,23,3,0,137,284
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 99","Mississauga",0,15,91,104,10,0,0,220,451
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 100","Mississauga",1,22,93,89,16,4,0,225,367
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 101","Mississauga",1,3,47,54,4,4,0,113,212
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 102","Mississauga",1,14,83,93,17,3,1,212,348
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 103","Mississauga",1,15,52,56,19,4,0,147,274
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 104","Mississauga",1,9,78,81,9,3,1,182,281
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 105","Mississauga",1,8,52,47,10,5,0,123,234
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 106","Mississauga",0,16,36,48,11,2,2,115,231
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 107","Mississauga",1,25,112,76,27,7,1,249,542
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 108","Mississauga",0,16,61,48,15,1,0,141,231
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 109","Mississauga",1,23,122,105,27,6,2,286,513
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 110","Mississauga",2,17,93,85,28,3,1,229,429
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 111","Mississauga",0,6,41,40,17,1,1,106,301
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 112","Mississauga",1,10,105,94,16,9,2,237,428
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 113","Mississauga",0,18,64,63,12,6,1,164,264
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 114","Mississauga",0,12,57,55,15,1,0,140,257
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 115","Mississauga",0,9,63,79,11,0,1,163,308
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 115-1","Mississauga",1,15,55,44,1,2,2,120,241
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 116","Mississauga",3,15,131,72,21,2,0,244,565
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 117","Mississauga",0,4,30,13,9,0,0,56,155
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 117-1","Mississauga",2,13,125,55,15,0,0,210,455
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 118","Mississauga",2,10,76,42,16,2,0,148,330
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 118-1","Mississauga",0,5,79,48,10,2,1,145,303
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 119","Mississauga",3,5,130,86,18,2,0,244,469
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 120","Mississauga",1,7,123,70,21,2,1,225,331
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 121","Mississauga",1,5,58,46,6,2,1,119,244
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 121-1","Mississauga",0,9,79,42,11,2,1,144,333
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 122","Mississauga",0,7,62,27,7,1,1,105,208
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 122-1","Mississauga",2,3,72,34,9,1,2,123,323
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 123","Mississauga",4,5,114,59,13,0,1,196,464
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 124A","Mississauga",2,4,65,38,19,0,1,129,323
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 124B","Mississauga",0,1,64,44,15,1,1,126,332
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 125","Mississauga",2,7,89,44,18,0,0,160,389
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 126","Mississauga",0,8,118,50,27,2,3,208,475
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 126-1","Mississauga",2,7,112,50,14,0,3,188,388
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 126-2","Mississauga",3,6,105,74,15,1,7,211,467
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 127","Mississauga",5,8,124,85,22,5,1,250,535
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 128","Mississauga",2,10,125,76,17,2,1,233,500
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 129","Mississauga",0,9,73,47,1,1,2,133,290
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 129-1","Mississauga",1,4,75,40,5,2,0,127,252
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 130","Mississauga",0,7,105,92,7,6,0,217,452
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 131","Mississauga",5,8,154,68,15,3,1,254,547
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 132","Mississauga",2,11,119,71,13,4,3,223,418
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 133","Mississauga",13,6,72,29,12,0,1,133,428
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 134","Mississauga",5,7,65,45,20,1,3,146,272
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 134-1","Mississauga",4,4,103,62,19,0,2,194,380
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 135","Mississauga",7,10,134,50,10,0,1,212,468
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 136","Mississauga",2,7,130,73,22,0,2,236,459
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 137","Mississauga",2,12,165,99,10,2,1,291,530
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 138","Mississauga",3,6,101,67,16,1,0,194,430
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 139","Mississauga",0,9,111,55,19,0,2,196,407
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 139-1","Mississauga",2,8,66,54,20,2,1,153,318
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 140","Mississauga",11,10,91,60,13,0,0,185,423
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 141","Mississauga",2,5,62,42,10,0,0,121,281
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 141-1","Mississauga",1,2,61,50,22,1,0,137,275
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 142","Mississauga",1,10,88,50,28,1,1,179,520
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 143","Mississauga",0,8,80,60,17,1,1,167,480
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 144","Mississauga",4,5,94,69,13,4,1,190,472
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 145","Mississauga",3,8,79,61,21,2,3,177,474
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 146","Mississauga",0,10,53,47,27,1,2,140,395
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 146-1","Mississauga",1,3,91,35,13,3,2,148,248
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 147","Mississauga",1,8,127,84,17,2,1,240,476
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 148","Mississauga",5,2,101,37,18,1,1,165,369
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 149","Mississauga",5,2,109,53,26,1,4,200,497
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 150","Mississauga",0,5,91,63,31,2,2,194,421
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 151","Mississauga",1,10,89,62,19,1,3,185,367
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 151-1","Mississauga",2,3,98,48,20,3,1,175,349
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 152","Mississauga",0,3,104,50,25,0,1,183,356
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 152-1","Mississauga",2,9,129,64,21,0,0,225,384
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 153","Mississauga",6,10,135,75,21,4,0,251,448
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 154","Mississauga",2,12,75,66,21,1,0,177,418
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 155","Mississauga",0,14,119,77,28,0,3,241,505
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 156","Mississauga",0,5,66,37,12,3,0,123,295
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 156-1","Mississauga",0,4,76,54,7,0,1,142,314
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 157","Mississauga",4,11,73,37,11,4,0,140,273
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 158","Mississauga",5,12,113,59,15,0,0,204,476
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 159","Mississauga",3,13,120,57,6,1,1,201,404
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 160","Mississauga",3,7,94,58,18,1,3,184,370
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 161","Mississauga",4,9,145,66,31,2,1,258,520
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 162","Mississauga",0,5,60,35,14,0,0,114,235
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 163","Mississauga",0,8,121,73,12,2,1,217,376
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 164","Mississauga",0,10,81,64,3,2,0,160,315
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 164-1","Mississauga",0,1,55,20,3,1,1,81,221
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 165","Mississauga",3,20,149,95,13,3,2,285,557
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 166","Mississauga",6,19,154,74,31,3,0,287,524
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 167","Mississauga",0,9,73,52,9,3,0,146,331
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 168","Mississauga",0,13,26,28,10,0,0,77,209
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 169","Mississauga",2,30,92,71,31,0,3,229,433
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 170","Mississauga",0,22,76,52,32,1,3,186,313
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 171","Mississauga",0,11,79,65,4,9,1,169,300
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 172","Mississauga",0,2,103,72,9,0,0,186,312
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 172-1","Mississauga",6,10,78,61,9,0,0,164,361
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 173","Mississauga",2,21,112,94,25,2,1,257,553
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 173-1","Mississauga",0,7,75,69,19,5,1,176,355
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 174","Mississauga",1,8,117,94,5,2,0,227,517
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 175","Mississauga",0,8,65,42,6,1,1,123,294
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 175-1","Mississauga",1,3,63,33,3,0,0,103,272
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 176","Mississauga",1,4,73,41,1,3,1,124,268
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 176-1","Mississauga",0,0,95,37,4,3,0,139,294
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 177","Mississauga",3,3,74,74,7,0,1,162,357
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 178","Mississauga",2,6,67,36,8,0,0,119,332
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 400","Mississauga",0,10,58,43,13,0,0,124,228
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 401","Mississauga",0,9,53,55,7,0,0,124,231
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 402","Mississauga",1,2,36,24,7,0,0,70,228
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 403","Mississauga",0,11,51,52,33,1,0,148,393
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 404","Mississauga",4,4,28,25,13,1,0,75,190
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 405","Mississauga",1,9,44,49,26,0,1,130,372
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 406","Mississauga",0,8,34,21,10,1,1,75,236
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 407","Mississauga",0,5,20,24,19,0,0,68,234
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 408","Mississauga",1,19,31,35,17,0,3,106,360
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 600","Mississauga",2,47,230,204,36,9,1,529,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 601","Mississauga",0,16,164,108,11,1,0,300,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 602","Mississauga",9,23,225,185,23,4,2,471,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 603","Mississauga",2,15,166,112,10,6,3,314,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 604","Mississauga",1,30,157,234,46,10,4,482,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 605","Mississauga",1,24,124,146,34,1,6,336,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 606","Mississauga",4,24,103,113,28,1,0,273,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 607","Mississauga",4,39,189,193,33,4,5,467,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 608","Mississauga",7,8,135,83,23,0,0,256,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 609","Mississauga",7,25,262,148,24,5,1,472,
