Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dominique Bellemare,Claude Debellefeuille,Maria Lopez,Anne Minh Thu Quach,David Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 201","Napierville",29,65,21,23,11,5,154,261
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 202","Napierville",38,96,34,16,7,1,192,361
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 203","Napierville",26,43,32,24,7,5,137,264
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 204","Saint-Cyprien-de-Napierville",42,94,42,39,8,7,232,208
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 205A","Saint-Cyprien-de-Napierville",40,104,54,27,11,6,242,415
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 205B","Saint-Cyprien-de-Napierville",Merged with No. 204/Fusionné avec le nº 204,,,,,,,183
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 206","Sherrington",25,123,31,19,6,5,209,362
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 207","Sherrington",18,75,34,23,8,2,160,269
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 208","Sherrington",56,132,50,37,8,6,289,472
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 209","Sherrington",56,93,47,24,10,6,236,393
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 210","Saint-Bernard-de-Lacolle",15,54,27,17,11,1,125,266
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 211","Saint-Bernard-de-Lacolle",48,113,47,42,16,2,268,482
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 212","Saint-Bernard-de-Lacolle",55,83,58,30,25,0,251,433
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 400","Salaberry-de-Valleyfield",6,3,1,1,0,1,12,150
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 500","Mobile poll/Bureau itinérant",15,16,18,0,0,0,49,86
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 501","Mobile poll/Bureau itinérant",17,19,28,2,2,5,73,122
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 502","Mobile poll/Bureau itinérant",19,18,18,2,3,2,62,98
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 503","Mobile poll/Bureau itinérant",9,9,11,1,1,4,35,33
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 504","Mobile poll/Bureau itinérant",15,24,20,3,0,4,66,163
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 600","Huntingdon--Akwesasne",271,217,170,59,37,4,758,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 601","Saint-Stanislas-de-Kostka--Saint-Étienne-de-Beauharnois",53,94,14,9,3,2,175,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 602","Salaberry-de-Valleyfield",253,462,101,78,13,9,916,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 603","Salaberry-de-Valleyfield",190,326,100,44,9,8,677,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 604","Salaberry-de-Valleyfield",66,223,27,26,11,7,360,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 605","Salaberry-de-Valleyfield",189,396,108,59,20,10,782,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 606","Salaberry-de-Valleyfield",197,480,99,79,15,19,889,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 607","Beauharnois",202,370,114,44,15,9,754,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 608","Saint-Chrysostome--Sainte-Martine",80,140,49,23,12,2,306,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 609","Ormstown--Franklin",103,129,74,34,21,3,364,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 610","Hemmingford",92,64,60,19,41,1,277,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 611","Saint-Rémi",151,266,75,30,12,8,542,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 612","Saint-Édouard",55,100,29,15,4,1,204,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry"," 613","Napierville",115,143,72,53,21,7,411,
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry",,Group 1/Groupe 1,33,32,23,5,7,1,101,183
24006,"Beauharnois--Salaberry/Beauharnois--Salaberry",,Group 2/Groupe 2,212,501,57,44,17,2,833,

