Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rob Anders,Teale Phelps Bondaroff,Jennifer Pollock,Kirk Schmidt,André Vachon,Randy Weeks,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48009,"Calgary West/Calgary-Ouest"," 1A","Calgary",167,8,32,5,1,18,0,231,395
48009,"Calgary West/Calgary-Ouest"," 1B","Calgary",Merged with No. 4/Fusionné avec le nº 4,,,,,,,,144
48009,"Calgary West/Calgary-Ouest"," 2A","Calgary",155,18,54,1,0,19,0,247,468
48009,"Calgary West/Calgary-Ouest"," 2B","Calgary",109,19,35,2,1,24,0,190,204
48009,"Calgary West/Calgary-Ouest"," 3","Calgary",138,24,49,8,0,40,1,260,491
48009,"Calgary West/Calgary-Ouest"," 4","Calgary",127,8,27,5,0,20,0,187,251
48009,"Calgary West/Calgary-Ouest"," 5","Calgary",Merged with No. 2B/Fusionné avec le nº 2B,,,,,,,,204
48009,"Calgary West/Calgary-Ouest"," 6","Calgary",101,23,23,4,0,26,2,179,422
48009,"Calgary West/Calgary-Ouest"," 7","Calgary",132,17,41,3,2,26,0,221,491
48009,"Calgary West/Calgary-Ouest"," 8","Calgary",118,9,23,2,0,16,0,168,294
48009,"Calgary West/Calgary-Ouest"," 9","Calgary",97,12,24,4,0,24,1,162,199
48009,"Calgary West/Calgary-Ouest"," 10","Calgary",Merged with No. 16/Fusionné avec le nº 16,,,,,,,,138
48009,"Calgary West/Calgary-Ouest"," 11","Calgary",98,14,30,6,1,27,2,178,401
48009,"Calgary West/Calgary-Ouest"," 12","Calgary",78,18,34,5,0,36,0,171,325
48009,"Calgary West/Calgary-Ouest"," 13","Calgary",117,11,31,1,1,17,1,179,353
48009,"Calgary West/Calgary-Ouest"," 14","Calgary",139,21,53,7,1,25,0,246,471
48009,"Calgary West/Calgary-Ouest"," 15","Calgary",103,19,31,4,0,17,0,174,339
48009,"Calgary West/Calgary-Ouest"," 16","Calgary",83,19,35,6,0,23,0,166,202
48009,"Calgary West/Calgary-Ouest"," 17","Calgary",144,18,23,3,0,17,0,205,407
48009,"Calgary West/Calgary-Ouest"," 18","Calgary",111,10,42,1,0,17,0,181,310
48009,"Calgary West/Calgary-Ouest"," 19","Calgary",182,15,59,4,1,27,2,290,476
48009,"Calgary West/Calgary-Ouest"," 20","Calgary",166,9,38,5,0,33,0,251,419
48009,"Calgary West/Calgary-Ouest"," 21","Calgary",142,5,18,6,1,17,0,189,324
48009,"Calgary West/Calgary-Ouest"," 22","Calgary",125,8,25,2,1,26,1,188,327
48009,"Calgary West/Calgary-Ouest"," 23","Calgary",125,8,42,2,0,20,0,197,348
48009,"Calgary West/Calgary-Ouest"," 24","Calgary",168,8,58,7,1,19,1,262,460
48009,"Calgary West/Calgary-Ouest"," 25","Calgary",108,7,23,2,0,16,0,156,319
48009,"Calgary West/Calgary-Ouest"," 26","Calgary",101,2,23,9,0,10,1,146,275
48009,"Calgary West/Calgary-Ouest"," 27","Calgary",117,13,46,3,0,39,1,219,379
48009,"Calgary West/Calgary-Ouest"," 28A","Calgary",129,12,31,5,0,18,0,195,377
48009,"Calgary West/Calgary-Ouest"," 28B","Calgary",Merged with No. 9/Fusionné avec le nº 9,,,,,,,,159
48009,"Calgary West/Calgary-Ouest"," 29","Calgary",175,6,28,7,0,26,0,242,411
48009,"Calgary West/Calgary-Ouest"," 30","Calgary",208,11,74,12,3,37,3,348,534
48009,"Calgary West/Calgary-Ouest"," 31","Calgary",138,9,69,10,0,15,0,241,416
48009,"Calgary West/Calgary-Ouest"," 32","Calgary",130,7,55,4,2,20,0,218,395
48009,"Calgary West/Calgary-Ouest"," 33","Calgary",195,18,58,12,2,34,0,319,525
48009,"Calgary West/Calgary-Ouest"," 34","Calgary",165,24,75,8,1,20,0,293,504
48009,"Calgary West/Calgary-Ouest"," 35","Calgary",83,10,34,4,2,19,0,152,286
48009,"Calgary West/Calgary-Ouest"," 36","Calgary",159,17,71,4,1,26,0,278,477
48009,"Calgary West/Calgary-Ouest"," 37","Calgary",182,16,78,12,0,30,0,318,514
48009,"Calgary West/Calgary-Ouest"," 38","Calgary",120,19,39,7,0,26,1,212,351
48009,"Calgary West/Calgary-Ouest"," 39","Calgary",193,11,52,10,1,15,3,285,446
48009,"Calgary West/Calgary-Ouest"," 40","Calgary",106,10,40,4,0,10,0,170,271
48009,"Calgary West/Calgary-Ouest"," 41","Calgary",156,16,41,6,1,42,1,263,448
48009,"Calgary West/Calgary-Ouest"," 42","Calgary",201,15,66,14,2,30,0,328,500
48009,"Calgary West/Calgary-Ouest"," 43","Calgary",146,11,48,9,0,25,0,239,427
48009,"Calgary West/Calgary-Ouest"," 44","Calgary",142,22,58,3,1,26,1,253,452
48009,"Calgary West/Calgary-Ouest"," 45","Calgary",140,13,34,6,0,36,1,230,337
48009,"Calgary West/Calgary-Ouest"," 46","Calgary",124,15,60,9,0,32,1,241,449
48009,"Calgary West/Calgary-Ouest"," 47","Calgary",146,13,45,5,0,38,1,248,371
48009,"Calgary West/Calgary-Ouest"," 48","Calgary",115,15,44,7,0,34,0,215,382
48009,"Calgary West/Calgary-Ouest"," 49","Calgary",86,17,32,5,1,12,1,154,305
48009,"Calgary West/Calgary-Ouest"," 50","Calgary",133,18,67,8,2,29,0,257,367
48009,"Calgary West/Calgary-Ouest"," 51","Calgary",135,21,41,6,1,37,1,242,359
48009,"Calgary West/Calgary-Ouest"," 52","Calgary",130,21,45,9,0,34,0,239,399
48009,"Calgary West/Calgary-Ouest"," 53","Calgary",160,11,66,10,1,30,2,280,430
48009,"Calgary West/Calgary-Ouest"," 54","Calgary",147,12,44,8,1,26,0,238,386
48009,"Calgary West/Calgary-Ouest"," 55","Calgary",107,16,57,6,1,35,0,222,357
48009,"Calgary West/Calgary-Ouest"," 56","Calgary",102,15,54,6,0,28,0,205,364
48009,"Calgary West/Calgary-Ouest"," 57","Calgary",127,20,43,20,0,44,2,256,384
48009,"Calgary West/Calgary-Ouest"," 58","Calgary",147,23,55,8,1,39,0,273,493
48009,"Calgary West/Calgary-Ouest"," 59","Calgary",149,14,74,10,0,37,0,284,429
48009,"Calgary West/Calgary-Ouest"," 60","Calgary",104,15,48,8,0,32,1,208,359
48009,"Calgary West/Calgary-Ouest"," 61","Calgary",130,18,46,11,1,39,0,245,418
48009,"Calgary West/Calgary-Ouest"," 62","Calgary",163,16,69,15,0,51,0,314,442
48009,"Calgary West/Calgary-Ouest"," 63","Calgary",127,10,40,6,0,21,2,206,364
48009,"Calgary West/Calgary-Ouest"," 64A","Calgary",137,20,72,8,0,24,0,261,450
48009,"Calgary West/Calgary-Ouest"," 64B","Calgary",Merged with No. 67/Fusionné avec le nº 67,,,,,,,,119
48009,"Calgary West/Calgary-Ouest"," 65","Calgary",134,7,76,7,1,24,1,250,390
48009,"Calgary West/Calgary-Ouest"," 66","Calgary",92,8,44,7,1,10,0,162,270
48009,"Calgary West/Calgary-Ouest"," 67","Calgary",170,3,72,8,0,29,1,283,343
48009,"Calgary West/Calgary-Ouest"," 68","Calgary",124,8,75,13,0,16,4,240,421
48009,"Calgary West/Calgary-Ouest"," 69","Calgary",119,21,66,5,0,33,2,246,377
48009,"Calgary West/Calgary-Ouest"," 70","Calgary",92,11,47,7,1,25,0,183,321
48009,"Calgary West/Calgary-Ouest"," 71","Calgary",103,15,75,6,0,28,0,227,396
48009,"Calgary West/Calgary-Ouest"," 72","Calgary",109,16,50,10,1,25,0,211,384
48009,"Calgary West/Calgary-Ouest"," 73","Calgary",110,19,58,1,0,20,0,208,482
48009,"Calgary West/Calgary-Ouest"," 74","Calgary",110,23,72,3,0,25,1,234,382
48009,"Calgary West/Calgary-Ouest"," 75","Calgary",70,21,29,3,0,12,1,136,277
48009,"Calgary West/Calgary-Ouest"," 76","Calgary",97,4,48,11,1,22,0,183,332
48009,"Calgary West/Calgary-Ouest"," 77","Calgary",Merged with No. 78/Fusionné avec le nº 78,,,,,,,,148
48009,"Calgary West/Calgary-Ouest"," 78","Calgary",119,23,71,9,1,20,1,244,290
48009,"Calgary West/Calgary-Ouest"," 79","Calgary",69,13,51,7,1,23,0,164,255
48009,"Calgary West/Calgary-Ouest"," 80","Calgary",95,12,77,13,2,35,1,235,341
48009,"Calgary West/Calgary-Ouest"," 81","Calgary",75,31,53,7,0,40,3,209,469
48009,"Calgary West/Calgary-Ouest"," 82A","Calgary",76,17,41,3,0,22,0,159,331
48009,"Calgary West/Calgary-Ouest"," 82B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,123
48009,"Calgary West/Calgary-Ouest"," 83","Calgary",92,6,75,7,1,15,1,197,304
48009,"Calgary West/Calgary-Ouest"," 84","Calgary",118,14,80,7,0,25,0,244,469
48009,"Calgary West/Calgary-Ouest"," 85","Calgary",116,25,61,6,0,31,3,242,510
48009,"Calgary West/Calgary-Ouest"," 86","Calgary",101,9,44,4,0,21,0,179,296
48009,"Calgary West/Calgary-Ouest"," 87","Calgary",73,16,36,4,0,22,0,151,298
48009,"Calgary West/Calgary-Ouest"," 88","Calgary",82,28,24,5,1,28,1,169,340
48009,"Calgary West/Calgary-Ouest"," 89","Calgary",103,22,41,4,0,26,0,196,353
48009,"Calgary West/Calgary-Ouest"," 90","Calgary",95,18,44,6,0,20,1,184,318
48009,"Calgary West/Calgary-Ouest"," 91A","Calgary",103,47,67,5,0,35,0,257,359
48009,"Calgary West/Calgary-Ouest"," 91B","Calgary",93,36,42,1,3,29,1,205,226
48009,"Calgary West/Calgary-Ouest"," 92","Calgary",Merged with No. 91B/Fusionné avec le nº 91B,,,,,,,,114
48009,"Calgary West/Calgary-Ouest"," 93A","Calgary",142,8,48,7,1,23,1,230,464
48009,"Calgary West/Calgary-Ouest"," 93B","Calgary",142,11,37,0,1,23,0,214,442
48009,"Calgary West/Calgary-Ouest"," 94","Calgary",189,7,41,7,0,18,1,263,480
48009,"Calgary West/Calgary-Ouest"," 95","Calgary",129,6,30,3,1,20,1,190,320
48009,"Calgary West/Calgary-Ouest"," 96","Calgary",181,6,55,6,2,11,0,261,449
48009,"Calgary West/Calgary-Ouest"," 97","Calgary",143,11,43,6,0,16,0,219,360
48009,"Calgary West/Calgary-Ouest"," 98","Calgary",123,9,40,6,0,18,1,197,352
48009,"Calgary West/Calgary-Ouest"," 99","Calgary",190,10,55,8,0,22,0,285,514
48009,"Calgary West/Calgary-Ouest"," 100A","Calgary",159,6,43,10,0,16,0,234,416
48009,"Calgary West/Calgary-Ouest"," 100B","Calgary",146,16,42,3,2,25,0,234,438
48009,"Calgary West/Calgary-Ouest"," 101","Calgary",Merged with No. 102A/Fusionné avec le nº 102A,,,,,,,,2
48009,"Calgary West/Calgary-Ouest"," 102A","Calgary",140,40,19,3,3,17,1,223,430
48009,"Calgary West/Calgary-Ouest"," 102B","Calgary",159,38,18,3,0,22,1,241,417
48009,"Calgary West/Calgary-Ouest"," 103","Calgary",103,16,31,0,1,24,0,175,320
48009,"Calgary West/Calgary-Ouest"," 104","Calgary",Merged with No. 112/Fusionné avec le nº 112,,,,,,,,243
48009,"Calgary West/Calgary-Ouest"," 105","Calgary",123,13,25,5,0,40,0,206,373
48009,"Calgary West/Calgary-Ouest"," 106","Calgary",87,23,10,2,0,17,1,140,303
48009,"Calgary West/Calgary-Ouest"," 107","Calgary",112,19,19,5,1,21,0,177,324
48009,"Calgary West/Calgary-Ouest"," 108","Calgary",120,19,55,4,0,33,0,231,403
48009,"Calgary West/Calgary-Ouest"," 109","Calgary",88,27,25,0,0,29,0,169,316
48009,"Calgary West/Calgary-Ouest"," 110","Calgary",66,21,13,2,0,30,0,132,353
48009,"Calgary West/Calgary-Ouest"," 111","Calgary",54,29,15,2,1,10,0,111,304
48009,"Calgary West/Calgary-Ouest"," 112","Calgary",111,24,24,7,0,28,2,196,247
48009,"Calgary West/Calgary-Ouest"," 113","Calgary",119,21,34,7,1,35,0,217,380
48009,"Calgary West/Calgary-Ouest"," 114","Calgary",99,17,24,3,0,29,0,172,345
48009,"Calgary West/Calgary-Ouest"," 115","Calgary",120,17,26,2,0,34,2,201,434
48009,"Calgary West/Calgary-Ouest"," 116","Calgary",101,34,26,2,2,24,0,189,439
48009,"Calgary West/Calgary-Ouest"," 117","Calgary",122,13,32,1,0,17,1,186,331
48009,"Calgary West/Calgary-Ouest"," 118","Calgary",117,10,26,3,0,38,0,194,390
48009,"Calgary West/Calgary-Ouest"," 119","Calgary",67,24,25,3,3,21,0,143,286
48009,"Calgary West/Calgary-Ouest"," 120","Calgary",87,29,24,3,1,36,0,180,406
48009,"Calgary West/Calgary-Ouest"," 121","Calgary",95,25,20,3,2,21,1,167,327
48009,"Calgary West/Calgary-Ouest"," 122","Calgary",78,23,26,3,3,18,1,152,341
48009,"Calgary West/Calgary-Ouest"," 123","Calgary",93,25,29,9,0,27,0,183,419
48009,"Calgary West/Calgary-Ouest"," 124","Calgary",82,11,44,8,2,29,1,177,315
48009,"Calgary West/Calgary-Ouest"," 125","Calgary",59,7,14,1,0,13,0,94,271
48009,"Calgary West/Calgary-Ouest"," 126","Calgary",80,24,50,7,1,40,0,202,346
48009,"Calgary West/Calgary-Ouest"," 127","Calgary",85,19,17,1,2,18,1,143,360
48009,"Calgary West/Calgary-Ouest"," 128A","Calgary",99,21,43,2,4,44,0,213,417
48009,"Calgary West/Calgary-Ouest"," 128B","Calgary",Merged with No. 126/Fusionné avec le nº 126,,,,,,,,109
48009,"Calgary West/Calgary-Ouest"," 129","Calgary",96,16,77,4,0,24,1,218,340
48009,"Calgary West/Calgary-Ouest"," 130","Calgary",106,29,63,8,0,38,1,245,240
