Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rob Anders,Teale Phelps Bondaroff,Jennifer Pollock,Kirk Schmidt,André Vachon,Randy Weeks,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48009,"Calgary West/Calgary-Ouest"," 131","Calgary",Merged with No. 130/Fusionné avec le nº 130,,,,,,,,194
48009,"Calgary West/Calgary-Ouest"," 132A","Calgary",46,21,46,0,0,17,1,131,315
48009,"Calgary West/Calgary-Ouest"," 132B","Calgary",70,25,57,1,0,27,1,181,220
48009,"Calgary West/Calgary-Ouest"," 133","Calgary",Merged with No. 132B/Fusionné avec le nº 132B,,,,,,,,143
48009,"Calgary West/Calgary-Ouest"," 134","Calgary",128,18,120,14,0,31,2,313,455
48009,"Calgary West/Calgary-Ouest"," 135","Calgary",130,15,71,1,1,40,1,259,261
48009,"Calgary West/Calgary-Ouest"," 136","Calgary",72,13,79,2,0,35,0,201,351
48009,"Calgary West/Calgary-Ouest"," 137","Calgary",86,20,83,6,0,28,1,224,375
48009,"Calgary West/Calgary-Ouest"," 138","Calgary",Merged with No. 146/Fusionné avec le nº 146,,,,,,,,43
48009,"Calgary West/Calgary-Ouest"," 139","Calgary",99,14,47,4,0,42,1,207,430
48009,"Calgary West/Calgary-Ouest"," 140","Calgary",84,19,56,9,1,26,1,196,422
48009,"Calgary West/Calgary-Ouest"," 141","Calgary",92,17,59,11,0,41,1,221,374
48009,"Calgary West/Calgary-Ouest"," 142","Calgary",76,26,56,0,0,39,1,198,365
48009,"Calgary West/Calgary-Ouest"," 143","Calgary",86,19,64,6,1,41,2,219,395
48009,"Calgary West/Calgary-Ouest"," 144A","Calgary",Merged with No. 135/Fusionné avec le nº 135,,,,,,,,217
48009,"Calgary West/Calgary-Ouest"," 144B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,183
48009,"Calgary West/Calgary-Ouest"," 145","Calgary",80,7,47,2,0,24,2,162,331
48009,"Calgary West/Calgary-Ouest"," 146","Calgary",73,12,59,6,1,35,0,186,291
48009,"Calgary West/Calgary-Ouest"," 147","Calgary",73,13,49,6,2,31,0,174,317
48009,"Calgary West/Calgary-Ouest"," 148","Calgary",96,28,53,3,1,35,1,217,383
48009,"Calgary West/Calgary-Ouest"," 149","Calgary",101,20,27,4,0,16,1,169,206
48009,"Calgary West/Calgary-Ouest"," 150A","Calgary",111,19,39,6,2,33,0,210,432
48009,"Calgary West/Calgary-Ouest"," 150B","Calgary",78,19,30,3,0,18,1,149,215
48009,"Calgary West/Calgary-Ouest"," 151A","Calgary",49,18,29,3,1,12,1,113,347
48009,"Calgary West/Calgary-Ouest"," 151B","Calgary",Merged with No. 149/Fusionné avec le nº 149,,,,,,,,173
48009,"Calgary West/Calgary-Ouest"," 152","Calgary",Merged with No. 150B/Fusionné avec le nº 150B,,,,,,,,156
48009,"Calgary West/Calgary-Ouest"," 153","Calgary",92,16,46,11,0,26,1,192,353
48009,"Calgary West/Calgary-Ouest"," 154A","Calgary",78,20,48,5,0,26,1,178,330
48009,"Calgary West/Calgary-Ouest"," 154B","Calgary",Merged with No. 158/Fusionné avec le nº 158,,,,,,,,92
48009,"Calgary West/Calgary-Ouest"," 155A","Calgary",101,13,61,9,0,40,1,225,318
48009,"Calgary West/Calgary-Ouest"," 155B","Calgary",Merged with No. 157/Fusionné avec le nº 157,,,,,,,,69
48009,"Calgary West/Calgary-Ouest"," 156","Calgary",110,18,52,6,0,38,1,225,344
48009,"Calgary West/Calgary-Ouest"," 157","Calgary",116,19,48,0,2,29,0,214,275
48009,"Calgary West/Calgary-Ouest"," 158","Calgary",109,13,37,5,1,42,1,208,280
48009,"Calgary West/Calgary-Ouest"," 159","Calgary",127,11,68,9,0,52,0,267,405
48009,"Calgary West/Calgary-Ouest"," 160","Calgary",92,9,67,13,0,33,0,214,323
48009,"Calgary West/Calgary-Ouest"," 161","Calgary",146,7,46,11,0,19,0,229,435
48009,"Calgary West/Calgary-Ouest"," 162","Calgary",121,4,62,11,0,14,3,215,450
48009,"Calgary West/Calgary-Ouest"," 163","Calgary",83,9,63,15,1,13,1,185,365
48009,"Calgary West/Calgary-Ouest"," 164","Calgary",100,1,29,5,0,5,0,140,276
48009,"Calgary West/Calgary-Ouest"," 165","Calgary",116,11,35,7,0,27,0,196,407
48009,"Calgary West/Calgary-Ouest"," 166","Calgary",105,13,46,13,4,34,1,216,479
48009,"Calgary West/Calgary-Ouest"," 167","Calgary",126,21,46,5,0,27,5,230,496
48009,"Calgary West/Calgary-Ouest"," 168","Calgary",91,14,57,11,0,30,1,204,391
48009,"Calgary West/Calgary-Ouest"," 169","Calgary",67,3,34,3,0,29,1,137,242
48009,"Calgary West/Calgary-Ouest"," 170A","Calgary",143,5,49,8,3,16,1,225,358
48009,"Calgary West/Calgary-Ouest"," 170B","Calgary",160,16,49,8,0,20,0,253,502
48009,"Calgary West/Calgary-Ouest"," 171","Calgary",Merged with No. 170A/Fusionné avec le nº 170A,,,,,,,,85
48009,"Calgary West/Calgary-Ouest"," 172","Calgary",126,6,54,9,1,11,0,207,409
48009,"Calgary West/Calgary-Ouest"," 173","Calgary",97,13,34,0,0,19,0,163,316
48009,"Calgary West/Calgary-Ouest"," 174","Calgary",107,6,31,3,0,16,1,164,317
48009,"Calgary West/Calgary-Ouest"," 175","Calgary",134,16,37,4,0,13,0,204,362
48009,"Calgary West/Calgary-Ouest"," 176","Calgary",76,9,32,3,1,22,0,143,245
48009,"Calgary West/Calgary-Ouest"," 177","Calgary",77,7,27,5,0,21,0,137,295
48009,"Calgary West/Calgary-Ouest"," 178","Calgary",137,12,52,10,0,19,2,232,408
48009,"Calgary West/Calgary-Ouest"," 179","Calgary",Merged with No. 181/Fusionné avec le nº 181,,,,,,,,134
48009,"Calgary West/Calgary-Ouest"," 180","Calgary",112,7,31,3,0,15,1,169,333
48009,"Calgary West/Calgary-Ouest"," 181","Calgary",121,6,55,9,0,17,0,208,226
48009,"Calgary West/Calgary-Ouest"," 182","Calgary",Merged with No. 181/Fusionné avec le nº 181,,,,,,,,41
48009,"Calgary West/Calgary-Ouest"," 183","Calgary",Merged with No. 181/Fusionné avec le nº 181,,,,,,,,38
48009,"Calgary West/Calgary-Ouest"," 184","Calgary",Merged with No. 187/Fusionné avec le nº 187,,,,,,,,40
48009,"Calgary West/Calgary-Ouest"," 185","Calgary",Merged with No. 187/Fusionné avec le nº 187,,,,,,,,100
48009,"Calgary West/Calgary-Ouest"," 186","Calgary",109,15,51,8,0,17,0,200,410
48009,"Calgary West/Calgary-Ouest"," 187","Calgary",112,3,27,5,2,14,0,163,234
48009,"Calgary West/Calgary-Ouest"," 188","Calgary",78,6,37,0,0,12,0,133,283
48009,"Calgary West/Calgary-Ouest"," 189","Calgary",89,0,22,8,1,12,0,132,261
48009,"Calgary West/Calgary-Ouest"," 190","Calgary",171,11,49,12,0,25,2,270,458
48009,"Calgary West/Calgary-Ouest"," 191","Calgary",Merged with No. 193/Fusionné avec le nº 193,,,,,,,,112
48009,"Calgary West/Calgary-Ouest"," 192","Calgary",123,9,38,6,0,19,1,196,397
48009,"Calgary West/Calgary-Ouest"," 193","Calgary",105,20,27,1,0,18,0,171,226
48009,"Calgary West/Calgary-Ouest"," 194","Calgary",133,5,35,3,2,21,0,199,368
48009,"Calgary West/Calgary-Ouest"," 195","Calgary",113,11,32,6,0,16,1,179,220
48009,"Calgary West/Calgary-Ouest"," 196","Calgary",Merged with No. 195/Fusionné avec le nº 195,,,,,,,,137
48009,"Calgary West/Calgary-Ouest"," 197","Calgary",128,5,39,4,0,16,0,192,286
48009,"Calgary West/Calgary-Ouest"," 198","Calgary",145,2,50,5,0,17,1,220,384
48009,"Calgary West/Calgary-Ouest"," 199A","Calgary",154,6,38,4,0,16,2,220,396
48009,"Calgary West/Calgary-Ouest"," 199B","Calgary",Merged with No. 197/Fusionné avec le nº 197,,,,,,,,123
48009,"Calgary West/Calgary-Ouest"," 200A","Calgary",157,9,74,5,0,26,0,271,471
48009,"Calgary West/Calgary-Ouest"," 200B","Calgary",Merged with No. 202/Fusionné avec le nº 202,,,,,,,,211
48009,"Calgary West/Calgary-Ouest"," 201","Calgary",152,11,63,6,2,38,1,273,458
48009,"Calgary West/Calgary-Ouest"," 202","Calgary",112,17,71,4,0,26,2,232,272
48009,"Calgary West/Calgary-Ouest"," 203","Calgary",122,17,62,3,2,26,0,232,418
48009,"Calgary West/Calgary-Ouest"," 204","Calgary",116,20,78,5,0,41,1,261,495
48009,"Calgary West/Calgary-Ouest"," 205","Calgary",129,16,76,19,1,28,3,272,420
48009,"Calgary West/Calgary-Ouest"," 206","Calgary",133,10,65,8,2,31,1,250,404
48009,"Calgary West/Calgary-Ouest"," 207","Calgary",119,5,50,20,1,28,0,223,378
48009,"Calgary West/Calgary-Ouest"," 208","Calgary",110,7,64,19,0,17,2,219,335
48009,"Calgary West/Calgary-Ouest"," 209","Calgary",105,4,33,7,1,16,1,167,203
48009,"Calgary West/Calgary-Ouest"," 210A","Calgary",113,11,39,4,0,23,0,190,412
48009,"Calgary West/Calgary-Ouest"," 210B","Calgary",Merged with No. 209/Fusionné avec le nº 209,,,,,,,,196
48009,"Calgary West/Calgary-Ouest"," 211","Calgary",127,12,51,20,1,15,1,227,275
48009,"Calgary West/Calgary-Ouest"," 212","Calgary",137,15,53,13,0,19,0,237,469
48009,"Calgary West/Calgary-Ouest"," 213A","Calgary",120,7,67,4,0,9,0,207,429
48009,"Calgary West/Calgary-Ouest"," 213B","Calgary",Merged with No. 211/Fusionné avec le nº 211,,,,,,,,170
48009,"Calgary West/Calgary-Ouest"," 214","Calgary",78,21,34,0,0,16,0,149,320
48009,"Calgary West/Calgary-Ouest"," 215","Calgary",144,7,37,4,1,15,0,208,416
48009,"Calgary West/Calgary-Ouest"," 216A","Calgary",108,7,49,8,1,15,2,190,403
48009,"Calgary West/Calgary-Ouest"," 216B","Calgary",127,6,38,2,0,23,3,199,391
48009,"Calgary West/Calgary-Ouest"," 217","Calgary",132,6,41,1,0,11,1,192,392
48009,"Calgary West/Calgary-Ouest"," 218","Calgary",Merged with No. 219/Fusionné avec le nº 219,,,,,,,,32
48009,"Calgary West/Calgary-Ouest"," 219","Calgary",166,9,32,10,1,11,0,229,372
48009,"Calgary West/Calgary-Ouest"," 220","Calgary",Merged with No. 219/Fusionné avec le nº 219,,,,,,,,59
48009,"Calgary West/Calgary-Ouest"," 221","Calgary",114,14,37,1,0,13,0,179,277
48009,"Calgary West/Calgary-Ouest"," 222","Calgary",107,12,42,7,1,16,0,185,231
48009,"Calgary West/Calgary-Ouest"," 223","Calgary",174,3,35,6,0,19,0,237,279
48009,"Calgary West/Calgary-Ouest"," 224","Calgary",Merged with No. 221/Fusionné avec le nº 221,,,,,,,,195
48009,"Calgary West/Calgary-Ouest"," 225","Calgary",Merged with No. 222/Fusionné avec le nº 222,,,,,,,,200
48009,"Calgary West/Calgary-Ouest"," 226","Calgary",Merged with No. 229/Fusionné avec le nº 229,,,,,,,,178
48009,"Calgary West/Calgary-Ouest"," 227","Calgary",Merged with No. 223/Fusionné avec le nº 223,,,,,,,,122
48009,"Calgary West/Calgary-Ouest"," 228","Calgary",Merged with No. 223/Fusionné avec le nº 223,,,,,,,,57
48009,"Calgary West/Calgary-Ouest"," 229","Calgary",125,9,51,2,0,10,1,198,265
48009,"Calgary West/Calgary-Ouest"," 230","Calgary",115,12,40,10,2,9,0,188,361
48009,"Calgary West/Calgary-Ouest"," 231A","Calgary",108,11,55,10,0,13,3,200,406
48009,"Calgary West/Calgary-Ouest"," 231B","Calgary",Merged with No. 232/Fusionné avec le nº 232,,,,,,,,134
48009,"Calgary West/Calgary-Ouest"," 232","Calgary",133,11,43,13,1,24,0,225,306
48009,"Calgary West/Calgary-Ouest"," 233A","Calgary",98,6,44,4,1,17,2,172,367
48009,"Calgary West/Calgary-Ouest"," 233B","Calgary",Merged with No. 236/Fusionné avec le nº 236,,,,,,,,131
48009,"Calgary West/Calgary-Ouest"," 234","Calgary",96,11,52,11,2,18,1,191,404
48009,"Calgary West/Calgary-Ouest"," 235","Calgary",86,11,71,6,0,16,1,191,408
48009,"Calgary West/Calgary-Ouest"," 236","Calgary",129,8,36,2,0,21,1,197,252
48009,"Calgary West/Calgary-Ouest"," 237","Calgary",94,6,15,11,0,6,0,132,244
48009,"Calgary West/Calgary-Ouest"," 238","Calgary",136,10,36,12,0,13,1,208,400
48009,"Calgary West/Calgary-Ouest"," 239","Calgary",137,7,36,7,0,19,0,206,392
48009,"Calgary West/Calgary-Ouest"," 240","Calgary",64,8,29,3,0,32,0,136,243
48009,"Calgary West/Calgary-Ouest"," 241","Calgary",128,10,38,8,0,27,2,213,360
48009,"Calgary West/Calgary-Ouest"," 242","Calgary",105,17,34,9,0,22,0,187,314
48009,"Calgary West/Calgary-Ouest"," 243","Calgary",168,10,69,12,0,30,0,289,438
48009,"Calgary West/Calgary-Ouest"," 244","Calgary",138,7,48,9,0,15,0,217,473
48009,"Calgary West/Calgary-Ouest"," 245","Calgary",191,19,51,9,0,26,0,296,461
48009,"Calgary West/Calgary-Ouest"," 246","Calgary",67,8,38,7,1,18,2,141,255
48009,"Calgary West/Calgary-Ouest"," 247","Calgary",189,6,54,11,0,23,1,284,465
48009,"Calgary West/Calgary-Ouest"," 248","Calgary",145,11,58,2,0,30,0,246,407
48009,"Calgary West/Calgary-Ouest"," 249","Calgary",109,4,30,7,0,4,2,156,319
48009,"Calgary West/Calgary-Ouest"," 250A","Calgary",113,12,57,7,0,14,0,203,411
48009,"Calgary West/Calgary-Ouest"," 250B","Calgary",Merged with No. 254/Fusionné avec le nº 254,,,,,,,,154
48009,"Calgary West/Calgary-Ouest"," 251","Calgary",148,11,55,11,1,25,1,252,409
48009,"Calgary West/Calgary-Ouest"," 252","Calgary",116,7,46,6,0,25,1,201,432
