Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dan Boudria,Jean-Sébastien Caron,Pierre Lemieux,Sylvie Lemieux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 603","Clarence",51,9,93,6,0,159,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 604","Rockland",214,30,251,22,1,518,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 605","Rockland",223,40,221,29,1,514,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 606","Plantagenet",138,20,151,15,0,324,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 607","Alfred and Plantagenet",118,17,111,8,0,254,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 608","Vankleek Hill",74,12,75,12,1,174,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 609","Champlain",104,19,252,16,5,396,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 610","Saint-Eugène",52,24,94,11,0,181,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 611","Hawkesbury",177,40,212,7,4,440,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 612","Hawkesbury",263,36,227,21,3,550,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 613","Embrun",114,26,231,5,2,378,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 614","Embrun",211,37,304,22,2,576,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 615","Casselman",106,25,107,15,2,255,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 616","Casselman",157,26,206,19,2,410,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 617","North Glengarry",126,19,205,10,4,364,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 618","North Glengarry",154,36,246,19,2,457,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 1/Groupe 1,53,28,105,6,4,196,453
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 2/Groupe 2,492,66,463,44,12,1077,

