Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ed Ackerman,Joe Chan,Kenny Daodu,Dan Hurley,Jessie Klassen,Pat Martin,Lyle Morrisseau,Darrell Rankin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46011,"Winnipeg Centre/Winnipeg-Centre"," 27","Winnipeg",1,0,71,48,26,85,0,0,0,231,356
46011,"Winnipeg Centre/Winnipeg-Centre"," 27-1","Winnipeg",0,0,92,49,7,48,1,0,2,199,276
46011,"Winnipeg Centre/Winnipeg-Centre"," 28","Winnipeg",1,13,38,37,13,100,1,2,0,205,414
46011,"Winnipeg Centre/Winnipeg-Centre"," 29","Winnipeg",1,1,34,32,11,110,1,1,1,192,463
46011,"Winnipeg Centre/Winnipeg-Centre"," 30","Winnipeg",1,0,31,18,7,110,0,0,1,168,402
46011,"Winnipeg Centre/Winnipeg-Centre"," 31","Winnipeg",1,8,62,28,19,99,0,0,1,218,399
46011,"Winnipeg Centre/Winnipeg-Centre"," 32","Winnipeg",1,0,43,22,15,80,0,0,2,163,357
46011,"Winnipeg Centre/Winnipeg-Centre"," 33","Winnipeg",0,1,25,16,7,79,0,1,1,130,289
46011,"Winnipeg Centre/Winnipeg-Centre"," 34","Winnipeg",0,2,47,21,15,112,0,0,4,201,403
46011,"Winnipeg Centre/Winnipeg-Centre"," 35","Winnipeg",0,0,47,36,16,102,0,0,1,202,407
46011,"Winnipeg Centre/Winnipeg-Centre"," 36","Winnipeg",0,0,52,20,32,78,0,0,0,182,421
46011,"Winnipeg Centre/Winnipeg-Centre"," 37","Winnipeg",3,0,42,24,21,88,1,0,1,180,388
46011,"Winnipeg Centre/Winnipeg-Centre"," 38","Winnipeg",0,1,35,22,10,79,0,0,2,149,386
46011,"Winnipeg Centre/Winnipeg-Centre"," 39","Winnipeg",1,2,43,23,12,94,0,1,1,177,414
46011,"Winnipeg Centre/Winnipeg-Centre"," 40","Winnipeg",1,1,74,46,19,101,2,2,0,246,528
46011,"Winnipeg Centre/Winnipeg-Centre"," 41","Winnipeg",0,0,47,27,33,96,0,1,2,206,403
46011,"Winnipeg Centre/Winnipeg-Centre"," 42","Winnipeg",0,0,30,19,19,86,0,0,0,154,348
46011,"Winnipeg Centre/Winnipeg-Centre"," 43","Winnipeg",0,0,41,32,47,111,2,3,3,239,382
46011,"Winnipeg Centre/Winnipeg-Centre"," 44","Winnipeg",1,1,36,38,30,92,1,0,3,202,311
46011,"Winnipeg Centre/Winnipeg-Centre"," 45","Winnipeg",2,2,34,45,53,100,0,0,2,238,377
46011,"Winnipeg Centre/Winnipeg-Centre"," 46","Winnipeg",1,1,44,27,8,52,0,0,0,133,269
46011,"Winnipeg Centre/Winnipeg-Centre"," 47","Winnipeg",1,2,38,21,11,83,0,0,1,157,406
46011,"Winnipeg Centre/Winnipeg-Centre"," 48","Winnipeg",1,2,26,15,20,111,0,0,4,179,499
46011,"Winnipeg Centre/Winnipeg-Centre"," 49","Winnipeg",0,4,19,20,16,91,1,0,5,156,420
46011,"Winnipeg Centre/Winnipeg-Centre"," 50","Winnipeg",0,1,10,13,5,46,0,0,2,77,243
46011,"Winnipeg Centre/Winnipeg-Centre"," 51","Winnipeg",0,3,16,15,10,74,0,1,1,120,417
46011,"Winnipeg Centre/Winnipeg-Centre"," 52","Winnipeg",0,2,14,16,9,67,1,1,1,111,372
46011,"Winnipeg Centre/Winnipeg-Centre"," 53","Winnipeg",2,1,15,31,6,58,0,2,4,119,408
46011,"Winnipeg Centre/Winnipeg-Centre"," 54","Winnipeg",0,6,29,16,9,109,1,0,2,172,524
46011,"Winnipeg Centre/Winnipeg-Centre"," 55","Winnipeg",0,1,25,37,10,100,0,1,3,177,406
46011,"Winnipeg Centre/Winnipeg-Centre"," 56","Winnipeg",1,1,25,10,8,67,1,0,4,117,282
46011,"Winnipeg Centre/Winnipeg-Centre"," 57","Winnipeg",1,2,41,35,17,104,1,5,1,207,453
46011,"Winnipeg Centre/Winnipeg-Centre"," 58","Winnipeg",1,1,53,27,10,106,0,0,3,201,411
46011,"Winnipeg Centre/Winnipeg-Centre"," 59","Winnipeg",0,0,34,28,19,95,0,1,1,178,352
46011,"Winnipeg Centre/Winnipeg-Centre"," 60","Winnipeg",0,0,43,47,22,140,2,1,2,257,619
46011,"Winnipeg Centre/Winnipeg-Centre"," 61","Winnipeg",1,0,29,18,14,70,0,0,0,132,386
46011,"Winnipeg Centre/Winnipeg-Centre"," 62","Winnipeg",2,2,19,16,3,53,3,0,6,104,416
46011,"Winnipeg Centre/Winnipeg-Centre"," 63","Winnipeg",1,1,13,10,7,52,2,1,1,88,339
46011,"Winnipeg Centre/Winnipeg-Centre"," 64","Winnipeg",0,1,23,14,13,76,3,1,3,134,433
46011,"Winnipeg Centre/Winnipeg-Centre"," 65","Winnipeg",3,2,28,18,15,88,1,0,1,156,461
46011,"Winnipeg Centre/Winnipeg-Centre"," 66","Winnipeg",0,0,32,10,17,103,1,2,3,168,401
46011,"Winnipeg Centre/Winnipeg-Centre"," 67","Winnipeg",4,0,32,17,15,69,0,1,3,141,448
46011,"Winnipeg Centre/Winnipeg-Centre"," 68","Winnipeg",0,0,20,7,5,49,1,0,1,83,244
46011,"Winnipeg Centre/Winnipeg-Centre"," 69","Winnipeg",1,3,39,19,3,79,1,2,2,149,388
46011,"Winnipeg Centre/Winnipeg-Centre"," 70","Winnipeg",0,0,8,7,0,45,0,0,0,60,243
46011,"Winnipeg Centre/Winnipeg-Centre"," 71","Winnipeg",2,5,34,27,12,92,1,3,6,182,743
46011,"Winnipeg Centre/Winnipeg-Centre"," 72","Winnipeg",1,4,19,15,9,72,3,2,4,129,568
46011,"Winnipeg Centre/Winnipeg-Centre"," 73","Winnipeg",0,4,20,11,1,71,2,0,0,109,461
46011,"Winnipeg Centre/Winnipeg-Centre"," 74","Winnipeg",0,1,18,21,7,52,3,0,0,102,406
46011,"Winnipeg Centre/Winnipeg-Centre"," 75","Winnipeg",0,0,19,16,3,85,6,1,2,132,559
46011,"Winnipeg Centre/Winnipeg-Centre"," 76","Winnipeg",8,2,18,18,1,89,1,1,2,140,506
46011,"Winnipeg Centre/Winnipeg-Centre"," 77","Winnipeg",2,4,25,32,10,30,1,2,0,106,480
46011,"Winnipeg Centre/Winnipeg-Centre"," 78","Winnipeg",0,0,5,5,0,22,1,1,0,34,215
46011,"Winnipeg Centre/Winnipeg-Centre"," 79","Winnipeg",1,0,47,43,9,49,2,0,0,151,391
46011,"Winnipeg Centre/Winnipeg-Centre"," 80","Winnipeg",0,2,36,22,13,72,2,0,2,149,549
46011,"Winnipeg Centre/Winnipeg-Centre"," 81","Winnipeg",0,2,29,11,6,52,1,1,1,103,410
46011,"Winnipeg Centre/Winnipeg-Centre"," 82","Winnipeg",3,1,18,42,4,103,3,2,1,177,654
46011,"Winnipeg Centre/Winnipeg-Centre"," 83","Winnipeg",2,5,39,43,11,117,1,0,4,222,594
46011,"Winnipeg Centre/Winnipeg-Centre"," 84","Winnipeg",Void/Supprimé,,,,,,,,,,
46011,"Winnipeg Centre/Winnipeg-Centre"," 85","Winnipeg",2,2,34,28,13,79,2,3,3,166,541
46011,"Winnipeg Centre/Winnipeg-Centre"," 86","Winnipeg",0,2,53,39,19,123,4,5,2,247,744
46011,"Winnipeg Centre/Winnipeg-Centre"," 87","Winnipeg",0,0,31,27,16,81,1,0,0,156,515
46011,"Winnipeg Centre/Winnipeg-Centre"," 88","Winnipeg",1,2,18,18,3,3,49,1,0,95,439
46011,"Winnipeg Centre/Winnipeg-Centre"," 89","Winnipeg",1,0,14,14,8,37,1,0,3,78,312
46011,"Winnipeg Centre/Winnipeg-Centre"," 90","Winnipeg",0,1,16,22,11,58,2,2,3,115,457
46011,"Winnipeg Centre/Winnipeg-Centre"," 91","Winnipeg",1,0,12,33,10,60,1,0,0,117,566
46011,"Winnipeg Centre/Winnipeg-Centre"," 92","Winnipeg",3,1,27,21,15,75,2,0,2,146,536
46011,"Winnipeg Centre/Winnipeg-Centre"," 93","Winnipeg",0,1,13,21,9,55,1,0,0,100,449
46011,"Winnipeg Centre/Winnipeg-Centre"," 94","Winnipeg",0,1,8,9,10,36,0,0,1,65,313
46011,"Winnipeg Centre/Winnipeg-Centre"," 95","Winnipeg",1,1,19,21,33,68,2,0,0,145,541
46011,"Winnipeg Centre/Winnipeg-Centre"," 96","Winnipeg",0,0,8,9,20,64,2,1,0,104,389
46011,"Winnipeg Centre/Winnipeg-Centre"," 97","Winnipeg",0,1,40,24,21,71,1,0,3,161,538
46011,"Winnipeg Centre/Winnipeg-Centre"," 98","Winnipeg",1,0,22,31,16,65,3,2,1,141,518
46011,"Winnipeg Centre/Winnipeg-Centre"," 99","Winnipeg",3,0,7,11,3,30,0,1,1,56,207
46011,"Winnipeg Centre/Winnipeg-Centre"," 100","Winnipeg",2,1,44,31,21,67,1,0,2,169,448
46011,"Winnipeg Centre/Winnipeg-Centre"," 101","Winnipeg",0,1,50,26,9,101,8,2,0,197,444
46011,"Winnipeg Centre/Winnipeg-Centre"," 102","Winnipeg",1,0,40,19,27,93,1,0,0,181,404
46011,"Winnipeg Centre/Winnipeg-Centre"," 103","Winnipeg",0,0,39,25,29,111,0,2,0,206,416
46011,"Winnipeg Centre/Winnipeg-Centre"," 104","Winnipeg",0,2,35,20,8,78,2,1,1,147,374
46011,"Winnipeg Centre/Winnipeg-Centre"," 105","Winnipeg",3,4,24,17,22,98,1,0,0,169,477
46011,"Winnipeg Centre/Winnipeg-Centre"," 106","Winnipeg",0,2,24,15,18,77,1,2,0,139,433
46011,"Winnipeg Centre/Winnipeg-Centre"," 107","Winnipeg",0,1,11,18,61,103,1,1,2,198,450
46011,"Winnipeg Centre/Winnipeg-Centre"," 108","Winnipeg",2,0,14,13,34,67,0,2,2,134,278
46011,"Winnipeg Centre/Winnipeg-Centre"," 109","Winnipeg",1,0,15,18,49,55,0,0,1,139,239
46011,"Winnipeg Centre/Winnipeg-Centre"," 110","Winnipeg",0,1,12,26,51,87,2,0,3,182,332
46011,"Winnipeg Centre/Winnipeg-Centre"," 111","Winnipeg",1,0,5,14,27,43,0,1,0,91,203
46011,"Winnipeg Centre/Winnipeg-Centre"," 112","Winnipeg",1,1,29,24,41,105,1,1,0,203,424
46011,"Winnipeg Centre/Winnipeg-Centre"," 113","Winnipeg",2,2,32,39,55,124,0,1,1,256,444
46011,"Winnipeg Centre/Winnipeg-Centre"," 114","Winnipeg",2,2,55,50,40,145,0,1,0,295,429
46011,"Winnipeg Centre/Winnipeg-Centre"," 115","Winnipeg",0,0,19,34,43,88,0,3,2,189,327
46011,"Winnipeg Centre/Winnipeg-Centre"," 116","Winnipeg",1,0,32,33,38,107,0,0,0,211,309
46011,"Winnipeg Centre/Winnipeg-Centre"," 117","Winnipeg",0,0,16,27,55,90,0,0,1,189,312
46011,"Winnipeg Centre/Winnipeg-Centre"," 118","Winnipeg",0,0,30,41,48,128,0,0,1,248,381
46011,"Winnipeg Centre/Winnipeg-Centre"," 119","Winnipeg",1,0,19,35,67,138,2,2,0,264,404
46011,"Winnipeg Centre/Winnipeg-Centre"," 120","Winnipeg",3,0,20,34,75,110,1,2,1,246,518
46011,"Winnipeg Centre/Winnipeg-Centre"," 121","Winnipeg",0,0,12,21,28,71,0,1,1,134,452
46011,"Winnipeg Centre/Winnipeg-Centre"," 122","Winnipeg",1,0,26,37,44,118,3,1,5,235,518
46011,"Winnipeg Centre/Winnipeg-Centre"," 123","Winnipeg",2,0,7,16,32,76,2,1,1,137,373
46011,"Winnipeg Centre/Winnipeg-Centre"," 124","Winnipeg",1,0,25,24,33,86,2,2,2,175,454
46011,"Winnipeg Centre/Winnipeg-Centre"," 125","Winnipeg",1,0,49,39,27,53,0,0,0,169,302
46011,"Winnipeg Centre/Winnipeg-Centre"," 126","Winnipeg",0,0,21,20,34,96,0,2,0,173,436
46011,"Winnipeg Centre/Winnipeg-Centre"," 127","Winnipeg",0,0,19,40,23,58,2,0,0,142,535
46011,"Winnipeg Centre/Winnipeg-Centre"," 128","Winnipeg",0,0,31,33,29,94,0,0,0,187,346
46011,"Winnipeg Centre/Winnipeg-Centre"," 129","Winnipeg",4,0,25,25,24,89,1,2,0,170,345
46011,"Winnipeg Centre/Winnipeg-Centre"," 130","Winnipeg",0,0,39,46,16,90,2,2,0,195,491
46011,"Winnipeg Centre/Winnipeg-Centre"," 131","Winnipeg",1,1,35,46,25,102,2,2,1,215,449
46011,"Winnipeg Centre/Winnipeg-Centre"," 132","Winnipeg",0,0,24,22,13,48,1,2,0,110,312
46011,"Winnipeg Centre/Winnipeg-Centre"," 133","Winnipeg",1,0,20,26,4,46,0,0,0,97,281
46011,"Winnipeg Centre/Winnipeg-Centre"," 134","Winnipeg",2,0,21,24,13,44,2,0,1,107,425
46011,"Winnipeg Centre/Winnipeg-Centre"," 135","Winnipeg",1,2,65,57,28,90,2,2,4,251,640
46011,"Winnipeg Centre/Winnipeg-Centre"," 136","Winnipeg",Void/Supprimé,,,,,,,,,,
46011,"Winnipeg Centre/Winnipeg-Centre"," 137","Winnipeg",0,0,67,60,23,69,0,0,0,219,386
46011,"Winnipeg Centre/Winnipeg-Centre"," 138","Winnipeg",0,3,153,110,32,116,0,1,0,415,666
46011,"Winnipeg Centre/Winnipeg-Centre"," 400","Winnipeg",0,1,45,22,10,62,1,0,1,142,292
46011,"Winnipeg Centre/Winnipeg-Centre"," 401","Winnipeg",1,0,48,22,10,54,0,0,2,137,246
46011,"Winnipeg Centre/Winnipeg-Centre"," 402","Winnipeg",1,0,51,28,3,44,2,0,3,132,306
46011,"Winnipeg Centre/Winnipeg-Centre"," 403","Winnipeg",0,1,8,8,1,12,0,0,0,30,194
46011,"Winnipeg Centre/Winnipeg-Centre"," 404","Winnipeg",0,0,38,27,9,45,0,1,0,120,159
46011,"Winnipeg Centre/Winnipeg-Centre"," 405","Winnipeg",0,0,44,27,7,39,0,0,1,118,157
46011,"Winnipeg Centre/Winnipeg-Centre"," 500","Mobile poll/Bureau itinérant",1,2,30,15,3,46,0,1,0,98,170
46011,"Winnipeg Centre/Winnipeg-Centre"," 501","Mobile poll/Bureau itinérant",1,1,20,14,6,45,0,0,1,88,199
46011,"Winnipeg Centre/Winnipeg-Centre"," 502","Mobile poll/Bureau itinérant",0,3,24,17,2,42,2,1,0,91,174
46011,"Winnipeg Centre/Winnipeg-Centre"," 503","Mobile poll/Bureau itinérant",3,5,27,20,4,56,1,3,6,125,257
46011,"Winnipeg Centre/Winnipeg-Centre"," 600","Winnipeg",0,0,21,5,0,46,0,0,0,72,
46011,"Winnipeg Centre/Winnipeg-Centre"," 601","Winnipeg",1,0,32,14,10,58,0,0,1,116,
46011,"Winnipeg Centre/Winnipeg-Centre"," 602","Winnipeg",0,0,56,18,12,47,0,0,1,134,
46011,"Winnipeg Centre/Winnipeg-Centre"," 603","Winnipeg",0,2,44,40,18,75,1,0,6,186,
46011,"Winnipeg Centre/Winnipeg-Centre"," 604","Winnipeg",0,1,69,27,38,148,1,0,3,287,
46011,"Winnipeg Centre/Winnipeg-Centre"," 605","Winnipeg",1,0,26,12,9,43,1,0,1,93,
46011,"Winnipeg Centre/Winnipeg-Centre"," 606","Winnipeg",0,0,7,7,17,36,0,0,0,67,
46011,"Winnipeg Centre/Winnipeg-Centre"," 607","Winnipeg",3,1,53,32,15,120,3,1,1,229,
46011,"Winnipeg Centre/Winnipeg-Centre"," 608","Winnipeg",0,0,15,33,30,125,0,2,0,205,
46011,"Winnipeg Centre/Winnipeg-Centre"," 609","Winnipeg",0,0,61,48,28,63,2,1,1,204,
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 1/Groupe 1,0,6,46,75,26,83,7,1,6,250,355
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 2/Groupe 2,2,42,120,69,38,198,6,2,12,489,

