Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean Bouchard,Aubert Côté,Paul Crête,Claude Gaumond,Gaston Hervieux,Denis Laflamme,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 127","Saint-Aubert",34,1,70,4,13,84,2,208,479
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 128","Saint-Jean-Port-Joli",33,3,91,6,6,77,1,217,396
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 129","Saint-Jean-Port-Joli",32,0,81,1,3,32,4,153,307
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 130","Saint-Jean-Port-Joli",33,2,64,4,9,50,0,162,302
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 131","Saint-Jean-Port-Joli",37,0,103,6,9,51,1,207,370
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 132","Saint-Jean-Port-Joli",28,1,67,4,5,54,5,164,322
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 133","Saint-Aubert",29,3,90,8,10,108,3,251,460
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 134","Saint-Aubert",19,0,30,0,3,51,1,104,191
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 135","Tourville",13,2,51,4,4,33,0,107,250
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 136","Tourville",30,0,55,2,2,42,2,133,310
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 137","Sainte-Perpétue",17,0,31,2,4,29,0,83,212
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 138","Sainte-Perpétue",21,0,64,4,14,64,0,167,455
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 139","Saint-Omer",17,1,53,2,7,48,1,129,260
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 140","Sainte-Perpétue",11,1,66,0,9,46,3,136,305
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 141","Sainte-Perpétue",15,0,56,0,8,48,1,128,332
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 142","Sainte-Perpétue",8,0,27,1,1,29,0,66,133
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 143","Sainte-Félicité",25,0,83,2,11,39,4,164,330
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 144","Saint-Pamphile",11,0,65,3,2,47,4,132,248
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 145","Saint-Pamphile",24,2,65,3,7,44,1,146,240
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 146","Saint-Pamphile",23,1,61,3,7,47,2,144,309
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 147","Saint-Pamphile",3,0,13,1,1,16,0,34,64
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 148","Saint-Pamphile",27,1,63,3,12,96,6,208,400
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 149","Saint-Pamphile",24,0,59,3,7,53,3,149,283
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 150A","Saint-Pamphile",15,1,65,1,4,49,1,136,289
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 150B","Saint-Pamphile",19,2,59,1,3,50,2,136,283
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 151","Saint-Adalbert",27,2,42,2,5,51,2,131,238
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 152","Saint-Marcel",39,2,67,7,9,83,2,209,372
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 153","Saint-Adalbert",17,1,53,2,0,25,1,99,236
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 154","L'Islet",30,0,103,5,13,58,4,213,392
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 155","L'Islet",31,1,74,3,11,51,4,175,330
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 156","L'Islet",34,3,72,5,13,56,2,185,336
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 157","L'Islet",13,1,42,3,5,30,0,94,234
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 158","L'Islet",38,1,99,5,19,67,4,233,409
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 159","L'Islet",40,0,76,2,13,53,1,185,368
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 160A","L'Islet",33,0,60,6,17,68,6,190,400
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 160B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,,4
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 161","L'Islet",31,1,60,4,12,55,2,165,321
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 162","Saint-Cyrille-de-Lessard",31,0,85,8,8,74,0,206,352
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 163","L'Islet",19,1,62,8,14,48,4,156,282
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 164","Saint-Cyrille-de-Lessard",31,0,38,4,11,48,1,133,256
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 165","Cap-Saint-Ignace",41,0,72,4,15,69,3,204,297
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 166","Cap-Saint-Ignace",21,3,82,6,25,103,5,245,407
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 167","Cap-Saint-Ignace",35,2,71,2,7,78,3,198,378
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 168","Cap-Saint-Ignace",33,1,53,5,21,99,3,215,386
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 169","Cap-Saint-Ignace",27,1,36,5,8,81,5,163,285
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 170","Cap-Saint-Ignace",30,1,55,1,10,79,0,176,291
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 171","Cap-Saint-Ignace",26,0,47,6,13,80,3,175,387
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 172","L'Isle-aux-Grues",15,0,29,2,3,44,0,93,136
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 173","Montmagny",29,0,89,7,12,119,7,263,484
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 174","Montmagny",16,0,74,0,7,114,4,215,386
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 175","Montmagny",39,0,91,7,13,147,5,302,519
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 176","Montmagny",21,1,53,1,11,76,0,163,272
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 177","Montmagny",32,1,64,1,7,56,3,164,328
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 178","Montmagny",20,0,59,5,12,107,2,205,401
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 179","Montmagny",46,0,81,2,21,111,1,262,468
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 180","Montmagny",23,0,49,2,5,64,3,146,297
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 181","Montmagny",48,1,70,4,6,93,4,226,398
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 182A","Montmagny",18,0,25,4,4,42,1,94,221
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 182B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,,144
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 183","Montmagny",38,0,50,4,10,62,2,166,345
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 184","Montmagny",26,4,49,5,14,83,3,184,344
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 185","Montmagny",28,0,86,3,13,66,3,199,372
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 186","Montmagny",21,0,80,3,25,127,5,261,459
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 187","Montmagny",21,1,45,4,4,70,2,147,281
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 188","Montmagny",11,0,37,4,9,63,1,125,228
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 189","Montmagny",16,1,45,3,9,76,4,154,328
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 190","Montmagny",28,1,53,4,7,67,2,162,363
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 191","Montmagny",41,0,62,2,9,182,0,296,508
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 192","Montmagny",18,0,56,3,13,73,1,164,324
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 193","Montmagny",23,0,47,0,14,76,1,161,346
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 194","Montmagny",38,0,40,2,4,70,2,156,306
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 195","Montmagny",35,1,56,3,8,76,2,181,376
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 196","Montmagny",21,0,67,2,9,131,4,234,423
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 197","Montmagny",12,0,54,0,5,42,2,115,387
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 198","Berthier-sur-Mer",28,0,61,2,21,99,2,213,327
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 199","Berthier-sur-Mer",34,0,76,7,12,93,2,224,371
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 200","Berthier-sur-Mer",43,0,88,5,13,77,2,228,439
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 201","Saint-François-de-la-Rivière-du-Sud",12,0,33,6,5,57,5,118,163
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 202","Saint-François-de-la-Rivière-du-Sud",31,2,77,1,21,134,0,266,451
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 203","Saint-François-de-la-Rivière-du-Sud",22,1,48,1,9,65,4,150,268
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 204","Saint-Pierre-de-la-Rivière-du-Sud",23,1,50,6,6,76,1,163,277
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 205","Saint-François-de-la-Rivière-du-Sud",31,0,46,7,9,70,0,163,302
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 206","Saint-Pierre-de-la-Rivière-du-Sud",42,0,71,3,14,91,2,223,403
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 207","Sainte-Euphémie",19,0,57,2,7,45,4,134,262
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 208","Notre-Dame-du-Rosaire",33,0,42,3,10,85,2,175,302
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 209","Sainte-Apolline-de-Patton",9,1,65,0,4,43,3,125,218
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 210","Sainte-Apolline-de-Patton",22,0,55,1,8,42,2,130,247
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 211","Sainte-Lucie-de-Beauregard",28,1,65,3,8,42,0,147,283
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 212","Lac-Frontière",21,0,46,2,4,15,2,90,139
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 213","Saint-Paul-de-Montminy",41,1,62,3,13,97,6,223,449
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 214","Saint-Paul-de-Montminy",41,0,46,7,7,44,0,145,254
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 215","Saint-Fabien-de-Panet",14,1,54,0,10,76,2,157,273
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 216","Saint-Fabien-de-Panet",48,0,110,3,12,64,1,238,450
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 217","Saint-Just-de-Bretenières",24,0,43,6,17,57,3,150,335
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 218","Saint-Just-de-Bretenières",19,0,37,6,12,68,3,145,276
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 500","Mobile poll/Bureau itinérant",20,1,21,1,2,4,2,51,77
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 501","Mobile poll/Bureau itinérant",25,2,35,2,0,17,6,87,121
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 502A","Mobile poll/Bureau itinérant",20,0,26,1,1,15,5,68,142
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 502B","Mobile poll/Bureau itinérant",Merged with No. 512/Fusionné avec le nº 512,,,,,,,,21
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503A","Mobile poll/Bureau itinérant",16,1,11,0,1,12,1,42,89
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503B","Mobile poll/Bureau itinérant",Merged with No. 509/Fusionné avec le nº 509,,,,,,,,33
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 504","Mobile poll/Bureau itinérant",14,2,9,0,1,10,0,36,59
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 505","Mobile poll/Bureau itinérant",16,0,7,1,0,11,1,36,64
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 506","Mobile poll/Bureau itinérant",31,1,18,1,0,29,5,85,23
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 507","Mobile poll/Bureau itinérant",21,1,17,1,2,34,1,77,147
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 508","Mobile poll/Bureau itinérant",16,1,15,2,0,16,0,50,79
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 509","Mobile poll/Bureau itinérant",10,1,11,1,1,15,1,40,36
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 510","Mobile poll/Bureau itinérant",29,0,38,1,3,31,3,105,150
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 511","Mobile poll/Bureau itinérant",63,1,44,0,5,59,2,174,235
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 512","Mobile poll/Bureau itinérant",2,0,8,0,0,3,0,13,47
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 513","Mobile poll/Bureau itinérant",21,0,17,1,0,15,2,56,103
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 514","Mobile poll/Bureau itinérant",46,1,30,2,2,20,3,104,208
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 600","L'Isle-Verte-Saint-Modeste",36,0,101,5,17,77,2,238,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 601","Rivière-du-Loup",84,0,279,10,23,172,5,573,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 602","Rivière-du-Loup--Saint-Antonin",90,3,277,10,17,159,1,557,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 603","Saint-Alexandre/Saint-Denis",75,1,157,5,9,79,3,329,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 604","Saint-Philippe-de-Néri/Saint-Gabriel-Lalemant",14,0,50,0,5,29,0,98,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 605","Saint-Pacôme/Saint-Onésime-d'Ixworth",66,0,241,14,13,101,0,435,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 606","Saint-Roch-des-Aulnaies/Saint-Aubert",59,1,122,4,11,102,0,299,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 607","Tourville-Saint-Adalbert",34,1,87,3,2,77,1,205,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 608","L'Islet--Cap-Saint-Ignace",32,1,96,1,10,93,6,239,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 609","Saint-Antoine-de-L'Isle-aux-Grues--Montmagny",87,1,203,3,16,261,7,578,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 610","Montmagny--Saint-Pierre-de-la-Rivière-du-Sud",42,3,112,3,10,129,3,302,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 611","Sainte-Euphémie/Saint-Just-de-Bretenières",4,0,30,5,4,34,1,78,
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 1/Groupe 1,20,1,37,4,8,48,2,120,252
24058,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 2/Groupe 2,79,0,253,12,14,105,3,466,

