Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sam Cino,Larry Di Ianni,David William Hart Dyke,Gord Hill,Wayne Marston,Frank Rukavina,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 22","Hamilton ",0,13,4,2,67,8,1,95,274
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 23","Hamilton ",3,15,2,4,78,18,0,120,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 24","Hamilton ",0,15,6,4,66,24,2,117,336
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 25","Hamilton ",0,15,9,2,73,17,0,116,285
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 26","Hamilton ",1,28,5,8,130,29,0,201,410
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 27","Hamilton ",2,32,7,4,106,13,0,164,395
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 28","Hamilton ",1,20,3,3,61,21,1,110,280
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 29","Hamilton ",1,14,9,6,87,19,0,136,312
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 30","Hamilton ",0,37,9,9,120,14,0,189,348
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 31","Hamilton ",1,23,9,7,88,23,0,151,352
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 32","Hamilton ",1,26,9,5,109,31,4,185,385
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 33","Hamilton ",1,16,13,7,106,26,2,171,332
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 34","Hamilton ",0,18,6,4,126,36,1,191,410
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 35","Hamilton ",0,21,13,5,88,22,2,151,343
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 36","Hamilton ",0,24,12,2,113,35,0,186,381
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 37","Hamilton ",1,39,8,8,97,32,0,185,345
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 38","Hamilton ",3,13,7,5,83,23,2,136,293
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 39","Hamilton ",0,27,12,8,78,17,3,145,281
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 40","Hamilton ",0,31,9,5,115,26,0,186,349
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 41","Hamilton ",0,44,14,4,98,38,0,198,362
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 42","Hamilton ",2,21,8,8,100,23,0,162,376
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 43","Hamilton ",0,10,5,5,68,19,0,107,439
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 44","Hamilton ",2,29,11,6,123,24,1,196,421
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 45","Hamilton ",1,22,8,4,125,21,1,182,431
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 46","Hamilton ",1,26,12,2,117,21,2,181,439
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 47","Hamilton ",0,17,6,7,141,29,1,201,436
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 48","Hamilton ",2,16,12,8,82,24,0,144,336
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 49","Hamilton ",1,19,9,4,102,32,2,169,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 50","Hamilton ",4,29,11,8,106,27,3,188,373
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 51","Hamilton ",2,14,11,8,106,19,0,160,433
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 52","Hamilton ",1,34,14,4,82,36,0,171,273
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 53","Hamilton ",0,48,9,4,93,43,1,198,345
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 54","Hamilton ",1,38,9,7,76,43,0,174,306
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 55","Hamilton ",2,39,12,1,108,37,0,199,364
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 56","Hamilton ",2,40,20,6,85,39,0,192,370
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 57","Hamilton ",2,31,14,3,95,52,2,199,327
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 58","Hamilton ",1,40,17,6,101,42,0,207,339
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 59","Hamilton ",1,52,11,2,131,45,0,242,401
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 60","Hamilton ",1,34,15,2,90,26,0,168,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 61","Hamilton ",1,20,2,2,68,32,1,126,292
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 62","Hamilton ",4,18,6,1,102,30,0,161,378
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 63","Hamilton ",1,38,6,6,72,30,3,156,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 64","Hamilton ",2,54,14,6,106,32,0,214,400
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 65","Hamilton ",5,44,10,8,107,31,2,207,379
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 66","Hamilton ",0,34,15,5,142,39,0,235,418
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 67","Hamilton ",2,44,12,9,99,31,0,197,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 68","Hamilton ",0,47,11,4,109,40,0,211,445
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 69","Hamilton ",0,30,4,1,78,39,0,152,276
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 70","Hamilton ",0,32,8,3,79,27,0,149,393
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 71","Hamilton ",0,26,6,7,108,28,0,175,348
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 72","Hamilton ",3,32,8,3,99,32,0,177,348
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 73","Hamilton ",6,35,16,4,115,38,1,215,402
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 74","Hamilton ",1,63,15,4,117,41,0,241,428
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 75","Hamilton ",1,58,5,4,101,39,0,208,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 76","Hamilton ",0,47,16,10,116,60,2,251,424
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 77","Hamilton ",4,37,10,2,89,51,0,193,387
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 78","Hamilton ",0,44,13,2,97,70,0,226,413
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 79","Hamilton ",0,63,9,4,118,44,2,240,407
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 80","Hamilton ",2,32,8,2,108,23,0,175,293
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 81","Hamilton ",0,36,15,3,103,38,3,198,358
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 82","Hamilton ",1,34,13,5,114,37,2,206,357
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 83","Hamilton ",1,49,18,3,98,35,1,205,344
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 84","Hamilton ",0,50,7,0,62,13,0,132,392
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 85","Hamilton ",1,16,5,1,27,25,0,75,148
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 86","Hamilton ",2,72,7,0,42,49,0,172,341
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 87","Hamilton ",4,49,4,8,45,22,1,133,361
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 88","Hamilton ",0,49,15,3,93,50,4,214,464
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 89","Hamilton ",3,70,3,7,85,52,1,221,553
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 90","Hamilton ",0,41,5,4,89,47,1,187,377
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 91","Hamilton ",0,10,4,0,42,30,4,90,369
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 92","Hamilton ",0,77,3,3,43,58,3,187,338
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 93","Hamilton ",1,98,10,3,82,43,2,239,476
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 94","Hamilton ",1,36,11,1,92,53,0,194,379
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 95","Hamilton ",0,62,5,5,75,66,0,213,463
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 96","Hamilton ",0,38,3,4,70,54,1,170,436
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 97","Hamilton ",1,84,11,4,122,69,4,295,567
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 98","Hamilton ",3,61,4,2,62,48,0,180,345
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 99","Hamilton ",3,37,9,3,41,46,0,139,348
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 100","Hamilton ",0,62,12,1,39,51,1,166,299
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 101","Hamilton ",0,74,6,1,67,51,1,200,346
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 102","Hamilton ",1,54,12,6,95,59,6,233,412
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 103","Hamilton ",0,47,8,5,77,63,2,202,445
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 104","Hamilton ",0,31,2,3,60,20,0,116,268
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 105","Hamilton ",1,11,5,2,66,38,0,123,320
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 106","Hamilton ",2,59,7,2,91,45,1,207,463
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 107","Hamilton ",0,76,9,1,88,43,0,217,418
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 108","Stoney Creek",1,55,8,3,50,45,2,164,288
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 109","Hamilton ",9,94,5,6,93,69,1,277,431
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 110","Hamilton ",1,82,4,4,74,25,2,192,334
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 111","Hamilton ",1,65,4,2,51,45,0,168,326
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 112","Hamilton ",0,52,6,3,76,33,4,174,362
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 113","Hamilton ",0,22,2,2,54,29,0,109,366
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 114","Hamilton ",0,64,3,1,67,41,1,177,374
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 115","Hamilton ",1,42,12,2,74,38,0,169,442
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 116","Hamilton ",0,26,8,1,42,28,0,105,332
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 117","Hamilton ",2,153,12,1,56,71,2,297,468
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 118","Hamilton ",1,79,6,5,59,21,1,172,331
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 118-1","Hamilton ",1,100,12,4,55,73,4,249,417
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 119","Hamilton ",Void/Supprimé,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 120","Hamilton ",2,39,6,3,102,36,2,190,475
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 121","Hamilton ",1,35,4,0,74,13,1,128,398
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 122","Hamilton ",1,93,7,2,57,38,2,200,422
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 123","Hamilton ",1,56,6,5,66,25,2,161,395
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 124","Hamilton ",2,67,5,1,58,40,3,176,325
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 125","Hamilton ",2,116,9,3,52,31,2,215,439
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 126A","Hamilton ",2,54,1,4,51,12,4,128,327
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 126B","Hamilton ",0,40,4,1,63,20,0,128,295
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 127","Hamilton ",0,47,2,0,59,14,1,123,298
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 128","Hamilton ",4,46,4,1,48,18,0,121,390
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 129","Hamilton ",5,33,5,4,70,14,2,133,352
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 130","Hamilton ",1,48,10,0,77,31,0,167,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 131","Hamilton ",3,50,12,1,75,37,0,178,360
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 132","Hamilton ",1,27,5,4,52,21,1,111,363
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 133","Hamilton ",Void/Supprimé,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 134","Hamilton ",Void/Supprimé,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 135","Hamilton ",0,98,10,3,97,56,2,266,467
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 136","Hamilton ",3,68,5,0,113,50,2,241,419
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 137","Hamilton ",1,105,7,6,98,55,8,280,433
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 138","Hamilton ",2,97,7,0,49,41,1,197,267
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 139","Hamilton ",0,83,2,4,88,47,0,224,423
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 140","Stoney Creek",1,30,3,1,64,22,0,121,482
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 141","Stoney Creek",1,35,5,1,66,36,0,144,358
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 142","Stoney Creek",1,45,15,0,74,76,2,213,339
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 143","Stoney Creek",1,42,17,4,70,61,2,197,341
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 144","Stoney Creek",1,37,3,2,41,33,0,117,256
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 145","Stoney Creek",0,46,8,3,83,80,2,222,395
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 146","Stoney Creek",0,25,12,2,52,29,0,120,316
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 147","Stoney Creek",0,35,18,1,59,75,3,191,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 148","Stoney Creek",4,81,20,3,94,80,2,284,502
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 149","Stoney Creek",1,30,15,1,102,64,1,214,456
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 150","Stoney Creek",0,16,4,0,55,15,1,91,264
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 151","Stoney Creek",4,45,19,0,69,85,1,223,400
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 152","Stoney Creek",1,32,11,0,65,38,0,147,297
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 153","Stoney Creek",1,31,5,3,66,36,0,142,315
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 154","Stoney Creek",4,26,5,3,57,70,0,165,299
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 155","Stoney Creek",3,50,10,1,39,53,1,157,273
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 156","Stoney Creek",3,136,10,2,56,82,6,295,381
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 157","Stoney Creek",1,71,4,2,63,57,0,198,317
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 158","Stoney Creek",4,80,9,2,93,62,4,254,383
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 159","Stoney Creek",1,39,6,2,62,39,0,149,369
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 160","Stoney Creek",1,37,11,1,80,58,0,188,406
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 161","Stoney Creek",2,47,23,3,61,65,0,201,332
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 162","Stoney Creek",1,37,11,0,78,44,0,171,313
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 163","Stoney Creek",2,51,10,1,72,42,0,178,351
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 164","Stoney Creek",1,53,19,3,72,73,0,221,374
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 165","Stoney Creek",1,39,8,6,62,68,0,184,363
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 166","Stoney Creek",1,87,14,14,118,132,1,367,552
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 167","Stoney Creek",1,73,9,7,66,86,1,243,508
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 168","Stoney Creek",3,121,12,1,79,61,1,278,450
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 169","Stoney Creek",0,37,8,1,79,58,0,183,377
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 170","Stoney Creek",0,41,17,5,55,40,0,158,281
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 171","Stoney Creek",1,82,7,3,75,38,0,206,348
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 172","Stoney Creek",2,122,8,2,83,83,2,302,470
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 173","Stoney Creek",3,149,7,3,70,49,4,285,455
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 174","Stoney Creek",1,101,7,1,23,32,4,169,269
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 175","Stoney Creek",2,92,4,4,45,60,0,207,386
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 176","Stoney Creek",3,94,6,1,42,71,0,217,378
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 177","Stoney Creek",0,53,7,8,56,40,4,168,304
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 178","Stoney Creek",1,108,4,0,62,66,2,243,427
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 179","Stoney Creek",2,69,9,1,75,56,5,217,431
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 180","Stoney Creek",0,70,9,9,109,79,1,277,551
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 181","Stoney Creek",0,101,10,3,75,73,0,262,444
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 182","Stoney Creek",1,78,7,1,97,45,0,229,409
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 182-1","Stoney Creek",1,85,9,1,86,55,1,238,494
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 183","Stoney Creek",1,90,7,4,49,48,1,200,361
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 184","Stoney Creek",1,46,7,1,63,56,3,177,453
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 185","Stoney Creek",7,126,9,5,81,91,0,319,486
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 186","Stoney Creek",0,77,2,2,56,40,0,177,298
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 187","Stoney Creek",1,92,9,5,111,88,4,310,563
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 188","Stoney Creek",0,47,8,2,80,48,0,185,352
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 189","Stoney Creek",0,81,6,1,84,72,3,247,445
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 190","Stoney Creek",2,125,7,1,45,83,0,263,372
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 191","Stoney Creek",0,72,5,4,74,81,5,241,358
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 192","Stoney Creek",4,92,15,1,40,37,1,190,325
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 193","Stoney Creek",0,78,6,3,70,52,6,215,404
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 194","Stoney Creek",1,145,9,0,38,83,0,276,443
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 195","Stoney Creek",1,140,13,3,71,70,2,300,436
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 196","Stoney Creek",0,110,14,1,83,86,1,295,459
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 197","Stoney Creek",2,42,5,3,51,40,1,144,334
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 198","Stoney Creek",1,132,5,3,60,80,4,285,461
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 199","Stoney Creek",3,147,15,4,76,69,5,319,531
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 200","Stoney Creek",2,105,9,1,61,55,1,234,448
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 201","Stoney Creek",4,76,8,4,88,55,2,237,503
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 202","Stoney Creek",0,47,4,5,57,52,1,166,355
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 203","Stoney Creek",4,63,19,4,57,111,0,258,526
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 204","Stoney Creek",0,59,14,3,47,126,2,251,510
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 205","Stoney Creek",1,113,11,6,73,94,1,299,573
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 206A","Stoney Creek",0,64,12,1,43,57,0,177,339
