Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Satish Balasunderam,Melissa Bhagat,Jaymini Bhikha,Pierre Chénier,Albina Guarnieri,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 38","Mississauga",38,49,12,5,67,1,172,403
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 39","Mississauga",29,58,6,1,86,3,183,381
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 40","Mississauga",27,88,7,1,93,2,218,410
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 41","Mississauga",18,116,24,0,107,0,265,443
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 42","Mississauga",25,67,10,1,88,1,192,378
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 43","Mississauga",15,100,16,2,103,1,237,431
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 44","Mississauga",22,29,10,1,53,2,117,376
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 45","Mississauga",24,38,7,1,46,1,117,335
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 46","Mississauga",12,39,3,0,62,1,117,430
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 47","Mississauga",19,69,13,2,81,0,184,446
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 48","Mississauga",22,67,14,1,129,0,233,439
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 49","Mississauga",17,62,10,1,91,1,182,343
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 50","Mississauga",33,65,4,1,111,0,214,412
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 51","Mississauga",10,70,14,3,108,1,206,371
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 52","Mississauga",20,97,16,1,133,1,268,471
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 53","Mississauga",14,83,7,2,89,2,197,352
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 54","Mississauga",22,102,12,1,78,1,216,331
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 55","Mississauga",12,56,16,3,99,1,187,302
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 56","Mississauga",19,29,7,1,84,2,142,297
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 57","Mississauga",27,47,8,0,84,1,167,360
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 58","Mississauga",13,59,11,2,109,2,196,329
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 59","Mississauga",13,66,8,1,81,0,169,336
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 60","Mississauga",18,52,13,1,97,1,182,369
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 61","Mississauga",24,94,14,0,88,2,222,389
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 62","Mississauga",18,57,8,1,78,0,162,366
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 63","Mississauga",18,66,17,2,117,0,220,432
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 64","Mississauga",27,92,11,3,99,0,232,516
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 65","Mississauga",17,73,10,2,136,0,238,408
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 66","Mississauga",21,72,17,0,103,1,214,391
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 67","Mississauga",25,61,6,3,124,0,219,435
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 68","Mississauga",22,55,11,1,77,1,167,341
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 69","Mississauga",28,76,10,1,77,0,192,386
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 70","Mississauga",22,79,30,1,113,2,247,467
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 71","Mississauga",16,65,6,1,59,0,147,277
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 72","Mississauga",40,36,2,3,57,1,139,508
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 73A","Mississauga",32,41,9,2,70,2,156,326
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 73B","Mississauga",21,41,8,2,93,1,166,336
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 74","Mississauga",15,78,11,3,103,3,213,435
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 74-1","Mississauga",18,37,4,0,29,0,88,250
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 75","Mississauga",16,74,8,1,131,0,230,419
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 76","Mississauga",8,77,9,0,86,2,182,309
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 77","Mississauga",14,50,15,2,72,1,154,259
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 78","Mississauga",17,54,16,1,92,0,180,335
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 79","Mississauga",9,79,23,0,90,3,204,334
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 80","Mississauga",15,40,9,0,47,0,111,277
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 81","Mississauga",10,14,4,2,37,0,67,242
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 82","Mississauga",13,35,5,2,56,0,111,442
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 83A","Mississauga",18,39,5,1,54,0,117,326
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 83B","Mississauga",15,33,5,0,51,0,104,320
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 84A","Mississauga",11,43,8,1,49,0,112,312
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 84B","Mississauga",15,39,3,0,47,0,104,302
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 85","Mississauga",30,17,7,0,36,0,90,258
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 86","Mississauga",18,34,7,1,35,0,95,271
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 87","Mississauga",20,14,6,0,36,1,77,272
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 88A","Mississauga",18,34,5,0,47,1,105,260
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 88B","Mississauga",19,47,8,2,63,2,141,285
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 89","Mississauga",12,15,0,0,22,0,49,136
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 90","Mississauga",25,64,6,1,83,0,179,365
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 91","Mississauga",24,54,12,5,111,3,209,425
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 92","Mississauga",14,23,3,0,47,3,90,222
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 93A","Mississauga",29,47,4,1,95,6,182,447
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 93B","Mississauga",29,22,6,1,88,4,150,425
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 94","Mississauga",Merged with No. 95A/Fusionné avec le nº 95A,,,,,,,187
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 95A","Mississauga",18,51,6,1,93,2,171,177
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 95B","Mississauga",17,31,9,2,65,0,124,351
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 96","Mississauga",23,33,4,4,99,0,163,467
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 97A","Mississauga",13,29,9,1,36,1,89,256
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 97B","Mississauga",9,25,5,0,39,1,79,254
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 98","Mississauga",9,25,6,0,37,1,78,198
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 99A","Mississauga",10,39,17,2,86,0,154,339
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 99B","Mississauga",27,60,7,2,83,1,180,323
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 100","Mississauga",37,63,12,0,78,2,192,406
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 101","Mississauga",21,48,12,1,136,2,220,438
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 102A","Mississauga",16,37,9,0,59,0,121,423
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 102B","Mississauga",20,32,8,0,53,2,115,372
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 103","Mississauga",Void/Supprimé,,,,,,,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 104A","Mississauga",11,33,7,1,49,1,102,257
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 104B","Mississauga",31,47,5,1,55,2,141,286
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 105A","Mississauga",13,37,7,0,61,1,119,295
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 105B","Mississauga",8,34,9,1,73,0,125,288
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 106","Mississauga",29,71,8,2,132,4,246,448
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 107","Mississauga",14,83,6,0,127,0,230,446
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 108","Mississauga",26,77,19,2,133,5,262,523
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 109","Mississauga",12,37,0,0,53,2,104,288
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 110A","Mississauga",12,66,7,1,90,2,178,396
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 110B","Mississauga",21,65,5,1,94,0,186,405
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 111","Mississauga",16,62,8,1,112,4,203,492
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 112","Mississauga",6,6,0,0,13,0,25,48
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 113","Mississauga",7,33,5,0,80,0,125,253
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 114","Mississauga",18,53,9,0,87,2,169,379
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 115","Mississauga",5,24,6,0,63,0,98,194
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 116","Mississauga",32,44,9,1,139,3,228,462
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 117A","Mississauga",15,39,6,1,38,0,99,276
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 117B","Mississauga",10,35,2,2,44,1,94,302
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 118","Mississauga",17,59,14,2,95,0,187,483
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 119","Mississauga",8,61,6,1,96,1,173,476
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 120","Mississauga",10,23,3,0,54,0,90,226
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 121","Mississauga",33,64,3,1,95,0,196,452
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 122","Mississauga",24,94,9,0,162,2,291,586
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 123A","Mississauga",23,82,6,1,111,0,223,333
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 123B","Mississauga",2,26,3,0,28,0,59,326
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 124A","Mississauga",29,77,8,2,100,2,218,415
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 124B","Mississauga",18,62,12,2,86,2,182,398
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 125","Mississauga",16,49,3,0,50,1,119,268
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 126","Mississauga",23,68,3,0,119,0,213,491
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 127A","Mississauga",28,82,16,1,88,3,218,516
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 127B","Mississauga",20,65,8,0,67,1,161,440
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 127-1","Mississauga",17,53,4,0,72,1,147,355
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 128","Mississauga",11,46,4,0,49,0,110,332
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 129A","Mississauga",8,36,12,2,56,0,114,265
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 129B","Mississauga",13,45,7,2,57,1,125,268
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 130","Mississauga",12,23,9,1,50,0,95,216
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 131","Mississauga",12,55,12,1,117,2,199,445
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 132","Mississauga",15,41,2,0,90,0,148,330
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 133A","Mississauga",14,31,6,0,64,0,115,327
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 133B","Mississauga",21,62,3,0,52,0,138,312
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134A","Mississauga",20,51,9,1,112,1,194,555
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 134B","Mississauga",19,68,8,0,99,0,194,550
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 135A","Mississauga",8,24,1,0,42,0,75,260
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 135B","Mississauga",10,23,2,0,37,0,72,304
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 136","Mississauga",18,35,4,0,83,2,142,394
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 137A","Mississauga",19,46,11,0,79,0,155,512
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 137B","Mississauga",16,60,13,0,67,0,156,536
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 138A","Mississauga",14,41,3,0,85,3,146,295
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 138B","Mississauga",10,28,7,2,75,1,123,249
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 139","Mississauga",11,77,6,2,96,0,192,492
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 140","Mississauga",20,25,5,1,72,0,123,371
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 141","Mississauga",8,23,5,0,58,0,94,312
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 142A","Mississauga",23,54,7,1,110,2,197,479
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 142B","Mississauga",17,58,10,0,108,1,194,474
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 143","Mississauga",11,25,3,0,35,0,74,276
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 144","Mississauga",13,26,3,1,81,2,126,379
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 145","Mississauga",12,29,2,1,74,3,121,316
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 146A","Mississauga",3,23,9,0,38,0,73,274
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 146B","Mississauga",14,32,1,2,40,0,89,276
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 147","Mississauga",19,34,3,4,75,1,136,457
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 148","Mississauga",26,34,4,0,66,0,130,347
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 149A","Mississauga",13,36,11,0,62,2,124,205
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 149B","Mississauga",6,26,2,0,34,2,70,130
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 150","Mississauga",21,55,19,1,119,1,216,417
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 151","Mississauga",19,59,7,2,62,2,151,434
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 152","Mississauga",27,29,4,0,94,3,157,275
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 153A","Mississauga",10,22,5,2,67,2,108,294
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 153B","Mississauga",10,22,4,0,76,0,112,271
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 154","Mississauga",23,59,19,4,86,0,191,384
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 155","Mississauga",24,67,15,2,107,1,216,492
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 156","Mississauga",24,52,8,0,150,1,235,465
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 157","Mississauga",21,67,15,2,110,2,217,461
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 158","Mississauga",26,53,6,2,131,3,221,412
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 159","Mississauga",15,57,7,3,103,2,187,391
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 160","Mississauga",21,102,25,1,113,5,267,438
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 161","Mississauga",14,70,14,1,117,2,218,448
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 400","Mississauga",13,73,5,3,96,0,190,315
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 401","Mississauga",2,69,3,2,70,1,147,202
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 402","Mississauga",18,77,7,0,104,0,206,317
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 403","Mississauga",7,67,7,0,74,1,156,215
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 404","Mississauga",26,61,15,3,109,2,216,423
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 405","Mississauga",25,57,8,0,94,1,185,426
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 406","Mississauga",27,50,10,1,101,1,190,374
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 407","Mississauga",20,38,13,1,48,0,120,225
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 408","Mississauga",12,92,10,0,117,0,231,453
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 409","Mississauga",9,59,4,0,74,0,146,358
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 410","Mississauga",21,24,4,1,64,2,116,325
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 411","Mississauga",21,78,16,2,93,3,213,369
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 412","Mississauga",32,40,12,1,49,3,137,318
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 413","Mississauga",11,26,3,0,58,0,98,294
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 414","Mississauga",31,75,19,1,106,1,233,454
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 415","Mississauga",32,84,9,2,95,3,225,450
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 416","Mississauga",13,43,6,2,138,1,203,499
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 417","Mississauga",16,39,18,1,63,4,141,357
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 418","Mississauga",12,53,2,0,34,1,102,247
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 419","Mississauga",21,87,16,2,72,3,201,314
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 420","Mississauga",27,58,10,1,99,1,196,425
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 421","Mississauga",29,50,13,4,107,1,204,394
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 422","Mississauga",19,56,14,0,84,0,173,415
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 423","Mississauga",33,61,9,1,107,1,212,479
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 424","Mississauga",22,58,13,2,110,2,207,480
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 425","Mississauga",12,40,2,0,50,0,104,184
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 426","Mississauga",32,55,7,1,92,1,188,417
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 427","Mississauga",Void/Supprimé,,,,,,,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 428","Mississauga",27,81,21,0,96,0,225,386
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 429","Mississauga",35,57,12,0,76,1,181,338
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 430","Mississauga",34,54,7,2,98,3,198,487
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 431","Mississauga",42,58,6,0,83,1,190,437
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 432","Mississauga",15,46,8,0,57,0,126,307
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 433","Mississauga",29,66,7,3,64,1,170,364
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 434","Mississauga",25,53,16,0,68,0,162,306
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 435","Mississauga",24,64,21,0,82,0,191,381
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 436","Mississauga",24,48,11,1,58,0,142,298
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 500","Mobile poll/Bureau itinérant",17,42,3,2,45,5,114,193
