Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Julian,Gerry Lenoski,Carrie McLaren,Sam Rakhra,Joseph Theriault,Ismet Yetisen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 1","Burnaby",68,27,8,54,1,0,1,159,446
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 2","Burnaby",56,26,8,47,0,0,0,137,377
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 3","Burnaby",63,34,5,51,0,3,0,156,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 4","Burnaby",42,17,4,33,0,1,0,97,317
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 5","Burnaby",67,45,15,73,1,0,1,202,507
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 6","Burnaby",101,52,21,74,1,0,1,250,571
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 7","Burnaby",61,34,5,53,0,4,1,158,378
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 8","Burnaby",65,12,8,41,2,0,1,129,295
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 9","Burnaby",71,32,19,68,1,2,1,194,492
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 10","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 11","Burnaby",106,29,4,63,2,0,0,204,451
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 12","Burnaby",94,33,17,60,0,0,1,205,488
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 13","Burnaby",76,30,13,47,0,1,0,167,408
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 14","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 15","Burnaby",90,36,10,40,1,2,0,179,510
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 16","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 17","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 18","Burnaby",115,28,13,51,0,2,5,214,523
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 19","Burnaby",76,14,12,28,1,1,1,133,321
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 20","Burnaby",57,16,14,27,0,0,1,115,264
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 21","Burnaby",29,23,7,29,0,0,1,89,264
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 21-1","Burnaby",22,26,4,46,0,1,0,99,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 22","Burnaby",50,25,5,52,0,4,3,139,557
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 23","Burnaby",141,20,27,73,1,0,1,263,392
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 24","Burnaby",115,43,26,115,1,2,0,302,507
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 25","Burnaby",77,36,8,80,0,0,0,201,453
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 26","Burnaby",88,34,19,50,1,1,1,194,459
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 27","Burnaby",159,44,24,95,0,2,3,327,535
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 28","Burnaby",79,34,22,71,1,3,1,211,401
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 29","Burnaby",142,50,16,80,1,0,1,290,541
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 30","Burnaby",88,48,18,68,0,1,0,223,447
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 31","Burnaby",118,39,26,76,1,2,1,263,428
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 32","Burnaby",79,46,20,103,0,1,1,250,460
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 33","Burnaby",106,35,15,113,0,0,0,269,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 34","Burnaby",75,34,12,96,0,0,0,217,358
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 35","Burnaby",87,36,12,66,0,0,3,204,401
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 36","Burnaby",85,42,23,43,1,1,1,196,399
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 37","Burnaby",80,29,22,65,1,2,2,201,387
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 38","Burnaby",111,44,35,70,0,0,1,261,466
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 38-1","Burnaby",61,35,8,44,1,0,0,149,303
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 39","Burnaby",130,42,26,62,0,2,1,263,456
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 40","Burnaby",90,37,29,90,0,0,0,246,521
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 41","Burnaby",50,53,17,84,0,3,1,208,473
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 42","Burnaby",91,36,9,89,1,0,1,227,445
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 43","Burnaby",65,41,8,60,0,2,0,176,355
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 44","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 45","Burnaby",56,44,15,105,0,1,1,222,394
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 46","Burnaby",93,42,12,67,3,0,0,217,538
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 46-1","Burnaby",Merged with No. 46/Fusionné avec le nº 46,,,,,,,,0
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 47","Burnaby",81,31,9,47,0,0,0,168,342
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 48","Burnaby",66,17,13,38,0,0,0,134,320
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 49","Burnaby",94,38,14,49,2,0,1,198,556
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 50","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 51","Burnaby",69,31,10,40,0,1,1,152,409
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 52","Burnaby",101,37,15,46,1,3,1,204,451
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 53","Burnaby",66,39,12,62,1,2,2,184,438
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 54","Burnaby",83,33,17,81,0,1,0,215,398
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 55","Burnaby",111,29,13,93,0,1,0,247,508
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 56","Burnaby",72,29,6,86,0,0,1,194,398
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 57","Burnaby",97,44,21,73,0,4,2,241,505
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 58","Burnaby",95,25,10,78,0,0,1,209,430
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 59","Burnaby",118,29,8,75,1,2,0,233,522
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 60","Burnaby",52,45,10,106,0,0,1,214,404
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 61","Burnaby",25,28,5,66,0,0,1,125,217
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 62","Burnaby",75,20,11,70,0,3,0,179,409
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 63","Burnaby",120,47,18,77,0,0,0,262,492
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 64","Burnaby",60,24,14,46,1,2,1,148,350
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 65","Burnaby",59,44,13,90,0,0,3,209,414
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 66","Burnaby",70,38,25,93,0,0,3,229,385
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 67","Burnaby",130,27,16,65,0,2,1,241,582
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 68","Burnaby",103,24,5,58,1,1,1,193,461
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 69","Burnaby",118,29,10,69,1,0,1,228,510
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 70","Burnaby",89,50,14,39,0,2,2,196,530
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 71","Burnaby",93,51,21,75,0,1,1,242,523
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 72","Burnaby",129,41,21,55,0,2,2,250,506
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 73","Burnaby",108,55,9,77,0,2,1,252,546
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 74","Burnaby",127,35,19,85,2,1,3,272,523
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 75","Burnaby",130,37,17,58,0,1,0,243,396
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 76","Burnaby",98,38,22,57,0,2,1,218,457
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 77","Burnaby",69,17,8,50,1,0,0,145,282
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 78","Burnaby",100,25,15,40,0,2,0,182,414
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 79","Burnaby",83,29,14,60,0,1,0,187,401
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 79-1","Burnaby",39,25,10,23,1,0,0,98,200
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 80","Burnaby",168,52,14,78,1,1,1,315,564
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 81","Burnaby",105,36,20,103,0,0,4,268,488
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 82","Burnaby",71,29,14,40,1,1,0,156,380
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 83","Burnaby",123,46,17,89,1,0,1,277,537
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 83-1","Burnaby",105,47,13,101,1,0,1,268,529
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 84A","Burnaby",73,25,13,39,0,0,0,150,339
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 84B","Burnaby",51,59,18,75,0,0,2,205,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 85","Burnaby",133,33,21,72,0,0,3,262,453
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 86","Burnaby",60,7,7,24,0,3,1,102,290
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 87","Burnaby",45,11,3,37,1,0,0,97,290
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 88","Burnaby",136,44,25,80,0,2,1,288,588
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 89","Burnaby",63,20,6,36,1,0,0,126,242
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 90","Burnaby",77,27,8,37,0,1,2,152,332
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91","Burnaby",37,20,5,26,0,0,0,88,244
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91-1","Burnaby",74,39,10,79,1,1,0,204,491
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91-2","Burnaby",58,16,11,22,2,1,1,111,275
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 92","Burnaby",45,21,10,46,1,0,0,123,305
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 93","Burnaby",12,3,1,16,0,0,2,34,71
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 94","Burnaby",133,35,11,23,1,1,5,209,414
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 95","Burnaby",104,19,16,71,2,1,1,214,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 95-1","Burnaby",17,14,7,19,0,0,0,57,150
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 96","Burnaby",126,26,12,60,1,1,0,226,496
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 97","Burnaby",114,37,17,55,0,1,0,224,453
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 98","Burnaby",85,43,8,44,0,1,0,181,427
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 99","Burnaby",67,12,9,23,0,0,1,112,277
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 100","Burnaby",116,35,12,35,0,1,0,199,452
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 101","Burnaby",112,31,17,45,1,1,0,207,551
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 102","Burnaby",94,44,13,65,0,1,0,217,531
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 103","Burnaby",91,36,14,36,0,2,2,181,386
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 103-1","Burnaby",105,17,4,31,0,0,0,157,285
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 104A","Burnaby",82,38,7,56,0,1,1,185,349
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 104B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,139
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 105","Burnaby",130,24,16,44,2,1,1,218,538
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 106","Burnaby",50,8,2,23,0,1,1,85,165
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 107","Burnaby",78,26,5,44,0,0,0,153,345
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 107-1","Burnaby",85,30,8,40,0,1,1,165,348
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 108","Burnaby",121,41,10,40,2,0,1,215,459
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 109","Burnaby",135,20,12,55,0,0,0,222,474
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 110","Burnaby",157,31,18,66,0,1,4,277,518
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 111","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 112","Burnaby",99,7,7,57,0,1,0,171,357
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 113","Burnaby",143,31,10,57,0,1,0,242,467
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 114","Burnaby",152,27,3,49,0,2,0,233,446
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 115","Burnaby",157,45,8,53,0,4,0,267,496
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 116","Burnaby",116,26,10,51,0,1,2,206,433
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 117","New Westminster",146,55,21,75,0,1,0,298,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 118","New Westminster",150,38,22,80,1,2,3,296,541
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 119","New Westminster",92,8,4,31,0,0,3,138,262
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 119-1","New Westminster",136,27,7,55,1,0,3,229,435
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 120","New Westminster",148,33,7,55,0,0,0,243,451
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 120-1","New Westminster",61,15,7,52,0,0,2,137,271
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 121","New Westminster",106,59,27,67,0,0,0,259,405
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 121-1","New Westminster",46,24,9,33,0,0,0,112,198
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 122","New Westminster",158,36,20,56,1,3,0,274,445
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 122-1","New Westminster",93,24,12,67,0,2,1,199,316
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 123","New Westminster",144,37,16,67,0,1,0,265,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 124","New Westminster",134,34,27,40,0,3,0,238,422
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125","New Westminster",12,2,2,10,0,0,0,26,46
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125-1","New Westminster",110,29,16,44,1,1,0,201,376
