Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Banigan,Steve Clarke,Valerie Powell,Bruce Stanton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35086,"Simcoe North/Simcoe-Nord"," 44","Midland",28,63,22,66,0,179,384
35086,"Simcoe North/Simcoe-Nord"," 45","Midland",12,86,17,88,1,204,405
35086,"Simcoe North/Simcoe-Nord"," 46","Midland",20,49,24,40,0,133,265
35086,"Simcoe North/Simcoe-Nord"," 47","Midland",13,38,26,58,1,136,350
35086,"Simcoe North/Simcoe-Nord"," 48","Midland",10,58,17,84,0,169,285
35086,"Simcoe North/Simcoe-Nord"," 49","Midland",19,28,11,66,1,125,247
35086,"Simcoe North/Simcoe-Nord"," 50","Midland",12,30,13,63,1,119,235
35086,"Simcoe North/Simcoe-Nord"," 51","Midland",29,36,17,39,1,122,319
35086,"Simcoe North/Simcoe-Nord"," 52","Midland",17,33,20,66,1,137,332
35086,"Simcoe North/Simcoe-Nord"," 53","Midland",30,33,25,44,1,133,328
35086,"Simcoe North/Simcoe-Nord"," 54","Midland",35,35,19,64,2,155,407
35086,"Simcoe North/Simcoe-Nord"," 55","Midland",53,36,14,33,1,137,400
35086,"Simcoe North/Simcoe-Nord"," 56","Midland",23,52,24,58,0,157,350
35086,"Simcoe North/Simcoe-Nord"," 57","Midland",24,55,22,96,0,197,408
35086,"Simcoe North/Simcoe-Nord"," 58A","Midland",16,29,15,63,2,125,274
35086,"Simcoe North/Simcoe-Nord"," 58B","Midland",18,31,17,66,1,133,286
35086,"Simcoe North/Simcoe-Nord"," 59","Midland",20,40,22,61,0,143,308
35086,"Simcoe North/Simcoe-Nord"," 60","Midland",33,72,21,86,1,213,472
35086,"Simcoe North/Simcoe-Nord"," 61A","Midland",27,29,13,55,1,125,294
35086,"Simcoe North/Simcoe-Nord"," 61B","Midland",25,20,8,59,1,113,282
35086,"Simcoe North/Simcoe-Nord"," 62","Midland",24,34,16,58,1,133,286
35086,"Simcoe North/Simcoe-Nord"," 63","Midland",33,58,18,64,0,173,403
35086,"Simcoe North/Simcoe-Nord"," 64","Midland",36,48,25,80,0,189,414
35086,"Simcoe North/Simcoe-Nord"," 65","Midland",19,54,19,101,0,193,393
35086,"Simcoe North/Simcoe-Nord"," 66A","Penetanguishene",14,39,11,62,1,127,258
35086,"Simcoe North/Simcoe-Nord"," 66B","Penetanguishene",8,48,15,59,0,130,248
35086,"Simcoe North/Simcoe-Nord"," 67A","Midland",12,55,18,78,2,165,273
35086,"Simcoe North/Simcoe-Nord"," 67B","Midland",9,58,14,65,0,146,270
35086,"Simcoe North/Simcoe-Nord"," 68","Tay",17,39,12,66,0,134,259
35086,"Simcoe North/Simcoe-Nord"," 69","Tay",35,34,21,68,0,158,346
35086,"Simcoe North/Simcoe-Nord"," 70","Tay",36,24,21,36,1,118,266
35086,"Simcoe North/Simcoe-Nord"," 71","Tay",33,33,11,59,2,138,316
35086,"Simcoe North/Simcoe-Nord"," 72","Tay",36,56,18,80,2,192,408
35086,"Simcoe North/Simcoe-Nord"," 73","Tay",33,47,13,61,2,156,356
35086,"Simcoe North/Simcoe-Nord"," 74","Tay",26,52,18,85,0,181,416
35086,"Simcoe North/Simcoe-Nord"," 75","Tay",18,20,12,84,0,134,287
35086,"Simcoe North/Simcoe-Nord"," 76","Tay",18,28,10,68,0,124,309
35086,"Simcoe North/Simcoe-Nord"," 77","Tay",25,45,30,90,2,192,425
35086,"Simcoe North/Simcoe-Nord"," 78","Tay",28,38,19,91,0,176,319
35086,"Simcoe North/Simcoe-Nord"," 79","Tay",33,47,23,102,0,205,465
35086,"Simcoe North/Simcoe-Nord"," 80","Tay",35,61,14,94,2,206,422
35086,"Simcoe North/Simcoe-Nord"," 81","Tay",36,64,18,122,0,240,510
35086,"Simcoe North/Simcoe-Nord"," 82","Tay",24,23,22,50,0,119,266
35086,"Simcoe North/Simcoe-Nord"," 83","Tay",38,50,31,102,0,221,432
35086,"Simcoe North/Simcoe-Nord"," 84","Tay",13,41,27,72,0,153,279
35086,"Simcoe North/Simcoe-Nord"," 85A","Tay",25,29,9,66,0,129,279
35086,"Simcoe North/Simcoe-Nord"," 85B","Tay",18,37,16,60,0,131,268
35086,"Simcoe North/Simcoe-Nord"," 86","Tay",17,42,24,85,0,168,349
35086,"Simcoe North/Simcoe-Nord"," 87","Tay",15,20,13,66,1,115,248
35086,"Simcoe North/Simcoe-Nord"," 88","Severn",11,30,14,50,0,105,360
35086,"Simcoe North/Simcoe-Nord"," 89","Severn",17,21,7,45,0,90,196
35086,"Simcoe North/Simcoe-Nord"," 90","Severn",21,33,20,86,0,160,288
35086,"Simcoe North/Simcoe-Nord"," 91","Severn",18,28,23,45,0,114,225
35086,"Simcoe North/Simcoe-Nord"," 92","Severn",29,57,32,138,0,256,444
35086,"Simcoe North/Simcoe-Nord"," 93","Severn",30,44,33,160,0,267,504
35086,"Simcoe North/Simcoe-Nord"," 94","Severn",41,39,28,162,0,270,439
35086,"Simcoe North/Simcoe-Nord"," 95","Severn",15,30,17,124,1,187,436
35086,"Simcoe North/Simcoe-Nord"," 96","Severn",17,25,11,124,0,177,365
35086,"Simcoe North/Simcoe-Nord"," 97","Severn",32,73,45,140,1,291,488
35086,"Simcoe North/Simcoe-Nord"," 98","Severn",21,47,41,135,0,244,424
35086,"Simcoe North/Simcoe-Nord"," 99","Severn",20,28,20,84,0,152,327
35086,"Simcoe North/Simcoe-Nord"," 99-1","Severn",7,34,13,72,1,127,231
35086,"Simcoe North/Simcoe-Nord"," 100","Severn",12,27,16,104,0,159,316
35086,"Simcoe North/Simcoe-Nord"," 101","Severn",31,51,39,104,0,225,460
35086,"Simcoe North/Simcoe-Nord"," 102","Severn",34,57,17,173,0,281,483
35086,"Simcoe North/Simcoe-Nord"," 103","Severn",20,31,14,142,1,208,359
35086,"Simcoe North/Simcoe-Nord"," 104","Severn",10,55,15,116,0,196,348
35086,"Simcoe North/Simcoe-Nord"," 105","Severn",19,46,20,138,0,223,509
35086,"Simcoe North/Simcoe-Nord"," 106","Severn",11,42,20,106,0,179,341
35086,"Simcoe North/Simcoe-Nord"," 107","Severn",19,84,22,172,2,299,478
35086,"Simcoe North/Simcoe-Nord"," 107-1","Severn",17,25,13,72,0,127,228
35086,"Simcoe North/Simcoe-Nord"," 108","Severn",11,38,11,131,1,192,354
35086,"Simcoe North/Simcoe-Nord"," 109","Severn",20,100,21,179,0,320,456
35086,"Simcoe North/Simcoe-Nord"," 110","Oro-Medonte",34,70,34,120,0,258,452
35086,"Simcoe North/Simcoe-Nord"," 110-1","Oro-Medonte",28,53,43,115,2,241,360
35086,"Simcoe North/Simcoe-Nord"," 111","Oro-Medonte",15,51,24,117,0,207,312
35086,"Simcoe North/Simcoe-Nord"," 112","Oro-Medonte",30,74,49,137,0,290,431
35086,"Simcoe North/Simcoe-Nord"," 113","Oro-Medonte",11,42,42,101,0,196,351
35086,"Simcoe North/Simcoe-Nord"," 114","Oro-Medonte",40,71,38,165,0,314,515
35086,"Simcoe North/Simcoe-Nord"," 115","Oro-Medonte",23,55,26,179,0,283,467
35086,"Simcoe North/Simcoe-Nord"," 116","Oro-Medonte",8,24,17,117,0,166,273
35086,"Simcoe North/Simcoe-Nord"," 116-1","Oro-Medonte",19,43,11,103,0,176,304
35086,"Simcoe North/Simcoe-Nord"," 117","Oro-Medonte",16,53,20,147,0,236,411
35086,"Simcoe North/Simcoe-Nord"," 118","Oro-Medonte",24,60,14,167,0,265,367
35086,"Simcoe North/Simcoe-Nord"," 119","Oro-Medonte",17,67,25,169,0,278,423
35086,"Simcoe North/Simcoe-Nord"," 120","Oro-Medonte",15,39,28,123,0,205,304
35086,"Simcoe North/Simcoe-Nord"," 121","Oro-Medonte",17,88,29,81,1,216,332
35086,"Simcoe North/Simcoe-Nord"," 122","Oro-Medonte",24,69,39,75,0,207,383
35086,"Simcoe North/Simcoe-Nord"," 122-1","Oro-Medonte",12,28,26,86,2,154,265
35086,"Simcoe North/Simcoe-Nord"," 123A","Oro-Medonte",6,40,25,130,0,201,321
35086,"Simcoe North/Simcoe-Nord"," 123B","Oro-Medonte",8,72,24,122,0,226,231
35086,"Simcoe North/Simcoe-Nord"," 123-1A","Oro-Medonte",Merged with No. 123B/Fusionné avec le nº 123B,,,,,,131
35086,"Simcoe North/Simcoe-Nord"," 123-1B","Oro-Medonte",9,34,28,104,1,176,297
35086,"Simcoe North/Simcoe-Nord"," 123-2","Oro-Medonte",Merged with No. 123-1B/Fusionné avec le nº 123-1B,,,,,,31
35086,"Simcoe North/Simcoe-Nord"," 124","Oro-Medonte",17,66,31,148,0,262,439
35086,"Simcoe North/Simcoe-Nord"," 125","Oro-Medonte",19,53,29,144,0,245,427
35086,"Simcoe North/Simcoe-Nord"," 126","Oro-Medonte",23,38,15,97,0,173,365
35086,"Simcoe North/Simcoe-Nord"," 127","Oro-Medonte",23,69,25,169,0,286,483
35086,"Simcoe North/Simcoe-Nord"," 128","Oro-Medonte",10,44,24,156,0,234,350
35086,"Simcoe North/Simcoe-Nord"," 129","Oro-Medonte",11,16,7,94,0,128,246
35086,"Simcoe North/Simcoe-Nord"," 130","Oro-Medonte",14,56,9,61,0,140,272
35086,"Simcoe North/Simcoe-Nord"," 131","Oro-Medonte",17,64,22,150,1,254,383
35086,"Simcoe North/Simcoe-Nord"," 132","Oro-Medonte",22,51,41,128,3,245,454
35086,"Simcoe North/Simcoe-Nord"," 132-1","Oro-Medonte",7,36,7,71,0,121,219
35086,"Simcoe North/Simcoe-Nord"," 133","Oro-Medonte",35,50,25,124,1,235,434
35086,"Simcoe North/Simcoe-Nord"," 134","Oro-Medonte",25,62,26,150,0,263,450
35086,"Simcoe North/Simcoe-Nord"," 135","Oro-Medonte",18,41,33,95,0,187,338
35086,"Simcoe North/Simcoe-Nord"," 136","Oro-Medonte",22,47,34,113,1,217,478
35086,"Simcoe North/Simcoe-Nord"," 137","Oro-Medonte",26,86,28,150,0,290,492
35086,"Simcoe North/Simcoe-Nord"," 138","Oro-Medonte",14,40,35,92,0,181,359
35086,"Simcoe North/Simcoe-Nord"," 139","Oro-Medonte",21,70,41,126,2,260,412
35086,"Simcoe North/Simcoe-Nord"," 140","Oro-Medonte",10,42,33,104,0,189,309
35086,"Simcoe North/Simcoe-Nord"," 141","Oro-Medonte",12,67,48,106,0,233,348
35086,"Simcoe North/Simcoe-Nord"," 142","Oro-Medonte",6,54,21,95,0,176,321
35086,"Simcoe North/Simcoe-Nord"," 143A","Orillia",21,72,20,146,0,259,547
35086,"Simcoe North/Simcoe-Nord"," 143B","Orillia",7,17,4,21,1,50,155
35086,"Simcoe North/Simcoe-Nord"," 143-1","Orillia",26,42,16,91,1,176,311
35086,"Simcoe North/Simcoe-Nord"," 143-2","Orillia",Merged with No. 143-1/Fusionné avec le nº 143-1,,,,,,65
35086,"Simcoe North/Simcoe-Nord"," 144","Orillia",24,45,16,98,0,183,327
35086,"Simcoe North/Simcoe-Nord"," 145","Orillia",14,49,10,55,0,128,270
35086,"Simcoe North/Simcoe-Nord"," 146","Orillia",33,79,22,181,0,315,601
35086,"Simcoe North/Simcoe-Nord"," 147","Orillia",14,33,4,55,0,106,245
35086,"Simcoe North/Simcoe-Nord"," 148","Orillia",14,58,9,67,0,148,328
35086,"Simcoe North/Simcoe-Nord"," 149","Orillia",25,54,17,109,0,205,341
35086,"Simcoe North/Simcoe-Nord"," 149-1","Orillia",20,87,13,124,3,247,449
35086,"Simcoe North/Simcoe-Nord"," 150","Orillia",3,77,26,82,0,188,274
35086,"Simcoe North/Simcoe-Nord"," 151","Orillia",33,69,13,106,2,223,444
35086,"Simcoe North/Simcoe-Nord"," 152","Orillia",15,74,19,75,1,184,336
35086,"Simcoe North/Simcoe-Nord"," 153","Orillia",24,50,13,54,1,142,362
35086,"Simcoe North/Simcoe-Nord"," 154","Orillia",18,75,22,71,0,186,336
35086,"Simcoe North/Simcoe-Nord"," 155","Orillia",17,29,16,54,1,117,295
35086,"Simcoe North/Simcoe-Nord"," 156","Orillia",30,47,38,56,0,171,378
35086,"Simcoe North/Simcoe-Nord"," 157","Orillia",30,45,15,74,0,164,354
35086,"Simcoe North/Simcoe-Nord"," 158","Orillia",31,65,18,108,1,223,415
35086,"Simcoe North/Simcoe-Nord"," 159","Orillia",37,95,22,107,1,262,536
35086,"Simcoe North/Simcoe-Nord"," 160","Orillia",21,38,19,75,2,155,375
35086,"Simcoe North/Simcoe-Nord"," 161","Orillia",19,48,22,50,1,140,411
35086,"Simcoe North/Simcoe-Nord"," 162","Orillia",17,26,9,55,0,107,248
35086,"Simcoe North/Simcoe-Nord"," 163","Orillia",21,36,19,89,1,166,467
35086,"Simcoe North/Simcoe-Nord"," 164","Orillia",33,57,14,92,0,196,424
35086,"Simcoe North/Simcoe-Nord"," 165","Orillia",32,46,9,95,1,183,391
35086,"Simcoe North/Simcoe-Nord"," 166","Orillia",18,35,20,78,0,151,360
35086,"Simcoe North/Simcoe-Nord"," 167","Orillia",18,49,14,92,0,173,355
35086,"Simcoe North/Simcoe-Nord"," 168","Orillia",42,30,9,64,0,145,364
35086,"Simcoe North/Simcoe-Nord"," 169A","Orillia",20,32,7,70,0,129,274
35086,"Simcoe North/Simcoe-Nord"," 169B","Orillia",13,49,7,64,0,133,280
35086,"Simcoe North/Simcoe-Nord"," 170A","Orillia",8,45,12,69,0,134,241
35086,"Simcoe North/Simcoe-Nord"," 170B","Orillia",2,53,15,64,0,134,250
35086,"Simcoe North/Simcoe-Nord"," 171A","Orillia",19,38,12,79,1,149,260
35086,"Simcoe North/Simcoe-Nord"," 171B","Orillia",18,56,3,64,2,143,267
35086,"Simcoe North/Simcoe-Nord"," 172","Orillia",16,73,22,101,0,212,434
35086,"Simcoe North/Simcoe-Nord"," 173","Orillia",24,63,24,121,0,232,541
35086,"Simcoe North/Simcoe-Nord"," 174","Orillia",38,56,20,62,0,176,317
35086,"Simcoe North/Simcoe-Nord"," 175","Orillia",15,38,21,61,0,135,353
35086,"Simcoe North/Simcoe-Nord"," 176","Orillia",6,77,15,123,1,222,421
35086,"Simcoe North/Simcoe-Nord"," 177","Orillia",13,60,20,76,0,169,386
35086,"Simcoe North/Simcoe-Nord"," 178","Orillia",19,100,22,76,0,217,421
35086,"Simcoe North/Simcoe-Nord"," 179","Orillia",16,72,25,102,1,216,391
35086,"Simcoe North/Simcoe-Nord"," 180","Orillia",14,76,15,45,0,150,297
35086,"Simcoe North/Simcoe-Nord"," 181","Orillia",17,62,15,56,2,152,374
35086,"Simcoe North/Simcoe-Nord"," 182","Orillia",9,28,23,39,0,99,413
35086,"Simcoe North/Simcoe-Nord"," 183A","Orillia",8,21,19,31,0,79,253
35086,"Simcoe North/Simcoe-Nord"," 183B","Orillia",9,30,18,29,0,86,252
35086,"Simcoe North/Simcoe-Nord"," 184","Orillia",12,59,18,57,1,147,303
35086,"Simcoe North/Simcoe-Nord"," 185","Orillia",8,59,13,108,0,188,411
35086,"Simcoe North/Simcoe-Nord"," 186","Orillia",13,26,14,46,0,99,199
35086,"Simcoe North/Simcoe-Nord"," 187","Orillia",9,80,20,147,1,257,426
35086,"Simcoe North/Simcoe-Nord"," 188","Orillia",23,81,24,119,0,247,490
35086,"Simcoe North/Simcoe-Nord"," 189","Orillia",28,63,19,96,2,208,425
35086,"Simcoe North/Simcoe-Nord"," 190","Orillia",39,46,17,64,0,166,410
35086,"Simcoe North/Simcoe-Nord"," 191","Orillia",24,21,12,27,1,85,197
35086,"Simcoe North/Simcoe-Nord"," 192","Orillia",33,46,15,65,1,160,376
35086,"Simcoe North/Simcoe-Nord"," 193","Orillia",36,47,23,64,1,171,399
35086,"Simcoe North/Simcoe-Nord"," 194","Orillia",43,36,26,98,0,203,548
35086,"Simcoe North/Simcoe-Nord"," 195","Orillia",28,45,18,87,2,180,367
35086,"Simcoe North/Simcoe-Nord"," 196","Orillia",24,68,15,77,0,184,361
35086,"Simcoe North/Simcoe-Nord"," 197","Orillia",15,29,15,92,1,152,333
35086,"Simcoe North/Simcoe-Nord"," 198","Orillia",13,56,18,80,1,168,319
35086,"Simcoe North/Simcoe-Nord"," 199","Ramara",20,74,31,134,0,259,436
35086,"Simcoe North/Simcoe-Nord"," 200","Ramara",36,78,50,80,0,244,394
35086,"Simcoe North/Simcoe-Nord"," 201","Mnjikaning First Nation 32",48,32,25,28,0,133,424
35086,"Simcoe North/Simcoe-Nord"," 202","Ramara",28,46,29,122,1,226,417
35086,"Simcoe North/Simcoe-Nord"," 203","Ramara",14,46,30,86,0,176,376
35086,"Simcoe North/Simcoe-Nord"," 204","Ramara",19,20,8,78,0,125,262
35086,"Simcoe North/Simcoe-Nord"," 205","Ramara",17,43,17,112,0,189,349
35086,"Simcoe North/Simcoe-Nord"," 206","Ramara",12,45,17,82,0,156,300
35086,"Simcoe North/Simcoe-Nord"," 207","Ramara",19,65,25,121,2,232,414
35086,"Simcoe North/Simcoe-Nord"," 208A","Ramara",14,29,10,75,0,128,210
35086,"Simcoe North/Simcoe-Nord"," 208B","Ramara",6,40,14,71,0,131,218
35086,"Simcoe North/Simcoe-Nord"," 209","Ramara",22,57,29,125,2,235,377
35086,"Simcoe North/Simcoe-Nord"," 210","Ramara",25,68,20,94,1,208,364
35086,"Simcoe North/Simcoe-Nord"," 211","Ramara",12,90,17,226,0,345,540
35086,"Simcoe North/Simcoe-Nord"," 212","Ramara",33,62,20,86,3,204,387
35086,"Simcoe North/Simcoe-Nord"," 213","Ramara",7,59,11,143,0,220,356
35086,"Simcoe North/Simcoe-Nord"," 214A","Ramara",16,25,10,95,1,147,267
35086,"Simcoe North/Simcoe-Nord"," 214B","Ramara",12,28,6,117,0,163,273
35086,"Simcoe North/Simcoe-Nord"," 215","Ramara",17,48,20,89,0,174,331
35086,"Simcoe North/Simcoe-Nord"," 216","Ramara",Void/Supprimé,,,,,,
35086,"Simcoe North/Simcoe-Nord"," 217","Ramara",23,42,14,74,0,153,282
35086,"Simcoe North/Simcoe-Nord"," 217-1","Ramara",21,22,13,89,0,145,272
35086,"Simcoe North/Simcoe-Nord"," 400","Penetanguishene",11,20,17,9,0,57,115
35086,"Simcoe North/Simcoe-Nord"," 500","Mobile poll/Bureau itinérant",9,24,4,32,3,72,137
35086,"Simcoe North/Simcoe-Nord"," 501 ","Mobile poll/Bureau itinérant",7,40,6,21,1,75,68
35086,"Simcoe North/Simcoe-Nord"," 600","Tiny",42,162,57,302,0,563,
35086,"Simcoe North/Simcoe-Nord"," 601","Penetanguishene",83,211,60,274,0,628,
35086,"Simcoe North/Simcoe-Nord"," 602","Midland",58,191,69,331,1,650,
35086,"Simcoe North/Simcoe-Nord"," 603","Midland",74,140,55,285,0,554,
35086,"Simcoe North/Simcoe-Nord"," 604","Tay",79,97,51,341,1,569,
35086,"Simcoe North/Simcoe-Nord"," 605","Severn",29,130,50,442,1,652,
35086,"Simcoe North/Simcoe-Nord"," 606","Oro-Medonte",26,103,55,220,0,404,
35086,"Simcoe North/Simcoe-Nord"," 607","Oro-Medonte",28,113,70,334,1,546,
35086,"Simcoe North/Simcoe-Nord"," 608","Orillia",64,139,45,309,1,558,
35086,"Simcoe North/Simcoe-Nord"," 609","Orillia",54,210,61,471,1,797,
35086,"Simcoe North/Simcoe-Nord"," 610","Orillia",36,157,40,313,1,547,
35086,"Simcoe North/Simcoe-Nord"," 611","Ramara",39,72,35,257,1,404,
35086,"Simcoe North/Simcoe-Nord",,Group 1/Groupe 1,19,45,16,64,5,149,275
35086,"Simcoe North/Simcoe-Nord",,Group 2/Groupe 2,57,224,82,603,6,972,

