district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Independent,Carignan,Jean-Guy,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Communist,Théberge,Dominique,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Bloc,Cleary,Bernard,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Green,Bonaventure,Yonnel,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,NDP,Bojanowski,Christopher,
24039,Manicouagan,Manicouagan,Liberal,Detroio,Anthony,
24039,Manicouagan,Manicouagan,NDP,Ducasse,Pierre,
24039,Manicouagan,Manicouagan,Conservative,Paradis,Pierre,
24039,Manicouagan,Manicouagan,Bloc,Asselin,Gérard,
24039,Manicouagan,Manicouagan,Green,Parsons,Les,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Liberal,Girard,Nancy,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Conservative,Bissonnette,Marc,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Bloc,Ménard ,Serge,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,NDP,Généreux,Lyse,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Green,Bissonnette,Lise ,
24041,Matapédia--Matane,Matapédia--Matane,Liberal,Bélanger,Marc,
24041,Matapédia--Matane,Matapédia--Matane,Conservative,Fortin-Vidah,Vahid,
24041,Matapédia--Matane,Matapédia--Matane,Bloc,Roy,Jean-Yves,
24041,Matapédia--Matane,Matapédia--Matane,NDP,Côté,Jean-Guy,
24041,Matapédia--Matane,Matapédia--Matane,Green,Deville,Nicolas,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Liberal,Binet,Gérard,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Conservative,Mailly,Yves,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Bloc,Boulianne,Marc,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Green,Vézina,Bruno,
24042,Mégantic--L'Érable,Mégantic--L'Érable,NDP,Côté,Alexandre,
24043,Montcalm,Montcalm,Liberal,Brazeau,Daniel,
24043,Montcalm,Montcalm,NDP,Rivest,François,
24043,Montcalm,Montcalm,Bloc,Gaudet,Roger,
24043,Montcalm,Montcalm,Conservative,Paulette,Michel,
24043,Montcalm,Montcalm,Green,Bellemare,Serge,
24044,Mount Royal,Mont-Royal,Liberal,Cotler,Irwin,
24044,Mount Royal,Mont-Royal,Conservative,Fireman,Matthew,
24044,Mount Royal,Mont-Royal,Marijuana,Greenblatt,Adam,
24044,Mount Royal,Mont-Royal,Bloc,Gagnon,Vincent,
24044,Mount Royal,Mont-Royal,Marxist-Leninist,Johnston,Diane,
24044,Mount Royal,Mont-Royal,NDP,Beaudet,Sébastien,
24044,Mount Royal,Mont-Royal,Green,Sommerfeld,Adam,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Liberal,Jennings,Marlene,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Libertarian,Wertheimer,Earl,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Conservative,McCullock,William,R.
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Marijuana,Dell,Jay,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Bloc,Chartré,Jean-Philippe,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Marxist-Leninist,Hoffman,Rachel,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Green,Gal,Jessica,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,NDP,Chávez,Maria Pia,
24046,Nunavik--Eeyou,Nunavik--Eeyou,Liberal,St-Julien,Guy,
24046,Nunavik--Eeyou,Nunavik--Eeyou,Conservative,Dionne,François,
24046,Nunavik--Eeyou,Nunavik--Eeyou,Bloc,Lévesque,Yvon,
24046,Nunavik--Eeyou,Nunavik--Eeyou,Green,Fournier,Martin,
24046,Nunavik--Eeyou,Nunavik--Eeyou,NDP,Corbeil,Pierre,
24047,Outremont,Outremont,Liberal,Lapierre,Jean,
24047,Outremont,Outremont,Marijuana,Lacombe,Yan,
24047,Outremont,Outremont,Conservative,Rousseau,Marc,
24047,Outremont,Outremont,Bloc,Rebello,François,
24047,Outremont,Outremont,Marxist-Leninist,Sullivan,Linda,
24047,Outremont,Outremont,NDP,Aktouf,Omar,
24047,Outremont,Outremont,Green,Perceval-Maxwell,Shaun,
24048,Papineau,Papineau,Liberal,Pettigrew,Pierre,
24048,Papineau,Papineau,Conservative,Sarker,Mustaque,
24048,Papineau,Papineau,Marijuana,Dusablon-Pelletier,Christelle,
24048,Papineau,Papineau,Independent,Garoufalis,Jimmy,
24048,Papineau,Papineau,Communist,Parizeau,André,
24048,Papineau,Papineau,Bloc,Carrière,Martine,
24048,Papineau,Papineau,Marxist-Leninist,Macrisopoulos,Peter,
24048,Papineau,Papineau,Green,Jastrzebski,Adam,
24048,Papineau,Papineau,NDP,Frappier,André,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Liberal,Patry,Bernard,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Marxist-Leninist,Colly,Garnet,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Green,Kouretas,Theodore,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Conservative,Paine,Andrea,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Marijuana,Labrecque,Jean-François,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Bloc,Brunet,Marie-Hélène,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,NDP,Lustgarten,Danielle,
24050,Pontiac,Pontiac,Liberal,Smith,David,
24050,Pontiac,Pontiac,Conservative,Grant,Judith,
24050,Pontiac,Pontiac,Bloc,Leduc,L-Hubert,
24050,Pontiac,Pontiac,Marxist-Leninist,Legros,Benoit,
24050,Pontiac,Pontiac,Green,Vicente,Thierry,
24050,Pontiac,Pontiac,NDP,Schwarz,Gretchen,
24051,Portneuf,Portneuf,Liberal,Duplain,Claude,
24051,Portneuf,Portneuf,Green,Poulin,Pierre,
24051,Portneuf,Portneuf,Bloc,Côté,Guy,
24051,Portneuf,Portneuf,Conservative,Bruce,Howard M.,
24051,Portneuf,Portneuf,NDP,Breton,Jean-François,
24052,Québec,Québec,Liberal,Côté,Jean-Philippe,
24052,Québec,Québec,Conservative,Gaudreault,Pierre,
24052,Québec,Québec,Marijuana,Paradis,Pierre-Etienne,
24052,Québec,Québec,Bloc,Gagnon,Christiane,
24052,Québec,Québec,Green,Yaccarini,Antonine,
24052,Québec,Québec,Marxist-Leninist,Bédard,Jean,
24052,Québec,Québec,NDP,Fiset,Jean-Marie,
24053,Repentigny,Repentigny,Liberal,Brien,Lévis,
24053,Repentigny,Repentigny,NDP,Cardinal,André,
24053,Repentigny,Repentigny,Bloc,Sauvageau,Benoît,
24053,Repentigny,Repentigny,Conservative,MacKenzie,Allen  F.,
24053,Repentigny,Repentigny,Marijuana,Boudreau,François,
24053,Repentigny,Repentigny,Green,Léveque,Jean-François,
24054,Richelieu,Richelieu,Liberal,Provencher,Ghislaine,
24054,Richelieu,Richelieu,Conservative,Proulx,Daniel A.,
24054,Richelieu,Richelieu,Marijuana,Blackburn,Daniel,
24054,Richelieu,Richelieu,Bloc,Plamondon,Louis,
24054,Richelieu,Richelieu,Green,Bonenfant,Jean-Pierre,
24054,Richelieu,Richelieu,NDP,Bussières,Charles,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Liberal,St-Pierre,Christine,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Bloc,Bellavance,André,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Green,LaForest,Lucie,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Conservative,Poissant,Pierre,
24055,Richmond--Arthabaska,Richmond--Arthabaska,NDP,Noble,Jason,S.
24056,Rimouski--Témiscouata,Rimouski--Témiscouata,Liberal,Roy,Côme,
24056,Rimouski--Témiscouata,Rimouski--Témiscouata,Conservative,Quimper,Denis,
24056,Rimouski--Témiscouata,Rimouski--Témiscouata,Green,Delaunière,Marjolaine,
24056,Rimouski--Témiscouata,Rimouski--Témiscouata,Bloc,Thibault,Louise,
24056,Rimouski--Témiscouata,Rimouski--Témiscouata,NDP,Caron,Guy,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Liberal,Savignac,Yolaine,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Bloc,Perron,Gilles-A.,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Green,Bédard,Marie Martine,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Conservative,Gauthier,Érick,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,NDP,Du Cap ,Nicolas,
24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup--Montmagny,Liberal,Mignault,Isabelle,
24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup--Montmagny,Conservative,Drolet,Marc-André,
24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup--Montmagny,Bloc,Crête,Paul,
24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup--Montmagny,Green,Clermont,André,
24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup--Montmagny,NDP,Garon,Frédérick,
24059,Rivière-du-Nord,Rivière-du-Nord,Liberal,Auclair,Lorraine,
24059,Rivière-du-Nord,Rivière-du-Nord,Conservative,Brousseau,Catherine,
24059,Rivière-du-Nord,Rivière-du-Nord,Marijuana,Marcoux,Christian,
24059,Rivière-du-Nord,Rivière-du-Nord,NDP,Côté,François,
24059,Rivière-du-Nord,Rivière-du-Nord,Bloc,Guay,Monique,
24059,Rivière-du-Nord,Rivière-du-Nord,Green,Poirier,Marcel,
24060,Roberval,Roberval,Liberal,Mallette,Michel,
24060,Roberval,Roberval,Conservative,Lavoie,Ghislain,
24060,Roberval,Roberval,Bloc,Gauthier,Michel,
24060,Roberval,Roberval,Green,Gauthier,Marc-André,
24060,Roberval,Roberval,NDP,Tremblay,Isabelle,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Liberal,Bolduc,Christian,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Conservative,Sauvé,Michel,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Communist,Higham,Kenneth,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Bloc,Bigras,Bernard,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Green,Chevalier,François,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,NDP,Beauchamp,Benoît,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Liberal,Savard,Marc,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Conservative,Mongeau,Jean-François,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Marijuana,Vachon,David,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Bloc,Lavallée,Carole,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Green,Crawford,Janis ,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,NDP,Henretta,Marie,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal,Gaudette,Michel,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Conservative,Champagne,Andrée,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Bloc,Loubier,Yvan,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Green,Godbout,Bruno,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,NDP,Chevrier,Joëlle,
24064,Saint-Jean,Saint-Jean,Liberal,Fecteau,Michel,
24064,Saint-Jean,Saint-Jean,NDP,Trépanier,Jonathan,
24064,Saint-Jean,Saint-Jean,Green,Genest,Claude,
24064,Saint-Jean,Saint-Jean,Conservative,Khoury,Joseph,
24064,Saint-Jean,Saint-Jean,Bloc,Bachand,Claude,
24065,Saint-Lambert,Saint-Lambert,Liberal,Thibeault,Yolande,
24065,Saint-Lambert,Saint-Lambert,NDP,Garcia,Monique,
24065,Saint-Lambert,Saint-Lambert,Conservative,Clune,Patrick,
24065,Saint-Lambert,Saint-Lambert,Green,Joubert,Diane,
24065,Saint-Lambert,Saint-Lambert,Marxist-Leninist,Fournier,Normand,
24065,Saint-Lambert,Saint-Lambert,Bloc,Kotto,Maka,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Liberal,Dion,Stéphane,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Conservative,Rahmé,Marc,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Marijuana,Neron,Alex,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,NDP,Mahayni,Zaid,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Marxist-Leninist,Deschamps,Fernand,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Communist,Vargas,Nilda,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Canadian Action,Fernandez,Ken,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Bloc,Fayad,William,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Green,Aladass,Almaz,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Liberal,Pacetti,Massimo,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Conservative,Eslami,Payam,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Bloc,François,Paul-Alexis,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Marxist-Leninist,Chénier,Stéphane,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Green,Fellicetti,Ricardo,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,NDP,Colella,Laura,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal,Bilodeau,Marie-Eve,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green,Audette,Pierre,Cayou
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc,Gagnon,Marcel,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative,Toupin,Martial,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Marijuana,Giroux,Paul,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,NDP,Allard,Pierre,J.C.
24069,Shefford,Shefford,Liberal,St-Jacques,Diane,
24069,Shefford,Shefford,Conservative,Parenteau,Jacques,
24069,Shefford,Shefford,Bloc,Vincent,Robert,
24069,Shefford,Shefford,Green,Brière,Francine,
24069,Shefford,Shefford,NDP,Bisson,Sonia,
24070,Sherbrooke,Sherbrooke,Liberal,Béchard,Bruno-Marie,
24070,Sherbrooke,Sherbrooke,Bloc,Cardin,Serge,
24070,Sherbrooke,Sherbrooke,Green,Champagne,Jeffrey,
24070,Sherbrooke,Sherbrooke,Conservative,Leblanc,Réal,
24070,Sherbrooke,Sherbrooke,NDP,Dion,Philippe,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Liberal,Gingras,Pierre,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Conservative,Légaré,Patrick,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Bloc,Bourgeois,Diane,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Green,Drapeau,Martin,
24071,Terrebonne--Blainville,Terrebonne--Blainville,NDP,Beaudet,Normand,
24072,Trois-Rivières,Trois-Rivières,Liberal,Guindon,Jean-Éric,
24072,Trois-Rivières,Trois-Rivières,NDP,Tessier,Marc,
24072,Trois-Rivières,Trois-Rivières,Bloc,Brunelle,Paule,
24072,Trois-Rivières,Trois-Rivières,Green,Lavoie,Linda,
24072,Trois-Rivières,Trois-Rivières,Conservative,Mercier,Jean-Guy,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Liberal,Discepola,Nick,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,NDP,Markgraf,Bert,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Marijuana,Soucy,Charles,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Conservative,Ramage,Robert,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Bloc,Faille,Meili,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Green,Baribeau,Julie,C.
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Liberal,Tousignant,Nathalie,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Conservative,Rémillard,Francis-Pierre,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Marijuana,Drouin,Sébastien,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Bloc,Bergeron,Stéphane,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Green,Morlighem,Philippe,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,NDP,Vallée,Simon,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Liberal,Robillard,Lucienne,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Green,Sarwer-Foner,Brian,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,NDP,Steedman,Eric Wilson,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Marijuana,Proctor,David John,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Conservative,Gervais,Robert,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Bloc,La Rochelle,Louis,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Marxist-Leninist,Lachapelle,Serge,
35001,Ajax--Pickering,Ajax--Pickering,Liberal,Holland,Mark,
35001,Ajax--Pickering,Ajax--Pickering,Conservative,Soetens,René,
35001,Ajax--Pickering,Ajax--Pickering,NDP,Modeste,Kevin,
35001,Ajax--Pickering,Ajax--Pickering,Green,MacDonald,Karen,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal,St. Denis,Brent,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,NDP,Hughes,Carol,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative,Armstrong,Blaine,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green,Killen,Lindsay,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Liberal,Powers ,Russ,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,NDP,Guyatt,Gordon,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Green,Januczkowski,David,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Conservative,Sweet,David,
35004,Barrie,Barrie,Liberal,Carroll,Aileen,
35004,Barrie,Barrie,NDP,Bursztyn,Peter,
35004,Barrie,Barrie,Conservative,Brown,Patrick,
35004,Barrie,Barrie,Green,Jacoby-Hawkins,Erich,
35005,Beaches--East York,Beaches--East York,Liberal,Minna,Maria,
35005,Beaches--East York,Beaches--East York,Conservative,Nikopoulos,Nick,
35005,Beaches--East York,Beaches--East York,Marijuana,Dufresne,Daniel,
35005,Beaches--East York,Beaches--East York,Independent,Slota,Edward,
35005,Beaches--East York,Beaches--East York,Communist,Figueroa,Miguel,
35005,Beaches--East York,Beaches--East York,Marxist-Leninist,Carter,Roger,
35005,Beaches--East York,Beaches--East York,NDP,Tabuns,Peter,
35005,Beaches--East York,Beaches--East York,Green,Davison,Peter,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Liberal,Malhi,Gurbax,S.
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,NDP,Miranda,Fernando,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Conservative,Gill,Raminder,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Marxist-Leninist,Chilelli,Frank,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Green,McDowall,Sharleen,
35007,Brampton--Springdale,Brampton--Springdale,Liberal,Dhalla,Ruby,
35007,Brampton--Springdale,Brampton--Springdale,Conservative,Hundal,Sam,
35007,Brampton--Springdale,Brampton--Springdale,Communist,Mattu,Gurdev Singh,
35007,Brampton--Springdale,Brampton--Springdale,NDP,Pounder,Kathy,
35007,Brampton--Springdale,Brampton--Springdale,Green,Hudson,Nick,
35008,Brampton West,Brampton-Ouest,Liberal,Beaumier,Colleen,
35008,Brampton West,Brampton-Ouest,Conservative,Clement,Tony,
35008,Brampton West,Brampton-Ouest,Independent,Bose,Tom,
35008,Brampton West,Brampton-Ouest,Green,Goel,Sanjeev,
35008,Brampton West,Brampton-Ouest,NDP,Moise,Chris,
35009,Brant,Brant,Liberal,St. Amand,Lloyd,
35009,Brant,Brant,Independent,Turmel,John,C. 
35009,Brant,Brant,Conservative,Martin,Greg,
35009,Brant,Brant,Christian Heritage,Gots,Barra,L.
35009,Brant,Brant,Green,Embry,Helen-Anne,
35009,Brant,Brant,NDP,Bowering,Lynn,
35010,Burlington,Burlington,Liberal,Torsney,Paddy,
35010,Burlington,Burlington,NDP,Laird,David,Carter
35010,Burlington,Burlington,Green,Reid,Angela,
35010,Burlington,Burlington,Conservative,Wallace,Mike,
35010,Burlington,Burlington,Christian Heritage,Wubs,John Herman,
35011,Cambridge,Cambridge,Liberal,Peric,Janko,
35011,Cambridge,Cambridge,NDP,Price,Gary,
35011,Cambridge,Cambridge,Independent,Gryc,Alex,W.
35011,Cambridge,Cambridge,Green,White,Gareth,M.
35011,Cambridge,Cambridge,Christian Heritage,Gots,John,G. 
35011,Cambridge,Cambridge,Conservative,Goodyear,Gary,
35011,Cambridge,Cambridge,Independent,Oprea,John,
35012,Carleton--Lanark,Carleton--Lanark,Liberal,Wicklum,Dan,
35012,Carleton--Lanark,Carleton--Lanark,Green,Langstaff,Stuart,
35012,Carleton--Lanark,Carleton--Lanark,Conservative,O'Connor,Gordon,
35012,Carleton--Lanark,Carleton--Lanark,NDP,Prashaw,Rick,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Liberal,Pickard,Jerry,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,NDP,Kevany,Kathleen,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Conservative,Van Kesteren,Dave,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Marxist-Leninist,Mondaca,Margaret,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Green,Hetherington,Rod,
35014,Clarington--Scugog--Uxbridge,Clarington--Scugog--Uxbridge,Liberal,Lang,Tim,
35014,Clarington--Scugog--Uxbridge,Clarington--Scugog--Uxbridge,Conservative,Oda,Bev,
35014,Clarington--Scugog--Uxbridge,Clarington--Scugog--Uxbridge,Christian Heritage,Bruinsma,Durk,
35014,Clarington--Scugog--Uxbridge,Clarington--Scugog--Uxbridge,Green,Ervin,Virginia,
35014,Clarington--Scugog--Uxbridge,Clarington--Scugog--Uxbridge,NDP,Rogers,Bruce,
35015,Davenport,Davenport,Liberal,Silva,Mario,
35015,Davenport,Davenport,Conservative,Rodrigues,Theresa,
35015,Davenport,Davenport,Marijuana,Gale,Elmer,
35015,Davenport,Davenport,Canadian Action,Riddell,John,
35015,Davenport,Davenport,NDP,Pires,Rui,
35015,Davenport,Davenport,Green,O'Brien,Mark,
35015,Davenport,Davenport,Communist,Boyden,Johan,
35015,Davenport,Davenport,Marxist-Leninist,Thompson,Sarah,
35016,Don Valley East,Don Valley-Est,Liberal,Ratansi,Yasmin,
35016,Don Valley East,Don Valley-Est,Green,King,Dan,
35016,Don Valley East,Don Valley-Est,Conservative,Johnson,David,
35016,Don Valley East,Don Valley-Est,Christian Heritage,Kidd,Ryan,
35016,Don Valley East,Don Valley-Est,Communist,Black,Christopher,
35016,Don Valley East,Don Valley-Est,NDP,Mah,Valerie,
35017,Don Valley West,Don Valley-Ouest,Liberal,Godfrey,John,
35017,Don Valley West,Don Valley-Ouest,NDP,Thomas,David,
35017,Don Valley West,Don Valley-Ouest,Conservative,Turnbull,David,
35017,Don Valley West,Don Valley-Ouest,Green,Abbat,Serge,
35018,Dufferin--Caledon,Dufferin--Caledon,Liberal,Calder,Murray,
35018,Dufferin--Caledon,Dufferin--Caledon,NDP,Landry,Rita,
35018,Dufferin--Caledon,Dufferin--Caledon,Conservative,Tilson,David,
35018,Dufferin--Caledon,Dufferin--Caledon,Christian Heritage,Ellis,Ursula,
35018,Dufferin--Caledon,Dufferin--Caledon,Green,Alexander,Ted,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Liberal,Volpe,Joseph,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Conservative,Tanz,Bernie,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Canadian Action,Prévost,Corrinne,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Green,Goldstein,Shel,
35019,Eglinton--Lawrence,Eglinton--Lawrence,NDP,Silverman,Max,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal,Knutson,Gar,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative,Preston,Joe,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage,DeVries,Ken,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Canadian Action,Arlow,Will,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,NDP,McCallum,Tim,
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Green,Stodolny,Julie-Ann,
35021,Essex,Essex,Liberal,Whelan,Susan,
35021,Essex,Essex,NDP,Tremblay,David,
