district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Canadian Action,Merton,Gordie
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Marxist-Leninist,Smith,Albert Gray
35083,Perth--Wellington,Perth--Wellington,Christian Heritage,DeVries,Irma
35083,Perth--Wellington,Perth--Wellington,No affiliation,Fuhr,Roger
35083,Perth--Wellington,Perth--Wellington,Liberal,McCotter,Stephen
35083,Perth--Wellington,Perth--Wellington,Conservative,Nater,John
35083,Perth--Wellington,Perth--Wellington,NDP,Rabidoux,Ethan
35083,Perth--Wellington,Perth--Wellington,Green,Ramsdale,Nicole
35084,Peterborough--Kawartha,Peterborough--Kawartha,Forces,Leckie,Toban
35084,Peterborough--Kawartha,Peterborough--Kawartha,Green,Mason,Doug
35084,Peterborough--Kawartha,Peterborough--Kawartha,Liberal,Monsef,Maryam
35084,Peterborough--Kawartha,Peterborough--Kawartha,NDP,Nickle,Dave
35084,Peterborough--Kawartha,Peterborough--Kawartha,Conservative,Skinner,Michael
35085,Pickering--Uxbridge,Pickering--Uxbridge,Conservative,Chisu,Corneliu
35085,Pickering--Uxbridge,Pickering--Uxbridge,NDP,Downward,Pamela
35085,Pickering--Uxbridge,Pickering--Uxbridge,Green,Navarro,Anthony Jordan
35085,Pickering--Uxbridge,Pickering--Uxbridge,Liberal,O'Connell,Jennifer
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Independent,Clouthier,Hector
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Conservative,Gallant,Cheryl
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Green,Klietsch,Stefan
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,Liberal,Lehoux,Jeff
35086,Renfrew--Nipissing--Pembroke,Renfrew--Nipissing--Pembroke,NDP,McCarthy,Dan
35087,Richmond Hill,Richmond Hill,NDP,DeVita,Adam
35087,Richmond Hill,Richmond Hill,Liberal,Jowhari,Majid
35087,Richmond Hill,Richmond Hill,Conservative,Parsa,Michael
35087,Richmond Hill,Richmond Hill,Green,Veenema,Gwendolyn
35088,Carleton,Carleton,Green,Coyne,Deborah
35088,Carleton,Carleton,NDP,Larocque,Kc
35088,Carleton,Carleton,Conservative,Poilievre,Pierre
35088,Carleton,Carleton,Liberal,Rodgers,Chris
35089,St. Catharines,St. Catharines,Liberal,Bittle,Chris
35089,St. Catharines,St. Catharines,Conservative,Dykstra,Rick
35089,St. Catharines,St. Catharines,NDP,Erskine-Fournier,Susan
35089,St. Catharines,St. Catharines,Green,Fannon,Jim
35089,St. Catharines,St. Catharines,Communist,Waziruddin,Saleh
35090,Toronto--St. Paul's,Toronto--St. Paul's,Liberal,Bennett,Carolyn
35090,Toronto--St. Paul's,Toronto--St. Paul's,Green,Farmer,Kevin
35090,Toronto--St. Paul's,Toronto--St. Paul's,Conservative,MacDougall,Marnie
35090,Toronto--St. Paul's,Toronto--St. Paul's,NDP,Richler,Noah
35091,Sarnia--Lambton,Sarnia--Lambton,Conservative,Gladu,Marilyn
35091,Sarnia--Lambton,Sarnia--Lambton,NDP,McMichael,Jason Wayne
35091,Sarnia--Lambton,Sarnia--Lambton,Liberal,McPhail,Dave
35091,Sarnia--Lambton,Sarnia--Lambton,Green,Smith,Peter
35092,Sault Ste. Marie,Sault Ste. Marie,Green,Flannigan,Kara
35092,Sault Ste. Marie,Sault Ste. Marie,Conservative,Hayes,Bryan
35092,Sault Ste. Marie,Sault Ste. Marie,NDP,Morrison,Skip
35092,Sault Ste. Marie,Sault Ste. Marie,Liberal,Sheehan,Terry
35092,Sault Ste. Marie,Sault Ste. Marie,Marxist-Leninist,Taffarel,Mike
35093,Scarborough--Agincourt,Scarborough--Agincourt,Liberal,Chan,Arnold
35093,Scarborough--Agincourt,Scarborough--Agincourt,Conservative,Chang,Bin
35093,Scarborough--Agincourt,Scarborough--Agincourt,Christian Heritage,Coutinho,Jude
35093,Scarborough--Agincourt,Scarborough--Agincourt,NDP,Patrick,Laura
35093,Scarborough--Agincourt,Scarborough--Agincourt,Green,Scott,Debra
35094,Scarborough Centre,Scarborough-Centre,Libertarian,Androutsos,Katerina
35094,Scarborough Centre,Scarborough-Centre,Conservative,James,Roxanne
35094,Scarborough Centre,Scarborough-Centre,Green,Thompson,Lindsay
35094,Scarborough Centre,Scarborough-Centre,NDP,Wilson,Alex
35094,Scarborough Centre,Scarborough-Centre,Liberal,Zahid,Salma
35095,Scarborough--Guildwood,Scarborough--Guildwood,NDP,Casselman,Laura
35095,Scarborough--Guildwood,Scarborough--Guildwood,Independent,Clarke,Kevin
35095,Scarborough--Guildwood,Scarborough--Guildwood,Marijuana,Coulbeck,Paul
35095,Scarborough--Guildwood,Scarborough--Guildwood,Green,Holding,Kathleen
35095,Scarborough--Guildwood,Scarborough--Guildwood,Conservative,Konkel,Chuck
35095,Scarborough--Guildwood,Scarborough--Guildwood,Liberal,McKay,John
35096,Scarborough North,Scarborough-Nord,Liberal,Chen,Shaun
35096,Scarborough North,Scarborough-Nord,Independent,Khatoon,Aasia
35096,Scarborough North,Scarborough-Nord,Green,MacDonald,Eleni
35096,Scarborough North,Scarborough-Nord,Conservative,Malhi,Ravinder
35096,Scarborough North,Scarborough-Nord,Independent,Rosch,Raphael
35096,Scarborough North,Scarborough-Nord,NDP,Sitsabaiesan,Rathika
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Liberal,Anandasangaree,Gary
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Conservative,Lewis,Leslyn
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,NDP,Shanthikumar,KM
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Green,Winter,Calvin
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal,Blair,Bill
35098,Scarborough Southwest,Scarborough-Sud-Ouest,NDP,Harris,Dan
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative,Nallaratnam,Roshan
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Green,Taylor,Tommy
35099,Simcoe--Grey,Simcoe--Grey,Green,Fleming,JoAnne
35099,Simcoe--Grey,Simcoe--Grey,Conservative,Leitch,Kellie
35099,Simcoe--Grey,Simcoe--Grey,Liberal,MacEachern,Mike
35099,Simcoe--Grey,Simcoe--Grey,NDP,Matthews,David
35099,Simcoe--Grey,Simcoe--Grey,Christian Heritage,Noordegraaf,Len
35100,Simcoe North,Simcoe-Nord,NDP,Banigan,Richard
35100,Simcoe North,Simcoe-Nord,No affiliation,Kearey-Moreland,Jacob
35100,Simcoe North,Simcoe-Nord,Liberal,Riley,Liz
35100,Simcoe North,Simcoe-Nord,Conservative,Stanton,Bruce
35100,Simcoe North,Simcoe-Nord,Green,Stubbins,Peter
35100,Simcoe North,Simcoe-Nord,Christian Heritage,Whittaker,Scott
35101,Spadina--Fort York,Spadina--Fort York,NDP,Chow,Olivia
35101,Spadina--Fort York,Spadina--Fort York,Green,Danley,Sharon
35101,Spadina--Fort York,Spadina--Fort York,Marxist-Leninist,Lin,Nick
35101,Spadina--Fort York,Spadina--Fort York,"Party for Accountability, Competency and Transparency",Nicula,Michael
35101,Spadina--Fort York,Spadina--Fort York,Liberal,Vaughan,Adam
35101,Spadina--Fort York,Spadina--Fort York,Conservative,Zuniga,Sabrina
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,NDP,Burger,Patrick
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal,Clement,Bernadette
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green,Kennedy,Elaine
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative,Lauzon,Guy
35103,Sudbury,Sudbury,Independent,Audet,Jean-Raymond
35103,Sudbury,Sudbury,Liberal,Lefebvre,Paul
35103,Sudbury,Sudbury,NDP,Loewenberg,Paul
35103,Sudbury,Sudbury,Independent,Popescu,J. David
35103,Sudbury,Sudbury,Green,Robinson,David
35103,Sudbury,Sudbury,Communist,Rowley,Elizabeth
35103,Sudbury,Sudbury,Conservative,Slade,Fred
35104,Thornhill,Thornhill,Libertarian,Balfour,Gene
35104,Thornhill,Thornhill,NDP,Cherry,Lorne
35104,Thornhill,Thornhill,Liberal,Coldham,Nancy
35104,Thornhill,Thornhill,Seniors,Fairbairn,Margaret Leigh
35104,Thornhill,Thornhill,Conservative,Kent,Peter
35104,Thornhill,Thornhill,Green,Rachlis,Josh
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative,Comuzzi,Moe
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green,Radbourne,Christy
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,NDP,Rafferty,John
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal,Rusnak,Don
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,NDP,Foulds,Andrew
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Liberal,Hajdu,Patty
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Conservative,Harvey,Richard
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Green,Hyer,Bruce
35106,Thunder Bay--Superior North,Thunder Bay--Supérieur-Nord,Independent,Skaf,Robert
35107,Timmins--James Bay,Timmins--Baie James,NDP,Angus,Charlie
35107,Timmins--James Bay,Timmins--Baie James,Conservative,Curley,John P.
35107,Timmins--James Bay,Timmins--Baie James,Green,Kennedy,Max
35107,Timmins--James Bay,Timmins--Baie James,Liberal,Lever,Todd
35108,Toronto Centre,Toronto-Centre,Communist,Ahmad,Mariam
35108,Toronto Centre,Toronto-Centre,Green,Biggin,Colin
35108,Toronto Centre,Toronto-Centre,Conservative,Di Battista,Julian
35108,Toronto Centre,Toronto-Centre,Marxist-Leninist,Fernandez,Philip
35108,Toronto Centre,Toronto-Centre,NDP,McQuaig,Linda
35108,Toronto Centre,Toronto-Centre,Liberal,Morneau,Bill
35108,Toronto Centre,Toronto-Centre,Independent,Stone,Jordan
35109,Toronto--Danforth,Toronto--Danforth,Animal Alliance Environment Voters,Abbott,Elizabeth
35109,Toronto--Danforth,Toronto--Danforth,Liberal,Dabrusin,Julie
35109,Toronto--Danforth,Toronto--Danforth,Conservative,Dichter,Benjamin
35109,Toronto--Danforth,Toronto--Danforth,Progressive Canadian,Richardson,John
35109,Toronto--Danforth,Toronto--Danforth,NDP,Scott,Craig
35109,Toronto--Danforth,Toronto--Danforth,Green,Tolley,Chris
35110,University--Rosedale,University--Rosedale,The Bridge,Berlin,David
35110,University--Rosedale,University--Rosedale,Liberal,Freeland,Chrystia
35110,University--Rosedale,University--Rosedale,Communist,Garvie,Drew
35110,University--Rosedale,University--Rosedale,NDP,Hollett,Jennifer
35110,University--Rosedale,University--Rosedale,Conservative,Jivraj,Karim
35110,University--Rosedale,University--Rosedale,Animal Alliance Environment Voters,Luisi,Simon
35110,University--Rosedale,University--Rosedale,Marxist-Leninist,Rutchinski,Steve
35110,University--Rosedale,University--Rosedale,Libertarian,Waslowski,Jesse
35110,University--Rosedale,University--Rosedale,Green,Wright,Nick
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Green,Boulanger,Elise
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Conservative,Fantino,Julian
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Libertarian,Gualtieri,Anthony
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Liberal,Sorbara,Francesco
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,NDP,Zichy,Adriana Marie
35112,Waterloo,Waterloo,Conservative,Braid,Peter
35112,Waterloo,Waterloo,Liberal,Chagger,Bardish
35112,Waterloo,Waterloo,NDP,Freeman,Diane
35112,Waterloo,Waterloo,Animal Alliance Environment Voters,Hawley-Yan,Emma
35112,Waterloo,Waterloo,Green,Walsh,Richard
35113,Wellington--Halton Hills,Wellington--Halton Hills,Canadian Action,Anstey,Harvey Edward
35113,Wellington--Halton Hills,Wellington--Halton Hills,Green,Bouteiller,Brent Allan
35113,Wellington--Halton Hills,Wellington--Halton Hills,Conservative,Chong,Michael
35113,Wellington--Halton Hills,Wellington--Halton Hills,NDP,Gajerski-Cauley,Anne
35113,Wellington--Halton Hills,Wellington--Halton Hills,Liberal,Trant,Don
35114,Whitby,Whitby,Liberal,Caesar-Chavannes,Celina
35114,Whitby,Whitby,Green,Cameron,Craig
35114,Whitby,Whitby,NDP,Kelly,Ryan
35114,Whitby,Whitby,Independent,O'Connor,Jon
35114,Whitby,Whitby,Conservative,Perkins,Pat
35115,Willowdale,Willowdale,Independent,Ahluwalia,Birinder Singh
35115,Willowdale,Willowdale,Green,Arruda,James
35115,Willowdale,Willowdale,Liberal,Ehsassi,Ali
35115,Willowdale,Willowdale,Conservative,Leung,Chungsen
35115,Willowdale,Willowdale,NDP,Tabasinejad,Pouyan
35116,Windsor--Tecumseh,Windsor--Tecumseh,Marxist-Leninist,Chesnik,Laura
35116,Windsor--Tecumseh,Windsor--Tecumseh,Conservative,Gignac,Jo-Anne
35116,Windsor--Tecumseh,Windsor--Tecumseh,NDP,Hardcastle,Cheryl
35116,Windsor--Tecumseh,Windsor--Tecumseh,Green,Momotiuk,David
35116,Windsor--Tecumseh,Windsor--Tecumseh,Liberal,Schiller,Frank
35117,Windsor West,Windsor-Ouest,Green,LaRussa,Cora
35117,Windsor West,Windsor-Ouest,Conservative,Lau,Henry
35117,Windsor West,Windsor-Ouest,NDP,Masse,Brian
35117,Windsor West,Windsor-Ouest,Liberal,Sundin,Dave
35117,Windsor West,Windsor-Ouest,Marxist-Leninist,Villamizar,Margaret
35118,York Centre,York-Centre,Conservative,Adler,Mark
35118,York Centre,York-Centre,NDP,Berman,Hal
35118,York Centre,York-Centre,Green,Kritsonis,Constantine
35118,York Centre,York-Centre,Liberal,Levitt,Michael
35119,York--Simcoe,York--Simcoe,NDP,Gerl,Sylvia
35119,York--Simcoe,York--Simcoe,Liberal,Tanaka,Shaun
35119,York--Simcoe,York--Simcoe,Conservative,Van Loan,Peter
35119,York--Simcoe,York--Simcoe,Green,Viitala,Mark
35120,York South--Weston,York-Sud--Weston,Liberal,Hussen,Ahmed
35120,York South--Weston,York-Sud--Weston,Green,Johnson,John
35120,York South--Weston,York-Sud--Weston,Libertarian,Lepone,Stephen
35120,York South--Weston,York-Sud--Weston,Conservative,Robinson,James
35120,York South--Weston,York-Sud--Weston,NDP,Sullivan,Mike
35121,Humber River--Black Creek,Humber River--Black Creek,NDP,Harris,Darnel
35121,Humber River--Black Creek,Humber River--Black Creek,Green,Jarrett,Keith
35121,Humber River--Black Creek,Humber River--Black Creek,Marxist-Leninist,Nugent,Christine
35121,Humber River--Black Creek,Humber River--Black Creek,Liberal,Sgro,Judy
35121,Humber River--Black Creek,Humber River--Black Creek,Conservative,Vandenberg,Kerry
46001,Brandon--Souris,Brandon--Souris,Conservative,Maguire,Larry
46001,Brandon--Souris,Brandon--Souris,Green,Neufeld,David
46001,Brandon--Souris,Brandon--Souris,NDP,Wastasecoot,Melissa Joy
46001,Brandon--Souris,Brandon--Souris,Liberal,Wyman,Jodi
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Liberal,Eyolfson,Doug
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Conservative,Fletcher,Steven
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,Green,Nichols,Kevin
46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood--St. James--Assiniboia--Headingley,NDP,Paulley,Tom
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,NDP,Ashton,Niki
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Liberal,Chartrand,Rebecca
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Green,Hastmann,August
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Libertarian,Linnick,Zachary
46003,Churchill--Keewatinook Aski,Churchill--Keewatinook Aski,Conservative,Mirecki,Kyle G.
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,NDP,Lewycky,Laverne M.
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Independent,Mark,Inky
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Liberal,Piché,Ray
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Conservative,Sopuck,Robert
46004,Dauphin--Swan River--Neepawa,Dauphin--Swan River--Neepawa,Green,Storey,Kate
46005,Elmwood--Transcona,Elmwood--Transcona,NDP,Blaikie,Daniel
46005,Elmwood--Transcona,Elmwood--Transcona,Green,Parke,Kim
46005,Elmwood--Transcona,Elmwood--Transcona,Liberal,Richardson-Lipon,Andrea
46005,Elmwood--Transcona,Elmwood--Transcona,Conservative,Toet,Lawrence
46006,Kildonan--St. Paul,Kildonan--St. Paul,Conservative,Bell,Jim
46006,Kildonan--St. Paul,Kildonan--St. Paul,Independent,Hiebert,Eduard Walter
46006,Kildonan--St. Paul,Kildonan--St. Paul,NDP,Hrynyk,Suzanne
46006,Kildonan--St. Paul,Kildonan--St. Paul,Liberal,Mihychuk,MaryAnn
46006,Kildonan--St. Paul,Kildonan--St. Paul,Christian Heritage,Reimer,David
46006,Kildonan--St. Paul,Kildonan--St. Paul,Green,Stairs,Steven
46007,Portage--Lisgar,Portage--Lisgar,Conservative,Bergen,Candice
46007,Portage--Lisgar,Portage--Lisgar,Christian Heritage,Dondo,Jerome
46007,Portage--Lisgar,Portage--Lisgar,Green,Eert,Beverley
46007,Portage--Lisgar,Portage--Lisgar,NDP,Harder,Dean
46007,Portage--Lisgar,Portage--Lisgar,Liberal,Werbiski,Ken
46008,Provencher,Provencher,Conservative,Falk,Ted
46008,Provencher,Provencher,Liberal,Hayward,Terry
46008,Provencher,Provencher,NDP,Lilley,Les
46008,Provencher,Provencher,Green,Wheeldon,Jeff
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Conservative,Catellier,François
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,NDP,Selby,Erin
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Liberal,Vandal,Dan
46009,Saint Boniface--Saint Vital,Saint-Boniface--Saint-Vital,Green,Zaretski,Glenn
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Conservative,Bezan,James
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,NDP,Chief,Deborah
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Libertarian,Grant,Donald L.
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Green,James,Wayne
46010,Selkirk--Interlake--Eastman,Selkirk--Interlake--Eastman,Liberal,Levy,Joanne
46011,Winnipeg Centre,Winnipeg-Centre,NDP,Martin,Pat
46011,Winnipeg Centre,Winnipeg-Centre,Christian Heritage,Miller,Scott
46011,Winnipeg Centre,Winnipeg-Centre,Liberal,Ouellette,Robert-Falcon
46011,Winnipeg Centre,Winnipeg-Centre,Communist,Rankin,Darrell
46011,Winnipeg Centre,Winnipeg-Centre,Conservative,Szarkiewicz,Allie
46011,Winnipeg Centre,Winnipeg-Centre,Green,Woodstock,Don
46012,Winnipeg North,Winnipeg-Nord,NDP,Abad,Levy
46012,Winnipeg North,Winnipeg-Nord,Liberal,Lamoureux,Kevin
46012,Winnipeg North,Winnipeg-Nord,Green,Redekopp,John
46012,Winnipeg North,Winnipeg-Nord,Conservative,Turka,Harpreet
46013,Winnipeg South,Winnipeg-Sud,Liberal,Duguid,Terry
46013,Winnipeg South,Winnipeg-Sud,Conservative,Giesbrecht,Gordon
46013,Winnipeg South,Winnipeg-Sud,NDP,Goertzen,Brianne
46013,Winnipeg South,Winnipeg-Sud,Green,Smith,Adam
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Conservative,Bateman,Joyce
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Liberal,Carr,Jim
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,NDP,Henderson,Matt
46014,Winnipeg South Centre,Winnipeg-Centre-Sud,Green,Park,Andrew
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Independent,Anguish,Doug
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Liberal,Ingram,Larry
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Conservative,Ritz,Gerry
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,NDP,Tait,Glenn
47001,Battlefords--Lloydminster,Battlefords--Lloydminster,Green,Tenkink,Mikaela
47002,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Conservative,Anderson,David
47002,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Green,Caton,William
47002,Cypress Hills--Grasslands,Cypress Hills--Grasslands,NDP,Peterson,Trevor
47002,Cypress Hills--Grasslands,Cypress Hills--Grasslands,Liberal,Wiens,Marvin
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Conservative,Clarke,Rob
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,NDP,Jolibois,Georgina
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Liberal,Joseph,Lawrence
47003,Desnethé--Missinippi--Churchill River,Desnethé--Missinippi--Rivière Churchill,Green,Koch,Warren
47004,Carlton Trail--Eagle Creek,Sentier Carlton--Eagle Creek,Conservative,Block,Kelly
47004,Carlton Trail--Eagle Creek,Sentier Carlton--Eagle Creek,Green,Oliphant,Lynn Wesley
47004,Carlton Trail--Eagle Creek,Sentier Carlton--Eagle Creek,Liberal,Slusar,Alexander
47004,Carlton Trail--Eagle Creek,Sentier Carlton--Eagle Creek,NDP,Wright,Glenn
47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw--Lake Centre--Lanigan,NDP,Hlady,Dustan
47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw--Lake Centre--Lanigan,Liberal,Juttla,Perry
47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw--Lake Centre--Lanigan,Conservative,Lukiwski,Tom
47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw--Lake Centre--Lanigan,Green,Setyo,Shawn
47005,Moose Jaw--Lake Centre--Lanigan,Moose Jaw--Lake Centre--Lanigan,Rhinoceros,Thomas,Robert
47006,Prince Albert,Prince Albert,NDP,Borgerson,Lon
47006,Prince Albert,Prince Albert,Conservative,Hoback,Randy
47006,Prince Albert,Prince Albert,Liberal,Kirkby,Gordon
47006,Prince Albert,Prince Albert,Green,Tenkink,Byron
47007,Regina--Lewvan,Regina--Lewvan,Liberal,Browne,Louis
47007,Regina--Lewvan,Regina--Lewvan,Libertarian,Dolata,Wojciech
47007,Regina--Lewvan,Regina--Lewvan,Conservative,Fraser,Trent
47007,Regina--Lewvan,Regina--Lewvan,Green,Friesen,Tamela
47007,Regina--Lewvan,Regina--Lewvan,NDP,Weir,Erin
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Liberal,Anaquod,Della
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Green,Chatterson,Greg
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,NDP,Kuyek,Nial
47008,Regina--Qu'Appelle,Regina--Qu'Appelle,Conservative,Scheer,Andrew
47009,Regina--Wascana,Regina--Wascana,NDP,Bourgeois,April
47009,Regina--Wascana,Regina--Wascana,Liberal,Goodale,Ralph
47009,Regina--Wascana,Regina--Wascana,Conservative,Kram,Michael
47009,Regina--Wascana,Regina--Wascana,Green,Simonson,Frances
47010,Saskatoon--Grasswood,Saskatoon--Grasswood,NDP,Bell,Scott
47010,Saskatoon--Grasswood,Saskatoon--Grasswood,Green,Bigland-Pritchard,Mark
47010,Saskatoon--Grasswood,Saskatoon--Grasswood,Liberal,Muggli,Tracy
47010,Saskatoon--Grasswood,Saskatoon--Grasswood,Conservative,Waugh,Kevin
47011,Saskatoon--University,Saskatoon--University,Liberal,Block,Cynthia Marie
47011,Saskatoon--University,Saskatoon--University,NDP,Card,Claire
47011,Saskatoon--University,Saskatoon--University,Green,Harvey,Valerie
47011,Saskatoon--University,Saskatoon--University,Rhinoceros,Schalm,Eric Matthew
47011,Saskatoon--University,Saskatoon--University,Conservative,Trost,Brad
47012,Saskatoon West,Saskatoon-Ouest,Liberal,Abbott,Lisa
47012,Saskatoon West,Saskatoon-Ouest,NDP,Benson,Sheri
47012,Saskatoon West,Saskatoon-Ouest,Conservative,Donauer,Randy
47012,Saskatoon West,Saskatoon-Ouest,Libertarian,Hart,Bronek
47012,Saskatoon West,Saskatoon-Ouest,Green,Mitchell,Lois Carol
47012,Saskatoon West,Saskatoon-Ouest,Canada,Pankiw,Jim
47013,Souris--Moose Mountain,Souris--Moose Mountain,Liberal,Bebbington,Steven
47013,Souris--Moose Mountain,Souris--Moose Mountain,Green,Deptuck,Bob
47013,Souris--Moose Mountain,Souris--Moose Mountain,Conservative,Kitchen,Robert Gordon
47013,Souris--Moose Mountain,Souris--Moose Mountain,NDP,O'Dell,Vicky
47014,Yorkton--Melville,Yorkton--Melville,Green,Hughes,Elaine Marie
47014,Yorkton--Melville,Yorkton--Melville,Liberal,Malinoski,Brooke Taylor
47014,Yorkton--Melville,Yorkton--Melville,NDP,Ottenbreit,Doug
47014,Yorkton--Melville,Yorkton--Melville,Conservative,Wagantall,Cathay
48001,Banff--Airdrie,Banff--Airdrie,NDP,Boissonneault,Joanne
48001,Banff--Airdrie,Banff--Airdrie,Green,MacDonald,Mike
48001,Banff--Airdrie,Banff--Airdrie,Liberal,Raynolds,Marlo
48001,Banff--Airdrie,Banff--Airdrie,Conservative,Richards,Blake
48002,Battle River--Crowfoot,Battle River--Crowfoot,Green,Kelly,Gary
48002,Battle River--Crowfoot,Battle River--Crowfoot,Liberal,Kowalski,Andy
48002,Battle River--Crowfoot,Battle River--Crowfoot,Conservative,Sorenson,Kevin
48002,Battle River--Crowfoot,Battle River--Crowfoot,NDP,Swampy,Katherine
48003,Bow River,Bow River,Liberal,Alexander,William MacDonald
48003,Bow River,Bow River,Green,Fromholt,Rita Ann
48003,Bow River,Bow River,Democratic Advancement,Khalid,Fahed
48003,Bow River,Bow River,Independent,Kucy,Andrew
48003,Bow River,Bow River,NDP,MacWilliam,Lynn
48003,Bow River,Bow River,Conservative,Shields,Martin
48003,Bow River,Bow River,Christian Heritage,VandeStroet,Frans
48004,Calgary Centre,Calgary-Centre,Green,Boonlert,Thana
48004,Calgary Centre,Calgary-Centre,Conservative,Crockatt,Joan
48004,Calgary Centre,Calgary-Centre,Liberal,Hehr,Kent
48004,Calgary Centre,Calgary-Centre,Independent,Henderson,Yogi
48004,Calgary Centre,Calgary-Centre,NDP,Ratti,Jillian
48005,Calgary Confederation,Calgary Confederation,Liberal,Grant,Matt
48005,Calgary Confederation,Calgary Confederation,NDP,Heuser,Kirk
48005,Calgary Confederation,Calgary Confederation,Marxist-Leninist,Hunter,Kevan
48005,Calgary Confederation,Calgary Confederation,Green,Odd,Natalie
48005,Calgary Confederation,Calgary Confederation,Conservative,Webber,Len
48006,Calgary Forest Lawn,Calgary Forest Lawn,Libertarian,Badura,Matt
48006,Calgary Forest Lawn,Calgary Forest Lawn,Communist,Devine,Jason
48006,Calgary Forest Lawn,Calgary Forest Lawn,Green,Hansell,Judson
48006,Calgary Forest Lawn,Calgary Forest Lawn,Conservative,Obhrai,Deepak
48006,Calgary Forest Lawn,Calgary Forest Lawn,NDP,Souraya,Abdou
