district_code,name_english,last_winner,incumbent_running
35056,Markham--Unionville,Conservative,TRUE
35057,Milton,Conservative,TRUE
35058,Mississauga Centre,Liberal,TRUE
35059,Mississauga East--Cooksville,Liberal,TRUE
35060,Mississauga--Erin Mills,Liberal,TRUE
35061,Mississauga--Lakeshore,Liberal,TRUE
35062,Mississauga--Malton,Liberal,TRUE
35063,Mississauga--Streetsville,Liberal,TRUE
35064,Nepean,Liberal,TRUE
35065,Newmarket--Aurora,Liberal,FALSE
35066,Niagara Centre,Liberal,TRUE
35067,Niagara Falls,Conservative,FALSE
35068,Niagara West,Conservative,TRUE
35069,Nickel Belt,Liberal,TRUE
35070,Nipissing--Timiskaming,Liberal,TRUE
35071,Northumberland--Peterborough South,Liberal,TRUE
35072,Oakville,Liberal,FALSE
35073,Oakville North--Burlington,Liberal,TRUE
35074,Oshawa,Conservative,TRUE
35075,Ottawa Centre,Liberal,TRUE
35076,Orléans,Liberal,FALSE
35077,Ottawa South,Liberal,TRUE
35078,Ottawa--Vanier,Liberal,TRUE
35079,Ottawa West--Nepean,Liberal,TRUE
35080,Oxford,Conservative,TRUE
35081,Parkdale--High Park,Liberal,TRUE
35082,Parry Sound--Muskoka,Independent,FALSE
35083,Perth--Wellington,Conservative,TRUE
35084,Peterborough--Kawartha,Liberal,TRUE
35085,Pickering--Uxbridge,Liberal,TRUE
35086,Renfrew--Nipissing--Pembroke,Conservative,TRUE
35087,Richmond Hill,Liberal,TRUE
35088,Carleton,Conservative,TRUE
35089,St. Catharines,Liberal,TRUE
35090,Toronto--St. Paul's,Liberal,TRUE
35091,Sarnia--Lambton,Conservative,TRUE
35092,Sault Ste. Marie,Liberal,TRUE
35093,Scarborough--Agincourt,Liberal,TRUE
35094,Scarborough Centre,Liberal,TRUE
35095,Scarborough--Guildwood,Liberal,TRUE
35096,Scarborough North,Liberal,TRUE
35097,Scarborough--Rouge Park,Liberal,TRUE
35098,Scarborough Southwest,Liberal,TRUE
35099,Simcoe--Grey,Conservative,FALSE
35100,Simcoe North,Conservative,TRUE
35101,Spadina--Fort York,Liberal,TRUE
35102,Stormont--Dundas--South Glengarry,Conservative,FALSE
35103,Sudbury,Liberal,TRUE
35104,Thornhill,Conservative,TRUE
35105,Thunder Bay--Rainy River,Liberal,FALSE
35106,Thunder Bay--Superior North,Liberal,TRUE
35107,Timmins--James Bay,NDP,TRUE
35108,Toronto Centre,Liberal,TRUE
35109,Toronto--Danforth,Liberal,TRUE
35110,University--Rosedale,Liberal,TRUE
35111,Vaughan--Woodbridge,Liberal,TRUE
35112,Waterloo,Liberal,TRUE
35113,Wellington--Halton Hills,Conservative,TRUE
35114,Whitby,Independent,FALSE
35115,Willowdale,Liberal,TRUE
35116,Windsor--Tecumseh,NDP,TRUE
35117,Windsor West,NDP,TRUE
35118,York Centre,Liberal,TRUE
35119,York--Simcoe,Conservative,TRUE
35120,York South--Weston,Liberal,TRUE
35121,Humber River--Black Creek,Liberal,TRUE
46001,Brandon--Souris,Conservative,TRUE
46002,Charleswood--St. James--Assiniboia--Headingley,Liberal,TRUE
46003,Churchill--Keewatinook Aski,NDP,TRUE
46004,Dauphin--Swan River--Neepawa,Conservative,FALSE
46005,Elmwood--Transcona,NDP,TRUE
46006,Kildonan--St. Paul,Liberal,TRUE
46007,Portage--Lisgar,Conservative,TRUE
46008,Provencher,Conservative,TRUE
46009,Saint Boniface--Saint Vital,Liberal,TRUE
46010,Selkirk--Interlake--Eastman,Conservative,TRUE
46011,Winnipeg Centre,Liberal,TRUE
46012,Winnipeg North,Liberal,TRUE
46013,Winnipeg South,Liberal,TRUE
46014,Winnipeg South Centre,Liberal,TRUE
47001,Battlefords--Lloydminster,Conservative,TRUE
47002,Cypress Hills--Grasslands,Conservative,FALSE
47003,Desnethé--Missinippi--Churchill River,NDP,TRUE
47004,Carlton Trail--Eagle Creek,Conservative,TRUE
47005,Moose Jaw--Lake Centre--Lanigan,Conservative,TRUE
47006,Prince Albert,Conservative,TRUE
47007,Regina--Lewvan,CCF,FALSE
47008,Regina--Qu'Appelle,Conservative,TRUE
47009,Regina--Wascana,Liberal,TRUE
47010,Saskatoon--Grasswood,Conservative,TRUE
47011,Saskatoon--University,Conservative,TRUE
47012,Saskatoon West,NDP,TRUE
47013,Souris--Moose Mountain,Conservative,TRUE
47014,Yorkton--Melville,Conservative,TRUE
48001,Banff--Airdrie,Conservative,TRUE
48002,Battle River--Crowfoot,Conservative,FALSE
48003,Bow River,Conservative,TRUE
48004,Calgary Centre,Liberal,TRUE
48005,Calgary Confederation,Conservative,TRUE
48006,Calgary Forest Lawn,Conservative,FALSE
48007,Calgary Heritage,Conservative,TRUE
48008,Calgary Midnapore,Conservative,TRUE
48009,Calgary Nose Hill,Conservative,TRUE
48010,Calgary Rocky Ridge,Conservative,TRUE
48011,Calgary Shepard,Conservative,TRUE
48012,Calgary Signal Hill,Conservative,TRUE
48013,Calgary Skyview,Independent,FALSE
48014,Edmonton Centre,Liberal,TRUE
48015,Edmonton Griesbach,Conservative,TRUE
48016,Edmonton Manning,Conservative,TRUE
48017,Edmonton Mill Woods,Liberal,TRUE
48018,Edmonton Riverbend,Conservative,TRUE
48019,Edmonton Strathcona,NDP,FALSE
48020,Edmonton West,Conservative,TRUE
48021,Edmonton--Wetaskiwin,Conservative,TRUE
48022,Foothills,Conservative,TRUE
48023,Fort McMurray--Cold Lake,Conservative,TRUE
48024,Grande Prairie--Mackenzie,Conservative,TRUE
48025,Lakeland,Conservative,TRUE
48026,Lethbridge,Conservative,TRUE
48027,Medicine Hat--Cardston--Warner,Conservative,TRUE
48028,Peace River--Westlock,Conservative,TRUE
48029,Red Deer--Mountain View,Conservative,TRUE
48030,Red Deer--Lacombe,Conservative,TRUE
48031,St. Albert--Edmonton,Conservative,TRUE
48032,Sherwood Park--Fort Saskatchewan,Conservative,TRUE
48033,Sturgeon River--Parkland,Conservative,TRUE
48034,Yellowhead,Conservative,FALSE
59001,Abbotsford,Conservative,TRUE
59002,Burnaby North--Seymour,Liberal,TRUE
59003,Burnaby South,NDP,TRUE
59004,Cariboo--Prince George,Conservative,TRUE
59005,Central Okanagan--Similkameen--Nicola,Conservative,TRUE
59006,Chilliwack--Hope,Conservative,TRUE
59007,Cloverdale--Langley City,Liberal,TRUE
59008,Coquitlam--Port Coquitlam,Liberal,TRUE
59009,Courtenay--Alberni,NDP,TRUE
59010,Cowichan--Malahat--Langford,NDP,TRUE
59011,Delta,Liberal,TRUE
59012,Fleetwood--Port Kells,Liberal,TRUE
59013,Kamloops--Thompson--Cariboo,Conservative,TRUE
59014,Kelowna--Lake Country,Liberal,TRUE
59015,Kootenay--Columbia,NDP,TRUE
59016,Langley--Aldergrove,Conservative,FALSE
59017,Mission--Matsqui--Fraser Canyon,Liberal,TRUE
59018,Nanaimo--Ladysmith,Green,TRUE
59019,New Westminster--Burnaby,NDP,TRUE
59020,North Okanagan--Shuswap,Conservative,TRUE
59021,North Vancouver,Liberal,TRUE
59022,Pitt Meadows--Maple Ridge,Liberal,TRUE
59023,Port Moody--Coquitlam,NDP,FALSE
59024,Prince George--Peace River--Northern Rockies,Conservative,TRUE
59025,Richmond Centre,Conservative,TRUE
59026,Esquimalt--Saanich--Sooke,NDP,TRUE
59027,Saanich--Gulf Islands,Green,TRUE
59028,Skeena--Bulkley Valley,NDP,FALSE
59029,South Okanagan--West Kootenay,NDP,TRUE
59030,South Surrey--White Rock,Liberal,TRUE
59031,Steveston--Richmond East,Liberal,TRUE
59032,Surrey Centre,Liberal,TRUE
59033,Surrey--Newton,Liberal,TRUE
59034,Vancouver Centre,Liberal,TRUE
59035,Vancouver East,NDP,TRUE
59036,Vancouver Granville,Independent,TRUE
59037,North Island--Powell River,NDP,TRUE
59038,Vancouver Kingsway,NDP,TRUE
59039,Vancouver Quadra,Liberal,TRUE
59040,Vancouver South,Liberal,TRUE
59041,Victoria,NDP,FALSE
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,FALSE
60001,Yukon,Liberal,TRUE
61001,Northwest Territories,Liberal,TRUE
62001,Nunavut,Independent,FALSE
