"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","election_year"
16194,"Dreeshen, Earl","Dreeshen","Conservative","Red Deer","40th general election",11835,2008
15750,"Marks, Garfield","Marks","Liberal","Red Deer","40th general election",4075,2008
16060,"Somerville, Stuart","Somerville","NDP","Red Deer","40th general election",1980,2008
15133,"Lukiwski, Tom","Lukiwski","Conservative","Regina--Lumsden--Lake Centre","40th general election",9695,2008
15916,"Lysack, Monica","Lysack","Liberal","Regina--Lumsden--Lake Centre","40th general election",2450,2008
16025,"Kress, Fred","Kress","NDP","Regina--Lumsden--Lake Centre","40th general election",8085,2008
15344,"Scheer, Andrew","Scheer","Conservative","Regina--Qu'Appelle","40th general election",16055,2008
15597,"Chatterson, Greg","Chatterson","Green","Regina--Qu'Appelle","40th general election",3590,2008
15346,"Bernier, Janice","Bernier","NDP","Regina--Qu'Appelle","40th general election",5315,2008
15057,"Gallant, Cheryl","Gallant","Conservative","Renfrew--Nipissing--Pembroke","40th general election",28645.12,2008
15595,"Hoffman, Ben","Hoffman","Green","Renfrew--Nipissing--Pembroke","40th general election",6705,2008
15335,"Devine, Carole","Devine","Liberal","Renfrew--Nipissing--Pembroke","40th general election",33445,2008
15424,"McSheffrey, Sue","McSheffrey","NDP","Renfrew--Nipissing--Pembroke","40th general election",18295,2008
15319,"Dufour, Nicolas","Dufour","Bloc","Repentigny","40th general election",4240,2008
15407,"Royer, Bruno","Royer","Conservative","Repentigny","40th general election",7750,2008
16457,"Fournier, Paul W.","Fournier","Green","Repentigny","40th general election",30,2008
16055,"Semegen, Robert","Semegen","Liberal","Repentigny","40th general election",2533.52,2008
15702,"Bellemare, Réjean","Bellemare","NDP","Repentigny","40th general election",400,2008
15515,"Wong, Alice","Wong","Conservative","Richmond","40th general election",800,2008
16466,"Wolfe, Michael Anthony","Wolfe","Green","Richmond","40th general election",200,2008
16482,"Chan, Raymond","Chan","Liberal","Richmond","40th general election",49910,2008
16365,"Jackaman, Dale","Jackaman","NDP","Richmond","40th general election",6750,2008
15150,"Bellavance, André","Bellavance","Bloc","Richmond--Arthabaska","40th general election",13055,2008
15120,"Lefebvre, Éric","Lefebvre","Conservative","Richmond--Arthabaska","40th general election",21285.7,2008
16142,"Fillion, François","Fillion","Green","Richmond--Arthabaska","40th general election",100,2008
15274,"Grant, Gwyneth Helen","Grant","Liberal","Richmond--Arthabaska","40th general election",0,2008
16146,"Ricard, Stéphane","Ricard","NDP","Richmond--Arthabaska","40th general election",4200,2008
15531,"Leung, Chungsen","Leung","Conservative","Richmond Hill","40th general election",51520.72,2008
15502,"Marando, Dylan","Marando","Green","Richmond Hill","40th general election",450,2008
16227,"Dowsett, Wess","Dowsett","NDP","Richmond Hill","40th general election",3350,2008
15244,"Noël, Gaston","Noël","Conservative","Rimouski-Neigette--Témiscouata--Les Basques","40th general election",1900,2008
16061,"Béland, Pierre","Béland","Liberal","Rimouski-Neigette--Témiscouata--Les Basques","40th general election",8390,2008
16180,"Caron, Guy","Caron","NDP","Rimouski-Neigette--Témiscouata--Les Basques","40th general election",4440,2008
16124,"Bédard, Marie Martine","Bédard","Green","Rivière-des-Mille-Îles","40th general election",2530.01,2008
15738,"Duguay, Gilles","Duguay","Conservative","Rivière-du-Nord","40th general election",8290,2008
16616,"Neves, Joao","Neves","Liberal","Rivière-du-Nord","40th general election",860,2008
15898,"Bernier, Simon","Bernier","NDP","Rivière-du-Nord","40th general election",710,2008
15197,"Pilote, Claude","Pilote","Bloc","Roberval--Lac-Saint-Jean","40th general election",3550,2008
15381,"Lebel, Denis","Lebel","Conservative","Roberval--Lac-Saint-Jean","40th general election",35770,2008
15917,"Garneau, Bernard","Garneau","Liberal","Roberval--Lac-Saint-Jean","40th general election",8030,2008
15116,"Boulianne, Sylvie","Boulianne","Conservative","Rosemont--La Petite-Patrie","40th general election",32875,2008
15954,"Larochelle, Vincent","Larochelle","Green","Rosemont--La Petite-Patrie","40th general election",300,2008
15422,"Boulerice, Alexandre","Boulerice","NDP","Rosemont--La Petite-Patrie","40th general election",7135,2008
15737,"Lunn, Gary","Lunn","Conservative","Saanich--Gulf Islands","40th general election",12835,2008
16448,"Lewis, Andrew","Lewis","Green","Saanich--Gulf Islands","40th general election",2690,2008
16260,"West, Julian","West","NDP","Saanich--Gulf Islands","40th general election",1940.19,2008
16215,"Montgomery, David","Montgomery","Conservative","Sackville--Eastern Shore","40th general election",3500,2008
16519,"Hartlen, Noreen","Hartlen","Green","Sackville--Eastern Shore","40th general election",420,2008
15906,"Scott, Carolyn","Scott","Liberal","Sackville--Eastern Shore","40th general election",5950,2008
15011,"Lavallée, Carole","Lavallée","Bloc","Saint-Bruno--Saint-Hubert","40th general election",7296.25,2008
15009,"Charbonneau Barron, Nicole","Charbonneau Barron","Conservative","Saint-Bruno--Saint-Hubert","40th general election",3695,2008
16624,"Bernier, Simon","Bernier","Green","Saint-Bruno--Saint-Hubert","40th general election",100,2008
16309,"Diamond, Pierre","Diamond","Liberal","Saint-Bruno--Saint-Hubert","40th general election",10139.91,2008
15247,"Thi Lac, Ève-Mary Thaï","Thi Lac","Bloc","Saint-Hyacinthe--Bagot","40th general election",1974,2008
15425,"Vincelette, René","Vincelette","Conservative","Saint-Hyacinthe--Bagot","40th general election",19975,2008
15126,"Tétreault, Jacques","Tétreault","Green","Saint-Hyacinthe--Bagot","40th general election",2145,2008
15680,"Sansoucy, Brigitte","Sansoucy","NDP","Saint-Hyacinthe--Bagot","40th general election",600,2008
15158,"Bachand, Claude","Bachand","Bloc","Saint-Jean","40th general election",11015,2008
15323,"Mercier, Marie-Josée","Mercier","Conservative","Saint-Jean","40th general election",29795,2008
15868,"Tremblay, Pierre","Tremblay","Green","Saint-Jean","40th general election",0,2008
16536,"Ste-Marie, Claire","Ste-Marie","Liberal","Saint-Jean","40th general election",3050,2008
15246,"Le Tourneau, Lucie","Le Tourneau","Conservative","Saint-Léonard--Saint-Michel","40th general election",5673.58,2008
15646,"Colella, Laura","Colella","NDP","Saint-Léonard--Saint-Michel","40th general election",100,2008
15075,"Clune, Patrick","Clune","Conservative","Saint-Lambert","40th general election",16800,2008
16210,"Stanners, Roxane","Stanners","Liberal","Saint-Lambert","40th general election",14215,2008
15520,"Marois, Richard","Marois","NDP","Saint-Lambert","40th general election",300,2008
15267,"Galiatsatos, Dennis","Galiatsatos","Conservative","Saint-Laurent--Cartierville","40th general election",3350,2008
15200,"Dion, Stéphane","Dion","Liberal","Saint-Laurent--Cartierville","40th general election",5823.4,2008
15236,"Laforest, Jean-Yves","Laforest","Bloc","Saint-Maurice--Champlain","40th general election",8400,2008
15238,"Roof, Stéphane","Roof","Conservative","Saint-Maurice--Champlain","40th general election",24500,2008
15977,"Toupin, Martial","Toupin","Green","Saint-Maurice--Champlain","40th general election",3900,2008
15915,"St-Onge Lynch, Ronald","St-Onge Lynch","Liberal","Saint-Maurice--Champlain","40th general election",1105,2008
15003,"Glover, Shelly","Glover","Conservative","Saint Boniface","40th general election",37369.99,2008
15026,"Simard, Raymond","Simard","Liberal","Saint Boniface","40th general election",38519.52,2008
15410,"Schaubroeck, Matt","Schaubroeck","NDP","Saint Boniface","40th general election",4570,2008
16183,"Mowery, Tony","Mowery","NDP","Saint John","40th general election",1267.77,2008
15651,"Davidson, Pat","Davidson","Conservative","Sarnia--Lambton","40th general election",31590,2008
15807,"McKeown, Allan","McKeown","Green","Sarnia--Lambton","40th general election",4460,2008
15360,"Fugard, Tim","Fugard","Liberal","Sarnia--Lambton","40th general election",22847.32,2008
15563,"Bruziewicz, Andy","Bruziewicz","NDP","Sarnia--Lambton","40th general election",10609,2008
15134,"Trost, Brad","Trost","Conservative","Saskatoon--Humboldt","40th general election",25768,2008
15995,"Ducasse, Jean-Pierre","Ducasse","Green","Saskatoon--Humboldt","40th general election",131,2008
15513,"Ruston, Scott","Ruston","NDP","Saskatoon--Humboldt","40th general election",10285,2008
15493,"Block, Kelly","Block","Conservative","Saskatoon--Rosetown--Biggar","40th general election",20271.53,2008
15193,"Jones, Amber","Jones","Green","Saskatoon--Rosetown--Biggar","40th general election",4390,2008
16509,"Bluehorn, Roy","Bluehorn","Liberal","Saskatoon--Rosetown--Biggar","40th general election",1595,2008
15388,"Wiebe, Nettie","Wiebe","NDP","Saskatoon--Rosetown--Biggar","40th general election",24685,2008
15643,"Vellacott, Maurice","Vellacott","Conservative","Saskatoon--Wanuskewin","40th general election",5866.67,2008
15998,"Smith, Tobi-Dawne","Smith","Green","Saskatoon--Wanuskewin","40th general election",20,2008
15666,"Zipchen, Patricia","Zipchen","Liberal","Saskatoon--Wanuskewin","40th general election",9905,2008
16207,"Davidson, Clint","Davidson","NDP","Saskatoon--Wanuskewin","40th general election",4840,2008
15863,"Ross, Cameron","Ross","Conservative","Sault Ste. Marie","40th general election",26740,2008
15837,"Macmichael, Luke","Macmichael","Green","Sault Ste. Marie","40th general election",3200,2008
16550,"Bichler, Paul","Bichler","Liberal","Sault Ste. Marie","40th general election",8170,2008
15605,"Martin, Tony","Martin","NDP","Sault Ste. Marie","40th general election",35431.01,2008
15307,"Lau, Benson","Lau","Conservative","Scarborough--Agincourt","40th general election",53762.64,2008
16065,"Molder, Adrian","Molder","Green","Scarborough--Agincourt","40th general election",2750.5,2008
16300,"Karygiannis, Jim","Karygiannis","Liberal","Scarborough--Agincourt","40th general election",13251,2008
15848,"Dougherty, Simon","Dougherty","NDP","Scarborough--Agincourt","40th general election",1460,2008
15051,"Konkel, Chuck","Konkel","Conservative","Scarborough--Guildwood","40th general election",17561,2008
15385,"Khan, Sania","Khan","NDP","Scarborough--Guildwood","40th general election",3565,2008
15432,"Bance, Jerry","Bance","Conservative","Scarborough--Rouge River","40th general election",32021,2008
16019,"Nagy, Attila","Nagy","Green","Scarborough--Rouge River","40th general election",620,2008
16348,"Lee, Derek","Lee","Liberal","Scarborough--Rouge River","40th general election",2400,2008
15672,"James, Roxanne","James","Conservative","Scarborough Centre","40th general election",7911.8,2008
15976,"Ng, Ella","Ng","Green","Scarborough Centre","40th general election",3000,2008
15975,"Cannis, John","Cannis","Liberal","Scarborough Centre","40th general election",31525,2008
16277,"Hundt, Natalie","Hundt","NDP","Scarborough Centre","40th general election",1150,2008
15054,"Crompton, Greg","Crompton","Conservative","Scarborough Southwest","40th general election",1830,2008
15664,"Dixon, Stefan","Dixon","Green","Scarborough Southwest","40th general election",100,2008
15183,"Simson, Michelle","Simson","Liberal","Scarborough Southwest","40th general election",10695,2008
15566,"Hussain, Alamgir","Hussain","NDP","Scarborough Southwest","40th general election",5900,2008
15472,"Bezan, James","Bezan","Conservative","Selkirk--Interlake","40th general election",27310,2008
15963,"Walsh, Kevin","Walsh","Liberal","Selkirk--Interlake","40th general election",4357,2008
16169,"Cordner, Pat","Cordner","NDP","Selkirk--Interlake","40th general election",5175,2008
15669,"Demers, Bernard","Demers","Liberal","Shefford","40th general election",5607,2008
16241,"Gnocchini Messier, Simon","Gnocchini Messier","NDP","Shefford","40th general election",1400,2008
15800,"Bachand, André","Bachand","Conservative","Sherbrooke","40th general election",14255,2008
15213,"Goguen, Nathalie","Goguen","Liberal","Sherbrooke","40th general election",5507.5,2008
15871,"Guergis, Helena","Guergis","Conservative","Simcoe--Grey","40th general election",30505,2008
16160,"Ellis, Peter","Ellis","Green","Simcoe--Grey","40th general election",862.27,2008
16379,"Matrosovs, Andrea","Matrosovs","Liberal","Simcoe--Grey","40th general election",3200,2008
15318,"Austin, Katy","Austin","NDP","Simcoe--Grey","40th general election",7065.6,2008
16129,"Stanton, Bruce","Stanton","Conservative","Simcoe North","40th general election",46683,2008
15322,"Powell, Valerie","Powell","Green","Simcoe North","40th general election",11853.41,2008
15989,"Banigan, Richard","Banigan","NDP","Simcoe North","40th general election",5825,2008
15102,"Smith, Sharon","Smith","Conservative","Skeena--Bulkley Valley","40th general election",18795,2008
15655,"Arendt, Hondo","Arendt","Green","Skeena--Bulkley Valley","40th general election",120,2008
15536,"Morhart, Corinna","Morhart","Liberal","Skeena--Bulkley Valley","40th general election",8800,2008
15598,"Cullen, Nathan","Cullen","NDP","Skeena--Bulkley Valley","40th general election",42216.08,2008
16221,"Fletcher, Raquel","Fletcher","NDP","Souris--Moose Mountain","40th general election",1790,2008
15220,"Keddy, Gerald","Keddy","Conservative","South Shore--St. Margaret's","40th general election",24350,2008
15754,"Oddy, Michael","Oddy","Green","South Shore--St. Margaret's","40th general election",100,2008
15333,"Smith, Bill","Smith","Liberal","South Shore--St. Margaret's","40th general election",25925,2008
15039,"Earle, Gordon S.","Earle","NDP","South Shore--St. Margaret's","40th general election",23995,2008
15105,"Hiebert, Russ","Hiebert","Conservative","South Surrey--White Rock--Cloverdale","40th general election",11335,2008
16078,"Blair, David","Blair","Green","South Surrey--White Rock--Cloverdale","40th general election",400,2008
15561,"Higginbotham, Judy","Higginbotham","Liberal","South Surrey--White Rock--Cloverdale","40th general election",19240,2008
15555,"Prontzos, Peter","Prontzos","NDP","South Surrey--White Rock--Cloverdale","40th general election",9532.05,2008
15569,"Dykstra, Rick","Dykstra","Conservative","St. Catharines","40th general election",15071.36,2008
15876,"Fannon, Jim","Fannon","Green","St. Catharines","40th general election",680,2008
15353,"Addison, George N.","Addison","NDP","St. Catharines","40th general election",5350,2008
16161,"Westcott, Craig","Westcott","Conservative","St. John's East","40th general election",34920,2008
15499,"Harris, Jack","Harris","NDP","St. John's East","40th general election",22150,2008
16321,"Wiseman, Merv","Wiseman","Conservative","St. John's South--Mount Pearl","40th general election",3875,2008
16477,"Warren, Ted","Warren","Green","St. John's South--Mount Pearl","40th general election",122.03,2008
15590,"Coady, Siobhan","Coady","Liberal","St. John's South--Mount Pearl","40th general election",36355,2008
15533,"Cleary, Ryan","Cleary","NDP","St. John's South--Mount Pearl","40th general election",12652,2008
16347,"Jewell, Heather","Jewell","Conservative","St. Paul's","40th general election",21926.8,2008
16107,"Erdman, Justin","Erdman","Green","St. Paul's","40th general election",50,2008
16315,"Bennett, Carolyn","Bennett","Liberal","St. Paul's","40th general election",3432.62,2008
15936,"Agrawal, Anita","Agrawal","NDP","St. Paul's","40th general election",3310.5,2008
15660,"Lauzon, Guy","Lauzon","Conservative","Stormont--Dundas--South Glengarry","40th general election",54284,2008
15770,"Rawnsley, David","Rawnsley","Green","Stormont--Dundas--South Glengarry","40th general election",3380,2008
15700,"Sabourin, Denis","Sabourin","Liberal","Stormont--Dundas--South Glengarry","40th general election",21515,2008
15280,"Jalbert, Darlene","Jalbert","NDP","Stormont--Dundas--South Glengarry","40th general election",11384.1,2008
15599,"Labelle, Gerry","Labelle","Conservative","Sudbury","40th general election",14475,2008
15384,"Harris, Gordon","Harris","Green","Sudbury","40th general election",5420,2008
15588,"Thibeault, Glenn","Thibeault","NDP","Sudbury","40th general election",13870,2008
16133,"Cadman, Dona","Cadman","Conservative","Surrey North","40th general election",9030,2008
15375,"Muhammad, Marc","Muhammad","Liberal","Surrey North","40th general election",18852.21,2008
16206,"Arab, Rachid","Arab","NDP","Surrey North","40th general election",17095,2008
16547,"Rudderham, Kristen","Rudderham","Conservative","Sydney--Victoria","40th general election",34153.54,2008
16594,"Harker, Collin","Harker","Green","Sydney--Victoria","40th general election",1100,2008
16339,"Eyking, Mark","Eyking","Liberal","Sydney--Victoria","40th general election",20670,2008
16470,"McKay, Wayne","McKay","NDP","Sydney--Victoria","40th general election",6945,2008
15491,"Lebel, Daniel","Lebel","Conservative","Terrebonne--Blainville","40th general election",8050,2008
16095,"Drapeau, Martin","Drapeau","Green","Terrebonne--Blainville","40th general election",920,2008
15639,"Nassif, Eva","Nassif","Liberal","Terrebonne--Blainville","40th general election",7786,2008
15068,"Kent, Peter","Kent","Conservative","Thornhill","40th general election",35596,2008
15072,"Koehl, Norbert","Koehl","Green","Thornhill","40th general election",7095,2008
16132,"Kadis, Susan","Kadis","Liberal","Thornhill","40th general election",17525,2008
15464,"Strelchik, Simon","Strelchik","NDP","Thornhill","40th general election",4375,2008
15284,"Neumann, Richard","Neumann","Conservative","Thunder Bay--Rainy River","40th general election",22104.2,2008
16046,"Aegard, Russ","Aegard","Green","Thunder Bay--Rainy River","40th general election",130,2008
15154,"Boshcoff, Ken","Boshcoff","Liberal","Thunder Bay--Rainy River","40th general election",38219.26,2008
15037,"Rafferty, John","Rafferty","NDP","Thunder Bay--Rainy River","40th general election",22663.1,2008
15100,"Sarafin, Bev","Sarafin","Conservative","Thunder Bay--Superior North","40th general election",30972.24,2008
16232,"Hughes, Brendan Daniel","Hughes","Green","Thunder Bay--Superior North","40th general election",2350,2008
15509,"McArthur, Don","McArthur","Liberal","Thunder Bay--Superior North","40th general election",23247,2008
15349,"Hyer, Bruce","Hyer","NDP","Thunder Bay--Superior North","40th general election",27235,2008
16270,"Greenberg, Bill","Greenberg","Conservative","Timmins--James Bay","40th general election",5000,2008
16427,"Verner, Larry","Verner","Green","Timmins--James Bay","40th general election",0,2008
16376,"Taillefer, Paul","Taillefer","Liberal","Timmins--James Bay","40th general election",3350,2008
15234,"Angus, Charlie","Angus","NDP","Timmins--James Bay","40th general election",15720,2008
15547,"Allen, Mike","Allen","Conservative","Tobique--Mactaquac","40th general election",17495.25,2008
16353,"Glass, Mark","Glass","Green","Tobique--Mactaquac","40th general election",1510,2008
16282,"McGrath, Sally","McGrath","Liberal","Tobique--Mactaquac","40th general election",2980,2008
15442,"Finnamore, Alice","Finnamore","NDP","Tobique--Mactaquac","40th general election",4180,2008
16139,"Perreault, Christina","Perreault","Conservative","Toronto--Danforth","40th general election",13915,2008
15612,"Howarth, Sharon","Howarth","Green","Toronto--Danforth","40th general election",7481,2008
16067,"Lang, Andrew","Lang","Liberal","Toronto--Danforth","40th general election",14181.08,2008
16229,"Layton, Jack","Layton","NDP","Toronto--Danforth","40th general election",14656,2008
16444,"Gentili, David Peter","Gentili","Conservative","Toronto Centre","40th general election",19380.36,2008
15390,"Michelson, Ellen","Michelson","Green","Toronto Centre","40th general election",3726.7,2008
15919,"Rae, Bob","Rae","Liberal","Toronto Centre","40th general election",38509.5,2008
16351,"Khaki, El- Farouk","Khaki","NDP","Toronto Centre","40th general election",7905,2008
15984,"McGirr, Christine","McGirr","Conservative","Trinity--Spadina","40th general election",225,2008
15888,"La Frenie, Stephen","La Frenie","Green","Trinity--Spadina","40th general election",4460,2008
16136,"Innes, Christine","Innes","Liberal","Trinity--Spadina","40th general election",2250,2008
15886,"Chow, Olivia","Chow","NDP","Trinity--Spadina","40th general election",56227.5,2008
15063,"Durand, Claude","Durand","Conservative","Trois-Rivières","40th general election",18250,2008
15951,"Simard, Marcos G.","Simard","Liberal","Trois-Rivières","40th general election",1660,2008
16266,"Mayencourt, Lorne","Mayencourt","Conservative","Vancouver Centre","40th general election",22495,2008
16264,"Carr, Adriane","Carr","Green","Vancouver Centre","40th general election",17959.13,2008
16265,"Fry, Hedy","Fry","Liberal","Vancouver Centre","40th general election",12649.13,2008
16263,"Byers, Michael","Byers","NDP","Vancouver Centre","40th general election",12448.24,2008
16609,"Warawa, Ryan","Warawa","Conservative","Vancouver East","40th general election",2000,2008
15645,"Carr, Mike","Carr","Green","Vancouver East","40th general election",500,2008
15018,"Davies, Libby","Davies","NDP","Vancouver East","40th general election",21404.49,2008
15721,"Duncan, John","Duncan","Conservative","Vancouver Island North","40th general election",33014.27,2008
15619,"Stone, Philip","Stone","Green","Vancouver Island North","40th general election",6106.5,2008
16554,"Fleischer, Geoff","Fleischer","Liberal","Vancouver Island North","40th general election",2002.68,2008
15140,"Bell, Catherine","Bell","NDP","Vancouver Island North","40th general election",47490.75,2008
15623,"Rayek, Salomon","Rayek","Conservative","Vancouver Kingsway","40th general election",4850,2008
16488,"Warkentin, Doug","Warkentin","Green","Vancouver Kingsway","40th general election",3305,2008
15364,"Yuan, Wendy","Yuan","Liberal","Vancouver Kingsway","40th general election",4052,2008
15632,"Davies, Don","Davies","NDP","Vancouver Kingsway","40th general election",33188.78,2008
15780,"Meredith, Deborah","Meredith","Conservative","Vancouver Quadra","40th general election",64960,2008
15290,"Grice, Dan","Grice","Green","Vancouver Quadra","40th general election",3318.5,2008
15810,"Young, Wai","Young","Conservative","Vancouver South","40th general election",6520,2008
16177,"Gulyas, Csaba","Gulyas","Green","Vancouver South","40th general election",300,2008
15475,"Dosanjh, Ujjal","Dosanjh","Liberal","Vancouver South","40th general election",23010,2008
15752,"Chambers, Ann","Chambers","NDP","Vancouver South","40th general election",5167.5,2008
15093,"Faille, Meili","Faille","Bloc","Vaudreuil-Soulanges","40th general election",1600,2008
15249,"Fortier, Michael M.","Fortier","Conservative","Vaudreuil-Soulanges","40th general election",42000,2008
15285,"Lorello, Richard","Lorello","Conservative","Vaughan","40th general election",18293.56,2008
15399,"Visentin, Adrian","Visentin","Green","Vaughan","40th general election",8200,2008
15110,"Bevilacqua, Maurizio","Bevilacqua","Liberal","Vaughan","40th general election",2000,2008
16153,"Wilkin, Vicky","Wilkin","NDP","Vaughan","40th general election",1516.32,2008
15195,"Benoit, Leon","Benoit","Conservative","Vegreville--Wainwright","40th general election",4890,2008
16511,"Munsey, William","Munsey","Green","Vegreville--Wainwright","40th general election",453.9,2008
16512,"Campbell, Adam","Campbell","Liberal","Vegreville--Wainwright","40th general election",2000,2008
16592,"Stone, Ray","Stone","NDP","Vegreville--Wainwright","40th general election",126,2008
15230,"Malo, Luc","Malo","Bloc","Verchères--Les Patriotes","40th general election",1000,2008
15129,"Dussault, Benoît","Dussault","Conservative","Verchères--Les Patriotes","40th general election",17100,2008
15845,"Fortin, Raphaël","Fortin","NDP","Verchères--Les Patriotes","40th general election",565,2008
15382,"McClintock, Jack","McClintock","Conservative","Victoria","40th general election",29851.35,2008
15252,"Saab, Adam","Saab","Green","Victoria","40th general election",4917,2008
16252,"Park Shannon, Anne","Park Shannon","Liberal","Victoria","40th general election",285,2008
15428,"Savoie, Denise","Savoie","NDP","Victoria","40th general election",36640,2008
15494,"Hunter, Michelle","Hunter","Conservative","Wascana","40th general election",29160,2008
15827,"Goodale, Ralph","Goodale","Liberal","Wascana","40th general election",27045,2008
15172,"Moore, Stephen","Moore","NDP","Wascana","40th general election",2720,2008
15207,"Kiers, Alf","Kiers","Conservative","Welland","40th general election",5480.68,2008
15045,"Maloney, John","Maloney","Liberal","Welland","40th general election",17089,2008
15069,"Allen, Malcolm","Allen","NDP","Welland","40th general election",21755,2008
15443,"Chong, Michael","Chong","Conservative","Wellington--Halton Hills","40th general election",21658,2008
16346,"Bouteiller, Brent","Bouteiller","Green","Wellington--Halton Hills","40th general election",300,2008
15678,"Bowser, Bruce","Bowser","Liberal","Wellington--Halton Hills","40th general election",8565,2008
15941,"Duignan, Noel","Duignan","NDP","Wellington--Halton Hills","40th general election",300,2008
15334,"Kerr, Greg","Kerr","Conservative","West Nova","40th general election",32592,2008
16611,"Mills, Ronald","Mills","Green","West Nova","40th general election",200,2008
15668,"Thibault, Robert","Thibault","Liberal","West Nova","40th general election",0,2008
15804,"Barron, George","Barron","NDP","West Nova","40th general election",5030,2008
15365,"Weston, John","Weston","Conservative","West Vancouver--Sunshine Coast--Sea to Sky Country","40th general election",29895,2008
16174,"Wilson, Blair","Wilson","Green","West Vancouver--Sunshine Coast--Sea to Sky Country","40th general election",5840,2008
16546,"Sutherland, Ian","Sutherland","Liberal","West Vancouver--Sunshine Coast--Sea to Sky Country","40th general election",16845.12,2008
16543,"Forst, Bill","Forst","NDP","West Vancouver--Sunshine Coast--Sea to Sky Country","40th general election",9922,2008
15489,"Bell, Brendan","Bell","Conservative","Western Arctic","40th general election",46850,2008
15654,"Mackenzie-Scott, Gabrielle","Mackenzie-Scott","Liberal","Western Arctic","40th general election",0,2008
15683,"Bevington, Dennis","Bevington","NDP","Western Arctic","40th general election",12853.25,2008
15901,"Storseth, Brian","Storseth","Conservative","Westlock--St. Paul","40th general election",34840,2008
16049,"Murphy, Aden","Murphy","Green","Westlock--St. Paul","40th general election",350,2008
16449,"Houle, Leila","Houle","Liberal","Westlock--St. Paul","40th general election",1350,2008
16336,"Dufort, Guy","Dufort","Conservative","Westmount--Ville-Marie","40th general election",1950,2008
15357,"Garneau, Marc","Garneau","Liberal","Westmount--Ville-Marie","40th general election",100,2008
15370,"Lagacé Dowson, Anne","Lagacé Dowson","NDP","Westmount--Ville-Marie","40th general election",9360,2008
15705,"Calkins, Blaine","Calkins","Conservative","Wetaskiwin","40th general election",3840,2008
16599,"Parsons, Les","Parsons","Green","Wetaskiwin","40th general election",2722.2,2008
15613,"Dillon, Rita Katherine","Dillon","Liberal","Wetaskiwin","40th general election",1900,2008
16238,"Robson, Tim","Robson","NDP","Wetaskiwin","40th general election",2010,2008
15508,"Flaherty, Jim","Flaherty","Conservative","Whitby--Oshawa","40th general election",100833.8,2008
16094,"Anderson, Doug","Anderson","Green","Whitby--Oshawa","40th general election",4460,2008
16056,"Fullard, Brent","Fullard","Liberal","Whitby--Oshawa","40th general election",10560,2008
15718,"Purdy, David","Purdy","NDP","Whitby--Oshawa","40th general election",4245,2008
15395,"Richards, Blake","Richards","Conservative","Wild Rose","40th general election",34675.1,2008
16033,"Fox, Lisa","Fox","Green","Wild Rose","40th general election",1665,2008
16121,"Turcott, Jenn","Turcott","Liberal","Wild Rose","40th general election",3404.49,2008
16409,"Horvath, Jeff","Horvath","NDP","Wild Rose","40th general election",975,2008
15601,"Karns, Jake","Karns","Conservative","Willowdale","40th general election",7246.4,2008
15673,"Carcasole, Lou","Carcasole","Green","Willowdale","40th general election",350,2008
15710,"Hall Findlay, Martha","Hall Findlay","Liberal","Willowdale","40th general election",5087.49,2008
16318,"Wallace, Susan","Wallace","NDP","Willowdale","40th general election",10204,2008
16233,"Ghanam, Denise","Ghanam","Conservative","Windsor--Tecumseh","40th general election",5905,2008
15453,"Mastroianni, Steve","Mastroianni","Liberal","Windsor--Tecumseh","40th general election",22410,2008
15083,"Comartin, Joe","Comartin","NDP","Windsor--Tecumseh","40th general election",29415,2008
15350,"Lumley, Lisa","Lumley","Conservative","Windsor West","40th general election",21690,2008
16500,"Esposito, John","Esposito","Green","Windsor West","40th general election",20,2008
15615,"Horwitz, Larry","Horwitz","Liberal","Windsor West","40th general election",16013,2008
15788,"Masse, Brian","Masse","NDP","Windsor West","40th general election",15687.3,2008
15753,"Daodu, Kenny","Daodu","Conservative","Winnipeg Centre","40th general election",4986,2008
16307,"Klassen, Jessie","Klassen","Green","Winnipeg Centre","40th general election",3005,2008
15811,"Hurley, Dan","Hurley","Liberal","Winnipeg Centre","40th general election",290,2008
15755,"Martin, Pat","Martin","NDP","Winnipeg Centre","40th general election",27650,2008
15920,"Larkin, Ray","Larkin","Conservative","Winnipeg North","40th general election",600,2008
15294,"Johannson, Catharine","Johannson","Green","Winnipeg North","40th general election",250,2008
15724,"Marion, Marcelle","Marion","Liberal","Winnipeg North","40th general election",380,2008
15101,"Wasylycia-Leis, Judy","Wasylycia-Leis","NDP","Winnipeg North","40th general election",29576,2008
15152,"Bruinooge, Rod","Bruinooge","Conservative","Winnipeg South","40th general election",30266,2008
15847,"Cosby, David","Cosby","Green","Winnipeg South","40th general election",3306.76,2008
15289,"Loewen, John","Loewen","Liberal","Winnipeg South","40th general election",28387,2008
15168,"Robert, Sean","Robert","NDP","Winnipeg South","40th general election",2505,2008
15589,"Kennerd, Trevor","Kennerd","Conservative","Winnipeg South Centre","40th general election",20301,2008
16369,"Scott, Vere","Scott","Green","Winnipeg South Centre","40th general election",2276.88,2008
15882,"Neville, Anita","Neville","Liberal","Winnipeg South Centre","40th general election",21825,2008
15833,"Heinrichs, Rachel","Heinrichs","NDP","Winnipeg South Centre","40th general election",4721.25,2008
15351,"Merrifield, Rob","Merrifield","Conservative","Yellowhead","40th general election",5750,2008
