District,Poll Number,Poll Name,Jordan Katz,Brian Masse,Richard Pollock,Rob Spring,Enver Villamizar,Rejected Ballots,Total Vote,Electors
Windsor West/Windsor-Ouest,50,Windsor,20,58,34,6,0,0,118,340
Windsor West/Windsor-Ouest,51,Windsor,4,39,16,1,0,0,60,242
Windsor West/Windsor-Ouest,52,Windsor,13,65,21,2,2,0,103,331
Windsor West/Windsor-Ouest,53,Windsor,17,83,17,4,1,0,122,272
Windsor West/Windsor-Ouest,54,Windsor,20,115,27,4,1,0,167,500
Windsor West/Windsor-Ouest,55,Windsor,10,99,39,13,2,0,163,391
Windsor West/Windsor-Ouest,56,Windsor,14,117,26,2,0,3,162,433
Windsor West/Windsor-Ouest,57,Windsor,19,72,12,1,0,0,104,345
Windsor West/Windsor-Ouest,58,Windsor,25,112,23,5,0,0,165,344
Windsor West/Windsor-Ouest,59,Windsor,33,110,40,8,1,2,194,370
Windsor West/Windsor-Ouest,60,Windsor,12,107,30,3,0,0,152,283
Windsor West/Windsor-Ouest,61,Windsor,37,167,36,7,1,1,249,479
Windsor West/Windsor-Ouest,62,Windsor,21,122,31,5,0,0,179,376
Windsor West/Windsor-Ouest,63,Windsor,25,170,34,9,0,1,239,395
Windsor West/Windsor-Ouest,64,Windsor,40,136,58,6,1,1,242,414
Windsor West/Windsor-Ouest,65,Windsor,28,151,66,5,2,1,253,380
Windsor West/Windsor-Ouest,66,Windsor,20,120,70,17,1,1,229,545
Windsor West/Windsor-Ouest,67,Windsor,24,101,33,5,0,2,165,370
Windsor West/Windsor-Ouest,68,Windsor,11,38,13,5,5,0,72,281
Windsor West/Windsor-Ouest,69,Windsor,3,42,27,4,2,0,78,238
Windsor West/Windsor-Ouest,70,Windsor,10,36,26,3,0,0,75,294
Windsor West/Windsor-Ouest,71,Windsor,22,58,42,6,0,0,128,363
Windsor West/Windsor-Ouest,72,Windsor,8,92,36,6,2,2,146,345
Windsor West/Windsor-Ouest,73,Windsor,25,92,52,3,0,0,172,416
Windsor West/Windsor-Ouest,74,Windsor,27,144,30,1,0,0,202,418
Windsor West/Windsor-Ouest,75,Windsor,24,113,60,9,0,2,208,412
Windsor West/Windsor-Ouest,76,Windsor,23,107,42,2,0,2,176,361
Windsor West/Windsor-Ouest,77,Windsor,6,53,18,2,1,1,81,242
Windsor West/Windsor-Ouest,78,Windsor,11,84,28,1,0,0,124,266
Windsor West/Windsor-Ouest,79,Windsor,24,158,49,3,2,0,236,416
Windsor West/Windsor-Ouest,80,Windsor,33,124,51,5,0,4,217,382
Windsor West/Windsor-Ouest,81,Windsor,20,83,26,2,0,0,131,294
Windsor West/Windsor-Ouest,82,Windsor,15,66,14,0,0,2,97,244
Windsor West/Windsor-Ouest,83,Windsor,14,94,50,13,0,3,174,403
Windsor West/Windsor-Ouest,84,Windsor,36,142,65,20,1,0,264,534
Windsor West/Windsor-Ouest,85,Windsor,24,74,52,2,1,0,153,346
Windsor West/Windsor-Ouest,86,Windsor,34,92,89,16,0,0,231,479
Windsor West/Windsor-Ouest,87,Windsor,32,81,26,9,1,1,150,313
Windsor West/Windsor-Ouest,88,Windsor,50,48,75,12,2,0,187,310
Windsor West/Windsor-Ouest,89,Windsor,16,73,44,3,1,0,137,326
Windsor West/Windsor-Ouest,90,Windsor,18,58,24,5,0,1,106,262
Windsor West/Windsor-Ouest,91,Windsor,21,74,55,6,0,2,158,316
Windsor West/Windsor-Ouest,92,Windsor,33,101,51,16,0,0,201,368
Windsor West/Windsor-Ouest,93,Windsor,25,77,65,11,0,0,178,353
Windsor West/Windsor-Ouest,94,Windsor,23,101,38,7,1,0,170,347
Windsor West/Windsor-Ouest,95,Windsor,39,74,80,10,0,1,204,306
Windsor West/Windsor-Ouest,96,Windsor,69,65,78,5,1,1,219,342
Windsor West/Windsor-Ouest,97,Windsor,61,76,107,13,1,0,258,397
Windsor West/Windsor-Ouest,98,Windsor,59,89,81,18,0,0,247,385
Windsor West/Windsor-Ouest,99,Windsor,44,69,57,13,0,2,185,313
Windsor West/Windsor-Ouest,100,Windsor,37,70,111,16,2,0,236,366
Windsor West/Windsor-Ouest,101,Windsor,38,70,83,8,3,0,202,355
Windsor West/Windsor-Ouest,102,Windsor,52,97,71,7,1,3,231,397
Windsor West/Windsor-Ouest,103,Windsor,27,129,58,3,0,1,218,413
Windsor West/Windsor-Ouest,104,Windsor,21,134,55,1,1,1,213,401
Windsor West/Windsor-Ouest,105,Windsor,26,131,65,6,1,3,232,441
Windsor West/Windsor-Ouest,106,Windsor,51,137,52,7,1,2,250,434
Windsor West/Windsor-Ouest,107,Windsor,19,138,34,4,3,2,200,398
Windsor West/Windsor-Ouest,108,Windsor,44,129,63,14,0,3,253,501
Windsor West/Windsor-Ouest,109,Windsor,50,153,63,15,0,2,283,487
Windsor West/Windsor-Ouest,110,Windsor,54,141,41,6,0,2,244,490
Windsor West/Windsor-Ouest,111,Windsor,9,30,16,2,0,0,57,150
Windsor West/Windsor-Ouest,112,Windsor,18,89,32,4,0,2,145,332
Windsor West/Windsor-Ouest,113,Windsor,41,84,46,7,0,1,179,439
Windsor West/Windsor-Ouest,114,Windsor,41,86,114,8,0,2,251,498
Windsor West/Windsor-Ouest,115,Windsor,19,69,50,4,0,1,143,371
Windsor West/Windsor-Ouest,116,Windsor,22,84,48,4,0,1,159,302
Windsor West/Windsor-Ouest,117,Windsor,31,77,54,10,0,1,173,332
Windsor West/Windsor-Ouest,118,Windsor,26,140,52,9,1,2,230,415
Windsor West/Windsor-Ouest,119,Windsor,28,74,82,5,1,3,193,310
Windsor West/Windsor-Ouest,120,Windsor,32,80,32,6,0,1,151,339
Windsor West/Windsor-Ouest,121,Windsor,11,93,31,5,0,1,141,328
Windsor West/Windsor-Ouest,122,Windsor,29,62,39,7,0,0,137,225
Windsor West/Windsor-Ouest,123,Windsor,26,52,79,4,0,1,162,237
Windsor West/Windsor-Ouest,124,Windsor,52,122,46,6,0,1,227,559
Windsor West/Windsor-Ouest,125,Windsor,20,66,71,16,1,0,174,364
Windsor West/Windsor-Ouest,126,Windsor,43,145,40,7,0,1,236,488
Windsor West/Windsor-Ouest,127,Windsor,77,182,67,5,1,3,335,646
Windsor West/Windsor-Ouest,128,Windsor,18,131,46,8,0,0,203,358
Windsor West/Windsor-Ouest,129,Windsor,33,105,24,8,0,1,171,362
Windsor West/Windsor-Ouest,130,Windsor,24,61,24,4,0,2,115,270
Windsor West/Windsor-Ouest,131,Windsor,23,57,31,5,0,0,116,247
Windsor West/Windsor-Ouest,132,Windsor,44,111,53,8,0,6,222,398
Windsor West/Windsor-Ouest,133A,Windsor,53,130,72,7,1,1,264,548
Windsor West/Windsor-Ouest,133B,Windsor,43,97,58,10,1,0,209,425
Windsor West/Windsor-Ouest,134,Windsor,45,93,48,5,0,1,192,448
Windsor West/Windsor-Ouest,135A,Windsor,38,102,45,3,1,0,189,406
Windsor West/Windsor-Ouest,135B,Windsor,23,106,58,13,0,0,200,389
Windsor West/Windsor-Ouest,136,Windsor,53,130,62,3,2,0,250,579
Windsor West/Windsor-Ouest,137A,Windsor,29,39,67,3,1,0,139,281
Windsor West/Windsor-Ouest,137B,Windsor,46,51,71,9,0,1,178,347
Windsor West/Windsor-Ouest,138,Windsor,68,33,107,2,0,0,210,338
Windsor West/Windsor-Ouest,139,Windsor,45,138,72,9,1,4,269,493
Windsor West/Windsor-Ouest,140,Windsor,46,66,109,7,1,1,230,457
Windsor West/Windsor-Ouest,141,Windsor,30,116,108,4,1,5,264,474
Windsor West/Windsor-Ouest,142,Windsor,16,109,46,4,0,8,183,455
Windsor West/Windsor-Ouest,143,Windsor,20,92,25,3,0,3,143,375
Windsor West/Windsor-Ouest,144,Windsor,24,72,61,11,0,0,168,340
Windsor West/Windsor-Ouest,145,Windsor,26,62,47,4,0,0,139,256
Windsor West/Windsor-Ouest,146,Windsor,46,74,50,2,0,1,173,273
Windsor West/Windsor-Ouest,147,Windsor,55,114,70,4,0,0,243,458
Windsor West/Windsor-Ouest,148,Windsor,48,91,88,6,0,0,233,437
Windsor West/Windsor-Ouest,149,Windsor,39,110,73,1,0,2,225,489
Windsor West/Windsor-Ouest,150,Windsor,26,65,55,1,0,0,147,343
Windsor West/Windsor-Ouest,151,Windsor,68,168,83,12,1,2,334,615
Windsor West/Windsor-Ouest,152,Windsor,41,104,91,16,0,3,255,512
Windsor West/Windsor-Ouest,153,Windsor,9,29,2,3,0,0,43,99
Windsor West/Windsor-Ouest,154,Windsor,16,94,25,5,0,0,140,294
Windsor West/Windsor-Ouest,155,Windsor,45,84,124,4,0,1,258,506
Windsor West/Windsor-Ouest,156,Windsor,44,63,73,9,0,0,189,323
Windsor West/Windsor-Ouest,157,Windsor,48,50,107,7,0,0,212,336
Windsor West/Windsor-Ouest,158,Windsor,28,63,72,5,0,0,168,276
Windsor West/Windsor-Ouest,159,Windsor,33,80,78,6,0,0,197,372
Windsor West/Windsor-Ouest,160,Windsor,70,100,114,9,0,1,294,459
Windsor West/Windsor-Ouest,161,Windsor,46,66,104,5,0,2,223,348
Windsor West/Windsor-Ouest,162,Windsor,36,41,58,5,0,0,140,236
Windsor West/Windsor-Ouest,163,Windsor,60,93,84,5,0,5,247,414
Windsor West/Windsor-Ouest,164,Windsor,72,87,88,12,0,0,259,433
Windsor West/Windsor-Ouest,165,Windsor,37,56,78,11,0,0,182,316
Windsor West/Windsor-Ouest,166,Windsor,37,74,44,5,0,0,160,272
Windsor West/Windsor-Ouest,167,Windsor,38,82,78,11,1,1,211,321
Windsor West/Windsor-Ouest,168,Windsor,39,27,63,4,0,0,133,261
Windsor West/Windsor-Ouest,169,Windsor,38,74,93,8,0,0,213,378
Windsor West/Windsor-Ouest,170,Windsor,38,39,39,9,0,1,126,246
Windsor West/Windsor-Ouest,171,Windsor,53,73,71,7,1,0,205,377
Windsor West/Windsor-Ouest,172,Windsor,58,99,85,4,1,0,247,414
Windsor West/Windsor-Ouest,173,Windsor,65,88,85,7,1,1,247,451
Windsor West/Windsor-Ouest,174,Windsor,18,31,22,1,0,0,72,227
Windsor West/Windsor-Ouest,175,Windsor,45,76,84,5,2,0,212,351
Windsor West/Windsor-Ouest,176,Windsor,57,112,83,12,0,1,265,431
Windsor West/Windsor-Ouest,177,Windsor,36,66,75,5,0,1,183,277
Windsor West/Windsor-Ouest,178,Windsor,82,82,129,3,2,0,298,390
Windsor West/Windsor-Ouest,179,Windsor,73,76,85,1,0,0,235,459
Windsor West/Windsor-Ouest,180,Windsor,66,93,73,12,0,1,245,407
Windsor West/Windsor-Ouest,181,Windsor,51,45,78,5,0,0,179,322
Windsor West/Windsor-Ouest,182,Windsor,58,81,105,6,1,1,252,438
Windsor West/Windsor-Ouest,183,Windsor,37,112,68,10,0,0,227,388
Windsor West/Windsor-Ouest,184,Windsor,50,111,69,19,0,0,249,425
Windsor West/Windsor-Ouest,185,Windsor,58,81,90,14,0,4,247,402
Windsor West/Windsor-Ouest,186,Windsor,51,88,79,9,0,0,227,358
Windsor West/Windsor-Ouest,187,Windsor,36,63,60,4,0,0,163,329
Windsor West/Windsor-Ouest,188,Windsor,51,86,116,11,0,2,266,455
Windsor West/Windsor-Ouest,189,Windsor,41,64,62,6,1,1,175,314
Windsor West/Windsor-Ouest,190,Windsor,55,86,99,7,1,1,249,440
Windsor West/Windsor-Ouest,191,Windsor,42,55,75,13,0,0,185,338
Windsor West/Windsor-Ouest,192,Windsor,47,57,97,8,0,0,209,350
Windsor West/Windsor-Ouest,193,Windsor,42,102,80,2,2,0,228,373
Windsor West/Windsor-Ouest,194,Windsor,46,75,75,5,0,0,201,356
Windsor West/Windsor-Ouest,195,Windsor,57,71,121,4,0,0,253,463
Windsor West/Windsor-Ouest,196,Windsor,62,101,70,9,0,0,242,538
Windsor West/Windsor-Ouest,197,Windsor,46,101,69,3,2,1,222,475
Windsor West/Windsor-Ouest,198,Windsor,81,77,52,3,1,1,215,448
Windsor West/Windsor-Ouest,199A,Windsor,40,60,32,3,0,1,136,342
Windsor West/Windsor-Ouest,199B,Windsor,25,54,32,2,0,0,113,305
Windsor West/Windsor-Ouest,199C,Windsor,32,48,24,2,0,2,108,317
Windsor West/Windsor-Ouest,200,Windsor,30,56,55,5,0,1,147,347
Windsor West/Windsor-Ouest,201,Windsor,73,61,91,6,0,1,232,438
Windsor West/Windsor-Ouest,202,Windsor,88,61,142,5,0,1,297,540
Windsor West/Windsor-Ouest,203,Windsor,85,100,107,6,0,4,302,514
Windsor West/Windsor-Ouest,204,Windsor,77,79,78,2,0,2,238,450
Windsor West/Windsor-Ouest,205A,Windsor,63,65,61,5,1,1,196,402
Windsor West/Windsor-Ouest,205B,Windsor,50,50,67,3,0,0,170,348
Windsor West/Windsor-Ouest,400,Windsor,14,30,28,0,2,2,76,245
Windsor West/Windsor-Ouest,401,Windsor,Merged with No. 33,,,,,,,28
Windsor West/Windsor-Ouest,402,Windsor,34,39,45,2,0,1,121,160
Windsor West/Windsor-Ouest,403,Windsor,34,83,58,5,0,0,180,226
Windsor West/Windsor-Ouest,404,Windsor,14,24,11,1,1,1,52,137
Windsor West/Windsor-Ouest,405,Windsor,Void,,,,,,,
Windsor West/Windsor-Ouest,406,Windsor,26,76,54,5,1,4,166,278
Windsor West/Windsor-Ouest,407,Windsor,33,24,56,6,0,1,120,179
Windsor West/Windsor-Ouest,408,Windsor,16,91,50,4,0,1,162,253
Windsor West/Windsor-Ouest,409,Windsor,18,127,73,6,1,7,232,346
Windsor West/Windsor-Ouest,500,Mobile poll/Bureau itinérant,17,39,48,5,1,0,110,305
Windsor West/Windsor-Ouest,501,Mobile poll/Bureau itinérant,9,19,40,4,1,5,78,187
Windsor West/Windsor-Ouest,502,Mobile poll/Bureau itinérant,10,18,39,1,2,6,76,137
Windsor West/Windsor-Ouest,503,Mobile poll/Bureau itinérant,32,27,50,5,0,2,116,293
Windsor West/Windsor-Ouest,600,Windsor,46,146,84,8,2,8,294,
Windsor West/Windsor-Ouest,601,Windsor,51,132,99,11,2,0,295,
Windsor West/Windsor-Ouest,602,Windsor,55,176,87,4,0,1,323,
Windsor West/Windsor-Ouest,603,Windsor,51,152,71,14,1,1,290,
Windsor West/Windsor-Ouest,604,Windsor,54,119,70,5,0,2,250,
Windsor West/Windsor-Ouest,605,Windsor,105,180,87,6,1,2,381,
Windsor West/Windsor-Ouest,606,Windsor,81,94,97,16,2,0,290,
Windsor West/Windsor-Ouest,607,Windsor,184,276,327,17,1,4,809,
Windsor West/Windsor-Ouest,608,Windsor,246,268,297,23,1,2,837,
Windsor West/Windsor-Ouest,,Group 1/Groupe 1,34,24,42,5,1,10,116,217
Windsor West/Windsor-Ouest,,Group 2/Groupe 2,127,222,173,14,6,1,543,
