District,Poll Number,Poll Name,Raynald Blais,Guy De Coste,Bob Eichenberger,Georges Farrah,Philip Toone,Rejected Ballots,Total Vote,Electors
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,23,Gaspé,81,9,6,73,4,2,175,338
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,24,Gaspé,69,10,3,22,8,4,116,272
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,25,Gaspé,85,14,4,91,8,3,205,332
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,26,Gaspé,88,12,1,47,4,1,153,284
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,27,Gaspé,114,30,3,73,7,1,228,570
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,28,Gaspé,36,12,0,53,0,4,105,216
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,29,Gaspé,83,10,5,40,2,1,141,269
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,30,Gaspé,109,17,9,87,5,3,230,526
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,31,Gaspé,113,30,9,6,1,0,159,398
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,32,Gaspé,73,2,4,32,2,0,113,186
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,33,Gaspé,127,5,6,52,8,0,198,355
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,34,Gaspé,112,20,6,71,11,0,220,403
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,35,Gaspé,138,9,2,62,5,4,220,365
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,36,Gaspé,72,14,7,58,2,1,154,273
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,37,Wakeham,49,16,2,86,6,1,160,276
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,38,York,48,13,4,125,7,2,199,418
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,39,Gaspé,130,20,8,58,6,5,227,540
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,40,Gaspé,64,10,2,58,4,2,140,395
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,41,Gaspé,134,7,11,38,3,0,193,329
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,42,Gaspé,133,20,5,98,12,3,271,581
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,43,Gaspé,77,14,6,68,13,1,179,373
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,44,Gaspé,29,28,6,71,9,1,144,263
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,45,Bougainville,19,19,5,135,7,0,185,456
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,46,Saint-Georges-de-Malbaie,63,20,3,109,2,0,197,319
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,47,Bridgeville,41,8,1,14,4,0,68,229
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,48,Val-d'Espoir,132,7,1,27,0,4,171,404
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,49,Percé,74,8,3,30,5,1,121,218
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,50,Percé,124,14,4,53,4,4,203,461
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,51,Cap-d'Espoir,129,11,1,16,1,1,159,362
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,52,Cap-d'Espoir,151,23,2,56,20,2,254,422
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,53,Sainte-Thérèse-de-Gaspé,78,2,0,16,0,0,96,216
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,54,Sainte-Thérèse-de-Gaspé,135,3,3,26,2,1,170,393
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,55,Sainte-Thérèse-de-Gaspé,95,9,2,32,1,2,141,258
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,56,Sainte-Thérèse-de-Gaspé,59,7,2,15,1,0,84,170
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,57,Grande-Rivière,133,15,3,45,1,4,201,410
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,58,Grande-Rivière,137,8,2,25,4,2,178,421
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,59,Grande-Rivière,73,5,2,48,2,2,132,255
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,60,Grande-Rivière,122,9,3,33,1,1,169,316
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,61,Grande-Rivière,101,9,1,46,2,1,160,325
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,62,Grande-Rivière,120,15,3,36,1,6,181,355
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,63,Grande-Rivière,120,7,1,21,0,4,153,266
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,64,Grande-Rivière,105,11,4,40,2,2,164,296
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,65,Grande-Rivière,91,4,3,23,0,3,124,266
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,66,Saint-François-de-Pabos,218,23,3,61,2,3,310,503
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,67,Pabos,53,2,1,22,1,0,79,138
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,68,Pabos,116,5,7,26,0,2,156,276
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,69,Pabos,137,9,3,33,0,2,184,352
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,70,Pabos,117,6,3,33,1,3,163,379
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,71,Chandler,142,8,1,49,0,4,204,387
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,72,Chandler,111,12,6,37,5,2,173,337
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,73,Chandler,148,13,5,36,3,9,214,427
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,74,Chandler,125,5,2,29,1,3,165,324
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,75,Chandler,185,9,5,49,1,2,251,535
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,76,Chandler,138,16,1,56,3,4,218,418
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,77,Pabos Mills,68,12,2,40,2,0,124,274
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,78A,Pabos Mills,112,8,4,35,1,2,162,317
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,78B,Pabos Mills,89,6,0,36,0,4,135,276
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,79,Pabos Mills,120,7,0,40,0,1,168,330
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,80,Newport,55,2,1,9,0,1,68,149
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,81,Newport,204,10,7,93,4,2,320,590
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,82,Newport,82,5,0,31,0,2,120,178
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,83,Newport,99,9,1,36,0,1,146,234
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,84,Newport,123,8,1,24,0,0,156,363
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,85,Gascons-Est,Merged with No. 86,,,,,,,120
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,86,L'Anse-aux-Gascons,201,5,2,33,1,1,243,366
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,87,Gascons-Ouest,217,13,2,49,2,1,284,431
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,88,Port-Daniel,137,0,0,13,0,0,150,252
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,89,Port-Daniel,177,5,1,37,3,0,223,325
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,90,Port-Daniel-Centre,160,9,2,46,2,0,219,336
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,91,Port-Daniel-Ouest,65,10,1,59,1,1,137,271
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,92,Shigawake,43,13,3,134,5,0,198,362
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,93,Saint-Godefroi,113,17,0,57,1,1,189,396
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,94,Hope Town,54,17,5,86,5,0,167,256
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,95,Hope,61,7,3,35,0,3,109,230
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,96,Hope,88,6,4,60,2,2,162,281
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,97,Paspébiac-Ouest,99,10,1,29,0,5,144,297
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,98,Paspébiac-Ouest,92,6,0,49,0,1,148,269
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,99,Paspébiac-Ouest,134,11,1,72,0,8,226,428
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,100,Paspébiac-Ouest,110,10,2,43,0,1,166,308
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,101,Paspébiac-Ouest,109,10,1,24,0,1,145,349
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,102,Paspébiac-Ouest,81,2,2,17,1,1,104,205
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,103,Paspébiac-Ouest,89,11,3,21,2,1,127,284
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,104A,Paspébiac-Ouest,101,7,1,24,1,1,135,289
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,104B,Paspébiac-Ouest,101,10,1,39,2,1,154,365
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,105,Saint-Jogues,30,3,3,24,2,0,62,112
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,106,New Carlisle,44,32,3,133,15,4,231,442
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,107,New Carlisle,24,8,5,75,11,0,123,247
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,108,New Carlisle,29,12,1,84,7,0,133,239
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,109,New Carlisle East,37,15,7,49,3,3,114,251
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,110,Bonaventure,148,18,6,58,5,0,235,381
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,111,Bonaventure,139,14,11,40,7,4,215,396
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,112,Bonaventure,168,19,4,99,5,3,298,477
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,113,Bonaventure,116,8,2,53,4,2,185,296
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,114,Bonaventure,100,5,3,37,4,0,149,234
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,115,Bonaventure-Est,107,27,11,68,4,0,217,449
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,116,Saint-Elzéar,129,19,7,57,5,3,220,365
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,117,Saint-Siméon-Ouest,143,6,8,63,6,4,230,358
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,118,Saint-Siméon,127,12,6,60,3,0,208,307
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,119,Saint-Siméon,112,12,7,59,3,4,197,304
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,120,Saint-Alphonse,94,3,6,31,2,2,138,226
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,121,Saint-Alphonse,150,18,17,58,2,3,248,374
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,122,Rivière-Caplan,127,22,20,44,3,7,223,323
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,123,Caplan,123,27,8,43,6,8,215,338
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,124,Caplan,112,27,10,54,1,0,204,344
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,125,Caplan,148,12,12,80,4,1,257,410
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,126,Caplan,126,6,8,20,3,3,166,264
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,127,Saint-Edgar,31,8,4,25,5,5,78,115
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,128,New Richmond,53,10,8,40,7,1,119,268
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,129,New Richmond West,49,8,11,77,2,1,148,268
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,130,New Richmond,89,17,10,46,9,2,173,289
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,131,New Richmond Station,85,1,5,29,2,6,128,298
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,132,New Richmond,89,22,8,69,6,3,197,417
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,133,New Richmond,109,21,12,49,2,0,193,325
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,134,New Richmond Centre,87,18,9,52,4,6,176,388
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,135,New Richmond,121,20,12,60,0,8,221,435
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,136,New Richmond,66,13,14,42,10,3,148,275
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,137,Saint-Jules,33,15,18,93,13,3,175,288
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,138,Grande-Cascapédia,27,21,12,106,10,1,177,289
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,139,Maria,103,7,13,25,4,2,154,255
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,140,Maria,148,16,19,53,5,6,247,414
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,141,Gesgapegiag 2,1,2,2,43,4,0,52,333
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,142,Maria,114,10,10,16,0,2,152,240
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,143,Maria,152,15,12,45,3,6,233,369
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,144,Maria,89,11,14,32,4,3,153,233
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,145,Maria,165,7,24,39,6,4,245,362
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,146,Saint-Omer,106,18,4,29,6,3,166,286
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,147,Saint-Omer,191,29,12,81,10,5,328,595
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,148,Saint-Omer,78,4,7,13,4,3,109,220
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,149,Carleton,102,10,12,56,5,3,188,333
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,150,Carleton,89,6,5,42,6,7,155,271
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,151,Carleton,100,9,4,28,4,1,146,261
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,152,Carleton,155,12,5,45,6,1,224,416
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,153,Carleton,147,16,10,61,1,5,240,421
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,154,Carleton,109,4,5,38,5,0,161,280
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,155,Carleton,116,9,9,40,8,2,184,300
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,156,Rivière-Nouvelle,76,8,10,57,8,3,162,328
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,157,Rivière-Nouvelle,111,16,7,45,5,5,189,325
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,158,Rivière-Nouvelle,71,10,8,63,6,7,165,280
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,159,Rivière-Nouvelle,76,21,17,41,7,5,167,316
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,160,Rivière-Nouvelle,66,12,7,37,3,6,131,268
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,161,Escuminac,35,15,5,66,12,0,133,237
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,162,Pointe-à-la-Garde,61,8,6,53,10,2,140,285
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,163,Pointe-à-la-Croix,94,18,19,59,12,7,209,450
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,164,Pointe-à-la-Croix,44,24,8,42,8,8,134,319
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,165,Pointe-à-la-Croix,114,30,19,78,22,13,276,497
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,166,Restigouche 1,1,8,3,51,8,0,71,688
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,167,Restigouche 1,1,8,3,36,6,0,54,474
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,168,Ristigouche-Partie-Sud-Est,25,6,2,47,6,2,88,141
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,169,Saint-André-de-Restigouche,48,6,4,15,2,0,75,143
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,170,Saint-André-de-Restigouche,41,12,6,74,5,4,142,262
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,171,Matapédia,43,27,4,96,15,2,187,369
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,172,Saint-Alexis,31,5,8,57,2,0,103,175
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,173,Saint-Alexis,73,26,10,93,7,8,217,356
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,174,Saint-François-d'Assise,97,13,2,111,8,3,234,403
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,175,Saint-François-d'Assise,57,10,6,34,2,1,110,198
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,176,L'Ascension-de-Patapédia,35,8,4,67,2,4,120,177
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,177A,Grosse-Île,20,31,8,71,11,0,141,275
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,177B,Old Harry,3,15,0,22,2,0,42,88
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,178,Grande-Entrée,99,8,1,66,1,2,177,279
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,179,Grande-Entrée,75,2,0,54,0,1,132,213
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,180,Pointe-aux-Loups,53,6,1,34,0,3,97,158
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,181,Fatima,104,3,0,83,0,2,192,281
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,182,Fatima,80,8,4,83,2,3,180,297
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,183,Fatima,128,7,0,104,4,2,245,471
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,184,Fatima,91,5,2,58,4,1,161,306
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,185,Fatima,96,9,1,91,1,6,204,333
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,186,Fatima,108,6,2,95,2,0,213,344
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,187,Fatima,88,9,6,99,3,5,210,301
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,188,Havre-aux-Maisons,106,9,3,120,4,1,243,402
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,189,Havre-aux-Maisons,139,6,6,104,1,2,258,424
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,190,Havre-aux-Maisons,150,6,3,87,4,5,255,382
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,191,Havre-aux-Maisons,160,14,4,103,3,4,288,487
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,192,L'Étang-du-Nord,74,10,3,40,0,3,130,215
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,193,L'Étang-du-Nord,76,7,2,108,0,3,196,338
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,194,L'Étang-du-Nord,91,6,0,92,0,3,192,327
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,195,Cap-aux-Meules,66,11,2,169,3,3,254,424
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,196,Cap-aux-Meules,98,8,5,177,1,7,296,490
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,197,Cap-aux-Meules,89,21,2,167,3,2,284,550
Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine,198,L'Étang-du-Nord,52,4,3,68,0,2,129,220
