District,Poll Number,Poll Name,Jean Bernatchez,Odina Desrochers,Anicet Gagné,Jean Landry,Rama Borne MacDonald,Rejected Ballots,Total Vote,Electors
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,58,Saint-Nicolas,30,133,61,55,15,9,303,568
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,59,Saint-Nicolas,24,133,38,48,4,5,252,462
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,60,Saint-Nicolas,14,123,38,67,15,1,258,481
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,61,Saint-Nicolas,5,68,33,34,10,4,154,336
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,62,Saint-Nicolas,13,120,53,64,8,7,265,482
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,63,Saint-Nicolas,13,120,59,77,14,5,288,538
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,64,Saint-Nicolas,2,75,29,32,2,1,141,265
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,65,Saint-Nicolas,6,110,50,59,13,5,243,419
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,66,Saint-Nicolas,9,134,51,48,15,12,269,407
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,67,Saint-Nicolas,13,128,49,47,12,7,256,420
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,68,Saint-Nicolas,13,131,62,37,16,16,275,497
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,69,Saint-Nicolas,12,96,45,61,10,8,232,444
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,70,Saint-Nicolas,12,103,64,61,10,7,257,400
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,71,Saint-Nicolas,19,112,47,32,13,3,226,376
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,72,Saint-Nicolas,24,129,68,43,10,2,276,474
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,73,Charny,6,77,56,43,8,1,191,458
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,74,Charny,7,79,24,30,5,0,145,291
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,75,Charny,11,101,51,49,7,8,227,410
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,76,Charny,19,126,39,40,10,7,241,381
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,77,Charny,16,158,40,42,4,5,265,466
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,78,Charny,3,126,54,42,3,7,235,469
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,79,Charny,7,110,24,35,5,8,189,378
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,80,Charny,10,110,71,26,7,0,224,404
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,81,Charny,9,124,66,38,13,5,255,491
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,82,Charny,10,70,20,20,5,10,135,265
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,83,Charny,18,71,43,49,3,3,187,384
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,84,Charny,6,49,42,42,10,4,153,318
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,85,Charny,5,110,20,30,9,6,180,338
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,86,Charny,10,85,45,18,4,2,164,322
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,87,Charny,8,113,30,45,8,7,211,362
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,88,Charny,3,61,18,39,6,4,131,328
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,89,Charny,13,121,49,34,9,2,228,433
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,90,Charny,11,75,43,37,1,6,173,377
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,91,Charny,11,88,45,44,11,5,204,338
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,92,Charny,20,102,54,32,9,4,221,409
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,93,Charny,4,80,38,22,4,5,153,378
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,94,Charny,19,101,28,53,8,8,217,447
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,95,Saint-Jean-Chrysostome,10,103,57,70,7,3,250,517
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,96,Saint-Jean-Chrysostome,5,101,38,46,5,3,198,386
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,97,Saint-Jean-Chrysostome,13,119,61,51,8,3,255,392
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,98,Saint-Jean-Chrysostome,18,168,64,68,16,10,344,576
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,99,Saint-Jean-Chrysostome,4,92,32,35,9,15,187,358
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,100,Saint-Jean-Chrysostome,13,132,51,55,10,7,268,479
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,101,Saint-Jean-Chrysostome,15,135,58,49,6,0,263,477
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,102,Saint-Jean-Chrysostome,9,103,38,45,9,6,210,422
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,103,Saint-Jean-Chrysostome,8,128,28,82,6,5,257,545
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,104,Saint-Jean-Chrysostome,18,104,52,28,12,7,221,406
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,105,Saint-Jean-Chrysostome,8,89,31,49,1,3,181,299
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,106,Saint-Jean-Chrysostome,7,78,26,32,1,4,148,333
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,107,Saint-Jean-Chrysostome,7,100,44,52,8,6,217,415
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,108,Saint-Jean-Chrysostome,9,145,68,70,7,9,308,550
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,109A,Saint-Jean-Chrysostome,11,113,36,39,16,8,223,417
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,109B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,8
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,110,Saint-Jean-Chrysostome,23,115,50,56,8,2,254,449
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,111,Saint-Jean-Chrysostome,13,104,50,46,8,4,225,404
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,112,Saint-Jean-Chrysostome,10,98,34,44,7,6,199,345
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,113,Saint-Jean-Chrysostome,17,147,59,49,13,6,291,498
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,114,Saint-Jean-Chrysostome,12,145,69,50,13,8,297,551
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,115,Saint-Jean-Chrysostome,7,117,34,55,12,3,228,459
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,116,Saint-Jean-Chrysostome,21,129,29,56,6,5,246,463
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,117,Saint-Jean-Chrysostome,8,102,38,38,7,2,195,389
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,118,Saint-Jean-Chrysostome,9,94,60,53,11,4,231,438
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,119,Saint-Jean-Chrysostome,15,104,45,79,8,7,258,520
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,120,Saint-Jean-Chrysostome,14,80,26,62,5,0,187,364
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,121,Saint-Jean-Chrysostome,5,66,32,47,9,5,164,385
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,122,Saint-Jean-Chrysostome,10,89,27,50,5,2,183,340
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,123,Saint-Jean-Chrysostome,9,100,19,58,9,5,200,384
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,124,Saint-Jean-Chrysostome,8,37,15,20,1,4,85,227
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,125,Sainte-Hélène-de-Breakeyville,14,126,53,69,6,0,268,484
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,126,Sainte-Hélène-de-Breakeyville,15,96,24,80,10,10,235,406
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,127,Sainte-Hélène-de-Breakeyville,10,77,34,31,6,2,160,285
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,128,Sainte-Hélène-de-Breakeyville,8,75,38,38,11,5,175,329
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,129,Sainte-Hélène-de-Breakeyville,15,111,54,41,14,5,240,406
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,130,Sainte-Hélène-de-Breakeyville,11,90,46,41,3,5,196,331
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,131,Sainte-Hélène-de-Breakeyville,10,128,48,85,16,7,294,546
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,132,Saint-Rédempteur,16,126,42,39,9,3,235,384
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,133,Saint-Rédempteur,13,105,74,33,14,2,241,429
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,134,Saint-Rédempteur,8,97,57,42,0,5,209,372
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,135,Saint-Rédempteur,11,112,76,46,6,10,261,423
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,136,Saint-Rédempteur,9,106,47,51,12,4,229,459
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,137,Saint-Rédempteur,17,111,50,36,13,6,233,453
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,138,Saint-Rédempteur,6,111,73,54,4,3,251,407
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,139,Saint-Rédempteur,7,133,65,95,14,9,323,478
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,140,Saint-Rédempteur,14,119,49,60,14,4,260,468
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,141,Saint-Rédempteur,26,147,52,66,19,9,319,539
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,142,Saint-Rédempteur,10,142,48,83,15,6,304,536
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,143,Saint-Étienne-de-Lauzon,4,97,29,48,14,5,197,469
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,144,Saint-Étienne-de-Lauzon,8,92,38,53,6,2,199,363
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,145,Saint-Étienne-de-Lauzon,12,124,39,70,6,3,254,480
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,146,Saint-Étienne-de-Lauzon,15,116,43,56,11,10,251,540
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,147,Saint-Étienne-de-Lauzon,14,77,39,59,11,5,205,428
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,148,Saint-Étienne-de-Lauzon,5,134,35,70,8,10,262,427
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,149,Saint-Étienne-de-Lauzon,9,121,33,54,5,4,226,390
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,150,Saint-Étienne-de-Lauzon,8,58,40,57,5,9,177,346
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,151,Saint-Étienne-de-Lauzon,14,116,37,66,10,6,249,425
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,152,Saint-Étienne-de-Lauzon,10,106,38,47,6,9,216,344
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,153,Saint-Étienne-de-Lauzon,9,129,49,95,8,10,300,567
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,154,Saint-Étienne-de-Lauzon,14,74,15,43,8,0,154,307
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,155A,Saint-Étienne-de-Lauzon,9,73,22,59,13,4,180,315
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,155B,Saint-Étienne-de-Lauzon,6,69,26,38,8,3,150,319
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,156,Saint-Étienne-de-Lauzon,7,116,44,54,10,4,235,426
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,157,Saint-Étienne-de-Lauzon,12,113,37,57,8,6,233,485
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,158,Saint-Étienne-de-Lauzon,7,69,55,32,8,3,174,349
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,159A,Saint-Lambert-de-Lauzon,9,65,33,50,6,4,167,319
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,159B,Saint-Lambert-de-Lauzon,8,79,18,40,4,1,150,269
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,160,Saint-Lambert-de-Lauzon,6,121,32,61,7,7,234,455
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,161,Saint-Lambert-de-Lauzon,13,88,17,51,7,1,177,327
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,162,Saint-Lambert-de-Lauzon,10,100,35,59,13,2,219,470
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,163,Saint-Lambert-de-Lauzon,10,75,52,77,5,7,226,432
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,164A,Saint-Lambert-de-Lauzon,6,76,63,47,6,4,202,362
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,164B,Saint-Lambert-de-Lauzon,9,78,47,56,6,4,200,341
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,165,Saint-Lambert-de-Lauzon,3,62,27,48,7,6,153,258
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,166A,Saint-Lambert-de-Lauzon,10,85,35,44,13,7,194,364
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,166B,Saint-Lambert-de-Lauzon,5,75,27,51,8,1,167,308
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,167A,Saint-Lambert-de-Lauzon,Merged with No. 166A,,,,,,,31
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,167B,Saint-Lambert-de-Lauzon,Merged with No. 166B,,,,,,,45
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,168,Saint-Gilles,13,98,57,88,2,4,262,457
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,169,Saint-Gilles,7,119,74,129,5,12,346,483
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,170,Saint-Gilles,16,87,55,101,15,7,281,486
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,171,Saint-Narcisse,11,76,56,55,10,4,212,373
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,172,Saint-Narcisse,8,70,79,97,4,4,262,419
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,173,Saint-Patrice-de-Beaurivage,9,77,61,77,6,4,234,424
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,174A,Saint-Patrice-de-Beaurivage,10,84,51,79,13,3,240,402
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,174B,Saint-Sylvestre ,Merged with No. 175,,,,,,,65
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,175,Saint-Sylvestre,15,99,107,90,8,8,327,443
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,176,Saint-Sylvestre,3,27,33,30,1,6,100,174
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,177,Saint-Octave-de-Dosquet,2,75,48,68,5,7,205,353
Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière,178,Saint-Octave-de-Dosquet,8,85,39,73,3,3,211,348
