District,Poll Number,Poll Name,Michel Guimond,Steeve Hudon,Yves Jourdain,Lisette Lepage,Guy-Léonard Tremblay,Rejected Ballots,Total Vote,Electors
Charlevoix--Montmorency/Charlevoix--Montmorency,27,Sacré-Coeur,116,0,5,33,19,0,173,345
Charlevoix--Montmorency/Charlevoix--Montmorency,28,Sacré-Coeur,58,4,11,38,10,0,121,281
Charlevoix--Montmorency/Charlevoix--Montmorency,29,Tadoussac,77,3,13,29,18,0,140,252
Charlevoix--Montmorency/Charlevoix--Montmorency,30,Tadoussac,127,5,31,33,14,2,212,432
Charlevoix--Montmorency/Charlevoix--Montmorency,31,Sacré-Coeur,128,2,7,35,15,0,187,433
Charlevoix--Montmorency/Charlevoix--Montmorency,32,Sacré-Coeur,112,7,12,48,18,4,201,438
Charlevoix--Montmorency/Charlevoix--Montmorency,33,Baie-Sainte-Catherine,103,3,19,13,10,4,152,224
Charlevoix--Montmorency/Charlevoix--Montmorency,34,Sagard,59,3,0,17,11,0,90,152
Charlevoix--Montmorency/Charlevoix--Montmorency,35,Baie-des-Rochers,63,3,3,9,11,1,90,241
Charlevoix--Montmorency/Charlevoix--Montmorency,36,Saint-Siméon,69,5,2,37,19,3,135,303
Charlevoix--Montmorency/Charlevoix--Montmorency,37,Saint-Siméon,46,1,5,42,6,3,103,230
Charlevoix--Montmorency/Charlevoix--Montmorency,38,Port-au-Persil,87,2,12,33,16,1,151,334
Charlevoix--Montmorency/Charlevoix--Montmorency,39,Saint-Fidèle,71,1,4,37,7,1,121,195
Charlevoix--Montmorency/Charlevoix--Montmorency,40,Saint-Fidèle,129,7,11,57,31,4,239,492
Charlevoix--Montmorency/Charlevoix--Montmorency,41,Saint-Aimé-des-Lacs,157,5,5,45,7,6,225,449
Charlevoix--Montmorency/Charlevoix--Montmorency,42,Clermont,142,2,6,19,22,2,193,373
Charlevoix--Montmorency/Charlevoix--Montmorency,43,Clermont,118,6,1,32,12,4,173,295
Charlevoix--Montmorency/Charlevoix--Montmorency,44,Clermont,115,1,5,25,5,2,153,333
Charlevoix--Montmorency/Charlevoix--Montmorency,45,Clermont,128,3,4,44,17,4,200,371
Charlevoix--Montmorency/Charlevoix--Montmorency,46,Clermont,86,2,6,39,14,6,153,337
Charlevoix--Montmorency/Charlevoix--Montmorency,47,Clermont,108,5,6,39,20,6,184,387
Charlevoix--Montmorency/Charlevoix--Montmorency,48,Clermont,176,7,4,59,21,2,269,494
Charlevoix--Montmorency/Charlevoix--Montmorency,49,Saint-Aimé-des-Lacs,119,4,1,16,18,8,166,319
Charlevoix--Montmorency/Charlevoix--Montmorency,50,Sainte-Agnès,149,4,8,36,28,6,231,529
Charlevoix--Montmorency/Charlevoix--Montmorency,51,Notre-Dame-des-Monts,144,1,4,24,14,0,187,330
Charlevoix--Montmorency/Charlevoix--Montmorency,52,Notre-Dame-des-Monts,98,5,4,36,15,4,162,334
Charlevoix--Montmorency/Charlevoix--Montmorency,53,Saint-Hilarion,109,5,1,54,8,8,185,358
Charlevoix--Montmorency/Charlevoix--Montmorency,54,Notre-Dame-des-Monts,76,1,3,36,4,0,120,228
Charlevoix--Montmorency/Charlevoix--Montmorency,55,Saint-Hilarion,84,3,2,29,12,0,130,309
Charlevoix--Montmorency/Charlevoix--Montmorency,56,Rivière-Malbaie,84,2,4,15,12,4,121,320
Charlevoix--Montmorency/Charlevoix--Montmorency,57,Cap-à-l'Aigle,127,0,5,39,13,0,184,340
Charlevoix--Montmorency/Charlevoix--Montmorency,58,Cap-à-l'Aigle,74,3,12,40,21,2,152,285
Charlevoix--Montmorency/Charlevoix--Montmorency,59,Rivière-Malbaie,140,10,18,34,12,9,223,417
Charlevoix--Montmorency/Charlevoix--Montmorency,60,Rivière-Malbaie,138,8,4,57,18,9,234,396
Charlevoix--Montmorency/Charlevoix--Montmorency,61,Rivière-Malbaie,151,3,4,33,18,8,217,450
Charlevoix--Montmorency/Charlevoix--Montmorency,62,La Malbaie-Pointe-au-Pic,104,6,2,28,14,4,158,379
Charlevoix--Montmorency/Charlevoix--Montmorency,63,La Malbaie-Pointe-au-Pic,154,2,5,50,15,2,228,466
Charlevoix--Montmorency/Charlevoix--Montmorency,64,La Malbaie-Pointe-au-Pic,112,3,5,42,15,6,183,397
Charlevoix--Montmorency/Charlevoix--Montmorency,65,Rivière-Malbaie,58,2,1,31,6,4,102,236
Charlevoix--Montmorency/Charlevoix--Montmorency,66,Rivière-Malbaie,73,7,4,70,14,1,169,324
Charlevoix--Montmorency/Charlevoix--Montmorency,67,La Malbaie-Pointe-au-Pic,69,1,4,30,11,1,116,268
Charlevoix--Montmorency/Charlevoix--Montmorency,68,La Malbaie-Pointe-au-Pic,56,2,4,18,9,2,91,206
Charlevoix--Montmorency/Charlevoix--Montmorency,69,La Malbaie-Pointe-au-Pic,153,3,8,59,19,7,249,498
Charlevoix--Montmorency/Charlevoix--Montmorency,70,La Malbaie-Pointe-au-Pic,74,1,2,30,7,7,121,319
Charlevoix--Montmorency/Charlevoix--Montmorency,71,La Malbaie-Pointe-au-Pic,88,1,4,20,11,1,125,281
Charlevoix--Montmorency/Charlevoix--Montmorency,72,La Malbaie-Pointe-au-Pic,116,4,12,53,20,1,206,344
Charlevoix--Montmorency/Charlevoix--Montmorency,73,La Malbaie-Pointe-au-Pic,96,10,10,37,12,3,168,292
Charlevoix--Montmorency/Charlevoix--Montmorency,74,Saint-Irénée,92,2,4,44,30,2,174,279
Charlevoix--Montmorency/Charlevoix--Montmorency,75,Saint-Irénée,122,8,7,42,15,3,197,313
Charlevoix--Montmorency/Charlevoix--Montmorency,76,Les Éboulements,111,4,9,63,20,5,212,318
Charlevoix--Montmorency/Charlevoix--Montmorency,77,Les Éboulements,107,2,15,53,25,3,205,354
Charlevoix--Montmorency/Charlevoix--Montmorency,78,Les Éboulements,118,7,9,63,20,5,222,337
Charlevoix--Montmorency/Charlevoix--Montmorency,79,Saint-Bernard-sur-Mer,71,0,5,19,10,0,105,229
Charlevoix--Montmorency/Charlevoix--Montmorency,80,Pointe-des-Roches,134,1,7,83,27,4,256,472
Charlevoix--Montmorency/Charlevoix--Montmorency,81,Cap-à-la-Branche,102,2,8,59,24,3,198,411
Charlevoix--Montmorency/Charlevoix--Montmorency,82,Saint-Urbain,127,4,4,50,14,1,200,366
Charlevoix--Montmorency/Charlevoix--Montmorency,83,Saint-Urbain,125,3,2,49,13,6,198,378
Charlevoix--Montmorency/Charlevoix--Montmorency,84,Saint-Urbain,145,0,7,33,16,2,203,381
Charlevoix--Montmorency/Charlevoix--Montmorency,85,Baie-Saint-Paul,80,2,5,35,6,2,130,221
Charlevoix--Montmorency/Charlevoix--Montmorency,86,Baie-Saint-Paul,84,2,6,21,18,2,133,267
Charlevoix--Montmorency/Charlevoix--Montmorency,87,Baie-Saint-Paul,114,3,11,56,22,2,208,424
Charlevoix--Montmorency/Charlevoix--Montmorency,88,Baie-Saint-Paul,139,6,7,55,14,5,226,410
Charlevoix--Montmorency/Charlevoix--Montmorency,89,Baie-Saint-Paul,91,3,7,36,12,6,155,321
Charlevoix--Montmorency/Charlevoix--Montmorency,90,Baie-Saint-Paul,65,2,5,51,14,1,138,359
Charlevoix--Montmorency/Charlevoix--Montmorency,91,Baie-Saint-Paul,200,6,5,35,22,5,273,477
Charlevoix--Montmorency/Charlevoix--Montmorency,92,Baie-Saint-Paul,86,8,3,38,15,1,151,306
Charlevoix--Montmorency/Charlevoix--Montmorency,93,Baie-Saint-Paul,83,1,7,28,15,4,138,282
Charlevoix--Montmorency/Charlevoix--Montmorency,94,Baie-Saint-Paul,95,1,6,42,19,2,165,347
Charlevoix--Montmorency/Charlevoix--Montmorency,95,Baie-Saint-Paul,162,2,8,42,26,7,247,500
Charlevoix--Montmorency/Charlevoix--Montmorency,96,Baie-Saint-Paul,147,5,7,39,31,1,230,467
Charlevoix--Montmorency/Charlevoix--Montmorency,97,Baie-Saint-Paul,191,4,8,51,25,0,279,644
Charlevoix--Montmorency/Charlevoix--Montmorency,98,Baie-Saint-Paul,118,2,5,65,20,2,212,399
Charlevoix--Montmorency/Charlevoix--Montmorency,99,Baie-Saint-Paul,155,7,4,40,34,2,242,461
Charlevoix--Montmorency/Charlevoix--Montmorency,100,Petite-Rivière-Saint-François,74,4,3,57,15,0,153,282
Charlevoix--Montmorency/Charlevoix--Montmorency,101,Petite-Rivière-Saint-François,87,1,6,58,29,3,184,325
Charlevoix--Montmorency/Charlevoix--Montmorency,102,Stoneham-et-Tewkesbury,Void,,,,,,,
Charlevoix--Montmorency/Charlevoix--Montmorency,103,Sainte-Anne-de-Beaupré,132,6,7,44,36,3,228,433
Charlevoix--Montmorency/Charlevoix--Montmorency,104,Sainte-Anne-de-Beaupré,51,7,1,29,30,5,123,240
Charlevoix--Montmorency/Charlevoix--Montmorency,105,Sainte-Anne-de-Beaupré,84,0,1,31,26,3,145,312
Charlevoix--Montmorency/Charlevoix--Montmorency,106,Sainte-Anne-de-Beaupré,88,2,4,46,25,1,166,342
Charlevoix--Montmorency/Charlevoix--Montmorency,107,Sainte-Anne-de-Beaupré,55,2,3,21,14,2,97,216
Charlevoix--Montmorency/Charlevoix--Montmorency,108,Sainte-Anne-de-Beaupré,87,1,3,25,12,5,133,279
Charlevoix--Montmorency/Charlevoix--Montmorency,109,Sainte-Anne-de-Beaupré,143,0,7,36,39,13,238,455
Charlevoix--Montmorency/Charlevoix--Montmorency,110,Château-Richer,108,8,8,30,55,8,217,374
Charlevoix--Montmorency/Charlevoix--Montmorency,111,Château-Richer,101,3,7,34,52,4,201,325
Charlevoix--Montmorency/Charlevoix--Montmorency,112,Château-Richer,111,6,12,28,33,2,192,413
Charlevoix--Montmorency/Charlevoix--Montmorency,113,Château-Richer,60,1,6,12,25,3,107,204
Charlevoix--Montmorency/Charlevoix--Montmorency,114,Château-Richer,109,5,6,30,29,6,185,357
Charlevoix--Montmorency/Charlevoix--Montmorency,115,Château-Richer,137,2,6,32,43,4,224,410
Charlevoix--Montmorency/Charlevoix--Montmorency,116,Château-Richer,164,2,9,49,47,5,276,471
Charlevoix--Montmorency/Charlevoix--Montmorency,117,Château-Richer,68,5,3,32,32,3,143,306
Charlevoix--Montmorency/Charlevoix--Montmorency,118,Saint-Tite-des-Caps,79,0,7,16,19,2,123,272
Charlevoix--Montmorency/Charlevoix--Montmorency,119,Saint-Tite-des-Caps,116,3,3,14,21,2,159,290
Charlevoix--Montmorency/Charlevoix--Montmorency,120,Saint-Tite-des-Caps,146,4,6,23,38,2,219,419
Charlevoix--Montmorency/Charlevoix--Montmorency,121,Saint-Ferréol-les-Neiges,136,8,14,42,36,3,239,514
Charlevoix--Montmorency/Charlevoix--Montmorency,122,Saint-Tite-des-Caps,73,4,2,22,16,5,122,222
Charlevoix--Montmorency/Charlevoix--Montmorency,123,Saint-Ferréol-les-Neiges,180,4,18,43,31,4,280,516
Charlevoix--Montmorency/Charlevoix--Montmorency,124,Saint-Ferréol-les-Neiges,121,6,23,86,45,1,282,576
Charlevoix--Montmorency/Charlevoix--Montmorency,125,Saint-Ferréol-les-Neiges,142,13,25,71,61,5,317,574
Charlevoix--Montmorency/Charlevoix--Montmorency,126,Saint-Joachim,132,4,5,26,27,4,198,333
Charlevoix--Montmorency/Charlevoix--Montmorency,127,Saint-Joachim,194,0,6,42,37,5,284,477
Charlevoix--Montmorency/Charlevoix--Montmorency,128,Saint-Joachim,155,0,5,34,25,5,224,388
Charlevoix--Montmorency/Charlevoix--Montmorency,129,Beaupré,155,5,3,47,38,2,250,451
Charlevoix--Montmorency/Charlevoix--Montmorency,130,Beaupré,114,3,5,47,11,1,181,280
Charlevoix--Montmorency/Charlevoix--Montmorency,131,Beaupré,98,2,2,43,21,2,168,336
Charlevoix--Montmorency/Charlevoix--Montmorency,132,Beaupré,162,5,8,35,27,2,239,421
Charlevoix--Montmorency/Charlevoix--Montmorency,133,Beaupré,202,9,10,62,56,4,343,665
Charlevoix--Montmorency/Charlevoix--Montmorency,134,Beaupré,87,7,10,17,10,1,132,238
Charlevoix--Montmorency/Charlevoix--Montmorency,135,Saint-François,159,16,2,55,30,3,265,431
Charlevoix--Montmorency/Charlevoix--Montmorency,136,Saint-Jean,109,11,3,50,37,4,214,331
Charlevoix--Montmorency/Charlevoix--Montmorency,137,Sainte-Famille,107,7,11,52,35,5,217,342
Charlevoix--Montmorency/Charlevoix--Montmorency,138,Sainte-Famille,122,6,8,61,33,5,235,383
Charlevoix--Montmorency/Charlevoix--Montmorency,139,Saint-Jean,108,11,8,63,30,4,224,341
Charlevoix--Montmorency/Charlevoix--Montmorency,140,Saint-Laurent,194,11,16,114,36,7,378,593
Charlevoix--Montmorency/Charlevoix--Montmorency,141,Saint-Laurent,98,7,9,26,32,2,174,291
Charlevoix--Montmorency/Charlevoix--Montmorency,142,Saint-Pierre,137,6,15,62,42,6,268,412
Charlevoix--Montmorency/Charlevoix--Montmorency,143,Saint-Pierre,125,11,11,37,37,5,226,395
Charlevoix--Montmorency/Charlevoix--Montmorency,144,Saint-Pierre,117,15,17,46,31,4,230,374
Charlevoix--Montmorency/Charlevoix--Montmorency,145,Saint-Pierre,130,5,5,58,46,6,250,389
Charlevoix--Montmorency/Charlevoix--Montmorency,146,Saint-Laurent,136,7,5,53,54,0,255,399
Charlevoix--Montmorency/Charlevoix--Montmorency,147,Sainte-Pétronille,96,6,10,28,16,2,158,239
Charlevoix--Montmorency/Charlevoix--Montmorency,148,Sainte-Pétronille,227,15,13,105,57,0,417,612
Charlevoix--Montmorency/Charlevoix--Montmorency,149,L'Ange-Gardien,79,3,4,7,20,6,119,260
Charlevoix--Montmorency/Charlevoix--Montmorency,150,L'Ange-Gardien,220,18,12,70,72,9,401,654
Charlevoix--Montmorency/Charlevoix--Montmorency,151,L'Ange-Gardien,138,1,12,34,56,12,253,398
Charlevoix--Montmorency/Charlevoix--Montmorency,152,L'Ange-Gardien,206,5,14,65,51,3,344,560
Charlevoix--Montmorency/Charlevoix--Montmorency,153,L'Ange-Gardien,139,6,9,41,44,7,246,425
Charlevoix--Montmorency/Charlevoix--Montmorency,154,Saint-Jean-de-Boischatel,113,10,20,46,36,0,225,451
Charlevoix--Montmorency/Charlevoix--Montmorency,155,Saint-Jean-de-Boischatel,173,5,14,56,39,2,289,453
Charlevoix--Montmorency/Charlevoix--Montmorency,156,Saint-Jean-de-Boischatel,155,4,7,30,18,10,224,397
Charlevoix--Montmorency/Charlevoix--Montmorency,157,Saint-Jean-de-Boischatel,223,4,19,37,68,16,367,669
Charlevoix--Montmorency/Charlevoix--Montmorency,158,Saint-Jean-de-Boischatel,185,16,7,58,37,8,311,456
Charlevoix--Montmorency/Charlevoix--Montmorency,159,Saint-Jean-de-Boischatel,154,9,12,38,28,5,246,403
Charlevoix--Montmorency/Charlevoix--Montmorency,160,Saint-Jean-de-Boischatel,135,9,4,38,39,4,229,380
Charlevoix--Montmorency/Charlevoix--Montmorency,161,Saint-Jean-de-Boischatel,140,7,10,50,39,7,253,380
Charlevoix--Montmorency/Charlevoix--Montmorency,162,Beauport,126,6,13,41,39,7,232,479
Charlevoix--Montmorency/Charlevoix--Montmorency,163,Beauport,Void,,,,,,,
Charlevoix--Montmorency/Charlevoix--Montmorency,164,Beauport,151,13,11,53,74,9,311,536
Charlevoix--Montmorency/Charlevoix--Montmorency,165,Beauport,208,3,9,46,59,9,334,576
Charlevoix--Montmorency/Charlevoix--Montmorency,166,Beauport,118,7,8,26,46,2,207,441
Charlevoix--Montmorency/Charlevoix--Montmorency,167,Beauport,124,19,6,45,27,4,225,398
Charlevoix--Montmorency/Charlevoix--Montmorency,168,Beauport,81,9,9,52,29,3,183,380
Charlevoix--Montmorency/Charlevoix--Montmorency,169,Beauport,99,4,8,43,55,3,212,384
Charlevoix--Montmorency/Charlevoix--Montmorency,170,Beauport,99,4,9,29,20,2,163,435
Charlevoix--Montmorency/Charlevoix--Montmorency,171,Beauport,97,6,3,54,23,2,185,394
Charlevoix--Montmorency/Charlevoix--Montmorency,172,Beauport,94,3,5,25,33,7,167,367
Charlevoix--Montmorency/Charlevoix--Montmorency,173,Beauport,88,1,9,36,21,4,159,378
Charlevoix--Montmorency/Charlevoix--Montmorency,174,Beauport,77,13,8,39,37,5,179,369
Charlevoix--Montmorency/Charlevoix--Montmorency,175,Beauport,102,5,4,40,19,5,175,344
Charlevoix--Montmorency/Charlevoix--Montmorency,176,Beauport,73,2,3,34,20,3,135,319
Charlevoix--Montmorency/Charlevoix--Montmorency,177,Beauport,42,0,1,6,11,1,61,249
Charlevoix--Montmorency/Charlevoix--Montmorency,178,Beauport,65,5,4,24,17,3,118,287
Charlevoix--Montmorency/Charlevoix--Montmorency,179,Beauport,71,2,6,32,24,6,141,317
Charlevoix--Montmorency/Charlevoix--Montmorency,180,Beauport,100,6,4,34,23,2,169,323
Charlevoix--Montmorency/Charlevoix--Montmorency,181A,Beauport,29,2,3,12,9,0,55,127
Charlevoix--Montmorency/Charlevoix--Montmorency,181B,Mobile poll/Bureau itinérant,Merged with No. 504,,,,,,,76
Charlevoix--Montmorency/Charlevoix--Montmorency,182,Beauport,87,3,5,24,21,3,143,308
Charlevoix--Montmorency/Charlevoix--Montmorency,183,Beauport,65,0,3,19,18,4,109,217
Charlevoix--Montmorency/Charlevoix--Montmorency,184,Beauport,104,2,5,35,22,4,172,372
Charlevoix--Montmorency/Charlevoix--Montmorency,185,Beauport,173,9,14,55,40,0,291,578
Charlevoix--Montmorency/Charlevoix--Montmorency,186,Beauport,161,7,6,33,36,3,246,442
Charlevoix--Montmorency/Charlevoix--Montmorency,187,Beauport,116,8,3,35,42,4,208,497
Charlevoix--Montmorency/Charlevoix--Montmorency,188,Beauport,136,11,4,54,53,7,265,502
Charlevoix--Montmorency/Charlevoix--Montmorency,189,Beauport,197,17,6,67,41,9,337,569
Charlevoix--Montmorency/Charlevoix--Montmorency,190,Beauport,108,9,12,47,21,2,199,367
Charlevoix--Montmorency/Charlevoix--Montmorency,191,Beauport,71,4,2,36,23,0,136,285
Charlevoix--Montmorency/Charlevoix--Montmorency,192,Beauport,73,2,4,29,29,0,137,306
Charlevoix--Montmorency/Charlevoix--Montmorency,193,Beauport,115,11,9,29,25,5,194,377
Charlevoix--Montmorency/Charlevoix--Montmorency,194,Beauport,80,2,8,31,21,7,149,411
Charlevoix--Montmorency/Charlevoix--Montmorency,195,Beauport,93,9,5,50,24,1,182,337
Charlevoix--Montmorency/Charlevoix--Montmorency,196,Beauport,90,5,8,73,21,3,200,387
Charlevoix--Montmorency/Charlevoix--Montmorency,197,Beauport,122,6,4,86,20,3,241,376
Charlevoix--Montmorency/Charlevoix--Montmorency,198,Beauport,99,7,7,57,27,2,199,330
Charlevoix--Montmorency/Charlevoix--Montmorency,199,Beauport,76,6,4,47,15,2,150,300
Charlevoix--Montmorency/Charlevoix--Montmorency,200,Beauport,56,3,5,25,9,0,98,200
Charlevoix--Montmorency/Charlevoix--Montmorency,201,Beauport,93,14,10,66,20,2,205,442
Charlevoix--Montmorency/Charlevoix--Montmorency,500,Mobile poll/Bureau itinérant,26,0,1,13,1,6,47,141
Charlevoix--Montmorency/Charlevoix--Montmorency,501,Mobile poll/Bureau itinérant,45,0,1,24,8,4,82,111
Charlevoix--Montmorency/Charlevoix--Montmorency,502,Mobile poll/Bureau itinérant,23,2,2,27,8,0,62,189
Charlevoix--Montmorency/Charlevoix--Montmorency,503,Mobile poll/Bureau itinérant,67,1,2,28,7,4,109,131
Charlevoix--Montmorency/Charlevoix--Montmorency,504,Mobile poll/Bureau itinérant,27,1,3,14,7,1,53,40
Charlevoix--Montmorency/Charlevoix--Montmorency,600,Forestville,218,2,6,47,17,0,290,
Charlevoix--Montmorency/Charlevoix--Montmorency,601,Les Escoumins,93,5,5,19,15,1,138,
Charlevoix--Montmorency/Charlevoix--Montmorency,602,Saint-Siméon,65,1,2,26,13,2,109,
Charlevoix--Montmorency/Charlevoix--Montmorency,603,Clermont,138,5,4,29,12,1,189,
Charlevoix--Montmorency/Charlevoix--Montmorency,604,La Malbaie,249,7,9,99,34,6,404,
Charlevoix--Montmorency/Charlevoix--Montmorency,605,L'Île-aux-Coudres,33,0,2,14,6,0,55,
Charlevoix--Montmorency/Charlevoix--Montmorency,606,Baie-Saint-Paul--Les Éboulements,275,16,12,98,64,6,471,
Charlevoix--Montmorency/Charlevoix--Montmorency,607,Lac-Jacques-Cartier--Sainte-Anne-de-Beaupré,154,2,3,65,54,0,278,
Charlevoix--Montmorency/Charlevoix--Montmorency,608,Beaupré,248,7,3,90,47,0,395,
Charlevoix--Montmorency/Charlevoix--Montmorency,609,Saint-Laurent,183,9,6,66,27,5,296,
Charlevoix--Montmorency/Charlevoix--Montmorency,610,L'Ange-Gardien,250,11,14,82,62,7,426,
Charlevoix--Montmorency/Charlevoix--Montmorency,611,Beauport,343,7,14,96,68,5,533,
Charlevoix--Montmorency/Charlevoix--Montmorency,612,Beauport,64,1,0,30,17,3,115,
Charlevoix--Montmorency/Charlevoix--Montmorency,613,Beauport,277,19,8,152,126,8,590,
Charlevoix--Montmorency/Charlevoix--Montmorency,,Group 1/Groupe 1,47,7,5,26,33,7,125,246
Charlevoix--Montmorency/Charlevoix--Montmorency,,Group 2/Groupe 2,210,1,9,79,31,8,338,
