District,Poll Number,Poll Name,Jean-Philippe Chartré,Maria Pia Chávez,Jay Dell,Jessica Gal,Rachel Hoffman,Marlene Jennings,William R. McCullock,Earl Wertheimer,Rejected Ballots,Total Vote,Electors
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,19,Dorval,43,19,4,16,0,159,35,0,2,278,460
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,20,Dorval,35,24,4,12,0,151,15,1,1,243,432
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,21,Dorval,34,7,2,9,0,227,41,0,8,328,548
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,22,Dorval,28,10,2,15,0,128,16,2,2,203,460
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,23,Dorval,23,21,3,10,0,134,21,0,2,214,488
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,24,Dorval,32,12,3,14,1,137,23,2,2,226,513
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,25,Dorval,26,14,3,8,0,86,13,1,3,154,351
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,26,Dorval,61,24,7,16,1,113,19,0,2,243,422
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,27,Lachine,70,20,3,6,0,138,19,0,1,257,428
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,28,Dorval,35,14,3,5,0,154,21,2,4,238,427
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,29A,Dorval,30,9,1,5,0,108,17,1,4,175,308
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,29B,Mobile poll/Bureau itinérant,Merged with No. 42B,,,,,,,,,,48
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,30,Dorval,53,15,0,11,1,101,14,1,0,196,482
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,31,Dorval,77,20,2,5,0,80,29,1,3,217,370
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,32,Dorval,55,14,2,14,0,110,10,1,3,209,320
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,33,Dorval,35,10,4,6,0,102,9,1,0,167,533
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,34,Lachine,40,5,4,11,0,118,31,1,1,211,398
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,35,Lachine,63,22,1,10,0,138,50,0,9,293,473
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,36,Lachine,87,23,4,12,0,113,36,0,2,277,438
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,37,Lachine,88,23,1,7,0,139,24,0,0,282,422
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,38,Lachine,138,21,2,11,0,128,28,0,2,330,534
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,39,Lachine,97,20,2,14,1,142,41,2,5,324,439
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,40,Lachine,90,17,1,15,1,129,18,0,1,272,419
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,41,Lachine,91,19,2,10,0,113,23,1,0,259,391
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,42A,Dorval,35,7,3,8,0,74,20,0,2,149,231
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,42B,Mobile poll/Bureau itinérant,6,3,0,2,2,61,6,0,3,83,53
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,43,Dorval,44,15,0,15,1,116,17,1,3,212,398
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,44,Dorval,34,7,5,10,1,168,33,1,3,262,389
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,45,Lachine,68,21,2,24,0,120,25,0,3,263,418
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,46,Lachine,76,24,6,21,0,151,27,0,1,306,440
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,47,Lachine,92,18,2,22,2,122,31,1,3,293,416
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,48,Lachine,55,18,2,18,2,107,15,0,2,219,333
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,49,Lachine,37,12,2,10,0,115,23,1,1,201,439
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,50,Lachine,83,9,0,10,0,117,22,0,1,242,464
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,51,Lachine,68,11,3,7,0,121,23,1,3,237,390
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,52,Lachine,62,19,2,10,0,128,30,0,3,254,496
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,53,Lachine,49,9,2,9,2,122,12,0,0,205,347
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,54,Lachine,50,9,1,4,0,95,12,1,3,175,312
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,55,Lachine,105,10,2,10,0,102,18,0,6,253,447
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,56,Lachine,95,12,2,12,1,117,24,2,2,267,553
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,57,Lachine,34,5,0,4,0,78,20,1,0,142,352
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,58,Lachine,30,8,1,7,1,82,27,0,3,159,318
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,59,Lachine,15,6,1,3,0,60,8,0,1,94,306
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,60,Lachine,66,8,4,4,1,132,17,0,4,236,516
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,61,Lachine,81,3,2,7,0,76,24,0,4,197,352
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,62,Lachine,51,10,1,3,1,87,18,1,4,176,273
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,63,Lachine,70,14,4,3,0,74,12,1,0,178,423
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,64,Lachine,40,9,2,12,1,65,21,0,4,154,414
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,65,Lachine,21,6,0,4,0,88,6,1,0,126,377
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,66,Lachine,41,7,0,4,1,98,20,0,5,176,495
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,67A,Lachine,33,8,0,0,0,102,15,3,2,163,352
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,67B,Mobile poll/Bureau itinérant,Merged with No. 500B,,,,,,,,,,136
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,68,Lachine,63,9,1,5,0,58,12,0,0,148,380
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,69,Lachine,113,12,1,6,0,67,22,1,2,224,421
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,70,Lachine,69,2,2,2,1,84,22,0,3,185,406
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,71,Lachine,115,8,1,10,0,88,31,2,2,257,478
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,72,Lachine,80,8,3,4,0,68,16,0,3,182,429
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,73,Lachine,45,6,0,3,1,43,1,1,3,103,307
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,74,Lachine,64,6,6,6,2,62,18,0,7,171,399
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,75,Lachine,76,9,2,7,0,56,14,1,4,169,410
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,76,Lachine,71,5,0,5,0,72,22,0,2,177,473
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,77,Lachine,140,12,0,12,0,70,27,0,2,263,402
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,78,Lachine,80,17,1,12,0,91,32,1,5,239,373
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,79,Lachine,86,22,4,19,1,106,32,0,1,271,440
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,80,Lachine,45,7,4,4,0,46,17,0,3,126,320
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,81,Lachine,79,14,1,5,0,74,23,0,0,196,396
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,82,Lachine,142,19,4,5,1,67,20,3,6,267,570
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,83,Lachine,107,12,6,4,0,55,14,0,3,201,378
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,84,Lachine,33,5,0,3,0,33,12,1,2,89,211
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,85,Lachine,113,10,2,4,1,43,12,0,5,190,423
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,86,Lachine,123,8,3,11,0,51,16,1,4,217,373
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,87,Lachine,90,3,0,1,1,30,20,1,0,146,346
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,88,Lachine,105,9,3,13,0,55,13,0,5,203,416
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,89,Lachine,100,13,0,5,0,49,21,2,9,199,479
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,90,Lachine,118,15,2,3,0,47,18,0,4,207,359
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,91,Lachine,106,4,2,6,0,37,15,0,2,172,370
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,92,Lachine,123,6,2,5,0,78,27,1,3,245,428
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,93,Lachine,108,18,5,6,1,90,31,1,6,266,461
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,94,Lachine,143,9,3,6,0,54,29,0,6,250,412
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,95,Lachine,109,8,6,8,0,61,30,1,1,224,396
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,96,Lachine,101,6,2,1,0,66,21,1,6,204,397
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,97,Lachine,150,6,1,7,0,53,19,0,2,238,485
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,98,Lachine,77,4,5,3,0,64,12,0,2,167,383
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,99,Lachine,100,6,2,6,0,62,19,0,10,205,355
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,100,Lachine,127,8,5,6,0,59,15,0,11,231,461
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,101,Lachine,110,6,2,6,0,53,18,0,3,198,344
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,102,Lachine,109,14,7,3,1,68,13,1,7,223,431
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,103,Lachine,85,6,2,3,0,41,19,1,4,161,418
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,104,Lachine,97,3,1,6,1,46,18,0,3,175,424
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,105,Saint-Pierre,21,22,4,15,0,107,16,2,2,189,386
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,106,Saint-Pierre,46,10,3,7,1,41,10,0,4,122,276
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,107,Saint-Pierre,115,9,1,4,0,60,17,2,6,214,431
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,108,Saint-Pierre,56,3,2,5,0,42,15,1,8,132,352
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,109,Saint-Pierre,112,9,5,3,0,69,18,0,7,223,485
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,110,Saint-Pierre,72,5,3,1,0,44,10,0,2,137,288
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,111,Saint-Pierre,75,11,4,1,0,36,8,0,6,141,322
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,112,Saint-Pierre,89,7,1,4,1,53,11,1,2,169,344
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,113,Saint-Pierre,106,8,6,5,0,66,23,0,14,228,290
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,114,Saint-Pierre,Merged with No. 113,,,,,,,,,,254
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,115,Montréal,11,23,4,10,1,150,17,1,1,218,401
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,116,Montréal,3,11,1,8,1,138,11,2,0,175,347
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,117,Montréal,11,19,0,6,0,164,15,2,2,219,512
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,118,Montréal-Ouest,9,15,2,10,0,170,24,1,0,231,381
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,119,Montréal-Ouest,0,9,3,9,0,203,21,2,4,251,368
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,120,Montréal,22,22,2,12,0,100,25,4,1,188,376
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,121,Montréal,15,28,5,13,1,116,15,1,0,194,370
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,122,Montréal,6,27,3,11,0,116,20,0,0,183,314
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,123,Montréal,8,21,2,13,1,129,27,2,2,205,423
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,124,Montréal-Ouest,11,28,5,16,0,162,14,1,2,239,447
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,125,Montréal-Ouest,2,6,3,13,1,136,19,3,2,185,321
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,126,Montréal-Ouest,7,32,2,32,0,178,46,0,0,297,484
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,127,Montréal,12,21,1,13,0,139,20,0,1,207,325
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,128,Montréal,18,17,0,8,0,131,18,2,1,195,341
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,129,Montréal,37,43,2,28,0,165,36,0,3,314,501
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,130,Montréal-Ouest,9,24,2,21,0,164,29,1,0,250,451
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,131,Montréal-Ouest,11,21,1,30,0,165,32,1,0,261,375
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,132,Montréal-Ouest,8,17,6,17,0,127,19,1,1,196,366
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,133,Montréal-Ouest,20,26,2,20,0,170,14,0,0,252,390
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,134,Montréal-Ouest,8,20,1,10,1,143,25,3,0,211,391
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,135,Montréal,14,28,2,27,0,93,7,0,0,171,280
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,136,Montréal,19,32,1,17,0,130,16,2,3,220,438
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,137A,Montréal,13,32,3,19,0,74,18,3,1,163,351
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,137B,Mobile poll/Bureau itinérant,Merged with No. 501A,,,,,,,,,,52
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,138,Montréal,8,24,3,9,0,105,7,0,0,156,502
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,139,Montréal,13,28,2,14,0,111,17,0,0,185,511
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,140,Montréal,24,35,9,7,4,179,10,4,2,274,670
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,141,Montréal,2,20,2,8,0,139,15,4,1,191,362
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,142,Montréal,9,12,1,6,1,79,11,1,1,121,225
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,143,Montréal,4,17,2,4,0,220,19,4,0,270,458
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,144,Montréal,8,15,3,7,0,147,13,0,1,194,377
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,145,Montréal,28,12,2,3,0,113,13,2,2,175,470
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,146,Montréal,6,9,2,6,2,89,11,1,1,127,301
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,147,Montréal,13,21,3,15,2,129,9,1,4,197,445
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,148,Montréal,19,28,1,13,2,167,17,2,2,251,481
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,149,Montréal,8,21,0,11,0,141,22,1,2,206,439
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,150,Montréal,7,18,1,10,0,106,11,1,1,155,421
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,151,Montréal,13,15,3,5,0,116,12,1,1,166,313
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,152,Montréal,25,32,3,11,0,140,17,1,4,233,477
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,153,Montréal,13,19,2,13,1,118,16,0,2,184,380
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,154,Montréal,24,22,6,25,0,143,23,0,0,243,440
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,155,Montréal,19,22,2,17,2,99,17,1,0,179,328
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,156,Montréal,31,32,3,12,1,111,14,0,2,206,340
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,157A,Montréal,26,28,2,24,0,147,30,0,2,259,426
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,157B,Mobile poll/Bureau itinérant,Merged with No. 501B,,,,,,,,,,45
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,158,Montréal,25,38,5,15,0,136,26,0,2,247,432
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,159,Montréal,18,13,1,10,2,63,5,0,2,114,246
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,160,Montréal,16,38,1,18,0,142,19,0,2,236,489
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,161,Montréal,6,11,1,2,0,73,15,1,1,110,289
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,162,Montréal,21,27,6,10,0,125,18,1,7,215,476
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,163,Montréal,10,17,1,8,0,101,8,1,1,147,327
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,164,Montréal,15,29,4,15,0,97,15,0,1,176,396
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,165,Montréal,26,15,1,17,0,74,10,0,0,143,232
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,166,Montréal,10,6,6,4,1,134,17,0,0,178,438
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,167,Montréal,19,29,1,7,1,115,8,0,3,183,424
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,168,Montréal,16,12,0,16,0,132,15,1,0,192,359
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,169,Montréal,22,18,3,17,1,103,12,1,0,177,327
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,170,Montréal,13,15,1,10,0,138,27,2,1,207,401
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,171,Montréal,4,13,1,11,0,127,13,2,3,174,350
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,172,Montréal,6,10,0,6,0,121,12,2,3,160,332
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,173,Montréal,27,31,2,24,1,110,18,0,1,214,430
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,174,Montréal,27,28,0,17,1,121,13,0,1,208,395
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,175A,Montréal,20,15,3,19,0,117,11,1,2,188,349
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,175B,Mobile poll/Bureau itinérant,Merged with No. 501A,,,,,,,,,,11
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,176,Montréal,38,25,1,18,0,69,10,0,0,161,302
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,177,Montréal,41,34,1,15,1,126,14,0,0,232,433
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,178,Montréal,23,21,2,8,0,180,13,0,1,248,430
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,179,Montréal,41,35,0,11,0,92,3,1,1,184,285
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,180,Montréal,36,20,0,16,0,113,23,1,3,212,342
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,181,Montréal,35,25,4,22,0,126,16,0,1,229,435
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,182,Montréal,9,5,0,8,0,130,13,0,0,165,330
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,183,Montréal,18,51,2,19,0,96,8,0,0,194,401
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,184,Montréal,29,52,2,25,0,101,12,0,2,223,476
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,185,Montréal,9,13,3,8,0,68,11,0,2,114,333
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,186A,Montréal,13,16,1,8,0,109,7,0,0,154,440
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,186B,Mobile poll/Bureau itinérant,Merged with No. 501B,,,,,,,,,,18
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,187,Montréal,10,11,1,9,0,75,9,2,0,117,288
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,188,Montréal,14,20,1,13,1,132,24,0,6,211,595
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,189,Montréal,11,14,0,4,0,106,9,2,1,147,368
Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine,190,Montréal,13,19,1,10,0,90,11,1,1,146,542
