District,Poll Number,Poll Name,Marie-Hélène Brunet,Garnet Colly,Theodore Kouretas,Jean-François Labrecque,Danielle Lustgarten,Andrea Paine,Bernard Patry,Rejected Ballots,Total Vote,Electors
Pierrefonds--Dollard/Pierrefonds--Dollard,1,L'Île-Bizard,33,0,3,0,2,13,83,2,136,249
Pierrefonds--Dollard/Pierrefonds--Dollard,2,L'Île-Bizard,75,0,6,1,7,24,85,2,200,342
Pierrefonds--Dollard/Pierrefonds--Dollard,3,L'Île-Bizard,74,0,8,3,8,25,111,2,231,398
Pierrefonds--Dollard/Pierrefonds--Dollard,4,L'Île-Bizard,109,0,5,1,12,34,195,5,361,597
Pierrefonds--Dollard/Pierrefonds--Dollard,5,L'Île-Bizard,94,0,3,1,14,29,141,4,286,473
Pierrefonds--Dollard/Pierrefonds--Dollard,6,L'Île-Bizard,74,2,8,0,9,33,112,2,240,381
Pierrefonds--Dollard/Pierrefonds--Dollard,7,L'Île-Bizard,101,0,3,0,17,20,113,3,257,390
Pierrefonds--Dollard/Pierrefonds--Dollard,8,L'Île-Bizard,162,0,9,5,19,18,190,0,403,588
Pierrefonds--Dollard/Pierrefonds--Dollard,9,L'Île-Bizard,90,0,2,0,9,8,84,1,194,363
Pierrefonds--Dollard/Pierrefonds--Dollard,10,L'Île-Bizard,104,0,10,3,11,25,97,1,251,419
Pierrefonds--Dollard/Pierrefonds--Dollard,11,L'Île-Bizard,120,1,14,1,12,25,123,1,297,464
Pierrefonds--Dollard/Pierrefonds--Dollard,12,L'Île-Bizard,69,0,4,2,5,17,99,1,197,311
Pierrefonds--Dollard/Pierrefonds--Dollard,13,L'Île-Bizard,89,0,8,7,8,23,128,2,265,422
Pierrefonds--Dollard/Pierrefonds--Dollard,14,L'Île-Bizard,78,0,5,2,14,34,190,6,329,481
Pierrefonds--Dollard/Pierrefonds--Dollard,15,L'Île-Bizard,105,1,9,2,7,21,115,1,261,400
Pierrefonds--Dollard/Pierrefonds--Dollard,16,L'Île-Bizard,78,0,2,2,10,17,147,3,259,427
Pierrefonds--Dollard/Pierrefonds--Dollard,17A,L'Île-Bizard,132,1,5,1,10,13,72,4,238,520
Pierrefonds--Dollard/Pierrefonds--Dollard,17B,Mobile poll/Bureau itinérant,Merged with No. 501,,,,,,,,,6
Pierrefonds--Dollard/Pierrefonds--Dollard,18,L'Île-Bizard,105,0,1,2,11,18,105,2,244,402
Pierrefonds--Dollard/Pierrefonds--Dollard,19,L'Île-Bizard,102,0,11,0,10,20,97,5,245,363
Pierrefonds--Dollard/Pierrefonds--Dollard,20,L'Île-Bizard,130,0,5,0,11,23,60,0,229,401
Pierrefonds--Dollard/Pierrefonds--Dollard,21,L'Île-Bizard,100,1,5,2,15,10,66,1,200,332
Pierrefonds--Dollard/Pierrefonds--Dollard,22,L'Île-Bizard,105,0,13,2,10,15,80,2,227,341
Pierrefonds--Dollard/Pierrefonds--Dollard,23,L'Île-Bizard,35,0,3,3,9,23,121,2,196,335
Pierrefonds--Dollard/Pierrefonds--Dollard,24,L'Île-Bizard,99,0,6,2,4,21,123,3,258,452
Pierrefonds--Dollard/Pierrefonds--Dollard,25,L'Île-Bizard,103,0,8,0,8,19,77,5,220,424
Pierrefonds--Dollard/Pierrefonds--Dollard,26,Pierrefonds,57,0,12,4,19,33,193,5,323,496
Pierrefonds--Dollard/Pierrefonds--Dollard,27,Pierrefonds,36,0,11,1,24,31,164,4,271,571
Pierrefonds--Dollard/Pierrefonds--Dollard,28,Pierrefonds,44,2,2,0,9,19,96,3,175,367
Pierrefonds--Dollard/Pierrefonds--Dollard,29,Pierrefonds,59,0,7,5,11,34,185,5,306,615
Pierrefonds--Dollard/Pierrefonds--Dollard,30,Pierrefonds,37,1,3,8,9,30,97,0,185,461
Pierrefonds--Dollard/Pierrefonds--Dollard,31,Pierrefonds,8,0,1,0,5,6,51,1,72,186
Pierrefonds--Dollard/Pierrefonds--Dollard,32,Pierrefonds,20,1,1,2,13,18,120,1,176,348
Pierrefonds--Dollard/Pierrefonds--Dollard,33,Pierrefonds,26,0,7,7,17,24,152,4,237,460
Pierrefonds--Dollard/Pierrefonds--Dollard,34,Pierrefonds,28,1,7,2,11,22,159,3,233,416
Pierrefonds--Dollard/Pierrefonds--Dollard,35,Pierrefonds,32,0,16,3,12,18,139,2,222,377
Pierrefonds--Dollard/Pierrefonds--Dollard,36,Pierrefonds,47,0,11,3,8,20,130,0,219,389
Pierrefonds--Dollard/Pierrefonds--Dollard,37,Pierrefonds,38,0,14,1,13,26,129,2,223,403
Pierrefonds--Dollard/Pierrefonds--Dollard,38,Pierrefonds,36,0,10,3,26,29,164,3,271,428
Pierrefonds--Dollard/Pierrefonds--Dollard,39,Pierrefonds,74,0,8,1,20,27,130,3,263,424
Pierrefonds--Dollard/Pierrefonds--Dollard,40,Pierrefonds,52,0,12,4,13,13,136,1,231,400
Pierrefonds--Dollard/Pierrefonds--Dollard,41,Pierrefonds,47,0,9,5,13,22,154,1,251,411
Pierrefonds--Dollard/Pierrefonds--Dollard,42,Pierrefonds,36,0,11,1,18,18,125,2,211,448
Pierrefonds--Dollard/Pierrefonds--Dollard,43,Pierrefonds,51,0,10,1,23,21,151,3,260,493
Pierrefonds--Dollard/Pierrefonds--Dollard,44,Pierrefonds,38,0,6,0,12,20,168,1,245,504
Pierrefonds--Dollard/Pierrefonds--Dollard,45,Pierrefonds,31,1,10,2,10,26,178,0,258,590
Pierrefonds--Dollard/Pierrefonds--Dollard,46,Pierrefonds,42,2,1,4,10,13,161,2,235,433
Pierrefonds--Dollard/Pierrefonds--Dollard,47,Pierrefonds,6,0,4,6,12,18,110,1,157,471
Pierrefonds--Dollard/Pierrefonds--Dollard,48,Pierrefonds,11,1,6,1,3,13,58,1,94,231
Pierrefonds--Dollard/Pierrefonds--Dollard,49,Pierrefonds,33,1,9,5,9,11,119,2,189,520
Pierrefonds--Dollard/Pierrefonds--Dollard,50,Pierrefonds,34,0,4,1,5,17,112,4,177,353
Pierrefonds--Dollard/Pierrefonds--Dollard,51,Roxboro,59,0,15,4,12,32,126,3,251,466
Pierrefonds--Dollard/Pierrefonds--Dollard,52,Pierrefonds,40,0,5,0,11,17,113,1,187,405
Pierrefonds--Dollard/Pierrefonds--Dollard,53,Roxboro,96,0,7,0,11,33,134,2,283,523
Pierrefonds--Dollard/Pierrefonds--Dollard,54,Roxboro,85,0,11,3,18,24,95,3,239,463
Pierrefonds--Dollard/Pierrefonds--Dollard,55,Pierrefonds,63,0,3,4,12,20,129,1,232,393
Pierrefonds--Dollard/Pierrefonds--Dollard,56,Pierrefonds,95,0,10,6,18,31,120,1,281,465
Pierrefonds--Dollard/Pierrefonds--Dollard,57,Pierrefonds,36,0,6,3,10,18,102,3,178,325
Pierrefonds--Dollard/Pierrefonds--Dollard,58,Pierrefonds,46,0,9,4,15,12,98,4,188,350
Pierrefonds--Dollard/Pierrefonds--Dollard,59,Pierrefonds,104,0,7,4,13,18,132,2,280,471
Pierrefonds--Dollard/Pierrefonds--Dollard,60,Pierrefonds,89,2,5,2,12,21,138,7,276,524
Pierrefonds--Dollard/Pierrefonds--Dollard,61,Pierrefonds,52,1,6,1,10,14,175,2,261,503
Pierrefonds--Dollard/Pierrefonds--Dollard,62,Pierrefonds,68,0,7,3,15,14,135,4,246,397
Pierrefonds--Dollard/Pierrefonds--Dollard,63,Pierrefonds,40,0,4,3,5,6,54,4,116,353
Pierrefonds--Dollard/Pierrefonds--Dollard,64,Pierrefonds,18,0,4,3,15,10,62,1,113,392
Pierrefonds--Dollard/Pierrefonds--Dollard,65,Pierrefonds,25,0,4,3,7,16,115,2,172,554
Pierrefonds--Dollard/Pierrefonds--Dollard,66,Pierrefonds,25,1,2,3,20,14,74,6,145,391
Pierrefonds--Dollard/Pierrefonds--Dollard,67,Pierrefonds,19,0,1,5,7,12,103,1,148,278
Pierrefonds--Dollard/Pierrefonds--Dollard,68,Pierrefonds,23,0,1,1,9,18,95,0,147,291
Pierrefonds--Dollard/Pierrefonds--Dollard,69,Pierrefonds,18,0,3,3,10,17,78,4,133,264
Pierrefonds--Dollard/Pierrefonds--Dollard,70,Pierrefonds,41,0,4,13,13,11,65,0,147,467
Pierrefonds--Dollard/Pierrefonds--Dollard,71,Roxboro,70,0,11,3,9,16,77,1,187,391
Pierrefonds--Dollard/Pierrefonds--Dollard,72,Roxboro,34,1,7,5,19,17,143,2,228,355
Pierrefonds--Dollard/Pierrefonds--Dollard,73,Roxboro,39,0,10,4,29,34,126,6,248,450
Pierrefonds--Dollard/Pierrefonds--Dollard,74,Roxboro,48,3,9,3,13,16,126,2,220,348
Pierrefonds--Dollard/Pierrefonds--Dollard,75,Roxboro,26,0,15,1,18,19,120,4,203,302
Pierrefonds--Dollard/Pierrefonds--Dollard,76,Roxboro,67,2,20,1,21,32,106,2,251,378
Pierrefonds--Dollard/Pierrefonds--Dollard,77,Roxboro,65,1,18,1,24,28,189,0,326,529
Pierrefonds--Dollard/Pierrefonds--Dollard,78,Roxboro,63,0,10,1,17,38,171,0,300,512
Pierrefonds--Dollard/Pierrefonds--Dollard,79,Dollard-des-Ormeaux,24,1,6,1,17,10,145,2,206,415
Pierrefonds--Dollard/Pierrefonds--Dollard,80,Dollard-des-Ormeaux,21,1,8,4,23,36,176,0,269,461
Pierrefonds--Dollard/Pierrefonds--Dollard,81,Dollard-des-Ormeaux,17,1,5,3,10,14,186,0,236,399
Pierrefonds--Dollard/Pierrefonds--Dollard,82,Dollard-des-Ormeaux,18,0,8,1,13,36,132,0,208,342
Pierrefonds--Dollard/Pierrefonds--Dollard,83,Dollard-des-Ormeaux,18,1,1,4,7,11,196,1,239,408
Pierrefonds--Dollard/Pierrefonds--Dollard,84,Dollard-des-Ormeaux,36,0,3,3,9,26,152,5,234,436
Pierrefonds--Dollard/Pierrefonds--Dollard,85,Dollard-des-Ormeaux,17,1,3,2,6,12,73,0,114,277
Pierrefonds--Dollard/Pierrefonds--Dollard,86,Dollard-des-Ormeaux,15,0,5,2,8,20,55,0,105,224
Pierrefonds--Dollard/Pierrefonds--Dollard,87,Dollard-des-Ormeaux,18,1,6,0,12,19,119,2,177,438
Pierrefonds--Dollard/Pierrefonds--Dollard,88,Dollard-des-Ormeaux,31,1,2,7,14,22,134,3,214,508
Pierrefonds--Dollard/Pierrefonds--Dollard,89,Dollard-des-Ormeaux,22,1,1,3,11,25,162,0,225,533
Pierrefonds--Dollard/Pierrefonds--Dollard,90,Dollard-des-Ormeaux,11,0,4,3,22,23,155,2,220,486
Pierrefonds--Dollard/Pierrefonds--Dollard,91,Dollard-des-Ormeaux,26,1,10,4,22,29,192,4,288,602
Pierrefonds--Dollard/Pierrefonds--Dollard,92,Dollard-des-Ormeaux,15,0,14,4,17,18,113,2,183,568
Pierrefonds--Dollard/Pierrefonds--Dollard,93,Dollard-des-Ormeaux,22,1,5,8,21,19,169,0,245,540
Pierrefonds--Dollard/Pierrefonds--Dollard,94,Dollard-des-Ormeaux,16,0,3,1,16,31,125,1,193,429
Pierrefonds--Dollard/Pierrefonds--Dollard,95,Dollard-des-Ormeaux,15,0,5,2,14,19,105,2,162,281
Pierrefonds--Dollard/Pierrefonds--Dollard,96,Dollard-des-Ormeaux,23,0,9,2,14,16,147,2,213,529
Pierrefonds--Dollard/Pierrefonds--Dollard,97,Dollard-des-Ormeaux,27,1,8,3,7,30,213,1,290,524
