Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ginette Boutet,Carlos De Sousa,Gilles Duceppe,François Grégoire,Jocelyne Leduc,Dylan Perceval-Maxwell,Evelyn Elizabeth Ruiz,Soeung Tang,Nicky Tanguay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 1","Montréal",0,5,167,49,0,35,0,12,3,4,275,465
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 2","Montréal",3,12,111,21,0,22,0,9,2,0,180,288
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 3","Montréal",0,6,131,38,2,11,0,17,3,0,208,343
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 4","Montréal",0,8,106,39,0,16,1,8,2,0,180,278
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 5","Montréal",0,11,186,45,2,14,0,6,1,2,267,414
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 6","Montréal",1,13,164,35,1,23,0,8,0,1,246,397
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 7","Montréal",0,10,167,32,0,19,0,10,0,0,238,404
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 8","Montréal",1,13,175,43,0,20,0,14,1,1,268,448
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 9","Montréal",0,9,156,28,0,17,1,9,2,0,222,365
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 10","Montréal",1,18,132,27,1,28,0,9,1,1,218,387
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 11","Montréal",0,12,129,43,0,10,0,27,2,0,223,393
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 12","Montréal",1,23,152,39,0,23,0,30,4,1,273,457
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 13","Montréal",1,10,117,26,2,16,0,19,2,1,194,348
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 14","Montréal",0,13,163,34,0,16,0,9,0,3,238,406
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 15","Montréal",0,10,176,36,0,18,1,6,2,4,253,394
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 16","Montréal",0,4,139,30,0,15,0,9,1,0,198,342
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 17","Montréal",1,5,106,21,1,11,0,16,1,1,163,273
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 18","Montréal",0,12,91,36,1,8,0,15,0,1,164,279
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 19","Montréal",1,13,158,40,0,18,0,19,2,4,255,396
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 20","Montréal",0,11,121,27,0,17,0,16,1,2,195,339
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 21","Montréal",1,6,106,46,0,13,0,17,1,0,190,325
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 22","Montréal",0,14,171,38,2,26,2,29,1,2,285,513
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 23","Montréal",1,18,118,34,1,6,3,11,2,3,197,414
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 24","Montréal",0,7,158,28,0,16,0,6,2,1,218,351
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 25","Montréal",1,13,139,37,0,15,0,21,3,1,230,384
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 26","Montréal",2,12,109,21,4,14,1,21,0,0,184,343
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 27","Montréal",0,11,129,41,0,14,0,19,2,1,217,380
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 28","Montréal",3,17,169,22,0,24,0,25,3,7,270,433
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 29","Montréal",0,13,183,53,1,30,0,18,5,3,306,496
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 30","Montréal",1,15,164,36,0,21,0,18,1,0,256,394
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 31","Montréal",0,11,144,49,2,16,2,7,1,0,232,350
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 32","Montréal",0,12,113,14,0,12,0,12,2,0,165,375
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 33","Montréal",0,12,150,40,0,24,0,11,2,2,241,364
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 34","Montréal",1,6,144,40,0,19,0,13,1,2,226,447
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 35","Montréal",1,17,152,23,1,22,0,22,6,2,246,392
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 36","Montréal",1,16,140,25,0,17,0,10,1,0,210,326
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 37","Montréal",0,19,188,55,0,19,0,18,2,1,302,485
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 38","Montréal",0,7,69,16,0,13,0,15,1,1,122,369
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 39","Montréal",0,15,139,37,1,28,0,13,2,0,235,403
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 40","Montréal",0,5,129,48,2,19,0,15,1,1,220,344
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 41","Montréal",2,6,111,45,0,25,1,19,2,0,211,371
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 42","Montréal",0,4,140,42,0,27,0,12,3,3,231,394
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 43","Montréal",0,26,132,43,0,10,1,36,3,1,252,475
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 44","Montréal",1,14,95,39,1,21,0,21,1,4,197,421
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 45","Montréal",0,12,131,25,0,20,0,11,0,1,200,323
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 46","Montréal",1,13,153,33,1,22,0,28,4,0,255,423
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 47","Montréal",1,14,174,57,1,32,0,18,0,1,298,471
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 48","Montréal",1,17,179,47,1,27,1,17,1,0,291,448
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 49","Montréal",0,13,154,32,0,23,0,19,1,3,245,330
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 50","Montréal",0,21,128,39,1,21,0,20,2,2,234,412
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 51","Montréal",1,13,130,45,1,24,0,29,1,3,247,408
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 52","Montréal",0,12,95,27,0,18,0,19,1,1,173,350
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 53","Montréal",0,17,78,37,0,12,1,23,0,4,172,379
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 54","Montréal",0,17,237,66,1,28,0,30,1,3,383,603
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 55","Montréal",1,5,219,55,0,22,0,22,2,2,328,524
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 56","Montréal",0,10,134,44,1,13,0,18,0,2,222,344
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 57","Montréal",1,9,148,39,0,18,0,15,1,0,231,361
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 58","Montréal",0,8,99,21,0,19,0,11,1,2,161,263
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 59","Montréal",0,5,171,43,1,33,0,12,2,1,268,415
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 60","Montréal",1,22,169,65,1,25,1,26,0,7,317,486
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 61","Montréal",0,6,125,32,3,14,0,9,1,0,190,289
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 62","Montréal",0,7,124,50,1,20,1,13,0,3,219,367
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 63","Montréal",1,14,156,34,0,17,1,17,0,4,244,356
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 64","Montréal",1,9,96,43,0,21,0,8,1,0,179,328
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 65","Montréal",1,14,170,46,0,20,1,35,2,0,289,450
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 66","Montréal",1,22,133,36,2,28,0,28,2,3,255,445
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 67","Montréal",1,25,147,55,0,27,1,35,1,4,296,452
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 68","Montréal",0,13,73,30,0,15,0,23,2,2,158,275
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 69","Montréal",1,8,149,41,0,24,1,24,1,2,251,386
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 70","Montréal",0,6,121,40,0,21,0,23,1,3,215,359
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 71","Montréal",0,13,147,54,1,30,0,20,0,2,267,473
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 72","Montréal",0,15,132,65,1,14,0,31,1,2,261,439
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 73","Montréal",0,7,178,66,0,33,0,18,1,0,303,428
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 74","Montréal",0,19,149,48,0,30,3,14,0,0,263,399
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 75","Montréal",0,19,157,53,0,17,0,26,1,3,276,399
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 76","Montréal",1,10,92,39,0,17,0,23,2,3,187,380
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 77A","Montréal",0,8,135,46,0,22,1,24,0,0,236,399
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 77B","Montréal",1,13,129,63,0,30,0,21,1,0,258,393
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 78","Montréal",0,18,148,56,1,18,1,24,1,2,269,433
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 79","Montréal",0,14,56,25,1,4,1,15,1,3,120,229
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 80","Montréal",0,5,100,36,1,12,0,15,0,0,169,302
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 81","Montréal",0,19,105,51,2,27,0,21,2,3,230,387
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 82","Montréal",0,19,156,46,1,35,1,21,2,2,283,521
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 83","Montréal",0,6,138,53,1,24,0,29,3,3,257,386
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 84","Montréal",0,15,147,75,0,36,0,30,1,2,306,482
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 85","Montréal",1,7,115,38,2,14,0,17,1,1,196,303
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 86","Montréal",0,13,123,33,0,25,0,21,1,1,217,408
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 87A","Montréal",0,16,93,31,0,12,1,37,0,0,190,331
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 87B","Montréal",1,20,80,45,0,16,0,34,0,2,198,357
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 88","Montréal",1,18,112,29,0,16,1,24,0,2,203,416
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 89","Montréal",0,10,115,28,0,14,0,24,3,1,195,322
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 90","Montréal",0,22,113,37,0,16,3,32,2,1,226,448
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 91","Montréal",1,17,122,67,3,31,1,33,2,1,278,522
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 92","Montréal",0,2,92,51,1,22,0,26,5,1,200,374
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 93","Montréal",3,32,88,23,3,8,0,76,2,4,239,482
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 94","Montréal",1,17,122,47,4,24,0,43,1,3,262,469
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 95","Montréal",3,18,107,46,1,23,4,104,1,3,310,569
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 96","Montréal",2,17,71,41,1,18,2,37,1,2,192,448
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 97","Montréal",1,8,139,29,1,18,1,24,2,2,225,358
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 98","Montréal",0,11,127,45,0,30,0,15,0,1,229,357
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 99","Montréal",0,9,68,41,0,29,0,17,2,1,167,332
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 100","Montréal",1,9,186,68,1,28,2,26,2,1,324,457
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 101","Montréal",0,11,141,44,0,22,0,21,0,5,244,413
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 102","Montréal",0,11,82,31,0,14,0,31,0,0,169,383
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 103","Montréal",1,7,116,34,0,16,0,20,0,1,195,302
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 104","Montréal",1,7,115,40,0,17,0,15,3,0,198,317
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 105","Montréal",0,14,141,41,0,27,0,27,2,1,253,394
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 106","Montréal",1,8,139,46,2,21,0,33,3,1,254,447
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 107","Montréal",1,21,164,48,0,25,1,24,3,1,288,475
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 108","Montréal",1,13,131,55,1,16,1,19,0,0,237,432
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 109","Montréal",0,9,137,46,1,39,1,24,1,11,269,393
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 110","Montréal",2,17,105,46,0,36,0,45,2,5,258,497
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 111","Montréal",1,13,118,46,1,25,0,20,0,0,224,436
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 112","Montréal",0,26,140,55,2,31,0,26,1,0,281,489
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 113","Montréal",0,17,134,56,1,26,0,24,3,1,262,487
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 114","Montréal",0,28,119,63,3,27,0,45,2,2,289,526
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 115","Montréal",0,15,86,81,1,38,0,59,3,1,284,553
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 116","Montréal",0,22,100,71,0,32,1,32,3,1,262,513
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 117","Montréal",2,16,53,59,2,26,1,44,3,1,207,463
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 118","Montréal",0,14,60,39,0,32,0,34,4,3,186,371
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 119","Montréal",0,9,57,44,0,24,1,45,0,0,180,312
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 120","Montréal",1,7,93,61,2,15,2,12,0,1,194,331
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 121","Montréal",0,18,98,50,0,27,0,50,1,3,247,387
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 122","Montréal",0,13,86,51,0,22,1,54,0,0,227,416
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 123","Montréal",2,19,56,61,0,25,3,57,1,1,225,440
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 124","Montréal",0,16,170,42,0,41,0,34,0,0,303,568
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 125","Montréal",2,22,107,38,0,13,0,50,0,1,233,492
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 126","Montréal",1,13,133,33,3,7,1,34,2,5,232,400
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 127","Montréal",1,10,142,35,0,26,0,33,2,1,250,443
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 128","Montréal",0,25,83,35,0,18,0,46,2,0,209,421
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 129","Montréal",0,17,85,17,0,18,1,26,2,0,166,362
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 130","Montréal",1,15,131,54,2,29,1,19,1,4,257,409
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 131","Montréal",0,18,149,57,1,31,1,28,2,3,290,514
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 132","Montréal",1,21,71,24,0,6,0,35,0,2,160,313
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 133","Montréal",1,25,100,34,0,18,1,34,0,1,214,413
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 134","Montréal",0,12,69,35,1,17,0,25,2,0,161,383
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 135","Montréal",0,14,33,15,1,11,0,28,0,0,102,181
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 136","Montréal",0,19,83,38,1,30,0,31,3,2,207,392
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 137","Montréal",1,13,117,50,0,27,0,29,9,1,247,461
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 138","Montréal",0,12,84,76,2,33,0,60,2,2,271,499
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 139","Montréal",2,22,63,68,2,26,0,68,2,0,253,452
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 140","Montréal",2,15,45,37,0,33,0,40,2,1,175,375
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 141","Montréal",0,23,74,41,1,26,0,71,3,2,241,431
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 142","Montréal",1,25,61,23,0,11,0,42,1,3,167,341
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 143","Montréal",1,39,113,38,1,21,0,42,1,0,256,458
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 144","Montréal",0,9,78,23,0,13,1,24,3,0,151,329
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 145","Montréal",2,18,140,31,0,15,0,42,4,3,255,457
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 146","Montréal",0,18,123,25,0,16,1,25,1,1,210,425
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 147","Montréal",0,12,102,28,1,13,2,29,1,0,188,366
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 148","Montréal",1,14,121,32,1,11,2,31,3,2,218,437
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 149","Montréal",0,6,136,38,1,20,0,25,1,5,232,459
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 150","Montréal",0,11,173,55,1,15,0,36,5,3,299,521
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 151","Montréal",2,7,133,45,0,23,1,33,4,1,249,491
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 152","Montréal",1,25,64,12,0,14,0,35,1,0,152,351
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 153","Montréal",1,8,140,41,0,24,0,22,1,3,240,466
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 154","Montréal",0,5,104,27,2,16,2,27,1,3,187,385
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 155","Montréal",1,19,144,36,0,15,0,42,2,1,260,487
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 156","Montréal",0,13,124,39,0,15,1,45,1,2,240,459
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 157","Montréal",1,12,136,28,1,17,0,21,5,0,221,386
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 158","Montréal",1,20,82,25,1,7,0,43,0,2,181,429
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 159","Montréal",1,12,114,40,0,26,0,26,2,2,223,420
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 160","Montréal",Void/Supprimé,,,,,,,,,,,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 161","Montréal",1,28,101,19,0,6,1,51,1,1,209,331
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 162","Montréal",0,14,138,25,3,7,1,32,2,1,223,400
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 163","Montréal",1,7,134,24,1,12,1,15,2,0,197,350
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 164","Montréal",0,6,118,24,1,13,0,20,1,1,184,334
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 165","Montréal",1,10,138,28,0,7,0,29,3,6,222,547
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 166","Montréal",0,7,112,19,1,10,0,26,1,1,177,414
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 167","Montréal",0,21,153,32,0,21,1,17,2,4,251,490
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 168","Montréal",1,11,76,18,0,6,0,7,0,0,119,183
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 169","Montréal",0,15,122,21,0,15,1,9,3,1,187,356
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 170","Montréal",0,15,133,52,1,15,1,22,1,2,242,509
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 171","Montréal",0,12,162,31,0,26,0,19,2,2,254,471
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 172","Montréal",2,3,142,32,0,24,2,17,1,0,223,405
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 173","Montréal",0,20,153,41,0,25,1,29,2,0,271,521
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 174","Montréal",0,5,158,54,0,24,0,14,4,6,265,512
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 175","Montréal",0,10,72,13,1,10,0,20,0,3,129,302
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 176","Montréal",0,5,125,24,0,20,1,15,1,1,192,374
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 177","Montréal",0,15,126,26,1,11,1,18,1,3,202,435
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 178","Montréal",2,10,112,17,0,12,0,17,3,1,174,409
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 179","Montréal",2,18,129,19,0,7,0,11,2,1,189,399
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 180","Montréal",0,21,146,51,3,8,1,30,1,2,263,471
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 181","Montréal",0,12,146,39,0,18,0,30,3,2,250,421
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 182","Montréal",0,9,125,36,0,12,0,43,2,5,232,492
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 183","Montréal",0,38,95,22,1,5,1,32,0,7,201,530
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 184","Montréal",0,7,79,14,2,7,0,19,0,0,128,249
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 185","Montréal",0,11,43,28,0,7,0,17,1,3,110,347
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 186","Montréal",0,13,77,28,0,17,1,29,2,4,171,374
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 187","Montréal",1,40,71,27,2,3,1,99,2,8,254,527
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 188","Montréal",2,13,12,15,2,5,2,119,0,2,172,355
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 189","Montréal",4,27,41,8,3,4,2,106,1,6,202,428
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 190","Montréal",1,20,98,55,1,18,1,32,4,0,230,648
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 191","Montréal",0,5,6,3,3,0,0,43,1,1,62,253
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 192","Montréal",5,14,55,16,2,4,1,57,1,3,158,443
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 193A","Montréal",0,9,56,11,3,7,1,12,0,2,101,344
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 193B","Montréal",1,7,58,15,1,5,1,25,1,1,115,359
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 194A","Montréal",0,18,159,40,0,21,0,45,2,1,286,480
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 194B","Montréal",1,34,149,42,0,13,0,49,0,1,289,486
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 400","Montréal",Void/Supprimé,,,,,,,,,,,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 401","Montréal",0,5,48,5,2,2,0,11,3,3,79,170
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 600","Montréal",0,28,301,48,3,19,1,43,2,3,448,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 601","Montréal",1,36,362,61,1,29,1,43,2,5,541,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 602","Montréal",2,51,227,55,2,30,0,79,1,1,448,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 603","Montréal",1,17,167,41,0,34,0,33,1,1,295,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 604","Montréal",3,34,316,33,0,21,0,53,6,4,470,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 605","Montréal",0,26,149,47,0,24,0,45,0,3,294,
"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 606","Montréal",1,46,155,42,2,29,0,80,0,2,357,
