Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Cunningham,George Drazenovic,Timothy George Gidora,Ray Power,Bill Siksay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Burnaby--Douglas/Burnaby--Douglas"," 38","Burnaby",60,69,1,18,90,0,238,414
"Burnaby--Douglas/Burnaby--Douglas"," 39","Burnaby",54,36,0,5,73,0,168,274
"Burnaby--Douglas/Burnaby--Douglas"," 40","Burnaby",67,84,0,7,69,0,227,432
"Burnaby--Douglas/Burnaby--Douglas"," 41","Burnaby",79,62,0,16,89,2,248,407
"Burnaby--Douglas/Burnaby--Douglas"," 42","Burnaby",111,73,2,8,103,2,299,470
"Burnaby--Douglas/Burnaby--Douglas"," 43","Burnaby",81,80,0,8,107,2,278,489
"Burnaby--Douglas/Burnaby--Douglas"," 44","Burnaby",61,56,0,10,64,0,191,330
"Burnaby--Douglas/Burnaby--Douglas"," 45","Burnaby",108,88,0,6,79,1,282,472
"Burnaby--Douglas/Burnaby--Douglas"," 46","Burnaby",107,85,1,4,116,1,314,494
"Burnaby--Douglas/Burnaby--Douglas"," 47","Burnaby",73,51,3,3,63,0,193,351
"Burnaby--Douglas/Burnaby--Douglas"," 48","Burnaby",79,73,0,10,73,1,236,393
"Burnaby--Douglas/Burnaby--Douglas"," 49","Burnaby",48,48,0,7,49,2,154,305
"Burnaby--Douglas/Burnaby--Douglas"," 50A","Burnaby",58,46,0,5,60,0,169,358
"Burnaby--Douglas/Burnaby--Douglas"," 50B","Burnaby",71,68,1,8,59,0,207,348
"Burnaby--Douglas/Burnaby--Douglas"," 51","Burnaby",68,50,0,8,119,2,247,473
"Burnaby--Douglas/Burnaby--Douglas"," 51-1","Burnaby",130,94,0,8,77,0,309,506
"Burnaby--Douglas/Burnaby--Douglas"," 51-2","Burnaby",51,47,0,5,40,0,143,231
"Burnaby--Douglas/Burnaby--Douglas"," 52","Burnaby",94,70,1,13,87,1,266,399
"Burnaby--Douglas/Burnaby--Douglas"," 53","Burnaby",73,103,0,2,63,1,242,356
"Burnaby--Douglas/Burnaby--Douglas"," 54","Burnaby",78,77,0,9,60,2,226,414
"Burnaby--Douglas/Burnaby--Douglas"," 55","Burnaby",80,56,0,5,86,2,229,399
"Burnaby--Douglas/Burnaby--Douglas"," 56","Burnaby",61,44,0,15,71,0,191,363
"Burnaby--Douglas/Burnaby--Douglas"," 57","Burnaby",31,38,0,7,51,0,127,284
"Burnaby--Douglas/Burnaby--Douglas"," 58","Burnaby",76,65,1,3,70,0,215,386
"Burnaby--Douglas/Burnaby--Douglas"," 59","Burnaby",41,45,0,9,59,0,154,276
"Burnaby--Douglas/Burnaby--Douglas"," 60","Burnaby",107,62,0,2,68,4,243,415
"Burnaby--Douglas/Burnaby--Douglas"," 61","Burnaby",75,62,0,7,87,0,231,510
"Burnaby--Douglas/Burnaby--Douglas"," 62","Burnaby",93,101,1,14,104,1,314,556
"Burnaby--Douglas/Burnaby--Douglas"," 63","Burnaby",37,39,1,8,52,0,137,265
"Burnaby--Douglas/Burnaby--Douglas"," 64","Burnaby",63,51,0,2,58,0,174,297
"Burnaby--Douglas/Burnaby--Douglas"," 65","Burnaby",82,81,0,3,107,0,273,450
"Burnaby--Douglas/Burnaby--Douglas"," 66","Burnaby",90,72,0,2,90,2,256,462
"Burnaby--Douglas/Burnaby--Douglas"," 67","Burnaby",80,70,0,4,77,0,231,374
"Burnaby--Douglas/Burnaby--Douglas"," 68","Burnaby",72,65,0,1,68,0,206,393
"Burnaby--Douglas/Burnaby--Douglas"," 69","Burnaby",76,61,0,9,64,0,210,365
"Burnaby--Douglas/Burnaby--Douglas"," 70","Burnaby",64,57,2,7,82,1,213,378
"Burnaby--Douglas/Burnaby--Douglas"," 71","Burnaby",110,83,1,4,76,0,274,452
"Burnaby--Douglas/Burnaby--Douglas"," 72","Burnaby",79,81,0,11,78,1,250,380
"Burnaby--Douglas/Burnaby--Douglas"," 73","Burnaby",71,58,3,5,94,1,232,404
"Burnaby--Douglas/Burnaby--Douglas"," 74","Burnaby",134,111,2,5,93,0,345,549
"Burnaby--Douglas/Burnaby--Douglas"," 75","Burnaby",88,78,0,4,102,2,274,508
"Burnaby--Douglas/Burnaby--Douglas"," 76","Burnaby",113,86,4,9,102,0,314,510
"Burnaby--Douglas/Burnaby--Douglas"," 77","Burnaby",98,94,1,5,102,4,304,500
"Burnaby--Douglas/Burnaby--Douglas"," 78","Burnaby",72,81,1,3,95,3,255,396
"Burnaby--Douglas/Burnaby--Douglas"," 79","Burnaby",81,66,0,4,62,2,215,354
"Burnaby--Douglas/Burnaby--Douglas"," 80A","Burnaby",122,102,1,11,75,0,311,565
"Burnaby--Douglas/Burnaby--Douglas"," 80B","Burnaby",56,46,0,12,75,0,189,347
"Burnaby--Douglas/Burnaby--Douglas"," 80C","Burnaby",103,57,0,55,172,2,389,530
"Burnaby--Douglas/Burnaby--Douglas"," 81","Burnaby",99,85,0,10,93,0,287,487
"Burnaby--Douglas/Burnaby--Douglas"," 82","Burnaby",46,38,0,3,47,0,134,223
"Burnaby--Douglas/Burnaby--Douglas"," 83","Burnaby",42,54,0,6,72,1,175,303
"Burnaby--Douglas/Burnaby--Douglas"," 84","Burnaby",76,78,1,15,56,1,227,437
"Burnaby--Douglas/Burnaby--Douglas"," 85","Burnaby",52,44,0,6,40,1,143,319
"Burnaby--Douglas/Burnaby--Douglas"," 86","Burnaby",94,84,2,15,97,1,293,515
"Burnaby--Douglas/Burnaby--Douglas"," 87","Burnaby",149,77,1,7,54,0,288,510
"Burnaby--Douglas/Burnaby--Douglas"," 88","Burnaby",82,67,2,13,106,2,272,438
"Burnaby--Douglas/Burnaby--Douglas"," 89","Burnaby",61,34,0,6,70,0,171,282
"Burnaby--Douglas/Burnaby--Douglas"," 90","Burnaby",97,65,1,7,83,0,253,382
"Burnaby--Douglas/Burnaby--Douglas"," 91","Burnaby",71,81,0,8,95,0,255,418
"Burnaby--Douglas/Burnaby--Douglas"," 92","Burnaby",118,83,0,11,87,1,300,508
"Burnaby--Douglas/Burnaby--Douglas"," 93","Burnaby",57,46,0,0,68,0,171,304
"Burnaby--Douglas/Burnaby--Douglas"," 94","Burnaby",123,96,2,3,44,0,268,497
"Burnaby--Douglas/Burnaby--Douglas"," 95","Burnaby",146,100,0,11,71,1,329,574
"Burnaby--Douglas/Burnaby--Douglas"," 96","Burnaby",123,102,1,5,70,0,301,481
"Burnaby--Douglas/Burnaby--Douglas"," 97","Burnaby",75,63,1,12,131,1,283,392
"Burnaby--Douglas/Burnaby--Douglas"," 98","Burnaby",39,41,0,13,77,0,170,240
"Burnaby--Douglas/Burnaby--Douglas"," 99","Burnaby",47,49,1,6,78,1,182,257
"Burnaby--Douglas/Burnaby--Douglas"," 100","Burnaby",56,50,0,10,139,1,256,352
"Burnaby--Douglas/Burnaby--Douglas"," 101","Burnaby",44,47,2,6,102,1,202,362
"Burnaby--Douglas/Burnaby--Douglas"," 102","Burnaby",59,57,1,12,80,1,210,377
"Burnaby--Douglas/Burnaby--Douglas"," 103","Burnaby",52,55,2,13,94,1,217,357
"Burnaby--Douglas/Burnaby--Douglas"," 104","Burnaby",87,64,0,12,111,1,275,444
"Burnaby--Douglas/Burnaby--Douglas"," 105","Burnaby",81,67,3,20,103,2,276,445
"Burnaby--Douglas/Burnaby--Douglas"," 106","Burnaby",86,78,3,11,92,1,271,460
"Burnaby--Douglas/Burnaby--Douglas"," 107","Burnaby",72,51,0,11,111,0,245,427
"Burnaby--Douglas/Burnaby--Douglas"," 108","Burnaby",72,50,0,7,94,0,223,368
"Burnaby--Douglas/Burnaby--Douglas"," 109","Burnaby",80,68,1,14,106,0,269,404
"Burnaby--Douglas/Burnaby--Douglas"," 110","Burnaby",70,68,0,7,97,0,242,432
"Burnaby--Douglas/Burnaby--Douglas"," 111","Burnaby",78,72,0,8,99,1,258,517
"Burnaby--Douglas/Burnaby--Douglas"," 112","Burnaby",Merged with No. 111/Fusionné avec le nº 111,,,,,,,67
"Burnaby--Douglas/Burnaby--Douglas"," 113","Burnaby",Merged with No. 114/Fusionné avec le nº 114,,,,,,,16
"Burnaby--Douglas/Burnaby--Douglas"," 114","Burnaby",126,98,0,15,126,1,366,647
"Burnaby--Douglas/Burnaby--Douglas"," 115","Burnaby",84,75,1,7,104,0,271,452
"Burnaby--Douglas/Burnaby--Douglas"," 116","Burnaby",50,56,0,5,58,0,169,326
"Burnaby--Douglas/Burnaby--Douglas"," 117","Burnaby",59,62,0,7,83,0,211,409
"Burnaby--Douglas/Burnaby--Douglas"," 118","Burnaby",121,87,0,6,105,0,319,487
"Burnaby--Douglas/Burnaby--Douglas"," 119","Burnaby",83,93,1,11,87,0,275,412
"Burnaby--Douglas/Burnaby--Douglas"," 120","Burnaby",123,103,0,9,85,0,320,520
"Burnaby--Douglas/Burnaby--Douglas"," 121","Burnaby",100,75,1,7,71,0,254,411
"Burnaby--Douglas/Burnaby--Douglas"," 122","Burnaby",92,94,2,9,74,0,271,413
"Burnaby--Douglas/Burnaby--Douglas"," 123","Burnaby",115,112,0,16,82,0,325,501
"Burnaby--Douglas/Burnaby--Douglas"," 124","Burnaby",65,61,1,7,62,0,196,303
"Burnaby--Douglas/Burnaby--Douglas"," 125","Burnaby",59,42,0,9,97,3,210,352
"Burnaby--Douglas/Burnaby--Douglas"," 126","Burnaby",40,36,0,5,69,0,150,248
"Burnaby--Douglas/Burnaby--Douglas"," 127","Burnaby",22,22,0,2,49,0,95,256
"Burnaby--Douglas/Burnaby--Douglas"," 128","Burnaby",47,33,1,9,53,0,143,247
"Burnaby--Douglas/Burnaby--Douglas"," 129","Burnaby",92,67,0,27,105,0,291,618
"Burnaby--Douglas/Burnaby--Douglas"," 130","Burnaby",20,19,0,1,31,0,71,195
"Burnaby--Douglas/Burnaby--Douglas"," 131","Burnaby",45,63,1,4,105,0,218,318
"Burnaby--Douglas/Burnaby--Douglas"," 132A","Burnaby",54,43,0,6,59,1,163,377
"Burnaby--Douglas/Burnaby--Douglas"," 132B","Burnaby",54,31,0,8,80,0,173,411
"Burnaby--Douglas/Burnaby--Douglas"," 133","Burnaby",76,66,1,9,108,0,260,490
"Burnaby--Douglas/Burnaby--Douglas"," 134","Burnaby",124,75,1,8,58,2,268,520
"Burnaby--Douglas/Burnaby--Douglas"," 135","Burnaby",97,86,1,8,104,1,297,534
"Burnaby--Douglas/Burnaby--Douglas"," 136","Burnaby",77,69,0,10,64,3,223,412
"Burnaby--Douglas/Burnaby--Douglas"," 137","Burnaby",108,48,1,4,77,0,238,483
"Burnaby--Douglas/Burnaby--Douglas"," 138","Burnaby",91,58,4,8,68,0,229,392
"Burnaby--Douglas/Burnaby--Douglas"," 139A","Burnaby",40,35,1,6,92,1,175,400
"Burnaby--Douglas/Burnaby--Douglas"," 139B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,2
"Burnaby--Douglas/Burnaby--Douglas"," 140","Burnaby",81,69,0,11,46,0,207,361
"Burnaby--Douglas/Burnaby--Douglas"," 141","Burnaby",78,123,1,12,109,2,325,466
"Burnaby--Douglas/Burnaby--Douglas"," 142","Burnaby",117,116,0,10,91,1,335,576
"Burnaby--Douglas/Burnaby--Douglas"," 143","Burnaby",Void/Supprimé,,,,,,,
"Burnaby--Douglas/Burnaby--Douglas"," 144","Burnaby",117,75,1,10,117,2,322,574
"Burnaby--Douglas/Burnaby--Douglas"," 145","Burnaby",71,82,2,7,84,1,247,563
"Burnaby--Douglas/Burnaby--Douglas"," 146","Burnaby",112,20,0,4,71,1,208,319
"Burnaby--Douglas/Burnaby--Douglas"," 147","Burnaby",79,35,0,12,65,0,191,376
"Burnaby--Douglas/Burnaby--Douglas"," 148","Burnaby",103,56,0,4,58,4,225,374
"Burnaby--Douglas/Burnaby--Douglas"," 149","Burnaby",49,11,0,3,28,0,91,208
"Burnaby--Douglas/Burnaby--Douglas"," 150","Burnaby",76,44,2,22,124,0,268,475
"Burnaby--Douglas/Burnaby--Douglas"," 151","Burnaby",87,59,0,10,108,0,264,397
"Burnaby--Douglas/Burnaby--Douglas"," 152","Burnaby",82,64,1,16,142,0,305,464
"Burnaby--Douglas/Burnaby--Douglas"," 153","Burnaby",69,65,5,5,90,1,235,431
"Burnaby--Douglas/Burnaby--Douglas"," 154","Burnaby",77,29,0,8,71,0,185,288
"Burnaby--Douglas/Burnaby--Douglas"," 155","Burnaby",91,56,1,8,113,0,269,500
"Burnaby--Douglas/Burnaby--Douglas"," 156","Burnaby",124,84,2,8,85,0,303,482
"Burnaby--Douglas/Burnaby--Douglas"," 157","Burnaby",71,80,1,8,91,2,253,418
"Burnaby--Douglas/Burnaby--Douglas"," 158","Burnaby",94,82,2,5,104,1,288,501
"Burnaby--Douglas/Burnaby--Douglas"," 159","Burnaby",80,74,0,7,108,0,269,474
"Burnaby--Douglas/Burnaby--Douglas"," 160","Burnaby",96,83,0,6,103,1,289,482
"Burnaby--Douglas/Burnaby--Douglas"," 161","Burnaby",85,89,1,17,64,0,256,458
"Burnaby--Douglas/Burnaby--Douglas"," 162","Burnaby",109,58,1,6,95,0,269,509
"Burnaby--Douglas/Burnaby--Douglas"," 163","Burnaby",81,77,0,14,98,4,274,520
"Burnaby--Douglas/Burnaby--Douglas"," 164","Burnaby",74,77,1,3,53,0,208,384
"Burnaby--Douglas/Burnaby--Douglas"," 165","Burnaby",60,39,0,4,65,1,169,293
"Burnaby--Douglas/Burnaby--Douglas"," 166","Burnaby",93,95,0,10,83,0,281,509
"Burnaby--Douglas/Burnaby--Douglas"," 167","Burnaby",71,88,0,11,89,1,260,421
"Burnaby--Douglas/Burnaby--Douglas"," 168","Burnaby",95,69,0,6,140,0,310,539
"Burnaby--Douglas/Burnaby--Douglas"," 169","Burnaby",45,55,0,11,61,3,175,352
"Burnaby--Douglas/Burnaby--Douglas"," 170","Burnaby",74,84,2,12,75,1,248,449
"Burnaby--Douglas/Burnaby--Douglas"," 171","Burnaby",80,88,0,9,93,1,271,443
"Burnaby--Douglas/Burnaby--Douglas"," 172","Burnaby",63,72,0,6,87,0,228,388
"Burnaby--Douglas/Burnaby--Douglas"," 173","Burnaby",27,25,1,4,40,2,99,249
"Burnaby--Douglas/Burnaby--Douglas"," 174","Burnaby",22,26,0,3,23,0,74,229
"Burnaby--Douglas/Burnaby--Douglas"," 175","Burnaby",60,51,0,4,65,1,181,381
"Burnaby--Douglas/Burnaby--Douglas"," 176","Burnaby",71,47,1,1,30,0,150,389
"Burnaby--Douglas/Burnaby--Douglas"," 177","Burnaby",95,63,0,10,82,2,252,519
"Burnaby--Douglas/Burnaby--Douglas"," 178","Burnaby",49,28,0,1,18,4,100,256
"Burnaby--Douglas/Burnaby--Douglas"," 179","Burnaby",62,44,2,3,49,0,160,494
"Burnaby--Douglas/Burnaby--Douglas"," 180","Burnaby",80,51,1,9,70,2,213,466
"Burnaby--Douglas/Burnaby--Douglas"," 181","Burnaby",71,90,0,13,82,1,257,471
"Burnaby--Douglas/Burnaby--Douglas"," 182","Burnaby",53,53,0,1,24,0,131,237
"Burnaby--Douglas/Burnaby--Douglas"," 183","Burnaby",74,84,1,2,36,1,198,376
"Burnaby--Douglas/Burnaby--Douglas"," 184","Burnaby",61,76,0,9,79,1,226,426
"Burnaby--Douglas/Burnaby--Douglas"," 185","Burnaby",34,42,0,4,26,0,106,169
"Burnaby--Douglas/Burnaby--Douglas"," 500","Mobile poll/Bureau itinérant",47,45,2,6,60,1,161,250
"Burnaby--Douglas/Burnaby--Douglas"," 501","Mobile poll/Bureau itinérant",15,28,2,7,33,0,85,141
"Burnaby--Douglas/Burnaby--Douglas"," 502","Mobile poll/Bureau itinérant",28,21,2,3,49,1,104,235
"Burnaby--Douglas/Burnaby--Douglas"," 600","Burnaby",87,64,2,4,123,1,281,
"Burnaby--Douglas/Burnaby--Douglas"," 601","Burnaby",125,166,0,14,164,0,469,
"Burnaby--Douglas/Burnaby--Douglas"," 602","Burnaby",111,119,1,6,88,0,325,
"Burnaby--Douglas/Burnaby--Douglas"," 603","Burnaby",104,133,0,7,114,1,359,
"Burnaby--Douglas/Burnaby--Douglas"," 604","Burnaby",82,96,0,11,93,1,283,
"Burnaby--Douglas/Burnaby--Douglas"," 605","Burnaby",144,146,0,15,177,0,482,
"Burnaby--Douglas/Burnaby--Douglas"," 606","Burnaby",118,136,0,8,139,1,402,
"Burnaby--Douglas/Burnaby--Douglas"," 607","Burnaby",168,181,2,9,192,1,553,
"Burnaby--Douglas/Burnaby--Douglas"," 608","Burnaby",117,140,3,10,104,2,376,
"Burnaby--Douglas/Burnaby--Douglas",,Group 1/Groupe 1,25,19,0,4,37,7,92,150
"Burnaby--Douglas/Burnaby--Douglas",,Group 2/Groupe 2,176,119,0,14,237,2,548,
