Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Raymond Côté,Odina Desrochers,Jacques Gourde,Eric Paradis,Shirley Picknell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 144","Saint-Étienne-de-Lauzon",11,73,113,14,4,1,216,352
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 145","Saint-Étienne-de-Lauzon",23,98,157,9,10,4,301,455
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 146A","Saint-Étienne-de-Lauzon",10,37,87,2,9,4,149,289
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 146B","Saint-Étienne-de-Lauzon",7,44,107,1,5,1,165,287
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 147","Saint-Étienne-de-Lauzon",23,73,120,11,9,2,238,430
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 148","Saint-Étienne-de-Lauzon",23,86,173,13,10,2,307,481
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 149","Saint-Étienne-de-Lauzon",14,73,153,7,13,3,263,387
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 150A","Saint-Étienne-de-Lauzon",10,56,112,7,4,2,191,351
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 150B","Mobile poll/Bureau itinérant",Merged with No. 152B/Fusionné avec le nº 152B,,,,,,,24
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 151","Saint-Étienne-de-Lauzon",22,64,144,4,11,2,247,397
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 152A","Saint-Étienne-de-Lauzon",22,68,98,6,8,2,204,334
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 152B","Mobile poll/Bureau itinérant",1,16,40,17,1,4,79,36
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 153A","Saint-Étienne-de-Lauzon",12,63,147,7,7,2,238,414
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 153B","Saint-Étienne-de-Lauzon",10,60,134,4,13,3,224,403
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 154","Saint-Étienne-de-Lauzon",14,46,103,7,7,1,178,323
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 155A","Saint-Étienne-de-Lauzon",15,59,99,5,13,3,194,306
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 155B","Saint-Étienne-de-Lauzon",22,43,97,3,6,0,171,313
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 156","Saint-Étienne-de-Lauzon",20,71,142,13,6,1,253,432
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 157","Saint-Étienne-de-Lauzon",18,68,138,17,15,4,260,462
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 158","Saint-Étienne-de-Lauzon",20,52,94,21,11,5,203,342
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 159A","Saint-Lambert-de-Lauzon",10,39,79,3,9,1,141,272
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 159B","Saint-Lambert-de-Lauzon",5,46,105,2,10,2,170,285
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 159C","Mobile poll/Bureau itinérant",Merged with No. 152B/Fusionné avec le nº 152B,,,,,,,31
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 160","Saint-Lambert-de-Lauzon",9,92,149,9,9,1,269,474
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 161","Saint-Lambert-de-Lauzon",17,65,114,5,8,2,211,344
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 162","Saint-Lambert-de-Lauzon",9,75,157,16,14,3,274,467
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 163","Saint-Lambert-de-Lauzon",15,54,186,12,2,0,269,470
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 164A","Saint-Lambert-de-Lauzon",14,51,120,13,15,0,213,349
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 164B","Saint-Lambert-de-Lauzon",7,52,148,21,5,1,234,365
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 164C","Mobile poll/Bureau itinérant",Merged with No. 152B/Fusionné avec le nº 152B,,,,,,,17
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 165","Saint-Lambert-de-Lauzon",12,46,95,4,6,0,163,266
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 166A","Saint-Lambert-de-Lauzon",13,80,129,10,12,4,248,379
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 166B","Saint-Lambert-de-Lauzon",11,54,115,9,15,2,206,318
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 167A","Saint-Lambert-de-Lauzon",Merged with No. 166A/Fusionné avec le nº 166A,,,,,,,30
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 167B","Saint-Lambert-de-Lauzon",Merged with No. 166B/Fusionné avec le nº 166B,,,,,,,43
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 168","Saint-Gilles",19,59,244,10,9,4,345,509
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 169","Saint-Gilles",10,44,283,17,9,6,369,503
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 170","Saint-Gilles",10,45,227,12,16,3,313,434
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 171","Saint-Narcisse",4,43,226,9,4,1,287,356
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 172A","Saint-Narcisse",10,18,241,17,4,3,293,412
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 172B","Mobile poll/Bureau itinérant",Merged with No. 26B/Fusionné avec le nº 26B,,,,,,,13
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 173","Saint-Patrice-de-Beaurivage",12,48,195,16,4,1,276,406
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 174","Saint-Patrice-de-Beaurivage",5,61,193,10,8,1,278,421
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 175","Saint-Sylvestre",12,57,211,25,6,2,313,445
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 176","Saint-Sylvestre",5,34,134,13,2,1,189,262
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 177","Saint-Octave-de-Dosquet",12,44,147,14,6,3,226,356
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 178","Saint-Octave-de-Dosquet",10,44,127,13,5,0,199,336
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 179","Sainte-Agathe-de-Lotbinière",2,30,128,16,6,1,183,276
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 180A","Sainte-Agathe-de-Lotbinière",5,20,68,2,4,0,99,161
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 180B","Mobile poll/Bureau itinérant",Merged with No. 26B/Fusionné avec le nº 26B,,,,,,,14
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 181","Sainte-Agathe-de-Lotbinière",11,48,215,13,11,3,301,447
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 500","Mobile poll/Bureau itinérant",5,19,27,33,1,2,87,75
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 501","Mobile poll/Bureau itinérant",4,13,35,9,2,0,63,57
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 502","Mobile poll/Bureau itinérant",0,4,15,15,0,1,35,20
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 600","Sainte-Croix",15,132,133,23,11,2,316,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 601","Saint-Nicolas",26,214,271,62,17,2,592,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 602","Saint-Nicolas",44,246,344,36,34,11,715,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 603","Saint-Rédempteur",36,133,234,43,23,5,474,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 604","Charny",63,332,503,144,36,13,1091,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 605","Saint-Jean-Chrysostome",37,193,338,28,9,3,608,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 606","Saint-Jean-Chrysostome",28,170,277,46,17,3,541,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 607","Sainte-Hélène-de-Breakeyville",15,82,144,21,7,2,271,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 608","Saint-Étienne-de-Lauzon",45,152,313,30,18,2,560,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 609","Saint-Apollinaire",23,84,192,21,6,1,327,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 610","Saint-Lambert",18,92,209,29,13,1,362,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 611","Sainte-Agathe-de-Lotbinière",5,30,80,9,4,1,129,
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière",,Group 1/Groupe 1,9,28,61,13,7,5,123,252
"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière",,Group 2/Groupe 2,32,267,279,104,11,14,707,
