Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
35012,Brampton West,Ontario,35,2.1,00000,Both sexes,130000,30405,89300,10300,745,101760,25975,69495,6290,440,100,23.4,68.7,7.9,0.6,100,25.5,68.3,6.2,0.4,27.8,17.1,28.5,63.8,69.3
35012,Brampton West,Ontario,35,2.1,00000,Male,64030,15655,43570,4810,280,49955,13405,33675,2870,155,100,24.4,68,7.5,0.4,100,26.8,67.4,5.7,0.3,28.2,16.8,29.4,67.6,80.6
35012,Brampton West,Ontario,35,2.1,00000,Female,65970,14750,45735,5490,470,51810,12560,35820,3420,290,100,22.4,69.3,8.3,0.7,100,24.2,69.1,6.6,0.6,27.3,17.4,27.7,60.5,62.1
35013,Brantford--Brant,Ontario,35,4.2,20000,Both sexes,130300,22940,84385,22970,3290,132320,24100,88105,20110,2860,100,17.6,64.8,17.6,2.5,100,18.2,66.6,15.2,2.2,-1.5,-4.8,-4.2,14.2,15
35013,Brantford--Brant,Ontario,35,4.2,20000,Male,63340,11655,41445,10245,1115,64150,12360,43085,8705,950,100,18.4,65.4,16.2,1.8,100,19.3,67.2,13.6,1.5,-1.3,-5.7,-3.8,17.7,17.4
35013,Brantford--Brant,Ontario,35,4.2,20000,Female,66955,11295,42935,12725,2175,68165,11735,45020,11405,1910,100,16.9,64.1,19,3.2,100,17.2,66,16.7,2.8,-1.8,-3.7,-4.6,11.6,13.9
35014,Bruce--Grey--Owen Sound,Ontario,35,5.5,00000,Both sexes,107680,16295,65445,25940,3365,106475,16250,67910,22315,2800,100,15.1,60.8,24.1,3.1,100,15.3,63.8,21,2.6,1.1,0.3,-3.6,16.2,20.2
35014,Bruce--Grey--Owen Sound,Ontario,35,5.5,00000,Male,52980,8325,32445,12205,1260,52355,8420,33615,10320,895,100,15.7,61.2,23,2.4,100,16.1,64.2,19.7,1.7,1.2,-1.1,-3.5,18.3,40.8
35014,Bruce--Grey--Owen Sound,Ontario,35,5.5,00000,Female,54700,7965,33000,13735,2105,54120,7825,34295,11995,1905,100,14.6,60.3,25.1,3.8,100,14.5,63.4,22.2,3.5,1.1,1.8,-3.8,14.5,10.5
35015,Burlington,Ontario,35,3.2,00000,Both sexes,123180,17960,77490,27730,4410,120570,17685,78570,24320,3510,100,14.6,62.9,22.5,3.6,100,14.7,65.2,20.2,2.9,2.2,1.6,-1.4,14,25.6
35015,Burlington,Ontario,35,3.2,00000,Male,58850,9260,37770,11815,1575,57675,9115,38225,10340,1135,100,15.7,64.2,20.1,2.7,100,15.8,66.3,17.9,2,2,1.6,-1.2,14.3,38.8
35015,Burlington,Ontario,35,3.2,00000,Female,64335,8700,39720,15915,2835,62895,8565,40350,13975,2375,100,13.5,61.7,24.7,4.4,100,13.6,64.2,22.2,3.8,2.3,1.6,-1.6,13.9,19.4
35016,Cambridge,Ontario,35,3.4,00000,Both sexes,115465,20605,77215,17640,2280,111775,20825,76315,14630,1930,100,17.8,66.9,15.3,2,100,18.6,68.3,13.1,1.7,3.3,-1.1,1.2,20.6,18.1
35016,Cambridge,Ontario,35,3.4,00000,Male,56705,10550,38260,7890,750,54700,10535,37760,6410,605,100,18.6,67.5,13.9,1.3,100,19.3,69,11.7,1.1,3.7,0.1,1.3,23.1,24
35016,Cambridge,Ontario,35,3.4,00000,Female,58755,10050,38955,9755,1525,57075,10295,38560,8220,1325,100,17.1,66.3,16.6,2.6,100,18,67.6,14.4,2.3,2.9,-2.4,1,18.7,15.1
35017,Chatham-Kent--Leamington,Ontario,35,5.4,00000,Both sexes,109620,18370,68655,22600,3440,111920,19550,72765,19605,2995,100,16.8,62.6,20.6,3.1,100,17.5,65,17.5,2.7,-2.1,-6,-5.6,15.3,14.9
35017,Chatham-Kent--Leamington,Ontario,35,5.4,00000,Male,53595,9510,34030,10055,1105,54820,9960,36430,8425,880,100,17.7,63.5,18.8,2.1,100,18.2,66.5,15.4,1.6,-2.2,-4.5,-6.6,19.3,25.6
35017,Chatham-Kent--Leamington,Ontario,35,5.4,00000,Female,56025,8860,34625,12540,2340,57100,9585,36335,11180,2115,100,15.8,61.8,22.4,4.2,100,16.8,63.6,19.6,3.7,-1.9,-7.6,-4.7,12.2,10.6
35018,Davenport,Ontario,35,4.2,00100,Both sexes,108475,13480,81040,13950,1815,102360,13680,75545,13135,1440,100,12.4,74.7,12.9,1.7,100,13.4,73.8,12.8,1.4,6,-1.5,7.3,6.2,26
35018,Davenport,Ontario,35,4.2,00100,Male,53560,6985,40375,6195,690,50680,7125,37700,5855,545,100,13,75.4,11.6,1.3,100,14.1,74.4,11.6,1.1,5.7,-2,7.1,5.8,26.6
35018,Davenport,Ontario,35,4.2,00100,Female,54915,6490,40665,7755,1125,51675,6555,37840,7280,900,100,11.8,74.1,14.1,2,100,12.7,73.2,14.1,1.7,6.3,-1,7.5,6.5,25
35019,Don Valley East,Ontario,35,3.7,00000,Both sexes,94580,15195,62230,17155,3080,93005,15440,62125,15440,2470,100,16.1,65.8,18.1,3.3,100,16.6,66.8,16.6,2.7,1.7,-1.6,0.2,11.1,24.7
35019,Don Valley East,Ontario,35,3.7,00000,Male,44370,7890,29570,6905,1050,43630,7990,29405,6235,820,100,17.8,66.6,15.6,2.4,100,18.3,67.4,14.3,1.9,1.7,-1.3,0.6,10.7,28
35019,Don Valley East,Ontario,35,3.7,00000,Female,50210,7300,32660,10250,2030,49375,7450,32720,9210,1650,100,14.5,65,20.4,4,100,15.1,66.3,18.7,3.3,1.7,-2,-0.2,11.3,23
35020,Don Valley North,Ontario,35,3.2,00000,Both sexes,110080,14670,74440,20970,3140,103075,14390,70560,18120,2520,100,13.3,67.6,19,2.9,100,14,68.5,17.6,2.4,6.8,1.9,5.5,15.7,24.6
35020,Don Valley North,Ontario,35,3.2,00000,Male,52150,7680,35500,8965,1170,48610,7450,33385,7775,890,100,14.7,68.1,17.2,2.2,100,15.3,68.7,16,1.8,7.3,3.1,6.3,15.3,31.5
35020,Don Valley North,Ontario,35,3.2,00000,Female,57930,6985,38935,12005,1970,54465,6940,37175,10350,1635,100,12.1,67.2,20.7,3.4,100,12.7,68.3,19,3,6.4,0.6,4.7,16,20.5
35021,Don Valley West,Ontario,35,2.7,00000,Both sexes,102510,19110,67795,15600,2165,99820,18765,67200,13850,2100,100,18.6,66.1,15.2,2.1,100,18.8,67.3,13.9,2.1,2.7,1.8,0.9,12.6,3.1
35021,Don Valley West,Ontario,35,2.7,00000,Male,48915,9880,32260,6775,785,47600,9655,31910,6035,860,100,20.2,66,13.9,1.6,100,20.3,67,12.7,1.8,2.8,2.3,1.1,12.3,-8.7
35021,Don Valley West,Ontario,35,2.7,00000,Female,53595,9230,35535,8830,1375,52215,9110,35290,7820,1240,100,17.2,66.3,16.5,2.6,100,17.4,67.6,15,2.4,2.6,1.3,0.7,12.9,10.9
35022,Dufferin--Caledon,Ontario,35,2.9,00000,Both sexes,128240,23800,86615,17830,1830,116340,22635,79690,14015,1510,100,18.6,67.5,13.9,1.4,100,19.5,68.5,12,1.3,10.2,5.1,8.7,27.2,21.2
35022,Dufferin--Caledon,Ontario,35,2.9,00000,Male,63710,12160,43170,8375,675,57715,11545,39555,6610,490,100,19.1,67.8,13.1,1.1,100,20,68.5,11.5,0.8,10.4,5.3,9.1,26.7,37.8
35022,Dufferin--Caledon,Ontario,35,2.9,00000,Female,64525,11635,43435,9455,1160,58625,11090,40130,7405,1025,100,18,67.3,14.7,1.8,100,18.9,68.5,12.6,1.7,10.1,4.9,8.2,27.7,13.2
35023,Durham,Ontario,35,3.0,00000,Both sexes,130875,25180,87505,18180,2195,115585,22355,78885,14340,1755,100,19.2,66.9,13.9,1.7,100,19.3,68.2,12.4,1.5,13.2,12.6,10.9,26.8,25.1
35023,Durham,Ontario,35,3.0,00000,Male,64275,12910,43035,8325,735,56915,11365,39015,6540,570,100,20.1,67,13,1.1,100,20,68.5,11.5,1,12.9,13.6,10.3,27.3,28.9
35023,Durham,Ontario,35,3.0,00000,Female,66595,12270,44470,9855,1455,58670,10990,39880,7800,1190,100,18.4,66.8,14.8,2.2,100,18.7,68,13.3,2,13.5,11.6,11.5,26.3,22.3
35024,Eglinton--Lawrence,Ontario,35,3.5,00000,Both sexes,114395,20485,75085,18830,3510,113150,20835,74735,17580,3585,100,17.9,65.6,16.5,3.1,100,18.4,66,15.5,3.2,1.1,-1.7,0.5,7.1,-2.1
35024,Eglinton--Lawrence,Ontario,35,3.5,00000,Male,52830,10455,34650,7720,1120,51895,10580,34270,7045,1125,100,19.8,65.6,14.6,2.1,100,20.4,66,13.6,2.2,1.8,-1.2,1.1,9.6,-0.4
35024,Eglinton--Lawrence,Ontario,35,3.5,00000,Female,61560,10025,40430,11110,2390,61255,10255,40465,10540,2460,100,16.3,65.7,18,3.9,100,16.7,66.1,17.2,4,0.5,-2.2,-0.1,5.4,-2.8
35025,Elgin--Middlesex--London,Ontario,35,3.5,00000,Both sexes,115055,21440,72905,20710,2425,110110,20705,72265,17140,2180,100,18.6,63.4,18,2.1,100,18.8,65.6,15.6,2,4.5,3.5,0.9,20.8,11.2
35025,Elgin--Middlesex--London,Ontario,35,3.5,00000,Male,56755,11025,36150,9580,840,54330,10680,35840,7815,675,100,19.4,63.7,16.9,1.5,100,19.7,66,14.4,1.2,4.5,3.2,0.9,22.6,24.4
35025,Elgin--Middlesex--London,Ontario,35,3.5,00000,Female,58300,10410,36755,11130,1590,55775,10030,36425,9325,1505,100,17.9,63,19.1,2.7,100,18,65.3,16.7,2.7,4.5,3.8,0.9,19.4,5.6
35026,Essex,Ontario,35,4.3,00000,Both sexes,125445,21940,82120,21380,2495,120475,22205,81380,16885,2045,100,17.5,65.5,17,2,100,18.4,67.5,14,1.7,4.1,-1.2,0.9,26.6,22
35026,Essex,Ontario,35,4.3,00000,Male,62360,11355,40955,10055,880,60120,11560,40665,7900,665,100,18.2,65.7,16.1,1.4,100,19.2,67.6,13.1,1.1,3.7,-1.8,0.7,27.3,32.3
35026,Essex,Ontario,35,4.3,00000,Female,63080,10590,41165,11330,1615,60350,10645,40715,8990,1375,100,16.8,65.3,18,2.6,100,17.6,67.5,14.9,2.3,4.5,-0.5,1.1,26,17.5
35027,Etobicoke Centre,Ontario,35,3.2,00000,Both sexes,118025,17215,75775,25035,5115,114910,17300,74110,23500,4245,100,14.6,64.2,21.2,4.3,100,15.1,64.5,20.5,3.7,2.7,-0.5,2.2,6.5,20.5
35027,Etobicoke Centre,Ontario,35,3.2,00000,Male,56110,8950,36650,10515,1755,54330,8960,35620,9745,1465,100,16,65.3,18.7,3.1,100,16.5,65.6,17.9,2.7,3.3,-0.1,2.9,7.9,19.8
35027,Etobicoke Centre,Ontario,35,3.2,00000,Female,61910,8265,39120,14520,3360,60575,8335,38485,13750,2780,100,13.4,63.2,23.5,5.4,100,13.8,63.5,22.7,4.6,2.2,-0.8,1.6,5.6,20.9
35028,Etobicoke--Lakeshore,Ontario,35,3.8,00000,Both sexes,129085,16870,91370,20840,3205,115435,15580,81795,18065,2985,100,13.1,70.8,16.1,2.5,100,13.5,70.9,15.6,2.6,11.8,8.3,11.7,15.4,7.4
35028,Etobicoke--Lakeshore,Ontario,35,3.8,00000,Male,62480,8575,44885,9020,1060,55650,8015,40025,7610,1050,100,13.7,71.8,14.4,1.7,100,14.4,71.9,13.7,1.9,12.3,7,12.1,18.5,1
35028,Etobicoke--Lakeshore,Ontario,35,3.8,00000,Female,66605,8295,46490,11815,2145,59785,7570,41770,10455,1940,100,12.5,69.8,17.7,3.2,100,12.7,69.9,17.5,3.2,11.4,9.6,11.3,13,10.6
35029,Etobicoke North,Ontario,35,3.6,00000,Both sexes,118040,21720,79560,16760,2175,117600,23650,78975,14975,1605,100,18.4,67.4,14.2,1.8,100,20.1,67.2,12.7,1.4,0.4,-8.2,0.7,11.9,35.5
35029,Etobicoke North,Ontario,35,3.6,00000,Male,57705,11175,38910,7620,835,57460,12255,38470,6735,595,100,19.4,67.4,13.2,1.4,100,21.3,67,11.7,1,0.4,-8.8,1.1,13.1,40.3
35029,Etobicoke North,Ontario,35,3.6,00000,Female,60335,10540,40655,9145,1340,60140,11395,40500,8245,1010,100,17.5,67.4,15.2,2.2,100,18.9,67.3,13.7,1.7,0.3,-7.5,0.4,10.9,32.7
35030,Flamborough--Glanbrook,Ontario,35,3.2,00000,Both sexes,111065,21435,72845,16790,2030,97030,18595,64880,13550,1635,100,19.3,65.6,15.1,1.8,100,19.2,66.9,14,1.7,14.5,15.3,12.3,23.9,24.2
35030,Flamborough--Glanbrook,Ontario,35,3.2,00000,Male,54725,11045,35795,7885,740,47845,9515,32065,6265,560,100,20.2,65.4,14.4,1.4,100,19.9,67,13.1,1.2,14.4,16.1,11.6,25.9,32.1
35030,Flamborough--Glanbrook,Ontario,35,3.2,00000,Female,56340,10390,37050,8905,1290,49180,9080,32815,7290,1075,100,18.4,65.8,15.8,2.3,100,18.5,66.7,14.8,2.2,14.6,14.4,12.9,22.2,20
35031,Glengarry--Prescott--Russell,Ontario,35,3.8,00000,Both sexes,109975,18075,72275,19625,2225,106300,17715,72960,15625,1915,100,16.4,65.7,17.8,2,100,16.7,68.6,14.7,1.8,3.5,2,-0.9,25.6,16.2
35031,Glengarry--Prescott--Russell,Ontario,35,3.8,00000,Male,54430,9175,35995,9265,720,52810,9110,36450,7245,600,100,16.9,66.1,17,1.3,100,17.3,69,13.7,1.1,3.1,0.7,-1.2,27.9,20
35031,Glengarry--Prescott--Russell,Ontario,35,3.8,00000,Female,55545,8905,36280,10360,1500,53490,8605,36510,8375,1315,100,16,65.3,18.7,2.7,100,16.1,68.3,15.7,2.5,3.8,3.5,-0.6,23.7,14.1
35032,Guelph,Ontario,35,3.5,00000,Both sexes,131795,22670,89895,19225,3070,121685,21545,84300,15845,2145,100,17.2,68.2,14.6,2.3,100,17.7,69.3,13,1.8,8.3,5.2,6.6,21.3,43.1
35032,Guelph,Ontario,35,3.5,00000,Male,64105,11640,44230,8235,1050,58995,10970,41240,6790,730,100,18.2,69,12.8,1.6,100,18.6,69.9,11.5,1.2,8.7,6.1,7.3,21.3,43.8
35032,Guelph,Ontario,35,3.5,00000,Female,67690,11035,45670,10990,2020,62690,10575,43060,9060,1420,100,16.3,67.5,16.2,3,100,16.9,68.7,14.5,2.3,8,4.3,6.1,21.3,42.3
35033,Haldimand--Norfolk,Ontario,35,4.5,00000,Both sexes,109650,17425,69560,22665,2705,108050,17390,71410,19245,2395,100,15.9,63.4,20.7,2.5,100,16.1,66.1,17.8,2.2,1.5,0.2,-2.6,17.8,12.9
35033,Haldimand--Norfolk,Ontario,35,4.5,00000,Male,54525,8970,34705,10840,995,53770,8880,36070,8815,775,100,16.5,63.6,19.9,1.8,100,16.5,67.1,16.4,1.4,1.4,1,-3.8,23,28.4
35033,Haldimand--Norfolk,Ontario,35,4.5,00000,Female,55130,8455,34850,11825,1705,54285,8510,35340,10430,1620,100,15.3,63.2,21.4,3.1,100,15.7,65.1,19.2,3,1.6,-0.6,-1.4,13.4,5.2
35034,Haliburton--Kawartha Lakes--Brock,Ontario,35,5.0,00000,Both sexes,113955,14925,69920,29115,3555,110180,15150,70845,24185,3000,100,13.1,61.4,25.5,3.1,100,13.8,64.3,22,2.7,3.4,-1.5,-1.3,20.4,18.5
35034,Haliburton--Kawartha Lakes--Brock,Ontario,35,5.0,00000,Male,56415,7670,34890,13855,1295,54520,7785,35290,11440,1010,100,13.6,61.8,24.6,2.3,100,14.3,64.7,21,1.9,3.5,-1.5,-1.1,21.1,28.2
35034,Haliburton--Kawartha Lakes--Brock,Ontario,35,5.0,00000,Female,57540,7255,35030,15255,2255,55665,7365,35550,12750,1985,100,12.6,60.9,26.5,3.9,100,13.2,63.9,22.9,3.6,3.4,-1.5,-1.5,19.6,13.6
35035,Hamilton Centre,Ontario,35,5.5,00100,Both sexes,100105,14330,71405,14370,1935,101935,15040,73320,13575,2025,100,14.3,71.3,14.4,1.9,100,14.8,71.9,13.3,2,-1.8,-4.7,-2.6,5.9,-4.4
35035,Hamilton Centre,Ontario,35,5.5,00100,Male,50280,7255,36545,6485,640,50565,7610,37100,5850,610,100,14.4,72.7,12.9,1.3,100,15,73.4,11.6,1.2,-0.6,-4.7,-1.5,10.9,4.9
35035,Hamilton Centre,Ontario,35,5.5,00100,Female,49825,7075,34860,7890,1300,51375,7430,36220,7725,1420,100,14.2,70,15.8,2.6,100,14.5,70.5,15,2.8,-3,-4.8,-3.8,2.1,-8.5
35036,Hamilton East--Stoney Creek,Ontario,35,3.2,00000,Both sexes,107850,16630,70415,20800,2660,107790,17310,71820,18660,2370,100,15.4,65.3,19.3,2.5,100,16.1,66.6,17.3,2.2,0.1,-3.9,-2,11.5,12.2
35036,Hamilton East--Stoney Creek,Ontario,35,3.2,00000,Male,52595,8590,34795,9210,930,52430,8950,35185,8295,835,100,16.3,66.2,17.5,1.8,100,17.1,67.1,15.8,1.6,0.3,-4,-1.1,11,11.4
35036,Hamilton East--Stoney Creek,Ontario,35,3.2,00000,Female,55250,8040,35620,11595,1730,55360,8355,36635,10365,1540,100,14.6,64.5,21,3.1,100,15.1,66.2,18.7,2.8,-0.2,-3.8,-2.8,11.9,12.3
35037,Hamilton Mountain,Ontario,35,3.1,00000,Both sexes,104875,16770,69885,18220,2980,103615,17235,69800,16580,2480,100,16,66.6,17.4,2.8,100,16.6,67.4,16,2.4,1.2,-2.7,0.1,9.9,20.2
35037,Hamilton Mountain,Ontario,35,3.1,00000,Male,50455,8615,34170,7675,1050,49865,8975,34000,6895,835,100,17.1,67.7,15.2,2.1,100,18,68.2,13.8,1.7,1.2,-4,0.5,11.3,25.7
35037,Hamilton Mountain,Ontario,35,3.1,00000,Female,54420,8160,35715,10550,1930,53750,8265,35800,9690,1645,100,15,65.6,19.4,3.5,100,15.4,66.6,18,3.1,1.2,-1.3,-0.2,8.9,17.3
35038,Hamilton West--Ancaster--Dundas,Ontario,35,4.0,00000,Both sexes,113025,17955,72350,22725,4325,109580,17545,72825,19205,3365,100,15.9,64,20.1,3.8,100,16,66.5,17.5,3.1,3.1,2.3,-0.7,18.3,28.5
35038,Hamilton West--Ancaster--Dundas,Ontario,35,4.0,00000,Male,54470,9315,35305,9845,1455,53065,9115,35690,8260,1090,100,17.1,64.8,18.1,2.7,100,17.2,67.3,15.6,2.1,2.6,2.2,-1.1,19.2,33.5
35038,Hamilton West--Ancaster--Dundas,Ontario,35,4.0,00000,Female,58555,8640,37045,12875,2870,56510,8430,37140,10945,2275,100,14.8,63.3,22,4.9,100,14.9,65.7,19.4,4,3.6,2.5,-0.3,17.6,26.2
35039,Hastings--Lennox and Addington,Ontario,35,5.4,00000,Both sexes,94330,14440,59310,20590,2220,92530,14510,61105,16920,1895,100,15.3,62.9,21.8,2.4,100,15.7,66,18.3,2,1.9,-0.5,-2.9,21.7,17.2
35039,Hastings--Lennox and Addington,Ontario,35,5.4,00000,Male,47205,7490,29750,9970,805,46075,7390,30615,8065,610,100,15.9,63,21.1,1.7,100,16,66.4,17.5,1.3,2.5,1.4,-2.8,23.6,32
35039,Hastings--Lennox and Addington,Ontario,35,5.4,00000,Female,47125,6945,29560,10620,1420,46455,7110,30490,8850,1285,100,14.7,62.7,22.5,3,100,15.3,65.6,19.1,2.8,1.4,-2.3,-3.1,20,10.5
35040,Huron--Bruce,Ontario,35,5.0,00000,Both sexes,106570,17695,65000,23880,3000,104840,17035,67475,20330,2590,100,16.6,61,22.4,2.8,100,16.2,64.4,19.4,2.5,1.7,3.9,-3.7,17.5,15.8
35040,Huron--Bruce,Ontario,35,5.0,00000,Male,52655,8980,32405,11275,1010,51775,8660,33780,9340,835,100,17.1,61.5,21.4,1.9,100,16.7,65.2,18,1.6,1.7,3.7,-4.1,20.7,21
35040,Huron--Bruce,Ontario,35,5.0,00000,Female,53910,8715,32590,12610,1990,53065,8380,33695,10990,1760,100,16.2,60.5,23.4,3.7,100,15.8,63.5,20.7,3.3,1.6,4,-3.3,14.7,13.1
35041,Kanata--Carleton,Ontario,35,2.7,00000,Both sexes,110960,21635,74280,15045,1620,100845,20770,69395,10680,1055,100,19.5,66.9,13.6,1.5,100,20.6,68.8,10.6,1,10,4.2,7,40.9,53.6
35041,Kanata--Carleton,Ontario,35,2.7,00000,Male,54450,11060,36450,6935,580,49545,10550,34065,4935,330,100,20.3,66.9,12.7,1.1,100,21.3,68.8,10,0.7,9.9,4.8,7,40.5,75.8
35041,Kanata--Carleton,Ontario,35,2.7,00000,Female,56510,10575,37825,8105,1045,51300,10220,35330,5745,725,100,18.7,66.9,14.3,1.8,100,19.9,68.9,11.2,1.4,10.2,3.5,7.1,41.1,44.1
35042,Kenora,Ontario,35,9.6,20100,Both sexes,62555,13430,40005,9120,965,55980,11135,37305,7540,900,100,21.5,64,14.6,1.5,100,19.9,66.6,13.5,1.6,11.7,20.6,7.2,21,7.2
35042,Kenora,Ontario,35,9.6,20100,Male,31305,6880,20040,4390,330,28090,5695,18835,3570,310,100,22,64,14,1.1,100,20.3,67.1,12.7,1.1,11.4,20.8,6.4,23,6.5
35042,Kenora,Ontario,35,9.6,20100,Female,31250,6550,19970,4730,640,27885,5440,18465,3975,590,100,21,63.9,15.1,2,100,19.5,66.2,14.3,2.1,12.1,20.4,8.2,19,8.5
35043,King--Vaughan,Ontario,35,2.4,00000,Both sexes,131995,28045,89340,14610,1915,109235,24120,74775,10345,1065,100,21.2,67.7,11.1,1.5,100,22.1,68.5,9.5,1,20.8,16.3,19.5,41.2,79.8
35043,King--Vaughan,Ontario,35,2.4,00000,Male,64765,14285,43735,6745,725,53950,12355,36725,4875,385,100,22.1,67.5,10.4,1.1,100,22.9,68.1,9,0.7,20,15.6,19.1,38.4,88.3
35043,King--Vaughan,Ontario,35,2.4,00000,Female,67230,13755,45605,7870,1190,55285,11770,38050,5465,675,100,20.5,67.8,11.7,1.8,100,21.3,68.8,9.9,1.2,21.6,16.9,19.9,44,76.3
35044,Kingston and the Islands,Ontario,35,4.2,00000,Both sexes,117540,17230,77420,22895,3470,117000,17250,80455,19290,2840,100,14.7,65.9,19.5,3,100,14.7,68.8,16.5,2.4,0.5,-0.1,-3.8,18.7,22.2
35044,Kingston and the Islands,Ontario,35,4.2,00000,Male,56285,8845,37565,9880,1220,56465,8840,39430,8200,910,100,15.7,66.7,17.6,2.2,100,15.7,69.8,14.5,1.6,-0.3,0.1,-4.7,20.5,34.1
35044,Kingston and the Islands,Ontario,35,4.2,00000,Female,61255,8385,39855,13020,2250,60530,8415,41025,11090,1930,100,13.7,65.1,21.3,3.7,100,13.9,67.8,18.3,3.2,1.2,-0.4,-2.9,17.4,16.6
35045,Kitchener Centre,Ontario,35,4.0,00000,Both sexes,105255,15700,72000,17555,2530,102440,15430,71130,15880,2215,100,14.9,68.4,16.7,2.4,100,15.1,69.4,15.5,2.2,2.7,1.7,1.2,10.5,14.2
35045,Kitchener Centre,Ontario,35,4.0,00000,Male,51780,8055,36125,7600,880,50350,7925,35755,6670,735,100,15.6,69.8,14.7,1.7,100,15.7,71,13.2,1.5,2.8,1.6,1,13.9,19.7
35045,Kitchener Centre,Ontario,35,4.0,00000,Female,53480,7655,35870,9955,1645,52090,7505,35375,9210,1480,100,14.3,67.1,18.6,3.1,100,14.4,67.9,17.7,2.8,2.7,2,1.4,8.1,11.1
35046,Kitchener--Conestoga,Ontario,35,3.3,00000,Both sexes,100710,21540,65425,13740,1730,93825,20160,62780,10890,1480,100,21.4,65,13.6,1.7,100,21.5,66.9,11.6,1.6,7.3,6.8,4.2,26.2,16.9
35046,Kitchener--Conestoga,Ontario,35,3.3,00000,Male,49610,10975,32270,6365,605,46215,10295,30945,4980,460,100,22.1,65,12.8,1.2,100,22.3,67,10.8,1,7.3,6.6,4.3,27.8,31.5
35046,Kitchener--Conestoga,Ontario,35,3.3,00000,Female,51105,10570,33160,7380,1125,47610,9870,31835,5910,1020,100,20.7,64.9,14.4,2.2,100,20.7,66.9,12.4,2.1,7.3,7.1,4.2,24.9,10.3
35047,Kitchener South--Hespeler,Ontario,35,3.1,00000,Both sexes,105310,20335,72120,12855,1410,97665,19145,68850,9675,1075,100,19.3,68.5,12.2,1.3,100,19.6,70.5,9.9,1.1,7.8,6.2,4.7,32.9,31.2
35047,Kitchener South--Hespeler,Ontario,35,3.1,00000,Male,51950,10410,35610,5930,465,48320,9875,34030,4410,365,100,20,68.5,11.4,0.9,100,20.4,70.4,9.1,0.8,7.5,5.4,4.6,34.5,27.4
35047,Kitchener South--Hespeler,Ontario,35,3.1,00000,Female,53365,9925,36510,6925,940,49340,9265,34815,5260,710,100,18.6,68.4,13,1.8,100,18.8,70.6,10.7,1.4,8.2,7.1,4.9,31.7,32.4
35048,Lambton--Kent--Middlesex,Ontario,35,4.4,20000,Both sexes,105330,18250,66275,20805,2595,105875,18760,68875,18240,2190,100,17.3,62.9,19.8,2.5,100,17.7,65.1,17.2,2.1,-0.5,-2.7,-3.8,14.1,18.5
35048,Lambton--Kent--Middlesex,Ontario,35,4.4,20000,Male,52390,9375,33275,9740,890,52750,9745,34550,8455,725,100,17.9,63.5,18.6,1.7,100,18.5,65.5,16,1.4,-0.7,-3.8,-3.7,15.2,22.8
35048,Lambton--Kent--Middlesex,Ontario,35,4.4,20000,Female,52940,8875,33000,11065,1710,53125,9015,34325,9785,1465,100,16.8,62.3,20.9,3.2,100,17,64.6,18.4,2.8,-0.3,-1.6,-3.9,13.1,16.7
35049,Lanark--Frontenac--Kingston,Ontario,35,4.7,00000,Both sexes,101630,15130,64575,21920,2450,98410,15020,65595,17795,2100,100,14.9,63.5,21.6,2.4,100,15.3,66.7,18.1,2.1,3.3,0.7,-1.6,23.2,16.7
35049,Lanark--Frontenac--Kingston,Ontario,35,4.7,00000,Male,50115,7710,31965,10440,860,48675,7745,32590,8335,680,100,15.4,63.8,20.8,1.7,100,15.9,67,17.1,1.4,3,-0.5,-1.9,25.3,26.5
35049,Lanark--Frontenac--Kingston,Ontario,35,4.7,00000,Female,51520,7425,32610,11485,1590,49730,7275,33000,9455,1420,100,14.4,63.3,22.3,3.1,100,14.6,66.4,19,2.9,3.6,2.1,-1.2,21.5,12
35050,Leeds--Grenville--Thousand Islands and Rideau Lakes,Ontario,35,4.4,00000,Both sexes,100545,14035,63120,23390,2785,99305,14885,64935,19485,2480,100,14,62.8,23.3,2.8,100,15,65.4,19.6,2.5,1.2,-5.7,-2.8,20,12.3
