Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brad Clark,Wendell Fields,David Hart Dyke,Gord Hill,Bob Green Innes,Bob Mann,Wayne Marston,Greg Pattinson,Michelle Stockwell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 26","Hamilton ",49,0,7,1,0,0,106,1,10,4,178,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 27","Hamilton ",47,0,3,3,0,0,94,1,15,0,163,367
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 28","Hamilton ",24,0,2,0,0,0,59,0,7,2,94,277
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 29","Hamilton ",33,0,9,5,0,0,80,1,12,1,141,321
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 30","Hamilton ",25,0,6,3,0,3,118,1,15,1,172,338
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 31","Hamilton ",41,0,8,2,0,0,93,4,8,0,156,367
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 32","Hamilton ",43,0,11,2,2,0,94,0,11,0,163,370
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 33","Hamilton ",42,0,5,2,0,0,92,0,7,0,148,334
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 34","Hamilton ",53,0,4,5,1,0,119,1,12,1,196,404
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 35","Hamilton ",28,0,9,1,1,1,102,2,9,0,153,320
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 36","Hamilton ",61,0,5,2,0,1,102,1,12,1,185,366
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 37","Hamilton ",49,0,5,4,1,0,85,0,15,1,160,326
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 38","Hamilton ",44,0,2,0,0,0,67,0,6,0,119,276
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 39","Hamilton ",44,0,7,1,1,0,79,1,13,0,146,292
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 40","Hamilton ",52,1,7,2,2,0,85,0,8,1,158,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 41","Hamilton ",62,1,4,3,0,0,103,7,22,3,205,361
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 42","Hamilton ",46,2,8,1,1,0,106,1,15,0,180,369
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 43","Hamilton ",21,2,4,2,0,0,77,0,5,2,113,363
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 44","Hamilton ",47,1,10,7,0,3,95,1,7,0,171,395
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 45","Hamilton ",23,0,2,1,2,1,70,0,6,0,105,426
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 46","Hamilton ",26,0,8,4,1,0,58,1,4,0,102,431
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 47","Hamilton ",28,0,4,0,0,0,78,1,6,0,117,433
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 48","Hamilton ",32,0,9,1,1,0,64,0,7,0,114,324
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 49","Hamilton ",46,0,4,4,3,0,114,3,8,2,184,380
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 50","Hamilton ",45,0,8,2,0,1,101,1,16,0,174,363
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 51","Hamilton ",39,1,13,1,1,0,125,0,8,0,188,410
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 52","Hamilton ",47,1,14,0,1,0,86,0,18,0,167,287
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 53","Hamilton ",59,0,5,3,0,0,99,2,26,5,199,333
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 54","Hamilton ",63,0,9,2,0,0,83,0,15,0,172,297
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 55","Hamilton ",50,0,7,2,0,0,111,1,26,4,201,367
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 56","Hamilton ",52,0,12,3,1,1,82,0,21,0,172,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 57","Hamilton ",67,0,8,3,0,0,109,0,20,1,208,334
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 58","Hamilton ",56,0,9,3,1,0,108,0,15,2,194,329
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 59","Hamilton ",77,0,7,2,0,2,141,3,23,0,255,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 60","Hamilton ",48,0,17,5,0,1,86,1,17,1,176,318
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 61","Hamilton ",52,2,6,1,0,0,56,2,12,0,131,284
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 62","Hamilton ",39,0,1,2,0,0,118,0,8,0,168,370
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 63","Hamilton ",39,1,4,6,1,0,77,2,21,0,151,344
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 64","Hamilton ",69,0,9,3,0,1,125,3,18,0,228,418
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 65","Hamilton ",55,0,3,4,1,2,103,1,19,0,188,381
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 66","Hamilton ",51,1,7,5,0,0,120,2,12,1,199,365
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 67","Hamilton ",63,0,9,4,0,0,113,0,19,0,208,375
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 68","Hamilton ",64,2,4,1,0,0,129,3,17,1,221,451
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 69","Hamilton ",46,0,3,1,0,0,86,2,13,0,151,261
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 70","Hamilton ",39,0,5,1,0,2,112,1,21,0,181,395
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 71","Hamilton ",47,0,5,4,0,0,109,0,11,3,179,342
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 72","Hamilton ",51,0,2,0,1,2,87,0,15,3,161,308
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 73","Hamilton ",68,2,7,4,1,1,116,2,23,6,230,394
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 74","Hamilton ",65,2,4,6,1,0,111,4,30,3,226,427
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 75","Hamilton ",54,0,2,3,0,0,104,1,24,1,189,377
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 76","Hamilton ",93,0,6,5,1,1,95,0,17,1,219,418
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 77","Hamilton ",69,0,7,0,0,0,78,0,22,1,177,380
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 78","Hamilton ",105,0,11,3,0,0,105,3,28,0,255,418
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 79","Hamilton ",81,0,5,0,0,0,129,4,17,3,239,405
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 80","Hamilton ",51,1,10,5,0,0,85,1,18,2,173,297
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 81","Hamilton ",55,0,10,0,1,1,107,2,20,2,198,347
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 82","Hamilton ",69,1,9,3,0,1,117,1,17,1,219,362
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 83","Hamilton ",54,0,18,2,0,1,103,2,24,1,205,339
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 84","Hamilton ",36,1,3,0,0,0,76,1,23,2,142,349
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 85A","Hamilton ",91,2,13,2,0,0,96,2,51,5,262,454
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 85B","Hamilton ",92,0,2,3,0,0,91,3,28,0,219,381
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 86","Hamilton ",Void/Supprimé,,,,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 87","Hamilton ",59,1,3,2,0,0,65,1,23,2,156,361
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 88","Hamilton ",56,0,2,4,0,0,122,1,16,0,201,488
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 89","Hamilton ",56,1,2,1,1,2,107,2,32,0,204,526
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 90","Hamilton ",48,1,3,1,0,0,103,2,28,5,191,377
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 91","Hamilton ",40,0,5,2,0,0,73,0,8,0,128,355
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 92","Hamilton ",57,1,2,0,1,1,54,3,43,2,164,314
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 93","Hamilton ",76,2,3,3,0,0,89,0,29,4,206,451
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 94","Hamilton ",79,1,6,2,2,0,87,0,18,1,196,366
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 95","Hamilton ",80,2,8,2,1,1,89,4,44,1,232,459
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 96","Hamilton ",67,0,1,0,0,0,70,1,9,1,149,327
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 97","Hamilton ",52,1,6,4,1,2,71,2,45,4,188,329
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 98","Hamilton ",66,0,3,2,0,1,76,0,31,0,179,341
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 99","Hamilton ",70,1,6,0,1,0,61,0,29,2,170,333
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 100","Hamilton ",74,1,6,3,1,0,32,1,31,2,151,298
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 101","Hamilton ",78,0,5,0,1,3,74,0,30,0,191,336
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 102","Hamilton ",71,0,9,1,2,2,114,0,28,6,233,423
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 103","Hamilton ",59,1,11,2,1,1,102,2,16,4,199,435
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 104","Hamilton ",35,0,5,2,0,0,59,4,13,1,119,249
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 105","Hamilton ",36,0,5,0,0,1,74,2,7,0,125,314
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 106","Hamilton ",51,1,4,4,0,0,118,3,27,4,212,455
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 107","Hamilton ",68,1,1,3,0,0,98,1,36,3,211,405
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 108","Stoney Creek",71,0,8,0,0,0,49,1,24,1,154,291
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 109","Hamilton ",88,0,4,1,1,1,121,3,53,2,274,439
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 110","Hamilton ",61,1,4,0,0,3,73,9,31,0,182,328
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 111","Hamilton ",73,0,2,0,0,2,75,2,18,0,172,311
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 112","Hamilton ",45,0,3,1,0,1,86,4,32,4,176,344
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 113","Hamilton ",34,0,3,2,0,0,75,2,9,0,125,368
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 114","Hamilton ",63,0,5,1,0,1,97,1,28,3,199,370
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 115","Hamilton ",48,1,4,0,1,0,94,2,27,0,177,424
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 116","Hamilton ",42,0,6,1,1,0,79,1,10,1,141,337
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 117","Hamilton ",106,0,8,4,1,0,71,4,99,4,297,471
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 118","Hamilton ",64,0,1,4,1,0,48,2,34,1,155,347
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 118-1","Hamilton ",114,0,4,1,1,2,57,3,66,7,255,405
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 119","Hamilton ",Void/Supprimé,,,,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 120","Hamilton ",62,0,3,0,0,0,69,2,18,2,156,363
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 121","Hamilton ",32,0,8,2,1,0,96,2,8,0,149,408
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 122","Hamilton ",58,1,5,0,0,0,95,2,30,0,191,419
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 123","Hamilton ",68,1,1,1,0,1,93,1,26,1,193,371
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 124","Hamilton ",54,0,10,0,0,1,56,0,40,0,161,312
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 125","Hamilton ",60,5,3,3,2,1,77,5,52,1,209,457
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 126","Hamilton ",42,1,2,1,0,0,85,4,53,1,189,434
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 127","Hamilton ",27,0,1,1,0,0,78,2,20,0,129,317
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 128","Hamilton ",18,0,4,0,1,3,99,3,18,0,146,431
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 129","Hamilton ",20,3,3,1,1,4,79,2,7,1,121,347
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 130","Hamilton ",44,0,6,0,0,1,102,1,17,2,173,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 131","Hamilton ",52,1,7,0,0,0,93,0,23,2,178,357
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 132","Hamilton ",38,0,7,0,0,1,46,0,11,0,103,344
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 133","Hamilton ",Void/Supprimé,,,,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 134","Hamilton ",Void/Supprimé,,,,,,,,,,,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 135","Hamilton ",82,1,8,0,0,2,79,4,39,1,216,443
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 136","Hamilton ",75,1,4,0,0,1,99,4,25,5,214,402
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 137","Hamilton ",91,1,8,2,1,1,118,2,33,5,262,426
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 138","Hamilton ",52,1,6,3,2,0,51,5,47,1,168,247
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 139","Hamilton ",77,0,3,1,1,0,98,1,50,6,237,438
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 140","Stoney Creek",29,0,2,1,1,1,74,0,17,4,129,441
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 141","Stoney Creek",41,0,2,0,0,0,43,0,27,3,116,321
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 142","Stoney Creek",82,0,7,1,0,0,87,1,19,1,198,331
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 143","Stoney Creek",94,0,11,1,0,0,59,0,15,0,180,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 144","Stoney Creek",62,0,3,0,0,1,57,0,7,0,130,248
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 145","Stoney Creek",124,0,4,0,0,0,88,1,22,0,239,406
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 146","Stoney Creek",40,0,8,1,0,0,36,0,6,1,92,294
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 147","Stoney Creek",79,0,5,0,0,0,72,1,12,1,170,335
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 148","Stoney Creek",131,1,13,1,0,0,82,4,51,0,283,491
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 149","Stoney Creek",82,0,9,2,0,0,81,2,6,0,182,455
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 150","Stoney Creek",27,0,1,0,0,1,52,0,1,1,83,225
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 151","Stoney Creek",92,0,11,0,0,0,79,1,21,0,204,373
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 152","Stoney Creek",55,1,3,0,0,1,67,1,12,1,141,295
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 153","Stoney Creek",49,0,3,1,0,0,76,0,11,1,141,290
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 154","Stoney Creek",68,0,1,0,0,0,71,12,0,0,152,286
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 155","Stoney Creek",74,0,9,0,0,0,54,1,27,3,168,356
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 156","Stoney Creek",97,1,8,2,0,1,87,2,70,0,268,412
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 157","Stoney Creek",80,0,5,1,1,0,65,1,33,2,188,309
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 158","Stoney Creek",92,1,8,2,0,1,80,2,39,1,226,371
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 159","Stoney Creek",61,0,1,2,1,0,84,1,12,0,162,353
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 160","Stoney Creek",92,0,7,1,0,0,73,0,14,0,187,384
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 161","Stoney Creek",94,1,7,1,0,3,67,2,34,0,209,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 162","Stoney Creek",72,1,7,0,2,1,55,1,17,0,156,294
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 163","Stoney Creek",79,0,5,0,0,0,60,3,24,2,173,340
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 164","Stoney Creek",100,0,4,1,0,0,91,1,14,3,214,368
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 165","Stoney Creek",97,0,2,1,0,1,81,0,19,0,201,357
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 166","Stoney Creek",151,0,3,2,1,0,156,3,36,5,357,537
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 167","Stoney Creek",109,0,10,2,1,0,79,0,20,3,224,554
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 168","Stoney Creek",90,1,7,3,0,1,115,1,47,4,269,453
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 169","Stoney Creek",73,0,5,3,0,0,92,1,23,1,198,377
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 170","Stoney Creek",67,0,7,3,1,0,57,2,20,0,157,284
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 171","Stoney Creek",72,0,4,3,0,1,84,5,30,1,200,350
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 172","Stoney Creek",95,1,11,1,0,1,105,5,47,1,267,459
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 173","Stoney Creek",87,1,6,2,0,2,69,4,90,0,261,493
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 174","Stoney Creek",50,0,5,1,0,2,42,0,47,1,148,266
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 175","Stoney Creek",83,0,4,2,0,1,74,3,31,1,199,386
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 176","Stoney Creek",101,0,7,0,0,0,55,1,41,4,209,362
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 177","Stoney Creek",62,1,4,0,1,0,39,0,21,1,129,284
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 178","Stoney Creek",98,0,4,1,1,0,80,2,47,2,235,438
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 179","Stoney Creek",75,0,5,1,0,0,77,3,22,1,184,430
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 180","Stoney Creek",107,0,12,6,0,1,101,2,29,3,261,547
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 181","Stoney Creek",113,0,7,2,0,0,75,3,32,0,232,460
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 182","Stoney Creek",76,1,7,2,0,3,109,3,36,0,237,427
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 182-1","Stoney Creek",87,0,6,1,1,0,94,5,30,2,226,539
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 183","Stoney Creek",66,0,3,1,0,1,65,2,28,0,166,342
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 184","Stoney Creek",85,0,7,2,0,1,84,0,31,1,211,473
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 185","Stoney Creek",145,0,8,3,0,0,102,3,62,3,326,507
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 186","Stoney Creek",70,0,3,3,1,0,69,0,55,1,202,299
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 187","Stoney Creek",107,0,8,1,0,0,120,1,40,2,279,560
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 188","Stoney Creek",64,0,5,1,0,0,69,1,19,0,159,346
