Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ruby Dhalla,Parm Gill,Manjit Grewal,Mark Hoffberg,Elizabeth Rowley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35007,"Brampton--Springdale/Brampton--Springdale"," 17","Brampton",56,100,46,3,0,1,206,447
35007,"Brampton--Springdale/Brampton--Springdale"," 18","Brampton",63,84,29,9,2,1,188,464
35007,"Brampton--Springdale/Brampton--Springdale"," 19","Brampton",53,68,37,10,1,1,170,403
35007,"Brampton--Springdale/Brampton--Springdale"," 20","Brampton",57,71,26,2,1,0,157,394
35007,"Brampton--Springdale/Brampton--Springdale"," 21","Brampton",89,105,40,6,2,3,245,552
35007,"Brampton--Springdale/Brampton--Springdale"," 22","Brampton",65,66,39,2,2,2,176,367
35007,"Brampton--Springdale/Brampton--Springdale"," 23","Brampton",46,54,23,2,0,0,125,291
35007,"Brampton--Springdale/Brampton--Springdale"," 24","Brampton",94,111,61,4,0,4,274,608
35007,"Brampton--Springdale/Brampton--Springdale"," 25","Brampton",104,146,60,11,3,2,326,613
35007,"Brampton--Springdale/Brampton--Springdale"," 26","Brampton",66,68,44,0,0,2,180,372
35007,"Brampton--Springdale/Brampton--Springdale"," 27","Brampton",59,97,34,4,1,3,198,440
35007,"Brampton--Springdale/Brampton--Springdale"," 28","Brampton",43,84,28,7,0,0,162,373
35007,"Brampton--Springdale/Brampton--Springdale"," 29","Brampton",42,71,48,6,0,1,168,404
35007,"Brampton--Springdale/Brampton--Springdale"," 30","Brampton",56,71,39,8,1,0,175,409
35007,"Brampton--Springdale/Brampton--Springdale"," 31","Brampton",29,65,32,2,0,0,128,339
35007,"Brampton--Springdale/Brampton--Springdale"," 32","Brampton",38,30,15,2,0,0,85,235
35007,"Brampton--Springdale/Brampton--Springdale"," 33","Brampton",91,78,39,6,1,4,219,481
35007,"Brampton--Springdale/Brampton--Springdale"," 34","Brampton",57,122,33,8,1,0,221,497
35007,"Brampton--Springdale/Brampton--Springdale"," 35","Brampton",54,79,53,1,0,0,187,447
35007,"Brampton--Springdale/Brampton--Springdale"," 36","Brampton",53,89,49,8,0,6,205,520
35007,"Brampton--Springdale/Brampton--Springdale"," 37","Brampton",69,86,29,4,1,2,191,424
35007,"Brampton--Springdale/Brampton--Springdale"," 38","Brampton",38,63,27,1,0,1,130,264
35007,"Brampton--Springdale/Brampton--Springdale"," 39","Brampton",82,100,37,4,0,0,223,503
35007,"Brampton--Springdale/Brampton--Springdale"," 40","Brampton",68,82,31,7,0,2,190,438
35007,"Brampton--Springdale/Brampton--Springdale"," 41","Brampton",51,35,31,4,2,0,123,340
35007,"Brampton--Springdale/Brampton--Springdale"," 42","Brampton",34,73,38,6,0,0,151,407
35007,"Brampton--Springdale/Brampton--Springdale"," 43","Brampton",66,100,59,6,0,3,234,525
35007,"Brampton--Springdale/Brampton--Springdale"," 44","Brampton",83,139,57,2,4,1,286,685
35007,"Brampton--Springdale/Brampton--Springdale"," 45A","Brampton",36,77,36,0,1,2,152,405
35007,"Brampton--Springdale/Brampton--Springdale"," 45B","Brampton",47,64,43,3,2,1,160,344
35007,"Brampton--Springdale/Brampton--Springdale"," 45C","Brampton",41,85,42,3,1,3,175,408
35007,"Brampton--Springdale/Brampton--Springdale"," 46","Brampton",71,60,32,0,0,5,168,431
35007,"Brampton--Springdale/Brampton--Springdale"," 47A","Brampton",41,53,28,3,1,1,127,318
35007,"Brampton--Springdale/Brampton--Springdale"," 47B","Brampton",29,52,25,4,1,3,114,290
35007,"Brampton--Springdale/Brampton--Springdale"," 48","Brampton",64,81,43,2,0,2,192,452
35007,"Brampton--Springdale/Brampton--Springdale"," 49","Brampton",62,72,45,2,0,0,181,380
35007,"Brampton--Springdale/Brampton--Springdale"," 50","Brampton",58,84,40,4,1,3,190,385
35007,"Brampton--Springdale/Brampton--Springdale"," 51","Brampton",73,85,52,8,1,5,224,439
35007,"Brampton--Springdale/Brampton--Springdale"," 52","Brampton",90,94,53,8,1,3,249,517
35007,"Brampton--Springdale/Brampton--Springdale"," 53","Brampton",45,63,37,6,1,1,153,378
35007,"Brampton--Springdale/Brampton--Springdale"," 54","Brampton",77,98,46,11,2,2,236,542
35007,"Brampton--Springdale/Brampton--Springdale"," 55","Brampton",66,80,35,4,0,6,191,477
35007,"Brampton--Springdale/Brampton--Springdale"," 56","Brampton",57,167,46,15,1,3,289,414
35007,"Brampton--Springdale/Brampton--Springdale"," 57","Brampton",40,210,53,18,3,1,325,454
35007,"Brampton--Springdale/Brampton--Springdale"," 58","Brampton",49,67,27,1,1,1,146,387
35007,"Brampton--Springdale/Brampton--Springdale"," 59","Brampton",28,51,25,4,1,1,110,242
35007,"Brampton--Springdale/Brampton--Springdale"," 60","Brampton",40,52,26,3,0,0,121,353
35007,"Brampton--Springdale/Brampton--Springdale"," 61","Brampton",45,70,29,4,1,1,150,318
35007,"Brampton--Springdale/Brampton--Springdale"," 62","Brampton",38,77,40,1,2,2,160,365
35007,"Brampton--Springdale/Brampton--Springdale"," 63","Brampton",56,39,27,4,0,0,126,307
35007,"Brampton--Springdale/Brampton--Springdale"," 64","Brampton",64,108,68,7,3,2,252,594
35007,"Brampton--Springdale/Brampton--Springdale"," 65","Brampton",39,68,36,2,0,1,146,382
35007,"Brampton--Springdale/Brampton--Springdale"," 66","Brampton",52,70,42,0,0,3,167,467
35007,"Brampton--Springdale/Brampton--Springdale"," 67","Brampton",27,62,19,7,0,0,115,307
35007,"Brampton--Springdale/Brampton--Springdale"," 68","Brampton",65,149,29,21,1,0,265,419
35007,"Brampton--Springdale/Brampton--Springdale"," 69","Brampton",66,139,23,16,4,0,248,487
35007,"Brampton--Springdale/Brampton--Springdale"," 70","Brampton",65,163,39,13,0,0,280,527
35007,"Brampton--Springdale/Brampton--Springdale"," 71","Brampton",49,120,46,16,0,1,232,435
35007,"Brampton--Springdale/Brampton--Springdale"," 72","Brampton",53,120,52,21,1,0,247,453
35007,"Brampton--Springdale/Brampton--Springdale"," 73","Brampton",49,102,30,11,0,0,192,376
35007,"Brampton--Springdale/Brampton--Springdale"," 74","Brampton",45,90,48,11,0,2,196,438
35007,"Brampton--Springdale/Brampton--Springdale"," 75","Brampton",33,105,42,13,1,2,196,400
35007,"Brampton--Springdale/Brampton--Springdale"," 76","Brampton",21,84,37,7,0,0,149,335
35007,"Brampton--Springdale/Brampton--Springdale"," 77","Brampton",45,74,43,13,1,1,177,375
35007,"Brampton--Springdale/Brampton--Springdale"," 78","Brampton",37,99,38,17,1,2,194,391
35007,"Brampton--Springdale/Brampton--Springdale"," 79","Brampton",34,124,38,21,1,0,218,383
35007,"Brampton--Springdale/Brampton--Springdale"," 80","Brampton",65,119,22,11,0,2,219,374
35007,"Brampton--Springdale/Brampton--Springdale"," 81","Brampton",46,129,21,23,0,2,221,401
35007,"Brampton--Springdale/Brampton--Springdale"," 82","Brampton",51,148,35,20,2,6,262,468
35007,"Brampton--Springdale/Brampton--Springdale"," 83","Brampton",48,160,45,11,1,3,268,529
35007,"Brampton--Springdale/Brampton--Springdale"," 84A","Brampton",42,109,31,8,0,2,192,313
35007,"Brampton--Springdale/Brampton--Springdale"," 84B","Brampton",66,74,17,5,0,0,162,313
35007,"Brampton--Springdale/Brampton--Springdale"," 85","Brampton",57,126,36,14,0,1,234,431
35007,"Brampton--Springdale/Brampton--Springdale"," 86","Brampton",61,116,51,15,0,2,245,481
35007,"Brampton--Springdale/Brampton--Springdale"," 87","Brampton",43,71,28,15,1,0,158,327
35007,"Brampton--Springdale/Brampton--Springdale"," 88","Brampton",27,88,29,5,1,0,150,375
35007,"Brampton--Springdale/Brampton--Springdale"," 89","Brampton",26,94,30,5,5,0,160,386
35007,"Brampton--Springdale/Brampton--Springdale"," 90","Brampton",38,90,37,11,1,0,177,290
35007,"Brampton--Springdale/Brampton--Springdale"," 91","Brampton",80,138,28,15,3,2,266,462
35007,"Brampton--Springdale/Brampton--Springdale"," 92","Brampton",41,85,29,7,0,0,162,386
35007,"Brampton--Springdale/Brampton--Springdale"," 93","Brampton",24,118,40,13,1,1,197,411
35007,"Brampton--Springdale/Brampton--Springdale"," 94","Brampton",55,62,25,7,2,0,151,263
35007,"Brampton--Springdale/Brampton--Springdale"," 95","Brampton",68,79,37,11,2,1,198,370
35007,"Brampton--Springdale/Brampton--Springdale"," 96","Brampton",65,118,75,7,1,2,268,560
35007,"Brampton--Springdale/Brampton--Springdale"," 97","Brampton",38,61,40,11,0,3,153,308
35007,"Brampton--Springdale/Brampton--Springdale"," 98","Brampton",46,49,28,1,3,1,128,301
35007,"Brampton--Springdale/Brampton--Springdale"," 99","Brampton",66,120,38,13,0,0,237,429
35007,"Brampton--Springdale/Brampton--Springdale"," 100","Brampton",33,106,41,12,2,0,194,397
35007,"Brampton--Springdale/Brampton--Springdale"," 101","Brampton",38,72,52,14,1,0,177,395
35007,"Brampton--Springdale/Brampton--Springdale"," 102","Brampton",45,101,63,11,1,2,223,452
35007,"Brampton--Springdale/Brampton--Springdale"," 103","Brampton",23,103,39,27,1,0,193,385
35007,"Brampton--Springdale/Brampton--Springdale"," 104","Brampton",55,130,33,15,0,0,233,408
35007,"Brampton--Springdale/Brampton--Springdale"," 105","Brampton",37,62,23,4,0,0,126,291
35007,"Brampton--Springdale/Brampton--Springdale"," 106","Brampton",25,47,26,5,0,0,103,203
35007,"Brampton--Springdale/Brampton--Springdale"," 107","Brampton",65,67,30,8,0,3,173,318
35007,"Brampton--Springdale/Brampton--Springdale"," 108","Brampton",45,34,28,4,0,0,111,282
35007,"Brampton--Springdale/Brampton--Springdale"," 109","Brampton",67,81,35,4,0,1,188,405
35007,"Brampton--Springdale/Brampton--Springdale"," 110","Brampton",42,56,39,3,0,0,140,374
35007,"Brampton--Springdale/Brampton--Springdale"," 111","Brampton",46,50,35,6,0,1,138,397
35007,"Brampton--Springdale/Brampton--Springdale"," 112","Brampton",71,82,42,6,1,2,204,435
35007,"Brampton--Springdale/Brampton--Springdale"," 113","Brampton",46,110,37,21,0,0,214,520
35007,"Brampton--Springdale/Brampton--Springdale"," 114","Brampton",31,75,40,8,0,1,155,391
35007,"Brampton--Springdale/Brampton--Springdale"," 115","Brampton",53,77,26,4,0,1,161,372
35007,"Brampton--Springdale/Brampton--Springdale"," 116","Brampton",39,73,19,4,0,1,136,298
35007,"Brampton--Springdale/Brampton--Springdale"," 117","Brampton",53,88,64,9,0,2,216,502
35007,"Brampton--Springdale/Brampton--Springdale"," 118","Brampton",66,81,25,5,1,1,179,400
35007,"Brampton--Springdale/Brampton--Springdale"," 119","Brampton",50,62,28,3,1,3,147,297
35007,"Brampton--Springdale/Brampton--Springdale"," 120","Brampton",23,43,26,7,0,2,101,220
35007,"Brampton--Springdale/Brampton--Springdale"," 121","Brampton",29,92,37,8,0,2,168,410
35007,"Brampton--Springdale/Brampton--Springdale"," 122","Brampton",76,57,18,3,0,0,154,339
35007,"Brampton--Springdale/Brampton--Springdale"," 123","Brampton",26,47,23,2,0,0,98,217
35007,"Brampton--Springdale/Brampton--Springdale"," 124","Brampton",64,101,42,5,1,3,216,461
35007,"Brampton--Springdale/Brampton--Springdale"," 125","Brampton",79,100,60,12,1,0,252,435
35007,"Brampton--Springdale/Brampton--Springdale"," 126","Brampton",57,111,51,15,2,0,236,456
35007,"Brampton--Springdale/Brampton--Springdale"," 127","Brampton",56,157,48,8,2,3,274,457
35007,"Brampton--Springdale/Brampton--Springdale"," 128","Brampton",57,95,61,3,0,0,216,404
35007,"Brampton--Springdale/Brampton--Springdale"," 129","Brampton",36,58,32,3,1,1,131,341
35007,"Brampton--Springdale/Brampton--Springdale"," 130","Brampton",86,73,37,7,0,1,204,438
35007,"Brampton--Springdale/Brampton--Springdale"," 131","Brampton",52,97,28,12,0,5,194,449
35007,"Brampton--Springdale/Brampton--Springdale"," 132","Brampton",60,94,55,12,2,0,223,425
35007,"Brampton--Springdale/Brampton--Springdale"," 133","Brampton",70,121,61,17,1,1,271,511
35007,"Brampton--Springdale/Brampton--Springdale"," 134","Brampton",73,133,46,5,0,2,259,485
35007,"Brampton--Springdale/Brampton--Springdale"," 135","Brampton",53,85,40,6,0,2,186,378
35007,"Brampton--Springdale/Brampton--Springdale"," 136","Brampton",42,88,55,19,2,2,208,406
35007,"Brampton--Springdale/Brampton--Springdale"," 137","Brampton",55,87,64,13,2,1,222,487
35007,"Brampton--Springdale/Brampton--Springdale"," 138","Brampton",62,138,45,11,1,0,257,469
35007,"Brampton--Springdale/Brampton--Springdale"," 139","Brampton",29,49,41,2,0,0,121,279
35007,"Brampton--Springdale/Brampton--Springdale"," 140","Brampton",42,27,30,12,0,3,114,215
35007,"Brampton--Springdale/Brampton--Springdale"," 141","Brampton",53,106,40,13,2,1,215,413
35007,"Brampton--Springdale/Brampton--Springdale"," 142","Brampton",68,113,55,10,0,1,247,502
35007,"Brampton--Springdale/Brampton--Springdale"," 143","Brampton",49,103,31,15,0,4,202,374
35007,"Brampton--Springdale/Brampton--Springdale"," 144","Brampton",85,152,31,19,2,2,291,447
35007,"Brampton--Springdale/Brampton--Springdale"," 145","Brampton",50,145,53,20,0,1,269,464
35007,"Brampton--Springdale/Brampton--Springdale"," 146","Brampton",51,97,55,5,2,1,211,421
35007,"Brampton--Springdale/Brampton--Springdale"," 147","Brampton",76,87,59,2,0,2,226,530
35007,"Brampton--Springdale/Brampton--Springdale"," 148","Brampton",55,77,32,4,2,1,171,405
35007,"Brampton--Springdale/Brampton--Springdale"," 149","Brampton",38,84,45,4,0,2,173,471
35007,"Brampton--Springdale/Brampton--Springdale"," 150","Brampton",37,60,53,6,0,0,156,341
35007,"Brampton--Springdale/Brampton--Springdale"," 151","Brampton",40,100,52,7,2,0,201,363
35007,"Brampton--Springdale/Brampton--Springdale"," 152","Brampton",39,89,52,4,1,5,190,410
35007,"Brampton--Springdale/Brampton--Springdale"," 153","Brampton",34,127,53,8,1,2,225,493
35007,"Brampton--Springdale/Brampton--Springdale"," 154","Brampton",64,91,69,5,1,0,230,587
35007,"Brampton--Springdale/Brampton--Springdale"," 155","Brampton",34,49,18,0,0,0,101,290
35007,"Brampton--Springdale/Brampton--Springdale"," 156","Brampton",43,61,29,8,1,2,144,423
35007,"Brampton--Springdale/Brampton--Springdale"," 157","Brampton",27,81,32,3,1,0,144,343
35007,"Brampton--Springdale/Brampton--Springdale"," 158","Brampton",38,76,66,11,2,2,195,393
35007,"Brampton--Springdale/Brampton--Springdale"," 159","Brampton",55,71,43,1,3,1,174,458
35007,"Brampton--Springdale/Brampton--Springdale"," 160","Brampton",41,69,28,9,1,1,149,411
35007,"Brampton--Springdale/Brampton--Springdale"," 161","Brampton",21,68,31,6,0,1,127,359
35007,"Brampton--Springdale/Brampton--Springdale"," 162","Brampton",16,51,24,1,0,8,100,276
35007,"Brampton--Springdale/Brampton--Springdale"," 163","Brampton",70,78,40,9,4,2,203,488
35007,"Brampton--Springdale/Brampton--Springdale"," 164","Brampton",29,44,32,7,0,1,113,353
35007,"Brampton--Springdale/Brampton--Springdale"," 165","Brampton",44,54,46,10,0,1,155,396
35007,"Brampton--Springdale/Brampton--Springdale"," 166","Brampton",32,39,26,2,0,2,101,342
35007,"Brampton--Springdale/Brampton--Springdale"," 167","Brampton",44,58,57,10,1,1,171,480
35007,"Brampton--Springdale/Brampton--Springdale"," 168","Brampton",30,66,43,11,3,0,153,332
35007,"Brampton--Springdale/Brampton--Springdale"," 169","Brampton",26,96,48,13,3,1,187,399
35007,"Brampton--Springdale/Brampton--Springdale"," 170","Brampton",39,88,41,9,3,1,181,414
35007,"Brampton--Springdale/Brampton--Springdale"," 171","Brampton",25,107,21,13,1,0,167,343
35007,"Brampton--Springdale/Brampton--Springdale"," 172","Brampton",27,75,34,13,0,0,149,328
35007,"Brampton--Springdale/Brampton--Springdale"," 173","Brampton",33,56,33,9,2,0,133,329
35007,"Brampton--Springdale/Brampton--Springdale"," 174","Brampton",39,94,46,15,1,2,197,426
35007,"Brampton--Springdale/Brampton--Springdale"," 175","Brampton",27,124,42,13,0,1,207,362
35007,"Brampton--Springdale/Brampton--Springdale"," 176","Brampton",43,79,49,9,2,1,183,390
35007,"Brampton--Springdale/Brampton--Springdale"," 177","Brampton",22,83,40,13,0,2,160,464
35007,"Brampton--Springdale/Brampton--Springdale"," 178","Brampton",50,85,58,16,1,0,210,511
35007,"Brampton--Springdale/Brampton--Springdale"," 179","Brampton",32,50,35,5,1,0,123,318
35007,"Brampton--Springdale/Brampton--Springdale"," 180","Brampton",28,53,29,6,0,0,116,345
35007,"Brampton--Springdale/Brampton--Springdale"," 181","Brampton",39,83,45,13,0,0,180,491
35007,"Brampton--Springdale/Brampton--Springdale"," 182","Brampton",39,49,30,3,1,1,123,326
35007,"Brampton--Springdale/Brampton--Springdale"," 183","Brampton",18,34,30,2,0,1,85,225
35007,"Brampton--Springdale/Brampton--Springdale"," 184","Brampton",45,72,27,5,0,2,151,331
35007,"Brampton--Springdale/Brampton--Springdale"," 185","Brampton",27,56,27,2,0,0,112,251
35007,"Brampton--Springdale/Brampton--Springdale"," 186","Brampton",25,70,37,10,0,2,144,358
35007,"Brampton--Springdale/Brampton--Springdale"," 187","Brampton",37,146,53,12,1,1,250,519
35007,"Brampton--Springdale/Brampton--Springdale"," 188","Brampton",29,84,34,4,0,0,151,399
35007,"Brampton--Springdale/Brampton--Springdale"," 189","Brampton",34,58,36,7,0,0,135,286
35007,"Brampton--Springdale/Brampton--Springdale"," 190","Brampton",32,70,32,5,0,0,139,312
35007,"Brampton--Springdale/Brampton--Springdale"," 191","Brampton",49,62,64,3,0,1,179,328
35007,"Brampton--Springdale/Brampton--Springdale"," 192","Brampton",62,94,53,5,0,1,215,461
35007,"Brampton--Springdale/Brampton--Springdale"," 193","Brampton",Merged with No. 191/Fusionné avec le nº 191,,,,,,,69
35007,"Brampton--Springdale/Brampton--Springdale"," 194","Brampton",35,96,57,4,0,1,193,454
35007,"Brampton--Springdale/Brampton--Springdale"," 195","Brampton",57,111,46,6,6,4,230,492
35007,"Brampton--Springdale/Brampton--Springdale"," 196","Brampton",42,75,55,16,2,0,190,451
35007,"Brampton--Springdale/Brampton--Springdale"," 197","Brampton",47,98,61,9,1,1,217,502
35007,"Brampton--Springdale/Brampton--Springdale"," 198","Brampton",11,36,12,4,0,1,64,185
35007,"Brampton--Springdale/Brampton--Springdale"," 199","Brampton",32,78,29,6,0,0,145,372
35007,"Brampton--Springdale/Brampton--Springdale"," 200","Brampton",69,102,37,14,0,1,223,448
35007,"Brampton--Springdale/Brampton--Springdale"," 201","Brampton",40,88,46,3,2,3,182,446
35007,"Brampton--Springdale/Brampton--Springdale"," 202","Brampton",34,58,27,4,0,2,125,247
35007,"Brampton--Springdale/Brampton--Springdale"," 203","Brampton",25,42,21,9,1,0,98,207
35007,"Brampton--Springdale/Brampton--Springdale"," 204","Brampton",21,53,35,7,0,0,116,284
35007,"Brampton--Springdale/Brampton--Springdale"," 400","Brampton",46,59,38,5,0,3,151,330
35007,"Brampton--Springdale/Brampton--Springdale"," 401","Brampton",70,71,52,10,4,0,207,466
35007,"Brampton--Springdale/Brampton--Springdale"," 402","Brampton",32,43,37,4,1,1,118,227
35007,"Brampton--Springdale/Brampton--Springdale"," 403","Brampton",37,43,32,11,1,1,125,228
35007,"Brampton--Springdale/Brampton--Springdale"," 404","Brampton",30,58,30,11,0,0,129,209
35007,"Brampton--Springdale/Brampton--Springdale"," 405","Brampton",33,103,34,7,1,7,185,292
35007,"Brampton--Springdale/Brampton--Springdale"," 406","Brampton",28,31,35,2,0,1,97,211
35007,"Brampton--Springdale/Brampton--Springdale"," 407","Brampton",49,111,52,5,0,0,217,334
35007,"Brampton--Springdale/Brampton--Springdale"," 408","Brampton",31,100,61,6,0,1,199,338
35007,"Brampton--Springdale/Brampton--Springdale"," 409","Brampton",63,58,58,1,3,0,183,305
35007,"Brampton--Springdale/Brampton--Springdale"," 410","Brampton",45,62,43,12,1,0,163,282
35007,"Brampton--Springdale/Brampton--Springdale"," 411","Brampton",26,67,20,3,0,0,116,195
35007,"Brampton--Springdale/Brampton--Springdale"," 412","Brampton",17,65,38,2,0,0,122,190
35007,"Brampton--Springdale/Brampton--Springdale"," 413","Brampton",29,58,79,10,1,0,177,288
35007,"Brampton--Springdale/Brampton--Springdale"," 414","Brampton",11,70,9,5,1,4,100,131
35007,"Brampton--Springdale/Brampton--Springdale"," 500","Mobile poll/Bureau itinérant",26,53,18,6,4,8,115,198
35007,"Brampton--Springdale/Brampton--Springdale"," 501","Mobile poll/Bureau itinérant",13,21,10,1,2,0,47,126
35007,"Brampton--Springdale/Brampton--Springdale"," 600","Brampton",294,498,73,3,6,8,882,
35007,"Brampton--Springdale/Brampton--Springdale"," 601","Brampton",191,261,39,9,3,3,506,
35007,"Brampton--Springdale/Brampton--Springdale"," 602","Brampton",138,218,15,3,0,3,377,
35007,"Brampton--Springdale/Brampton--Springdale"," 603","Brampton",137,225,34,3,3,3,405,
35007,"Brampton--Springdale/Brampton--Springdale"," 604","Brampton",223,322,66,7,0,1,619,
35007,"Brampton--Springdale/Brampton--Springdale"," 605","Brampton",213,382,46,13,0,2,656,
35007,"Brampton--Springdale/Brampton--Springdale"," 606","Brampton",205,312,60,10,1,2,590,
35007,"Brampton--Springdale/Brampton--Springdale"," 607","Brampton",248,272,60,13,2,6,601,
35007,"Brampton--Springdale/Brampton--Springdale"," 608","Brampton",76,112,38,12,1,0,239,
35007,"Brampton--Springdale/Brampton--Springdale"," 609","Brampton",114,371,50,20,1,2,558,
35007,"Brampton--Springdale/Brampton--Springdale"," 610","Brampton",159,419,59,45,2,2,686,
35007,"Brampton--Springdale/Brampton--Springdale"," 611","Brampton",75,208,38,16,3,3,343,
35007,"Brampton--Springdale/Brampton--Springdale"," 612","Brampton",70,105,24,8,1,0,208,
35007,"Brampton--Springdale/Brampton--Springdale"," 613","Brampton",90,197,42,14,0,1,344,
35007,"Brampton--Springdale/Brampton--Springdale"," 614","Brampton",165,244,64,21,0,0,494,
35007,"Brampton--Springdale/Brampton--Springdale"," 615","Brampton",194,250,51,6,1,8,510,
35007,"Brampton--Springdale/Brampton--Springdale"," 616","Brampton",80,106,34,11,1,1,233,
35007,"Brampton--Springdale/Brampton--Springdale"," 617","Brampton",136,332,81,16,3,5,573,
35007,"Brampton--Springdale/Brampton--Springdale"," 618","Brampton",61,123,29,1,0,0,214,
35007,"Brampton--Springdale/Brampton--Springdale"," 619","Brampton",59,155,53,9,1,0,277,
35007,"Brampton--Springdale/Brampton--Springdale"," 620","Brampton",72,111,47,3,0,5,238,
35007,"Brampton--Springdale/Brampton--Springdale",,Group 1/Groupe 1,42,35,5,1,0,7,90,145
35007,"Brampton--Springdale/Brampton--Springdale",,Group 2/Groupe 2,156,324,31,7,0,4,522,
