Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Fernand Deschamps,Stéphane Dion,William Fayad,Maria Ximena Florez,Tim Landry,Svetlana Litvin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 1","Montréal",1,63,51,77,7,15,1,215,319
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 2","Montréal",3,96,31,73,1,13,3,220,373
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 3","Montréal",0,100,24,71,6,17,6,224,407
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 4","Montréal",1,68,16,44,5,21,2,157,297
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 5","Montréal",0,79,31,91,2,18,3,224,416
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 6","Montréal",0,89,10,60,3,24,6,192,403
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 7","Montréal",0,54,2,37,0,7,3,103,357
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 8","Montréal",0,64,3,29,4,13,2,115,350
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 9","Montréal",1,65,23,53,2,6,4,154,335
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 10","Montréal",0,106,20,75,9,29,2,241,493
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 11","Montréal",1,53,7,32,5,16,0,114,231
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 12","Montréal",1,104,31,77,7,15,2,237,416
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 13","Montréal",0,74,5,45,3,11,0,138,374
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 14","Montréal",0,115,5,43,2,38,4,207,395
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 15","Montréal",1,51,51,76,7,14,2,202,321
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 16","Montréal",0,45,12,55,4,11,1,128,260
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 17","Montréal",4,45,49,68,2,14,4,186,331
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 18","Montréal",0,58,38,78,3,12,1,190,354
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 19","Montréal",0,30,5,18,1,11,1,66,110
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 20","Montréal",1,63,40,66,5,25,1,201,422
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 21","Montréal",1,51,28,69,4,15,0,168,358
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 22","Montréal",0,46,17,64,3,28,2,160,494
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 23","Montréal",0,32,21,34,1,15,2,105,318
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 24","Montréal",0,62,3,51,0,17,4,137,461
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 25","Montréal",0,44,7,37,2,6,4,100,265
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 26","Montréal",0,87,9,58,6,15,2,177,506
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 27","Montréal",1,62,9,57,7,13,5,154,409
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 28","Montréal",0,181,9,81,3,27,2,303,586
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 29","Montréal",3,82,3,35,4,22,2,151,407
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 30","Saint-Laurent",1,76,6,51,5,21,3,163,463
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 31","Saint-Laurent",0,67,12,59,0,12,0,150,387
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 32","Saint-Laurent",1,91,6,55,3,28,2,186,413
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 33","Saint-Laurent",1,57,6,40,3,18,1,126,313
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 34","Saint-Laurent",1,143,30,89,21,26,3,313,571
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 35","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 36","Saint-Laurent",0,68,19,76,8,27,3,201,452
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 37","Saint-Laurent",1,134,28,92,12,31,3,301,480
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 38","Saint-Laurent",1,106,10,66,7,20,1,211,462
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 39","Saint-Laurent",3,207,25,146,11,51,10,453,1035
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 40","Saint-Laurent",1,75,25,80,5,21,0,207,350
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 41","Saint-Laurent",2,83,27,92,7,16,1,228,385
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 42","Saint-Laurent",0,81,14,56,1,11,2,165,317
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 43","Saint-Laurent",1,79,32,76,4,17,2,211,400
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 44","Saint-Laurent",1,66,19,70,8,32,0,196,451
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 45","Saint-Laurent",3,64,6,59,6,21,1,160,412
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 46","Saint-Laurent",0,103,7,52,1,24,4,191,417
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 47","Saint-Laurent",1,103,8,62,9,19,5,207,470
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 48","Saint-Laurent",1,97,5,50,6,16,1,176,444
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 49","Saint-Laurent",0,39,4,29,0,14,2,88,235
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 50","Saint-Laurent",0,66,5,36,2,16,1,126,342
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 51","Saint-Laurent",1,72,9,55,1,14,1,153,345
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 52","Saint-Laurent",2,102,9,80,4,26,3,226,454
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 53","Saint-Laurent",1,91,7,52,1,23,1,176,374
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 54","Saint-Laurent",3,82,15,57,4,28,2,191,446
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 55","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 56","Saint-Laurent",0,46,9,57,0,23,2,137,432
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 57","Saint-Laurent",0,53,5,19,2,6,2,87,315
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 58","Saint-Laurent",1,70,14,42,0,32,0,159,406
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 59","Saint-Laurent",1,70,14,60,9,23,1,178,320
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 60","Saint-Laurent",2,95,17,71,8,24,4,221,409
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 61","Saint-Laurent",1,116,11,80,6,33,2,249,437
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 62","Saint-Laurent",0,125,22,70,1,25,2,245,471
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 63","Saint-Laurent",0,86,16,94,4,23,5,228,409
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 64","Saint-Laurent",2,98,12,70,5,35,3,225,578
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 65","Saint-Laurent",1,39,5,46,0,13,0,104,220
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 66","Saint-Laurent",1,136,9,46,3,51,1,247,665
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 67","Saint-Laurent",0,79,12,37,1,23,1,153,395
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 68","Saint-Laurent",0,68,17,59,6,13,2,165,505
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 69","Saint-Laurent",3,99,10,79,2,27,2,222,499
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 70","Saint-Laurent",1,86,21,71,1,23,0,203,382
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 71","Saint-Laurent",2,66,12,65,3,18,0,166,309
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 72","Saint-Laurent",2,79,15,53,4,36,4,193,410
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 73","Saint-Laurent",2,72,21,59,1,17,3,175,301
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 74","Saint-Laurent",0,53,11,25,1,9,2,101,321
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 74-1","Saint-Laurent",0,46,17,44,3,21,1,132,269
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 75","Saint-Laurent",0,117,18,81,3,30,2,251,832
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 76","Saint-Laurent",1,28,4,14,1,8,1,57,256
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 77","Saint-Laurent",2,61,13,37,2,9,1,125,425
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 78","Saint-Laurent",0,42,6,41,4,17,1,111,417
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 79","Saint-Laurent",1,63,7,48,0,21,1,141,439
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 80","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 81","Saint-Laurent",2,66,13,39,6,20,3,149,576
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 82","Saint-Laurent",0,98,12,50,1,24,1,186,348
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 83","Saint-Laurent",2,85,3,71,6,26,3,196,412
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 84","Saint-Laurent",0,100,10,55,4,33,0,202,427
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 85","Saint-Laurent",1,65,9,31,5,12,3,126,375
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 86","Saint-Laurent",1,85,3,49,4,26,0,168,512
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 87","Saint-Laurent",2,34,5,22,1,11,0,75,278
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 88","Saint-Laurent",0,63,19,63,2,27,1,175,470
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 88-1","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 89","Saint-Laurent",1,110,18,62,5,36,1,233,682
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 90","Saint-Laurent",2,73,11,48,2,19,2,157,624
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 91","Saint-Laurent",2,78,8,76,8,41,1,214,352
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 92","Saint-Laurent",0,98,4,51,7,40,1,201,405
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 93","Saint-Laurent",0,88,15,65,7,27,4,206,369
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 94","Saint-Laurent",1,52,39,86,12,18,0,208,429
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 95","Saint-Laurent",0,81,38,80,6,21,2,228,503
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 96","Saint-Laurent",4,57,44,96,4,27,0,232,503
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 97","Saint-Laurent",Void/Supprimé,,,,,,,,
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 98","Saint-Laurent",2,99,32,140,5,40,1,319,629
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 98-1","Saint-Laurent",0,65,10,68,4,32,1,180,398
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 99","Saint-Laurent",0,78,14,68,8,30,1,199,398
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 100","Saint-Laurent",0,78,37,69,8,14,1,207,314
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 101","Saint-Laurent",4,99,36,107,13,23,3,285,477
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 102","Saint-Laurent",3,91,54,111,14,19,1,293,514
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 103","Saint-Laurent",0,114,17,81,6,13,0,231,460
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 104","Saint-Laurent",0,95,10,82,2,38,2,229,557
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 104-1","Saint-Laurent",0,55,9,46,4,23,0,137,400
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 104-2","Saint-Laurent",1,66,8,62,0,34,1,172,452
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 105","Saint-Laurent",1,180,36,169,11,79,1,477,1064
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 105-1","Saint-Laurent",0,128,9,125,9,55,0,326,805
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 106","Saint-Laurent",0,93,10,72,1,49,1,226,597
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 107","Saint-Laurent",0,52,4,45,3,50,0,154,578
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 108","Saint-Laurent",0,39,5,38,1,41,1,125,424
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 109","Saint-Laurent",4,83,1,34,2,50,0,174,515
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 110","Saint-Laurent",0,113,17,102,10,56,0,298,739
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 111","Saint-Laurent",0,34,3,43,4,19,0,103,244
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 112","Saint-Laurent",0,56,1,38,2,54,0,151,361
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 113","Saint-Laurent",0,55,6,29,0,27,0,117,327
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 114","Saint-Laurent",0,120,16,84,5,59,0,284,574
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 115","Saint-Laurent",0,63,13,59,2,65,0,202,453
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 116","Saint-Laurent",1,88,22,103,9,46,0,269,514
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 117","Saint-Laurent",1,72,4,40,2,64,0,183,413
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 118","Saint-Laurent",0,68,2,36,5,94,3,208,456
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 119","Saint-Laurent",1,65,9,49,6,48,0,178,335
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 120","Saint-Laurent",0,70,7,36,5,37,3,158,379
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 121","Saint-Laurent",1,45,4,59,5,31,0,145,455
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 122","Saint-Laurent",0,48,1,41,0,26,2,118,349
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 123","Saint-Laurent",0,60,2,37,6,31,0,136,270
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 124","Saint-Laurent",0,54,0,48,1,51,2,156,400
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 125","Saint-Laurent",0,50,2,47,7,39,2,147,403
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 126","Saint-Laurent",0,56,3,137,5,71,2,274,287
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 127","Saint-Laurent",0,60,1,31,2,115,2,211,413
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 128","Saint-Laurent",0,50,1,19,3,108,0,181,389
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 129","Saint-Laurent",0,47,5,37,3,75,0,167,366
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 130","Saint-Laurent",0,29,0,18,3,143,2,195,384
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 131","Saint-Laurent",0,53,5,27,5,61,1,152,394
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 132","Saint-Laurent",0,52,0,25,5,28,0,110,327
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 133","Saint-Laurent",3,45,4,29,4,20,0,105,309
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 134","Saint-Laurent",0,60,4,42,4,85,0,195,498
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 135","Saint-Laurent",0,41,2,37,1,32,0,113,337
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 136","Saint-Laurent",1,57,2,44,2,29,1,136,344
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 137","Saint-Laurent",0,70,5,47,1,32,0,155,380
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 138","Saint-Laurent",1,25,0,34,2,36,0,98,307
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 139","Saint-Laurent",0,82,2,34,1,77,3,199,592
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 140","Saint-Laurent",0,44,9,25,0,31,1,110,271
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 141","Saint-Laurent",0,20,3,18,1,12,0,54,211
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 142","Saint-Laurent",1,87,2,56,2,69,2,219,541
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 143","Saint-Laurent",0,60,4,19,4,71,1,159,321
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 144","Saint-Laurent",1,102,1,51,4,106,0,265,754
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 145","Saint-Laurent",0,74,1,32,4,209,1,321,579
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 146","Montréal",1,102,35,83,4,27,5,257,584
24066,"Saint-Laurent--Cartierville/Saint-Laurent--Cartierville"," 147","Montréal",2,76,18,53,2,23,0,174,492
