Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Anders,Janice Kinch,Shawna Knowles,André Vachon,Anna Lisa Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48009,"Calgary West/Calgary-Ouest"," 47","Calgary",134,30,28,0,29,0,221,370
48009,"Calgary West/Calgary-Ouest"," 48","Calgary",117,32,27,0,28,1,205,371
48009,"Calgary West/Calgary-Ouest"," 49","Calgary",74,24,25,1,15,0,139,279
48009,"Calgary West/Calgary-Ouest"," 50","Calgary",137,48,18,1,22,2,228,365
48009,"Calgary West/Calgary-Ouest"," 51","Calgary",138,45,14,0,27,1,225,342
48009,"Calgary West/Calgary-Ouest"," 52","Calgary",142,47,25,1,29,1,245,394
48009,"Calgary West/Calgary-Ouest"," 53","Calgary",138,41,17,3,34,2,235,410
48009,"Calgary West/Calgary-Ouest"," 54","Calgary",138,34,31,4,19,0,226,369
48009,"Calgary West/Calgary-Ouest"," 55","Calgary",110,47,25,0,24,1,207,356
48009,"Calgary West/Calgary-Ouest"," 56","Calgary",117,39,23,2,16,1,198,354
48009,"Calgary West/Calgary-Ouest"," 57","Calgary",134,52,19,2,35,1,243,387
48009,"Calgary West/Calgary-Ouest"," 58","Calgary",148,41,28,2,27,1,247,497
48009,"Calgary West/Calgary-Ouest"," 59","Calgary",148,44,20,2,22,0,236,407
48009,"Calgary West/Calgary-Ouest"," 60","Calgary",99,40,26,0,39,0,204,363
48009,"Calgary West/Calgary-Ouest"," 61","Calgary",166,41,31,1,28,1,268,400
48009,"Calgary West/Calgary-Ouest"," 62","Calgary",164,54,20,2,39,2,281,414
48009,"Calgary West/Calgary-Ouest"," 63","Calgary",120,49,16,1,12,3,201,365
48009,"Calgary West/Calgary-Ouest"," 64","Calgary",151,64,33,1,29,2,280,552
48009,"Calgary West/Calgary-Ouest"," 65","Calgary",143,50,13,1,22,4,233,389
48009,"Calgary West/Calgary-Ouest"," 66","Calgary",76,33,15,1,11,0,136,277
48009,"Calgary West/Calgary-Ouest"," 67","Calgary",124,39,8,1,18,2,192,347
48009,"Calgary West/Calgary-Ouest"," 68","Calgary",142,85,19,3,17,3,269,423
48009,"Calgary West/Calgary-Ouest"," 69","Calgary",114,55,25,0,22,1,217,372
48009,"Calgary West/Calgary-Ouest"," 70","Calgary",97,32,20,1,19,2,171,311
48009,"Calgary West/Calgary-Ouest"," 71","Calgary",119,61,23,1,26,2,232,392
48009,"Calgary West/Calgary-Ouest"," 72","Calgary",102,40,29,3,25,0,199,386
48009,"Calgary West/Calgary-Ouest"," 73","Calgary",100,28,37,2,13,0,180,479
48009,"Calgary West/Calgary-Ouest"," 74","Calgary",117,47,28,0,22,2,216,378
48009,"Calgary West/Calgary-Ouest"," 75","Calgary",68,31,27,0,9,0,135,336
48009,"Calgary West/Calgary-Ouest"," 76","Calgary",112,34,18,1,22,2,189,326
48009,"Calgary West/Calgary-Ouest"," 77","Calgary",117,68,25,1,22,1,234,411
48009,"Calgary West/Calgary-Ouest"," 78","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 79","Calgary",76,54,34,2,17,0,183,260
48009,"Calgary West/Calgary-Ouest"," 80","Calgary",99,92,21,1,25,0,238,360
48009,"Calgary West/Calgary-Ouest"," 81","Calgary",85,54,47,1,24,1,212,417
48009,"Calgary West/Calgary-Ouest"," 82","Calgary",77,28,25,0,15,1,146,322
48009,"Calgary West/Calgary-Ouest"," 83","Calgary",76,59,19,0,13,1,168,300
48009,"Calgary West/Calgary-Ouest"," 84","Calgary",111,62,28,1,26,0,228,454
48009,"Calgary West/Calgary-Ouest"," 85","Calgary",118,57,43,2,20,1,241,501
48009,"Calgary West/Calgary-Ouest"," 86","Calgary",85,44,11,1,21,1,163,292
48009,"Calgary West/Calgary-Ouest"," 87","Calgary",72,26,26,0,22,1,147,302
48009,"Calgary West/Calgary-Ouest"," 88","Calgary",69,31,26,0,30,3,159,348
48009,"Calgary West/Calgary-Ouest"," 89","Calgary",83,40,41,1,23,2,190,370
48009,"Calgary West/Calgary-Ouest"," 90","Calgary",84,36,21,2,24,0,167,314
48009,"Calgary West/Calgary-Ouest"," 91","Calgary",22,16,15,0,9,0,62,272
48009,"Calgary West/Calgary-Ouest"," 92","Calgary",7,5,13,0,6,1,32,70
48009,"Calgary West/Calgary-Ouest"," 93","Calgary",185,32,15,1,32,0,265,535
48009,"Calgary West/Calgary-Ouest"," 93-1","Calgary",117,40,21,0,15,3,196,437
48009,"Calgary West/Calgary-Ouest"," 94","Calgary",189,37,15,4,17,0,262,474
48009,"Calgary West/Calgary-Ouest"," 95","Calgary",130,32,23,0,8,0,193,338
48009,"Calgary West/Calgary-Ouest"," 96","Calgary",190,46,17,2,14,0,269,469
48009,"Calgary West/Calgary-Ouest"," 97","Calgary",178,34,9,1,17,4,243,376
48009,"Calgary West/Calgary-Ouest"," 98","Calgary",139,30,24,0,13,0,206,349
48009,"Calgary West/Calgary-Ouest"," 99","Calgary",200,42,28,0,22,1,293,509
48009,"Calgary West/Calgary-Ouest"," 100","Calgary",130,22,23,0,18,0,193,412
48009,"Calgary West/Calgary-Ouest"," 100-1","Calgary",152,26,20,0,11,2,211,521
48009,"Calgary West/Calgary-Ouest"," 101A","Calgary",141,9,32,0,15,0,197,386
48009,"Calgary West/Calgary-Ouest"," 101B","Calgary",154,9,50,1,25,0,239,413
48009,"Calgary West/Calgary-Ouest"," 102","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 103","Calgary",111,22,27,1,19,1,181,312
48009,"Calgary West/Calgary-Ouest"," 104","Calgary",86,7,24,0,21,1,139,262
48009,"Calgary West/Calgary-Ouest"," 105","Calgary",106,17,26,3,37,0,189,365
48009,"Calgary West/Calgary-Ouest"," 106","Calgary",95,15,18,0,19,0,147,311
48009,"Calgary West/Calgary-Ouest"," 107","Calgary",144,17,21,1,11,0,194,318
48009,"Calgary West/Calgary-Ouest"," 108","Calgary",115,33,41,1,32,1,223,403
48009,"Calgary West/Calgary-Ouest"," 109","Calgary",110,18,37,1,18,0,184,318
48009,"Calgary West/Calgary-Ouest"," 110","Calgary",91,14,23,0,23,0,151,364
48009,"Calgary West/Calgary-Ouest"," 111","Calgary",57,10,26,0,12,0,105,316
48009,"Calgary West/Calgary-Ouest"," 112","Calgary",41,9,13,0,9,1,73,241
48009,"Calgary West/Calgary-Ouest"," 113","Calgary",131,41,31,0,21,1,225,381
48009,"Calgary West/Calgary-Ouest"," 114","Calgary",99,24,21,0,32,1,177,346
48009,"Calgary West/Calgary-Ouest"," 115","Calgary",126,23,23,1,25,1,199,402
48009,"Calgary West/Calgary-Ouest"," 116","Calgary",119,17,47,0,12,2,197,430
48009,"Calgary West/Calgary-Ouest"," 117","Calgary",130,12,25,0,20,0,187,340
48009,"Calgary West/Calgary-Ouest"," 118","Calgary",135,15,17,0,22,0,189,380
48009,"Calgary West/Calgary-Ouest"," 119","Calgary",80,13,24,1,15,0,133,281
48009,"Calgary West/Calgary-Ouest"," 120","Calgary",97,22,39,0,24,1,183,399
48009,"Calgary West/Calgary-Ouest"," 121","Calgary",112,12,37,0,13,0,174,349
48009,"Calgary West/Calgary-Ouest"," 122","Calgary",96,25,28,2,16,0,167,342
48009,"Calgary West/Calgary-Ouest"," 123","Calgary",95,16,33,0,25,0,169,407
48009,"Calgary West/Calgary-Ouest"," 124","Calgary",121,58,41,2,37,0,259,314
48009,"Calgary West/Calgary-Ouest"," 125","Calgary",Merged with No. 124/Fusionné avec le nº 124,,,,,,,183
48009,"Calgary West/Calgary-Ouest"," 126","Calgary",68,28,22,0,26,0,144,327
48009,"Calgary West/Calgary-Ouest"," 127","Calgary",75,17,25,0,26,0,143,353
48009,"Calgary West/Calgary-Ouest"," 128","Calgary",140,40,49,0,35,0,264,541
48009,"Calgary West/Calgary-Ouest"," 129","Calgary",173,87,31,1,35,1,328,539
48009,"Calgary West/Calgary-Ouest"," 130","Calgary",60,45,68,0,27,0,200,427
48009,"Calgary West/Calgary-Ouest"," 131","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 132","Calgary",38,26,31,2,13,0,110,310
48009,"Calgary West/Calgary-Ouest"," 133","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 134","Calgary",148,104,20,3,21,1,297,430
48009,"Calgary West/Calgary-Ouest"," 135","Calgary",75,51,39,0,18,0,183,326
48009,"Calgary West/Calgary-Ouest"," 136","Calgary",89,80,27,0,31,1,228,360
48009,"Calgary West/Calgary-Ouest"," 137","Calgary",107,68,29,0,24,1,229,370
48009,"Calgary West/Calgary-Ouest"," 138","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 139","Calgary",115,63,33,1,44,0,256,423
48009,"Calgary West/Calgary-Ouest"," 140","Calgary",90,42,35,1,26,1,195,398
48009,"Calgary West/Calgary-Ouest"," 141","Calgary",91,47,39,4,25,1,207,387
48009,"Calgary West/Calgary-Ouest"," 142","Calgary",93,60,31,0,32,0,216,382
48009,"Calgary West/Calgary-Ouest"," 143","Calgary",78,54,33,2,43,1,211,391
48009,"Calgary West/Calgary-Ouest"," 144","Calgary",53,26,12,0,11,0,102,211
48009,"Calgary West/Calgary-Ouest"," 145","Calgary",87,43,20,1,20,0,171,335
48009,"Calgary West/Calgary-Ouest"," 146","Calgary",67,41,13,1,28,0,150,294
48009,"Calgary West/Calgary-Ouest"," 147","Calgary",82,49,33,0,34,0,198,316
48009,"Calgary West/Calgary-Ouest"," 148","Calgary",106,61,27,1,42,0,237,404
48009,"Calgary West/Calgary-Ouest"," 149","Calgary",29,17,5,1,5,0,57,121
48009,"Calgary West/Calgary-Ouest"," 150","Calgary",134,33,26,0,12,2,207,472
48009,"Calgary West/Calgary-Ouest"," 151A","Calgary",66,33,28,0,9,0,136,350
48009,"Calgary West/Calgary-Ouest"," 151B","Calgary",67,35,24,0,10,0,136,411
48009,"Calgary West/Calgary-Ouest"," 152","Calgary",88,43,28,1,15,1,176,407
48009,"Calgary West/Calgary-Ouest"," 153","Calgary",93,29,23,4,22,1,172,348
48009,"Calgary West/Calgary-Ouest"," 154","Calgary",121,37,32,3,32,0,225,404
48009,"Calgary West/Calgary-Ouest"," 155","Calgary",131,58,19,3,34,1,246,404
48009,"Calgary West/Calgary-Ouest"," 156","Calgary",103,31,26,0,20,0,180,322
48009,"Calgary West/Calgary-Ouest"," 157","Calgary",97,22,18,3,14,0,154,282
48009,"Calgary West/Calgary-Ouest"," 158","Calgary",91,20,12,0,20,1,144,276
48009,"Calgary West/Calgary-Ouest"," 159","Calgary",130,49,34,0,42,3,258,418
48009,"Calgary West/Calgary-Ouest"," 160","Calgary",89,65,21,1,29,0,205,325
48009,"Calgary West/Calgary-Ouest"," 161","Calgary",141,24,14,0,15,0,194,442
48009,"Calgary West/Calgary-Ouest"," 162","Calgary",172,51,9,0,17,1,250,465
48009,"Calgary West/Calgary-Ouest"," 163","Calgary",106,42,13,1,13,3,178,403
48009,"Calgary West/Calgary-Ouest"," 164","Calgary",101,28,7,0,6,0,142,293
48009,"Calgary West/Calgary-Ouest"," 165","Calgary",131,35,18,0,23,0,207,437
48009,"Calgary West/Calgary-Ouest"," 166","Calgary",120,40,26,2,22,1,211,489
48009,"Calgary West/Calgary-Ouest"," 167","Calgary",144,38,39,3,34,2,260,555
48009,"Calgary West/Calgary-Ouest"," 168","Calgary",96,50,28,1,22,0,197,404
48009,"Calgary West/Calgary-Ouest"," 169","Calgary",83,16,21,0,7,1,128,258
48009,"Calgary West/Calgary-Ouest"," 170","Calgary",184,47,15,0,24,0,270,578
48009,"Calgary West/Calgary-Ouest"," 170-1","Calgary",146,40,17,1,13,1,218,454
48009,"Calgary West/Calgary-Ouest"," 171","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 172","Calgary",148,46,22,0,15,1,232,433
48009,"Calgary West/Calgary-Ouest"," 173","Calgary",105,18,22,0,13,1,159,317
48009,"Calgary West/Calgary-Ouest"," 174","Calgary",114,41,9,1,18,0,183,410
48009,"Calgary West/Calgary-Ouest"," 175","Calgary",122,31,20,1,18,3,195,403
48009,"Calgary West/Calgary-Ouest"," 176","Calgary",102,28,13,1,17,0,161,306
48009,"Calgary West/Calgary-Ouest"," 177","Calgary",86,25,17,0,18,0,146,311
48009,"Calgary West/Calgary-Ouest"," 178","Calgary",128,34,29,0,21,1,213,407
48009,"Calgary West/Calgary-Ouest"," 179","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 180","Calgary",120,27,14,0,14,3,178,370
48009,"Calgary West/Calgary-Ouest"," 181","Calgary",102,20,15,0,9,1,147,326
48009,"Calgary West/Calgary-Ouest"," 182","Calgary",167,30,19,0,15,1,232,496
48009,"Calgary West/Calgary-Ouest"," 183","Calgary",114,26,20,0,5,0,165,351
48009,"Calgary West/Calgary-Ouest"," 184","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 185","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 186","Calgary",123,35,37,2,16,1,214,417
48009,"Calgary West/Calgary-Ouest"," 187","Calgary",63,17,8,0,16,1,105,234
48009,"Calgary West/Calgary-Ouest"," 188","Calgary",92,29,12,0,8,2,143,325
48009,"Calgary West/Calgary-Ouest"," 189","Calgary",103,23,7,0,4,2,139,214
48009,"Calgary West/Calgary-Ouest"," 190","Calgary",130,38,22,0,16,2,208,479
48009,"Calgary West/Calgary-Ouest"," 191","Calgary",98,17,13,0,10,0,138,354
48009,"Calgary West/Calgary-Ouest"," 192","Calgary",136,24,18,2,13,0,193,395
48009,"Calgary West/Calgary-Ouest"," 193","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 194","Calgary",141,18,12,1,20,1,193,394
48009,"Calgary West/Calgary-Ouest"," 195","Calgary",87,18,13,0,11,0,129,256
48009,"Calgary West/Calgary-Ouest"," 196","Calgary",129,21,15,0,10,0,175,417
48009,"Calgary West/Calgary-Ouest"," 197","Calgary",95,28,12,1,11,0,147,323
48009,"Calgary West/Calgary-Ouest"," 198","Calgary",133,39,19,0,18,1,210,406
48009,"Calgary West/Calgary-Ouest"," 199","Calgary",197,33,19,0,21,0,270,563
48009,"Calgary West/Calgary-Ouest"," 200","Calgary",214,53,27,2,22,1,319,609
48009,"Calgary West/Calgary-Ouest"," 201","Calgary",125,48,26,0,18,2,219,461
48009,"Calgary West/Calgary-Ouest"," 202","Calgary",62,27,18,2,6,0,115,274
48009,"Calgary West/Calgary-Ouest"," 203","Calgary",111,36,18,0,17,6,188,417
48009,"Calgary West/Calgary-Ouest"," 204","Calgary",115,46,32,1,27,1,222,492
48009,"Calgary West/Calgary-Ouest"," 205","Calgary",155,44,23,0,29,2,253,424
48009,"Calgary West/Calgary-Ouest"," 206","Calgary",138,48,19,1,30,2,238,402
48009,"Calgary West/Calgary-Ouest"," 207","Calgary",118,54,16,1,23,1,213,405
48009,"Calgary West/Calgary-Ouest"," 208","Calgary",155,48,15,2,37,3,260,480
48009,"Calgary West/Calgary-Ouest"," 209","Calgary",62,13,7,0,5,1,88,208
48009,"Calgary West/Calgary-Ouest"," 210","Calgary",94,20,13,0,12,0,139,326
48009,"Calgary West/Calgary-Ouest"," 210-1","Calgary",74,23,12,0,10,0,119,277
48009,"Calgary West/Calgary-Ouest"," 211","Calgary",87,22,13,1,11,0,134,294
48009,"Calgary West/Calgary-Ouest"," 212","Calgary",134,41,24,2,14,3,218,498
48009,"Calgary West/Calgary-Ouest"," 213","Calgary",105,18,10,1,7,0,141,371
48009,"Calgary West/Calgary-Ouest"," 213-1","Calgary",65,12,14,0,12,0,103,248
48009,"Calgary West/Calgary-Ouest"," 214","Calgary",92,32,27,1,17,1,170,348
48009,"Calgary West/Calgary-Ouest"," 215","Calgary",159,37,20,0,20,0,236,459
48009,"Calgary West/Calgary-Ouest"," 216","Calgary",116,20,15,0,9,3,163,419
48009,"Calgary West/Calgary-Ouest"," 216-1","Calgary",101,27,31,0,9,1,169,399
48009,"Calgary West/Calgary-Ouest"," 217","Calgary",247,38,18,1,19,1,324,623
48009,"Calgary West/Calgary-Ouest"," 218","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 219A","Calgary",124,28,11,2,10,0,175,417
48009,"Calgary West/Calgary-Ouest"," 219B","Calgary",122,25,8,0,9,1,165,369
48009,"Calgary West/Calgary-Ouest"," 220","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 221","Calgary",149,26,28,2,18,1,224,578
48009,"Calgary West/Calgary-Ouest"," 222","Calgary",99,15,21,0,6,0,141,404
48009,"Calgary West/Calgary-Ouest"," 223","Calgary",121,24,14,0,16,0,175,373
48009,"Calgary West/Calgary-Ouest"," 224","Calgary",57,8,11,0,9,0,85,206
48009,"Calgary West/Calgary-Ouest"," 225","Calgary",91,18,10,0,10,1,130,313
48009,"Calgary West/Calgary-Ouest"," 226","Calgary",92,38,15,0,17,1,163,371
48009,"Calgary West/Calgary-Ouest"," 227","Calgary",179,35,13,1,12,1,241,481
48009,"Calgary West/Calgary-Ouest"," 228","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 229","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 230","Calgary",131,32,17,1,18,3,202,476
48009,"Calgary West/Calgary-Ouest"," 231","Calgary",196,45,23,1,16,0,281,554
48009,"Calgary West/Calgary-Ouest"," 232","Calgary",116,45,7,0,14,1,183,326
48009,"Calgary West/Calgary-Ouest"," 233","Calgary",127,44,17,1,9,1,199,512
48009,"Calgary West/Calgary-Ouest"," 234","Calgary",96,32,13,0,16,1,158,400
48009,"Calgary West/Calgary-Ouest"," 235","Calgary",100,44,20,0,12,1,177,401
48009,"Calgary West/Calgary-Ouest"," 236","Calgary",96,20,7,0,14,0,137,265
48009,"Calgary West/Calgary-Ouest"," 237","Calgary",106,13,8,1,6,0,134,245
48009,"Calgary West/Calgary-Ouest"," 238","Calgary",162,35,12,2,18,0,229,408
48009,"Calgary West/Calgary-Ouest"," 239","Calgary",151,37,15,0,18,0,221,409
48009,"Calgary West/Calgary-Ouest"," 240","Calgary",76,27,11,0,19,1,134,244
48009,"Calgary West/Calgary-Ouest"," 241","Calgary",141,20,14,1,13,1,190,354
48009,"Calgary West/Calgary-Ouest"," 242","Calgary",132,36,20,0,22,0,210,336
48009,"Calgary West/Calgary-Ouest"," 243","Calgary",174,50,20,0,28,4,276,447
48009,"Calgary West/Calgary-Ouest"," 244","Calgary",132,28,24,1,13,0,198,469
48009,"Calgary West/Calgary-Ouest"," 245","Calgary",201,28,38,1,21,3,292,447
48009,"Calgary West/Calgary-Ouest"," 246","Calgary",93,36,10,1,28,0,168,261
48009,"Calgary West/Calgary-Ouest"," 247","Calgary",200,44,22,0,21,0,287,448
48009,"Calgary West/Calgary-Ouest"," 248","Calgary",143,35,28,0,20,1,227,424
48009,"Calgary West/Calgary-Ouest"," 249","Calgary",109,30,6,0,10,1,156,316
48009,"Calgary West/Calgary-Ouest"," 250","Calgary",139,33,20,0,14,1,207,398
48009,"Calgary West/Calgary-Ouest"," 250-1","Calgary",88,15,11,2,12,2,130,301
48009,"Calgary West/Calgary-Ouest"," 251","Calgary",158,30,19,1,16,2,226,424
48009,"Calgary West/Calgary-Ouest"," 252","Calgary",138,30,30,0,12,1,211,440
48009,"Calgary West/Calgary-Ouest"," 253","Calgary",98,30,9,0,17,0,154,306
48009,"Calgary West/Calgary-Ouest"," 254","Calgary",90,11,11,0,7,0,119,281
48009,"Calgary West/Calgary-Ouest"," 255","Calgary",121,19,15,0,9,0,164,346
48009,"Calgary West/Calgary-Ouest"," 256","Calgary",144,29,16,0,15,2,206,394
48009,"Calgary West/Calgary-Ouest"," 257","Calgary",146,25,12,0,15,1,199,373
48009,"Calgary West/Calgary-Ouest"," 258","Calgary",189,45,14,1,24,0,273,451
48009,"Calgary West/Calgary-Ouest"," 259","Calgary",157,27,12,1,18,0,215,366
48009,"Calgary West/Calgary-Ouest"," 260","Calgary",156,23,18,0,17,1,215,447
48009,"Calgary West/Calgary-Ouest"," 261","Calgary",95,35,28,1,20,0,179,435
48009,"Calgary West/Calgary-Ouest"," 262","Calgary",118,29,33,1,28,1,210,396
48009,"Calgary West/Calgary-Ouest"," 263","Calgary",89,39,22,3,11,2,166,362
48009,"Calgary West/Calgary-Ouest"," 264","Calgary",83,31,11,0,16,2,143,257
48009,"Calgary West/Calgary-Ouest"," 265","Calgary",141,53,19,3,32,1,249,507
48009,"Calgary West/Calgary-Ouest"," 266","Calgary",169,52,17,2,24,0,264,507
48009,"Calgary West/Calgary-Ouest"," 400","Calgary",Void/Supprimé,,,,,,,
48009,"Calgary West/Calgary-Ouest"," 401","Calgary",60,6,2,0,4,0,72,360
48009,"Calgary West/Calgary-Ouest"," 402","Calgary",58,12,12,0,13,0,95,260
48009,"Calgary West/Calgary-Ouest"," 403","Calgary",48,13,11,2,7,0,81,230
48009,"Calgary West/Calgary-Ouest"," 404","Calgary",29,4,6,0,3,0,42,152
48009,"Calgary West/Calgary-Ouest"," 500","Mobile poll/Bureau itinérant",111,19,17,2,2,1,152,200
48009,"Calgary West/Calgary-Ouest"," 501","Mobile poll/Bureau itinérant",130,20,26,1,9,2,188,282
48009,"Calgary West/Calgary-Ouest"," 502","Mobile poll/Bureau itinérant",137,19,19,1,6,2,184,233
48009,"Calgary West/Calgary-Ouest"," 503","Mobile poll/Bureau itinérant",137,34,16,3,9,2,201,238
48009,"Calgary West/Calgary-Ouest"," 504","Mobile poll/Bureau itinérant",88,16,20,0,5,4,133,196
48009,"Calgary West/Calgary-Ouest"," 505","Mobile poll/Bureau itinérant",181,29,21,3,6,0,240,294
48009,"Calgary West/Calgary-Ouest"," 506","Mobile poll/Bureau itinérant",103,25,14,4,9,1,156,208
48009,"Calgary West/Calgary-Ouest"," 507","Mobile poll/Bureau itinérant",126,21,16,2,6,4,175,227
48009,"Calgary West/Calgary-Ouest"," 600","Calgary",463,88,69,1,51,3,675,
48009,"Calgary West/Calgary-Ouest"," 601","Calgary",351,52,23,1,28,0,455,
48009,"Calgary West/Calgary-Ouest"," 602","Calgary",571,128,59,1,64,7,830,
48009,"Calgary West/Calgary-Ouest"," 603","Calgary",367,136,66,2,68,3,642,
48009,"Calgary West/Calgary-Ouest"," 604","Calgary",461,201,71,1,86,0,820,
48009,"Calgary West/Calgary-Ouest"," 605","Calgary",150,107,39,2,44,2,344,
48009,"Calgary West/Calgary-Ouest"," 606","Calgary",454,73,30,0,39,2,598,
48009,"Calgary West/Calgary-Ouest"," 607","Calgary",170,25,24,0,29,1,249,
48009,"Calgary West/Calgary-Ouest"," 608","Calgary",173,103,49,0,48,3,376,
48009,"Calgary West/Calgary-Ouest"," 609","Calgary",170,54,38,0,35,2,299,
48009,"Calgary West/Calgary-Ouest"," 610","Calgary",220,94,44,1,55,4,418,
