Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mark Balack,Marlene Gallyot,Rana Sarkar,George B. Singh,Rathika Sitsabaiesan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 16","Scarborough",2,88,66,4,60,0,220,458
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 17","Scarborough",1,99,55,7,89,0,251,447
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 18","Scarborough",2,100,63,3,82,3,253,450
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 19","Scarborough",5,67,96,5,69,2,244,483
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 20","Scarborough",4,69,57,6,64,0,200,459
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 21","Scarborough",2,74,73,3,54,0,206,421
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 22","Scarborough",0,59,63,4,66,0,192,445
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 23","Scarborough",1,90,45,10,56,0,202,457
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 24","Scarborough",2,63,41,7,44,0,157,424
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 25","Scarborough",3,78,72,1,31,0,185,432
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 26","Scarborough",1,92,55,1,32,0,181,432
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 27","Scarborough",2,87,33,5,60,2,189,505
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 28","Scarborough",1,89,62,5,67,4,228,454
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 29","Scarborough",1,64,58,4,97,1,225,395
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 30","Scarborough",2,79,54,2,66,1,204,435
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 31","Scarborough",0,54,49,5,55,0,163,404
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 32","Scarborough",0,53,68,5,78,0,204,517
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 33","Scarborough",2,94,41,5,63,0,205,548
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 34","Scarborough",2,73,52,2,76,0,205,399
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 35","Scarborough",0,41,39,9,73,3,165,432
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 36","Scarborough",2,85,51,1,86,3,228,441
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 37","Scarborough",2,62,63,3,61,0,191,395
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 38","Scarborough",1,53,71,6,61,1,193,417
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 39","Scarborough",1,68,37,5,61,1,173,414
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 40","Scarborough",2,59,34,4,54,0,153,395
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 41","Scarborough",3,61,67,4,36,2,173,372
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 42","Scarborough",3,83,53,4,55,1,199,437
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 43","Scarborough",1,90,42,2,77,1,213,508
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 44","Scarborough",0,77,73,1,96,2,249,495
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 45","Scarborough",3,77,40,2,125,0,247,467
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 46","Scarborough",2,82,65,1,73,1,224,458
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 47","Scarborough",2,52,86,5,75,1,221,453
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 48","Scarborough",1,86,59,1,91,0,238,441
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 49","Scarborough",2,82,47,1,175,0,307,543
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 50","Scarborough",1,65,42,7,92,1,208,419
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 51","Scarborough",2,56,45,3,86,1,193,424
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 52","Scarborough",1,66,56,6,78,2,209,417
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 53","Scarborough",1,55,53,4,118,1,232,463
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 54","Scarborough",0,91,71,1,45,0,208,464
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 55","Scarborough",1,91,63,4,67,0,226,496
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 56","Scarborough",1,82,56,6,42,3,190,407
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 57","Scarborough",0,93,61,3,65,1,223,473
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 58","Scarborough",0,75,58,3,80,4,220,468
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 59","Scarborough",0,105,26,4,39,2,176,401
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 59-1","Scarborough",3,60,26,1,62,0,152,370
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 60","Scarborough",1,65,39,3,61,2,171,489
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 60-1","Scarborough",0,51,19,3,54,0,127,375
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 61","Scarborough",2,97,69,5,85,0,258,578
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 62","Scarborough",2,91,56,0,88,3,240,522
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 63","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 64","Scarborough",4,113,65,5,77,1,265,507
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 65","Scarborough",0,78,47,4,51,4,184,443
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 66","Scarborough",1,35,41,5,202,3,287,562
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 66-1","Scarborough",3,73,81,5,51,0,213,463
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 67","Scarborough",1,101,77,6,98,2,285,534
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 68","Scarborough",4,84,69,6,73,4,240,525
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 69","Scarborough",4,82,80,1,69,2,238,535
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 70","Scarborough",4,42,65,2,53,5,171,372
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 71","Scarborough",2,56,41,3,93,1,196,475
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 72","Scarborough",4,18,17,3,53,3,98,238
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 73","Scarborough",2,51,37,4,66,2,162,340
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 73-1","Scarborough",1,86,52,5,70,2,216,480
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 74","Scarborough",0,81,51,3,118,1,254,479
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 75","Scarborough",0,84,69,3,99,1,256,380
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 76","Scarborough",1,69,53,3,71,0,197,472
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 77","Scarborough",Merged with No. 75/Fusionné avec le nº 75,,,,,,,172
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 77-1","Scarborough",1,39,43,0,88,2,173,462
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 78","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 79","Scarborough",1,89,61,4,45,1,201,387
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 80","Scarborough",3,58,62,3,71,3,200,374
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 80-1","Scarborough",0,23,14,1,93,1,132,255
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81","Scarborough",1,44,59,4,166,0,274,560
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-1","Scarborough",1,26,76,1,142,4,250,457
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-2","Scarborough",1,31,29,0,153,1,215,456
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-3","Scarborough",4,53,43,3,141,1,245,549
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-4","Scarborough",2,32,62,2,188,0,286,593
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-5","Scarborough",0,73,54,3,194,1,325,608
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-6","Scarborough",5,50,73,1,183,0,312,578
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-7","Scarborough",3,46,46,1,176,0,272,482
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-8","Scarborough",2,42,37,1,165,1,248,536
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-9A","Scarborough",0,45,36,1,84,0,166,327
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 81-9B","Scarborough",0,45,47,1,106,0,199,334
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 82","Scarborough",0,36,38,2,145,1,222,409
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 82-1","Scarborough",3,56,47,1,203,3,313,528
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 82-2","Scarborough",0,31,38,1,88,0,158,256
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 83","Scarborough",0,39,36,2,137,0,214,406
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 84","Scarborough",1,28,42,0,97,1,169,405
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 84-1","Scarborough",0,26,29,0,60,0,115,310
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 85","Scarborough",2,60,55,1,114,0,232,514
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 86","Scarborough",3,46,62,2,109,0,222,489
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 87","Scarborough",1,89,59,0,113,1,263,498
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 88","Scarborough",3,54,42,3,108,1,211,472
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 89","Scarborough",0,69,70,3,88,0,230,509
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 90","Scarborough",3,44,66,2,130,0,245,561
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 90-1","Scarborough",Merged with No. 413/Fusionné avec le nº 413,,,,,,,198
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 91","Scarborough",1,26,34,2,52,1,116,311
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 91-1","Scarborough",4,79,76,1,94,2,256,377
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 92","Scarborough",1,57,59,6,143,0,266,535
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 93","Scarborough",1,35,53,3,79,2,173,393
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 94","Scarborough",1,54,44,3,95,1,198,421
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 95","Scarborough",2,21,54,0,82,1,160,313
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 96","Scarborough",0,69,59,4,92,0,224,445
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 97","Scarborough",2,36,46,0,61,0,145,339
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 98","Scarborough",1,47,60,1,73,0,182,393
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 99","Scarborough",1,41,70,2,127,0,241,555
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 100","Scarborough",2,34,81,2,127,1,247,499
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 101","Scarborough",2,67,74,1,99,0,243,505
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 102","Scarborough",1,72,50,11,94,1,229,456
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 103","Scarborough",1,29,83,1,96,2,212,427
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 104","Scarborough",1,51,63,3,91,0,209,397
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 105","Scarborough",1,55,52,1,64,0,173,407
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 106","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 107","Scarborough",1,53,100,2,60,1,217,461
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 108","Scarborough",1,24,33,6,46,1,111,303
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 109","Scarborough",2,46,40,5,185,0,278,523
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 110","Scarborough",2,69,54,1,100,1,227,432
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 111","Scarborough",3,62,47,1,90,0,203,400
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 112","Scarborough",3,73,82,1,94,0,253,508
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 113","Scarborough",1,51,62,1,76,1,192,417
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 114","Scarborough",3,79,84,3,94,1,264,501
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 115","Scarborough",0,47,59,1,77,1,185,443
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 116","Scarborough",2,38,127,2,75,0,244,428
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 117A","Scarborough",1,45,28,1,59,0,134,325
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 117B","Scarborough",2,44,24,1,77,1,149,335
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 118","Scarborough",6,56,36,1,55,0,154,329
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 118-1","Scarborough",2,68,41,2,71,0,184,367
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 119","Scarborough",3,44,23,4,66,1,141,294
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 120","Scarborough",1,70,42,5,106,2,226,467
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 121","Scarborough",2,54,58,5,54,1,174,372
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 122","Scarborough",1,58,59,2,75,1,196,438
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 123","Scarborough",4,51,42,4,56,0,157,342
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 124","Scarborough",2,63,50,5,69,0,189,372
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 125","Scarborough",0,63,40,4,79,1,187,435
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 126","Scarborough",1,32,41,1,34,0,109,304
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 127","Scarborough",0,39,50,4,87,1,181,417
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 128","Scarborough",1,55,64,2,112,2,236,497
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 129","Scarborough",1,65,86,4,119,3,278,532
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 130","Scarborough",3,52,70,1,120,3,249,497
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 131","Scarborough",0,18,49,4,39,0,110,234
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 131-1","Scarborough",1,35,62,4,85,0,187,402
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 132","Scarborough",1,66,86,9,105,0,267,539
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 133","Scarborough",0,48,54,5,117,2,226,489
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 134","Scarborough",1,37,53,7,79,0,177,462
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 135","Scarborough",1,58,60,6,128,3,256,538
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 136","Scarborough",2,80,94,7,118,4,305,579
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 137","Scarborough",1,35,40,5,69,0,150,406
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 138","Scarborough",1,42,47,1,114,1,206,477
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 139","Scarborough",0,16,27,1,57,2,103,323
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 140","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 141","Scarborough",3,37,33,2,96,1,172,472
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 142","Scarborough",0,46,51,1,95,0,193,445
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 143","Scarborough",1,62,45,2,60,0,170,393
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 144","Scarborough",4,46,76,5,70,2,203,375
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 145","Scarborough",2,78,57,5,89,1,232,476
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 146","Scarborough",0,47,45,3,79,1,175,404
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 147","Scarborough",2,64,68,5,119,0,258,479
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 148","Scarborough",0,49,53,4,118,0,224,437
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149","Scarborough",3,47,63,1,76,0,190,357
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-1","Scarborough",2,49,49,3,117,0,220,470
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-2","Scarborough",1,20,36,1,119,0,177,363
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-3","Scarborough",0,25,22,1,114,1,163,352
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-4A","Scarborough",0,27,27,0,69,0,123,299
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-4B","Scarborough",1,30,30,1,108,0,170,368
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-5","Scarborough",0,32,50,2,147,0,231,577
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 149-6","Scarborough",0,22,21,2,84,2,131,352
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 150","Scarborough",Void/Supprimé,,,,,,,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 150-1","Scarborough",1,45,32,2,47,2,129,395
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 400","Scarborough",0,36,14,1,3,0,54,153
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 401","Scarborough",2,81,32,2,51,2,170,475
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 402","Scarborough",2,49,38,1,44,0,134,443
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 403","Scarborough",2,81,26,3,34,2,148,393
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 404","Scarborough",4,69,38,4,38,0,153,369
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 405","Scarborough",2,58,34,1,58,0,153,515
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 406","Scarborough",0,56,49,1,105,3,214,487
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 407","Scarborough",1,29,36,2,114,0,182,322
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 408","Scarborough",1,38,24,0,80,1,144,290
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 409","Scarborough",2,98,56,4,95,3,258,445
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 410","Scarborough",1,41,46,5,61,1,155,381
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 411","Scarborough",0,88,60,3,74,1,226,566
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 412","Scarborough",4,76,41,0,30,3,154,247
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 413","Scarborough",2,26,43,2,170,1,244,371
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 414","Scarborough",2,18,40,2,76,1,139,371
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 415","Scarborough",1,29,20,0,94,0,144,357
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 416","Scarborough",0,41,38,0,132,1,212,447
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 417","Scarborough",0,24,20,1,77,1,123,251
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 418","Scarborough",3,29,16,0,13,1,62,244
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 419","Scarborough",3,65,32,0,29,1,130,181
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 420","Scarborough",1,80,43,1,28,0,153,236
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 600","Scarborough",4,235,211,8,112,4,574,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 601","Scarborough",9,256,221,11,122,0,619,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 602","Scarborough",3,194,204,10,173,1,585,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 603","Scarborough",6,201,176,4,170,0,557,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 604","Scarborough",4,173,262,6,389,6,840,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 605","Scarborough",0,167,145,7,140,0,459,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 606","Scarborough",5,79,148,8,156,3,399,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 607","Scarborough",1,139,141,4,290,3,578,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 608","Scarborough",2,250,238,16,140,0,646,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 609","Scarborough",3,177,188,12,150,2,532,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 610","Scarborough",3,136,169,12,259,1,580,
35083,"Scarborough--Rouge River/Scarborough--Rouge River"," 611","Scarborough",2,112,157,7,185,4,467,
35083,"Scarborough--Rouge River/Scarborough--Rouge River",,Group 1/Groupe 1,1,9,53,3,8,4,78,135
35083,"Scarborough--Rouge River/Scarborough--Rouge River",,Group 2/Groupe 2,5,82,164,6,85,0,342,
