Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Allan,Jerry Byrne,Jack Harris,Robert Miller,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10006,"St. John's East/St. John's-Est"," 94","St. John's",12,28,123,3,1,167,308
10006,"St. John's East/St. John's-Est"," 95","St. John's",16,51,193,0,0,260,456
10006,"St. John's East/St. John's-Est"," 96","St. John's",4,14,104,1,0,123,263
10006,"St. John's East/St. John's-Est"," 97","St. John's",7,37,134,3,1,182,305
10006,"St. John's East/St. John's-Est"," 98","St. John's",13,34,100,4,0,151,277
10006,"St. John's East/St. John's-Est"," 99","St. John's",10,43,139,2,0,194,357
10006,"St. John's East/St. John's-Est"," 100","St. John's",10,20,153,0,2,185,331
10006,"St. John's East/St. John's-Est"," 101","St. John's",8,36,136,2,1,183,364
10006,"St. John's East/St. John's-Est"," 102","St. John's",17,35,131,2,0,185,328
10006,"St. John's East/St. John's-Est"," 103","St. John's",5,14,76,1,0,96,286
10006,"St. John's East/St. John's-Est"," 104","St. John's",31,56,204,4,0,295,480
10006,"St. John's East/St. John's-Est"," 105","St. John's",24,22,115,4,0,165,280
10006,"St. John's East/St. John's-Est"," 106","St. John's",26,39,179,2,1,247,436
10006,"St. John's East/St. John's-Est"," 107","St. John's",18,36,104,3,1,162,261
10006,"St. John's East/St. John's-Est"," 108","St. John's",23,40,188,1,0,252,427
10006,"St. John's East/St. John's-Est"," 109","St. John's",5,30,91,2,0,128,222
10006,"St. John's East/St. John's-Est"," 110","St. John's",18,53,136,1,2,210,361
10006,"St. John's East/St. John's-Est"," 111","St. John's",11,29,129,4,0,173,281
10006,"St. John's East/St. John's-Est"," 112","St. John's",6,28,63,1,0,98,224
10006,"St. John's East/St. John's-Est"," 113","St. John's",17,35,149,3,0,204,367
10006,"St. John's East/St. John's-Est"," 114","St. John's",11,37,106,5,7,166,339
10006,"St. John's East/St. John's-Est"," 115","St. John's",18,16,121,5,2,162,262
10006,"St. John's East/St. John's-Est"," 116","St. John's",7,34,115,5,0,161,335
10006,"St. John's East/St. John's-Est"," 117","St. John's",5,13,74,1,0,93,284
10006,"St. John's East/St. John's-Est"," 118","St. John's",9,20,88,4,0,121,251
10006,"St. John's East/St. John's-Est"," 119","St. John's",15,31,110,0,0,156,255
10006,"St. John's East/St. John's-Est"," 120","St. John's",10,26,93,2,0,131,244
10006,"St. John's East/St. John's-Est"," 121","St. John's",10,31,105,3,0,149,260
10006,"St. John's East/St. John's-Est"," 122","St. John's",15,35,95,2,0,147,252
10006,"St. John's East/St. John's-Est"," 123","St. John's",6,27,111,1,0,145,319
10006,"St. John's East/St. John's-Est"," 124","St. John's",13,28,158,1,0,200,452
10006,"St. John's East/St. John's-Est"," 124-1","St. John's",10,19,140,6,1,176,421
10006,"St. John's East/St. John's-Est"," 125","St. John's",31,24,145,5,1,206,400
10006,"St. John's East/St. John's-Est"," 126","St. John's",14,28,168,5,0,215,458
10006,"St. John's East/St. John's-Est"," 127","St. John's",7,14,143,1,0,165,299
10006,"St. John's East/St. John's-Est"," 128","St. John's",13,17,179,2,1,212,339
10006,"St. John's East/St. John's-Est"," 129","St. John's",9,17,114,3,1,144,296
10006,"St. John's East/St. John's-Est"," 130","St. John's",12,12,170,9,0,203,380
10006,"St. John's East/St. John's-Est"," 131","St. John's",23,27,151,1,0,202,389
10006,"St. John's East/St. John's-Est"," 132","St. John's",12,16,106,6,0,140,363
10006,"St. John's East/St. John's-Est"," 133","St. John's",10,26,180,2,0,218,393
10006,"St. John's East/St. John's-Est"," 134","St. John's",12,20,139,6,3,180,364
10006,"St. John's East/St. John's-Est"," 135","St. John's",5,22,114,2,0,143,289
10006,"St. John's East/St. John's-Est"," 136","St. John's",6,13,105,5,0,129,273
10006,"St. John's East/St. John's-Est"," 137","St. John's",10,23,109,3,1,146,278
10006,"St. John's East/St. John's-Est"," 138","St. John's",7,22,93,1,0,123,254
10006,"St. John's East/St. John's-Est"," 139","Conception Bay South",19,40,133,0,1,193,374
10006,"St. John's East/St. John's-Est"," 139-1","Conception Bay South",20,50,192,5,1,268,479
10006,"St. John's East/St. John's-Est"," 140","Conception Bay South",14,46,128,1,0,189,411
10006,"St. John's East/St. John's-Est"," 141","Conception Bay South",19,54,175,3,0,251,501
10006,"St. John's East/St. John's-Est"," 142","Conception Bay South",22,40,193,1,1,257,421
10006,"St. John's East/St. John's-Est"," 143","Conception Bay South",11,36,122,0,0,169,314
10006,"St. John's East/St. John's-Est"," 144","Conception Bay South",10,46,179,4,0,239,511
10006,"St. John's East/St. John's-Est"," 145","Conception Bay South",10,46,165,4,0,225,478
10006,"St. John's East/St. John's-Est"," 146","Conception Bay South",12,35,195,1,0,243,436
10006,"St. John's East/St. John's-Est"," 147","Conception Bay South",6,55,174,1,0,236,426
10006,"St. John's East/St. John's-Est"," 147-1","Conception Bay South",14,13,86,2,0,115,275
10006,"St. John's East/St. John's-Est"," 148","Conception Bay South",14,45,119,3,0,181,392
10006,"St. John's East/St. John's-Est"," 148-1","Conception Bay South",9,31,120,1,0,161,328
10006,"St. John's East/St. John's-Est"," 149","Conception Bay South",9,35,177,1,0,222,428
10006,"St. John's East/St. John's-Est"," 150","Conception Bay South",14,49,126,2,1,192,347
10006,"St. John's East/St. John's-Est"," 151","Conception Bay South",Void/Supprimé,,,,,,
10006,"St. John's East/St. John's-Est"," 152","Conception Bay South",10,39,113,0,1,163,389
10006,"St. John's East/St. John's-Est"," 153","Conception Bay South",20,45,164,1,0,230,495
10006,"St. John's East/St. John's-Est"," 153-1","Conception Bay South",11,39,146,2,1,199,515
10006,"St. John's East/St. John's-Est"," 154","Conception Bay South",19,34,119,1,2,175,356
10006,"St. John's East/St. John's-Est"," 155","Conception Bay South",4,51,86,1,0,142,372
10006,"St. John's East/St. John's-Est"," 500","Mobile poll/Bureau itinérant",11,20,29,0,6,66,86
10006,"St. John's East/St. John's-Est"," 501A","Mobile poll/Bureau itinérant",12,23,30,0,3,68,131
10006,"St. John's East/St. John's-Est"," 501B","Mobile poll/Bureau itinérant",18,14,24,3,3,62,22
10006,"St. John's East/St. John's-Est"," 502","Mobile poll/Bureau itinérant",42,49,55,3,4,153,264
10006,"St. John's East/St. John's-Est"," 503","Mobile poll/Bureau itinérant",17,27,38,1,0,83,180
10006,"St. John's East/St. John's-Est"," 504A","Mobile poll/Bureau itinérant",18,37,61,0,3,119,76
10006,"St. John's East/St. John's-Est"," 504B","Mobile poll/Bureau itinérant",11,21,48,1,0,81,69
10006,"St. John's East/St. John's-Est"," 600","Torbay",26,130,310,4,0,470,
10006,"St. John's East/St. John's-Est"," 601","Wabana",5,34,84,2,0,125,
10006,"St. John's East/St. John's-Est"," 602","Portugal Cove-St. Philips",17,63,206,1,0,287,
10006,"St. John's East/St. John's-Est"," 603","Paradise",25,71,209,3,0,308,
10006,"St. John's East/St. John's-Est"," 604","St. John's",51,135,329,7,1,523,
10006,"St. John's East/St. John's-Est"," 605","St. John's",31,43,176,3,0,253,
10006,"St. John's East/St. John's-Est"," 606","St. John's",34,100,234,3,0,371,
10006,"St. John's East/St. John's-Est"," 607","St. John's",75,109,354,7,0,545,
10006,"St. John's East/St. John's-Est"," 608","St. John's",21,62,125,4,1,213,
10006,"St. John's East/St. John's-Est"," 609","St. John's",27,37,246,8,1,319,
10006,"St. John's East/St. John's-Est"," 610","Conception Bay South",32,98,343,6,0,479,
10006,"St. John's East/St. John's-Est"," 611","Pouch Cove",0,8,46,0,1,55,
10006,"St. John's East/St. John's-Est"," 612","Paradise",18,70,195,0,3,286,
10006,"St. John's East/St. John's-Est"," 613","St. John's",12,40,186,3,0,241,
10006,"St. John's East/St. John's-Est",,Group 1/Groupe 1,39,98,52,9,4,202,474
10006,"St. John's East/St. John's-Est",,Group 2/Groupe 2,136,300,640,20,4,1100,
