Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tunya Audain,Carol Lee Chapman,Doug Hartt,Allan Holt,Roger Lagassé,Terry Platt,Dan Veniez,Brennan Wauters,John Dunbar Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 29","Powell River",1,0,0,2,0,86,52,5,135,1,282,425
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 30","Powell River",0,0,0,0,1,86,47,10,167,0,311,549
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 31","Van Anda",0,1,0,0,1,112,22,15,61,0,212,340
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 32","Myrtle Point",0,1,0,0,2,65,21,18,91,0,198,336
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 33","Myrtle Point",1,0,1,0,3,131,42,28,179,1,386,635
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 34","Brew Bay",1,0,3,1,0,94,25,12,73,0,209,356
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 35","Brew Bay",2,1,1,0,0,123,45,36,107,0,315,484
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 36","Gillies Bay",0,0,0,1,3,165,30,42,90,0,331,502
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 37","Irvines Landing",0,0,0,2,2,63,24,5,99,0,195,378
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 37-1","Irvines Landing",1,0,1,0,0,35,38,13,107,0,195,359
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 38","Egmont",1,0,0,2,1,35,21,12,35,2,109,198
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 39","Tuwanek",0,1,0,2,2,61,39,19,61,1,186,346
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 40","Donnely Landing",1,0,0,2,0,61,17,15,78,0,174,325
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 40-1","Donnely Landing",0,0,0,1,0,30,15,10,69,0,125,231
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 41","Madeira Park",1,0,0,4,1,62,27,23,78,0,196,395
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 42","Madeira Park",1,0,0,1,0,63,30,13,53,1,162,318
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 43","Halfmoon Bay",2,1,0,2,1,82,80,28,133,2,331,590
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 44","Halfmoon Bay",1,0,1,5,5,67,69,12,104,0,264,435
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 44-1","Sunshine Coast B",1,0,0,0,2,112,51,25,122,0,313,567
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 45","Welcome Beach",3,0,0,3,1,79,51,24,93,2,256,456
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 46","Sechelt",2,0,0,0,1,26,31,6,75,0,141,281
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 47","Sechelt",1,1,0,3,0,69,39,13,112,1,239,485
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 48","Sechelt",2,0,0,3,3,123,51,27,153,2,364,631
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 48-1","Sechelt",0,0,0,0,0,49,33,6,97,0,185,300
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 49","Sechelt",1,0,0,4,3,48,45,10,106,1,218,416
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 49-1","Sechelt",0,0,0,1,3,58,24,13,146,2,247,416
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 50","Sechelt",1,0,0,0,4,66,46,18,123,1,259,496
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 51","Sechelt",0,1,0,0,1,62,48,21,85,1,219,380
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 52","Sechelt",0,0,0,0,0,26,15,10,24,0,75,120
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 53","Sechelt",2,0,0,2,0,73,52,17,110,0,256,473
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 53-1","Sechelt",4,1,0,2,2,45,33,15,67,1,170,327
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 54A","Sechelt",2,0,0,7,1,73,34,6,68,0,191,351
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 54B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,,,,23
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 55","Sechelt",2,0,0,1,1,66,37,16,81,1,205,443
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 56","Sechelt",1,0,0,0,1,112,16,16,23,0,169,444
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 57","Selma Park",0,0,0,3,0,58,42,10,81,0,194,379
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 58","Selma Park",0,0,0,2,4,80,52,14,130,0,282,442
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 59","Davis Bay",1,0,0,3,1,90,57,15,121,1,289,483
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 60","Davis Bay",0,0,0,2,1,119,44,14,87,0,267,474
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 61","Roberts Creek",3,1,0,1,2,115,97,30,87,1,337,568
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 62","Roberts Creek",0,0,0,1,2,110,87,28,98,0,326,516
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 63","Roberts Creek",0,1,0,3,2,84,99,20,78,0,287,464
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 64","Roberts Creek",1,0,0,2,4,114,76,35,54,1,287,450
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 65","Roberts Creek",0,1,1,1,2,116,84,34,68,0,307,494
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 66","Gibsons",2,0,0,3,2,96,72,26,98,1,300,564
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 67","Gibsons",0,2,0,3,1,86,49,9,134,0,284,586
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 68","Gibsons",0,0,0,1,0,109,67,14,94,0,285,457
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 69","Gibsons",0,0,0,0,1,62,37,10,109,3,222,414
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 70","Gower Point",0,0,1,1,0,97,38,24,115,0,276,456
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 70-1","Gower Point",1,0,0,1,1,62,30,17,47,0,159,317
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 71","Gibsons",3,1,0,0,0,93,63,17,126,1,304,535
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 72","Gibsons",1,1,0,3,3,79,35,4,146,3,275,562
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 73","Gower Point",0,1,0,0,0,69,49,16,81,1,217,355
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 74","Gibsons",2,0,0,1,0,80,65,25,68,1,242,471
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 75","Gibsons",0,1,0,0,3,46,32,11,58,0,151,329
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 76","Gibsons",0,0,0,0,2,89,46,20,69,1,227,393
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 77","Gibsons",0,0,1,0,1,79,50,21,50,0,202,351
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 78","Gibsons",0,0,0,0,1,63,55,21,52,0,192,383
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 79","Gibsons",0,0,0,0,2,43,34,13,46,2,140,261
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 79-1","Gibsons",0,0,0,1,0,59,20,11,56,0,147,265
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 80","Gibsons",0,0,0,0,0,28,10,3,33,0,74,150
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 81","Granthams Landing",0,1,0,0,3,91,57,12,112,1,277,544
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 82","Langdale",1,0,0,3,2,104,76,15,107,0,308,537
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 83","Gambier Harbour",0,1,0,0,0,35,16,8,16,0,76,105
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 84","Squamish",0,1,0,0,2,69,58,25,52,0,207,549
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 84-1","Squamish",2,0,2,4,0,94,43,29,54,2,230,560
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 85","Britannia Beach",2,0,0,0,1,41,35,14,73,2,168,343
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 86","Squamish",2,1,2,1,1,76,66,33,59,2,243,502
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 87","Squamish",1,0,0,1,2,120,53,31,70,3,281,526
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 88","Squamish",0,0,0,1,1,76,45,29,54,1,207,444
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 89","Squamish",1,1,0,0,0,94,34,17,87,3,237,486
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 90","Squamish",0,0,0,0,0,27,21,5,36,0,89,212
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 90-1","Squamish",1,0,0,0,0,42,67,24,78,0,212,370
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 91","Squamish",0,1,0,2,3,61,39,28,49,1,184,407
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 92","Squamish",1,0,2,0,2,81,29,21,72,3,211,468
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 93A","Squamish",0,0,0,0,0,48,31,14,43,0,136,323
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 93B","Squamish",1,0,0,0,0,50,23,6,52,0,132,290
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 94","Squamish",0,0,0,0,0,74,66,20,111,1,272,514
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 94-1","Squamish",0,0,1,1,2,30,34,7,52,0,127,222
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 95","Squamish",1,1,1,0,2,87,79,35,136,0,342,644
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 96","Squamish",1,0,0,1,1,79,62,20,88,0,252,445
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 97","Squamish",0,1,0,0,1,84,44,19,94,4,247,471
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 98","Squamish",0,0,0,1,0,45,20,12,49,1,128,379
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 98-1","Squamish",1,0,1,0,1,53,38,23,36,2,155,391
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 99","Squamish",1,0,2,0,1,110,42,26,117,2,301,634
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 100A","Squamish",0,0,1,0,0,63,39,23,51,0,177,359
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 100B","Squamish",1,0,0,0,1,72,32,30,64,1,201,388
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 101","Squamish",2,1,1,0,1,70,34,23,38,1,171,379
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 101-1","Squamish",1,0,0,1,2,54,23,16,52,0,149,285
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 102","Squamish",1,2,0,0,2,92,51,38,78,3,267,530
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 103","Squamish",1,0,0,0,2,104,70,27,128,1,333,686
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 104","Squamish",0,0,0,0,0,87,44,25,107,0,263,500
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 105","Squamish",0,1,1,0,0,82,24,30,59,0,197,370
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 106","Whistler",4,0,1,1,3,102,117,69,107,0,404,782
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 106-1","Squamish-Lillooet D",0,0,0,2,0,47,65,38,56,1,209,398
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 107","Whistler",0,0,0,0,3,27,44,22,35,0,131,306
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 107-1","Whistler",0,1,0,1,4,55,57,34,42,1,195,447
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 108","Whistler",0,0,0,0,0,37,46,29,25,0,137,347
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 109","Whistler",0,0,0,0,1,21,18,7,24,0,71,191
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 110","Whistler",0,0,0,0,3,42,59,22,62,0,188,466
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 111","Whistler",0,0,0,0,0,19,19,10,21,0,69,144
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 112","Whistler",1,1,0,0,2,41,47,33,67,0,192,424
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 113","Whistler",0,0,0,0,3,45,56,41,88,0,233,455
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 114","Whistler",2,0,0,0,2,49,67,40,90,1,251,561
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 115","Whistler",2,0,0,0,0,34,49,23,31,1,140,396
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 116","Whistler",0,0,0,0,1,62,37,39,48,1,188,436
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 117","Whistler",1,0,0,0,1,18,30,16,29,1,96,194
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 118","Whistler",0,0,0,0,0,30,26,16,40,2,114,271
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 119","Whistler",1,1,0,0,2,48,71,39,57,1,220,471
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 120","Whistler",4,1,0,0,0,40,44,19,51,2,161,336
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 121","Whistler",1,0,0,0,0,63,81,49,63,1,258,518
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 121-1","Whistler",0,0,0,0,1,19,20,10,23,0,73,131
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 122","Whistler",0,2,0,0,1,74,52,38,84,0,251,498
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 123","Bowen Island",1,2,0,0,1,30,34,15,56,0,139,242
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 123-1","Bowen Island",1,0,0,0,0,50,73,26,72,3,225,440
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 124","Bowen Island",1,0,0,0,0,62,87,33,41,1,225,377
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 124-1","Bowen Island",0,0,0,0,0,49,81,25,31,1,187,311
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 125","Bowen Island",1,0,0,0,1,56,101,28,84,1,272,417
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 126","Bowen Island",1,0,0,0,1,66,82,31,81,0,262,467
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 127","Bowen Island",0,0,0,0,0,23,35,9,49,0,116,246
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 128","Lions Bay",3,1,0,0,2,27,51,20,130,0,234,387
