Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Conway,Jessica Gal,Rachel Hoffman,Marlene Jennings,Gabrielle Ladouceur-Despins,David Andrew Lovett,Isabelle Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 178","Montréal",42,6,1,76,8,0,56,2,191,421
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 179","Montréal",13,10,0,91,10,0,76,0,200,295
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 180","Montréal",24,8,0,83,13,0,73,1,202,345
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 181","Montréal",22,11,2,89,22,2,106,1,255,430
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 182","Montréal",50,15,1,122,15,1,101,3,308,640
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 183","Montréal",18,10,0,53,5,1,88,0,175,372
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 184","Montréal",25,21,1,65,15,1,149,0,277,507
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 185","Montréal",15,5,0,51,1,0,57,2,131,388
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 186","Montréal",22,10,0,42,6,0,45,0,125,359
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 187","Montréal",24,15,2,45,4,1,74,0,165,457
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 188","Montréal",35,5,1,50,7,0,50,1,149,482
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 189","Montréal",19,11,0,58,3,0,55,10,156,387
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 190","Montréal",18,5,2,48,10,0,54,1,138,439
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 400","Montréal",13,9,0,21,2,0,54,1,100,256
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 401","Montréal",25,3,1,40,2,0,68,1,140,362
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 500","Mobile poll/Bureau itinérant",18,1,1,52,3,1,18,3,97,153
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 501","Mobile poll/Bureau itinérant",15,2,2,36,29,1,34,2,121,229
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 502","Mobile poll/Bureau itinérant",7,2,3,36,10,0,15,3,76,188
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 503","Mobile poll/Bureau itinérant",14,3,0,79,10,1,8,1,116,185
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 504","Mobile poll/Bureau itinérant",12,1,0,19,10,0,28,3,73,171
