Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Roger Benham,Maggie Braun,Nathan Paul Cullen,Clay Harmon,Rod Taylor,Kyle Warwick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 98","Terrace",3,3,110,48,6,7,3,180,454
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 99A","Terrace",0,0,79,38,4,4,0,125,244
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 99B","Terrace",3,1,59,44,2,4,1,114,239
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 100","Terrace",4,0,111,54,2,3,2,176,367
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 101","Terrace",4,1,77,39,6,7,0,134,376
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 102","Terrace",9,1,114,69,3,4,0,200,396
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 103","Kitimat",7,1,116,59,8,3,1,195,415
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 104","Kitimat",7,3,74,55,6,7,2,154,349
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 105","Kitimat",3,1,78,69,1,6,0,158,331
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 106","Kitimat",3,1,56,40,8,6,0,114,256
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 107","Kitimat",6,0,110,60,6,10,2,194,375
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 108","Kitimat",1,4,99,77,5,8,1,195,359
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 109","Kitimat",8,1,105,63,1,13,0,191,340
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 110","Kitimat",0,2,92,48,7,5,0,154,328
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 111","Kitimat",4,1,90,59,3,4,3,164,363
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 112","Kitimat",7,2,89,63,4,12,1,178,322
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 113","Kitimat",5,1,64,29,1,5,0,105,295
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 114","Kitimat",8,4,99,68,6,6,1,192,417
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 115","Kitimat",7,2,65,40,5,4,1,124,252
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 116","Kitimat",5,1,91,37,1,3,0,138,287
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 117","Kitimat",3,1,70,30,1,8,1,114,276
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 118","Kitimat",4,1,104,67,1,1,2,180,366
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 119","Kitimat",5,0,74,46,3,7,1,136,302
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 120","Kitimat",4,0,49,26,0,0,0,79,183
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 121","Kitimat Village",6,0,153,10,1,3,2,175,388
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 122","Usk",6,0,113,59,2,5,0,185,338
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 123","Thornhill",11,4,100,61,2,9,0,187,382
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 124","Thornhill",3,2,52,39,0,4,0,100,191
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 125","Thornhill",5,0,108,59,2,6,0,180,433
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 126","Thornhill",11,2,91,92,3,5,0,204,412
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 127","Thornhill",5,1,77,80,4,7,0,174,366
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 128","Thornhill",6,0,63,46,2,4,0,121,270
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 129","Thornhill",1,0,34,45,0,5,0,85,166
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 130","Thornhill",4,1,63,60,0,5,1,134,272
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 131A","Thornhill",1,1,52,62,5,4,0,125,229
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 131B","Thornhill",2,0,62,68,1,5,0,138,237
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 132A","Thornhill",8,3,70,55,0,8,0,144,270
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 132B","Thornhill",5,2,76,62,1,6,0,152,270
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 133","Lakelse Lake",8,0,56,61,1,7,0,133,192
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 134","Evelyn",2,1,67,44,5,3,0,122,249
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 135","Bulkley-Nechako A",3,0,80,56,16,5,0,160,240
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 136A","Bulkley-Nechako A",3,0,62,85,5,1,0,156,268
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 136B","Bulkley-Nechako A",2,0,55,72,8,4,2,143,259
59025,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 137A","Bulkley-Nechako A",2,0,36,59,9,4,1,111,249
