Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Braden,Jamilé Ghaddar,Anthony Giles,Nancy MacBain,Peter Michael Ormond,David Sweet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 102","Hamilton ",29,1,0,25,7,24,1,87,195
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 103","Hamilton ",60,1,0,39,19,28,0,147,319
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 104","Hamilton ",43,1,1,41,16,23,1,126,264
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 105","Hamilton ",72,1,0,35,15,38,1,162,296
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 106","Hamilton ",73,0,2,61,14,33,0,183,305
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 107","Hamilton ",90,0,0,47,17,36,0,190,327
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 108","Hamilton ",61,1,0,71,22,62,1,218,328
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 109","Hamilton ",41,0,0,48,3,20,0,112,230
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 110","Hamilton ",26,0,2,44,12,42,1,127,267
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 111","Hamilton ",34,0,0,42,11,59,0,146,331
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 112","Hamilton ",52,0,0,43,3,22,0,120,274
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 113","Hamilton ",35,1,1,30,3,25,1,96,221
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 114","Hamilton ",15,0,0,35,5,25,0,80,184
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 115","Hamilton ",Void/Supprimé,,,,,,,,
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 116","Hamilton ",22,0,0,42,6,52,0,122,266
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 117","Hamilton ",32,0,2,43,7,46,0,130,292
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 118","Hamilton ",19,1,0,47,14,45,1,127,278
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 119","Hamilton ",59,1,1,47,10,62,1,181,395
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 120","Hamilton ",31,0,0,42,13,55,0,141,328
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 121","Hamilton ",23,0,0,66,6,38,0,133,264
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 122","Hamilton ",Void/Supprimé,,,,,,,,
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 123","Hamilton ",70,1,2,127,17,102,1,320,596
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 124","Hamilton ",Merged with No. 124-1B/Fusionné avec le nº 124-1B,,,,,,,,230
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 124-1A","Hamilton ",64,0,1,61,17,77,0,220,403
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 124-1B","Hamilton ",53,2,0,72,12,83,2,224,232
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 125","Hamilton ",5,0,0,16,1,10,0,32,74
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 126","Hamilton ",Void/Supprimé,,,,,,,,
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 127","Hamilton ",27,1,1,37,8,53,1,128,261
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 128","Hamilton ",43,0,2,51,15,88,1,200,356
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 129","Hamilton ",46,0,0,57,9,96,1,209,342
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 130","Hamilton ",34,0,1,64,7,45,2,153,293
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 131","Hamilton ",28,0,0,30,4,48,1,111,208
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 132","Dundas",47,0,0,46,9,65,0,167,337
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 132-1","Dundas",55,1,0,72,10,138,0,276,465
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 133","Dundas",99,0,1,40,11,181,2,334,519
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 134","Dundas",56,0,2,55,13,93,0,219,386
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 135","Dundas",108,0,1,72,20,66,0,267,408
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 135-1","Dundas",53,0,0,16,13,67,0,149,263
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 136","Dundas",110,1,0,34,11,79,2,237,370
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 137","Dundas",42,0,0,51,12,64,1,170,338
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 138","Dundas",33,0,1,51,7,68,0,160,328
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 139","Dundas",101,0,1,36,17,58,1,214,370
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 140","Dundas",45,0,1,78,23,91,0,238,397
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 141","Dundas",59,0,1,71,15,118,3,267,473
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 142","Dundas",55,0,1,45,14,99,2,216,409
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 143","Dundas",55,0,2,79,10,77,0,223,397
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 143-1","Dundas",89,1,0,34,12,123,3,262,357
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 144","Dundas",57,0,0,55,7,97,1,217,435
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 145","Dundas",41,0,0,52,22,116,2,233,469
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 146","Dundas",50,0,1,49,12,77,0,189,363
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 147","Dundas",70,1,0,43,18,101,0,233,449
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 148","Dundas",76,0,0,51,12,110,0,249,477
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 149","Dundas",56,1,0,36,6,91,0,190,330
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 150","Dundas",52,0,1,24,7,104,0,188,319
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 151","Dundas",31,1,0,28,10,42,0,112,253
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 152","Dundas",87,0,0,41,16,129,0,273,492
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 153","Dundas",56,0,1,28,11,84,0,180,339
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 154","Dundas",46,0,0,43,7,78,0,174,339
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 155","Dundas",42,0,0,44,11,71,0,168,342
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 156","Ancaster",83,0,0,42,16,127,1,269,517
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 157","Ancaster",46,0,0,45,14,110,1,216,377
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 158","Ancaster",56,0,1,29,7,112,1,206,384
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 159","Ancaster",66,0,1,28,7,129,1,232,413
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 160","Ancaster",101,0,0,32,8,131,0,272,459
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 161A","Ancaster",43,1,0,21,3,96,1,165,305
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 161B","Ancaster",38,1,0,17,10,85,1,152,301
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 162","Ancaster",64,2,2,33,17,126,0,244,447
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 163","Ancaster",90,0,2,47,11,124,0,274,458
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 164","Ancaster",83,0,1,23,9,159,1,276,455
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 165","Ancaster",61,0,1,30,16,110,0,218,374
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 166","Ancaster",80,0,1,41,9,131,0,262,427
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 167","Ancaster",52,0,0,58,13,96,1,220,368
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 168","Ancaster",83,0,1,41,7,171,1,304,508
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 169","Ancaster",Void/Supprimé,,,,,,,,
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 170","Ancaster",72,1,1,36,13,161,3,287,496
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 171","Ancaster",51,0,1,39,13,118,1,223,357
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 172","Ancaster",64,0,1,41,4,139,2,251,434
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 173","Ancaster",62,1,0,47,11,125,1,247,406
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 174","Ancaster",106,1,0,44,16,139,0,306,520
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 175","Ancaster",55,0,0,30,7,113,0,205,324
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 176","Ancaster",24,0,1,27,5,65,0,122,227
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 177","Ancaster",78,0,0,58,14,143,0,293,506
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 178","Ancaster",47,0,0,47,14,146,0,254,424
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 179","Ancaster",74,0,2,55,7,150,1,289,453
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 180","Ancaster",74,0,0,72,9,139,0,294,490
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 181","Ancaster",69,0,0,63,15,126,2,275,421
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 182","Flamborough",37,0,0,28,9,114,1,189,315
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 183","Flamborough",33,1,0,36,12,123,0,205,338
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 184","Flamborough",25,0,1,41,11,124,2,204,360
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 185","Flamborough",46,0,0,32,15,92,0,185,284
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 186","Ancaster",61,0,0,43,15,126,2,247,393
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 187","Ancaster",31,0,0,60,8,142,3,244,432
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 188","Ancaster",48,0,1,34,9,152,0,244,387
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 189","Ancaster",32,0,0,43,17,133,0,225,381
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 190","Ancaster",69,0,1,44,4,111,1,230,437
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 191","Ancaster",80,0,0,33,7,98,1,219,452
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 192","Ancaster",42,1,0,40,4,66,0,153,325
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 193","Ancaster",42,0,0,44,14,146,0,246,455
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194","Ancaster",80,0,3,66,12,167,1,329,626
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194-1","Ancaster",64,0,2,54,5,150,2,277,621
35003,"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194-2","Ancaster",39,1,0,51,8,110,1,210,439
