Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Fahlman,Valerie Kennedy,Artem Medvedev,James Rajotte,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48014,"Edmonton--Leduc/Edmonton--Leduc"," 22","Edmonton",39,11,21,167,0,238,464
48014,"Edmonton--Leduc/Edmonton--Leduc"," 23","Edmonton",34,4,20,152,3,213,407
48014,"Edmonton--Leduc/Edmonton--Leduc"," 24","Edmonton",24,14,64,154,0,256,468
48014,"Edmonton--Leduc/Edmonton--Leduc"," 25","Edmonton",34,13,47,138,1,233,482
48014,"Edmonton--Leduc/Edmonton--Leduc"," 26","Edmonton",30,13,49,171,0,263,537
48014,"Edmonton--Leduc/Edmonton--Leduc"," 27","Edmonton",44,13,29,110,3,199,467
48014,"Edmonton--Leduc/Edmonton--Leduc"," 28","Edmonton",33,10,51,174,0,268,533
48014,"Edmonton--Leduc/Edmonton--Leduc"," 29","Edmonton",50,16,49,149,0,264,507
48014,"Edmonton--Leduc/Edmonton--Leduc"," 30","Edmonton",33,11,42,123,0,209,389
48014,"Edmonton--Leduc/Edmonton--Leduc"," 31","Edmonton",22,14,23,178,0,237,411
48014,"Edmonton--Leduc/Edmonton--Leduc"," 32","Edmonton",37,4,41,115,1,198,358
48014,"Edmonton--Leduc/Edmonton--Leduc"," 33","Edmonton",46,4,37,142,0,229,415
48014,"Edmonton--Leduc/Edmonton--Leduc"," 34","Edmonton",44,13,40,196,0,293,449
48014,"Edmonton--Leduc/Edmonton--Leduc"," 35","Edmonton",42,12,40,172,0,266,480
48014,"Edmonton--Leduc/Edmonton--Leduc"," 36","Edmonton",61,11,46,165,0,283,508
48014,"Edmonton--Leduc/Edmonton--Leduc"," 37","Edmonton",32,4,30,132,0,198,350
48014,"Edmonton--Leduc/Edmonton--Leduc"," 38","Edmonton",25,3,35,89,0,152,340
48014,"Edmonton--Leduc/Edmonton--Leduc"," 39","Edmonton",25,9,32,132,0,198,365
48014,"Edmonton--Leduc/Edmonton--Leduc"," 40","Edmonton",22,5,41,160,0,228,462
48014,"Edmonton--Leduc/Edmonton--Leduc"," 41","Edmonton",44,11,46,147,1,249,490
48014,"Edmonton--Leduc/Edmonton--Leduc"," 41-1","Edmonton",38,14,83,185,1,321,608
48014,"Edmonton--Leduc/Edmonton--Leduc"," 42","Edmonton",33,16,73,104,1,227,460
48014,"Edmonton--Leduc/Edmonton--Leduc"," 42-1","Edmonton",38,10,49,128,0,225,498
48014,"Edmonton--Leduc/Edmonton--Leduc"," 43","Edmonton",36,9,50,205,0,300,604
48014,"Edmonton--Leduc/Edmonton--Leduc"," 44","Edmonton",36,21,46,102,1,206,296
48014,"Edmonton--Leduc/Edmonton--Leduc"," 45","Edmonton",58,36,65,148,1,308,443
48014,"Edmonton--Leduc/Edmonton--Leduc"," 46","Edmonton",49,26,75,162,1,313,558
48014,"Edmonton--Leduc/Edmonton--Leduc"," 47","Edmonton",33,12,39,160,0,244,457
48014,"Edmonton--Leduc/Edmonton--Leduc"," 48","Edmonton",30,9,22,146,0,207,366
48014,"Edmonton--Leduc/Edmonton--Leduc"," 49","Edmonton",29,8,26,156,0,219,414
48014,"Edmonton--Leduc/Edmonton--Leduc"," 50","Edmonton",27,5,39,79,0,150,409
48014,"Edmonton--Leduc/Edmonton--Leduc"," 51","Edmonton",17,5,38,47,1,108,288
48014,"Edmonton--Leduc/Edmonton--Leduc"," 52","Edmonton",15,11,45,80,0,151,478
48014,"Edmonton--Leduc/Edmonton--Leduc"," 53","Edmonton",39,17,102,142,0,300,520
48014,"Edmonton--Leduc/Edmonton--Leduc"," 54","Edmonton",2,6,31,24,2,65,243
48014,"Edmonton--Leduc/Edmonton--Leduc"," 55","Edmonton",29,11,48,96,0,184,336
48014,"Edmonton--Leduc/Edmonton--Leduc"," 56","Edmonton",7,7,34,56,0,104,229
48014,"Edmonton--Leduc/Edmonton--Leduc"," 57","Edmonton",18,7,42,86,0,153,381
48014,"Edmonton--Leduc/Edmonton--Leduc"," 58","Edmonton",17,11,48,91,1,168,298
48014,"Edmonton--Leduc/Edmonton--Leduc"," 59","Edmonton",19,14,24,109,0,166,245
48014,"Edmonton--Leduc/Edmonton--Leduc"," 60","Edmonton",15,12,39,95,0,161,348
48014,"Edmonton--Leduc/Edmonton--Leduc"," 61","Edmonton",21,9,51,86,0,167,329
48014,"Edmonton--Leduc/Edmonton--Leduc"," 62","Edmonton",20,10,32,64,0,126,240
48014,"Edmonton--Leduc/Edmonton--Leduc"," 63","Edmonton",11,12,57,98,0,178,410
48014,"Edmonton--Leduc/Edmonton--Leduc"," 64","Edmonton",18,10,59,51,1,139,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 65","Edmonton",19,8,35,106,1,169,293
48014,"Edmonton--Leduc/Edmonton--Leduc"," 66","Edmonton",30,9,59,126,1,225,341
48014,"Edmonton--Leduc/Edmonton--Leduc"," 67","Edmonton",26,11,36,126,0,199,321
48014,"Edmonton--Leduc/Edmonton--Leduc"," 68","Edmonton",27,15,49,54,1,146,358
48014,"Edmonton--Leduc/Edmonton--Leduc"," 69","Edmonton",23,15,60,61,0,159,307
48014,"Edmonton--Leduc/Edmonton--Leduc"," 70","Edmonton",34,14,44,92,2,186,290
48014,"Edmonton--Leduc/Edmonton--Leduc"," 71","Edmonton",19,16,30,105,0,170,297
48014,"Edmonton--Leduc/Edmonton--Leduc"," 72","Edmonton",33,23,63,93,0,212,353
48014,"Edmonton--Leduc/Edmonton--Leduc"," 73","Edmonton",22,15,62,94,1,194,346
48014,"Edmonton--Leduc/Edmonton--Leduc"," 74","Edmonton",41,11,61,113,0,226,374
48014,"Edmonton--Leduc/Edmonton--Leduc"," 75","Edmonton",27,18,65,129,0,239,424
48014,"Edmonton--Leduc/Edmonton--Leduc"," 76","Edmonton",38,14,49,110,0,211,340
48014,"Edmonton--Leduc/Edmonton--Leduc"," 77","Edmonton",29,14,46,120,0,209,358
48014,"Edmonton--Leduc/Edmonton--Leduc"," 78","Edmonton",28,16,53,111,0,208,349
48014,"Edmonton--Leduc/Edmonton--Leduc"," 79","Edmonton",39,19,69,160,0,287,383
48014,"Edmonton--Leduc/Edmonton--Leduc"," 80","Edmonton",25,11,51,71,0,158,331
48014,"Edmonton--Leduc/Edmonton--Leduc"," 81","Edmonton",42,12,60,136,0,250,407
48014,"Edmonton--Leduc/Edmonton--Leduc"," 82","Edmonton",11,12,55,48,0,126,328
48014,"Edmonton--Leduc/Edmonton--Leduc"," 83","Edmonton",23,12,35,132,0,202,346
48014,"Edmonton--Leduc/Edmonton--Leduc"," 84","Edmonton",20,6,44,116,0,186,331
48014,"Edmonton--Leduc/Edmonton--Leduc"," 85","Edmonton",16,8,34,51,0,109,219
48014,"Edmonton--Leduc/Edmonton--Leduc"," 86","Edmonton",17,7,37,118,0,179,321
48014,"Edmonton--Leduc/Edmonton--Leduc"," 87","Edmonton",18,10,33,71,0,132,303
48014,"Edmonton--Leduc/Edmonton--Leduc"," 88","Edmonton",17,18,70,124,0,229,385
48014,"Edmonton--Leduc/Edmonton--Leduc"," 89","Edmonton",14,10,39,56,0,119,257
48014,"Edmonton--Leduc/Edmonton--Leduc"," 90","Edmonton",11,2,14,25,0,52,199
48014,"Edmonton--Leduc/Edmonton--Leduc"," 91","Edmonton",34,6,72,86,1,199,405
48014,"Edmonton--Leduc/Edmonton--Leduc"," 92","Edmonton",28,9,70,111,2,220,373
48014,"Edmonton--Leduc/Edmonton--Leduc"," 93","Edmonton",19,8,62,142,0,231,348
48014,"Edmonton--Leduc/Edmonton--Leduc"," 94","Edmonton",27,9,33,115,0,184,289
48014,"Edmonton--Leduc/Edmonton--Leduc"," 95","Edmonton",26,11,68,128,0,233,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 96","Edmonton",21,11,46,61,0,139,251
48014,"Edmonton--Leduc/Edmonton--Leduc"," 97","Edmonton",33,9,48,128,1,219,356
48014,"Edmonton--Leduc/Edmonton--Leduc"," 98","Edmonton",42,1,54,160,0,257,458
48014,"Edmonton--Leduc/Edmonton--Leduc"," 99","Edmonton",26,7,45,126,0,204,379
48014,"Edmonton--Leduc/Edmonton--Leduc"," 100","Edmonton",33,10,79,109,0,231,411
48014,"Edmonton--Leduc/Edmonton--Leduc"," 101","Edmonton",7,1,19,30,1,58,154
48014,"Edmonton--Leduc/Edmonton--Leduc"," 102","Edmonton",Void/Supprimé,,,,,,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 103","Edmonton",40,12,76,229,0,357,621
48014,"Edmonton--Leduc/Edmonton--Leduc"," 104","Edmonton",13,7,37,67,0,124,287
48014,"Edmonton--Leduc/Edmonton--Leduc"," 105","Edmonton",22,6,33,79,0,140,270
48014,"Edmonton--Leduc/Edmonton--Leduc"," 106","Edmonton",24,11,51,105,1,192,341
48014,"Edmonton--Leduc/Edmonton--Leduc"," 107","Edmonton",13,12,56,99,1,181,416
48014,"Edmonton--Leduc/Edmonton--Leduc"," 108","Edmonton",7,9,32,76,1,125,347
48014,"Edmonton--Leduc/Edmonton--Leduc"," 109","Edmonton",23,9,50,111,1,194,435
48014,"Edmonton--Leduc/Edmonton--Leduc"," 110","Edmonton",24,9,30,147,0,210,338
48014,"Edmonton--Leduc/Edmonton--Leduc"," 111","Edmonton",21,8,75,135,1,240,478
48014,"Edmonton--Leduc/Edmonton--Leduc"," 112","Edmonton",26,11,59,119,1,216,330
48014,"Edmonton--Leduc/Edmonton--Leduc"," 113","Edmonton",27,11,39,149,1,227,363
48014,"Edmonton--Leduc/Edmonton--Leduc"," 114","Edmonton",29,23,75,139,0,266,525
48014,"Edmonton--Leduc/Edmonton--Leduc"," 115","Edmonton",35,10,57,132,0,234,387
48014,"Edmonton--Leduc/Edmonton--Leduc"," 116","Edmonton",33,7,67,215,1,323,534
48014,"Edmonton--Leduc/Edmonton--Leduc"," 117","Edmonton",17,8,42,77,2,146,293
48014,"Edmonton--Leduc/Edmonton--Leduc"," 117-1","Edmonton",46,9,79,254,0,388,651
48014,"Edmonton--Leduc/Edmonton--Leduc"," 118","Edmonton",Void/Supprimé,,,,,,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 119","Edmonton",41,10,44,133,0,228,455
48014,"Edmonton--Leduc/Edmonton--Leduc"," 120","Edmonton",34,14,39,158,0,245,406
48014,"Edmonton--Leduc/Edmonton--Leduc"," 121","Edmonton",55,13,45,192,0,305,532
48014,"Edmonton--Leduc/Edmonton--Leduc"," 122","Edmonton",33,5,40,213,0,291,546
48014,"Edmonton--Leduc/Edmonton--Leduc"," 123","Edmonton",18,5,38,113,0,174,368
48014,"Edmonton--Leduc/Edmonton--Leduc"," 124","Edmonton",34,7,47,125,0,213,374
48014,"Edmonton--Leduc/Edmonton--Leduc"," 125","Edmonton",30,4,41,144,0,219,381
48014,"Edmonton--Leduc/Edmonton--Leduc"," 126","Edmonton",21,6,30,116,0,173,351
48014,"Edmonton--Leduc/Edmonton--Leduc"," 127","Edmonton",33,8,65,171,1,278,524
48014,"Edmonton--Leduc/Edmonton--Leduc"," 128","Edmonton",40,9,45,118,0,212,389
48014,"Edmonton--Leduc/Edmonton--Leduc"," 129","Edmonton",16,7,30,62,1,116,240
48014,"Edmonton--Leduc/Edmonton--Leduc"," 130","Edmonton",18,12,53,127,0,210,401
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131","Edmonton",37,7,42,148,0,234,542
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131-1A","Edmonton",27,4,14,92,0,137,362
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131-1B","Edmonton",24,6,31,92,0,153,367
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131-2","Edmonton",22,4,37,173,0,236,501
48014,"Edmonton--Leduc/Edmonton--Leduc"," 131-3","Edmonton",12,4,26,65,0,107,230
48014,"Edmonton--Leduc/Edmonton--Leduc"," 132","Edmonton",39,5,49,108,0,201,444
48014,"Edmonton--Leduc/Edmonton--Leduc"," 132-1","Edmonton",57,8,50,184,0,299,635
48014,"Edmonton--Leduc/Edmonton--Leduc"," 133","Edmonton",46,21,62,144,0,273,541
48014,"Edmonton--Leduc/Edmonton--Leduc"," 133-1","Edmonton",30,5,22,118,0,175,340
48014,"Edmonton--Leduc/Edmonton--Leduc"," 134","Edmonton",44,22,70,145,0,281,581
48014,"Edmonton--Leduc/Edmonton--Leduc"," 135","Edmonton",33,14,55,139,0,241,477
48014,"Edmonton--Leduc/Edmonton--Leduc"," 136","Edmonton",30,11,42,157,2,242,484
48014,"Edmonton--Leduc/Edmonton--Leduc"," 137","Edmonton",31,8,27,138,0,204,366
48014,"Edmonton--Leduc/Edmonton--Leduc"," 138","Edmonton",34,9,61,144,0,248,435
48014,"Edmonton--Leduc/Edmonton--Leduc"," 139","Edmonton",56,8,36,247,1,348,616
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140","Edmonton",22,12,46,124,0,204,447
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140-1","Edmonton",23,17,60,260,2,362,712
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140-2A","Edmonton",14,11,40,160,0,225,442
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140-2B","Edmonton",12,9,40,139,1,201,411
48014,"Edmonton--Leduc/Edmonton--Leduc"," 140-3","Edmonton",34,9,61,163,0,267,606
48014,"Edmonton--Leduc/Edmonton--Leduc"," 141A","Edmonton",30,10,47,114,0,201,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 141B","Edmonton",20,13,67,112,1,213,346
48014,"Edmonton--Leduc/Edmonton--Leduc"," 141-1","Edmonton",26,12,40,111,0,189,527
48014,"Edmonton--Leduc/Edmonton--Leduc"," 142A","Edmonton",49,30,74,178,0,331,625
48014,"Edmonton--Leduc/Edmonton--Leduc"," 142B","Edmonton",49,11,71,155,0,286,584
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143A","Edmonton",23,9,68,145,0,245,579
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143B","Edmonton",22,9,75,131,0,237,590
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143-1","Edmonton",38,15,59,168,0,280,604
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143-2A","Edmonton",18,6,39,104,2,169,354
48014,"Edmonton--Leduc/Edmonton--Leduc"," 143-2B","Edmonton",21,11,34,112,1,179,396
48014,"Edmonton--Leduc/Edmonton--Leduc"," 144","Edmonton",17,10,36,112,3,178,469
48014,"Edmonton--Leduc/Edmonton--Leduc"," 144-1","Edmonton",14,3,32,119,1,169,356
48014,"Edmonton--Leduc/Edmonton--Leduc"," 145","Edmonton",29,9,53,133,0,224,551
48014,"Edmonton--Leduc/Edmonton--Leduc"," 146","Edmonton",26,16,55,112,0,209,541
48014,"Edmonton--Leduc/Edmonton--Leduc"," 147A","Edmonton",25,6,39,88,1,159,351
48014,"Edmonton--Leduc/Edmonton--Leduc"," 147B","Edmonton",20,6,48,87,1,162,328
48014,"Edmonton--Leduc/Edmonton--Leduc"," 148","Edmonton",32,14,28,191,0,265,568
48014,"Edmonton--Leduc/Edmonton--Leduc"," 148-1","Edmonton",16,1,24,79,1,121,320
48014,"Edmonton--Leduc/Edmonton--Leduc"," 149","Edmonton",29,10,24,139,1,203,381
48014,"Edmonton--Leduc/Edmonton--Leduc"," 150","Edmonton",20,12,52,170,0,254,591
48014,"Edmonton--Leduc/Edmonton--Leduc"," 151","Edmonton",8,5,13,83,0,109,223
48014,"Edmonton--Leduc/Edmonton--Leduc"," 152","Edmonton",47,8,35,104,0,194,423
48014,"Edmonton--Leduc/Edmonton--Leduc"," 153","Edmonton",25,4,28,105,0,162,361
48014,"Edmonton--Leduc/Edmonton--Leduc"," 153-1","Edmonton",23,11,43,126,0,203,491
48014,"Edmonton--Leduc/Edmonton--Leduc"," 154","Edmonton",23,5,38,85,0,151,440
48014,"Edmonton--Leduc/Edmonton--Leduc"," 155","Edmonton",26,5,26,174,0,231,456
48014,"Edmonton--Leduc/Edmonton--Leduc"," 156","Edmonton",25,5,41,154,3,228,572
48014,"Edmonton--Leduc/Edmonton--Leduc"," 156-1","Edmonton",7,9,45,73,1,135,427
48014,"Edmonton--Leduc/Edmonton--Leduc"," 157","Edmonton",21,11,32,159,1,224,421
48014,"Edmonton--Leduc/Edmonton--Leduc"," 157-1","Edmonton",41,9,41,232,1,324,632
48014,"Edmonton--Leduc/Edmonton--Leduc"," 158","Edmonton",20,14,52,192,0,278,587
48014,"Edmonton--Leduc/Edmonton--Leduc"," 159","Edmonton",30,10,51,154,2,247,567
48014,"Edmonton--Leduc/Edmonton--Leduc"," 159-1A","Edmonton",38,9,64,165,0,276,568
48014,"Edmonton--Leduc/Edmonton--Leduc"," 159-1B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,83
48014,"Edmonton--Leduc/Edmonton--Leduc"," 159-2","Edmonton",26,15,33,118,2,194,384
48014,"Edmonton--Leduc/Edmonton--Leduc"," 160","Edmonton",19,8,60,134,0,221,504
48014,"Edmonton--Leduc/Edmonton--Leduc"," 160-1","Edmonton",26,6,44,118,0,194,366
48014,"Edmonton--Leduc/Edmonton--Leduc"," 161","Devon",9,16,30,146,0,201,398
48014,"Edmonton--Leduc/Edmonton--Leduc"," 162","Devon",13,18,23,168,2,224,481
48014,"Edmonton--Leduc/Edmonton--Leduc"," 163","Devon",9,19,29,142,1,200,417
48014,"Edmonton--Leduc/Edmonton--Leduc"," 164","Devon",6,16,46,178,0,246,452
48014,"Edmonton--Leduc/Edmonton--Leduc"," 165","Devon",18,14,31,181,2,246,495
48014,"Edmonton--Leduc/Edmonton--Leduc"," 166","Devon",3,14,29,154,0,200,403
48014,"Edmonton--Leduc/Edmonton--Leduc"," 167","Devon",5,20,47,146,1,219,517
48014,"Edmonton--Leduc/Edmonton--Leduc"," 167-1","Devon",3,9,25,197,0,234,469
48014,"Edmonton--Leduc/Edmonton--Leduc"," 168","Leduc",Void/Supprimé,,,,,,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 169","Devon",13,9,30,188,2,242,488
48014,"Edmonton--Leduc/Edmonton--Leduc"," 169-1","Devon",7,13,42,179,0,241,463
48014,"Edmonton--Leduc/Edmonton--Leduc"," 170","Leduc County",9,4,14,116,1,144,247
48014,"Edmonton--Leduc/Edmonton--Leduc"," 171","Leduc County",1,5,11,118,0,135,227
48014,"Edmonton--Leduc/Edmonton--Leduc"," 172A","Leduc",5,3,14,82,1,105,346
48014,"Edmonton--Leduc/Edmonton--Leduc"," 172B","Leduc",5,5,21,83,0,114,362
48014,"Edmonton--Leduc/Edmonton--Leduc"," 172-1","Leduc",5,5,25,119,1,155,333
48014,"Edmonton--Leduc/Edmonton--Leduc"," 173","Leduc",9,5,22,205,0,241,530
48014,"Edmonton--Leduc/Edmonton--Leduc"," 174","Leduc",9,13,40,217,0,279,582
48014,"Edmonton--Leduc/Edmonton--Leduc"," 175","Leduc",12,8,16,220,1,257,405
48014,"Edmonton--Leduc/Edmonton--Leduc"," 175-1A","Leduc",8,14,38,249,1,310,758
48014,"Edmonton--Leduc/Edmonton--Leduc"," 175-1B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,53
48014,"Edmonton--Leduc/Edmonton--Leduc"," 176","Leduc",8,6,23,228,1,266,428
48014,"Edmonton--Leduc/Edmonton--Leduc"," 177","Leduc",8,23,34,177,0,242,482
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178","Leduc",2,11,38,196,0,247,435
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178-1","Leduc",7,7,30,214,2,260,510
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178-2A","Leduc",7,9,26,98,0,140,359
48014,"Edmonton--Leduc/Edmonton--Leduc"," 178-2B","Leduc",6,6,32,94,0,138,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 179","Leduc",5,10,31,147,0,193,410
48014,"Edmonton--Leduc/Edmonton--Leduc"," 180","Leduc",7,8,17,112,1,145,369
48014,"Edmonton--Leduc/Edmonton--Leduc"," 181","Leduc",10,13,27,112,0,162,355
48014,"Edmonton--Leduc/Edmonton--Leduc"," 182","Leduc",9,6,20,160,1,196,382
48014,"Edmonton--Leduc/Edmonton--Leduc"," 183","Leduc",9,7,25,184,0,225,488
48014,"Edmonton--Leduc/Edmonton--Leduc"," 184","Leduc",4,3,17,114,1,139,320
48014,"Edmonton--Leduc/Edmonton--Leduc"," 185","Leduc",6,13,16,90,0,125,326
48014,"Edmonton--Leduc/Edmonton--Leduc"," 186","Leduc",5,5,35,116,0,161,474
48014,"Edmonton--Leduc/Edmonton--Leduc"," 187","Leduc",13,10,34,167,0,224,450
48014,"Edmonton--Leduc/Edmonton--Leduc"," 188","Leduc",12,12,42,220,0,286,538
48014,"Edmonton--Leduc/Edmonton--Leduc"," 189","Leduc",3,5,29,122,0,159,418
48014,"Edmonton--Leduc/Edmonton--Leduc"," 190","Leduc",6,9,24,144,1,184,409
48014,"Edmonton--Leduc/Edmonton--Leduc"," 191A","Leduc",6,3,29,185,0,223,437
48014,"Edmonton--Leduc/Edmonton--Leduc"," 191B","Leduc",12,5,26,138,0,181,408
48014,"Edmonton--Leduc/Edmonton--Leduc"," 192","Leduc",6,12,34,186,1,239,506
48014,"Edmonton--Leduc/Edmonton--Leduc"," 193","Leduc",8,12,20,166,1,207,474
48014,"Edmonton--Leduc/Edmonton--Leduc"," 194","Leduc",10,21,35,184,0,250,611
48014,"Edmonton--Leduc/Edmonton--Leduc"," 195","Leduc",11,20,40,179,0,250,617
48014,"Edmonton--Leduc/Edmonton--Leduc"," 196","Leduc",5,8,19,82,0,114,273
48014,"Edmonton--Leduc/Edmonton--Leduc"," 197","Leduc",6,15,19,138,1,179,424
48014,"Edmonton--Leduc/Edmonton--Leduc"," 198","Leduc",10,15,19,183,0,227,431
48014,"Edmonton--Leduc/Edmonton--Leduc"," 199","Leduc",9,19,38,187,1,254,539
48014,"Edmonton--Leduc/Edmonton--Leduc"," 200","Leduc",12,2,26,162,0,202,459
48014,"Edmonton--Leduc/Edmonton--Leduc"," 201","Leduc",5,7,17,123,0,152,319
48014,"Edmonton--Leduc/Edmonton--Leduc"," 202","Leduc County",9,7,24,222,0,262,423
48014,"Edmonton--Leduc/Edmonton--Leduc"," 203","Leduc County",5,5,14,109,0,133,249
48014,"Edmonton--Leduc/Edmonton--Leduc"," 400","Edmonton",13,3,20,64,1,101,211
48014,"Edmonton--Leduc/Edmonton--Leduc"," 401","Edmonton",15,6,26,72,0,119,171
48014,"Edmonton--Leduc/Edmonton--Leduc"," 402","Edmonton",12,1,18,76,1,108,194
48014,"Edmonton--Leduc/Edmonton--Leduc"," 500","Mobile poll/Bureau itinérant",18,4,20,184,1,227,306
48014,"Edmonton--Leduc/Edmonton--Leduc"," 501","Mobile poll/Bureau itinérant",8,4,11,62,0,85,89
48014,"Edmonton--Leduc/Edmonton--Leduc"," 502","Mobile poll/Bureau itinérant",27,8,25,224,1,285,314
48014,"Edmonton--Leduc/Edmonton--Leduc"," 503","Mobile poll/Bureau itinérant",16,12,24,106,0,158,216
48014,"Edmonton--Leduc/Edmonton--Leduc"," 504","Mobile poll/Bureau itinérant",22,5,21,106,3,157,242
48014,"Edmonton--Leduc/Edmonton--Leduc"," 600","Edmonton",100,26,96,240,1,463,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 601","Edmonton",114,12,68,404,4,602,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 602","Edmonton",148,23,70,342,1,584,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 603","Edmonton",117,45,107,345,2,616,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 604","Edmonton",113,31,114,302,0,560,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 605","Edmonton",80,14,84,229,0,407,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 606","Edmonton",69,21,66,291,1,448,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 607","Edmonton",53,18,65,297,1,434,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 608","Devon",27,14,44,271,1,357,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 609","Leduc",29,20,72,463,1,585,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 610","Leduc",30,27,72,497,1,627,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 611","Edmonton",65,11,35,197,1,309,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 612","Edmonton",44,13,42,170,1,270,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 613","Edmonton",81,19,70,264,1,435,
48014,"Edmonton--Leduc/Edmonton--Leduc"," 614","Edmonton",122,25,105,563,1,816,
48014,"Edmonton--Leduc/Edmonton--Leduc",,Group 1/Groupe 1,41,4,9,47,4,105,174
48014,"Edmonton--Leduc/Edmonton--Leduc",,Group 2/Groupe 2,126,41,93,386,16,662,
