Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tyrone Benskin,Mark Bruneau,Pierre Lafontaine,Richard Noël,Thierry St-Cyr,Eileen Studd,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 422","Montréal",23,42,26,1,11,0,0,103,191
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 423","Montréal",36,38,30,1,17,0,0,122,223
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 424","Montréal",68,59,30,1,17,0,0,175,398
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 425","Montréal",32,15,21,0,4,0,0,72,138
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 426","Verdun",7,14,10,5,9,0,8,53,93
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 427","Verdun",27,32,12,4,15,3,8,101,248
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 500","Mobile poll/Bureau itinérant",17,27,12,5,27,0,5,93,466
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 501","Mobile poll/Bureau itinérant",33,27,19,7,24,2,3,115,250
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 600","Montréal",199,218,56,6,100,0,8,587,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 601","Montréal",169,113,31,11,122,1,2,449,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 602","Montréal",138,96,24,8,114,1,7,388,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 603","Montréal",209,98,20,19,170,0,10,526,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 604","Verdun",198,97,30,9,175,1,10,520,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 605","Verdun",169,69,35,14,163,1,7,458,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 606","Verdun",191,107,46,6,226,1,8,585,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 607","Verdun",173,81,43,13,176,0,8,494,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 608","Verdun",161,85,39,9,159,3,4,460,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 609","Verdun",118,81,28,4,104,1,1,337,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 610","Verdun",109,35,14,11,104,0,4,277,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 611","Verdun",212,232,97,14,123,0,1,679,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 612","Verdun",172,177,89,6,128,1,0,573,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 613","Verdun",223,241,125,16,160,0,0,765,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 614","Verdun",165,77,44,18,146,0,4,454,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 615","Verdun",167,75,50,4,134,0,4,434,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 616","Verdun",149,142,79,18,168,2,4,562,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 617","Montréal",121,170,32,11,82,1,0,417,
24024,"Jeanne-Le Ber/Jeanne-Le Ber",,Group 1/Groupe 1,38,58,29,7,24,0,9,165,238
24024,"Jeanne-Le Ber/Jeanne-Le Ber",,Group 2/Groupe 2,192,352,58,14,263,0,13,892,
