Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Katy Austin,Gord Cochrane,Helena Guergis,Kellie Leitch,Jace Metheral,Alex Smardenka,Peter Vander Zaag,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35085,"Simcoe--Grey/Simcoe--Grey"," 35","Collingwood",61,0,34,85,21,45,1,0,247,468
35085,"Simcoe--Grey/Simcoe--Grey"," 36","Collingwood",48,1,15,32,8,18,2,1,125,382
35085,"Simcoe--Grey/Simcoe--Grey"," 37","Collingwood",43,1,20,65,14,20,2,0,165,323
35085,"Simcoe--Grey/Simcoe--Grey"," 38","Collingwood",54,2,29,73,24,32,0,3,217,489
35085,"Simcoe--Grey/Simcoe--Grey"," 39","Collingwood",39,2,22,62,9,22,0,0,156,372
35085,"Simcoe--Grey/Simcoe--Grey"," 40","Collingwood",52,1,18,107,11,31,1,0,221,401
35085,"Simcoe--Grey/Simcoe--Grey"," 41","Collingwood",56,4,59,127,15,75,0,1,337,617
35085,"Simcoe--Grey/Simcoe--Grey"," 42","Collingwood",30,1,32,92,16,18,0,1,190,423
35085,"Simcoe--Grey/Simcoe--Grey"," 43","Collingwood",30,2,23,65,14,22,0,1,157,341
35085,"Simcoe--Grey/Simcoe--Grey"," 44","Collingwood",39,1,25,79,12,30,1,0,187,360
35085,"Simcoe--Grey/Simcoe--Grey"," 45","Collingwood",65,1,37,96,20,41,2,1,263,491
35085,"Simcoe--Grey/Simcoe--Grey"," 46","Collingwood",34,0,34,100,11,37,1,1,218,372
35085,"Simcoe--Grey/Simcoe--Grey"," 47","Collingwood",49,1,30,88,19,32,0,0,219,414
35085,"Simcoe--Grey/Simcoe--Grey"," 48","Clearview",21,1,51,104,12,32,4,0,225,322
35085,"Simcoe--Grey/Simcoe--Grey"," 49","Clearview",35,4,42,113,16,38,2,0,250,346
35085,"Simcoe--Grey/Simcoe--Grey"," 50","Clearview",35,3,42,146,12,38,3,1,280,411
35085,"Simcoe--Grey/Simcoe--Grey"," 51","Clearview",50,5,43,116,12,29,5,0,260,404
35085,"Simcoe--Grey/Simcoe--Grey"," 52","Clearview",11,0,17,29,7,7,0,0,71,119
35085,"Simcoe--Grey/Simcoe--Grey"," 53","Clearview",24,1,21,61,8,20,3,0,138,242
35085,"Simcoe--Grey/Simcoe--Grey"," 54","Clearview",41,0,38,84,18,15,2,0,198,479
35085,"Simcoe--Grey/Simcoe--Grey"," 55","Clearview",53,1,39,125,31,20,3,0,272,459
35085,"Simcoe--Grey/Simcoe--Grey"," 56","Clearview",23,2,28,84,20,5,0,0,162,364
35085,"Simcoe--Grey/Simcoe--Grey"," 57","Clearview",33,2,32,83,26,19,4,1,200,479
35085,"Simcoe--Grey/Simcoe--Grey"," 58","Clearview",29,0,31,57,17,11,1,0,146,301
35085,"Simcoe--Grey/Simcoe--Grey"," 59","Clearview",49,0,47,90,25,23,5,2,241,460
35085,"Simcoe--Grey/Simcoe--Grey"," 60","Clearview",15,1,20,63,18,3,0,0,120,253
35085,"Simcoe--Grey/Simcoe--Grey"," 61","Clearview",24,1,28,116,17,6,1,0,193,412
35085,"Simcoe--Grey/Simcoe--Grey"," 62","Clearview--Wasaga Beach",31,0,34,92,12,17,10,0,196,404
35085,"Simcoe--Grey/Simcoe--Grey"," 63","Clearview",28,0,28,86,11,33,5,2,193,322
35085,"Simcoe--Grey/Simcoe--Grey"," 64","Clearview",37,1,23,156,17,15,3,0,252,370
35085,"Simcoe--Grey/Simcoe--Grey"," 65","Clearview",40,0,26,98,25,19,2,3,213,364
35085,"Simcoe--Grey/Simcoe--Grey"," 66","Clearview",33,0,35,94,9,17,0,0,188,298
35085,"Simcoe--Grey/Simcoe--Grey"," 67","Clearview",60,0,41,115,18,14,3,0,251,417
35085,"Simcoe--Grey/Simcoe--Grey"," 68","Clearview",31,0,22,80,10,4,2,0,149,251
35085,"Simcoe--Grey/Simcoe--Grey"," 69","Clearview",21,0,27,88,39,23,2,0,200,335
35085,"Simcoe--Grey/Simcoe--Grey"," 70","Clearview",26,0,36,64,40,17,1,3,187,308
35085,"Simcoe--Grey/Simcoe--Grey"," 71","Clearview",28,0,19,67,24,14,2,2,156,268
35085,"Simcoe--Grey/Simcoe--Grey"," 72","Clearview",34,1,39,59,27,18,1,1,180,315
35085,"Simcoe--Grey/Simcoe--Grey"," 73","Clearview",28,0,33,57,46,19,1,0,184,312
35085,"Simcoe--Grey/Simcoe--Grey"," 74","Clearview",18,2,26,93,21,21,2,1,184,322
35085,"Simcoe--Grey/Simcoe--Grey"," 75","Clearview",14,0,28,79,11,22,2,2,158,251
35085,"Simcoe--Grey/Simcoe--Grey"," 76","Clearview",20,1,28,84,15,26,5,0,179,315
35085,"Simcoe--Grey/Simcoe--Grey"," 77","Wasaga Beach",13,0,24,28,3,8,2,0,78,227
35085,"Simcoe--Grey/Simcoe--Grey"," 78","Wasaga Beach",26,0,11,34,3,4,0,1,79,266
35085,"Simcoe--Grey/Simcoe--Grey"," 79","Wasaga Beach",38,0,15,66,10,10,0,0,139,358
35085,"Simcoe--Grey/Simcoe--Grey"," 80","Wasaga Beach",28,3,25,40,2,11,0,0,109,295
35085,"Simcoe--Grey/Simcoe--Grey"," 81","Wasaga Beach",58,4,35,102,13,49,0,2,263,502
35085,"Simcoe--Grey/Simcoe--Grey"," 82","Wasaga Beach",57,1,28,102,7,30,1,0,226,523
35085,"Simcoe--Grey/Simcoe--Grey"," 83","Wasaga Beach",31,1,18,66,2,30,0,4,152,399
35085,"Simcoe--Grey/Simcoe--Grey"," 84","Wasaga Beach",27,1,9,46,9,15,0,1,108,288
35085,"Simcoe--Grey/Simcoe--Grey"," 85","Wasaga Beach",48,0,31,60,12,19,0,0,170,527
35085,"Simcoe--Grey/Simcoe--Grey"," 86","Wasaga Beach",45,0,16,43,8,10,0,0,122,341
35085,"Simcoe--Grey/Simcoe--Grey"," 87","Wasaga Beach",33,2,20,54,6,16,2,0,133,347
35085,"Simcoe--Grey/Simcoe--Grey"," 88","Wasaga Beach",43,0,24,95,15,22,1,0,200,498
35085,"Simcoe--Grey/Simcoe--Grey"," 89","Wasaga Beach",40,1,27,92,9,40,0,1,210,594
35085,"Simcoe--Grey/Simcoe--Grey"," 90","Wasaga Beach",25,1,16,42,7,18,0,1,110,380
35085,"Simcoe--Grey/Simcoe--Grey"," 91","Wasaga Beach",33,0,19,71,4,21,0,1,149,425
35085,"Simcoe--Grey/Simcoe--Grey"," 92","Wasaga Beach",29,0,28,46,2,15,0,0,120,378
35085,"Simcoe--Grey/Simcoe--Grey"," 93","Wasaga Beach",46,0,16,80,4,11,0,3,160,413
35085,"Simcoe--Grey/Simcoe--Grey"," 94","Wasaga Beach",39,1,26,79,12,27,0,0,184,492
35085,"Simcoe--Grey/Simcoe--Grey"," 95","Wasaga Beach",27,1,26,65,13,17,2,2,153,385
35085,"Simcoe--Grey/Simcoe--Grey"," 96","Wasaga Beach",23,0,7,60,7,10,0,0,107,362
35085,"Simcoe--Grey/Simcoe--Grey"," 97","Wasaga Beach",35,0,25,77,8,23,0,3,171,466
35085,"Simcoe--Grey/Simcoe--Grey"," 98","Wasaga Beach",35,2,23,70,16,15,1,0,162,502
35085,"Simcoe--Grey/Simcoe--Grey"," 99","Wasaga Beach",39,1,10,82,6,23,2,0,163,444
35085,"Simcoe--Grey/Simcoe--Grey"," 100","Wasaga Beach",30,1,16,87,6,18,0,0,158,401
35085,"Simcoe--Grey/Simcoe--Grey"," 101","Wasaga Beach",31,0,29,41,5,20,0,0,126,415
35085,"Simcoe--Grey/Simcoe--Grey"," 102","Wasaga Beach",52,3,21,44,7,16,0,3,146,451
35085,"Simcoe--Grey/Simcoe--Grey"," 103","Wasaga Beach",47,2,17,63,10,39,0,1,179,434
35085,"Simcoe--Grey/Simcoe--Grey"," 104","Wasaga Beach",49,1,24,110,4,26,0,2,216,474
35085,"Simcoe--Grey/Simcoe--Grey"," 105","Wasaga Beach",44,0,23,64,5,19,0,2,157,432
35085,"Simcoe--Grey/Simcoe--Grey"," 106","Wasaga Beach",52,0,21,109,14,21,0,0,217,552
35085,"Simcoe--Grey/Simcoe--Grey"," 107","Wasaga Beach",38,0,14,58,6,7,1,1,125,617
35085,"Simcoe--Grey/Simcoe--Grey"," 107-1","Wasaga Beach",45,0,19,83,3,13,1,0,164,436
35085,"Simcoe--Grey/Simcoe--Grey"," 108","Wasaga Beach",42,0,16,75,9,15,5,0,162,445
35085,"Simcoe--Grey/Simcoe--Grey"," 109","Springwater",45,1,20,99,10,13,3,0,191,375
35085,"Simcoe--Grey/Simcoe--Grey"," 110","Springwater",39,0,16,54,15,20,3,0,147,310
35085,"Simcoe--Grey/Simcoe--Grey"," 111","Springwater",49,1,8,69,10,9,6,2,154,344
35085,"Simcoe--Grey/Simcoe--Grey"," 112","Springwater",20,0,24,82,3,29,3,2,163,323
35085,"Simcoe--Grey/Simcoe--Grey"," 113","Springwater",26,0,20,82,8,17,0,0,153,291
35085,"Simcoe--Grey/Simcoe--Grey"," 114","Springwater",53,0,18,129,13,30,0,0,243,485
35085,"Simcoe--Grey/Simcoe--Grey"," 115","Springwater",62,0,39,144,18,36,2,1,302,591
35085,"Simcoe--Grey/Simcoe--Grey"," 116","Springwater",41,0,22,153,15,24,2,0,257,482
35085,"Simcoe--Grey/Simcoe--Grey"," 117","Springwater",31,0,15,36,3,21,0,1,107,248
35085,"Simcoe--Grey/Simcoe--Grey"," 118","Springwater",22,0,9,59,9,11,1,0,111,255
35085,"Simcoe--Grey/Simcoe--Grey"," 119","Springwater",33,0,21,129,7,15,2,1,208,410
35085,"Simcoe--Grey/Simcoe--Grey"," 120","Springwater",45,0,7,65,6,22,0,2,147,321
35085,"Simcoe--Grey/Simcoe--Grey"," 121","Springwater",83,0,29,143,19,38,2,1,315,533
35085,"Simcoe--Grey/Simcoe--Grey"," 122","Springwater",47,0,11,102,7,17,2,1,187,290
35085,"Simcoe--Grey/Simcoe--Grey"," 123","Springwater",48,0,39,117,13,20,3,2,242,356
35085,"Simcoe--Grey/Simcoe--Grey"," 124","Springwater",60,2,24,164,18,24,4,0,296,508
35085,"Simcoe--Grey/Simcoe--Grey"," 125","Springwater",44,0,18,132,25,29,2,0,250,476
35085,"Simcoe--Grey/Simcoe--Grey"," 126","Springwater",26,0,16,104,8,16,4,0,174,378
35085,"Simcoe--Grey/Simcoe--Grey"," 127","Springwater",40,0,9,139,18,19,0,2,227,474
35085,"Simcoe--Grey/Simcoe--Grey"," 128","Springwater",24,0,13,115,8,18,1,3,182,349
35085,"Simcoe--Grey/Simcoe--Grey"," 129","Springwater",28,0,18,126,10,39,0,0,221,401
35085,"Simcoe--Grey/Simcoe--Grey"," 130","Springwater",34,1,16,119,8,36,0,0,214,347
35085,"Simcoe--Grey/Simcoe--Grey"," 131","Springwater",20,0,17,69,7,32,1,0,146,270
35085,"Simcoe--Grey/Simcoe--Grey"," 132","Springwater",33,0,19,116,3,33,0,0,204,351
35085,"Simcoe--Grey/Simcoe--Grey"," 133","Springwater",27,0,8,120,3,30,0,0,188,396
35085,"Simcoe--Grey/Simcoe--Grey"," 134","Springwater",39,0,27,121,8,38,0,1,234,444
35085,"Simcoe--Grey/Simcoe--Grey"," 135","Springwater",28,0,10,123,12,23,0,0,196,403
35085,"Simcoe--Grey/Simcoe--Grey"," 136","Springwater",18,0,14,70,5,15,0,0,122,298
35085,"Simcoe--Grey/Simcoe--Grey"," 137","Springwater",35,0,15,118,6,25,0,0,199,405
35085,"Simcoe--Grey/Simcoe--Grey"," 138","Springwater",36,0,10,109,6,31,0,0,192,376
35085,"Simcoe--Grey/Simcoe--Grey"," 139","Springwater",32,1,15,131,11,34,0,0,224,502
35085,"Simcoe--Grey/Simcoe--Grey"," 140","Springwater",21,1,9,80,7,13,0,0,131,297
35085,"Simcoe--Grey/Simcoe--Grey"," 141","Springwater",35,1,22,123,7,21,4,2,215,480
35085,"Simcoe--Grey/Simcoe--Grey"," 142","Springwater",29,0,34,135,3,15,3,1,220,481
35085,"Simcoe--Grey/Simcoe--Grey"," 143","Essa",21,0,20,76,5,10,0,0,132,230
35085,"Simcoe--Grey/Simcoe--Grey"," 144","Essa",28,1,9,66,5,6,0,0,115,252
35085,"Simcoe--Grey/Simcoe--Grey"," 145","Essa",37,2,28,123,5,12,5,2,214,437
35085,"Simcoe--Grey/Simcoe--Grey"," 146","Essa",33,0,24,75,16,14,2,1,165,389
35085,"Simcoe--Grey/Simcoe--Grey"," 147","Essa",41,1,48,104,15,4,3,0,216,480
35085,"Simcoe--Grey/Simcoe--Grey"," 148","Essa",69,0,20,87,10,12,0,0,198,440
35085,"Simcoe--Grey/Simcoe--Grey"," 149","Essa",21,1,26,47,3,6,1,0,105,249
35085,"Simcoe--Grey/Simcoe--Grey"," 150","Essa",41,0,42,76,5,11,2,0,177,403
35085,"Simcoe--Grey/Simcoe--Grey"," 151","Essa",63,0,43,111,18,20,1,0,256,520
35085,"Simcoe--Grey/Simcoe--Grey"," 152","Essa",17,0,28,68,5,8,3,3,132,247
35085,"Simcoe--Grey/Simcoe--Grey"," 153","Essa",33,0,15,66,10,8,0,0,132,302
35085,"Simcoe--Grey/Simcoe--Grey"," 154","Essa",24,0,13,50,6,13,1,0,107,276
35085,"Simcoe--Grey/Simcoe--Grey"," 155","Essa",30,1,28,92,3,6,1,4,165,322
35085,"Simcoe--Grey/Simcoe--Grey"," 156","Essa",65,1,27,104,10,22,3,0,232,490
35085,"Simcoe--Grey/Simcoe--Grey"," 157","Essa",53,0,28,133,9,18,2,1,244,473
35085,"Simcoe--Grey/Simcoe--Grey"," 158A","Essa",34,1,18,120,10,13,3,1,200,444
35085,"Simcoe--Grey/Simcoe--Grey"," 158B","Essa",29,0,25,98,8,15,0,0,175,393
35085,"Simcoe--Grey/Simcoe--Grey"," 159","Essa",12,1,5,30,0,3,0,0,51,188
35085,"Simcoe--Grey/Simcoe--Grey"," 160","Essa",30,0,6,65,6,10,0,0,117,169
35085,"Simcoe--Grey/Simcoe--Grey"," 161","Essa",17,0,3,73,0,5,2,2,102,233
35085,"Simcoe--Grey/Simcoe--Grey"," 162","Essa",22,0,4,66,6,7,0,0,105,257
35085,"Simcoe--Grey/Simcoe--Grey"," 163","Essa",55,0,31,144,22,9,2,0,263,545
35085,"Simcoe--Grey/Simcoe--Grey"," 164","Essa",33,1,6,105,19,18,2,1,185,375
35085,"Simcoe--Grey/Simcoe--Grey"," 165","Essa",36,0,11,107,9,15,3,1,182,338
35085,"Simcoe--Grey/Simcoe--Grey"," 166","Essa",61,0,17,135,8,35,2,0,258,460
35085,"Simcoe--Grey/Simcoe--Grey"," 167","Essa",39,0,23,165,13,22,2,3,267,476
35085,"Simcoe--Grey/Simcoe--Grey"," 168","Essa",31,0,35,132,15,18,12,0,243,426
35085,"Simcoe--Grey/Simcoe--Grey"," 169","Essa",44,3,25,129,12,22,3,1,239,478
35085,"Simcoe--Grey/Simcoe--Grey"," 170","Essa",38,0,30,116,10,27,3,1,225,359
35085,"Simcoe--Grey/Simcoe--Grey"," 171","Essa",73,1,47,168,23,29,9,0,350,590
35085,"Simcoe--Grey/Simcoe--Grey"," 172","Essa",17,3,28,94,7,13,6,0,168,309
35085,"Simcoe--Grey/Simcoe--Grey"," 173","Essa",28,0,6,111,10,23,8,0,186,373
35085,"Simcoe--Grey/Simcoe--Grey"," 174","Adjala-Tosorontio",46,0,34,128,11,10,5,1,235,383
35085,"Simcoe--Grey/Simcoe--Grey"," 175","Adjala-Tosorontio",46,0,41,158,11,20,3,1,280,468
35085,"Simcoe--Grey/Simcoe--Grey"," 176","Adjala-Tosorontio",39,0,34,144,20,18,9,0,264,478
35085,"Simcoe--Grey/Simcoe--Grey"," 177","Adjala-Tosorontio",28,1,40,116,5,26,7,1,224,397
35085,"Simcoe--Grey/Simcoe--Grey"," 178","Adjala-Tosorontio",34,0,30,110,8,17,13,2,214,395
35085,"Simcoe--Grey/Simcoe--Grey"," 179","Adjala-Tosorontio",46,0,33,99,16,21,7,0,222,427
35085,"Simcoe--Grey/Simcoe--Grey"," 180","Adjala-Tosorontio",38,0,31,91,7,14,5,0,186,342
35085,"Simcoe--Grey/Simcoe--Grey"," 181","Adjala-Tosorontio",47,0,34,107,9,28,4,0,229,439
35085,"Simcoe--Grey/Simcoe--Grey"," 182","Adjala-Tosorontio",35,1,30,127,6,33,6,1,239,522
35085,"Simcoe--Grey/Simcoe--Grey"," 183","Adjala-Tosorontio",41,1,22,90,18,18,3,2,195,375
35085,"Simcoe--Grey/Simcoe--Grey"," 184","Adjala-Tosorontio",29,0,17,108,10,13,6,2,185,346
35085,"Simcoe--Grey/Simcoe--Grey"," 185","Adjala-Tosorontio",36,1,40,105,7,20,7,1,217,425
35085,"Simcoe--Grey/Simcoe--Grey"," 186","Adjala-Tosorontio",58,0,20,161,21,26,8,0,294,480
35085,"Simcoe--Grey/Simcoe--Grey"," 187","Adjala-Tosorontio",25,1,15,104,3,16,5,1,170,336
35085,"Simcoe--Grey/Simcoe--Grey"," 188","Adjala-Tosorontio",33,1,24,96,11,24,8,0,197,355
35085,"Simcoe--Grey/Simcoe--Grey"," 189","Adjala-Tosorontio",39,0,16,139,14,34,5,0,247,436
35085,"Simcoe--Grey/Simcoe--Grey"," 190","Adjala-Tosorontio",34,0,36,109,15,37,6,2,239,395
35085,"Simcoe--Grey/Simcoe--Grey"," 191","Adjala-Tosorontio",46,0,29,138,11,38,6,5,273,471
35085,"Simcoe--Grey/Simcoe--Grey"," 192","New Tecumseth",40,0,21,95,3,19,3,0,181,400
35085,"Simcoe--Grey/Simcoe--Grey"," 193","New Tecumseth",38,4,21,96,9,19,2,2,191,368
35085,"Simcoe--Grey/Simcoe--Grey"," 194","New Tecumseth",32,0,36,98,8,26,4,1,205,426
35085,"Simcoe--Grey/Simcoe--Grey"," 195","New Tecumseth",41,0,31,96,14,17,7,0,206,419
35085,"Simcoe--Grey/Simcoe--Grey"," 196","New Tecumseth",22,2,26,70,2,8,3,1,134,338
35085,"Simcoe--Grey/Simcoe--Grey"," 197","New Tecumseth",23,0,22,97,5,16,3,3,169,318
35085,"Simcoe--Grey/Simcoe--Grey"," 198","New Tecumseth",58,1,26,101,11,16,4,0,217,582
35085,"Simcoe--Grey/Simcoe--Grey"," 199A","New Tecumseth",39,0,30,77,4,7,6,0,163,361
35085,"Simcoe--Grey/Simcoe--Grey"," 199B","New Tecumseth",34,1,20,82,10,20,5,0,172,415
35085,"Simcoe--Grey/Simcoe--Grey"," 199-1","New Tecumseth",49,0,31,98,10,15,8,0,211,484
35085,"Simcoe--Grey/Simcoe--Grey"," 200","New Tecumseth",45,1,22,96,8,18,7,1,198,466
35085,"Simcoe--Grey/Simcoe--Grey"," 201","New Tecumseth",28,0,44,115,13,17,4,0,221,470
35085,"Simcoe--Grey/Simcoe--Grey"," 202","New Tecumseth",23,0,46,160,7,37,1,2,276,580
35085,"Simcoe--Grey/Simcoe--Grey"," 203","New Tecumseth",20,2,18,77,5,28,4,0,154,378
35085,"Simcoe--Grey/Simcoe--Grey"," 204","New Tecumseth",28,0,26,149,4,47,4,0,258,489
35085,"Simcoe--Grey/Simcoe--Grey"," 205","New Tecumseth",23,2,32,97,4,33,3,0,194,379
35085,"Simcoe--Grey/Simcoe--Grey"," 206","New Tecumseth",29,1,32,127,3,34,5,0,231,494
35085,"Simcoe--Grey/Simcoe--Grey"," 207","New Tecumseth",31,0,19,64,4,13,6,0,137,332
35085,"Simcoe--Grey/Simcoe--Grey"," 208","New Tecumseth",40,0,25,44,11,14,4,0,138,385
35085,"Simcoe--Grey/Simcoe--Grey"," 209","New Tecumseth",35,5,27,69,18,21,7,0,182,382
35085,"Simcoe--Grey/Simcoe--Grey"," 210","New Tecumseth",49,2,25,109,10,14,3,3,215,430
35085,"Simcoe--Grey/Simcoe--Grey"," 211","New Tecumseth",49,0,24,89,8,15,3,2,190,419
35085,"Simcoe--Grey/Simcoe--Grey"," 212","New Tecumseth",33,1,22,94,13,12,9,0,184,408
35085,"Simcoe--Grey/Simcoe--Grey"," 213","New Tecumseth",36,0,28,71,8,15,5,0,163,340
35085,"Simcoe--Grey/Simcoe--Grey"," 214","New Tecumseth",25,2,21,90,10,16,2,0,166,359
35085,"Simcoe--Grey/Simcoe--Grey"," 215A","New Tecumseth",54,1,30,145,21,13,10,0,274,600
35085,"Simcoe--Grey/Simcoe--Grey"," 215B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,,,21
35085,"Simcoe--Grey/Simcoe--Grey"," 216","New Tecumseth",16,0,26,101,2,23,8,0,176,358
35085,"Simcoe--Grey/Simcoe--Grey"," 217","New Tecumseth",32,0,15,98,22,13,2,0,182,366
35085,"Simcoe--Grey/Simcoe--Grey"," 218","New Tecumseth",38,0,42,120,8,24,8,3,243,451
35085,"Simcoe--Grey/Simcoe--Grey"," 219","New Tecumseth",41,1,33,87,9,18,2,0,191,356
35085,"Simcoe--Grey/Simcoe--Grey"," 220","New Tecumseth",49,0,38,75,14,20,3,1,200,373
35085,"Simcoe--Grey/Simcoe--Grey"," 221","New Tecumseth",35,0,24,50,9,16,0,0,134,273
35085,"Simcoe--Grey/Simcoe--Grey"," 222","New Tecumseth",32,0,21,73,15,11,1,0,153,277
35085,"Simcoe--Grey/Simcoe--Grey"," 223","New Tecumseth",45,2,36,137,15,13,2,4,254,463
35085,"Simcoe--Grey/Simcoe--Grey"," 224","New Tecumseth",32,1,38,119,10,17,2,0,219,374
35085,"Simcoe--Grey/Simcoe--Grey"," 225","New Tecumseth",27,1,28,107,12,11,2,3,191,384
35085,"Simcoe--Grey/Simcoe--Grey"," 226","New Tecumseth",42,1,50,100,8,19,3,0,223,430
35085,"Simcoe--Grey/Simcoe--Grey"," 227","New Tecumseth",22,0,27,107,6,19,4,0,185,360
35085,"Simcoe--Grey/Simcoe--Grey"," 228","New Tecumseth",47,1,27,118,17,31,3,3,247,468
35085,"Simcoe--Grey/Simcoe--Grey"," 229","New Tecumseth",33,2,43,124,8,26,2,2,240,412
35085,"Simcoe--Grey/Simcoe--Grey"," 230","New Tecumseth",33,1,20,58,3,10,1,0,126,259
35085,"Simcoe--Grey/Simcoe--Grey"," 231","New Tecumseth",36,1,16,89,10,25,1,1,179,316
35085,"Simcoe--Grey/Simcoe--Grey"," 232","New Tecumseth",50,0,33,94,11,35,0,0,223,506
35085,"Simcoe--Grey/Simcoe--Grey"," 233","New Tecumseth",34,0,22,75,4,15,6,0,156,280
35085,"Simcoe--Grey/Simcoe--Grey"," 234","New Tecumseth",40,0,30,105,6,25,2,0,208,408
35085,"Simcoe--Grey/Simcoe--Grey"," 235","New Tecumseth",34,1,29,76,9,10,2,0,161,337
35085,"Simcoe--Grey/Simcoe--Grey"," 236","New Tecumseth",15,0,15,55,5,12,3,2,107,259
35085,"Simcoe--Grey/Simcoe--Grey"," 237","New Tecumseth",30,1,22,81,10,15,4,1,164,356
35085,"Simcoe--Grey/Simcoe--Grey"," 238","New Tecumseth",39,0,23,57,12,16,5,2,154,327
35085,"Simcoe--Grey/Simcoe--Grey"," 239","New Tecumseth",39,0,27,58,6,17,0,3,150,377
35085,"Simcoe--Grey/Simcoe--Grey"," 240","New Tecumseth",44,1,24,98,9,22,6,0,204,443
35085,"Simcoe--Grey/Simcoe--Grey"," 241","New Tecumseth",32,1,19,78,6,17,1,1,155,342
