Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Diana Andrews,Anna Di Carlo,Kirsty Duncan,Alex Dvornyak,John C. Gardner,Priti Lamba,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35024,"Etobicoke North/Etobicoke-Nord"," 21","Etobicoke",44,1,70,0,0,50,1,166,264
35024,"Etobicoke North/Etobicoke-Nord"," 22","Etobicoke",41,0,76,0,0,40,1,158,354
35024,"Etobicoke North/Etobicoke-Nord"," 23","Etobicoke",22,2,68,2,0,51,2,147,342
35024,"Etobicoke North/Etobicoke-Nord"," 24","Etobicoke",37,1,53,0,1,34,1,127,312
35024,"Etobicoke North/Etobicoke-Nord"," 25","Etobicoke",29,1,76,2,0,25,3,136,269
35024,"Etobicoke North/Etobicoke-Nord"," 26","Etobicoke",45,0,158,0,3,61,3,270,490
35024,"Etobicoke North/Etobicoke-Nord"," 27","Etobicoke",61,3,101,0,1,59,2,227,439
35024,"Etobicoke North/Etobicoke-Nord"," 28","Etobicoke",44,0,102,2,1,59,0,208,386
35024,"Etobicoke North/Etobicoke-Nord"," 29","Etobicoke",73,0,82,2,0,60,2,219,429
35024,"Etobicoke North/Etobicoke-Nord"," 30","Etobicoke",35,0,122,2,0,66,2,227,492
35024,"Etobicoke North/Etobicoke-Nord"," 31","Etobicoke",68,1,93,4,4,74,1,245,552
35024,"Etobicoke North/Etobicoke-Nord"," 32","Etobicoke",32,2,90,2,1,61,3,191,380
35024,"Etobicoke North/Etobicoke-Nord"," 33","Etobicoke",49,0,71,1,0,48,0,169,415
35024,"Etobicoke North/Etobicoke-Nord"," 34","Etobicoke",32,0,60,1,2,59,2,156,368
35024,"Etobicoke North/Etobicoke-Nord"," 35","Etobicoke",46,1,64,0,1,51,3,166,353
35024,"Etobicoke North/Etobicoke-Nord"," 36","Etobicoke",17,1,85,0,0,76,2,181,509
35024,"Etobicoke North/Etobicoke-Nord"," 37","Etobicoke",15,0,40,0,0,41,0,96,335
35024,"Etobicoke North/Etobicoke-Nord"," 38","Etobicoke",46,1,52,1,4,26,0,130,356
35024,"Etobicoke North/Etobicoke-Nord"," 39","Etobicoke",64,2,76,0,2,43,1,188,507
35024,"Etobicoke North/Etobicoke-Nord"," 40","Etobicoke",50,0,66,1,0,47,3,167,428
35024,"Etobicoke North/Etobicoke-Nord"," 41","Etobicoke",58,1,88,2,0,67,2,218,567
35024,"Etobicoke North/Etobicoke-Nord"," 42","Etobicoke",28,1,49,0,1,28,2,109,359
35024,"Etobicoke North/Etobicoke-Nord"," 43","Etobicoke",76,3,85,3,0,50,0,217,585
35024,"Etobicoke North/Etobicoke-Nord"," 43-1","Etobicoke",61,1,91,1,1,63,1,219,601
35024,"Etobicoke North/Etobicoke-Nord"," 44","Etobicoke",38,0,41,0,1,19,2,101,259
35024,"Etobicoke North/Etobicoke-Nord"," 45","Etobicoke",67,2,92,3,1,67,1,233,611
35024,"Etobicoke North/Etobicoke-Nord"," 46","Etobicoke",56,0,90,2,0,44,3,195,456
35024,"Etobicoke North/Etobicoke-Nord"," 47","Etobicoke",41,2,95,1,0,43,1,183,400
35024,"Etobicoke North/Etobicoke-Nord"," 48","Etobicoke",48,1,47,2,1,64,3,166,383
35024,"Etobicoke North/Etobicoke-Nord"," 49","Etobicoke",31,0,114,2,1,72,2,222,465
35024,"Etobicoke North/Etobicoke-Nord"," 50","Etobicoke",21,0,37,1,1,22,1,83,237
35024,"Etobicoke North/Etobicoke-Nord"," 51","Etobicoke",23,0,80,0,2,36,0,141,331
35024,"Etobicoke North/Etobicoke-Nord"," 52","Etobicoke",73,2,86,0,1,50,1,213,677
35024,"Etobicoke North/Etobicoke-Nord"," 53","Etobicoke",57,1,37,1,0,28,1,125,352
35024,"Etobicoke North/Etobicoke-Nord"," 54","Etobicoke",60,1,71,2,0,56,2,192,517
35024,"Etobicoke North/Etobicoke-Nord"," 55","Etobicoke",61,2,76,2,3,46,1,191,442
35024,"Etobicoke North/Etobicoke-Nord"," 56","Etobicoke",65,2,70,1,1,24,3,166,497
35024,"Etobicoke North/Etobicoke-Nord"," 57","Etobicoke",28,3,65,1,0,34,1,132,284
35024,"Etobicoke North/Etobicoke-Nord"," 58","Etobicoke",54,0,64,1,1,31,1,152,365
35024,"Etobicoke North/Etobicoke-Nord"," 59","Etobicoke",54,0,110,1,2,79,3,249,458
35024,"Etobicoke North/Etobicoke-Nord"," 60","Etobicoke",33,0,83,1,0,76,1,194,342
35024,"Etobicoke North/Etobicoke-Nord"," 61","Etobicoke",36,3,72,1,0,117,2,231,388
35024,"Etobicoke North/Etobicoke-Nord"," 62","Etobicoke",49,1,106,2,0,74,1,233,398
35024,"Etobicoke North/Etobicoke-Nord"," 63","Etobicoke",32,1,103,2,2,76,6,222,427
35024,"Etobicoke North/Etobicoke-Nord"," 64","Etobicoke",31,0,78,1,0,102,3,215,463
35024,"Etobicoke North/Etobicoke-Nord"," 65","Etobicoke",37,2,75,0,0,97,1,212,415
35024,"Etobicoke North/Etobicoke-Nord"," 66","Etobicoke",29,0,70,1,1,102,1,204,362
35024,"Etobicoke North/Etobicoke-Nord"," 67","Etobicoke",44,0,77,6,2,97,0,226,382
35024,"Etobicoke North/Etobicoke-Nord"," 68","Etobicoke",44,1,84,4,0,77,2,212,381
35024,"Etobicoke North/Etobicoke-Nord"," 69","Etobicoke",48,0,90,1,0,89,5,233,420
35024,"Etobicoke North/Etobicoke-Nord"," 70","Etobicoke",38,1,66,1,0,104,0,210,406
35024,"Etobicoke North/Etobicoke-Nord"," 71","Etobicoke",38,0,54,1,7,78,0,178,314
35024,"Etobicoke North/Etobicoke-Nord"," 72","Etobicoke",39,3,75,0,0,70,1,188,334
35024,"Etobicoke North/Etobicoke-Nord"," 73","Etobicoke",54,0,56,0,1,61,1,173,345
35024,"Etobicoke North/Etobicoke-Nord"," 74","Etobicoke",70,1,114,5,0,101,0,291,465
35024,"Etobicoke North/Etobicoke-Nord"," 75","Etobicoke",33,1,67,1,3,64,0,169,382
35024,"Etobicoke North/Etobicoke-Nord"," 76","Etobicoke",51,3,102,2,1,73,4,236,567
35024,"Etobicoke North/Etobicoke-Nord"," 77","Etobicoke",49,1,79,1,1,83,4,218,462
35024,"Etobicoke North/Etobicoke-Nord"," 78","North York",Void/Supprimé,,,,,,,,
35024,"Etobicoke North/Etobicoke-Nord"," 79","Etobicoke",37,6,112,3,1,60,2,221,432
35024,"Etobicoke North/Etobicoke-Nord"," 80","Etobicoke",59,2,72,2,1,67,0,203,345
35024,"Etobicoke North/Etobicoke-Nord"," 81","Etobicoke",53,2,62,1,4,92,1,215,372
35024,"Etobicoke North/Etobicoke-Nord"," 82","Etobicoke",61,3,67,1,0,83,3,218,384
35024,"Etobicoke North/Etobicoke-Nord"," 83","Etobicoke",16,0,89,2,1,54,1,163,290
35024,"Etobicoke North/Etobicoke-Nord"," 84","Etobicoke",29,0,64,0,2,68,2,165,308
35024,"Etobicoke North/Etobicoke-Nord"," 85","Etobicoke",16,0,42,2,1,38,0,99,239
35024,"Etobicoke North/Etobicoke-Nord"," 86","Etobicoke",23,1,83,0,3,44,0,154,393
35024,"Etobicoke North/Etobicoke-Nord"," 87","Etobicoke",25,0,47,1,0,41,4,118,330
35024,"Etobicoke North/Etobicoke-Nord"," 88","Etobicoke",44,3,84,0,0,37,3,171,393
35024,"Etobicoke North/Etobicoke-Nord"," 89","Etobicoke",48,2,79,0,0,103,0,232,364
35024,"Etobicoke North/Etobicoke-Nord"," 90","Etobicoke",50,1,63,3,4,71,5,197,380
35024,"Etobicoke North/Etobicoke-Nord"," 91","Etobicoke",42,2,103,3,0,94,0,244,411
35024,"Etobicoke North/Etobicoke-Nord"," 92","Etobicoke",48,2,62,1,0,74,0,187,383
35024,"Etobicoke North/Etobicoke-Nord"," 93","Etobicoke",42,3,62,0,5,81,0,193,353
35024,"Etobicoke North/Etobicoke-Nord"," 94","Etobicoke",48,3,66,1,3,111,0,232,497
35024,"Etobicoke North/Etobicoke-Nord"," 95","Etobicoke",59,0,74,1,0,89,3,226,461
35024,"Etobicoke North/Etobicoke-Nord"," 96","Etobicoke",38,2,64,0,0,82,1,187,352
35024,"Etobicoke North/Etobicoke-Nord"," 97","Etobicoke",19,1,80,1,1,79,4,185,380
35024,"Etobicoke North/Etobicoke-Nord"," 98","Etobicoke",32,2,70,0,3,89,2,198,392
35024,"Etobicoke North/Etobicoke-Nord"," 99","Etobicoke",28,1,52,3,0,64,1,149,317
35024,"Etobicoke North/Etobicoke-Nord"," 100","Etobicoke",36,1,26,1,1,65,1,131,378
35024,"Etobicoke North/Etobicoke-Nord"," 101","Etobicoke",35,2,58,1,0,44,0,140,316
35024,"Etobicoke North/Etobicoke-Nord"," 102","Etobicoke",35,0,81,0,1,74,4,195,413
35024,"Etobicoke North/Etobicoke-Nord"," 103","Etobicoke",23,2,44,1,1,62,1,134,324
35024,"Etobicoke North/Etobicoke-Nord"," 104","Etobicoke",15,0,41,3,2,67,0,128,255
35024,"Etobicoke North/Etobicoke-Nord"," 105","Etobicoke",35,0,25,0,2,24,0,86,274
35024,"Etobicoke North/Etobicoke-Nord"," 106","Etobicoke",48,1,64,3,3,70,3,192,349
35024,"Etobicoke North/Etobicoke-Nord"," 107","Etobicoke",26,2,56,1,1,61,3,150,296
35024,"Etobicoke North/Etobicoke-Nord"," 108","Etobicoke",15,1,53,0,0,61,0,130,228
35024,"Etobicoke North/Etobicoke-Nord"," 109","Etobicoke",67,3,79,1,2,67,3,222,361
35024,"Etobicoke North/Etobicoke-Nord"," 110","Etobicoke",34,2,61,0,1,103,0,201,396
35024,"Etobicoke North/Etobicoke-Nord"," 111","Etobicoke",18,1,28,0,2,47,0,96,220
35024,"Etobicoke North/Etobicoke-Nord"," 112","Etobicoke",100,0,107,1,2,47,4,261,641
35024,"Etobicoke North/Etobicoke-Nord"," 113","Etobicoke",27,0,44,0,0,15,2,88,319
35024,"Etobicoke North/Etobicoke-Nord"," 114","Etobicoke",28,0,32,1,0,21,0,82,312
35024,"Etobicoke North/Etobicoke-Nord"," 115","Etobicoke",105,1,111,3,1,45,2,268,818
35024,"Etobicoke North/Etobicoke-Nord"," 116","Etobicoke",61,0,51,2,3,90,1,208,442
35024,"Etobicoke North/Etobicoke-Nord"," 117","Etobicoke",30,1,88,2,2,72,1,196,398
35024,"Etobicoke North/Etobicoke-Nord"," 118","Etobicoke",98,1,89,3,2,87,6,286,725
35024,"Etobicoke North/Etobicoke-Nord"," 119","Etobicoke",40,0,39,1,3,26,1,110,253
35024,"Etobicoke North/Etobicoke-Nord"," 120","Etobicoke",Void/Supprimé,,,,,,,,
35024,"Etobicoke North/Etobicoke-Nord"," 121","Etobicoke",48,2,90,2,4,63,3,212,457
35024,"Etobicoke North/Etobicoke-Nord"," 122","Etobicoke",61,1,96,2,2,89,3,254,605
35024,"Etobicoke North/Etobicoke-Nord"," 123","Etobicoke",32,0,48,2,1,49,0,132,263
35024,"Etobicoke North/Etobicoke-Nord"," 124","Etobicoke",42,1,60,2,2,77,0,184,374
35024,"Etobicoke North/Etobicoke-Nord"," 125","Etobicoke",35,1,58,4,1,56,1,156,319
35024,"Etobicoke North/Etobicoke-Nord"," 126","Etobicoke",31,1,57,2,3,60,1,155,314
35024,"Etobicoke North/Etobicoke-Nord"," 127","Etobicoke",35,0,78,4,2,71,0,190,368
35024,"Etobicoke North/Etobicoke-Nord"," 128","Etobicoke",26,4,76,0,0,80,0,186,369
35024,"Etobicoke North/Etobicoke-Nord"," 129","Etobicoke",39,0,37,0,1,36,0,113,268
35024,"Etobicoke North/Etobicoke-Nord"," 130","Etobicoke",33,0,36,0,0,43,0,112,277
35024,"Etobicoke North/Etobicoke-Nord"," 131","Etobicoke",24,3,28,0,0,23,0,78,282
35024,"Etobicoke North/Etobicoke-Nord"," 132","Etobicoke",22,1,38,0,1,43,0,105,263
35024,"Etobicoke North/Etobicoke-Nord"," 400","Etobicoke",31,1,32,0,0,20,0,84,270
35024,"Etobicoke North/Etobicoke-Nord"," 401","Etobicoke",66,2,60,0,1,32,1,162,425
35024,"Etobicoke North/Etobicoke-Nord"," 402","Etobicoke",74,1,68,0,1,38,6,188,431
35024,"Etobicoke North/Etobicoke-Nord"," 403","Etobicoke",48,0,57,1,0,46,0,152,369
35024,"Etobicoke North/Etobicoke-Nord"," 404","Etobicoke",64,4,73,2,2,54,4,203,461
35024,"Etobicoke North/Etobicoke-Nord"," 405","Etobicoke",20,0,28,0,1,15,0,64,261
35024,"Etobicoke North/Etobicoke-Nord"," 406","Etobicoke",13,1,29,0,1,26,0,70,289
35024,"Etobicoke North/Etobicoke-Nord"," 407","Etobicoke",29,0,62,0,1,32,1,125,311
35024,"Etobicoke North/Etobicoke-Nord"," 408","Etobicoke",30,1,74,0,0,39,2,146,356
35024,"Etobicoke North/Etobicoke-Nord"," 409","Etobicoke",Void/Supprimé,,,,,,,,
35024,"Etobicoke North/Etobicoke-Nord"," 410","Etobicoke",16,3,31,5,1,10,2,68,161
35024,"Etobicoke North/Etobicoke-Nord"," 411","Etobicoke",Void/Supprimé,,,,,,,,
35024,"Etobicoke North/Etobicoke-Nord"," 412","Etobicoke",42,0,32,0,0,23,2,99,243
35024,"Etobicoke North/Etobicoke-Nord"," 413","Etobicoke",16,1,3,0,0,2,1,23,152
35024,"Etobicoke North/Etobicoke-Nord"," 414","Etobicoke",27,0,45,1,1,60,2,136,195
35024,"Etobicoke North/Etobicoke-Nord"," 415","Etobicoke",20,1,38,1,1,31,3,95,307
35024,"Etobicoke North/Etobicoke-Nord"," 416","Etobicoke",36,0,26,2,0,33,0,97,287
35024,"Etobicoke North/Etobicoke-Nord"," 417","Etobicoke",37,0,21,0,0,11,0,69,202
35024,"Etobicoke North/Etobicoke-Nord"," 418","Etobicoke",7,0,43,0,0,70,0,120,243
35024,"Etobicoke North/Etobicoke-Nord"," 419","Etobicoke",10,2,45,0,0,59,0,116,241
35024,"Etobicoke North/Etobicoke-Nord"," 420","Etobicoke",99,0,104,3,1,30,1,238,635
35024,"Etobicoke North/Etobicoke-Nord"," 421","Etobicoke",41,0,30,0,0,22,1,94,299
35024,"Etobicoke North/Etobicoke-Nord"," 422","Etobicoke",98,3,112,1,4,43,3,264,708
35024,"Etobicoke North/Etobicoke-Nord"," 423","Etobicoke",94,0,107,5,2,24,0,232,647
35024,"Etobicoke North/Etobicoke-Nord"," 424","Etobicoke",39,2,48,2,0,41,1,133,312
35024,"Etobicoke North/Etobicoke-Nord"," 425","Etobicoke",69,1,110,0,1,47,0,228,628
35024,"Etobicoke North/Etobicoke-Nord"," 426","Etobicoke",69,0,83,2,2,62,1,219,448
35024,"Etobicoke North/Etobicoke-Nord"," 500","Mobile poll/Bureau itinérant",16,2,19,0,2,14,0,53,154
35024,"Etobicoke North/Etobicoke-Nord"," 501","Mobile poll/Bureau itinérant",20,0,23,0,1,31,1,76,270
35024,"Etobicoke North/Etobicoke-Nord"," 600","Etobicoke",47,1,240,1,0,116,0,405,
35024,"Etobicoke North/Etobicoke-Nord"," 601","Etobicoke",90,1,287,4,2,156,2,542,
35024,"Etobicoke North/Etobicoke-Nord"," 602","Etobicoke",58,1,180,1,0,86,3,329,
35024,"Etobicoke North/Etobicoke-Nord"," 603","Etobicoke",56,2,199,2,1,135,3,398,
35024,"Etobicoke North/Etobicoke-Nord"," 604","Etobicoke",54,2,158,0,2,168,1,385,
35024,"Etobicoke North/Etobicoke-Nord"," 605","Etobicoke",38,0,147,0,6,125,1,317,
35024,"Etobicoke North/Etobicoke-Nord"," 606","Etobicoke",65,1,318,1,2,148,5,540,
35024,"Etobicoke North/Etobicoke-Nord"," 607","Etobicoke",42,5,222,3,2,104,2,380,
35024,"Etobicoke North/Etobicoke-Nord"," 608","Etobicoke",54,2,134,1,1,127,4,323,
35024,"Etobicoke North/Etobicoke-Nord"," 609","Etobicoke",58,0,90,1,3,101,3,256,
35024,"Etobicoke North/Etobicoke-Nord"," 610","Etobicoke",62,4,202,1,1,172,4,446,
35024,"Etobicoke North/Etobicoke-Nord",,Group 1/Groupe 1,7,0,50,3,0,11,6,77,111
35024,"Etobicoke North/Etobicoke-Nord",,Group 2/Groupe 2,18,1,92,1,0,49,3,164,
