Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nicole Charbonneau Barron,Germain Denoncourt,Carole Lavallée,Michel Picard,Djaouida Sellah,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 12","Saint-Bruno-de-Montarville",26,8,51,35,127,0,247,355
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 12-1","Saint-Bruno-de-Montarville",16,7,30,17,65,3,138,218
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 13","Saint-Bruno-de-Montarville",23,8,49,26,82,4,192,292
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 14","Saint-Bruno-de-Montarville",16,2,41,25,95,0,179,315
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 15","Saint-Bruno-de-Montarville",11,5,32,24,95,2,169,255
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 16","Saint-Bruno-de-Montarville",24,4,49,46,136,3,262,398
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 17","Saint-Bruno-de-Montarville",28,8,43,41,134,2,256,405
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 18","Saint-Bruno-de-Montarville",20,9,43,52,117,1,242,347
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 19","Saint-Bruno-de-Montarville",20,13,75,33,116,2,259,396
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 20","Saint-Bruno-de-Montarville",33,9,62,33,115,1,253,382
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 21","Saint-Bruno-de-Montarville",14,14,53,35,86,2,204,300
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 22","Saint-Bruno-de-Montarville",8,2,17,18,47,1,93,145
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 22-1","Saint-Bruno-de-Montarville",15,10,28,22,81,3,159,237
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 23","Saint-Bruno-de-Montarville",36,8,34,50,83,0,211,293
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 23-1","Saint-Bruno-de-Montarville",19,7,28,35,54,0,143,231
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 24","Saint-Bruno-de-Montarville",37,10,34,49,100,0,230,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 24-1","Saint-Bruno-de-Montarville",18,6,43,39,111,1,218,324
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 25","Saint-Bruno-de-Montarville",25,8,39,75,91,2,240,389
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 26","Saint-Bruno-de-Montarville",23,5,40,66,105,1,240,350
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 27","Saint-Bruno-de-Montarville",25,16,73,39,102,1,256,404
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 28","Saint-Bruno-de-Montarville",29,11,38,44,91,1,214,355
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 29","Saint-Bruno-de-Montarville",28,13,37,50,80,1,209,330
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 30","Saint-Bruno-de-Montarville",29,11,50,54,96,2,242,364
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 31","Saint-Bruno-de-Montarville",19,6,24,51,64,0,164,268
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 32","Saint-Bruno-de-Montarville",36,6,56,57,88,2,245,390
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 33","Saint-Bruno-de-Montarville",16,10,44,31,110,0,211,331
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 34","Saint-Bruno-de-Montarville",23,13,44,51,111,3,245,371
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 35","Saint-Bruno-de-Montarville",35,8,42,58,93,2,238,366
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 36","Saint-Bruno-de-Montarville",28,8,57,51,119,1,264,398
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 37","Saint-Bruno-de-Montarville",27,2,49,54,97,0,229,357
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 37-1","Saint-Bruno-de-Montarville",14,3,42,26,83,2,170,287
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 38","Saint-Bruno-de-Montarville",21,3,71,45,115,3,258,447
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 39","Saint-Bruno-de-Montarville",7,6,39,15,103,1,171,306
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 40","Saint-Bruno-de-Montarville",19,7,45,28,61,0,160,298
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 41","Saint-Bruno-de-Montarville",17,8,40,29,93,2,189,312
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 42","Saint-Bruno-de-Montarville",20,12,49,33,130,3,247,369
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 43","Saint-Bruno-de-Montarville",27,7,71,42,126,3,276,456
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 43-1","Saint-Bruno-de-Montarville",16,8,47,25,105,3,204,344
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44","Saint-Bruno-de-Montarville",26,8,60,19,103,5,221,360
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-1","Saint-Bruno-de-Montarville",33,10,51,45,115,2,256,414
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-2","Saint-Bruno-de-Montarville",38,3,38,39,116,5,239,384
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 44-3","Saint-Bruno-de-Montarville",24,7,55,89,157,10,342,580
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 45","Saint-Hubert",34,8,45,16,83,1,187,332
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 46","Saint-Hubert",30,0,18,20,66,0,134,314
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 47","Saint-Hubert",26,1,52,10,98,1,188,350
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 48","Saint-Hubert",14,4,68,15,105,5,211,415
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 49","Saint-Hubert",11,4,43,21,103,2,184,376
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 50","Saint-Hubert",10,11,36,22,62,2,143,243
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 51","Saint-Hubert",11,4,47,16,69,3,150,336
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 52","Saint-Hubert",20,1,70,19,72,2,184,362
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 53","Saint-Hubert",10,1,36,7,67,2,123,305
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 54","Saint-Hubert",21,3,32,21,46,1,124,303
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 55","Saint-Hubert",12,5,59,17,90,7,190,339
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 55-1","Saint-Hubert",10,2,50,27,112,2,203,411
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 56","Saint-Hubert",20,3,47,14,95,7,186,363
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 56-1","Saint-Hubert",25,3,47,35,165,1,276,472
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 57","Saint-Hubert",14,2,77,24,92,8,217,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 57-1","Saint-Hubert",13,5,47,18,84,2,169,289
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 58","Saint-Hubert",10,4,34,15,57,2,122,242
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 58-1","Saint-Hubert",10,4,43,11,62,1,131,260
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 59","Saint-Hubert",14,7,79,33,92,3,228,373
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 60","Saint-Hubert",12,3,65,22,72,0,174,308
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 61","Saint-Hubert",11,4,55,23,89,2,184,389
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 62","Saint-Hubert",18,4,48,19,82,4,175,365
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 63","Saint-Hubert",5,2,52,18,66,5,148,258
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 63-1","Saint-Hubert",8,2,54,12,59,3,138,268
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 64","Saint-Hubert",14,3,60,10,79,0,166,367
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 65","Saint-Hubert",13,6,66,17,86,1,189,394
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 66","Saint-Hubert",26,4,57,16,70,5,178,342
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 67","Saint-Hubert",25,4,78,21,95,11,234,444
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68","Saint-Hubert",19,3,69,21,68,3,183,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68-1","Saint-Hubert",29,7,55,12,71,4,178,336
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68-2","Saint-Hubert",17,3,85,39,173,6,323,575
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 68-3","Saint-Hubert",1,3,11,6,24,1,46,120
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 69","Saint-Hubert",16,9,61,16,82,3,187,354
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 70","Saint-Hubert",11,4,35,11,67,2,130,278
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 71","Saint-Hubert",11,4,57,12,95,7,186,411
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 72","Saint-Hubert",12,6,67,6,98,0,189,324
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 72-1","Saint-Hubert",13,8,61,14,72,6,174,327
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73","Saint-Hubert",9,7,67,19,100,2,204,311
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73-1","Saint-Hubert",14,3,68,27,114,3,229,346
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 73-2","Saint-Hubert",21,4,54,16,84,2,181,365
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 74","Saint-Hubert",10,8,62,37,106,2,225,381
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 75","Saint-Hubert",16,4,59,9,123,3,214,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 75-1","Saint-Hubert",18,11,64,19,111,1,224,336
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 76","Saint-Hubert",23,3,62,19,95,4,206,331
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 76-1","Saint-Hubert",22,6,59,26,110,1,224,360
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77","Saint-Hubert",20,1,71,15,106,8,221,395
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-1","Saint-Hubert",18,3,48,17,77,1,164,290
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-2","Saint-Hubert",17,0,43,10,60,0,130,253
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 77-3","Saint-Hubert",29,3,38,9,89,4,172,352
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 78","Saint-Hubert",27,6,54,25,90,2,204,386
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 78-1","Saint-Hubert",12,1,53,9,94,2,171,325
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 79","Saint-Hubert",12,5,36,25,53,1,132,243
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 79-1","Saint-Hubert",25,6,75,44,147,6,303,514
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 80","Saint-Hubert",17,11,38,36,95,1,198,314
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 81","Saint-Hubert",11,4,39,16,73,3,146,238
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 81-1","Saint-Hubert",18,4,51,29,88,3,193,309
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 82","Saint-Hubert",10,5,52,29,92,0,188,309
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 82-1","Saint-Hubert",15,9,70,39,117,2,252,495
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 83","Saint-Hubert",16,2,55,9,95,2,179,329
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 83-1","Saint-Hubert",23,2,52,19,111,3,210,402
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 84","Saint-Hubert",25,3,31,13,65,5,142,256
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 84-1","Saint-Hubert",15,5,57,29,62,1,169,292
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 85","Saint-Hubert",17,1,49,11,65,5,148,286
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 86","Saint-Hubert",21,4,62,14,66,2,169,305
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 86-1","Saint-Hubert",16,5,38,20,66,4,149,263
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 87","Saint-Hubert",9,0,54,15,70,2,150,344
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 88","Saint-Hubert",14,3,39,19,65,1,141,282
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 88-1","Saint-Hubert",18,6,47,15,74,2,162,292
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 89","Saint-Hubert",14,7,45,17,87,0,170,360
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 90","Saint-Hubert",11,5,38,18,64,3,139,297
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 91","Saint-Hubert",14,4,33,15,55,1,122,253
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 91-1","Saint-Hubert",10,2,49,10,69,2,142,280
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 92","Saint-Hubert",15,6,73,14,46,0,154,307
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 93","Saint-Hubert",32,2,59,19,70,1,183,367
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 94","Saint-Hubert",28,7,33,6,79,4,157,320
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 95","Saint-Hubert",16,5,47,19,71,2,160,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 96","Saint-Hubert",17,8,60,21,72,4,182,403
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 97","Saint-Hubert",25,2,44,25,98,5,199,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 98","Saint-Hubert",8,9,65,27,98,5,212,389
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 99","Saint-Hubert",15,7,67,24,109,4,226,434
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 100","Saint-Hubert",23,5,44,38,123,0,233,412
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 101","Saint-Hubert",26,8,76,13,107,2,232,416
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 102","Saint-Hubert",23,5,44,14,94,1,181,333
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 103","Saint-Hubert",4,5,37,17,45,4,112,250
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 103-1","Saint-Hubert",17,9,56,19,67,3,171,287
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 104","Saint-Hubert",13,5,53,8,86,3,168,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105A","Saint-Hubert",16,5,56,11,80,2,170,402
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105B","Saint-Hubert",15,2,72,12,89,8,198,306
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 105-1","Saint-Hubert",Merged with No. 105B/Fusionné avec le nº 105B,,,,,,,91
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 106","Saint-Hubert",11,7,48,29,99,3,197,343
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 107","Saint-Hubert",11,5,64,17,99,2,198,353
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 108","Saint-Hubert",27,3,50,25,91,0,196,387
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 109","Saint-Hubert",12,4,55,18,85,0,174,353
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 110","Saint-Hubert",9,1,39,9,79,3,140,357
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 111","Saint-Hubert",13,6,49,11,79,3,161,388
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 112","Saint-Hubert",15,2,47,17,108,2,191,307
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 113","Saint-Hubert",35,7,78,15,132,6,273,376
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 114","Saint-Hubert",12,8,61,21,72,4,178,299
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 115","Saint-Hubert",35,5,40,26,69,1,176,331
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 115-1","Saint-Hubert",17,4,40,28,97,1,187,360
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 116","Saint-Hubert",22,8,71,19,98,3,221,407
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 117","Saint-Hubert",16,5,59,25,96,1,202,353
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 118","Saint-Hubert",16,15,96,21,105,4,257,410
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 119","Saint-Hubert",Void/Supprimé,,,,,,,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 120","Saint-Hubert",21,8,77,16,104,2,228,407
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 121","Saint-Hubert",14,3,37,4,58,2,118,224
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 121-1","Saint-Hubert",14,2,41,6,59,5,127,282
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 122","Saint-Hubert",11,4,47,23,67,6,158,382
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 123","Saint-Hubert",10,1,51,21,76,2,161,365
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 124","Saint-Hubert",16,2,61,6,55,4,144,409
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 124-1","Saint-Hubert",12,8,42,13,73,1,149,353
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 125","Saint-Hubert",23,3,35,6,81,8,156,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 126","Saint-Hubert",18,7,52,21,90,3,191,379
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 127","Saint-Hubert",25,4,33,9,62,2,135,325
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 127-1","Saint-Hubert",8,4,35,5,48,3,103,231
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 128","Saint-Hubert",5,5,38,14,62,4,128,298
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 129","Saint-Hubert",16,3,39,14,66,1,139,418
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 130","Saint-Hubert",18,2,55,11,75,3,164,338
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 131","Saint-Hubert",13,6,55,23,91,2,190,393
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 132","Saint-Hubert",16,2,66,13,83,4,184,396
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 133","Saint-Hubert",21,5,49,14,71,3,163,381
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 134","Saint-Hubert",9,3,66,12,63,7,160,388
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 135","Saint-Hubert",25,2,42,16,80,0,165,359
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 136","Saint-Hubert",27,2,50,14,61,1,155,319
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 137","Saint-Hubert",21,7,29,20,65,6,148,269
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 138","Saint-Hubert",10,2,46,11,74,5,148,291
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 139","Saint-Hubert",24,7,44,28,93,5,201,370
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 139-1","Saint-Hubert",22,11,58,12,96,7,206,397
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 140","Saint-Hubert",26,5,64,30,101,2,228,373
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 141","Saint-Hubert",33,2,52,35,96,4,222,385
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 142","Saint-Hubert",18,3,65,20,74,0,180,308
