Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rhéal Blais,Charles Cartier,Krista Lalonde,Louis Plamondon,Anne-Marie Tanguay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 134","Saint-Joseph-de-Sorel",16,15,59,77,2,0,169,275
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 135","Saint-Joseph-de-Sorel",7,9,33,60,2,3,114,249
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 136","Saint-Joseph-de-Sorel",12,9,44,62,6,5,138,295
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 137","Saint-Joseph-de-Sorel",5,10,35,50,3,3,106,255
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 138","Tracy",11,13,34,67,4,4,133,340
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 139","Tracy",11,11,43,77,3,3,148,349
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 140","Tracy",23,6,56,58,7,7,157,317
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 141","Tracy",5,8,40,49,6,0,108,308
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 142","Tracy",8,11,39,75,3,5,141,314
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 143","Tracy",17,18,48,64,4,1,152,282
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 144","Tracy",14,5,46,63,7,1,136,286
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 145","Tracy",14,13,53,58,8,3,149,273
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 146","Tracy",16,14,56,62,6,5,159,343
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 147","Tracy",9,8,47,68,6,5,143,333
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 148","Tracy",16,16,57,64,8,6,167,271
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 149","Tracy",18,14,59,51,3,4,149,275
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 150","Tracy",25,16,70,77,4,5,197,374
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 151","Tracy",23,11,38,57,4,2,135,263
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 152","Tracy",23,13,52,61,8,0,157,302
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 153","Tracy",10,10,60,59,3,4,146,259
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 154","Tracy",18,14,109,89,9,7,246,447
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 155","Tracy",30,18,69,77,5,4,203,360
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 156","Tracy",10,12,49,57,4,4,136,387
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 157","Tracy",20,17,56,57,3,5,158,373
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 158","Tracy",26,18,61,63,2,6,176,327
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 159","Tracy",29,29,85,91,7,6,247,505
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 160","Tracy",17,8,88,95,8,5,221,364
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 161","Tracy",31,17,98,106,3,1,256,519
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 162","Tracy",31,23,104,83,4,4,249,382
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 163","Tracy",46,34,63,109,7,7,266,471
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 164","Tracy",11,6,58,43,6,3,127,238
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 164-1","Tracy",23,25,102,92,5,8,255,398
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 165","Tracy",13,17,40,51,8,0,129,231
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 165-1","Tracy",44,37,105,83,2,4,275,481
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 166","Sorel",30,16,53,80,7,5,191,372
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 167","Sorel",17,13,63,70,5,6,174,322
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 168","Sorel",24,21,74,73,4,4,200,407
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 169","Sorel",23,16,85,72,11,4,211,413
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 170","Sorel",22,17,63,88,4,2,196,398
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 171","Sorel",18,21,74,106,4,3,226,476
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 172","Sorel",13,19,33,76,3,2,146,330
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 173","Sorel",25,29,57,72,2,4,189,385
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 174","Sorel",26,19,65,88,6,8,212,418
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 175","Sorel",18,13,76,85,8,0,200,389
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 176","Sorel",8,15,56,81,8,1,169,439
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 177","Sorel",12,7,49,69,7,3,147,289
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 178","Sorel",29,21,80,76,8,13,227,443
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 179","Sorel",30,28,114,127,12,7,318,532
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 180","Sorel",34,31,160,144,13,5,387,655
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 181","Sorel",15,19,78,78,13,4,207,319
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 182","Sorel",29,24,101,91,6,5,256,387
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 183","Sorel",21,14,85,83,4,2,209,351
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 184A","Sorel",7,6,60,69,6,4,152,311
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 184B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,68
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 185","Sorel",26,20,67,81,12,4,210,418
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 186","Sorel",18,24,53,61,6,5,167,351
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 187","Sorel",16,46,87,92,12,6,259,479
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 188","Sorel",4,22,48,92,5,3,174,334
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 189","Saint-Robert",10,24,66,82,4,6,192,386
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 190","Saint-Robert",3,7,24,38,2,1,75,151
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 191","Saint-Robert",4,9,41,56,2,3,115,208
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 192","Saint-Robert",15,18,71,85,9,2,200,328
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 193","Sainte-Victoire-de-Sorel",28,11,83,88,3,7,220,362
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 193-1","Sainte-Victoire-de-Sorel",17,11,51,68,4,3,154,255
24054,"Bas-Richelieu--Nicolet--Bécancour/Bas-Richelieu--Nicolet--Bécancour"," 194","Sainte-Victoire-de-Sorel",22,16,76,102,12,8,236,428
