Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Draper,John Duncan,Mike Holland,Ronna-Rae Leonard,Frank Martin,Sue Moen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59031,"Vancouver Island North/Île de Vancouver-Nord"," 18","Winter Harbour",0,5,0,1,0,0,0,6,22
59031,"Vancouver Island North/Île de Vancouver-Nord"," 19","Port Alice",2,52,3,76,0,6,0,139,229
59031,"Vancouver Island North/Île de Vancouver-Nord"," 20","Port Alice",0,50,3,66,2,5,0,126,230
59031,"Vancouver Island North/Île de Vancouver-Nord"," 21","Port Alice",2,50,4,65,0,7,0,128,202
59031,"Vancouver Island North/Île de Vancouver-Nord"," 22","Sullivan Bay",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 23","Kingcome Inlet",0,1,0,15,0,0,0,16,48
59031,"Vancouver Island North/Île de Vancouver-Nord"," 24","Minstrel Island",0,8,0,2,0,2,0,12,14
59031,"Vancouver Island North/Île de Vancouver-Nord"," 25","Echo Bay",0,0,1,17,0,0,0,18,26
59031,"Vancouver Island North/Île de Vancouver-Nord"," 26A","Sointula",0,54,2,123,0,14,0,193,290
59031,"Vancouver Island North/Île de Vancouver-Nord"," 26B","Sointula",2,51,4,128,1,15,0,201,282
59031,"Vancouver Island North/Île de Vancouver-Nord"," 27A","Port McNeill",1,73,6,48,0,2,0,130,250
59031,"Vancouver Island North/Île de Vancouver-Nord"," 27B","Port McNeill",1,76,3,52,0,3,0,135,290
59031,"Vancouver Island North/Île de Vancouver-Nord"," 27-1","Quattishe 1",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 28","Port McNeill",2,93,12,72,0,13,0,192,379
59031,"Vancouver Island North/Île de Vancouver-Nord"," 29","Port McNeill",3,148,9,90,0,8,0,258,451
59031,"Vancouver Island North/Île de Vancouver-Nord"," 30","Port McNeill",0,129,11,87,1,10,1,239,423
59031,"Vancouver Island North/Île de Vancouver-Nord"," 31","Port McNeill",1,109,6,80,0,13,0,209,390
59031,"Vancouver Island North/Île de Vancouver-Nord"," 32","Alert Bay 1",1,10,3,184,0,2,0,200,448
59031,"Vancouver Island North/Île de Vancouver-Nord"," 33","Alert Bay",2,68,6,156,0,15,2,249,428
59031,"Vancouver Island North/Île de Vancouver-Nord"," 34","Kyuquot",0,9,0,25,1,3,0,38,84
59031,"Vancouver Island North/Île de Vancouver-Nord"," 35","Zeballos",1,33,4,28,0,6,0,72,157
59031,"Vancouver Island North/Île de Vancouver-Nord"," 36A","Blind Channel/Stuart Island",0,2,4,2,0,2,0,10,10
59031,"Vancouver Island North/Île de Vancouver-Nord"," 36B","Blind Channel/Stuart Island",0,4,1,4,0,3,0,12,13
59031,"Vancouver Island North/Île de Vancouver-Nord"," 37","Woss",3,44,2,64,0,8,1,122,178
59031,"Vancouver Island North/Île de Vancouver-Nord"," 38","Sayward",0,142,5,128,0,9,1,285,500
59031,"Vancouver Island North/Île de Vancouver-Nord"," 39","Sayward",0,43,3,40,0,2,0,88,135
59031,"Vancouver Island North/Île de Vancouver-Nord"," 40","Quadra Island",1,53,2,199,0,16,1,272,366
59031,"Vancouver Island North/Île de Vancouver-Nord"," 41","Surge Narrows/Read Island",1,4,2,37,0,5,0,49,73
59031,"Vancouver Island North/Île de Vancouver-Nord"," 42A","Cortes Island",1,41,8,240,1,9,1,301,440
59031,"Vancouver Island North/Île de Vancouver-Nord"," 42B","Cortes Island",0,31,9,209,0,22,1,272,398
59031,"Vancouver Island North/Île de Vancouver-Nord"," 42C","Cortes Island",0,3,0,8,0,0,0,11,18
59031,"Vancouver Island North/Île de Vancouver-Nord"," 43","Cortes Island",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 44","Quathiaski Cove",0,59,11,156,0,14,1,241,371
59031,"Vancouver Island North/Île de Vancouver-Nord"," 45","Qhathiaski Cove",0,77,12,180,1,28,0,298,425
59031,"Vancouver Island North/Île de Vancouver-Nord"," 46","Campbell River",3,151,15,113,1,12,0,295,523
59031,"Vancouver Island North/Île de Vancouver-Nord"," 47","Cape Mudge",1,32,4,74,0,8,0,119,218
59031,"Vancouver Island North/Île de Vancouver-Nord"," 48","Homalco 9",0,25,0,25,0,0,0,50,135
59031,"Vancouver Island North/Île de Vancouver-Nord"," 49","Quadra Island East",1,62,12,249,0,27,2,353,508
59031,"Vancouver Island North/Île de Vancouver-Nord"," 50","Campbell River",0,132,11,116,0,14,0,273,472
59031,"Vancouver Island North/Île de Vancouver-Nord"," 51","Campbell River",2,122,11,105,0,11,1,252,437
59031,"Vancouver Island North/Île de Vancouver-Nord"," 52","Campbell River",1,95,9,140,0,6,1,252,502
59031,"Vancouver Island North/Île de Vancouver-Nord"," 53","Campbell River",2,129,8,125,0,9,1,274,486
59031,"Vancouver Island North/Île de Vancouver-Nord"," 54","Oyster River",1,113,6,106,0,14,1,241,376
59031,"Vancouver Island North/Île de Vancouver-Nord"," 55","Oyster River",2,86,5,114,0,9,0,216,387
59031,"Vancouver Island North/Île de Vancouver-Nord"," 56","Campbell River",0,50,3,61,0,6,2,122,306
59031,"Vancouver Island North/Île de Vancouver-Nord"," 57","Campbell River",2,117,5,89,0,9,1,223,398
59031,"Vancouver Island North/Île de Vancouver-Nord"," 58","Campbell River",1,132,12,121,0,22,0,288,502
59031,"Vancouver Island North/Île de Vancouver-Nord"," 59","Campbell River",2,94,5,90,0,13,0,204,350
59031,"Vancouver Island North/Île de Vancouver-Nord"," 60","Campbell River",0,59,4,89,0,8,0,160,304
59031,"Vancouver Island North/Île de Vancouver-Nord"," 61","Campbell River",1,64,6,50,0,6,0,127,239
59031,"Vancouver Island North/Île de Vancouver-Nord"," 62","Campbell River",0,76,5,98,0,11,0,190,424
59031,"Vancouver Island North/Île de Vancouver-Nord"," 63","Campbell River",1,36,5,56,0,5,0,103,288
59031,"Vancouver Island North/Île de Vancouver-Nord"," 64","Campbell River",2,56,4,65,1,5,0,133,276
59031,"Vancouver Island North/Île de Vancouver-Nord"," 65","Quinsam 12",1,25,2,39,0,4,0,71,177
59031,"Vancouver Island North/Île de Vancouver-Nord"," 66","Campbell River",0,146,5,65,0,2,0,218,460
59031,"Vancouver Island North/Île de Vancouver-Nord"," 67","Campbell River",0,66,5,56,0,10,0,137,302
59031,"Vancouver Island North/Île de Vancouver-Nord"," 68","Campbell River",1,90,14,78,0,6,0,189,374
59031,"Vancouver Island North/Île de Vancouver-Nord"," 69","Campbell River 11",1,42,2,78,1,6,1,131,323
59031,"Vancouver Island North/Île de Vancouver-Nord"," 70","Campbell River",1,76,4,94,0,11,0,186,422
59031,"Vancouver Island North/Île de Vancouver-Nord"," 71","Campbell River",1,44,5,62,0,9,0,121,367
59031,"Vancouver Island North/Île de Vancouver-Nord"," 72","Campbell River",0,56,2,68,0,12,0,138,365
59031,"Vancouver Island North/Île de Vancouver-Nord"," 73","Campbell River",2,104,8,68,0,6,0,188,428
59031,"Vancouver Island North/Île de Vancouver-Nord"," 74","Campbell River",1,59,6,73,0,10,0,149,311
59031,"Vancouver Island North/Île de Vancouver-Nord"," 75","Campbell River",0,60,6,108,0,13,0,187,410
59031,"Vancouver Island North/Île de Vancouver-Nord"," 76","Campbell River",0,96,14,83,0,13,0,206,426
59031,"Vancouver Island North/Île de Vancouver-Nord"," 77","Campbell River",0,73,7,119,0,14,1,214,483
59031,"Vancouver Island North/Île de Vancouver-Nord"," 78","Campbell River",0,89,13,92,0,13,0,207,454
59031,"Vancouver Island North/Île de Vancouver-Nord"," 79","Campbell River",0,81,12,57,0,4,1,155,347
59031,"Vancouver Island North/Île de Vancouver-Nord"," 80","Campbell River",0,94,3,104,0,10,0,211,416
59031,"Vancouver Island North/Île de Vancouver-Nord"," 81","Campbell River",0,85,10,79,0,6,0,180,482
59031,"Vancouver Island North/Île de Vancouver-Nord"," 82","Campbell River",4,125,4,79,0,17,0,229,502
59031,"Vancouver Island North/Île de Vancouver-Nord"," 83","Campbell River",1,40,2,55,0,5,0,103,265
59031,"Vancouver Island North/Île de Vancouver-Nord"," 84","Campbell River",2,64,9,59,0,2,0,136,260
59031,"Vancouver Island North/Île de Vancouver-Nord"," 85","Campbell River",3,114,14,91,1,4,1,228,434
59031,"Vancouver Island North/Île de Vancouver-Nord"," 86","Campbell River",0,119,9,82,0,5,2,217,423
59031,"Vancouver Island North/Île de Vancouver-Nord"," 87","Campbell River",1,90,4,79,0,9,1,184,400
59031,"Vancouver Island North/Île de Vancouver-Nord"," 88","Campbell River",1,126,8,67,0,15,1,218,431
59031,"Vancouver Island North/Île de Vancouver-Nord"," 89","Campbell River",1,125,8,85,0,8,0,227,483
59031,"Vancouver Island North/Île de Vancouver-Nord"," 90","Campbell River",0,61,2,54,0,9,0,126,245
59031,"Vancouver Island North/Île de Vancouver-Nord"," 91","Campbell River",0,61,6,34,0,2,0,103,189
59031,"Vancouver Island North/Île de Vancouver-Nord"," 91-1","Campbell River",1,43,6,45,0,4,0,99,199
59031,"Vancouver Island North/Île de Vancouver-Nord"," 92","Campbell River",2,47,3,45,0,3,2,102,226
59031,"Vancouver Island North/Île de Vancouver-Nord"," 92-1","Campbell River",1,92,11,98,0,4,0,206,472
59031,"Vancouver Island North/Île de Vancouver-Nord"," 93","Campbell River",1,93,14,98,0,15,1,222,451
59031,"Vancouver Island North/Île de Vancouver-Nord"," 94","Campbell River",0,50,5,24,0,6,0,85,212
59031,"Vancouver Island North/Île de Vancouver-Nord"," 95","Campbell River",1,113,7,81,1,9,0,212,384
59031,"Vancouver Island North/Île de Vancouver-Nord"," 96","Campbell River",1,85,8,93,1,5,0,193,370
59031,"Vancouver Island North/Île de Vancouver-Nord"," 96-1","Campbell River",0,44,2,41,0,6,0,93,212
59031,"Vancouver Island North/Île de Vancouver-Nord"," 97","Campbell River",0,60,6,58,0,3,1,128,236
59031,"Vancouver Island North/Île de Vancouver-Nord"," 98","Campbell River",1,111,12,88,1,7,0,220,448
59031,"Vancouver Island North/Île de Vancouver-Nord"," 99","Campbell River",2,102,9,65,0,9,1,188,335
59031,"Vancouver Island North/Île de Vancouver-Nord"," 100","Campbell River",0,94,5,83,2,6,0,190,321
59031,"Vancouver Island North/Île de Vancouver-Nord"," 101","Campbell River",1,94,10,100,0,9,1,215,405
59031,"Vancouver Island North/Île de Vancouver-Nord"," 102","Campbell River",1,134,6,73,0,7,0,221,407
59031,"Vancouver Island North/Île de Vancouver-Nord"," 102-1","Campbell River",2,55,2,51,0,6,0,116,233
59031,"Vancouver Island North/Île de Vancouver-Nord"," 103","Campbell River",0,123,12,94,0,8,1,238,461
59031,"Vancouver Island North/Île de Vancouver-Nord"," 104","Campbell River",0,75,5,85,1,10,1,177,387
59031,"Vancouver Island North/Île de Vancouver-Nord"," 105","Campbell River",0,72,6,67,0,13,0,158,307
59031,"Vancouver Island North/Île de Vancouver-Nord"," 106","Campbell River",1,110,5,75,0,12,0,203,415
59031,"Vancouver Island North/Île de Vancouver-Nord"," 107","Campbell River",1,115,7,77,1,15,0,216,401
59031,"Vancouver Island North/Île de Vancouver-Nord"," 108","Campbell River",0,49,4,42,0,6,0,101,202
59031,"Vancouver Island North/Île de Vancouver-Nord"," 108-1","Campbell River",0,71,13,81,0,4,0,169,333
59031,"Vancouver Island North/Île de Vancouver-Nord"," 109","Campbell River",0,78,9,51,0,3,0,141,226
59031,"Vancouver Island North/Île de Vancouver-Nord"," 109-1","Campbell River",0,78,10,58,0,9,0,155,295
59031,"Vancouver Island North/Île de Vancouver-Nord"," 110","Campbell River",0,116,13,70,0,7,0,206,394
59031,"Vancouver Island North/Île de Vancouver-Nord"," 110-1","Campbell River",0,83,12,41,0,5,2,143,269
59031,"Vancouver Island North/Île de Vancouver-Nord"," 111","Campbell River",2,104,10,83,0,9,1,209,332
59031,"Vancouver Island North/Île de Vancouver-Nord"," 112","Campbell River",1,64,5,45,1,7,3,126,234
59031,"Vancouver Island North/Île de Vancouver-Nord"," 113","Campbell River",1,72,1,70,1,9,1,155,298
59031,"Vancouver Island North/Île de Vancouver-Nord"," 113-1","Campbell River",0,57,6,37,0,4,4,108,211
59031,"Vancouver Island North/Île de Vancouver-Nord"," 114","Campbell River",0,168,9,89,1,7,2,276,472
59031,"Vancouver Island North/Île de Vancouver-Nord"," 114-1","Campbell River",3,72,1,72,0,2,0,150,308
59031,"Vancouver Island North/Île de Vancouver-Nord"," 115","Tahsis",0,42,8,113,0,11,0,174,261
59031,"Vancouver Island North/Île de Vancouver-Nord"," 116","Tsa Xana 18",0,9,0,29,0,0,0,38,76
59031,"Vancouver Island North/Île de Vancouver-Nord"," 117","Gold River",1,50,6,66,0,9,1,133,253
59031,"Vancouver Island North/Île de Vancouver-Nord"," 118","Gold River",0,58,12,75,0,12,0,157,337
59031,"Vancouver Island North/Île de Vancouver-Nord"," 119","Gold River",1,54,13,60,1,7,0,136,220
59031,"Vancouver Island North/Île de Vancouver-Nord"," 120","Gold River",1,58,5,52,0,7,1,124,234
59031,"Vancouver Island North/Île de Vancouver-Nord"," 121","Gold River",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 122","Oyster River",1,126,11,134,0,25,0,297,492
59031,"Vancouver Island North/Île de Vancouver-Nord"," 123","Black Creek",0,139,7,129,0,2,0,277,459
59031,"Vancouver Island North/Île de Vancouver-Nord"," 124","Oyster River",0,109,5,83,0,15,0,212,338
59031,"Vancouver Island North/Île de Vancouver-Nord"," 125","Saratoga Beach",0,124,11,95,0,7,1,238,352
59031,"Vancouver Island North/Île de Vancouver-Nord"," 126","Saratoga Beach",1,90,17,86,0,10,2,206,341
59031,"Vancouver Island North/Île de Vancouver-Nord"," 127","Black Creek",2,151,14,153,0,16,0,336,473
59031,"Vancouver Island North/Île de Vancouver-Nord"," 128","Merville",0,77,5,161,1,9,1,254,380
59031,"Vancouver Island North/Île de Vancouver-Nord"," 129","Courtenay",1,89,15,88,0,13,0,206,457
59031,"Vancouver Island North/Île de Vancouver-Nord"," 130","Courtenay",0,75,4,98,0,12,0,189,354
59031,"Vancouver Island North/Île de Vancouver-Nord"," 131","Headquarters",1,49,5,70,0,11,0,136,223
59031,"Vancouver Island North/Île de Vancouver-Nord"," 132","Merville",0,99,7,58,0,12,1,177,299
59031,"Vancouver Island North/Île de Vancouver-Nord"," 133","Merville",5,89,10,110,0,19,0,233,377
59031,"Vancouver Island North/Île de Vancouver-Nord"," 134","Courtenay",1,133,7,97,0,13,0,251,375
59031,"Vancouver Island North/Île de Vancouver-Nord"," 135","Merville",0,124,18,140,0,22,1,305,495
59031,"Vancouver Island North/Île de Vancouver-Nord"," 135-1","Merville",2,88,8,75,0,16,0,189,306
59031,"Vancouver Island North/Île de Vancouver-Nord"," 136","Courtenay",1,116,12,122,0,11,0,262,411
59031,"Vancouver Island North/Île de Vancouver-Nord"," 137","Courtenay",2,109,17,93,0,18,0,239,465
59031,"Vancouver Island North/Île de Vancouver-Nord"," 138","Courtenay",1,61,8,70,1,11,0,152,396
59031,"Vancouver Island North/Île de Vancouver-Nord"," 138-1","Courtenay",0,5,2,34,0,1,0,42,91
59031,"Vancouver Island North/Île de Vancouver-Nord"," 139","Courtenay",1,99,11,64,0,8,1,184,407
59031,"Vancouver Island North/Île de Vancouver-Nord"," 140","Courtenay",0,43,10,51,0,5,0,109,209
59031,"Vancouver Island North/Île de Vancouver-Nord"," 140-1","Courtenay",0,162,15,90,0,7,1,275,485
59031,"Vancouver Island North/Île de Vancouver-Nord"," 141A","Courtenay",0,109,3,48,0,7,2,169,296
59031,"Vancouver Island North/Île de Vancouver-Nord"," 141B","Courtenay",1,116,15,42,0,3,1,178,315
59031,"Vancouver Island North/Île de Vancouver-Nord"," 141-1A","Courtenay",1,116,11,49,0,9,1,187,333
59031,"Vancouver Island North/Île de Vancouver-Nord"," 141-1B","Courtenay",2,133,9,74,0,9,0,227,369
59031,"Vancouver Island North/Île de Vancouver-Nord"," 142","Courtenay",0,133,14,82,0,9,1,239,443
59031,"Vancouver Island North/Île de Vancouver-Nord"," 143A","Courtenay",0,58,8,42,0,9,0,117,247
59031,"Vancouver Island North/Île de Vancouver-Nord"," 143B","Courtenay",1,89,9,52,0,10,0,161,283
59031,"Vancouver Island North/Île de Vancouver-Nord"," 144","Courtenay",0,34,10,45,0,5,1,95,263
59031,"Vancouver Island North/Île de Vancouver-Nord"," 145","Courtenay",2,104,24,93,0,5,0,228,424
59031,"Vancouver Island North/Île de Vancouver-Nord"," 146","Courtenay",1,91,11,27,0,2,0,132,228
59031,"Vancouver Island North/Île de Vancouver-Nord"," 146-1","Courtenay",1,66,9,37,0,5,0,118,267
59031,"Vancouver Island North/Île de Vancouver-Nord"," 147","Courtenay",0,116,4,42,0,7,0,169,300
59031,"Vancouver Island North/Île de Vancouver-Nord"," 147-1","Courtenay",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 148","Courtenay",0,130,18,31,0,4,0,183,307
59031,"Vancouver Island North/Île de Vancouver-Nord"," 148-1","Courtenay",0,111,18,30,0,2,0,161,290
59031,"Vancouver Island North/Île de Vancouver-Nord"," 149","Courtenay",0,80,16,64,0,2,0,162,264
59031,"Vancouver Island North/Île de Vancouver-Nord"," 150","Courtenay",2,147,17,90,0,6,0,262,438
59031,"Vancouver Island North/Île de Vancouver-Nord"," 151","Courtenay",0,105,11,44,0,11,0,171,323
59031,"Vancouver Island North/Île de Vancouver-Nord"," 152","Comox 1",2,158,19,63,0,7,0,249,423
59031,"Vancouver Island North/Île de Vancouver-Nord"," 152-1","Comox-Strathcona B",4,66,11,79,0,9,0,169,503
59031,"Vancouver Island North/Île de Vancouver-Nord"," 152-2","Comox 1",1,67,10,57,0,4,0,139,286
59031,"Vancouver Island North/Île de Vancouver-Nord"," 153","Courtenay",1,120,18,118,0,20,0,277,504
59031,"Vancouver Island North/Île de Vancouver-Nord"," 154","Courtenay",2,58,5,69,1,5,1,141,297
59031,"Vancouver Island North/Île de Vancouver-Nord"," 155","Courtenay",1,64,17,124,1,26,0,233,417
59031,"Vancouver Island North/Île de Vancouver-Nord"," 156","Courtenay",2,35,11,102,0,21,3,174,299
59031,"Vancouver Island North/Île de Vancouver-Nord"," 156-1","Courtenay",0,36,9,68,0,6,0,119,211
59031,"Vancouver Island North/Île de Vancouver-Nord"," 157A","Courtenay",0,43,11,56,0,11,1,122,265
59031,"Vancouver Island North/Île de Vancouver-Nord"," 157B","Courtenay",1,44,5,69,0,7,1,127,287
59031,"Vancouver Island North/Île de Vancouver-Nord"," 158","Courtenay",2,32,5,47,0,6,0,92,190
59031,"Vancouver Island North/Île de Vancouver-Nord"," 159","Courtenay",1,17,9,68,0,7,0,102,193
59031,"Vancouver Island North/Île de Vancouver-Nord"," 159-1","Courtenay",1,76,13,94,1,17,0,202,451
59031,"Vancouver Island North/Île de Vancouver-Nord"," 160","Courtenay",4,36,5,64,2,4,1,116,340
59031,"Vancouver Island North/Île de Vancouver-Nord"," 161","Courtenay",2,39,5,86,0,5,1,138,312
59031,"Vancouver Island North/Île de Vancouver-Nord"," 161-1","Courtenay",1,28,6,52,0,7,0,94,228
59031,"Vancouver Island North/Île de Vancouver-Nord"," 162","Courtenay",4,56,9,66,1,6,0,142,296
59031,"Vancouver Island North/Île de Vancouver-Nord"," 163","Courtenay",2,31,3,46,0,5,0,87,214
59031,"Vancouver Island North/Île de Vancouver-Nord"," 164","Courtenay",1,77,9,112,0,26,2,227,467
59031,"Vancouver Island North/Île de Vancouver-Nord"," 165","Courtenay",0,58,10,101,0,11,2,182,454
59031,"Vancouver Island North/Île de Vancouver-Nord"," 166","Courtenay",3,65,12,86,0,8,0,174,344
59031,"Vancouver Island North/Île de Vancouver-Nord"," 166-1","Courtenay",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 167","Courtenay",2,62,12,102,1,8,0,187,369
59031,"Vancouver Island North/Île de Vancouver-Nord"," 168","Courtenay",2,63,8,49,1,11,0,134,280
59031,"Vancouver Island North/Île de Vancouver-Nord"," 169A","Courtenay",0,34,6,72,0,3,1,116,240
59031,"Vancouver Island North/Île de Vancouver-Nord"," 169B","Courtenay",0,56,2,57,0,3,0,118,284
59031,"Vancouver Island North/Île de Vancouver-Nord"," 170","Courtenay",0,73,19,109,0,20,0,221,471
59031,"Vancouver Island North/Île de Vancouver-Nord"," 171","Courtenay",1,68,5,66,0,10,0,150,376
59031,"Vancouver Island North/Île de Vancouver-Nord"," 172","Courtenay",0,46,4,50,0,6,1,107,232
59031,"Vancouver Island North/Île de Vancouver-Nord"," 173","Courtenay",1,36,6,36,0,3,0,82,261
59031,"Vancouver Island North/Île de Vancouver-Nord"," 174","Courtenay",0,68,5,91,0,5,1,170,390
59031,"Vancouver Island North/Île de Vancouver-Nord"," 174-1","Courtenay",0,35,3,36,0,3,1,78,166
59031,"Vancouver Island North/Île de Vancouver-Nord"," 175","Courtenay",2,102,17,73,0,10,0,204,429
59031,"Vancouver Island North/Île de Vancouver-Nord"," 176","Courtenay",0,110,5,80,0,15,1,211,456
59031,"Vancouver Island North/Île de Vancouver-Nord"," 177","Courtenay",1,95,9,75,0,20,0,200,415
59031,"Vancouver Island North/Île de Vancouver-Nord"," 178","Little River",3,124,12,100,0,7,2,248,497
59031,"Vancouver Island North/Île de Vancouver-Nord"," 179","Little River",2,139,9,83,0,16,1,250,395
59031,"Vancouver Island North/Île de Vancouver-Nord"," 180","Little River",5,108,10,79,0,13,0,215,345
59031,"Vancouver Island North/Île de Vancouver-Nord"," 181","Comox 1",0,126,8,69,0,17,1,221,404
59031,"Vancouver Island North/Île de Vancouver-Nord"," 182","Comox 1",0,94,6,63,0,14,0,177,333
59031,"Vancouver Island North/Île de Vancouver-Nord"," 183","Comox 1",2,129,26,170,0,17,0,344,567
59031,"Vancouver Island North/Île de Vancouver-Nord"," 184","Comox 1",0,94,17,64,0,10,0,185,313
59031,"Vancouver Island North/Île de Vancouver-Nord"," 185","Comox 1",0,140,25,100,0,16,1,282,457
59031,"Vancouver Island North/Île de Vancouver-Nord"," 186","Comox",3,156,12,39,1,6,0,217,435
59031,"Vancouver Island North/Île de Vancouver-Nord"," 187","Comox",0,106,18,77,0,7,0,208,372
59031,"Vancouver Island North/Île de Vancouver-Nord"," 188","Comox",1,156,26,82,0,7,1,273,451
59031,"Vancouver Island North/Île de Vancouver-Nord"," 189","Comox",3,99,13,89,1,19,1,225,395
59031,"Vancouver Island North/Île de Vancouver-Nord"," 190","Comox",0,103,16,73,0,13,0,205,337
59031,"Vancouver Island North/Île de Vancouver-Nord"," 191","Comox",2,75,10,71,0,12,0,170,311
59031,"Vancouver Island North/Île de Vancouver-Nord"," 192","Comox",1,98,9,90,0,12,0,210,408
59031,"Vancouver Island North/Île de Vancouver-Nord"," 193","Comox 1",0,130,10,85,0,10,0,235,479
59031,"Vancouver Island North/Île de Vancouver-Nord"," 193-1","Comox",2,68,3,46,0,3,0,122,213
59031,"Vancouver Island North/Île de Vancouver-Nord"," 194","Comox",3,85,16,51,0,10,1,166,262
59031,"Vancouver Island North/Île de Vancouver-Nord"," 194-1A","Comox",0,121,16,57,0,13,0,207,373
59031,"Vancouver Island North/Île de Vancouver-Nord"," 194-1B","Comox",1,134,22,64,0,9,0,230,410
59031,"Vancouver Island North/Île de Vancouver-Nord"," 195","Comox",0,102,7,60,0,8,0,177,287
59031,"Vancouver Island North/Île de Vancouver-Nord"," 196","Comox",0,104,18,92,0,10,0,224,443
59031,"Vancouver Island North/Île de Vancouver-Nord"," 197","Comox",1,60,14,63,0,11,0,149,251
59031,"Vancouver Island North/Île de Vancouver-Nord"," 198","Comox",2,66,18,60,0,16,1,163,275
59031,"Vancouver Island North/Île de Vancouver-Nord"," 199A","Comox",0,91,16,60,0,15,0,182,389
59031,"Vancouver Island North/Île de Vancouver-Nord"," 199B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,86
59031,"Vancouver Island North/Île de Vancouver-Nord"," 200","Comox",1,71,13,101,0,8,1,195,431
59031,"Vancouver Island North/Île de Vancouver-Nord"," 201","Comox",1,91,18,129,0,20,0,259,461
59031,"Vancouver Island North/Île de Vancouver-Nord"," 202A","Comox",2,55,7,42,0,7,1,114,257
59031,"Vancouver Island North/Île de Vancouver-Nord"," 202B","Comox",1,71,10,56,0,5,0,143,265
59031,"Vancouver Island North/Île de Vancouver-Nord"," 203","Comox",0,63,12,53,0,9,1,138,270
59031,"Vancouver Island North/Île de Vancouver-Nord"," 204","Comox",0,66,9,56,0,5,0,136,275
59031,"Vancouver Island North/Île de Vancouver-Nord"," 205","Comox",0,110,10,92,0,14,0,226,395
59031,"Vancouver Island North/Île de Vancouver-Nord"," 206","Comox",0,80,10,70,0,20,0,180,314
59031,"Vancouver Island North/Île de Vancouver-Nord"," 206-1","Comox",1,104,9,88,0,9,0,211,374
59031,"Vancouver Island North/Île de Vancouver-Nord"," 207","Comox",1,98,10,121,0,11,0,241,418
59031,"Vancouver Island North/Île de Vancouver-Nord"," 208","Comox",2,70,10,81,0,10,0,173,299
59031,"Vancouver Island North/Île de Vancouver-Nord"," 209","Comox",0,105,14,72,0,10,0,201,400
