Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre Audette,Jacques Grenier,Jean-Yves Laforest,Lise St-Denis,Yves Tousignant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 164","Shawinigan-Sud",3,27,45,72,13,6,166,361
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 165","Shawinigan-Sud",4,30,73,72,16,12,207,396
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 166","Shawinigan-Sud",1,17,44,60,30,9,161,336
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 167","Shawinigan-Sud",3,23,61,79,27,8,201,386
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 168","Shawinigan-Sud",3,44,64,135,44,9,299,541
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 168-1","Shawinigan-Sud",3,30,47,70,22,4,176,324
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 169","Shawinigan-Sud",2,37,53,95,30,10,227,383
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 170","Shawinigan-Sud",2,33,62,60,18,5,180,341
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 171","Shawinigan-Sud",4,23,42,75,13,4,161,349
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 172","Shawinigan-Sud",1,26,58,58,20,4,167,345
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 173","Shawinigan-Sud",5,30,39,56,19,2,151,260
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 174","Shawinigan-Sud",3,23,49,89,25,10,199,349
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 175","Notre-Dame-du-Mont-Carmel",4,47,64,104,22,5,246,465
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 176","Notre-Dame-du-Mont-Carmel",2,32,62,109,19,10,234,469
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 177","Notre-Dame-du-Mont-Carmel",3,31,74,113,19,3,243,499
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 178","Notre-Dame-du-Mont-Carmel",4,33,58,113,14,11,233,491
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 179","Notre-Dame-du-Mont-Carmel",2,51,52,86,7,3,201,418
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 180","Notre-Dame-du-Mont-Carmel",4,34,66,110,11,9,234,516
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 181","Notre-Dame-du-Mont-Carmel",6,36,52,107,12,2,215,423
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 182","Notre-Dame-du-Mont-Carmel",7,31,48,59,4,2,151,318
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 183","Notre-Dame-du-Mont-Carmel",7,25,63,83,12,4,194,437
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 184","Notre-Dame-du-Mont-Carmel",3,39,44,61,4,2,153,328
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 185","Saint-Maurice",5,52,76,132,15,2,282,463
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 186","Saint-Maurice",9,58,76,140,14,8,305,487
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 187","Saint-Maurice",8,90,60,137,22,5,322,503
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 188A","Saint-Maurice",8,33,40,95,6,10,192,345
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 188B","Saint-Maurice",8,30,45,90,10,6,189,340
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 189","Saint-Stanislas",8,58,49,81,18,7,221,368
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 190","Saint-Stanislas",9,49,44,103,13,12,230,374
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 191","Saint-Prosper",6,47,92,109,33,6,293,447
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 192","Sainte-Anne-de-la-Pérade",4,41,56,76,15,3,195,336
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 193","Sainte-Anne-de-la-Pérade",6,35,47,82,21,1,192,297
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 194","Sainte-Anne-de-la-Pérade",1,35,43,56,27,2,164,286
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 195","Sainte-Anne-de-la-Pérade",5,31,51,103,21,5,216,384
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 196","Sainte-Anne-de-la-Pérade",1,46,44,85,24,2,202,370
24068,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 197","Batiscan",7,29,57,111,15,0,219,366
