Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Andrew Akpata,Romeo Bellai,Scott Bradley,Paul Dewar,Jen Hunter,Damian Konstantinakos,Stuart Ryan,Pierre Soublière,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35062,"Ottawa Centre/Ottawa-Centre"," 84","Ottawa",1,1,30,135,7,23,0,0,0,197,355
35062,"Ottawa Centre/Ottawa-Centre"," 85","Ottawa",1,1,32,148,14,30,1,0,0,227,403
35062,"Ottawa Centre/Ottawa-Centre"," 86","Ottawa",1,1,26,95,10,28,1,0,1,163,302
35062,"Ottawa Centre/Ottawa-Centre"," 87","Ottawa",2,0,19,120,9,20,0,0,2,172,334
35062,"Ottawa Centre/Ottawa-Centre"," 88","Ottawa",2,0,18,113,14,28,0,0,1,176,311
35062,"Ottawa Centre/Ottawa-Centre"," 89","Ottawa",3,0,25,106,14,31,1,0,0,180,304
35062,"Ottawa Centre/Ottawa-Centre"," 90","Ottawa",2,0,28,98,10,20,0,1,2,161,318
35062,"Ottawa Centre/Ottawa-Centre"," 91","Ottawa",1,1,31,131,16,23,0,0,0,203,356
35062,"Ottawa Centre/Ottawa-Centre"," 92","Ottawa",0,0,25,117,18,23,1,0,0,184,374
35062,"Ottawa Centre/Ottawa-Centre"," 93","Ottawa",3,1,52,151,18,40,1,0,3,269,572
35062,"Ottawa Centre/Ottawa-Centre"," 94","Ottawa",0,0,26,82,5,38,0,1,0,152,283
35062,"Ottawa Centre/Ottawa-Centre"," 95","Ottawa",0,1,68,122,12,66,1,0,2,272,512
35062,"Ottawa Centre/Ottawa-Centre"," 96","Ottawa",0,0,36,79,6,29,0,0,0,150,286
35062,"Ottawa Centre/Ottawa-Centre"," 97","Ottawa",1,0,51,125,9,26,0,0,0,212,372
35062,"Ottawa Centre/Ottawa-Centre"," 98","Ottawa",2,0,49,137,6,38,2,0,0,234,489
35062,"Ottawa Centre/Ottawa-Centre"," 99","Ottawa",1,0,41,118,7,14,0,0,3,184,349
35062,"Ottawa Centre/Ottawa-Centre"," 100","Ottawa",1,0,29,129,12,31,0,0,1,203,366
35062,"Ottawa Centre/Ottawa-Centre"," 101","Ottawa",0,1,39,70,9,13,0,0,0,132,264
35062,"Ottawa Centre/Ottawa-Centre"," 102","Ottawa",2,1,40,148,20,32,0,0,0,243,398
35062,"Ottawa Centre/Ottawa-Centre"," 103","Ottawa",0,0,53,98,13,43,0,0,0,207,386
35062,"Ottawa Centre/Ottawa-Centre"," 104","Ottawa",1,0,47,118,11,34,0,0,0,211,372
35062,"Ottawa Centre/Ottawa-Centre"," 105","Ottawa",2,1,68,145,19,39,0,0,0,274,483
35062,"Ottawa Centre/Ottawa-Centre"," 106","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 107","Ottawa",3,0,46,141,22,52,0,0,1,265,454
35062,"Ottawa Centre/Ottawa-Centre"," 108","Ottawa",3,0,57,92,18,43,1,0,1,215,436
35062,"Ottawa Centre/Ottawa-Centre"," 109","Ottawa",2,0,46,127,12,29,0,0,0,216,373
35062,"Ottawa Centre/Ottawa-Centre"," 110","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 111","Ottawa",0,0,33,68,18,16,0,0,0,135,252
35062,"Ottawa Centre/Ottawa-Centre"," 112","Ottawa",0,0,29,94,9,19,0,0,1,152,302
35062,"Ottawa Centre/Ottawa-Centre"," 113","Ottawa",0,0,36,123,8,23,0,0,2,192,373
35062,"Ottawa Centre/Ottawa-Centre"," 114","Ottawa",2,1,36,166,15,40,0,0,2,262,455
35062,"Ottawa Centre/Ottawa-Centre"," 115","Ottawa",0,0,41,171,13,35,0,0,0,260,532
35062,"Ottawa Centre/Ottawa-Centre"," 116","Ottawa",1,0,59,144,20,40,0,0,0,264,456
35062,"Ottawa Centre/Ottawa-Centre"," 117","Ottawa",3,0,55,109,11,19,1,0,0,198,351
35062,"Ottawa Centre/Ottawa-Centre"," 118","Ottawa",0,0,47,144,12,45,0,1,2,251,393
35062,"Ottawa Centre/Ottawa-Centre"," 119","Ottawa",0,0,81,114,9,36,1,0,0,241,339
35062,"Ottawa Centre/Ottawa-Centre"," 120","Ottawa",3,0,46,95,16,40,0,0,1,201,336
35062,"Ottawa Centre/Ottawa-Centre"," 121","Ottawa",1,1,42,130,16,36,0,0,0,226,386
35062,"Ottawa Centre/Ottawa-Centre"," 122","Ottawa",0,0,44,147,23,33,1,0,0,248,397
35062,"Ottawa Centre/Ottawa-Centre"," 122-1","Ottawa",0,1,21,48,0,42,0,0,0,112,139
35062,"Ottawa Centre/Ottawa-Centre"," 123","Ottawa",0,1,67,89,13,38,0,0,0,208,381
35062,"Ottawa Centre/Ottawa-Centre"," 124","Ottawa",1,0,56,97,8,41,0,0,0,203,321
35062,"Ottawa Centre/Ottawa-Centre"," 125","Ottawa",3,2,52,109,11,41,0,0,1,219,354
35062,"Ottawa Centre/Ottawa-Centre"," 126","Ottawa",0,0,47,126,24,30,0,0,0,227,372
35062,"Ottawa Centre/Ottawa-Centre"," 127","Ottawa",0,0,45,139,14,27,0,0,0,225,365
35062,"Ottawa Centre/Ottawa-Centre"," 128","Ottawa",1,0,54,117,12,45,2,1,0,232,424
35062,"Ottawa Centre/Ottawa-Centre"," 129","Ottawa",1,1,48,101,8,44,0,0,0,203,373
35062,"Ottawa Centre/Ottawa-Centre"," 130","Ottawa",0,0,46,114,16,55,0,0,0,231,356
35062,"Ottawa Centre/Ottawa-Centre"," 131","Ottawa",1,0,36,86,22,42,0,0,2,189,299
35062,"Ottawa Centre/Ottawa-Centre"," 132","Ottawa",0,0,35,78,10,44,0,0,0,167,273
35062,"Ottawa Centre/Ottawa-Centre"," 132-1","Ottawa",0,0,41,64,5,45,0,0,2,157,239
35062,"Ottawa Centre/Ottawa-Centre"," 133","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 134","Ottawa",2,0,34,106,14,36,1,0,2,195,338
35062,"Ottawa Centre/Ottawa-Centre"," 135","Ottawa",0,0,92,140,14,42,0,1,1,290,485
35062,"Ottawa Centre/Ottawa-Centre"," 136","Ottawa",1,0,44,144,17,27,0,0,0,233,376
35062,"Ottawa Centre/Ottawa-Centre"," 137","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 138","Ottawa",0,0,47,114,12,31,1,0,0,205,335
35062,"Ottawa Centre/Ottawa-Centre"," 139","Ottawa",0,0,55,172,18,36,0,0,0,281,473
35062,"Ottawa Centre/Ottawa-Centre"," 140","Ottawa",0,0,36,109,7,21,0,0,1,174,282
35062,"Ottawa Centre/Ottawa-Centre"," 141","Ottawa",0,0,50,86,4,36,0,0,1,177,338
35062,"Ottawa Centre/Ottawa-Centre"," 142","Ottawa",2,0,39,125,14,17,1,0,0,198,313
35062,"Ottawa Centre/Ottawa-Centre"," 143","Ottawa",1,0,108,91,13,50,0,0,0,263,449
35062,"Ottawa Centre/Ottawa-Centre"," 144","Ottawa",0,0,75,82,5,46,0,0,0,208,305
35062,"Ottawa Centre/Ottawa-Centre"," 145","Ottawa",1,1,88,120,5,49,1,0,0,265,394
35062,"Ottawa Centre/Ottawa-Centre"," 146","Ottawa",0,0,78,104,12,52,0,0,1,247,359
35062,"Ottawa Centre/Ottawa-Centre"," 147","Ottawa",0,1,15,97,4,23,1,0,1,142,274
35062,"Ottawa Centre/Ottawa-Centre"," 148","Ottawa",3,2,38,133,9,51,0,0,4,240,473
35062,"Ottawa Centre/Ottawa-Centre"," 149","Ottawa",0,0,27,121,6,41,0,0,1,196,355
35062,"Ottawa Centre/Ottawa-Centre"," 150","Ottawa",1,0,95,123,6,73,1,0,0,299,477
35062,"Ottawa Centre/Ottawa-Centre"," 151","Ottawa",1,0,76,106,11,71,0,0,1,266,421
35062,"Ottawa Centre/Ottawa-Centre"," 152","Ottawa",1,1,39,130,11,52,0,0,2,236,372
35062,"Ottawa Centre/Ottawa-Centre"," 153","Ottawa",0,1,32,154,15,48,2,0,2,254,472
35062,"Ottawa Centre/Ottawa-Centre"," 154","Ottawa",1,2,30,171,23,40,1,1,2,271,448
35062,"Ottawa Centre/Ottawa-Centre"," 155","Ottawa",1,1,32,150,22,53,0,0,1,260,476
35062,"Ottawa Centre/Ottawa-Centre"," 156","Ottawa",1,1,33,96,10,38,1,0,1,181,336
35062,"Ottawa Centre/Ottawa-Centre"," 157","Ottawa",1,3,33,117,12,53,0,0,3,222,381
35062,"Ottawa Centre/Ottawa-Centre"," 158","Ottawa",1,2,54,172,16,109,0,0,1,355,555
35062,"Ottawa Centre/Ottawa-Centre"," 159","Ottawa",1,1,33,79,11,45,1,0,0,171,292
35062,"Ottawa Centre/Ottawa-Centre"," 159-1","Ottawa",2,0,28,93,9,41,0,0,1,174,272
35062,"Ottawa Centre/Ottawa-Centre"," 160","Ottawa",3,0,33,120,8,33,0,0,2,199,403
35062,"Ottawa Centre/Ottawa-Centre"," 161","Ottawa",0,0,31,140,15,36,0,0,1,223,422
35062,"Ottawa Centre/Ottawa-Centre"," 162","Ottawa",0,0,32,132,14,32,0,0,0,210,417
35062,"Ottawa Centre/Ottawa-Centre"," 163","Ottawa",1,2,43,97,12,76,0,0,0,231,380
35062,"Ottawa Centre/Ottawa-Centre"," 164","Ottawa",2,0,47,143,11,82,0,0,0,285,425
35062,"Ottawa Centre/Ottawa-Centre"," 165","Ottawa",0,0,29,87,4,37,0,0,0,157,331
35062,"Ottawa Centre/Ottawa-Centre"," 166","Ottawa",2,1,23,105,18,63,0,0,0,212,414
35062,"Ottawa Centre/Ottawa-Centre"," 167","Ottawa",3,1,16,86,8,53,0,0,1,168,379
35062,"Ottawa Centre/Ottawa-Centre"," 168","Ottawa",1,0,39,117,8,55,0,0,1,221,392
35062,"Ottawa Centre/Ottawa-Centre"," 169","Ottawa",2,4,29,84,6,89,3,0,1,218,295
35062,"Ottawa Centre/Ottawa-Centre"," 170","Ottawa",0,1,21,72,9,49,0,0,0,152,313
35062,"Ottawa Centre/Ottawa-Centre"," 171","Ottawa",0,2,35,164,15,72,0,0,0,288,451
35062,"Ottawa Centre/Ottawa-Centre"," 172","Ottawa",0,0,25,87,11,58,0,0,0,181,295
35062,"Ottawa Centre/Ottawa-Centre"," 173","Ottawa",1,0,17,68,6,45,0,0,0,137,237
35062,"Ottawa Centre/Ottawa-Centre"," 174","Ottawa",0,0,24,103,7,43,0,0,1,178,287
35062,"Ottawa Centre/Ottawa-Centre"," 175","Ottawa",1,1,40,107,3,48,0,0,4,204,370
35062,"Ottawa Centre/Ottawa-Centre"," 176","Ottawa",0,1,30,91,5,32,0,0,1,160,306
35062,"Ottawa Centre/Ottawa-Centre"," 177","Ottawa",0,0,23,71,8,48,0,0,3,153,307
35062,"Ottawa Centre/Ottawa-Centre"," 178","Ottawa",3,0,43,95,6,39,1,0,1,188,350
35062,"Ottawa Centre/Ottawa-Centre"," 179","Ottawa",2,0,20,86,8,26,0,0,1,143,310
35062,"Ottawa Centre/Ottawa-Centre"," 180","Ottawa",1,1,17,86,9,43,0,0,1,158,375
35062,"Ottawa Centre/Ottawa-Centre"," 181","Ottawa",2,0,23,83,6,36,0,0,0,150,301
35062,"Ottawa Centre/Ottawa-Centre"," 182","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 183","Ottawa",2,0,19,65,3,46,0,0,2,137,257
35062,"Ottawa Centre/Ottawa-Centre"," 184","Ottawa",0,3,33,84,17,87,0,0,2,226,391
35062,"Ottawa Centre/Ottawa-Centre"," 185","Ottawa",0,6,38,99,7,78,0,0,0,228,409
35062,"Ottawa Centre/Ottawa-Centre"," 186","Ottawa",0,0,31,92,9,72,0,0,1,205,365
35062,"Ottawa Centre/Ottawa-Centre"," 187","Ottawa",0,0,24,67,3,26,3,0,0,123,278
35062,"Ottawa Centre/Ottawa-Centre"," 188","Ottawa",1,0,24,40,6,24,0,0,1,96,183
35062,"Ottawa Centre/Ottawa-Centre"," 189","Ottawa",0,0,32,101,3,38,0,1,0,175,434
35062,"Ottawa Centre/Ottawa-Centre"," 190","Ottawa",2,2,30,54,5,49,3,1,0,146,264
35062,"Ottawa Centre/Ottawa-Centre"," 191","Ottawa",2,1,29,91,9,79,1,0,0,212,356
35062,"Ottawa Centre/Ottawa-Centre"," 192","Ottawa",0,1,41,68,1,76,0,0,2,189,346
35062,"Ottawa Centre/Ottawa-Centre"," 193","Ottawa",3,5,59,76,6,132,0,0,0,281,441
35062,"Ottawa Centre/Ottawa-Centre"," 194","Ottawa",1,2,22,89,5,45,0,0,1,165,329
35062,"Ottawa Centre/Ottawa-Centre"," 195","Ottawa",0,0,31,36,6,79,0,0,1,153,273
35062,"Ottawa Centre/Ottawa-Centre"," 196","Ottawa",2,2,47,69,4,62,0,0,0,186,350
35062,"Ottawa Centre/Ottawa-Centre"," 196-1","Ottawa",3,0,51,92,4,106,1,0,0,257,472
35062,"Ottawa Centre/Ottawa-Centre"," 197","Ottawa",2,0,46,77,1,49,0,0,0,175,351
35062,"Ottawa Centre/Ottawa-Centre"," 198","Ottawa",1,0,56,123,8,48,1,0,0,237,459
35062,"Ottawa Centre/Ottawa-Centre"," 199","Ottawa",0,2,33,110,8,38,0,2,0,193,384
35062,"Ottawa Centre/Ottawa-Centre"," 200","Ottawa",2,0,35,108,14,27,1,0,0,187,369
35062,"Ottawa Centre/Ottawa-Centre"," 201","Ottawa",1,3,40,166,24,32,0,1,0,267,501
35062,"Ottawa Centre/Ottawa-Centre"," 202","Ottawa",2,1,25,115,15,31,1,0,0,190,313
35062,"Ottawa Centre/Ottawa-Centre"," 203","Ottawa",0,0,58,136,18,43,0,0,0,255,460
35062,"Ottawa Centre/Ottawa-Centre"," 204","Ottawa",4,1,25,149,18,45,1,0,0,243,396
35062,"Ottawa Centre/Ottawa-Centre"," 205","Ottawa",0,0,57,124,7,52,0,0,1,241,430
35062,"Ottawa Centre/Ottawa-Centre"," 206","Ottawa",1,0,69,102,15,54,0,0,2,243,441
35062,"Ottawa Centre/Ottawa-Centre"," 207","Ottawa",0,0,58,129,14,30,0,0,0,231,328
35062,"Ottawa Centre/Ottawa-Centre"," 208","Ottawa",3,1,46,117,10,41,0,0,1,219,361
35062,"Ottawa Centre/Ottawa-Centre"," 209","Ottawa",1,2,38,186,15,17,0,0,0,259,355
35062,"Ottawa Centre/Ottawa-Centre"," 210","Ottawa",1,0,54,134,17,31,0,0,2,239,422
35062,"Ottawa Centre/Ottawa-Centre"," 211","Ottawa",0,1,66,139,15,41,0,0,2,264,408
35062,"Ottawa Centre/Ottawa-Centre"," 212","Ottawa",2,0,41,141,24,40,0,0,0,248,364
35062,"Ottawa Centre/Ottawa-Centre"," 213","Ottawa",3,0,39,141,15,29,1,1,1,230,329
35062,"Ottawa Centre/Ottawa-Centre"," 214","Ottawa",0,0,41,113,18,32,0,0,0,204,346
35062,"Ottawa Centre/Ottawa-Centre"," 215","Ottawa",1,1,27,123,14,35,1,0,2,204,410
35062,"Ottawa Centre/Ottawa-Centre"," 216","Ottawa",1,1,28,97,13,26,1,0,1,168,291
35062,"Ottawa Centre/Ottawa-Centre"," 217","Ottawa",3,0,38,124,19,15,0,0,0,199,315
35062,"Ottawa Centre/Ottawa-Centre"," 218","Ottawa",1,0,25,96,8,29,0,0,0,159,230
35062,"Ottawa Centre/Ottawa-Centre"," 219","Ottawa",2,0,29,135,7,36,0,0,1,210,329
35062,"Ottawa Centre/Ottawa-Centre"," 220","Ottawa",1,1,35,119,6,29,0,0,1,192,342
35062,"Ottawa Centre/Ottawa-Centre"," 400","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 401","Ottawa",0,1,49,130,13,73,0,0,2,268,409
35062,"Ottawa Centre/Ottawa-Centre"," 402","Ottawa",0,1,44,61,6,40,1,0,0,153,224
35062,"Ottawa Centre/Ottawa-Centre"," 403","Ottawa",0,0,33,80,7,25,0,0,0,145,304
35062,"Ottawa Centre/Ottawa-Centre"," 404","Ottawa",0,1,41,97,10,29,0,0,1,179,265
35062,"Ottawa Centre/Ottawa-Centre"," 405","Ottawa",0,0,32,61,9,22,0,0,0,124,256
35062,"Ottawa Centre/Ottawa-Centre"," 406","Ottawa",1,2,36,76,10,29,0,0,2,156,233
35062,"Ottawa Centre/Ottawa-Centre"," 407","Ottawa",0,0,6,16,1,7,0,0,0,30,161
35062,"Ottawa Centre/Ottawa-Centre"," 408","Ottawa",Merged with No. 407/Fusionné avec le nº 407,,,,,,,,,,53
35062,"Ottawa Centre/Ottawa-Centre"," 409","Ottawa",Merged with No. 407/Fusionné avec le nº 407,,,,,,,,,,44
35062,"Ottawa Centre/Ottawa-Centre"," 410","Ottawa",Merged with No. 407/Fusionné avec le nº 407,,,,,,,,,,59
35062,"Ottawa Centre/Ottawa-Centre"," 411","Ottawa",Merged with No. 407/Fusionné avec le nº 407,,,,,,,,,,64
35062,"Ottawa Centre/Ottawa-Centre"," 412","Ottawa",1,1,24,96,8,79,2,0,0,211,339
35062,"Ottawa Centre/Ottawa-Centre"," 413","Ottawa",1,1,35,91,4,59,4,0,0,195,307
35062,"Ottawa Centre/Ottawa-Centre"," 414","Ottawa",0,1,25,62,4,38,0,0,2,132,290
35062,"Ottawa Centre/Ottawa-Centre"," 415","Ottawa",1,0,35,94,11,79,0,0,0,220,308
35062,"Ottawa Centre/Ottawa-Centre"," 416","Ottawa",1,0,18,66,4,34,1,0,0,124,283
35062,"Ottawa Centre/Ottawa-Centre"," 417","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 418","Ottawa",2,3,25,72,5,41,1,0,3,152,248
35062,"Ottawa Centre/Ottawa-Centre"," 419","Ottawa",0,0,24,33,4,13,0,0,0,74,90
35062,"Ottawa Centre/Ottawa-Centre"," 420","Ottawa",2,3,24,34,5,49,0,1,0,118,196
35062,"Ottawa Centre/Ottawa-Centre"," 421","Ottawa",0,0,25,46,2,45,0,1,1,120,181
35062,"Ottawa Centre/Ottawa-Centre"," 422","Ottawa",1,0,23,60,1,76,2,1,1,165,216
