Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Domm,Tanya Fredette,Gaston Gourde,Jacques Gourde,Nicole Larouche,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 15","Saint-Antoine-de-Tilly",4,114,41,84,12,4,259,368
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 16","Saint-Apollinaire",1,106,43,115,7,9,281,499
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 17","Saint-Apollinaire",3,105,34,117,15,3,277,456
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 18","Saint-Apollinaire",4,74,13,133,13,4,241,437
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 19","Saint-Apollinaire",5,86,31,121,12,6,261,457
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 20","Saint-Apollinaire",9,78,35,113,11,2,248,525
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 21","Saint-Apollinaire",6,98,43,114,11,0,272,490
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 21-1","Saint-Apollinaire",4,58,25,59,4,1,151,311
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 22","Saint-Apollinaire",3,81,17,132,3,5,241,461
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 22-1","Saint-Apollinaire",4,61,18,70,44,2,199,325
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 23","Saint-Agapit",2,77,32,117,2,3,233,417
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 24","Saint-Agapit",4,133,26,216,13,4,396,646
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 25","Saint-Agapit",6,52,10,85,5,2,160,326
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 26","Saint-Agapit",5,93,21,126,12,6,263,498
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 27","Saint-Agapit",1,51,7,114,7,6,186,322
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 28","Saint-Agapit",0,91,35,113,4,5,248,448
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 29","Saint-Flavien",3,100,26,151,8,3,291,485
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 30","Notre-Dame-du-Sacré-Coeur-d'Issoudun",8,44,18,76,5,6,157,266
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 31","Notre-Dame-du-Sacré-Coeur-d'Issoudun",2,71,17,113,3,3,209,379
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 32","Laurier-Station",6,77,26,124,4,6,243,435
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 33","Laurier-Station",4,42,17,54,10,3,130,250
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 34","Laurier-Station",3,99,24,129,12,6,273,512
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 35","Laurier-Station",2,107,23,95,6,9,242,392
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 36","Laurier-Station",2,80,30,99,14,4,229,416
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 37","Saint-Flavien",1,46,28,54,9,2,140,276
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 38","Saint-Flavien",6,57,26,95,4,5,193,341
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 39","Saint-Janvier-de-Joly",3,84,27,105,7,6,232,386
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 40","Saint-Janvier-de-Joly",2,60,22,131,6,4,225,390
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 41","Val-Alain",1,90,28,83,3,4,209,410
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 42","Val-Alain",5,99,23,67,9,9,212,366
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 43","Saint-Nicolas",6,127,46,102,14,8,303,530
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 44","Saint-Nicolas",6,143,47,128,7,3,334,630
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 45","Saint-Nicolas",4,93,58,51,14,4,224,431
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 46","Saint-Nicolas",5,158,51,121,15,6,356,614
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 47","Saint-Nicolas",7,156,68,130,21,4,386,668
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 48","Saint-Nicolas",6,128,54,116,19,4,327,589
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 49","Saint-Nicolas",7,96,54,75,34,1,267,453
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 50","Saint-Nicolas",7,97,30,69,30,8,241,392
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 51","Saint-Nicolas",6,114,49,74,29,4,276,440
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 52","Saint-Nicolas",1,83,36,69,25,1,215,344
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 53","Saint-Nicolas",6,144,58,93,19,5,325,506
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 54","Saint-Nicolas",7,165,76,146,33,8,435,599
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 55","Saint-Nicolas",2,122,49,81,16,3,273,406
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 55-1","Lévis",5,150,60,146,36,5,402,639
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 56","Saint-Nicolas",7,90,42,79,18,3,239,476
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 57","Saint-Nicolas",7,106,30,74,10,5,232,349
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 57-1","Lévis",2,106,37,61,8,1,215,368
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 58","Saint-Nicolas",2,91,42,54,6,4,199,348
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 58-1","Lévis",3,44,15,69,6,2,139,244
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 59","Saint-Nicolas",10,176,53,159,16,13,427,651
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 60","Saint-Nicolas",6,110,29,79,13,3,240,458
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 61","Saint-Nicolas",3,65,19,63,3,1,154,364
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 62","Saint-Nicolas",6,109,38,80,14,2,249,485
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 63","Saint-Nicolas",2,56,25,42,5,2,132,318
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 63-1","Lévis",2,49,13,78,6,2,150,304
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 64","Saint-Nicolas",3,52,16,51,9,3,134,245
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 65","Saint-Nicolas",1,124,40,137,24,3,329,508
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 66","Saint-Nicolas",6,116,43,71,14,2,252,380
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 67","Saint-Nicolas",1,127,36,72,8,2,246,395
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 68","Saint-Nicolas",1,154,61,115,13,8,352,598
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 69","Saint-Nicolas",5,123,47,104,9,5,293,479
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 70","Saint-Nicolas",2,90,40,86,16,1,235,376
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 71","Saint-Nicolas",2,98,35,64,10,4,213,351
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 72","Saint-Nicolas",4,99,35,82,21,3,244,420
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 73","Charny",6,109,33,77,20,3,248,506
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 74","Charny",1,81,26,36,14,2,160,268
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 75","Charny",4,99,47,43,13,1,207,388
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 76","Charny",2,101,58,65,18,4,248,393
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 77","Charny",6,131,53,98,12,4,304,488
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 78","Charny",7,110,29,58,6,1,211,450
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 79","Charny",1,96,50,66,10,4,227,362
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 80","Charny",4,90,25,77,13,0,209,382
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 81","Charny",6,109,62,35,12,4,228,436
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 82","Charny",4,54,31,35,6,3,133,283
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 83","Charny",4,82,35,50,10,2,183,381
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 84","Charny",5,55,14,45,12,1,132,278
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 85","Charny",3,80,24,58,11,1,177,297
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 86","Charny",4,59,21,40,14,3,141,304
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 87","Charny",3,81,28,68,4,0,184,326
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 88","Charny",2,66,23,34,6,3,134,293
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 89","Charny",6,106,40,61,13,7,233,416
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 90","Charny",7,74,24,43,10,2,160,340
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 91","Charny",6,76,41,60,10,3,196,333
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 92","Charny",6,97,32,60,11,5,211,364
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 93","Charny",5,72,36,40,6,1,160,317
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 94","Charny",2,91,24,77,6,2,202,422
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 95","Saint-Jean-Chrysostome",6,104,16,80,6,4,216,454
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 95-1","Saint-Jean-Chrysostome",5,139,19,173,11,6,353,606
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 96","Saint-Jean-Chrysostome",5,95,28,84,9,4,225,396
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 97","Saint-Jean-Chrysostome",4,123,32,80,21,4,264,371
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 98","Saint-Jean-Chrysostome",3,108,27,82,5,4,229,384
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 98-1","Saint-Jean-Chrysostome",7,63,19,65,4,0,158,240
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 99","Saint-Jean-Chrysostome",1,92,29,77,11,2,212,382
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 100","Saint-Jean-Chrysostome",2,103,46,103,21,7,282,468
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 101","Saint-Jean-Chrysostome",6,155,50,89,15,2,317,532
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 102","Saint-Jean-Chrysostome",3,93,48,64,8,6,222,403
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 103","Saint-Jean-Chrysostome",3,161,40,107,14,7,332,593
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 104","Saint-Jean-Chrysostome",4,114,26,66,10,5,225,382
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 105","Saint-Jean-Chrysostome",1,94,27,72,7,2,203,281
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 106","Saint-Jean-Chrysostome",7,75,37,67,8,5,199,414
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 107","Saint-Jean-Chrysostome",5,100,39,72,10,4,230,405
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 108","Saint-Jean-Chrysostome",6,132,34,96,17,6,291,483
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 109","Saint-Jean-Chrysostome",2,122,33,84,9,4,254,465
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 110","Saint-Jean-Chrysostome",3,138,27,89,10,3,270,450
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 111","Saint-Jean-Chrysostome",5,103,32,64,18,2,224,392
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 112","Saint-Jean-Chrysostome",3,78,32,43,10,4,170,323
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 113","Saint-Jean-Chrysostome",3,112,43,107,22,4,291,469
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 114","Saint-Jean-Chrysostome",4,105,56,87,20,3,275,518
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 115","Saint-Jean-Chrysostome",2,136,38,102,13,5,296,502
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 116","Saint-Jean-Chrysostome",5,112,41,82,8,3,251,426
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 117","Saint-Jean-Chrysostome",3,95,43,83,9,2,235,380
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 118","Saint-Jean-Chrysostome",5,118,32,85,12,1,253,421
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 119","Saint-Jean-Chrysostome",6,109,33,104,11,5,268,407
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 119-1","Saint-Jean-Chrysostome",2,94,15,105,8,5,229,381
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 120","Saint-Jean-Chrysostome",2,60,31,87,4,1,185,345
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 121","Saint-Jean-Chrysostome",6,76,22,113,2,7,226,411
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 122","Saint-Jean-Chrysostome",3,76,16,71,8,5,179,317
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 123","Saint-Jean-Chrysostome",3,73,30,106,8,6,226,376
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 124","Saint-Jean-Chrysostome",2,47,11,48,7,2,117,239
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 125","Sainte-Hélène-de-Breakeyville",3,65,18,83,8,0,177,466
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 126","Sainte-Hélène-de-Breakeyville",0,71,23,89,5,5,193,460
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 126-1","Sainte-Hélène-de-Breakeyville",3,91,20,145,13,3,275,600
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 127","Sainte-Hélène-de-Breakeyville",0,57,12,28,4,1,102,289
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 128","Sainte-Hélène-de-Breakeyville",5,54,20,55,4,3,141,383
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 129","Sainte-Hélène-de-Breakeyville",3,45,20,29,3,0,100,367
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 130","Sainte-Hélène-de-Breakeyville",2,111,25,109,11,3,261,607
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 131","Sainte-Hélène-de-Breakeyville",3,105,29,74,8,2,221,572
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 132","Saint-Rédempteur",2,104,35,69,8,3,221,369
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 133","Saint-Rédempteur",0,101,38,90,13,5,247,428
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 134","Saint-Rédempteur",2,82,32,68,7,6,197,336
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 135","Saint-Rédempteur",3,72,32,67,22,7,203,444
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 136","Saint-Rédempteur",5,107,59,74,9,4,258,448
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 137","Saint-Rédempteur",5,86,28,70,11,3,203,410
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 138","Saint-Rédempteur",7,106,31,101,21,1,267,424
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 139","Saint-Rédempteur",1,86,13,78,13,5,196,341
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 139-1","Lévis",2,70,27,62,15,3,179,319
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 139-2","Saint-Rédempteur",3,54,26,55,10,3,151,282
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 140","Saint-Rédempteur",9,118,27,71,13,6,244,461
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 141","Saint-Rédempteur",3,89,46,81,6,4,229,456
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 142","Saint-Rédempteur",3,104,34,124,18,7,290,606
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 142-1","Lévis",6,112,40,86,11,4,259,524
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 143","Saint-Étienne-de-Lauzon",4,101,30,93,14,5,247,502
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 144","Saint-Étienne-de-Lauzon",0,33,34,85,7,4,163,343
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 145","Saint-Étienne-de-Lauzon",3,113,50,94,16,4,280,451
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 146","Saint-Étienne-de-Lauzon",6,123,39,137,17,5,327,578
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 147","Saint-Étienne-de-Lauzon",4,120,30,107,4,0,265,488
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 148","Saint-Étienne-de-Lauzon",7,117,46,120,7,5,302,489
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 149","Saint-Étienne-de-Lauzon",1,110,32,118,3,5,269,405
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 150","Saint-Étienne-de-Lauzon",6,87,31,98,11,7,240,415
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 151","Saint-Étienne-de-Lauzon",5,105,28,70,8,9,225,369
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 152","Saint-Étienne-de-Lauzon",3,89,33,85,11,5,226,383
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 153","Saint-Étienne-de-Lauzon",5,85,29,116,8,7,250,504
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 153-1","Lévis",3,108,25,113,5,4,258,453
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 154","Saint-Étienne-de-Lauzon",4,59,26,69,11,2,171,332
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 155","Saint-Étienne-de-Lauzon",2,61,8,79,7,4,161,294
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 155-1","Lévis",5,95,27,59,6,4,196,315
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 156","Saint-Étienne-de-Lauzon",9,130,48,110,9,7,313,531
