Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy André,Ruth Ellen Brosseau,Francine Gaudet,Marie-Claude Godue,Martin Jubinville,Léonie Matteau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 1","Saint-Alexis-des-Monts",24,39,23,4,0,7,1,98,220
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 2","Saint-Élie",96,104,48,33,3,11,6,301,472
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 3","Saint-Élie",59,74,22,26,1,10,2,194,263
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 4","Saint-Élie",67,108,33,36,2,14,9,269,509
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 5","Charette",48,71,20,21,1,4,6,171,334
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 6","Charette",90,112,34,30,1,8,8,283,494
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 7","Saint-Paulin",60,89,39,38,3,5,7,241,459
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 8","Saint-Paulin",50,63,49,38,1,6,4,211,375
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 9","Saint-Paulin",44,94,46,27,3,2,5,221,407
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 10","Saint-Alexis-des-Monts",55,57,39,29,1,6,7,194,372
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 11","Saint-Alexis-des-Monts",59,56,23,33,1,0,3,175,404
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 12","Saint-Alexis-des-Monts",70,64,35,29,1,4,1,204,449
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 13","Saint-Alexis-des-Monts",43,50,42,20,1,2,3,161,321
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 14","Saint-Alexis-des-Monts",93,65,33,30,0,2,2,225,490
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 15","Saint-Alexis-des-Monts",51,66,17,18,1,3,0,156,343
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 16","Sainte-Angèle-de-Prémont",44,69,27,25,2,1,0,168,334
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 17","Sainte-Angèle-de-Prémont",51,47,34,14,0,2,0,148,231
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 18","Saint-Mathieu-du-Parc",69,93,20,17,1,7,3,210,396
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 19","Saint-Mathieu-du-Parc",87,99,34,20,2,9,3,254,478
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 20","Saint-Mathieu-du-Parc",48,68,17,16,0,10,8,167,328
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 21","Saint-Boniface",81,133,25,51,0,4,4,298,516
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 22","Saint-Boniface",84,52,12,29,2,5,8,192,347
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 23","Saint-Boniface",57,75,24,29,1,2,0,188,391
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 24","Saint-Boniface",54,65,25,32,1,4,4,185,382
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 25","Saint-Boniface",70,74,17,35,1,7,4,208,376
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 26","Saint-Boniface",61,70,10,26,0,4,1,172,329
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 26-1","Saint-Boniface",34,62,11,24,1,9,4,145,266
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 27","Saint-Boniface",62,98,18,38,0,5,4,225,423
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 28","Saint-Boniface",91,101,33,41,2,13,8,289,552
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 29","Saint-Étienne-des-Grès",60,71,24,35,2,5,6,203,355
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 30","Saint-Étienne-des-Grès",71,106,43,42,2,7,7,278,483
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 30-1","Saint-Étienne-des-Grès",89,107,52,61,0,7,3,319,547
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 31","Saint-Étienne-des-Grès",90,132,26,49,2,9,13,321,558
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 32","Saint-Étienne-des-Grès",56,48,15,17,2,2,3,143,297
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 33A","Saint-Étienne-des-Grès",49,92,26,29,1,10,6,213,433
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 33B","Saint-Étienne-des-Grès",47,76,22,25,2,4,3,179,373
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 34","Saint-Étienne-des-Grès",29,62,16,27,5,5,2,146,319
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 35","Trois-Rivières-Ouest",42,80,36,16,0,2,1,177,426
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 36","Trois-Rivières-Ouest",80,102,50,34,0,5,4,275,538
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 37","Trois-Rivières-Ouest",37,74,29,22,0,3,3,168,300
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 38","Trois-Rivières-Ouest",39,72,24,16,1,5,6,163,377
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 39","Trois-Rivières-Ouest",52,44,38,35,2,3,3,177,287
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 40","Trois-Rivières-Ouest",45,45,25,46,0,2,8,171,270
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 41","Trois-Rivières-Ouest",54,98,47,38,1,3,5,246,411
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 42","Trois-Rivières-Ouest",76,84,43,28,2,3,9,245,395
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 43","Trois-Rivières-Ouest",64,70,33,36,0,9,3,215,382
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 44","Trois-Rivières-Ouest",58,94,40,37,4,2,5,240,446
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 45","Trois-Rivières-Ouest",68,101,63,61,1,1,0,295,501
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 46","Trois-Rivières-Ouest",82,96,55,38,3,6,3,283,414
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 47","Trois-Rivières-Ouest",60,91,57,32,1,6,4,251,385
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 48","Trois-Rivières-Ouest",57,93,50,32,1,8,5,246,359
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 49","Trois-Rivières-Ouest",71,61,76,29,2,3,1,243,343
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 50","Trois-Rivières-Ouest",61,53,78,35,1,5,8,241,369
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 51","Trois-Rivières-Ouest",91,73,42,39,1,8,6,260,396
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 52A","Trois-Rivières-Ouest",60,99,13,23,0,4,3,202,404
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 52B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,8
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 53","Trois-Rivières-Ouest",43,92,20,26,1,4,2,188,443
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 54","Trois-Rivières-Ouest",49,80,25,40,1,2,5,202,334
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 55","Trois-Rivières-Ouest",80,91,49,36,1,4,13,274,450
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 56","Trois-Rivières-Ouest",62,87,58,36,2,10,4,259,372
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 57","Trois-Rivières-Ouest",70,134,47,57,0,4,10,322,529
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 58","Trois-Rivières-Ouest",58,142,69,59,0,4,9,341,551
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 59","Trois-Rivières-Ouest",68,131,53,72,1,9,9,343,698
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 59-1","Trois-Rivières-Ouest",72,115,59,46,0,7,7,306,565
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 59-2","Trois-Rivières-Ouest",53,146,42,54,3,4,6,308,574
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 60","Trois-Rivières-Ouest",56,77,26,19,1,2,4,185,387
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 61","Trois-Rivières-Ouest",40,84,25,31,1,5,2,188,448
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 62","Trois-Rivières-Ouest",41,99,14,25,1,3,4,187,484
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 63","Trois-Rivières-Ouest",36,68,21,34,1,4,12,176,391
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 64","Trois-Rivières-Ouest",35,63,15,18,0,2,4,137,342
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 65","Trois-Rivières-Ouest",51,58,26,24,2,6,6,173,369
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 66","Trois-Rivières-Ouest",57,66,29,27,1,1,2,183,352
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 67","Trois-Rivières-Ouest",43,78,24,45,1,3,4,198,406
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 68","Trois-Rivières-Ouest",69,90,29,24,4,7,6,229,392
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 69","Trois-Rivières-Ouest",69,80,29,50,0,5,6,239,457
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 69-1","Trois-Rivières-Ouest",35,70,21,30,1,5,8,170,324
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 70","Trois-Rivières-Ouest",59,102,22,49,0,6,7,245,472
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 71","Trois-Rivières-Ouest",31,75,16,21,2,3,1,149,340
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 72","Trois-Rivières-Ouest",61,83,30,25,2,7,2,210,376
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 73","Trois-Rivières-Ouest",60,100,33,51,0,7,4,255,495
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 73-1","Trois-Rivières-Ouest",40,53,24,27,0,1,6,151,301
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 74A","Trois-Rivières-Ouest",74,137,47,51,1,3,6,319,538
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 74B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,33
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 75","Trois-Rivières-Ouest",74,83,30,32,3,3,4,229,492
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 76","Trois-Rivières-Ouest",82,110,63,42,0,6,4,307,520
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 77","Trois-Rivières-Ouest",67,84,35,42,0,4,4,236,451
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 78","Trois-Rivières-Ouest",57,68,17,29,1,2,6,180,386
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 79","Saint-Barnabé",61,61,39,25,2,2,7,197,328
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 80","Saint-Thomas-de-Caxton",54,40,17,20,2,4,2,139,212
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 81","Pointe-du-Lac",40,41,10,23,0,5,3,122,366
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 82","Pointe-du-Lac",56,95,31,32,4,4,3,225,485
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 83","Pointe-du-Lac",97,136,51,60,2,5,6,357,613
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 84","Pointe-du-Lac",46,66,22,35,4,8,3,184,335
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 84-1","Pointe-du-Lac",43,66,25,25,0,0,6,165,290
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 85","Pointe-du-Lac",83,105,45,54,3,6,8,304,526
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 86","Pointe-du-Lac",64,100,18,35,6,6,9,238,466
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 87","Pointe-du-Lac",55,112,19,30,1,7,5,229,411
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 88","Pointe-du-Lac",85,108,67,56,3,6,6,331,607
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 89","Pointe-du-Lac",84,137,58,54,1,8,8,350,605
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 90","Pointe-du-Lac",79,120,49,52,3,9,5,317,550
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 91","Pointe-du-Lac",77,96,22,40,1,2,9,247,440
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 92","Pointe-du-Lac",69,88,40,36,0,4,4,241,474
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 93","Yamachiche",76,86,57,44,0,4,5,272,504
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 94","Saint-Barnabé",75,97,64,36,1,9,7,289,464
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 95","Saint-Sévère",56,32,46,13,0,4,2,153,246
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 96","Yamachiche",72,90,62,37,2,3,11,277,461
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 97","Yamachiche",55,46,50,28,0,4,3,186,383
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 98A","Yamachiche",49,47,21,26,0,5,3,151,317
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 98B","Mobile poll/Bureau itinérant",Merged with No. 505A/Fusionné avec le nº 505A,,,,,,,,10
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 99","Yamachiche",53,86,34,25,1,4,5,208,479
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 100","Saint-Léon-le-Grand",56,62,46,71,2,7,8,252,442
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 101","Saint-Léon-le-Grand",53,48,37,32,0,1,4,175,305
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 102","Louiseville",43,34,32,17,0,3,4,133,279
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 103","Louiseville",30,71,17,41,0,5,3,167,375
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 104","Louiseville",51,46,28,24,1,2,2,154,385
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 105","Louiseville",35,30,26,16,0,2,0,109,308
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 106A","Louiseville",39,29,24,23,1,4,3,123,306
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 106B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,,10
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 107","Louiseville",28,18,24,11,0,1,4,86,221
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 108","Louiseville",50,38,15,26,0,0,2,131,318
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 109A","Louiseville",42,23,33,11,0,1,1,111,207
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 109B","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,126
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 110","Louiseville",67,46,40,19,0,2,1,175,331
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 111","Louiseville",41,50,38,36,2,4,2,173,338
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 112A","Louiseville",43,48,37,24,1,3,4,160,394
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 112B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,,58
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 113","Louiseville",28,22,13,3,2,0,4,72,210
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 114","Louiseville",35,31,29,31,0,0,1,127,313
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 115","Louiseville",63,51,41,29,2,0,0,186,397
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 116","Louiseville",72,43,42,31,2,7,5,202,493
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 117","Louiseville",44,29,26,23,0,5,0,127,256
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 118","Louiseville",65,81,70,34,1,4,8,263,503
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 119","Louiseville",35,38,35,22,1,4,2,137,301
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 120","Maskinongé",59,90,38,48,0,4,6,245,385
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 121","Maskinongé",41,67,35,32,1,10,1,187,375
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 122","Maskinongé",73,59,54,32,1,2,2,223,382
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 123","Saint-Joseph-de-Maskinongé",43,44,22,16,1,4,1,131,270
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 124","Saint-Joseph-de-Maskinongé",61,71,26,28,0,4,2,192,427
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 125","Mandeville",114,110,9,33,1,7,3,277,480
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 126","Mandeville",55,95,13,21,2,8,6,200,352
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 127","Mandeville",105,100,14,22,0,4,1,246,439
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 128","Saint-Didace",93,79,17,21,2,3,5,220,360
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 128-1","Saint-Didace",38,38,8,6,1,3,2,96,187
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 129","Saint-Édouard-de-Maskinongé",25,30,37,20,0,2,0,114,219
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 130","Saint-Édouard-de-Maskinongé",75,89,36,28,3,3,4,238,404
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 131","Sainte-Ursule",66,72,32,33,1,8,4,216,382
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 132","Sainte-Ursule",70,51,28,28,0,1,2,180,300
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 133","Sainte-Ursule",74,85,53,32,3,1,5,253,458
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 134","Saint-Justin",57,44,19,17,2,1,0,140,239
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 135","Saint-Justin",44,57,36,33,1,4,1,176,293
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 136","Saint-Justin",58,66,41,32,2,4,3,206,326
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 137","Saint-Gabriel-de-Brandon",57,110,14,22,0,6,3,212,451
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 138","Saint-Gabriel-de-Brandon",76,126,18,29,3,4,0,256,461
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 139","Mandeville",97,105,8,29,3,6,0,248,467
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 140","Saint-Gabriel",54,56,19,12,0,3,7,151,315
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 141","Saint-Gabriel-de-Brandon",76,113,19,32,1,2,0,243,463
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 141-1","Saint-Gabriel-de-Brandon",79,122,11,28,3,8,5,256,457
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 142","Saint-Gabriel",46,63,9,25,1,2,3,149,336
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 143","Saint-Gabriel",37,63,13,12,1,3,3,132,285
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 144","Saint-Gabriel",43,41,5,1,2,2,0,94,196
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 144-1","Saint-Gabriel",31,81,19,18,0,3,3,155,382
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 145","Saint-Gabriel",62,58,19,14,0,6,2,161,420
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 146","Saint-Gabriel",37,19,3,10,1,0,2,72,214
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 147","Saint-Gabriel-de-Brandon",64,125,15,21,2,6,5,238,417
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 148","Saint-Cléophas-de-Brandon",28,70,4,5,3,3,2,115,216
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 149","Saint-Norbert",67,111,23,25,3,11,0,240,371
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 150","Saint-Norbert",87,109,22,16,4,11,0,249,438
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 151","Sainte-Élisabeth",68,113,26,13,5,10,0,235,358
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 152","Sainte-Élisabeth",68,133,24,32,1,5,9,272,428
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 153","Sainte-Élisabeth",46,140,16,19,2,5,5,233,391
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 154","Saint-Barthélémy",72,87,4,22,1,5,1,192,396
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 155","Saint-Barthélémy",80,67,14,27,1,4,7,200,408
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 156","Saint-Barthélémy",82,95,22,48,6,9,8,270,447
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 157","Saint-Barthélémy",64,97,14,25,3,1,2,206,367
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 158","Saint-Cuthbert",81,105,11,34,4,11,2,248,445
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 159","Saint-Cuthbert",57,78,25,14,6,4,0,184,336
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 160","Saint-Cuthbert",80,103,25,24,4,12,4,252,457
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 161","Saint-Cuthbert",47,71,21,32,1,2,0,174,308
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 162","Sainte-Geneviève-de-Berthier",36,53,12,17,2,3,3,126,259
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 163","Sainte-Geneviève-de-Berthier",50,86,17,27,2,7,3,192,336
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 164","Sainte-Geneviève-de-Berthier",59,112,18,23,2,6,5,225,393
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 165","Berthierville",19,35,6,9,0,2,2,73,213
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 166","Berthierville",63,88,19,21,3,7,4,205,440
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 167","Berthierville",49,60,16,13,1,0,5,144,397
