Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Régent Bastien,Daniel Côté,Jules Duguay,Julien Leblanc,Philip Toone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 18B","Gaspé",8,25,10,0,24,0,67,218
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 19","Gaspé",Merged with No. 18B/Fusionné avec le nº 18B,,,,,,,91
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 20","Gaspé",14,42,3,1,33,4,97,361
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 21","Gaspé",13,78,7,1,28,2,129,340
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 22","Gaspé",13,40,3,5,19,5,85,200
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 23","Gaspé",21,55,24,4,35,1,140,300
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 24","Gaspé",16,52,4,1,47,0,120,253
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 25","Gaspé",32,81,20,3,78,4,218,440
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 26","Gaspé",17,45,9,2,44,5,122,250
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 27","Gaspé",45,78,17,4,85,3,232,556
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 28","Gaspé",20,25,16,2,16,1,80,159
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 29","Gaspé",22,44,10,0,48,3,127,315
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 30","Gaspé",35,80,19,7,70,5,216,507
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 31","Gaspé",10,47,12,4,70,0,143,403
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 32","Gaspé",15,52,14,0,32,0,113,202
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 33","Gaspé",19,114,10,2,104,2,251,447
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 34","Gaspé",17,53,17,4,86,2,179,379
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 35","Gaspé",24,67,17,2,63,1,174,358
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 36","Gaspé",51,86,58,3,121,2,321,550
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 37","Wakeham",Void/Supprimé,,,,,,,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 38","York",50,30,29,1,59,1,170,413
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 39","Gaspé",19,55,14,2,45,1,136,287
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 39-1A","Gaspé",7,43,7,1,50,4,112,243
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 39-1B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,108
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 40","Gaspé",16,23,7,0,25,1,72,395
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 41","Gaspé",13,83,19,6,60,1,182,312
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 42A","Gaspé",13,49,10,3,60,2,137,285
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 42B","Gaspé",15,52,11,4,52,1,135,312
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 43","Gaspé",20,74,28,6,104,3,235,461
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 44","Gaspé",36,41,18,5,53,1,154,298
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 45","Bougainville",39,13,42,8,73,4,179,418
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 46","Saint-Georges-de-Malbaie",38,39,18,1,76,3,175,334
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 47","Bridgeville",29,32,21,2,51,0,135,281
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 48","Val-d'Espoir",23,59,16,2,72,3,175,403
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 49","Percé",11,32,15,3,27,0,88,204
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 50","Percé",30,45,18,4,67,2,166,434
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 51","Cap-d'Espoir",16,35,17,8,48,2,126,356
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 52","Cap-d'Espoir",27,60,24,3,63,1,178,408
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 53","Sainte-Thérèse-de-Gaspé",8,35,7,1,24,0,75,198
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 54","Sainte-Thérèse-de-Gaspé",13,42,18,1,67,1,142,370
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 55","Sainte-Thérèse-de-Gaspé",16,30,11,1,26,0,84,178
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 56","Sainte-Thérèse-de-Gaspé",14,26,16,2,24,0,82,230
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 57","Grande-Rivière",26,36,16,5,55,3,141,347
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 58","Grande-Rivière",11,43,21,4,47,1,127,405
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 59","Grande-Rivière",29,15,10,1,26,1,82,235
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 60","Grande-Rivière",15,49,12,3,46,1,126,329
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 61","Grande-Rivière",23,47,13,3,40,3,129,333
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 62","Grande-Rivière",19,29,6,4,44,2,104,352
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 63","Grande-Rivière",17,37,5,2,4,0,65,286
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 64","Grande-Rivière",22,55,22,3,40,0,142,370
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 65","Grande-Rivière",14,38,11,2,35,0,100,257
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 66","Saint-François-de-Pabos",33,43,32,1,60,3,172,491
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 67","Petite-Rivière-Pabos",15,24,12,1,31,0,83,175
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 68","Pabos",20,61,7,2,61,2,153,311
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 69","Pabos",22,55,7,7,63,2,156,337
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 70","Grand-Pabos",19,46,18,2,46,2,133,324
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 71","Chandler",21,42,11,4,44,3,125,387
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 72","Chandler",19,51,11,2,42,5,130,381
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 73","Chandler",13,55,15,6,47,0,136,395
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 74","Chandler",24,46,16,2,53,0,141,362
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 75","Chandler",23,46,20,1,53,0,143,448
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 76","Chandler",30,55,8,2,44,2,141,372
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 77","Chandler",30,23,12,3,62,0,130,339
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 78","Grand-Pabos-Ouest",30,64,24,1,61,2,182,495
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 79","Pabos Mills",13,64,16,1,20,0,114,269
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 80","Newport Point",12,22,6,0,20,0,60,150
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 81","Newport",51,80,30,3,65,0,229,455
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 82","Newport",20,67,14,2,47,0,150,351
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 83","Newport-Ouest",25,36,11,0,36,1,109,254
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 84","Newport",16,37,4,1,26,0,84,301
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 85","Gascons-Est",22,46,12,0,17,0,97,269
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 86","L'Anse-aux-Gascons",23,68,14,1,38,3,147,297
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 87","Gascons-Ouest",15,56,7,1,29,1,109,265
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 88","Port-Daniel-Est",10,48,17,0,18,0,93,255
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 89","Rivière-Port-Daniel",21,48,67,1,24,1,162,335
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 90","Port-Daniel",10,47,56,2,27,1,143,348
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 91","Port-Daniel-Ouest",39,20,27,2,33,1,122,352
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 92","Shigawake",42,14,67,4,39,3,169,328
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 93","Saint-Godefroi",36,50,48,8,59,4,205,361
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 94","Hope Town",44,20,36,2,39,0,141,282
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 95","Hope",34,24,8,3,13,0,82,221
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 96","Hope",54,42,21,0,26,1,144,270
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 97","Paspébiac",53,32,15,0,31,4,135,321
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 98","Paspébiac",45,30,18,0,29,1,123,332
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 99","Paspébiac",67,26,17,4,47,2,163,378
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 100","Paspébiac",51,51,14,0,22,0,138,324
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 101","Paspébiac",40,57,13,0,30,0,140,373
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 102","Paspébiac",26,28,7,0,11,0,72,161
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 103","Paspébiac",43,43,11,1,26,0,124,316
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 104","Paspébiac-Ouest",56,38,11,0,27,2,134,372
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 104-1","Paspébiac",18,18,7,1,12,0,56,207
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 105","Saint-Jogues",13,14,11,2,14,0,54,97
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 106","New Carlisle",64,9,42,4,43,1,163,383
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 107","New Carlisle",45,9,28,1,38,4,125,245
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 108","New Carlisle",42,13,30,0,57,1,143,271
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 109","New Carlisle East",46,16,13,1,40,0,116,210
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 110","Bonaventure",25,55,33,10,105,1,229,418
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 111","Bonaventure",26,54,34,12,81,5,212,404
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 112","Bonaventure",32,67,38,5,105,1,248,551
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 113","Bonaventure",20,41,12,1,68,2,144,293
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 114","Bonaventure",22,37,14,1,75,0,149,274
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 115","Bonaventure-Est",26,45,20,10,72,1,174,356
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 116","Saint-Elzéar",48,39,16,2,81,4,190,414
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 117","Saint-Siméon-Ouest",14,54,15,6,107,3,199,362
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 118","Saint-Siméon",40,49,16,4,110,1,220,405
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 119","Saint-Siméon",20,24,18,9,61,1,133,223
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 120","Saint-Alphonse",25,38,22,3,80,4,172,280
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 121","Saint-Alphonse",35,51,14,5,75,2,182,309
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 122","Rivière-Caplan",36,54,18,7,105,3,223,305
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 123","Caplan",30,51,28,1,91,4,205,367
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 124","Caplan",36,31,19,8,93,1,188,338
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 125","Caplan",36,49,26,8,97,1,217,465
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 126","Caplan",10,53,9,5,73,1,151,264
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 127","Saint-Edgar",11,14,9,3,24,1,62,109
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 128","New Richmond",33,22,10,7,71,0,143,277
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 129","New Richmond West",21,25,21,5,54,0,126,280
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 130","New Richmond",17,31,23,3,81,1,156,292
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 131","New Richmond Station",12,39,14,5,63,1,134,314
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 132","New Richmond",31,35,34,3,62,2,167,437
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 133","New Richmond",25,44,15,5,59,4,152,294
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 134","New Richmond Centre",31,41,45,5,82,5,209,455
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 135","New Richmond",28,45,18,11,89,6,197,407
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 136","New Richmond",27,30,18,7,58,1,141,307
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 137","Cascapédia--Saint-Jules",60,23,47,12,91,8,241,396
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 138","Grande-Cascapédia",52,8,28,3,52,0,143,217
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 139","Maria",23,50,13,12,73,1,172,314
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 140","Maria",32,62,31,18,110,0,253,456
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 141","Gesgapegiag 2",10,3,85,5,62,1,166,411
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 142","Maria",12,53,15,7,60,1,148,249
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 143","Maria",23,75,25,10,95,7,235,414
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 144","Maria",29,33,15,8,76,1,162,256
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 145","Maria",24,81,13,10,76,0,204,394
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 146","Saint-Omer",38,39,8,6,126,3,220,403
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 147","Saint-Omer",24,14,3,4,45,5,95,189
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 147-1","Carleton-sur-Mer",6,26,2,4,39,2,79,163
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 148","Saint-Omer",30,57,16,6,77,3,189,333
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 149","Carleton",24,46,15,10,80,0,175,337
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 150","Carleton",11,50,5,5,55,2,128,251
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 151","Carleton",20,50,15,7,67,3,162,276
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 152","Carleton",23,61,20,11,114,3,232,421
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 153","Carleton",17,50,23,9,105,4,208,415
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 154","Carleton",15,40,19,9,75,2,160,303
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 155","Carleton",11,38,14,6,65,4,138,256
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 156","Rivière-Nouvelle",28,24,16,14,83,3,168,302
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 157","Nouvelle",25,50,11,10,70,3,169,276
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 158","Nouvelle",17,35,17,6,67,5,147,277
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 159","Nouvelle",31,30,32,4,68,2,167,292
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 160","Nouvelle",37,30,20,7,63,7,164,338
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 161","Escuminac",40,9,12,5,65,6,137,231
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 162","Pointe-à-la-Garde",28,27,24,1,53,7,140,284
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 163","Pointe-à-la-Croix",21,37,21,15,123,4,221,406
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 164","Pointe-à-la-Croix",28,26,23,5,48,7,137,364
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 165","Pointe-à-la-Croix",23,45,34,11,104,9,226,497
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 166","Listuguj",10,2,26,0,84,0,122,780
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 167","Listuguj",11,0,8,5,100,0,124,605
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 168","Ristigouche-Partie-Sud-Est",13,2,17,2,45,0,79,147
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 169","Saint-André-de-Restigouche",7,20,8,3,35,0,73,155
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 170","Matapédia",26,17,39,4,55,3,144,254
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 171A","Matapédia",43,30,42,7,58,4,184,303
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 171B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,8
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 172","Saint-Alexis-de-Matapédia",14,17,17,8,35,2,93,154
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 173","Saint-Alexis-de-Matapédia",38,43,38,16,69,4,208,315
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 174","Saint-François-d'Assise",50,50,64,4,72,10,250,404
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 175","Saint-François-d'Assise",27,22,17,5,48,6,125,202
