Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Judi Falardeau,Philip Fernandez,Catherine Holliday,Ellen Michelson,Kevin Moore,Bob Rae,Susan Wallace,Bahman Yazdanfar,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35093,Toronto Centre/Toronto-Centre, 429-1,Toronto,0,0,0,1,19,48,60,0,0,128,248
35093,Toronto Centre/Toronto-Centre,430,Toronto,0,0,0,7,57,56,43,0,0,163,260
35093,Toronto Centre/Toronto-Centre,431,Toronto,1,0,0,6,75,95,35,0,5,217,378
35093,Toronto Centre/Toronto-Centre, 431-1,Toronto,1,0,0,4,94,132,40,2,0,273,413
35093,Toronto Centre/Toronto-Centre,432,Toronto,0,0,1,7,41,35,20,0,1,105,180
35093,Toronto Centre/Toronto-Centre,433,Toronto,0,0,0,4,32,31,20,0,1,88,74
35093,Toronto Centre/Toronto-Centre,434,Toronto,0,0,0,10,17,29,66,0,1,123,336
35093,Toronto Centre/Toronto-Centre,435,Toronto,0,0,1,12,40,71,59,0,1,184,253
35093,Toronto Centre/Toronto-Centre,436,Toronto,2,0,0,7,33,58,59,0,0,159,270
35093,Toronto Centre/Toronto-Centre,437,Toronto,1,0,0,8,23,96,116,0,0,244,419
35093,Toronto Centre/Toronto-Centre,438,Toronto,2,0,0,14,47,166,147,0,0,376,500
35093,Toronto Centre/Toronto-Centre,439,Toronto,0,0,0,18,20,125,80,0,0,243,320
35093,Toronto Centre/Toronto-Centre,440,Toronto,4,1,2,4,14,60,76,3,2,166,398
35093,Toronto Centre/Toronto-Centre,441,Toronto,1,0,0,5,47,68,44,0,1,166,318
35093,Toronto Centre/Toronto-Centre,442,Toronto,3,0,0,12,60,94,62,2,0,233,354
35093,Toronto Centre/Toronto-Centre,443,Toronto,1,0,1,5,42,80,43,1,1,174,317
35093,Toronto Centre/Toronto-Centre, 443-1,Toronto,1,0,1,2,50,78,25,0,0,157,347
35093,Toronto Centre/Toronto-Centre,444,Toronto,0,0,0,4,10,31,35,0,1,81,173
35093,Toronto Centre/Toronto-Centre,445,Toronto,0,0,0,7,15,65,81,0,0,168,275
35093,Toronto Centre/Toronto-Centre,446,Toronto,1,0,1,17,51,73,138,0,0,281,425
35093,Toronto Centre/Toronto-Centre,447,Toronto,3,0,0,5,13,30,39,1,0,91,199
35093,Toronto Centre/Toronto-Centre,448,Toronto,0,0,1,12,34,66,84,0,0,197,295
35093,Toronto Centre/Toronto-Centre, 448-1,Toronto,0,0,3,10,31,71,72,1,0,188,250
35093,Toronto Centre/Toronto-Centre,449,Toronto,0,1,2,7,20,49,22,0,1,102,146
35093,Toronto Centre/Toronto-Centre,450,Toronto,1,0,0,4,29,46,26,1,0,107,175
35093,Toronto Centre/Toronto-Centre,451,Toronto,0,0,0,11,21,49,61,0,1,143,274
35093,Toronto Centre/Toronto-Centre,452,Toronto,0,0,0,6,26,52,34,1,0,119,256
35093,Toronto Centre/Toronto-Centre,453,Toronto,4,0,0,9,46,68,35,0,0,162,255
35093,Toronto Centre/Toronto-Centre, 453-1,Toronto,0,1,0,4,32,62,38,1,0,138,228
35093,Toronto Centre/Toronto-Centre,454,Toronto,0,0,2,9,20,55,65,0,1,152,281
35093,Toronto Centre/Toronto-Centre,455,Toronto,0,0,0,3,20,35,17,0,0,75,143
35093,Toronto Centre/Toronto-Centre,456,Toronto,0,0,0,4,40,46,26,0,1,117,253
35093,Toronto Centre/Toronto-Centre,457,Toronto,2,2,5,1,57,61,42,0,5,175,279
