Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ted Opitz,Ana Maria Rivero,Sarah Thompson,Borys Wrzesnewskyj,Katarina Zoricic,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35022,"Etobicoke Centre/Etobicoke-Centre"," 42","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 43","Etobicoke",110,43,1,128,11,1,294,577
35022,"Etobicoke Centre/Etobicoke-Centre"," 44","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 45","Etobicoke",58,40,0,68,9,0,175,353
35022,"Etobicoke Centre/Etobicoke-Centre"," 46","Etobicoke",40,46,2,71,7,0,166,431
35022,"Etobicoke Centre/Etobicoke-Centre"," 47","Etobicoke",83,80,1,72,8,0,244,458
35022,"Etobicoke Centre/Etobicoke-Centre"," 48","Etobicoke",118,58,0,69,15,5,265,575
35022,"Etobicoke Centre/Etobicoke-Centre"," 49","Etobicoke",69,38,0,63,5,1,176,363
35022,"Etobicoke Centre/Etobicoke-Centre"," 50","Etobicoke",75,31,0,117,3,1,227,379
35022,"Etobicoke Centre/Etobicoke-Centre"," 51","Etobicoke",60,34,3,81,9,0,187,403
35022,"Etobicoke Centre/Etobicoke-Centre"," 52","Etobicoke",86,17,0,91,5,1,200,319
35022,"Etobicoke Centre/Etobicoke-Centre"," 53","Etobicoke",98,13,2,52,5,2,172,343
35022,"Etobicoke Centre/Etobicoke-Centre"," 54","Etobicoke",114,13,0,101,3,1,232,402
35022,"Etobicoke Centre/Etobicoke-Centre"," 55","Etobicoke",75,26,0,81,5,0,187,339
35022,"Etobicoke Centre/Etobicoke-Centre"," 56","Etobicoke",72,17,0,91,2,0,182,386
35022,"Etobicoke Centre/Etobicoke-Centre"," 57","Etobicoke",105,28,0,84,3,0,220,413
35022,"Etobicoke Centre/Etobicoke-Centre"," 58","Etobicoke",82,27,1,97,2,2,211,368
35022,"Etobicoke Centre/Etobicoke-Centre"," 59","Etobicoke",76,25,2,90,5,1,199,339
35022,"Etobicoke Centre/Etobicoke-Centre"," 60","Etobicoke",107,18,0,103,4,0,232,387
35022,"Etobicoke Centre/Etobicoke-Centre"," 61","Etobicoke",94,47,1,73,3,0,218,351
35022,"Etobicoke Centre/Etobicoke-Centre"," 62","Etobicoke",86,42,0,94,4,0,226,428
35022,"Etobicoke Centre/Etobicoke-Centre"," 63","Etobicoke",76,12,1,54,5,1,149,231
35022,"Etobicoke Centre/Etobicoke-Centre"," 64","Etobicoke",74,27,0,77,4,0,182,307
35022,"Etobicoke Centre/Etobicoke-Centre"," 65","Etobicoke",87,77,1,102,1,1,269,613
35022,"Etobicoke Centre/Etobicoke-Centre"," 66","Etobicoke",143,22,1,70,9,1,246,401
35022,"Etobicoke Centre/Etobicoke-Centre"," 67","Etobicoke",57,25,1,102,3,0,188,285
35022,"Etobicoke Centre/Etobicoke-Centre"," 67-1","Etobicoke",31,21,1,48,0,2,103,157
35022,"Etobicoke Centre/Etobicoke-Centre"," 68","Etobicoke",41,17,1,44,3,1,107,210
35022,"Etobicoke Centre/Etobicoke-Centre"," 69","Etobicoke",64,60,1,111,6,0,242,405
35022,"Etobicoke Centre/Etobicoke-Centre"," 70","Etobicoke",55,50,0,86,1,1,193,323
35022,"Etobicoke Centre/Etobicoke-Centre"," 71","Etobicoke",35,55,0,60,5,2,157,336
35022,"Etobicoke Centre/Etobicoke-Centre"," 72","Etobicoke",72,25,0,97,6,0,200,307
35022,"Etobicoke Centre/Etobicoke-Centre"," 73","Etobicoke",Merged with No. 74/Fusionné avec le nº 74,,,,,,,35
35022,"Etobicoke Centre/Etobicoke-Centre"," 74","Etobicoke",81,58,2,111,8,0,260,507
35022,"Etobicoke Centre/Etobicoke-Centre"," 75","Etobicoke",84,37,1,75,12,0,209,360
35022,"Etobicoke Centre/Etobicoke-Centre"," 76","Etobicoke",111,30,0,74,8,2,225,373
35022,"Etobicoke Centre/Etobicoke-Centre"," 77","Etobicoke",97,36,0,77,5,1,216,315
35022,"Etobicoke Centre/Etobicoke-Centre"," 78","Etobicoke",89,50,1,55,2,3,200,380
35022,"Etobicoke Centre/Etobicoke-Centre"," 79","Etobicoke",114,49,0,82,10,2,257,436
35022,"Etobicoke Centre/Etobicoke-Centre"," 80","Etobicoke",98,47,0,114,7,1,267,476
35022,"Etobicoke Centre/Etobicoke-Centre"," 81","Etobicoke",99,40,0,85,12,2,238,444
35022,"Etobicoke Centre/Etobicoke-Centre"," 82","Etobicoke",119,32,0,112,15,0,278,492
35022,"Etobicoke Centre/Etobicoke-Centre"," 83","Etobicoke",87,45,1,75,7,0,215,410
35022,"Etobicoke Centre/Etobicoke-Centre"," 83-1","Etobicoke",3,2,2,6,1,0,14,44
35022,"Etobicoke Centre/Etobicoke-Centre"," 84","Etobicoke",87,31,0,60,8,0,186,350
35022,"Etobicoke Centre/Etobicoke-Centre"," 85","Etobicoke",100,21,1,56,3,1,182,362
35022,"Etobicoke Centre/Etobicoke-Centre"," 86","Etobicoke",87,29,1,62,7,1,187,384
35022,"Etobicoke Centre/Etobicoke-Centre"," 87","Etobicoke",71,40,0,71,5,0,187,385
35022,"Etobicoke Centre/Etobicoke-Centre"," 88","Etobicoke",85,30,0,101,6,0,222,382
35022,"Etobicoke Centre/Etobicoke-Centre"," 89","Etobicoke",74,34,0,87,3,1,199,367
35022,"Etobicoke Centre/Etobicoke-Centre"," 90","Etobicoke",116,30,0,132,14,2,294,552
35022,"Etobicoke Centre/Etobicoke-Centre"," 91","Etobicoke",103,30,0,133,11,1,278,406
35022,"Etobicoke Centre/Etobicoke-Centre"," 92","Etobicoke",82,26,1,85,1,0,195,328
35022,"Etobicoke Centre/Etobicoke-Centre"," 93","Etobicoke",70,19,0,81,5,1,176,293
35022,"Etobicoke Centre/Etobicoke-Centre"," 94","Etobicoke",69,27,1,64,6,0,167,323
35022,"Etobicoke Centre/Etobicoke-Centre"," 95","Etobicoke",91,29,0,83,4,3,210,358
35022,"Etobicoke Centre/Etobicoke-Centre"," 96","Etobicoke",81,32,1,84,3,2,203,326
35022,"Etobicoke Centre/Etobicoke-Centre"," 97","Etobicoke",70,26,0,80,9,1,186,307
35022,"Etobicoke Centre/Etobicoke-Centre"," 98","Etobicoke",62,40,2,57,3,1,165,329
35022,"Etobicoke Centre/Etobicoke-Centre"," 99","Etobicoke",41,89,2,85,5,1,223,591
35022,"Etobicoke Centre/Etobicoke-Centre"," 100","Etobicoke",53,56,0,63,5,0,177,435
35022,"Etobicoke Centre/Etobicoke-Centre"," 101","Etobicoke",91,23,1,102,6,2,225,360
35022,"Etobicoke Centre/Etobicoke-Centre"," 102","Etobicoke",90,36,0,82,5,1,214,319
35022,"Etobicoke Centre/Etobicoke-Centre"," 103","Etobicoke",93,29,0,83,6,1,212,339
35022,"Etobicoke Centre/Etobicoke-Centre"," 104","Etobicoke",83,23,2,68,4,0,180,311
35022,"Etobicoke Centre/Etobicoke-Centre"," 105","Etobicoke",81,19,2,45,3,0,150,266
35022,"Etobicoke Centre/Etobicoke-Centre"," 106","Etobicoke",56,15,0,63,7,0,141,248
35022,"Etobicoke Centre/Etobicoke-Centre"," 107","Etobicoke",78,16,1,79,9,0,183,298
35022,"Etobicoke Centre/Etobicoke-Centre"," 108","Etobicoke",76,23,0,69,6,2,176,331
35022,"Etobicoke Centre/Etobicoke-Centre"," 109","Etobicoke",72,53,1,108,6,3,243,430
35022,"Etobicoke Centre/Etobicoke-Centre"," 110","Etobicoke",98,19,1,89,10,1,218,345
35022,"Etobicoke Centre/Etobicoke-Centre"," 111","Etobicoke",28,67,0,71,3,3,172,434
35022,"Etobicoke Centre/Etobicoke-Centre"," 112","Etobicoke",88,24,0,98,6,3,219,335
35022,"Etobicoke Centre/Etobicoke-Centre"," 113","Etobicoke",75,17,0,82,13,2,189,347
35022,"Etobicoke Centre/Etobicoke-Centre"," 114","Etobicoke",81,17,0,85,1,0,184,299
35022,"Etobicoke Centre/Etobicoke-Centre"," 115","Etobicoke",46,54,1,47,4,1,153,405
35022,"Etobicoke Centre/Etobicoke-Centre"," 116","Etobicoke",75,59,1,70,7,1,213,455
35022,"Etobicoke Centre/Etobicoke-Centre"," 117","Etobicoke",119,25,0,67,8,2,221,368
35022,"Etobicoke Centre/Etobicoke-Centre"," 118","Etobicoke",114,31,1,104,11,2,263,411
35022,"Etobicoke Centre/Etobicoke-Centre"," 119","Etobicoke",141,32,1,115,13,0,302,459
35022,"Etobicoke Centre/Etobicoke-Centre"," 120","Etobicoke",68,81,1,66,6,0,222,578
35022,"Etobicoke Centre/Etobicoke-Centre"," 121","Etobicoke",100,16,0,90,14,2,222,364
35022,"Etobicoke Centre/Etobicoke-Centre"," 122","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 123","Etobicoke",70,23,0,75,6,1,175,300
35022,"Etobicoke Centre/Etobicoke-Centre"," 124","Etobicoke",118,15,0,106,8,3,250,378
35022,"Etobicoke Centre/Etobicoke-Centre"," 125","Etobicoke",82,15,2,91,2,1,193,307
35022,"Etobicoke Centre/Etobicoke-Centre"," 126","Etobicoke",123,17,0,121,5,0,266,398
35022,"Etobicoke Centre/Etobicoke-Centre"," 127","Etobicoke",74,28,0,60,2,1,165,255
35022,"Etobicoke Centre/Etobicoke-Centre"," 128","Etobicoke",94,20,0,78,8,2,202,327
35022,"Etobicoke Centre/Etobicoke-Centre"," 129","Etobicoke",64,15,0,76,5,0,160,255
35022,"Etobicoke Centre/Etobicoke-Centre"," 130","Etobicoke",80,28,0,82,6,0,196,284
35022,"Etobicoke Centre/Etobicoke-Centre"," 131","Etobicoke",96,18,1,83,6,2,206,345
35022,"Etobicoke Centre/Etobicoke-Centre"," 132","Etobicoke",132,24,1,83,10,0,250,401
35022,"Etobicoke Centre/Etobicoke-Centre"," 133","Etobicoke",98,26,0,100,8,0,232,383
35022,"Etobicoke Centre/Etobicoke-Centre"," 134","Etobicoke",109,12,0,70,4,0,195,342
35022,"Etobicoke Centre/Etobicoke-Centre"," 135","Etobicoke",105,18,0,62,10,1,196,370
35022,"Etobicoke Centre/Etobicoke-Centre"," 136","Etobicoke",148,23,0,92,7,0,270,404
35022,"Etobicoke Centre/Etobicoke-Centre"," 137","Etobicoke",147,17,2,101,4,0,271,405
35022,"Etobicoke Centre/Etobicoke-Centre"," 138","Etobicoke",134,5,0,85,9,0,233,358
35022,"Etobicoke Centre/Etobicoke-Centre"," 139","Etobicoke",130,15,0,65,2,0,212,398
35022,"Etobicoke Centre/Etobicoke-Centre"," 140","Etobicoke",112,11,0,72,5,0,200,378
35022,"Etobicoke Centre/Etobicoke-Centre"," 141","Etobicoke",113,11,0,91,4,2,221,405
35022,"Etobicoke Centre/Etobicoke-Centre"," 142","Etobicoke",164,17,1,101,12,0,295,462
35022,"Etobicoke Centre/Etobicoke-Centre"," 143","Etobicoke",114,24,1,99,6,1,245,403
35022,"Etobicoke Centre/Etobicoke-Centre"," 144","Etobicoke",115,18,1,100,4,0,238,425
35022,"Etobicoke Centre/Etobicoke-Centre"," 145","Etobicoke",101,15,0,76,6,0,198,372
35022,"Etobicoke Centre/Etobicoke-Centre"," 146","Etobicoke",124,8,0,56,8,0,196,330
35022,"Etobicoke Centre/Etobicoke-Centre"," 147","Etobicoke",101,4,0,90,5,1,201,358
35022,"Etobicoke Centre/Etobicoke-Centre"," 148","Etobicoke",106,9,0,73,5,0,193,445
35022,"Etobicoke Centre/Etobicoke-Centre"," 149","Etobicoke",105,12,2,61,3,0,183,343
35022,"Etobicoke Centre/Etobicoke-Centre"," 150","Etobicoke",74,21,0,65,5,2,167,312
35022,"Etobicoke Centre/Etobicoke-Centre"," 151","Etobicoke",108,11,0,62,4,0,185,340
35022,"Etobicoke Centre/Etobicoke-Centre"," 152","Etobicoke",105,11,0,84,6,0,206,359
35022,"Etobicoke Centre/Etobicoke-Centre"," 153","Etobicoke",82,59,0,69,9,1,220,512
35022,"Etobicoke Centre/Etobicoke-Centre"," 154","Etobicoke",84,28,0,54,3,0,169,330
35022,"Etobicoke Centre/Etobicoke-Centre"," 155","Etobicoke",93,14,0,57,6,0,170,300
35022,"Etobicoke Centre/Etobicoke-Centre"," 156","Etobicoke",112,7,0,76,3,0,198,385
35022,"Etobicoke Centre/Etobicoke-Centre"," 157","Etobicoke",134,45,1,123,14,0,317,488
35022,"Etobicoke Centre/Etobicoke-Centre"," 158","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 159","Etobicoke",93,52,4,97,8,0,254,393
35022,"Etobicoke Centre/Etobicoke-Centre"," 160","Etobicoke",162,31,0,112,7,0,312,607
35022,"Etobicoke Centre/Etobicoke-Centre"," 161","Etobicoke",91,11,0,63,4,0,169,287
35022,"Etobicoke Centre/Etobicoke-Centre"," 162","Etobicoke",93,30,1,82,6,0,212,431
35022,"Etobicoke Centre/Etobicoke-Centre"," 163","Etobicoke",90,27,0,99,10,1,227,384
35022,"Etobicoke Centre/Etobicoke-Centre"," 164","Etobicoke",90,21,0,80,7,1,199,337
35022,"Etobicoke Centre/Etobicoke-Centre"," 165","Etobicoke",77,29,2,94,8,4,214,419
35022,"Etobicoke Centre/Etobicoke-Centre"," 166","Etobicoke",71,43,3,90,5,2,214,441
35022,"Etobicoke Centre/Etobicoke-Centre"," 167","Etobicoke",77,35,0,78,2,1,193,335
35022,"Etobicoke Centre/Etobicoke-Centre"," 168","Etobicoke",103,24,1,102,10,1,241,431
35022,"Etobicoke Centre/Etobicoke-Centre"," 169","Etobicoke",43,36,0,58,1,0,138,290
35022,"Etobicoke Centre/Etobicoke-Centre"," 170","Etobicoke",26,59,1,47,0,0,133,358
35022,"Etobicoke Centre/Etobicoke-Centre"," 171","Etobicoke",47,60,1,81,4,2,195,620
35022,"Etobicoke Centre/Etobicoke-Centre"," 172","Etobicoke",55,24,1,44,3,0,127,235
35022,"Etobicoke Centre/Etobicoke-Centre"," 173","Etobicoke",35,31,0,47,5,0,118,195
35022,"Etobicoke Centre/Etobicoke-Centre"," 174","Etobicoke",103,38,0,135,10,2,288,465
35022,"Etobicoke Centre/Etobicoke-Centre"," 175","Etobicoke",90,20,0,78,4,1,193,311
35022,"Etobicoke Centre/Etobicoke-Centre"," 176","Etobicoke",55,30,1,51,6,0,143,301
35022,"Etobicoke Centre/Etobicoke-Centre"," 177","Etobicoke",90,15,0,104,7,1,217,359
35022,"Etobicoke Centre/Etobicoke-Centre"," 178","Etobicoke",71,23,0,88,1,0,183,307
35022,"Etobicoke Centre/Etobicoke-Centre"," 179","Etobicoke",94,45,0,95,6,1,241,370
35022,"Etobicoke Centre/Etobicoke-Centre"," 180","Etobicoke",78,17,1,98,5,0,199,311
35022,"Etobicoke Centre/Etobicoke-Centre"," 181","Etobicoke",67,19,1,78,11,1,177,324
35022,"Etobicoke Centre/Etobicoke-Centre"," 182","Etobicoke",86,35,0,147,6,1,275,410
35022,"Etobicoke Centre/Etobicoke-Centre"," 183","Etobicoke",108,32,0,107,10,3,260,387
35022,"Etobicoke Centre/Etobicoke-Centre"," 184","Etobicoke",108,5,1,68,8,0,190,297
35022,"Etobicoke Centre/Etobicoke-Centre"," 185","Etobicoke",133,21,0,85,8,2,249,359
35022,"Etobicoke Centre/Etobicoke-Centre"," 186","Etobicoke",49,26,1,43,5,1,125,304
35022,"Etobicoke Centre/Etobicoke-Centre"," 187","Etobicoke",81,32,0,72,3,0,188,391
35022,"Etobicoke Centre/Etobicoke-Centre"," 188","Etobicoke",108,27,1,113,6,0,255,389
35022,"Etobicoke Centre/Etobicoke-Centre"," 189","Etobicoke",97,23,0,70,7,1,198,319
35022,"Etobicoke Centre/Etobicoke-Centre"," 190","Etobicoke",50,15,0,74,1,0,140,252
35022,"Etobicoke Centre/Etobicoke-Centre"," 191","Etobicoke",99,23,0,72,2,0,196,335
35022,"Etobicoke Centre/Etobicoke-Centre"," 192","Etobicoke",88,31,0,66,5,0,190,395
35022,"Etobicoke Centre/Etobicoke-Centre"," 193","Etobicoke",59,17,0,46,1,0,123,245
35022,"Etobicoke Centre/Etobicoke-Centre"," 194","Etobicoke",74,60,0,54,5,1,194,516
35022,"Etobicoke Centre/Etobicoke-Centre"," 400","Etobicoke",67,59,2,138,6,3,275,461
35022,"Etobicoke Centre/Etobicoke-Centre"," 401","Etobicoke",101,52,1,90,10,1,255,401
35022,"Etobicoke Centre/Etobicoke-Centre"," 402","Etobicoke",71,62,0,50,4,1,188,348
35022,"Etobicoke Centre/Etobicoke-Centre"," 403","Etobicoke",80,47,0,64,2,2,195,320
35022,"Etobicoke Centre/Etobicoke-Centre"," 404","Etobicoke",18,41,1,38,1,3,102,203
35022,"Etobicoke Centre/Etobicoke-Centre"," 405","Etobicoke",64,21,0,59,2,0,146,203
35022,"Etobicoke Centre/Etobicoke-Centre"," 406","Etobicoke",87,42,1,94,8,2,234,376
35022,"Etobicoke Centre/Etobicoke-Centre"," 407","Etobicoke",79,48,0,85,1,2,215,402
35022,"Etobicoke Centre/Etobicoke-Centre"," 408","Etobicoke",82,62,1,78,3,0,226,402
35022,"Etobicoke Centre/Etobicoke-Centre"," 409","Etobicoke",20,43,0,66,2,1,132,298
35022,"Etobicoke Centre/Etobicoke-Centre"," 410","Etobicoke",60,59,2,91,7,0,219,388
35022,"Etobicoke Centre/Etobicoke-Centre"," 411","Etobicoke",92,61,1,58,8,0,220,412
35022,"Etobicoke Centre/Etobicoke-Centre"," 412","Etobicoke",71,61,0,95,4,1,232,471
35022,"Etobicoke Centre/Etobicoke-Centre"," 413","Etobicoke",72,51,3,100,6,0,232,483
35022,"Etobicoke Centre/Etobicoke-Centre"," 414","Etobicoke",89,75,0,104,15,4,287,489
35022,"Etobicoke Centre/Etobicoke-Centre"," 415","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 416","Etobicoke",107,65,2,122,8,5,309,487
35022,"Etobicoke Centre/Etobicoke-Centre"," 417","Etobicoke",101,66,0,100,7,2,276,449
35022,"Etobicoke Centre/Etobicoke-Centre"," 418","Etobicoke",94,47,0,70,5,4,220,327
35022,"Etobicoke Centre/Etobicoke-Centre"," 419","Etobicoke",93,27,1,77,6,2,206,330
35022,"Etobicoke Centre/Etobicoke-Centre"," 420","Etobicoke",75,70,1,88,2,0,236,394
35022,"Etobicoke Centre/Etobicoke-Centre"," 421","Etobicoke",107,21,0,75,6,1,210,326
35022,"Etobicoke Centre/Etobicoke-Centre"," 422","Etobicoke",35,40,1,27,4,0,107,215
35022,"Etobicoke Centre/Etobicoke-Centre"," 423","Etobicoke",Void/Supprimé,,,,,,,
35022,"Etobicoke Centre/Etobicoke-Centre"," 424","Etobicoke",38,33,0,27,8,0,106,209
35022,"Etobicoke Centre/Etobicoke-Centre"," 425","Etobicoke",85,32,0,72,0,1,190,291
35022,"Etobicoke Centre/Etobicoke-Centre"," 426","Etobicoke",84,21,6,92,3,0,206,358
35022,"Etobicoke Centre/Etobicoke-Centre"," 427","Etobicoke",76,6,0,126,0,7,215,277
35022,"Etobicoke Centre/Etobicoke-Centre"," 428","Etobicoke",6,38,1,68,1,1,115,218
35022,"Etobicoke Centre/Etobicoke-Centre"," 429","Etobicoke",13,48,1,96,3,1,162,308
35022,"Etobicoke Centre/Etobicoke-Centre"," 430","Etobicoke",87,30,0,61,0,0,178,275
35022,"Etobicoke Centre/Etobicoke-Centre"," 500","Mobile poll/Bureau itinérant",40,9,1,68,1,1,120,280
35022,"Etobicoke Centre/Etobicoke-Centre"," 501","Mobile poll/Bureau itinérant",43,22,1,51,5,2,124,438
35022,"Etobicoke Centre/Etobicoke-Centre"," 502","Mobile poll/Bureau itinérant",30,13,2,30,0,1,76,286
35022,"Etobicoke Centre/Etobicoke-Centre"," 600","Etobicoke",169,61,2,206,6,2,446,
35022,"Etobicoke Centre/Etobicoke-Centre"," 601","Etobicoke",168,29,3,202,10,1,413,
35022,"Etobicoke Centre/Etobicoke-Centre"," 602","Etobicoke",355,55,1,424,25,2,862,
35022,"Etobicoke Centre/Etobicoke-Centre"," 603","Etobicoke",138,43,0,124,5,3,313,
35022,"Etobicoke Centre/Etobicoke-Centre"," 604","Etobicoke",225,73,1,249,10,1,559,
35022,"Etobicoke Centre/Etobicoke-Centre"," 605","Etobicoke",238,42,0,209,16,6,511,
35022,"Etobicoke Centre/Etobicoke-Centre"," 606","Etobicoke",242,27,0,207,12,2,490,
35022,"Etobicoke Centre/Etobicoke-Centre"," 607","Etobicoke",330,17,1,226,10,0,584,
35022,"Etobicoke Centre/Etobicoke-Centre"," 608","Etobicoke",250,29,0,186,8,1,474,
35022,"Etobicoke Centre/Etobicoke-Centre"," 609","Etobicoke",255,75,1,345,12,5,693,
35022,"Etobicoke Centre/Etobicoke-Centre"," 610","Etobicoke",179,54,0,196,10,1,440,
35022,"Etobicoke Centre/Etobicoke-Centre"," 611","Etobicoke",245,37,0,257,12,2,553,
35022,"Etobicoke Centre/Etobicoke-Centre"," 612","Etobicoke",140,34,1,146,4,1,326,
35022,"Etobicoke Centre/Etobicoke-Centre"," 613","Etobicoke",161,35,0,172,16,2,386,
35022,"Etobicoke Centre/Etobicoke-Centre",,Group 1/Groupe 1,23,9,1,51,1,8,93,148
35022,"Etobicoke Centre/Etobicoke-Centre",,Group 2/Groupe 2,166,35,0,220,11,12,444,
