Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Johnston,Brian LaBelle,Brent Rathgeber,Kevin Taron,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 37-1","St. Albert",11,32,195,23,0,261,489
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 38","St. Albert",1,20,115,19,1,156,238
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 39","St. Albert",5,28,32,10,0,75,334
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 40","St. Albert",17,58,184,29,0,288,493
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 41","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 42","St. Albert",27,69,198,35,0,329,486
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 43","St. Albert",11,53,139,20,2,225,355
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 44","St. Albert",4,48,107,13,0,172,321
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 45","St. Albert",11,42,192,38,2,285,474
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 46","St. Albert",11,25,198,24,0,258,451
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 46-1","St. Albert",7,13,177,15,0,212,447
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 46-2","St. Albert",19,50,275,22,0,366,712
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 47","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 48","St. Albert",12,39,104,13,0,168,335
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 49","St. Albert",15,61,120,18,0,214,396
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 50","St. Albert",16,58,124,23,0,221,406
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 51","St. Albert",28,59,169,27,2,285,483
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 52","St. Albert",20,42,173,37,0,272,453
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 53","St. Albert",11,56,162,28,0,257,424
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 54","St. Albert",20,45,169,33,0,267,534
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 55","St. Albert",10,43,110,21,0,184,298
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 56","St. Albert",20,61,107,46,0,234,389
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 57","St. Albert",18,33,146,34,0,231,356
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 58","St. Albert",10,61,106,18,0,195,450
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 59","St. Albert",5,44,96,15,1,161,337
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 60","St. Albert",19,54,157,19,2,251,429
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 61","St. Albert",14,49,155,32,1,251,483
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 62","St. Albert",18,34,147,34,0,233,427
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 63","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 64","St. Albert",16,56,106,21,1,200,417
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 65","St. Albert",16,47,137,19,0,219,407
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 66","St. Albert",8,36,108,10,0,162,360
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 67","St. Albert",4,28,181,33,0,246,425
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 68","St. Albert",4,30,84,14,0,132,290
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 69","St. Albert",10,36,90,17,2,155,382
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 70","St. Albert",7,30,115,13,0,165,315
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 71","St. Albert",13,42,163,28,0,246,490
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 72","St. Albert",6,38,112,10,0,166,282
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 73","St. Albert",7,30,142,19,0,198,329
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 74","St. Albert",5,20,145,17,0,187,325
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 75","St. Albert",5,31,160,14,0,210,358
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 76","St. Albert",11,35,125,12,0,183,307
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 77","St. Albert",9,44,126,20,0,199,394
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 78","St. Albert",7,38,145,19,0,209,362
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 79","St. Albert",14,49,137,24,0,224,368
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 80","St. Albert",13,26,136,25,0,200,350
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 81","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 82","St. Albert",8,51,153,31,1,244,399
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 83","St. Albert",13,57,148,26,0,244,391
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 84","St. Albert",13,46,179,28,0,266,424
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 85","St. Albert",10,36,201,48,0,295,447
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 86","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 87","St. Albert",14,54,139,22,0,229,434
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 88","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 89","St. Albert",12,71,182,21,1,287,479
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 90","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 91","St. Albert",13,39,113,21,0,186,328
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 92","St. Albert",12,49,124,17,0,202,409
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 93A","St. Albert",14,66,162,28,1,271,463
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 93B","Mobile poll/Bureau itinérant",Merged with No. 506A/Fusionné avec le nº 506A,,,,,,120
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 94","St. Albert",15,48,137,18,0,218,373
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 95","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 96","St. Albert",9,37,141,28,2,217,406
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 97","St. Albert",14,49,166,13,0,242,459
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 98","St. Albert",17,43,158,23,0,241,435
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 99","St. Albert",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 100","St. Albert",16,85,101,17,1,220,539
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 101","St. Albert",15,53,130,22,1,221,380
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 102","St. Albert",25,37,128,28,2,220,408
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 103","St. Albert",9,48,143,15,1,216,422
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 104","St. Albert",14,70,189,24,1,298,512
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 105","Edmonton",2,13,72,7,0,94,223
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 106","Edmonton",5,54,66,9,0,134,377
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 107","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 108","Edmonton",8,67,107,13,1,196,362
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 109","Edmonton",12,66,170,16,0,264,500
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 110","Edmonton",12,42,99,6,1,160,338
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 111","Edmonton",7,51,136,11,1,206,385
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 112","Edmonton",12,69,144,23,0,248,478
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 113","Edmonton",9,64,149,24,0,246,491
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 114","Edmonton",9,35,111,4,0,159,328
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 115","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 116","Edmonton",5,73,121,17,0,216,442
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 117","Edmonton",12,86,140,19,0,257,583
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 118","Edmonton",9,35,96,13,0,153,326
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119","Edmonton",9,35,101,14,0,159,501
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-1","Edmonton",6,22,97,24,0,149,514
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-2","Edmonton",11,80,129,13,1,234,600
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-3","Edmonton",5,47,101,17,1,171,492
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-4","Edmonton",9,59,119,26,0,213,575
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-5","Edmonton",4,50,69,21,2,146,450
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 119-6","Edmonton",6,58,141,16,0,221,531
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 120","Edmonton",6,61,122,37,1,227,484
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 121","Edmonton",5,35,91,20,2,153,327
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 122","Edmonton",10,42,126,32,1,211,466
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 123","Edmonton",8,39,88,4,0,139,323
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 124","Edmonton",6,31,67,16,0,120,377
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 125","Edmonton",10,35,124,32,0,201,467
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 125-1","Edmonton",7,39,113,26,0,185,467
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 125-2","Edmonton",7,31,94,20,0,152,434
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 126","Edmonton",4,20,34,13,0,71,366
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 127","Edmonton",4,36,108,11,1,160,375
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 128","Edmonton",11,33,87,27,2,160,398
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 129","Edmonton",5,34,68,16,0,123,331
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 129-1","Edmonton",2,32,79,16,0,129,346
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 130","Edmonton",8,48,110,14,0,180,516
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 131","Edmonton",12,54,151,29,1,247,528
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 132","Edmonton",6,34,91,21,0,152,394
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 133","Edmonton",2,33,46,5,2,88,264
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 134","Edmonton",4,39,102,25,1,171,372
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 135","Edmonton",4,50,108,13,0,175,543
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 135-1","Edmonton",3,31,70,20,0,124,294
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 136","Edmonton",5,34,103,19,0,161,331
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 137","Edmonton",11,62,112,18,1,204,488
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 138","Edmonton",7,31,124,24,0,186,429
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 138-1","Edmonton",5,31,92,16,0,144,411
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 139","Edmonton",4,39,79,19,0,141,313
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 139-1","Edmonton",4,45,105,19,0,173,559
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 139-2","Edmonton",3,32,109,32,0,176,447
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 139-3","Edmonton",4,47,108,22,0,181,528
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 140","Edmonton",9,58,142,31,0,240,613
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 140-1","Edmonton",8,69,154,23,1,255,640
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 141","Edmonton",4,31,92,11,0,138,343
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 141-1","Edmonton",5,39,104,23,1,172,367
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 141-2","Edmonton",1,41,109,26,1,178,368
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 141-3","Edmonton",6,36,91,17,0,150,345
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 142","Edmonton",1,32,80,16,0,129,290
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 142-1","Edmonton",7,42,106,7,0,162,321
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 143","Edmonton",4,30,132,31,1,198,405
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 144","Edmonton",5,42,125,27,0,199,361
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 145","Edmonton",4,17,103,10,0,134,275
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 145-1","Edmonton",7,51,125,18,0,201,513
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 146","Edmonton",13,47,118,20,0,198,409
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 147","Edmonton",11,48,122,13,0,194,417
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 148","Edmonton",4,67,141,18,0,230,467
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 149","Edmonton",17,84,180,27,0,308,584
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 150","Edmonton",0,32,95,18,0,145,353
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 151","Edmonton",10,71,110,22,2,215,476
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 152","Edmonton",7,60,113,15,0,195,477
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 153","Edmonton",10,44,75,20,0,149,336
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 154","Edmonton",7,68,81,31,0,187,486
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 155","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 156","Edmonton",10,57,127,22,1,217,515
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 157","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 158","Edmonton",5,46,79,16,0,146,509
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 159","Edmonton",10,79,153,34,0,276,607
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 160","Edmonton",1,48,98,34,0,181,437
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 161","Edmonton",3,50,109,36,0,198,482
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 162","Edmonton",8,40,158,34,0,240,513
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 163","Edmonton",6,62,105,20,0,193,401
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 164","Edmonton",5,16,106,9,0,136,303
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 165","Edmonton",7,33,142,25,1,208,446
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 166","Edmonton",2,23,56,16,0,97,321
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 167","Edmonton",5,66,98,23,2,194,564
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 168","Edmonton",3,35,74,23,1,136,326
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 169","Edmonton",5,46,78,23,1,153,350
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 170","Edmonton",5,46,63,17,0,131,470
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 171","Edmonton",8,47,147,21,2,225,605
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 172","Edmonton",9,50,77,13,1,150,351
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 173","Edmonton",8,74,115,12,2,211,456
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 174","Edmonton",2,43,137,25,0,207,426
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 175","Edmonton",9,115,175,15,3,317,848
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 176","Edmonton",13,55,131,25,1,225,582
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 177","Edmonton",3,40,77,14,1,135,322
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 178","Edmonton",12,33,90,12,1,148,350
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 179","Edmonton",5,49,109,15,0,178,491
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 180","Edmonton",14,36,81,20,1,152,325
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 181","Edmonton",7,61,57,24,0,149,399
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 182","Edmonton",4,34,91,14,1,144,362
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 183","Edmonton",26,127,178,44,1,376,713
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 184","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 185","Edmonton",10,44,152,6,0,212,444
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 186","Edmonton",7,34,98,13,1,153,376
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 187","Edmonton",5,44,103,10,1,163,316
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 188","Edmonton",8,39,98,17,0,162,360
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 189","Edmonton",6,45,98,10,1,160,302
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 190","Edmonton",1,34,85,11,0,131,253
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 191","Edmonton",5,28,65,14,0,112,284
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 192","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 193","Edmonton",10,50,259,35,1,355,519
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 194","Edmonton",9,51,154,15,0,229,524
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 195","Edmonton",5,74,132,27,0,238,480
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 196","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 197","Edmonton",11,61,131,10,1,214,472
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 198","Edmonton",8,56,66,20,3,153,360
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 199","Edmonton",6,40,87,15,0,148,411
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 200","Edmonton",10,49,117,18,2,196,445
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 201","Edmonton",Void/Supprimé,,,,,,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 202","Edmonton",14,53,104,13,0,184,430
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 203","Edmonton",5,63,58,9,0,135,396
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 204","Edmonton",10,55,84,8,0,157,403
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 205","Edmonton",9,34,107,8,0,158,386
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 206","Edmonton",5,52,89,24,0,170,431
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 207","Edmonton",4,56,107,22,0,189,358
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 208","Edmonton",5,41,90,18,2,156,368
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 209","Edmonton",2,47,67,7,0,123,388
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 210","Edmonton",5,48,92,10,1,156,321
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 211","Edmonton",6,42,66,8,0,122,390
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 500","Mobile poll/Bureau itinérant",6,17,46,25,0,94,148
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 501","Mobile poll/Bureau itinérant",5,16,135,7,1,164,143
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 502","Mobile poll/Bureau itinérant",3,22,91,21,0,137,178
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 503","Mobile poll/Bureau itinérant",8,31,127,23,0,189,287
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 504","Mobile poll/Bureau itinérant",5,20,46,14,1,86,198
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 505","Mobile poll/Bureau itinérant",4,25,75,7,0,111,168
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 506A","Mobile poll/Bureau itinérant",2,19,97,10,1,129,52
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 506B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,93
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 600","St. Albert",43,103,692,90,1,929,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 601","St. Albert",34,61,408,57,2,562,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 602","St. Albert",22,77,457,87,6,649,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 603","St. Albert",25,50,254,71,0,400,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 604","St. Albert",33,85,451,79,0,648,
48015,"Edmonton--St. Albert/Edmonton--St. Albert"," 605","Edmonton",12,47,329,71,1,460,
