Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Beals,Alicia Gordon,Ted Hsu,Eric Walton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35036,"Kingston and the Islands/Kingston et les Îles"," 413","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,81
35036,"Kingston and the Islands/Kingston et les Îles"," 414","Kingston",10,21,20,6,0,57,70
35036,"Kingston and the Islands/Kingston et les Îles"," 415","Kingston",Merged with No. 197-1/Fusionné avec le nº 197-1,,,,,,60
35036,"Kingston and the Islands/Kingston et les Îles"," 416","Kingston",Merged with No. 151/Fusionné avec le nº 151,,,,,,43
35036,"Kingston and the Islands/Kingston et les Îles"," 500","Mobile poll/Bureau itinérant",10,32,41,4,0,87,98
35036,"Kingston and the Islands/Kingston et les Îles"," 501","Mobile poll/Bureau itinérant",19,90,61,5,0,175,113
35036,"Kingston and the Islands/Kingston et les Îles"," 502","Mobile poll/Bureau itinérant",21,56,61,4,3,145,193
35036,"Kingston and the Islands/Kingston et les Îles"," 503","Mobile poll/Bureau itinérant",8,28,11,0,2,49,93
35036,"Kingston and the Islands/Kingston et les Îles"," 504","Mobile poll/Bureau itinérant",6,24,30,1,1,62,148
35036,"Kingston and the Islands/Kingston et les Îles"," 600","Kingston",36,71,51,4,2,164,
35036,"Kingston and the Islands/Kingston et les Îles"," 601","Kingston",70,323,227,16,0,636,
35036,"Kingston and the Islands/Kingston et les Îles"," 602","Kingston",144,524,488,37,2,1195,
35036,"Kingston and the Islands/Kingston et les Îles"," 603","Kingston",155,249,188,21,2,615,
35036,"Kingston and the Islands/Kingston et les Îles"," 604","Kingston",147,494,470,31,0,1142,
35036,"Kingston and the Islands/Kingston et les Îles"," 605","Kingston",122,336,347,40,5,850,
35036,"Kingston and the Islands/Kingston et les Îles"," 606","Kingston",136,462,601,28,5,1232,
35036,"Kingston and the Islands/Kingston et les Îles"," 607","Kingston",108,286,397,23,1,815,
35036,"Kingston and the Islands/Kingston et les Îles"," 608","Kingston",101,135,480,77,6,799,
35036,"Kingston and the Islands/Kingston et les Îles"," 609","Kingston--Frontenac Islands",119,134,374,44,3,674,
35036,"Kingston and the Islands/Kingston et les Îles"," 610","Kingston",105,173,504,62,4,848,
35036,"Kingston and the Islands/Kingston et les Îles"," 611","Kingston",95,519,461,35,2,1112,
35036,"Kingston and the Islands/Kingston et les Îles"," 612","Kingston",38,197,246,19,1,501,
35036,"Kingston and the Islands/Kingston et les Îles"," 613","Kingston",82,320,256,8,1,667,
35036,"Kingston and the Islands/Kingston et les Îles"," 614","Kingston",99,369,309,26,0,803,
35036,"Kingston and the Islands/Kingston et les Îles"," 615","Kingston",79,127,154,17,0,377,
35036,"Kingston and the Islands/Kingston et les Îles"," 616","Kingston",65,107,446,50,0,668,
35036,"Kingston and the Islands/Kingston et les Îles",,Group 1/Groupe 1,42,444,224,29,11,750,1413
35036,"Kingston and the Islands/Kingston et les Îles",,Group 2/Groupe 2,109,328,625,31,14,1107,
